ObjectId,Street_,Dir,Post_Dir,Street,Type_,Loc,Zip,Council,Neighborhood,Referred,Down___Clear
718,863,S,,24th ,St,Entire,,,,,2010/03/22 03:59:59+00
719,2112,,,Pirtle,St,Entire,,,,,2010/06/03 03:59:59+00
720,209,N,,24th,St,Entire,,,,,2010/06/04 03:59:59+00
721,343,N,,26th,St,Garage,40212.0,3.0,Portland,,2010/06/04 03:59:59+00
722,104,S,,33rd,Sr,Garage,,,,,2010/06/04 03:59:59+00
723,2703,W,,Muhammad Ali,Blvd,Entire,,,,,2010/06/15 03:59:59+00
724,5309,,,Cedrus,Circle,Entire,,,,,2010/07/02 03:59:59+00
725,1704,,,St Louis,Ave,Entire,,,,,2010/07/12 03:59:59+00
726,2730,,,Main ,St,Entire,,,,,2010/07/20 03:59:59+00
727,432,S,,29th,St,Entire,,,,,2010/07/23 03:59:59+00
728,3238,W ,,Jefferson,St,Entire,,,,,2010/07/23 03:59:59+00
729,405,n,,39th,St,Garage,,,,,2010/07/26 03:59:59+00
730,5315,,,Alba,Way,Entire,,,,,2010/07/30 03:59:59+00
731,4002,E,,Indian,Trl,Entire,,,,,2010/08/10 03:59:59+00
732,4151,S,,5th ,St,Entire,,,,,2010/08/12 03:59:59+00
733,2214,W,,Madison,St,Entire,,,,,2010/08/16 03:59:59+00
734,1509,,,Hemlock ,St,Entire,,,,,2010/08/17 03:59:59+00
735,1511,,,Hemlock ,St,Entire,,,,,2010/08/17 03:59:59+00
736,2319,,,Portland,Ave,Rear,,,,,2010/08/18 03:59:59+00
737,5018,,,Delaware ,St,Entire,,,,,2010/08/30 03:59:59+00
738,810,,,Mount Holly,Dr,Entire,,,,,2010/08/31 03:59:59+00
739,317,S,,43rd,St,Entire,,,,,2010/09/09 03:59:59+00
740,106,,,Boston,Ct,Entire,,,,,2010/09/09 03:59:59+00
741,2333,,,Rowan,St,Entire,,,,,2010/09/20 03:59:59+00
742,2006,,,Main ,St,Entire,,,,,2010/09/21 03:59:59+00
743,2429,,,Slevin,St,Entire,,,,,2010/09/27 03:59:59+00
744,1401,,,Story,Ave,Entire,,,,,2010/10/05 03:59:59+00
745,2928,,,Portland,Ave,Entire,,,,,2010/10/07 03:59:59+00
746,2233,W,,Kentucky,St,Entire,,,,,2010/10/11 03:59:59+00
747,828,S,,Louis Coleman Jr ,St,Garage,,,,,2010/10/12 03:59:59+00
748,2312,,,Standard ,Ave,Entire,,,,,2010/10/13 03:59:59+00
749,433,S,,24th,St,Entire,,,,,2010/10/18 03:59:59+00
750,1713,,,Bolling,Ave,Garage,,,,,2010/10/18 03:59:59+00
751,4227,,,Fordson,Way,Garage,,1.0,,,2012/03/07 05:00:00+00
752,4402,,,Lees,Lane,Entire,,1.0,,,2012/03/12 03:59:59+00
753,662,S,,36th ,St,Entire,,5.0,,,2012/03/13 03:59:59+00
754,3707,,,Ethel,Ave,Entire,,10.0,,,2012/03/13 03:59:59+00
755,2613,,,Northwestern,Pky,Entire,,5.0,,,2012/03/13 03:59:59+00
756,2320,,,Plymouth ,Ct,Entire,,4.0,,,2012/03/13 03:59:59+00
757,2310,,,Elmore,St,Entire,,12.0,,,2012/03/16 03:59:59+00
758,227,N,,19th,St,Entire,,5.0,,,2012/03/23 03:59:59+00
759,229,N,,19th,St,Entire,,5.0,,,2012/03/23 03:59:59+00
760,1706,,,Bolling,Ave,Garage,,3.0,,,2012/03/23 03:59:59+00
761,9604,,,El Prado,St,Entire,,25.0,,,2012/03/23 03:59:59+00
762,3502,,,College,Dr,Entire,,20.0,,,2012/03/26 03:59:59+00
763,1551-1555,S,,10th,St,Entire,,6.0,,,2012/04/04 03:59:59+00
764,2139,,,Rowan ,St,Entire,,5.0,,,2012/04/04 03:59:59+00
765,713,,,Lampton,St,Entire,,4.0,,,2012/04/30 03:59:59+00
766,3721,,,Parker,Ave,Entire,,5.0,,,2012/05/14 03:59:59+00
767,2302,W,,Madison,St,Entire,,4.0,,,2012/05/21 03:59:59+00
768,2011,,,Rowan,St,Entire,,5.0,,,2012/05/23 03:59:59+00
769,2820,S,,4th,St,Entire,,15.0,,,2012/06/22 03:59:59+00
770,4607,,,Lake Dreamland,Rd,Entire,,1.0,,,2012/06/28 03:59:59+00
771,2320,,,Columbia,St,Entire,,4.0,,,2012/06/29 03:59:59+00
772,3810,,,Northumberland,Dr,Garage,,17.0,,,2012/06/29 03:59:59+00
773,1732,W,,Oak,St,Entire,,6.0,,,2012/06/29 03:59:59+00
774,1734,W,,Oak,St,Entire,,6.0,,,2012/06/29 03:59:59+00
775,13000,,,Scotts Gap,Rd,Entire,,14.0,,,2012/06/29 03:59:59+00
776,3314,W,,Main,St,Entire,,5.0,,,2012/07/06 03:59:59+00
777,1532,S,,31st,St,Entire,,3.0,,,2012/07/30 03:59:59+00
778,447,S,,32nd,St,Garage,,5.0,,,2012/07/30 03:59:59+00
779,3409,W,,Kentucky,St,Entire,,1.0,,,2012/07/30 03:59:59+00
780,7112,,,Bunger,Ave,Entire,,14.0,,,2012/08/08 03:59:59+00
781,4408,,,Exley ,Ct,Entire,,1.0,,,2012/08/08 03:59:59+00
782,4413,,,Exley ,Ct,Entire,,1.0,,,2012/08/08 03:59:59+00
783,3217,,,Kemmons,Dr,Entire,,,,,2012/08/23 03:59:59+00
784,3219,,,Kemmons,Dr,Entire,,,,,2012/08/23 03:59:59+00
785,3228,,,Kirby,Ave,Entire,,1.0,,,2012/08/28 03:59:59+00
786,2225,,,Woodland,Ave,Entire,,6.0,,,2012/09/10 03:59:59+00
787,1755,W,,Ormsby,St,Entire,,6.0,,,2012/09/12 03:59:59+00
788,2722,,,Rodman,St,Entire,,6.0,,,2012/09/17 03:59:59+00
789,951,E,,Oak,St,Entire,,4.0,,,2012/09/20 03:59:59+00
790,425,S,,28th,St,Entire,40212.0,5.0,Russell,,2012/09/25 03:59:59+00
791,1557,S,,7th,St,Garage,,6.0,,,2012/09/27 03:59:59+00
792,2539,,,Duncan,St,Entire,,5.0,,,2012/10/11 03:59:59+00
793,2706,,,Slevin,St,Entire,,5.0,,,2012/10/22 03:59:59+00
794,2708,,,Slevin,St,Entire,,5.0,,,2012/10/22 03:59:59+00
795,202,N,,39th,St,Entire,,3.0,,,2012/10/25 03:59:59+00
796,2814,,,Duncan,St,Entire,,5.0,,,2012/10/26 03:59:59+00
797,6609,,,Melrose,Ave,Entire,,1.0,,,2012/10/26 03:59:59+00
798,1774,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2012/11/08 05:00:00+00
799,1815,,,Bank,St,Entire,40203.0,5.0,Portland,,2012/11/14 05:00:00+00
800,1852-1854,,,Portland,Ave,Entire,,5.0,,,2012/11/19 05:00:00+00
801,2126,,,Standard ,Ave,Entire,40210.0,3.0,Park Hill,,2014/05/09 03:59:59+00
802,2316,,,Standard ,Ave,Entire,40210.0,3.0,Park Hill,,2014/05/09 03:59:59+00
803,3808,,,River Park,Dr,Entire,40211.0,5.0,Shawnee,,2014/06/03 03:59:59+00
804,5021,,,Delaware,Dr,Entire,40218.0,2.0,Buechal,,2014/06/09 03:59:59+00
805,4419,,,Bellevue,Ave,Entire,40215.0,15.0,Wyandotte,,2014/11/24 05:00:00+00
806,3804,,,River Park,Dr,Entire,40211.0,5.0,Shawnee,,2014/06/09 03:59:59+00
807,1256,S,,Shelby,St,Entire,40203.0,4.0,Shelby Park,,2014/06/09 03:59:59+00
808,1418,,,Olive,St,Entire,40210.0,3.0,Parkland,,2013/05/22 03:59:59+00
809,2813,,,Portland,Ave,Entire,40212.0,5.0,Portland,,2014/06/16 03:59:59+00
810,223,,,Bonnie,Lane,Entire,40218.0,10.0,Buechel,,2013/09/26 03:59:59+00
811,1283,S,,Preston,St,Entire,40203.0,4.0,Shelby Park,,2014/06/18 03:59:59+00
812,1702,W,,Kentucky,St,Entire,40210.0,6.0,California,,2014/06/19 03:59:59+00
813,4918,,,Broadmoor,Blvd,Entire,40218.0,2.0,Buechel,,2014/06/27 03:59:59+00
814,4921,,,Broadmoor,Blvd,Entire,40218.0,2.0,Buechel,,2014/06/27 03:59:59+00
815,4212,,,Algonquin ,Pky,Garage,40211.0,1.0,Lake Dreamland,,2014/06/30 03:59:59+00
816,2522,,,Gilligan,St,Entire,40212.0,5.0,Portland,,2014/06/30 03:59:59+00
817,2110,,,Ratcliffe,Ave,Entire,40210.0,3.0,Lake Dreamland,,2014/06/30 03:59:59+00
818,3310,,,Virginia,Ave,Outbuilding,40211.0,1.0,Parkland,,2014/06/30 03:59:59+00
819,2630,,,Grand,Ave,Garage,40211.0,1.0,Parkland,,2014/07/21 03:59:59+00
820,2333,,,Ackerman,Ct,Entire,40212.0,4.0,Portland,,2014/07/22 03:59:59+00
821,2202,,,Bolling ,Ave,Entire,40210.0,3.0,Park Hill,,2014/08/05 03:59:59+00
822,4246,,,Freeman,Ave,Entire,40215.0,1.0,Lake Dreamland,,2014/08/11 03:59:59+00
823,4320,,,Lynnview,Dr,Entire,40216.0,1.0,Lake Dreamland,,2014/08/11 03:59:59+00
824,1231,S,,22nd,St,Entire,40210.0,6.0,Park Hill,,2014/08/18 03:59:59+00
825,1235,S,,22nd,St,Entire,40210.0,6.0,Park Hill,,2014/08/18 03:59:59+00
826,1369,,,Cypress,Ave,Entire,40211.0,1.0,Parkland,,2014/08/28 03:59:59+00
827,4001,,,Sunflower,Ave,Entire,40216.0,1.0,Lake Dreamland,,2014/08/28 03:59:59+00
828,2707,,,Chickasaw,Ave,Entire,40206.0,9.0,Clifton Heights,,2014/09/05 03:59:59+00
829,2514,,,Garfield,Ave,Entire,40212.0,5.0,Portland,,2014/09/08 03:59:59+00
830,1556,S,,Shelby,St,Entire,40217.0,4.0,Meriwether,,2014/09/08 03:59:59+00
831,3801,,,Powell,Ave,Entire,40215.0,15.0,Jacobs,,2014/09/18 03:59:59+00
832,2113,S,,39th,St,Entire,40211.0,1.0,Park Duvalle,,2014/09/22 03:59:59+00
833,2657,,,Dixdale,Ave,Entire,40210.0,3.0,Hallmark,,2014/09/24 03:59:59+00
834,1768,W,,Burnett,Ave,Garage,40210.0,3.0,Park Hill,,2014/09/25 03:59:59+00
835,2109,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2014/10/06 03:59:59+00
836,1430,,,Sale,Ave,Entire,40215.0,15.0,Taylor Berry,,2014/10/06 03:59:59+00
837,5410,,,Wintergreen,Road,Entire,40272.0,14.0,PRP,,2014/10/06 03:59:59+00
838,1724,W,,Gaulbert,Ave,Entire,40210.0,3.0,Algonquin,,2014/10/09 03:59:59+00
839,317,,,Iowa,Ave,Entire,40208.0,15.0,South Louisville,,2014/10/09 03:59:59+00
840,726,,,Iowa,Ave,Entire,40208.0,6.0,South Louisville,,2014/10/15 03:59:59+00
841,4017,,,Lentz,Ave,Entire,40215.0,15.0,Hazelwood,,2014/10/17 03:59:59+00
842,4016,,,Parthenia,Ave,Entire,40215.0,15.0,Hazelwood,,2014/10/21 03:59:59+00
843,1411,,,Shingo,Ave,Entire,40215.0,15.0,Iroquois,,2014/10/21 03:59:59+00
844,1415,S,,8th,St,Entire,40208.0,6.0,Park Hill,,2014/10/29 03:59:59+00
845,4229,,,Hale ,Ave,Garage,40211.0,1.0,Chickasaw,,2014/10/29 03:59:59+00
846,1626,,,McCloskey,Ave,Entire,40210.0,3.0,Algonquin,,2014/10/29 03:59:59+00
847,2308,,,Garland,Ave,Entire,40211.0,6.0,California,,2014/11/03 05:00:00+00
848,2310,,,Standard,Ave,Entire,40210.0,3.0,Park Hill,,2014/11/03 05:00:00+00
849,2310,,,Standard ,Ave,Entire,40210.0,3.0,Park Hill,,2014/11/03 05:00:00+00
850,1314-1316,,,Baldwin ,Ave,Entire,40210.0,6.0,Park Hill,,2014/11/10 05:00:00+00
851,3128,,,Garland,Ave,Entire,40211.0,1.0,Parkland,,2014/11/17 05:00:00+00
852,1814,W,,Gaulbert,Ave,Entire,40210.0,3.0,Algonquin,,2014/11/17 05:00:00+00
853,2324,,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2014/11/17 05:00:00+00
854,2023,,,Lytle ,St,Entire,40203.0,5.0,Portland,,2014/11/24 05:00:00+00
855,542,S,,18th,St,Entire,40203.0,4.0,Russell,,2015/04/29 03:59:59+00
856,1130-1132,,,Salem,Ave,Entire,40210.0,6.0,California,,2014/11/24 05:00:00+00
857,1271,S,,Preston,St,Entire,40203.0,4.0,Shelby Park,,2013/05/22 03:59:59+00
858,1513,W,,Oak,St,Entire,40210.0,6.0,California,,2014/12/04 05:00:00+00
859,1500,,,Sale,Ave,Garage,40215.0,15.0,Taylor Berry,,2014/12/05 05:00:00+00
860,2531,W,,Broadway,,Entire,40211.0,6.0,Russell,,2013/05/31 03:59:59+00
861,5501,,,Hitt,Rd,Entire,40241.0,16.0,Worthington,,2014/12/17 05:00:00+00
862,1520,,,Dumesnil,St,Entire,40210.0,6.0,Park Hill,,2013/06/03 03:59:59+00
863,1340,,,Dixie,Hwy,Entire,40210.0,6.0,Park HIll,,2013/09/26 03:59:59+00
864,1153,,,Dixie,Hwy,Entire,40210.0,6.0,California,,2014/12/19 05:00:00+00
865,3020,,,Hale,Ave,Entire,40211.0,1.0,Parkland,,2013/06/04 03:59:59+00
866,2820,,,Garfield,Ave,Garage,40212.0,5.0,Portland,,2013/09/26 03:59:59+00
867,1517,,,Hemlock ,St,Entire,40211.0,3.0,Park Duvalle,,2014/12/19 05:00:00+00
868,4328,,,Brook ,St,Entire,40214.0,15.0,Wilder Park,,2013/06/05 03:59:59+00
869,3904,W,,Main,St,Entire,40212.0,5.0,Shawnee,,2013/09/26 03:59:59+00
870,2126,W,,Madison,St,Entire,40211.0,3.0,Russell,,2014/12/19 05:00:00+00
871,4330,,,Brook ,St,Entire,40214.0,15.0,Wilder Park,,2013/06/05 03:59:59+00
872,1348,,,Dixie,Hwy,Entire,40210.0,6.0,Park HIll,,2013/10/02 03:59:59+00
873,3411,,,Shagbark,Road,Entire,40216.0,1.0,Lake Dreamland,,2014/12/19 05:00:00+00
874,11007,,,Harrison,Lane,Entire,40118.0,13.0,Fairdale,,2013/06/13 03:59:59+00
875,1324,,,Olive,St,Entire,40211.0,1.0,Parkland,,2013/10/08 03:59:59+00
876,3413,,,Shagbark,Road,Entire,40216.0,1.0,Lake Dreamland,,2014/12/19 05:00:00+00
877,3415,,,Shagbark,Road,Entire,40216.0,1.0,Lake Dreamland,,2014/12/19 05:00:00+00
878,3417,,,Shagbark,Road,Entire,40216.0,1.0,Lake Dreamland,,2014/12/19 05:00:00+00
879,3423,,,Shagbark,Road,Entire,40216.0,1.0,Lake Dreamland,,2014/12/19 05:00:00+00
880,1611,,,Wilson,Ave,Entire,40210.0,6.0,Park HIll,,2014/12/21 05:00:00+00
881,1729,,,Bank,St,Entire,40203.0,5.0,Portland,,2014/12/29 05:00:00+00
882,649,S,,28th,St,Entire,40211.0,5.0,Portland,,2015/01/07 05:00:00+00
883,2717,,,Garland,Ave,Entire,40211.0,6.0,Parkland,,2015/01/07 05:00:00+00
884,213,S,,28th,St,Entire,40212.0,5.0,Russell,,2015/01/13 05:00:00+00
885,1824,,,Bolling ,Ave,Entire,40210.0,3.0,Park Hill,,2015/01/13 05:00:00+00
886,1379,,,Dixie,Hwy,Entire,40210.0,6.0,Park Hill,,2015/01/13 05:00:00+00
887,1718,W,,Kentucky,St,Entire,40212.0,6.0,California,,2015/02/02 05:00:00+00
888,1327,,,Temple,St,Entire,40210.0,6.0,Park Hill,,2015/02/02 05:00:00+00
889,1348,,,Sale,Ave,Entire,40215.0,15.0,Tylor Berry,,2015/02/04 05:00:00+00
890,3714,,,Center,St,Entire,40215.0,15.0,Wyandotte,,2015/02/10 05:00:00+00
891,3317,,,Hudson,Ave,Entire,40211.0,1.0,Lake Dreamland,,2015/02/10 05:00:00+00
892,1721,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2015/02/10 05:00:00+00
893,2102,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2015/02/10 05:00:00+00
894,1632,,,Beech,St,Entire,40211.0,3.0,Park Duvalle,,2015/03/17 03:59:59+00
895,1727,,,Hale,Ave,Entire,40210.0,6.0,California,,2015/03/17 03:59:59+00
896,1631,,,Prentice,St,Entire,40210.0,6.0,California,,2015/03/17 03:59:59+00
897,1442,,,Catalpa,St,Entire,40211.0,1.0,Parkland,,2015/03/18 03:59:59+00
898,4211,,,Vermont,Ave,Shed,40211.0,5.0,Shawnee,,2015/03/18 03:59:59+00
899,2203,W,,Burnett,Ave,Entire,40210.0,3.0,Park Hill,,2015/03/25 03:59:59+00
900,2121,,,Date,St,Entire,40210.0,4.0,California,,2015/03/25 03:59:59+00
901,4611,,,River Front,Dr,Entire,40216.0,1.0,Lake Dreamland,,2015/03/26 03:59:59+00
902,1857,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2015/03/30 03:59:59+00
903,2707,,,Slevin,St,Outbuilding,40212.0,5.0,Portland,,2015/04/07 03:59:59+00
904,2710,,,Slevin,St,Entire,40212.0,5.0,Portland,,2015/04/07 03:59:59+00
905,1511,,,Beech,St,Entire,40211.0,3.0,Park Duvalle,,2015/04/13 03:59:59+00
906,1419,,,Berry,Blvd,Entire,40215.0,15.0,Taylor Berry,,2015/04/13 03:59:59+00
907,5525,,,Bruce,Ave,Entire,40210.0,25.0,Auburndale,,2015/04/13 03:59:59+00
908,1023,,,Cecil,Ave,Entire,40211.0,5.0,Chickasaw,,2015/04/13 03:59:59+00
909,533,E,,Kentucky,St,Shed,40203.0,4.0,Smoketown Jackson,,2015/04/13 03:59:59+00
910,1601,,,Maple,St,Entire,40210.0,6.0,California,,2015/04/13 03:59:59+00
911,2213,,,St Louis,Ave,Garage,40210.0,6.0,Park Hill,,2015/04/13 03:59:59+00
912,343,N,,26th,St,Entire,40212.0,3.0,Portland,,2015/04/23 03:59:59+00
913,1609,,,Anderson,St,Entire,40210.0,6.0,California,,2015/04/23 03:59:59+00
914,2710,W,,Madison,St,Entire,40211.0,5.0,Russell,,2015/04/23 03:59:59+00
915,718,S,,23rd,St,Entire,40211.0,6.0,California,,2015/04/28 03:59:59+00
916,2136,,,Duncan,St,Entire,40212.0,5.0,Portland,,2016/01/15 05:00:00+00
917,603,,,South Park,Rd,Entire,40118.0,13.0,Fairdale,,2013/06/13 03:59:59+00
918,2011,S,,41st,St,Entire,40211.0,1.0,,,2013/06/18 03:59:59+00
919,1516,,,Hemlock,St,Entire,40211.0,3.0,Park Duvalle,,2013/06/18 03:59:59+00
920,1518,,,Hemlock,St,Entire,40211.0,3.0,Park Duvalle,,2013/06/18 03:59:59+00
921,3712,,,Luken,Dr,Entire,40216.0,3.0,Shively,,2013/06/18 03:59:59+00
922,1912,,,Owen,St,Entire,40203.0,5.0,Portland,,2013/06/18 03:59:59+00
923,1713,,,Prentice,St,Entire,40210.0,6.0,California,,2013/06/18 03:59:59+00
924,407,S,,27th,St,Entire,40212.0,5.0,Russell,,2013/06/24 03:59:59+00
925,2810,,,Duncan,St,Entire,40212.0,5.0,Portland,,2013/06/24 03:59:59+00
926,2812,,,Duncan,St,Entire,40212.0,5.0,Portland,,2013/06/24 03:59:59+00
927,1323,,,Cypress,St,Entire,40211.0,1.0,Park Hill,,2013/06/25 03:59:59+00
928,1116,,,Lillian REAR,Ave,Garage,40208.0,6.0,Taylor Berry,,2013/06/25 03:59:59+00
929,2719,,,Magazine,St,Entire,40211.0,5.0,Russell,,2013/06/25 03:59:59+00
930,2402,W,,Chestnut,St,Entire,40211.0,5.0,Russell,,2016/01/19 05:00:00+00
931,4526,,,Lake Dreamland,Rd,Entire,40216.0,1.0,Lake Dreamland,,2013/06/26 03:59:59+00
932,435-437,S,,3rd,St,Entire,40202.0,4.0,Downtown,,2016/01/28 05:00:00+00
933,2808,S,,5th,St,Garage,40208.0,15.0,South Louisville,,2015/04/30 03:59:59+00
934,4532,,,Lake Dreamland,Road,Entire,40216.0,1.0,Lake Dreamland,,2013/06/26 03:59:59+00
935,647,S,,19th,St,Entire,40203.0,4.0,Russell,,2013/10/17 03:59:59+00
936,219,S,,25th,St,Entire,40212.0,5.0,Russell,,2013/06/28 03:59:59+00
937,825,,,Louis Coleman Jr,Dr,Garage,40211.0,5.0,Parkland,,2015/04/30 03:59:59+00
938,2427,,,Griffiths,Ave,Entire,40212.0,5.0,Portland,,2016/02/02 05:00:00+00
939,3233,,,Grand,Ave,Entire,40211.0,1.0,Parkland,,2013/11/04 05:00:00+00
940,624,,,Atwood,St,Entire,40217.0,15.0,St Joseph,,2013/07/22 03:59:59+00
941,1619,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2015/09/21 03:59:59+00
942,2122,,,Cleveland,Ave,Entire,40212.0,5.0,Portland,,2015/05/01 03:59:59+00
943,1232,S,,16th,St,Entire,40210.0,6.0,Park Hill,,2015/05/07 03:59:59+00
944,8703,,,Jumper,Place,Entire,40291.0,22.0,Fern Creek,,2015/05/08 03:59:59+00
945,1450,S,,8th,St,Entire,40208.0,6.0,Russell,,2015/05/11 03:59:59+00
946,2609,W,,Kentucky,St,Entire,40211.0,6.0,Parkland,,2015/05/19 03:59:59+00
947,1404,,,Woody,Ave,Entire,40215.0,15.0,Iroquois,,2015/05/21 03:59:59+00
948,716,S,,24th,St,Entire,40211.0,6.0,California,,2015/05/22 03:59:59+00
949,1108,,,Dixie,Hwy,Entire,40210.0,6.0,California,,2015/05/27 03:59:59+00
950,819,,,Dearborn,Ave,Entire,40211.0,5.0,Chickasaw,,2015/05/28 03:59:59+00
951,2120,,,Bolling,Ave,Entire,40210.0,3.0,Park Hill,,2015/06/02 03:59:59+00
952,1624,W,,Breckinridge,St,Entire,40210.0,6.0,California,,2015/06/09 03:59:59+00
953,4140,,,Fordson,Way,Entire,40211.0,1.0,Chickasaw,,2015/06/09 03:59:59+00
954,2225,,,Garland,Ave,Entire,40211.0,6.0,California,,2015/06/09 03:59:59+00
955,1762,W,,Oak,St,Entire,40210.0,6.0,Park Hill,,2015/06/15 03:59:59+00
956,629,,,Cecil,Ave,Entire,40211.0,5.0,Shawnee,,2015/06/19 03:59:59+00
957,2211,,,Wilson,Ave,Entire,40210.0,6.0,Park Hill,,2015/06/22 03:59:59+00
958,1415,S,,28th,St,Entire,40211.0,1.0,Parkland,,2015/06/24 03:59:59+00
959,1941,S,,30th,St,Entire,40210.0,3.0,Hallmark,,2015/06/29 03:59:59+00
960,2612,,,Grand,Ave,Entire,40211.0,1.0,Parkland,,2015/06/29 03:59:59+00
961,8814,,,Beulah Church,Rd,Rear,40291.0,22.0,Fern Creek,,2015/06/30 03:59:59+00
962,1621,,,Bank,St,Entire,40203.0,5.0,Portland,,2015/08/10 03:59:59+00
963,3114,,,Northwestern,Pkwy,Entire,40212.0,5.0,Portland,,2015/08/10 03:59:59+00
964,1133,S,,2nd,St,Entire,40203.0,6.0,Old Louisville,,2015/08/14 03:59:59+00
965,1617,,,Bank,St,Entire,40203.0,5.0,Portland,,2015/08/14 03:59:59+00
966,1309,,,Cleo,Ave,Entire,40213.0,2.0,Camp Taylor,,2015/08/14 03:59:59+00
967,3415,,,Dearcy,Ave,Entire,40215.0,15.0,South Louisville,,2015/08/14 03:59:59+00
968,1045,S,,Jackson,St,Entire,40203.0,4.0,Shelby Park,,2015/08/20 03:59:59+00
969,4140,,,Fordson REAR,Way,Garage,40211.0,1.0,Chickasaw,,2015/08/27 03:59:59+00
970,2632,,,Hale,Ave,Entire,40211.0,1.0,Parkland,,2015/08/27 03:59:59+00
971,1105,,,Logan,St,Outbuilding,40204.0,4.0,Shelby Park,,2015/08/27 03:59:59+00
972,4153,,,Hale,Ave,Entire,40211.0,1.0,Chickasaw,,2015/09/01 03:59:59+00
973,1335,,,Olive,St,Garage,40211.0,1.0,Parkland,,2015/09/01 03:59:59+00
974,303,S,,38th,St,Entire,40212.0,5.0,Shawnee,,2015/09/04 03:59:59+00
975,1834,,,Greenwood,Ave,Entire,40210.0,6.0,California,,2015/09/04 03:59:59+00
976,1625,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2015/09/04 03:59:59+00
977,749,,,Clay,St,Entire,40203.0,4.0,Smoketown Jackson,,2015/09/11 03:59:59+00
978,821,S,,33rd,St,Entire,40211.0,5.0,Parkland,,2015/09/14 03:59:59+00
979,1512,,,Anderson,St,Entire,40210.0,4.0,California,,2015/09/14 03:59:59+00
980,2616,W,,Kentucky,St,Entire,40211.0,15.0,Parkland,,2015/09/14 03:59:59+00
981,1828,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2015/09/14 03:59:59+00
982,2319,W,,Ormsby,Ave,Entire,40210.0,6.0,Park Hill,,2015/09/14 03:59:59+00
983,2216,,,Standard,Ave,Entire,40210.0,3.0,Park Hill,,2015/09/14 03:59:59+00
984,3355,,,Camp Ground,Rd,Entire,40211.0,1.0,Lake Dreamland,,2015/09/18 03:59:59+00
985,627,E,,Ormsby,Ave,Entire,40203.0,4.0,Shelby Park,,2015/09/18 03:59:59+00
986,1006,,,Rogers,St,Entire,40204.0,4.0,Phoenix Hill,,2015/09/18 03:59:59+00
987,1524,W,,St Catherine,St,Entire,40210.0,6.0,California,,2015/09/18 03:59:59+00
988,3324,,,Blanton,Lane,Rear,40214.0,12.0,Pleasure Ridge Park,,2015/09/21 03:59:59+00
989,8509,,,Tolls,Lane,Garage,40214.0,13.0,Fairdale,,2015/09/24 03:59:59+00
990,3106,,,Woodland,Ave,Entire,40211.0,1.0,Park Duvalle,,2013/11/04 05:00:00+00
991,2334,W,,Madison,St,Garage,40211.0,4.0,Russell,,2013/07/22 03:59:59+00
992,10417,,,La Plaza,Ave,Entire,40272.0,14.0,Pleasure Ridge Park,,2015/09/28 03:59:59+00
993,504,N,,34th,St,Garage,40212.0,5.0,Portland,,2013/11/06 05:00:00+00
994,824,W,,Whitney,Ave,Entire,40215.0,15.0,Wyandotte,,2013/07/22 03:59:59+00
995,805,S,,Clay,St,Entire,40203.0,4.0,Smoketown,,2015/09/29 03:59:59+00
996,2128,,,Chestnut,St,Entire,40211.0,4.0,Russell,,2013/11/20 05:00:00+00
997,2923,W,,Kentucky,St,Entire,40211.0,6.0,Parkland,,2013/07/23 03:59:59+00
998,412,S,,27th,St,Entire,40212.0,5.0,Russell,,2015/10/01 03:59:59+00
999,2015,W,,Market,St,Entire,40203.0,3.0,Portland,,2016/02/02 05:00:00+00
1000,1428,,,Dixie,Hwy,Entire,40210.0,3.0,Park HIll,,2013/12/02 05:00:00+00
1001,3909,,,Bank,St,Entire,40212.0,5.0,Portland,,2013/07/31 03:59:59+00
1002,409,S,,28th,St,Entire,40212.0,5.0,Russell,,2015/10/01 03:59:59+00
1003,3400,,,Shagbark,Rd,Entire,40216.0,1.0,Richmont Terrace,,2016/02/02 05:00:00+00
1004,1505,,,Hemlock,St,Entire,40211.0,3.0,Park Duvalle,,2013/12/16 05:00:00+00
1005,2738,,,Bank ,St,Entire,42012.0,5.0,Portland,,2013/07/31 03:59:59+00
1006,2716,W,,Madison,St,Entire,40211.0,4.0,Russell,,2013/07/31 03:59:59+00
1007,639,S,,27th,St,Entire,40211.0,5.0,Russell,,2013/08/01 03:59:59+00
1008,704,W,,Whitney ,Ave,Entire,40215.0,15.0,Wyandotte,,2013/08/01 03:59:59+00
1009,839,,,Beecher,St,Entire,40215.0,15.0,Wyandotte,,2013/08/09 03:59:59+00
1010,3132,,,Garland,Ave,Entire,40211.0,1.0,Parkland,,2013/08/09 03:59:59+00
1011,3138,,,Garland,Ave,Entire,40211.0,1.0,Parkland,,2013/08/09 03:59:59+00
1012,2322,W,,Muhammad Ali,Blvd,Entire,40212.0,4.0,Russell,,2013/08/09 03:59:59+00
