ObjectId,REQ_ID,Request_Date,person_premise,address1,zip,Activity_Date,ACTIVITY_TYPE_ID,Activity_Type_Desc
98,696106,2020/04/21 03:59:59+00,WENDYS,4041 TAYLORSVILLE RD,40220.0,2020/04/22 03:59:59+00,12,ENFORCEMENT ACTION
99,696149,2020/04/20 03:59:59+00,BUILDING,236 E KENTUCKY ST UNIT 101,40203.0,2020/04/22 03:59:59+00,12,ENFORCEMENT ACTION
100,696317,2020/04/23 03:59:59+00,ACCESS BEHAVIORAL HEALTH,3801 SPRINGHURST BLVD.,40241.0,2020/04/27 03:59:59+00,12,ENFORCEMENT ACTION
101,696338,2020/04/24 03:59:59+00,LC INDUSTRIES,1900 BROWNSBORO RD,40206.0,2020/04/25 03:59:59+00,12,ENFORCEMENT ACTION
102,696432,2020/04/24 03:59:59+00,MOBY DICK,12416 DIXIE HWY,40272.0,2020/04/25 03:59:59+00,12,ENFORCEMENT ACTION
103,696435,2020/04/24 03:59:59+00,BURGER KING,10600 DIXIE HWY,40258.0,2020/04/25 03:59:59+00,12,ENFORCEMENT ACTION
104,696436,2020/04/24 03:59:59+00,RALLY'S,10310 DIXIE HWY,40272.0,2020/04/25 03:59:59+00,12,ENFORCEMENT ACTION
105,696438,2020/04/24 03:59:59+00,MOBY DICK,9150 DIXIE HWY,40272.0,2020/04/25 03:59:59+00,12,ENFORCEMENT ACTION
106,696441,2020/04/24 03:59:59+00,DAIRY QUEEN,9080 DIXIE HWY,40258.0,2020/04/25 03:59:59+00,12,ENFORCEMENT ACTION
107,696530,2020/04/27 03:59:59+00,CHECKS,1101 E BURNETT AVE,40217.0,2020/04/28 03:59:59+00,12,ENFORCEMENT ACTION
108,697126,2020/05/05 03:59:59+00,DISCOUNT AUDIO,4425 POPLAR LEVEL RD,40213.0,2020/05/14 03:59:59+00,12,ENFORCEMENT ACTION
109,697223,2020/05/06 03:59:59+00,BROWN SUBURBAN CONDOS,3320 BARDSTOWN RD,40218.0,2020/05/07 03:59:59+00,12,ENFORCEMENT ACTION
110,697362,2020/05/08 03:59:59+00,KROGER L-224,2200 BROWNSBORO RD,40206.0,2020/05/09 03:59:59+00,12,ENFORCEMENT ACTION
111,697429,2020/05/11 03:59:59+00,WENDYS,1108 BARDSTOWN RD,40204.0,2020/05/13 03:59:59+00,12,ENFORCEMENT ACTION
112,697708,2020/05/14 03:59:59+00,MOBY DICK,3613 BARDSTOWN RD,40218.0,2020/05/15 03:59:59+00,12,ENFORCEMENT ACTION
113,697769,2020/05/14 03:59:59+00,UPS WORLDPORT,911 GRADE LANE,,2020/05/14 03:59:59+00,12,ENFORCEMENT ACTION
114,697958,2020/05/19 03:59:59+00,BANDIDO'S TAQUERIA MEXICANA,423 UNIVERSITY BLVD,40217.0,2020/05/20 03:59:59+00,12,ENFORCEMENT ACTION
115,697962,2020/05/19 03:59:59+00,HOME 2 SUITES @ HILTON HOTEL,3000 CRITTENDEN DR,40209.0,2020/05/21 03:59:59+00,12,ENFORCEMENT ACTION
116,698214,2020/05/20 03:59:59+00,WATSON'S WAREHOUSE,7925 NATIONAL TURNPIKE,40214.0,2020/05/20 03:59:59+00,12,ENFORCEMENT ACTION
117,698817,2020/06/03 03:59:59+00,PRIMPOLOGY BEAUTY SALON,4931 W PAGES LN,40258.0,2020/06/11 03:59:59+00,12,ENFORCEMENT ACTION
118,698860,2020/06/04 03:59:59+00,CAMBRIA HOTEL,120 S FLOYD ST,40202.0,2020/06/04 03:59:59+00,12,ENFORCEMENT ACTION
119,699787,2020/06/23 03:59:59+00,CIRCLE K #4703311,2911 BARDSTOWN RD,40205.0,2020/06/25 03:59:59+00,12,ENFORCEMENT ACTION
120,700268,2020/06/27 03:59:59+00,DOMINO'S PIZZA #1424,812 EASTERN PKWY,40217.0,2020/06/30 03:59:59+00,12,ENFORCEMENT ACTION
121,700270,2020/06/27 03:59:59+00,FRANK'S MEAT & PRODUCE DELI,3342 PRESTON HWY,40213.0,2020/06/30 03:59:59+00,12,ENFORCEMENT ACTION
122,700610,2020/07/03 03:59:59+00,KY KINGDOM-WAVE POOL,937 PHILLIPS LN,40209.0,2020/07/03 03:59:59+00,12,ENFORCEMENT ACTION
123,700766,2020/07/06 03:59:59+00,VOA MIDSTATES,1321 S PRESTON ST,40208.0,2020/07/06 03:59:59+00,12,ENFORCEMENT ACTION
124,700816,2020/07/09 03:59:59+00,ACCESS BEHAVIORAL HEALTH,3801 SPRINGHURST BLVD,40291.0,2020/08/10 03:59:59+00,12,ENFORCEMENT ACTION
125,700819,2020/07/09 03:59:59+00,MAGIC TOUCH SALON,9313 LAGRANGE RD,40242.0,2020/07/30 03:59:59+00,12,ENFORCEMENT ACTION
126,712781,2020/12/16 05:00:00+00,TEA STATION CHINESE BISTRO,9422 NORTON COMMONS BLVD,40059.0,2020/12/16 05:00:00+00,12,ENFORCEMENT ACTION
127,705613,2020/09/21 03:59:59+00,EXECUTIVE STRIKE & SPEARS FAMILY FUN CENTER,911 PHILLIPS LN,40209.0,2020/09/20 03:59:59+00,12,ENFORCEMENT ACTION
128,702108,2020/07/24 03:59:59+00,LAUNDRY AND TAN CONNECTION,1907 S 4TH ST,40208.0,2020/07/27 03:59:59+00,12,ENFORCEMENT ACTION
129,713105,2020/12/18 05:00:00+00,A TOUCH OF ELEGANCE,12123 SHELBYVILLE RD,40243.0,2020/12/18 05:00:00+00,12,ENFORCEMENT ACTION
130,705667,2020/09/10 03:59:59+00,MV TRANSPORTATION,830 S 13TH ST,40210.0,2020/09/10 03:59:59+00,12,ENFORCEMENT ACTION
131,702138,2020/07/24 03:59:59+00,BOONE'S MARATHON,521 N 22ND ST,40203.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
132,713226,2020/12/18 05:00:00+00,EL REY II,8655 PRESTON HWY,40219.0,2020/12/18 05:00:00+00,12,ENFORCEMENT ACTION
133,705839,2020/09/24 03:59:59+00,B&S FOOD MART,4105 W MARKET ST,40212.0,2020/09/25 03:59:59+00,12,ENFORCEMENT ACTION
134,702190,2020/07/25 03:59:59+00,HITCHING POST INN,7314 FEGENBUSH LN,40228.0,2020/07/28 03:59:59+00,12,ENFORCEMENT ACTION
135,713400,2020/12/21 05:00:00+00,DOLLAR GENERAL #59,8701 NATIONAL TURNPIKE,40118.0,2020/12/21 05:00:00+00,12,ENFORCEMENT ACTION
136,705843,2020/09/24 03:59:59+00,CASH SAVER GROCERY,3044 WILSON AVE,40211.0,2020/09/25 03:59:59+00,12,ENFORCEMENT ACTION
137,713485,2020/12/22 05:00:00+00,BURGER KING #546,5611 NEW CUT RD,40214.0,2020/12/22 05:00:00+00,12,ENFORCEMENT ACTION
138,705895,2020/09/28 03:59:59+00,FAMILY DOLLAR #28914,6312 GREENWOOD RD,40258.0,2020/09/28 03:59:59+00,12,ENFORCEMENT ACTION
139,702226,2020/07/27 03:59:59+00,PSC INDUSTRIES,1100 W MARKET ST,40203.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
140,708898,2020/11/13 05:00:00+00,FAMILY DOLLAR #20912,3421 W BROADWAY,40211.0,2020/11/14 05:00:00+00,12,ENFORCEMENT ACTION
141,702256,2020/07/25 03:59:59+00,SHORTY'S FOOD MART #3,2133 DIXIE HWY,40210.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
142,713586,2020/12/23 05:00:00+00,DUNKIN DONUTS #351288,12401 SHELBYVILLE RD,40243.0,2020/12/24 05:00:00+00,12,ENFORCEMENT ACTION
143,706039,2020/09/30 03:59:59+00,SPEEDWAY #9701,8510 NATIONAL TURNPIKE,40118.0,2020/10/07 03:59:59+00,12,ENFORCEMENT ACTION
144,713602,2020/12/23 05:00:00+00,ADVANCE AUTO PARTS,5617 OUTER LOOP,40219.0,2020/12/23 05:00:00+00,12,ENFORCEMENT ACTION
145,702285,2020/07/25 03:59:59+00,SHORTY'S FOOD MART #3,2133 DIXIE HWY,40210.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
146,706136,2020/09/30 03:59:59+00,CIRCLE K #4703224,1255 W ASHLAND AVE,40215.0,2020/10/01 03:59:59+00,12,ENFORCEMENT ACTION
147,714068,2021/01/01 05:00:00+00,NIRVANA,1047 BARDSTOWN RD,40204.0,2021/01/09 05:00:00+00,12,ENFORCEMENT ACTION
148,702286,2020/07/25 03:59:59+00,HITCHING POST INN,7314 FEGENBUSH LN,40228.0,2020/07/28 03:59:59+00,12,ENFORCEMENT ACTION
149,706233,2020/10/02 03:59:59+00,SAM'S SEAFOOD,4918 POPLAR LEVEL RD,40219.0,2020/10/08 03:59:59+00,12,ENFORCEMENT ACTION
150,714186,2021/01/04 05:00:00+00,SPEEDWAY #9705,8325 PRESTON HWY,40219.0,2021/01/04 05:00:00+00,12,ENFORCEMENT ACTION
151,702299,2020/07/27 03:59:59+00,BOONE'S MARATHON,521 N 22ND ST,40203.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
152,706370,2020/10/02 03:59:59+00,TOUCHED BY AN ANGEL,1509 BERRY BLVD,40215.0,2020/10/02 03:59:59+00,12,ENFORCEMENT ACTION
153,714197,2021/01/04 05:00:00+00,A&W ROOT BEER LONG JOHN SILVERS,8315 PRESTON HWY,40219.0,2021/01/04 05:00:00+00,12,ENFORCEMENT ACTION
154,702358,2020/07/28 03:59:59+00,KNIGHTS OF COLUMBUS,4417 RIVER RD,40207.0,2020/08/02 03:59:59+00,12,ENFORCEMENT ACTION
155,706371,2020/10/03 03:59:59+00,MCDONALD'S,520 N 22ND ST,40203.0,2020/10/05 03:59:59+00,12,ENFORCEMENT ACTION
156,714209,2021/01/04 05:00:00+00,SUGAR DIVA BAKERY AND CAKE,7611 PRESTON HWY STE A,40219.0,2021/01/04 05:00:00+00,12,ENFORCEMENT ACTION
157,702378,2020/07/28 03:59:59+00,FIRST STRING BAR & GRILL,5921 NEW CUT RD,40214.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
158,706374,2020/10/03 03:59:59+00,LEMONGRASS RESTAURANT,11606 SHELBYVILLE RD,40243.0,2020/10/09 03:59:59+00,12,ENFORCEMENT ACTION
159,714213,2021/01/04 05:00:00+00,LA LOMA,7319 PRESTON HWY,40219.0,2021/01/04 05:00:00+00,12,ENFORCEMENT ACTION
160,702387,2020/07/28 03:59:59+00,BJ'S SPORTS PUB,8238 DIXIE HWY,40258.0,2020/07/30 03:59:59+00,12,ENFORCEMENT ACTION
161,706376,2020/10/03 03:59:59+00,LITTLE CAESARS,5751 PRESTON HWY,40219.0,2020/10/05 03:59:59+00,12,ENFORCEMENT ACTION
162,714496,2021/01/06 05:00:00+00,TAQUERIA Y ROSTICERIA,7416 PRESTON HWY,40219.0,2021/01/06 05:00:00+00,12,ENFORCEMENT ACTION
163,702451,2020/07/29 03:59:59+00,HARLEY-DAVIDSON,1700 ARTHUR ST,40208.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
164,702461,2020/07/28 03:59:59+00,PPM FULFILLMENT,3703 COLLINS LANE,40245.0,2020/08/28 03:59:59+00,12,ENFORCEMENT ACTION
165,702472,2020/07/29 03:59:59+00,SPEEDWAY #9701,8510 NATIONAL TURNPIKE,40118.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
166,702506,2020/07/29 03:59:59+00,BOONE'S MARATHON,521 N 22ND ST,40203.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
167,702615,2020/07/30 03:59:59+00,SPEEDWAY #9701,8510 NATIONAL TURNPIKE,40118.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
168,702617,2020/07/30 03:59:59+00,BOONE'S MARATHON,521 N 22ND ST,40203.0,2020/07/31 03:59:59+00,12,ENFORCEMENT ACTION
169,702648,2020/07/30 03:59:59+00,SHIVELY FOOD MART,3122 DIXIE HWY,40216.0,2020/08/03 03:59:59+00,12,ENFORCEMENT ACTION
170,702697,2020/07/31 03:59:59+00,B&S FOOD MART,4105 W MARKET ST,40212.0,2020/08/03 03:59:59+00,12,ENFORCEMENT ACTION
171,702708,2020/07/31 03:59:59+00,DUNDEE TAVERN,2224 DUNDEE RD,40205.0,2020/08/01 03:59:59+00,12,ENFORCEMENT ACTION
172,702752,2020/08/02 03:59:59+00,KNIGHTS OF COLUMBUS,4417 RIVER RD,40207.0,2020/08/02 03:59:59+00,12,ENFORCEMENT ACTION
173,702870,2020/07/14 03:59:59+00,THE IVY,3300 ALTABROOK DR,40245.0,2020/07/14 03:59:59+00,12,ENFORCEMENT ACTION
174,702871,2020/08/02 03:59:59+00,SPEEDWAY #9640,4720 DIXIE HWY,40216.0,2020/08/04 03:59:59+00,12,ENFORCEMENT ACTION
175,702874,2020/08/02 03:59:59+00,CIRCLE K #4703234,4347 S 3RD ST,40214.0,2020/08/05 03:59:59+00,12,ENFORCEMENT ACTION
176,702893,2020/08/02 03:59:59+00,EXECUTIVE STRIKE & SPARE,911 PHILLIPS LN,40209.0,2020/08/05 03:59:59+00,12,ENFORCEMENT ACTION
177,702919,2020/08/04 03:59:59+00,KENTUCKY KINGDOM,937 PHILLIPS LN,40209.0,2020/08/05 03:59:59+00,12,ENFORCEMENT ACTION
178,702927,2020/08/04 03:59:59+00,GARLAND FOOD MARKET,2600 GARLAND AVE,40211.0,2020/08/05 03:59:59+00,12,ENFORCEMENT ACTION
179,703107,2020/08/05 03:59:59+00,JIMMY JOHN'S,415 W JEFFERSON ST,40202.0,2020/08/07 03:59:59+00,12,ENFORCEMENT ACTION
180,703141,2020/07/25 03:59:59+00,BIG BAR,1202 BARDSTOWN RD,40204.0,2020/07/25 03:59:59+00,12,ENFORCEMENT ACTION
181,703173,2020/08/05 03:59:59+00,SUPERCHEFS,1702 BARDSTOWN RD,40205.0,2020/08/19 03:59:59+00,12,ENFORCEMENT ACTION
182,708901,2020/11/13 05:00:00+00,B&S FOOD MART,4105 W MARKET ST,40212.0,2020/11/14 05:00:00+00,12,ENFORCEMENT ACTION
183,714547,2021/01/06 05:00:00+00,GOLDEN BUDDHA RESTAURANT,8000 PRESTON HWY,40219.0,2021/01/06 05:00:00+00,12,ENFORCEMENT ACTION
184,706395,2020/10/02 03:59:59+00,CIRCLE K #4703315,5929 NEW CUT RD,40214.0,2020/10/05 03:59:59+00,12,ENFORCEMENT ACTION
185,709055,2020/11/11 05:00:00+00,VIBES RESTAURANT & ULTRA LOUNGE,1346 RIVER RD,40206.0,2020/11/18 05:00:00+00,12,ENFORCEMENT ACTION
186,714756,2021/01/07 05:00:00+00,DOMINO'S PIZZA #1427,8404 PRESTON HWY,40219.0,2021/01/07 05:00:00+00,12,ENFORCEMENT ACTION
187,706420,2020/10/05 03:59:59+00,STONEY RIVER LEGENDARY STEAKS,3900 SUMMIT PLAZA DR,40241.0,2020/10/13 03:59:59+00,12,ENFORCEMENT ACTION
