OBJECTID,NAME,TYPE,VISIBLE,RRSYM,DRAW_SYMBOL,GlobalID,CreationDate,Creator,EditDate,Editor,Shape__Length
1591,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,860cca83-6e52-4a6d-8e85-7165f1301b37,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,132.735338039551
1592,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,ab33c3a9-bc7e-4cad-b236-65589d28e771,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,361.563431237598
1593,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,dc2c2da6-69f7-47b5-b083-4f9672a4a121,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,487.974663012924
1594,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,ce1a26e6-b80a-4a5e-ae84-eb05baecae69,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,4249.70540347675
1595,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,b9aa0e5c-24a0-43ec-b2fd-3373b0c03a30,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,4259.85540989754
1597,NORFOLK SOUTHERN,OLD GRADE,N,214.0,,ecdadda0-07f8-4085-8ed7-3fbfdc6f8a69,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1118.22130594922
1598,NORFOLK SOUTHERN,OLD GRADE,N,214.0,,a599ef85-1ab3-4b45-9694-0742eceb116b,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,143.497489302417
1599,NORFOLK SOUTHERN,OLD GRADE,N,214.0,,c9007fd2-8411-48a2-bd53-9a019b6cf73c,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,84.949914658908
1600,NORFOLK SOUTHERN,OLD GRADE,N,214.0,,86e3a871-7d87-4b9b-b9eb-55448fb46e27,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,223.290346343479
1601,NORFOLK SOUTHERN,OLD GRADE,N,214.0,,987097d6-c0fb-416f-9fca-8d629935d402,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,336.017925898469
1602,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,422ce2c6-1fcf-4750-92d8-9fab339f0671,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,735.417290556749
1603,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,bd03a3e0-ff4c-4abd-bddc-836bfa170cc3,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,427.909744303857
1604,NORFOLK SOUTHERN,OLD GRADE,N,214.0,,5a9a3166-75a5-497a-a1b9-25684539c733,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,46.0088424887777
1605,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,6d406cf4-a739-4ae1-babc-1df28843fd9e,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,3845.94540877823
1606,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,1d42f448-d95d-4c58-9c55-12db2e368820,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,4159.98429424938
1607,NORFOLK SOUTHERN,RAILWAY,N,204.0,,65edb9fb-ebaf-4deb-89f7-f204a072c56d,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,50.5364461890356
1608,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,73da95db-c52c-477e-99d6-fdae13f0d9fd,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,32.0907180750072
1609,NORFOLK SOUTHERN,RAILWAY,N,204.0,,922f7215-6441-47a6-b1da-62b71ca654ec,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,30.0722805356742
1610,NORFOLK SOUTHERN,RAILWAY,N,204.0,,3e5e2c5e-8116-4767-ac3e-95377ca5abc4,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,50.5242828451564
1611,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,c911ab1a-f30f-4724-aa78-f8e9b31cec85,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,31.9497697216781
1612,NORFOLK SOUTHERN,RAILWAY,N,204.0,,1197902f-0727-4020-bb2a-01d8d2d15dd6,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,30.098880380632
1613,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,bd4f7fd6-e5f9-497b-9600-659bab3937a4,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,3706.03794745247
1614,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,1f2e7c3e-5f7a-4403-acf0-0d20e7585feb,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,3705.7404285657
1615,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,76ab3782-d634-42ef-ac8a-74636e698d39,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,241.893846170723
1616,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,14787a66-88c2-466a-be79-0542cf1c250b,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,243.047465732057
1617,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,4e31e1a4-fb99-464c-b9ac-2430c020784c,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,2224.02113252791
1618,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,72da670e-f183-470b-85e4-1660c34ae902,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,2224.31167962228
1619,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,a55f12c0-3e5e-4278-8648-e519e84fb52d,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,773.814190976824
1620,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,30ec04bc-c7ff-495a-a5cd-6ca7eca8aaa3,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,604.814232964106
1621,NORFOLK SOUTHERN,RAILWAY,N,204.0,,527ba4a5-d151-4ee2-9cf7-3dae087017c9,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,35.4598441465706
1622,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,61c86591-380f-46ef-8632-9158438b8c2c,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,534.690640870459
1623,NORFOLK SOUTHERN,RAILWAY,N,204.0,,c057638f-c63e-417a-aec1-b82c61c337b9,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,35.220852159291
1624,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,88245dfb-c60e-4984-9ddb-ec4fb9f75ad5,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,2020.72039129544
1625,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,e96a4d6c-cfaa-4d35-a46a-63250c849ab0,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,2753.29751019368
1626,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,33eb8c45-7393-435f-809f-2a08fa8a1f48,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,791.130544460151
1627,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,d4b2b430-5ddc-45ed-8ed7-dd0b307800d2,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,3305.10517446622
1628,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,5bc5834d-1345-428a-bd97-6ad08a787e12,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,2829.14070290504
1629,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,0cf59b1d-5bf7-4444-af65-62cc6700b079,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,87.6841145927972
1630,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,3a8d3c98-d704-4b3f-ac3a-d1419c9dd865,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,86.8554074899926
1631,NORFOLK SOUTHERN,RAILWAY,N,204.0,,82f3324b-8562-49e6-a02f-17d8facc4a59,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,88.9443421938286
1632,NORFOLK SOUTHERN,RAILWAY,N,204.0,,5649cbb0-1c8c-40cc-91c1-d8a2b004c68b,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,89.7192804309998
1633,NORFOLK SOUTHERN,RAILWAY,N,204.0,,6071f139-e0e2-40d0-aaa2-bdcff90a84d6,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,88.7236793309422
1634,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,1c0e3511-7b3a-46bc-8819-4f6b23f634a5,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,25.0778472032528
1635,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,d5fa63f1-bb5e-4bb3-8fca-c9bdc197d55d,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,25.3157664928788
1636,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,f7d3a43c-ada7-4794-a0a3-ff62decee00c,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,229.067048101071
1637,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,b67bc19c-1dbb-45c4-82db-5b429570b664,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,223.679498643033
1638,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,9811f8d1-a6ed-4d84-a6f5-0274a8b177a4,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,479.018304813668
1639,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,8610014a-6bee-4d3c-9702-ff3b5d084ef2,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,3395.73878467636
1640,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,b0b235b9-bcec-4f02-a7c1-56ee97a67bff,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,3491.49772666088
1641,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,c857677b-518a-47b7-a9fa-4eb8506ba358,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,412.774866191317
1642,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,9413c378-2dee-4ce0-913a-d9f75f2a6b86,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,197.213108447076
1643,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,491e1f91-ba75-45e4-a675-f91acad59837,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,350.327368164932
1644,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,f9b2b163-a98e-4637-a2ea-25b244bec175,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,498.850251734216
1645,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,003d131e-c64c-4c65-a87f-5f754c52bfcd,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,490.127486764687
1646,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,61f5f491-ae68-4369-aa00-7ca1c035fc88,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,6191.69599465537
1647,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,e2def682-abb2-4f2e-9078-ce8866fa7059,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,5693.28121187123
1648,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,e08fcff9-357c-47cc-aa36-7d552587404e,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1005.72963543074
1649,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,ee51f071-c710-4430-8453-0bd4de89ae1d,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,2240.84647112775
1650,NORFOLK SOUTHERN,RAILWAY,N,204.0,,6fdb6e42-040c-4266-8d67-99d1e5109b1f,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,69.5316880378908
1651,NORFOLK SOUTHERN,RAILWAY,N,204.0,,5e8687fb-0558-42b9-8c51-53a2dc0cfe27,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,69.8285198817735
1652,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,2822ffed-c086-483b-b4da-22d0b664cca9,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,507.362547333244
1653,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,c1317cf2-5d87-4fcd-b80a-f47a605373c7,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,513.035270348297
1654,UNKNOWN,OLD GRADE,Y,214.0,,a4a5e046-a28d-4519-ac37-8eb6d4f23be0,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,6651.134949311
1655,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,681fe6a9-1ede-40c4-8413-1d733ca92d73,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,3457.23920096409
1656,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,d39fe1e2-58b4-4132-94bf-d0b0af997655,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,5692.22690037414
1658,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,25dbdddc-706e-4c31-be35-e8e29c0bd852,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1408.92439386422
1659,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,de394ec0-7463-4970-82a3-c5c8bea5ea8c,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,163.797802172934
1660,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,8d1d993f-b848-4ebd-aa84-43178b5f470a,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1245.1343682288
1661,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,eec005f7-2935-4c31-8745-7d7ec1402ca5,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,2667.80734122996
1662,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,d19f27a9-b996-4969-8a19-4351e692a692,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,2717.98116772092
1663,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,ea258373-5efd-4888-b777-f8696a49f539,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1017.60909957027
1664,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,125e8881-2971-4864-bf1d-98e5a34abc3c,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,389.271094497724
1669,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,686936d2-263e-47ce-879a-5fdaa406bb85,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,315.733059136142
1670,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,8cb369d6-d293-4779-b994-12b8c4b03d69,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,442.1206899659
1671,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,50b11f2a-1b6e-4d52-b9c8-e1c3d70c51f2,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,4422.24755271492
1672,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,388146ec-a5f3-492d-ade7-daf05a7c823e,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,4462.01176021389
1673,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,58350b01-7b0d-4625-ba8a-652000be7846,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,124.042369718318
1674,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,9d9f82d7-82f1-4aa3-853a-42f614b9e61b,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,331.238362250438
1675,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,4a6a05b5-c457-4d45-8c04-13bdc4db01e3,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,598.325313723998
1676,FORT BELVOIR MILITARY RESERVATION,RAILWAY,Y,204.0,,e0019749-2090-4455-aebf-a8a634225966,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,542.33163917791
1677,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,68b40c9e-bcf0-4685-89e2-a4fbc71cde96,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,548.394207402663
1678,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,b8704700-5854-4c68-8837-05de573ae03e,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,881.690209699621
1679,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,eac08367-d289-4edf-89ab-3b39c2701ffc,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,841.444305124718
1680,RICHMOND FREDERICKSBURG AND POTOMAC,RAILWAY,Y,204.0,,b92d9861-f6df-49a2-8bd5-c6e2c927a122,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,724.162549138393
1685,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,c7e9e2b0-027e-46ab-a509-650330d71330,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1294.33710783053
1687,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,f641609f-412c-452b-b901-15f12567a7e4,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,560.295969032686
1688,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,6cd5a64b-59a2-4e75-b41f-72580a336715,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,222.036589145043
1689,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,d6c3430c-aded-4e58-a999-90bb8b61b932,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,192.074094303674
1690,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,9b13a811-d4e3-42bb-9cfb-9608bd05a9d4,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,200.222726889222
1691,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,ab10abea-3ef2-49c0-b507-02dcdfb1f2e3,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,758.765169614039
1692,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,3792ccb2-1294-44c1-8072-df0afa03d4a1,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,611.107935008693
1693,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,a2711bf5-0e0b-42f2-9cbe-f054712394d3,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,238.429409295227
1694,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,f432923e-1e17-4925-a63f-b862c3a577b0,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,191.954767516033
1695,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,c09b3ec8-219d-44f3-9344-b88751781e96,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,635.922728980587
1696,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,716f31da-02c3-49db-8bbe-55feb1f64b89,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1908.73587343354
1697,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,82997e1c-97bd-4365-9534-ad7c5385eb69,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1886.57769866583
1698,NORFOLK SOUTHERN,RAILWAY,N,204.0,,734dbe0e-0553-415c-a81e-8b81f3388613,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,174.003787909917
1699,NORFOLK SOUTHERN,RAILWAY,N,204.0,,c15c8258-0680-4a2b-af39-571f51b83742,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,212.9289403982
1700,NORFOLK SOUTHERN,RAILWAY,N,204.0,,15bee8b3-3e3c-426f-89e2-2591a95ce8eb,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,212.699453352868
1701,NORFOLK SOUTHERN,RAILWAY,N,204.0,,5dbf73af-abd9-440a-8f57-659ba28a3fed,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,38.9173138369419
1702,NORFOLK SOUTHERN,RAILWAY,N,204.0,,4210032b-ce06-4587-819c-8b760c3763b0,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,35.9278799476411
1703,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,ed203229-dc48-4de8-b449-7acb9be1ba70,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,352.811053709605
1704,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,a7f553ee-7ea4-4a32-b70a-a5ea2c292016,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,338.297254121253
1705,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,01b0bbce-d822-4399-9d89-08451214388d,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1741.90661846813
1706,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,93cfa76e-f4e0-426e-ae31-39e704b3cac6,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,1729.60505993366
1707,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,90b8e5e2-ad0b-4f96-ad6c-86e6a1d48b13,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,3847.27564943474
1708,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,baf455bf-012e-4f95-80dd-2158b92cc839,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,2492.19282671732
1709,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,5d1eca56-fdcc-4682-8176-1c9f07582f99,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,567.009450010065
1710,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,d1012053-d060-4be7-80da-49f854bf3710,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,127.513090915776
1711,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,bf4227e7-6ca0-4647-a2e1-9afa5e537300,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,744.902637044514
1712,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,8a0b79d6-f323-4a9e-b27e-7651d7bb0ee5,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,884.019367072772
1713,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,754a6e69-f413-47f5-90df-3fe57e8bd056,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,126.318253524579
1714,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,fbb11020-b67b-4676-8bdb-d116bce8b7ee,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,999.053539786638
1715,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,a90336a0-fd05-4ef0-bf01-0df3fc26516d,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,100.475478583446
1716,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,c7228105-9ed2-408e-a899-ab32613bce32,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,112.502412719077
1717,NORFOLK SOUTHERN,RAILWAY,Y,204.0,,a2ae4d87-56a3-4a35-9dc1-275a344bc53b,2023/10/22 05:06:05.137+00,FairfaxCounty,2023/10/22 05:06:05.137+00,FairfaxCounty,361.95530099602
