OBJECTID,MNL_FEA_KEY,MNL_CMPNT_KEY,MNL_UPS_FEATURE_KEY,MNL_DNS_FEATURE_KEY,MNL_EQNUM_ID,MNL_UPS_ENDPT_ID,MNL_DNS_ENDPT_ID,MNL_MNLPT_ID,MNL_MAP_AREA_ID,MNL_SSC2001_ID,MNL_NPDES_ID,MNL_FEATYPE_CODE,MNL_FEATYPE_TEXT,MNL_OWNER_CODE,MNL_OWNER_NAME,MNL_PARALLEL_CODE,MNL_PARALLEL_TEXT,MNL_PRBL_FLOW_CODE,MNL_PRBL_FLOW_TEXT,MNL_USE_PERMIT_CODE,MNL_USE_PERMIT_TEXT,MNL_MATERIAL_CODE,MNL_MATERIAL_TYPE,MNL_PIPE_SHP_CODE,MNL_PIPE_SHP_TEXT,MNL_LIFECYCLE_CODE,MNL_LIFECYCLE_STAT,MNL_CNVYNC_TYPE,MNL_DSTNTN_TYPE,MNL_OVRFLW_FLAG,MNL_PUMP_FLAG,MNL_CUNETTE_FLAG,MNL_CASING_FLAG,MNL_LINING_FLAG,MNL_PERF_PIPE_FLAG,MNL_LENGTH_FT_NBR,MNL_FCNLENGTH_FT_NBR,MNL_WIDTH_IN_NBR,MNL_HEIGHT_IN_NBR,MNL_SLOPE_PCT_NBR,MNL_UPS_DEPTH_FT_NBR,MNL_DNS_DEPTH_FT_NBR,MNL_UPS_ELEV_FT_NBR,MNL_DNS_ELEV_FT_NBR,MNL_PRBL_FLOW_SYM_NUM,MNL_USE_PERMIT_SYM_NUM,MNL_INC_MNL_NBR,MNL_INSTALL_DATE,MNL_RETIRE_DATE,MNL_LST_UPDT_DATE,MNL_STREAM_NAME,MNL_CCTV_DATE,MNL_CCTV_COLLAPSE_FLAG,SHAPE_Length
19134,8081508,0,8081506,8049324.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,37.21,37.21,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,37.212088036117
19135,8081512,0,8081511,8081505.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,97.92,97.92,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,97.9222126904116
19136,8081514,0,8081513,8081505.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,70.21,70.21,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,70.2084615486366
19137,8081527,0,8081526,8049330.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,489.7,489.7,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,489.698359235252
19138,8081532,0,8081530,8081531.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,327.24,327.24,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,327.238235512582
19139,8081535,0,8081534,8081531.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,129.97,129.97,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,129.972898954919
19140,8080592,0,8080591,8080564.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,206.19,206.19,,,,,,,,16,16,,,,2019/08/01 00:00:00+00,,,N,206.189039525715
19141,8081536,0,8081531,8049328.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,362.83,362.83,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,362.83170063882
19142,8081539,0,8081537,8081538.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,154.0,154.0,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,153.997939315285
19217,4274495,0,1498842,1499020.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,C,Combined,S,Sanitary,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,176.16,176.16,10.0,10.0,,,,,,18,16,,2010/07/13 09:54:56+00,,2015/04/07 00:00:00+00,,,N,176.158602427602
19218,4279910,0,1499020,1498725.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,C,Combined,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,12.94,12.94,0.0,0.0,,,,,,18,16,,2010/07/23 10:08:16+00,,2015/04/07 00:00:00+00,,,N,12.942592906192
19219,4279925,0,1498725,7627466.0,,,057-574,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,C,Combined,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,40.79,40.79,10.0,10.0,,,0.0,,13.08,18,16,,2010/07/23 10:11:27+00,,2015/04/09 00:00:00+00,,,N,40.7856575476391
19229,7628767,0,7628765,7628766.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,67.31,67.31,12.0,12.0,0.5,0.0,0.0,15.0,14.66,15,15,,2008/08/01 07:14:30+00,,2015/04/13 00:00:00+00,,,N,67.3086584882295
19230,7628769,0,7628766,7628768.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,299.06,299.06,12.0,12.0,0.5,0.0,0.0,14.66,13.16,15,15,,2008/08/01 07:15:56+00,,2015/04/13 00:00:00+00,,,N,299.061984484786
19231,7628771,0,7628768,7628770.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,99.13,99.13,12.0,12.0,0.5,0.0,0.0,13.16,12.66,15,15,,2008/08/01 07:17:04+00,,2015/04/13 00:00:00+00,,,N,99.1320238831921
19232,7628773,0,7628770,7628772.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,34.96,34.96,12.0,12.0,0.5,0.0,0.0,12.66,12.48,15,15,,2008/08/01 07:18:15+00,,2015/04/13 00:00:00+00,,,N,34.9592043618412
19233,7628775,0,7628772,7628774.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,55.6,55.6,12.0,12.0,1.20000004768372,0.0,0.0,12.48,11.8,15,15,,2008/08/01 07:20:06+00,,2015/04/13 00:00:00+00,,,N,55.6044006417404
19234,7628777,0,7628776,7628774.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,64.65,64.65,18.0,18.0,0.200000002980232,0.0,0.0,12.1,12.0,15,15,,2008/08/01 07:21:10+00,,2015/04/13 00:00:00+00,,,N,64.6507811171707
19235,7628791,0,7628790,7628774.0,,,,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,78.17,78.17,12.0,12.0,1.29999995231628,0.0,0.0,12.8,11.8,15,15,,2008/08/01 07:35:23+00,,2015/04/13 00:00:00+00,,,N,78.1669153904086
19236,7628793,0,7628774,7628792.0,,,D057-421,,057,,,MNL,Mainline,SCL,Seattle City Light,,Not Parallel,D,Drainage,D,Drainage,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,13.05,13.05,18.0,18.0,3.79999995231628,0.0,0.0,11.8,11.3,15,15,,2008/08/01 07:36:12+00,,2015/04/13 00:00:00+00,,,N,13.0537505612299
19683,8081618,0,8081617,8079964.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,278.2,278.2,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,278.203701097436
19685,8081612,0,8081611,8081609.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,208.2,208.2,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,208.202201318753
19686,8081614,0,8081613,8081609.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,184.18,184.18,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,184.175424556826
19687,8081616,0,8081615,8079968.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,156.1,156.1,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,156.098652262753
19690,8081621,0,8081619,8081620.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,107.21,107.21,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,107.209700984699
19691,8081623,0,8081620,8081622.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,198.4,198.4,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,198.400312009671
19692,8081625,0,8081622,8081624.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,180.78,180.78,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,180.777648254171
19695,8081626,0,8081624,8079972.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,109.72,109.72,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,109.721267489025
19696,8081629,0,8081627,8081628.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,71.14,71.14,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,71.1405582408138
19698,8081630,0,8081628,8079966.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,378.47,378.47,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,378.471581881378
19699,8081633,0,8081631,8081632.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,43.83,43.83,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,43.8264697774562
19700,8081635,0,8081632,8077999.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,202.05,202.05,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,202.053032622659
19701,8081637,0,8081636,8079956.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,297.91,297.91,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,297.910628800055
19702,8081639,0,8081638,8079952.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,279.31,279.31,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,279.305450833068
19703,8081642,0,8081640,8081641.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,277.94,277.94,,,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,277.937855503694
19704,8081643,0,8081641,8079948.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,137.01,137.01,,,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,137.007354335009
19707,8081646,0,8081644,8081645.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,129.0,129.0,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,129.002247298387
19710,8081649,0,8081647,8081648.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,131.44,131.44,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,131.435815893538
19711,8081652,0,8081650,8081651.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,153.1,153.1,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,153.104436065776
19712,8081655,0,8081653,8081654.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,126.92,126.92,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,126.923464293257
19713,4440188,0,4440186,4789265.0,944619.0,D055-547,D055-185,D055-547 D055-185,055,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,42.25,42.25,0.0,0.0,,0.0,,,,15,15,0.0,2009/12/01 14:37:24+00,,2015/06/01 00:00:00+00,,,N,42.2490636243373
19715,8081658,0,8081656,8081657.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,83.88,83.88,6.0,6.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,83.8837352207821
19719,8081660,0,8079828,8081659.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,263.93,263.93,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,263.93078837438
19723,8081662,0,8081659,8081661.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,300.2,300.2,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,300.204900629842
19725,8081663,0,8081661,8077983.0,,,,,,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,172.97,172.97,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,172.971507898511
19726,8081673,0,8081671,8081672.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,128.07,128.07,6.0,6.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,128.073317608977
19733,8081674,0,8081672,8077981.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,301.72,301.72,6.0,6.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,301.715586466541
19734,8081677,0,8081675,8081676.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,166.74,166.74,8.0,8.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,166.738991054268
19735,8081678,0,8079886,8081676.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,374.31,374.31,8.0,8.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,374.30615571032
19736,8081681,0,8081679,8081680.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,107.4,107.4,8.0,8.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,107.398780347198
19737,8081684,0,8081682,8081683.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,63.59,63.59,6.0,6.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,63.5936594576939
19738,8081686,0,8081676,8081685.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,404.7,404.7,8.0,8.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,404.703310901
19739,8081687,0,8081685,8079909.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,134.08,134.08,8.0,8.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,134.078955135213
19740,8081689,0,8081688,8081685.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,237.52,237.52,6.0,6.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,237.517876994929
19741,8081695,0,8081693,8081694.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,194.9,194.9,6.0,6.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,194.904135896583
19742,8081698,0,8081696,8081697.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,107.07,107.07,6.0,6.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,107.073550240118
19743,8081699,0,8081697,8077979.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,154.99,154.99,8.0,8.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,154.988355602887
19744,8081701,0,8081700,8077653.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,309.02,309.02,6.0,6.0,,,,,,16,16,,,,2019/08/07 00:00:00+00,,,N,309.01895184546
19749,8081610,0,8081609,8081604.0,,,,,307,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,119.24,119.24,8.0,8.0,,,,,,16,16,,,,2019/08/06 00:00:00+00,,,N,119.24056321513
19750,8080892,0,8080890,8080891.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,450.06,450.06,,,,,,,,16,16,,,,2019/08/02 00:00:00+00,,,N,450.064864129783
19751,8080886,0,8080884,8080885.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,351.3,351.3,,,,,,,,16,16,,,,2019/08/02 00:00:00+00,,,N,351.299595379407
19752,8080887,0,8080885,8080527.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,398.5,398.5,,,,,,,,16,16,,,,2019/08/02 00:00:00+00,,,N,398.497248012834
19753,8080889,0,8080888,8080531.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,142.82,142.82,,,,,,,,16,16,,,,2019/08/02 00:00:00+00,,,N,142.820811894048
19754,8080894,0,8080891,8080893.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,352.24,352.24,,,,,,,,16,16,,,,2019/08/02 00:00:00+00,,,N,352.243789655633
19755,8080896,0,8080893,8080895.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,178.6,178.6,,,,,,,,16,16,,,,2019/08/02 00:00:00+00,,,N,178.60110464223
19756,8080898,0,8080895,8080897.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,134.87,134.87,,,,,,,,16,16,,,,2019/08/02 00:00:00+00,,,N,134.870896644811
19757,8080900,0,8080899,8080895.0,,,,,317,,,MNL,Mainline,SKY,Skyway WSD,,Not Parallel,,,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,235.15,235.15,,,,,,,,16,16,,,,2019/08/02 00:00:00+00,,,N,235.147015978311
19841,2160670,-6379,1290467,1292606.0,,044-701,,,044,SHA-YR,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,C,Combined,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,144.15,144.15,12.0,12.0,,,,,,15,18,,,,2019/09/27 00:00:00+00,,,N,144.150414329513
19845,2160669,-23470,1289728,1290154.0,,044-529,044-531,044-529 044-531,044,SHA-YR,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,30.02,30.02,8.0,8.0,,,,,,16,18,,,,2019/09/26 00:00:00+00,,,N,30.0165981885318
19846,2175592,-23490,1292606,1294901.0,,,,,044,SHA-YR,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,C,Combined,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,191.02,191.02,12.0,12.0,,,,,,15,18,,,,2019/09/27 00:00:00+00,,,N,191.021583709937
19847,2175598,-23486,1292789,1293729.0,,044-536,044-537,044-536 044-537,044,SHA-YR,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,74.47,74.47,8.0,8.0,,,,,,16,18,,,,2019/09/27 00:00:00+00,,,N,74.4681794881611
19848,2190594,-102049,1294901,1295030.0,,,044-264,,044,SHA-YR,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,C,Combined,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.35,7.35,12.0,12.0,,,,,,15,18,,,,2019/09/27 00:00:00+00,,,N,7.34976145046036
19849,2198075,-6378,1290150,1290467.0,,,044-701,,044,SHA-YQ,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,52.71,52.71,8.0,8.0,,,,,,15,18,,,,2019/09/27 00:00:00+00,,,N,52.7061776331216
19850,2198096,-23469,1289809,1290150.0,,,,,044,SHA-YQ,,STB,Stub,PRI,Private,,Not Parallel,D,Drainage,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,55.8,55.8,8.0,8.0,,,,,,15,18,,,,2019/09/27 00:00:00+00,,,N,55.7982605928441
19851,2205605,-23491,1293729,1294955.0,,044-537,044-540,044-537 044-540,044,SHA-YR,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,90.82,90.82,8.0,8.0,,,,,,16,18,,,,2019/09/27 00:00:00+00,,,N,90.819177897027
19852,2205626,-23482,1291750,1292789.0,,044-534,044-536,044-534 044-536,044,SHA-YR,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,77.93,77.93,8.0,8.0,,,,,,16,18,,,,2019/09/27 00:00:00+00,,,N,77.9266979162506
19854,2213110,-23480,1290706,1291750.0,,044-533,044-534,044-533 044-534,044,SHA-YR,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,69.58,69.58,8.0,8.0,,,,,,16,18,,,,2019/09/27 00:00:00+00,,,N,69.5807862891022
19855,4073816,0,4073775,4073814.0,,040-710,,,040,223,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,C,Combined,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,283.48,283.48,8.0,8.0,2.0,0.0,0.0,321.85,316.16,18,18,,2000/03/09 12:35:06+00,,2019/09/26 00:00:00+00,,,N,283.478059040359
19856,4073819,0,4073814,1285945.0,,,040-705,,040,223,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,C,Combined,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,22.61,22.61,8.0,8.0,37.0999984741211,0.0,,316.16,307.78,18,18,,2000/03/09 12:36:49+00,,2019/09/26 00:00:00+00,,,N,22.6133286317041
