OBJECTID,MNL_FEA_KEY,MNL_CMPNT_KEY,MNL_UPS_FEATURE_KEY,MNL_DNS_FEATURE_KEY,MNL_EQNUM_ID,MNL_UPS_ENDPT_ID,MNL_DNS_ENDPT_ID,MNL_MNLPT_ID,MNL_MAP_AREA_ID,MNL_SSC2001_ID,MNL_NPDES_ID,MNL_FEATYPE_CODE,MNL_FEATYPE_TEXT,MNL_OWNER_CODE,MNL_OWNER_NAME,MNL_PARALLEL_CODE,MNL_PARALLEL_TEXT,MNL_PRBL_FLOW_CODE,MNL_PRBL_FLOW_TEXT,MNL_USE_PERMIT_CODE,MNL_USE_PERMIT_TEXT,MNL_MATERIAL_CODE,MNL_MATERIAL_TYPE,MNL_PIPE_SHP_CODE,MNL_PIPE_SHP_TEXT,MNL_LIFECYCLE_CODE,MNL_LIFECYCLE_STAT,MNL_CNVYNC_TYPE,MNL_DSTNTN_TYPE,MNL_OVRFLW_FLAG,MNL_PUMP_FLAG,MNL_CUNETTE_FLAG,MNL_CASING_FLAG,MNL_LINING_FLAG,MNL_PERF_PIPE_FLAG,MNL_LENGTH_FT_NBR,MNL_FCNLENGTH_FT_NBR,MNL_WIDTH_IN_NBR,MNL_HEIGHT_IN_NBR,MNL_SLOPE_PCT_NBR,MNL_UPS_DEPTH_FT_NBR,MNL_DNS_DEPTH_FT_NBR,MNL_UPS_ELEV_FT_NBR,MNL_DNS_ELEV_FT_NBR,MNL_PRBL_FLOW_SYM_NUM,MNL_USE_PERMIT_SYM_NUM,MNL_INC_MNL_NBR,MNL_INSTALL_DATE,MNL_RETIRE_DATE,MNL_LST_UPDT_DATE,MNL_STREAM_NAME,MNL_CCTV_DATE,MNL_CCTV_COLLAPSE_FLAG,SHAPE_Length
1,2156440,-29052,15346,15366.0,,209-457,209-252,209-457 209-252,209,LC82-1,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,6.06,6.06,8.0,8.0,,,14.36,,463.64,16,16,,1960/01/01 00:00:00+00,,,,,N,6.06420168136873
2,2156451,-28936,548,547.0,,203-102,203-003,203-102 203-003,203,LC1571-1,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.36,7.36,8.0,8.0,,,-2.34,,450.34,16,16,,1959/01/01 00:00:00+00,,,,,N,7.35581941930131
3,2156477,174336,9678,9684.0,,208-061,208-062,208-061 208-062,208,LC1540,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,43.75,43.75,8.0,8.0,9.80000019073486,15.66,16.96,377.34,373.04,16,16,,1966/01/01 00:00:00+00,,,,,N,43.7457261902164
4,2156488,174861,11978,11933.0,,209-195,209-197,209-195 209-197,209,LC1525,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,16.8,16.8,15.0,15.0,0.0,11.26,11.26,364.74,364.74,16,16,,1960/01/01 00:00:00+00,,,,,N,16.7966161814538
5,2156489,174853,11855,11837.0,,209-191,209-192,209-191 209-192,209,LC1831,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,38.67,38.67,15.0,15.0,3.40000009536743,7.26,8.66,363.44,362.14,16,16,,1960/01/01 00:00:00+00,,,,,N,38.6684251881162
6,2156496,-28990,3838,3869.0,,209-418,209-026,209-418 209-026,209,LC58,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.53,7.53,8.0,8.0,,,15.4,,410.6,16,16,,1959/01/01 00:00:00+00,,,,,N,7.53412058030092
7,2156513,-29008,8474,8500.0,,209-445,209-181,209-445 209-181,209,LC258,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,6.46,6.46,8.0,8.0,,,14.36,,428.64,16,16,,1960/01/01 00:00:00+00,,,,,N,6.45739389110018
15,2156542,175063,16717,16710.0,,209-298,209-297,209-298 209-297,209,LC1505,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,42.49,42.49,8.0,8.0,0.200000002980232,11.26,11.96,390.74,390.64,16,16,,1958/01/01 00:00:00+00,,,,,N,42.4859061580206
16,2156544,-29045,13447,13444.0,,209-469,209-273,209-469 209-273,209,,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,11.02,11.02,8.0,8.0,,,9.36,,433.64,16,16,,1965/01/01 00:00:00+00,,,,,N,11.0239811014893
17,2156545,175069,16758,16754.0,,209-301,209-300,209-301 209-300,209,LC1505,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,127.52,127.52,10.0,10.0,0.400000005960464,20.26,9.56,399.74,399.24,16,16,,1958/01/01 00:00:00+00,,,,,N,127.518410125925
18,2156551,-29082,15742,15667.0,,210-114,210-028,210-114 210-028,210,LC1513-1,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,48.67,48.67,8.0,8.0,,,4.86,,475.14,16,16,,1962/01/01 00:00:00+00,,,,,N,48.6676743342478
20,2156570,175640,23955,23828.0,,214-018,214-017,214-018 214-017,214,,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,89.87,89.87,8.0,8.0,3.09999990463257,9.2,10.0,428.8,426.0,16,16,,1962/01/01 00:00:00+00,,,,,N,89.8745583783899
21,2156571,175662,28616,29411.0,,214-029,214-061,214-029 214-061,214,,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,125.52,125.52,8.0,8.0,0.600000023841858,10.86,11.86,419.14,418.34,16,16,,1959/01/01 00:00:00+00,,,,,N,125.52076653723
23,2156590,-29247,26903,26869.0,,215-388,215-053,215-388 215-053,215,LC1718,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,6.61,6.61,8.0,8.0,,,8.96,,378.04,16,16,,1959/01/01 00:00:00+00,,,,,N,6.61039345110369
24,2156594,-29236,22779,22778.0,,215-386,215-006,215-386 215-006,215,LC1473-1,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.71,7.71,8.0,8.0,,,11.66,,455.34,16,16,,1959/01/01 00:00:00+00,,,,,N,7.70843936043675
25,2156605,-29249,28580,28513.0,,215-382,215-093,215-382 215-093,215,LC199,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,9.61,9.61,8.0,8.0,,,2.6,,375.5,16,16,,1958/01/01 00:00:00+00,,,,,N,9.61332528625815
26,2156614,176952,35370,35403.0,,216-092,216-093,216-092 216-093,216,LCH-4,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,164.07,164.07,8.0,8.0,0.600000023841858,17.66,11.66,357.34,356.34,16,16,,1971/01/01 00:00:00+00,,,,,N,164.073360520788
27,2156616,176902,31278,31292.0,,216-068,216-069,216-068 216-069,216,LC1469,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,94.12,94.12,8.0,8.0,2.90000009536743,9.36,10.96,347.64,344.94,16,16,,1953/01/01 00:00:00+00,,,,,N,94.121980475599
28,2156617,176904,31292,31299.0,,216-069,216-071,216-069 216-071,216,LC1469,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,97.23,97.23,8.0,8.0,-2.70000004768372,10.96,12.36,344.94,347.6,16,16,,1953/01/01 00:00:00+00,,,,,N,97.2285507606464
29,2156627,176883,31167,31205.0,,216-059,216-061,216-059 216-061,216,LC1468-3,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,204.09,204.09,8.0,8.0,3.20000004768372,12.9,11.36,380.3,373.7,16,16,,1953/01/01 00:00:00+00,,,,,N,204.089170364198
30,2156652,-29212,39977,40000.0,,214-246,214-116,214-246 214-116,214,LC1880-5A,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,8.03,8.03,8.0,8.0,,,4.26,,414.0,16,16,,1961/01/01 00:00:00+00,,,,,N,8.03415165041178
31,2156653,-29220,43646,43645.0,,214-251,214-152,214-251 214-152,214,LC1439,,STB,Stub,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,6.22,6.22,8.0,8.0,,,8.56,,361.44,16,16,,1960/01/01 00:00:00+00,,,,,N,6.21761722874551
33,2156712,177109,45055,45527.0,,216-170,216-171,216-170 216-171,216,LC508,,MNL,Mainline,RWW,Ronald WasteWater,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,82.75,82.75,8.0,8.0,8.19999980926514,9.66,13.46,303.34,296.54,16,16,,1971/01/01 00:00:00+00,,,,,N,82.7467489558003
66,2157083,-35211,117678,117614.0,,D227-150,D227-151,D227-150 D227-151,227,LC390,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,73.33,73.33,12.0,12.0,,,,,,15,15,,,,2004/01/26 00:00:00+00,,,N,73.333775107209
67,2157084,-35209,118427,117804.0,,D227-148,D227-149,D227-148 D227-149,227,LC1266,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,77.99,77.99,12.0,12.0,,,,,,15,15,,,,2004/01/26 00:00:00+00,,,N,77.9891199216045
122,2157616,-30784,224863,224770.0,,D230-120,D230-023,D230-120 D230-023,230,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,359.95,359.95,15.0,15.0,,,11.5,,314.8,15,15,,,,,,,N,359.951371063998
137,2157785,-31629,311883,307350.0,,D235-203,D235-204,D235-203 D235-204,235,LC769,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,148.04,148.04,21.0,21.0,,,,,,15,15,,,,,,,N,148.037188674475
161,2158109,-18247,380853,391181.0,,007-315,007-314,007-315 007-314,007,,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,227.81,227.81,8.0,8.0,-16.2999992370605,58.0,11.9,248.0,285.1,18,16,,1953/01/01 00:00:00+00,,,,,N,227.809128637211
162,2158110,-18282,433478,433460.0,,007-497,007-349,007-497 007-349,007,5572-13,,STB,Stub,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,83.78,83.78,,,,,8.5,,351.5,16,16,,,,,,,N,83.7798354084737
163,2158111,-1545,353328,347772.0,,D007-051,D007-049,D007-051 D007-049,007,5572,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,131.03,131.03,,,7.90000009536743,4.8,3.1,317.2,306.9,15,15,,1946/01/01 00:00:00+00,,,,,N,131.026444281037
164,2158114,-18239,381361,368082.0,,007-323,007-322,007-323 007-322,007,5572-2,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,273.69,273.69,8.0,8.0,,,,,,18,16,,1946/01/01 00:00:00+00,,,,,N,273.687890992074
166,2158124,-63184,440778,439814.0,,D008-262,D008-260,D008-262 D008-260,008,,,MNL,Mainline,DPR,Parks and Recreation,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,53.72,53.72,12.0,12.0,0.300000011920929,6.16,6.97,26.94,26.76,15,15,,1998/01/01 00:00:00+00,,2005/04/12 00:00:00+00,,,N,53.721684440634
189,2158357,-51286,485859,482995.0,,D008-282,D008-283,D008-282 D008-283,008,,,MNL,Mainline,DPR,Parks and Recreation,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,61.82,61.82,12.0,12.0,,,,,,15,15,,1946/01/01 00:00:00+00,,2005/04/07 00:00:00+00,,,N,61.8181411609427
214,2158620,-52672,611144,606153.0,,D017-179,D017-180,D017-179 D017-180,017,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,HDP,High Density Polyethylene,CIR,Circular,C,Connected,,,N,N,N,N,N,N,118.66,118.66,8.0,8.0,7.80000019073486,6.5,2.63,90.7,81.4,15,15,,2000/01/01 00:00:00+00,,2006/02/13 00:00:00+00,,,N,118.655611172535
220,2158677,-52619,575404,580835.0,,017-334,017-335,017-334 017-335,017,,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,125.93,125.93,8.0,8.0,2.09999990463257,6.56,13.86,89.64,87.04,16,16,,2000/01/01 00:00:00+00,,2005/01/25 00:00:00+00,,,N,125.930619247733
225,2158715,-65963,790079,796681.0,,021-495,021-496,021-495 021-496,021,,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,236.97,236.97,8.0,8.0,0.5,7.85,8.05,20.15,18.85,16,16,,1999/01/01 00:00:00+00,,2005/02/11 00:00:00+00,,,N,236.970573441988
235,2158899,-41026,732777,732991.0,,015-564,015-565,015-564 015-565,015,,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,206.01,206.01,8.0,8.0,,,,,,16,16,,,,2006/10/06 00:00:00+00,,,N,206.005782502453
236,2158900,-41022,724271,727215.0,,D015-509,D015-508,D015-509 D015-508,015,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,78.78,78.78,8.0,8.0,,,,,,15,15,,,,2006/10/06 00:00:00+00,,,N,78.7775551006826
237,2158901,-41021,733285,732250.0,,D015-510,D015-507,D015-510 D015-507,015,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,39.09,39.09,8.0,8.0,,,,,,15,15,,,,2006/10/06 00:00:00+00,,,N,39.0912339143002
240,2158927,-52259,763024,760638.0,,D016-290,D016-291,D016-290 D016-291,016,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,71.4,71.4,12.0,12.0,,,,,,15,15,,,,2004/04/01 00:00:00+00,,,N,71.402457584039
241,2158928,-52264,757821,757577.0,,016-536,016-537,016-536 016-537,016,,,MNL,Mainline,PRI,Private,,Not Parallel,C,Combined,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,104.56,104.56,8.0,8.0,,,,,,18,18,,,,2004/04/01 00:00:00+00,,,N,104.555173769719
270,2159114,-19839,782544,781402.0,,022-446,022-443,022-446 022-443,022,,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,C,Combined,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,35.27,35.27,8.0,8.0,,,19.1,,221.87,16,18,,,,,,,N,35.2737601812485
305,2159399,-83759,921271,923002.0,,D022-247,D022-248,D022-247 D022-248,022,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,66.81,66.81,12.0,12.0,0.699999988079071,4.91,3.9,22.54,22.1,15,15,,,,2005/02/23 00:00:00+00,,,N,66.812775928818
407,2160186,-21728,1189940,1190077.0,,035-554,035-379,035-554 035-379,035,5116-3,,STB,Stub,PRI,Private,,Not Parallel,C,Combined,C,Combined,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,5.41,5.41,12.0,12.0,,,19.5,,122.5,18,18,,1928/01/01 00:00:00+00,,,,,N,5.40843502233831
456,2160773,-23521,1304957,1307454.0,,044-507,044-508,044-507 044-508,044,4541,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,C,Combined,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,248.95,248.95,12.0,12.0,,,,,,16,18,,1969/01/01 00:00:00+00,,,,,N,248.952008828327
523,2161348,-60295,1389128,1393422.0,,049-114,049-112,049-114 049-112,049,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,198.25,198.25,6.0,6.0,2.59999990463257,2.2,12.59,15.8,10.7,16,16,,1995/01/01 00:00:00+00,,2004/02/23 00:00:00+00,,,N,198.254301131992
527,2161365,-60241,1440822,1441408.0,,050-260,050-259,050-260 050-259,050,,,STB,Stub,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,29.88,29.88,10.0,10.0,,,,,,16,16,,,,2004/07/27 00:00:00+00,,,N,29.8804759613586
528,2161387,-60234,1449458,1449492.0,,050-267,050-052,050-267 050-052,050,4360-3,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,Y,N,N,33.86,33.86,10.0,10.0,,,9.73,,,16,16,,,,,,,N,33.8604917670139
529,2161388,310645,1449492,1446829.0,,050-052,050-225,050-052 050-225,050,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,C,Combined,S,Sanitary,DIP,Ductile Iron Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,273.4,273.4,10.0,10.0,0.600000023841858,9.73,13.78,4.97,3.21,18,16,,2002/01/01 00:00:00+00,,2004/10/05 00:00:00+00,,,N,273.399330938229
550,2161604,158014,1454121,1458917.0,,055-154,055-155,055-154 055-155,055,6594-10,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,184.35,184.35,15.0,15.0,0.5,6.4,7.4,9.6,8.6,16,16,,1965/01/01 00:00:00+00,,,,,N,184.353069413536
553,2161609,-61142,1463270,1463103.0,,055-509,055-152,055-509 055-152,055,6594-11,,STB,Stub,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,7.59,7.59,12.0,12.0,,,17.4,,-1.4,16,16,,1967/01/01 00:00:00+00,,2000/09/25 00:00:00+00,,,N,7.59094294645557
562,2161662,-43552,1507601,1507769.0,,056-393,056-394,056-393 056-394,056,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,248.39,248.39,8.0,8.0,0.600000023841858,1.19,2.56,12.98,11.58,16,16,,,,2006/03/14 00:00:00+00,,,N,248.393124459406
563,2161664,-43564,1465871,1468645.0,,056-398,056-399,056-398 056-399,056,,,MNL,Mainline,POS,Port of Seattle,,Not Parallel,S,Sanitary,S,Sanitary,UNK,Unknown,CIR,Circular,C,Connected,,,N,N,N,N,N,N,104.16,104.16,6.0,6.0,,,,,,16,16,,,,2006/03/20 00:00:00+00,,,N,104.156025925032
600,2161946,-43429,1588336,1588380.0,,D064-416,D064-417,D064-416 D064-417,057,,,STB,Stub,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,102.02,102.02,12.0,12.0,,,,,,15,15,,,,2004/04/07 00:00:00+00,,,N,102.021742776235
643,2162384,-11244,1718984,1719673.0,,D064-405,D064-013,D064-405 D064-013,064,4866-2,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,22.69,22.69,10.0,10.0,,,5.3,,9.7,15,15,,1943/01/01 00:00:00+00,,,,,N,22.690294869258
656,2162495,166619,1754023,1754079.0,780089.0,068-600,068-601,068-600 068-601,068,6867,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,114.61,114.61,6.0,6.0,,,,,,16,16,,,,,,,N,114.609615462343
669,2162627,-26980,1777134,1776490.0,,069-431,069-430,069-431 069-430,069,,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,71.28,71.28,8.0,8.0,7.30000019073486,8.9,14.1,410.1,404.9,16,16,,1989/01/01 00:00:00+00,,,,,N,71.2758414593397
678,2162704,-62887,1803124,1803185.0,,D071-314,D071-313,D071-314 D071-313,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,66.77,66.77,6.0,6.0,,,,,,15,15,,,,2006/03/28 00:00:00+00,,,N,66.7674670942614
679,2162705,-62892,1805730,1809667.0,,D071-303,D071-213,D071-303 D071-213,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,207.2,207.2,30.0,30.0,-0.899999976158142,8.25,10.5,5.75,7.65,15,15,,,,2006/03/28 00:00:00+00,,,N,207.195844785073
680,2162720,-65059,1774452,1775434.0,,D072-415,D072-416,D072-415 D072-416,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,CON,Concrete,CIR,Circular,C,Connected,,,N,N,N,N,N,N,41.19,41.19,8.0,8.0,,,,,,15,15,,,,2006/05/15 00:00:00+00,,,N,41.1925335464906
717,2162965,-72133,1809835,1809989.0,,D071-223,D071-224,D071-223 D071-224,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,10.1,10.1,18.0,18.0,0.0,8.0,8.0,7.55,7.55,15,15,,,,2006/03/27 00:00:00+00,,,N,10.0976245961778
718,2162966,-72135,1808995,1809535.0,,D071-221,D071-222,D071-221 D071-222,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,29.53,29.53,18.0,18.0,0.300000011920929,7.7,8.0,7.65,7.55,15,15,,,,2006/03/27 00:00:00+00,,,N,29.5331088181597
719,2162967,-72149,1813244,1806724.0,,D071-290,D071-288,D071-290 D071-288,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,357.57,357.57,42.0,42.0,,,11.7,,2.25,15,15,,,,2006/04/04 00:00:00+00,,,N,357.569238434116
720,2162968,-72157,1817633,1816830.0,,D071-296,D071-217,D071-296 D071-217,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,209.03,209.03,36.0,36.0,0.5,12.4,15.2,2.25,1.25,15,15,,,,2006/03/23 00:00:00+00,,,N,209.027939770946
721,2162969,-72118,1816830,1816291.0,,D071-217,D071-218,D071-217 D071-218,071,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,127.14,127.14,36.0,36.0,0.100000001490116,15.2,14.4,1.25,1.15,15,15,,,,2006/03/23 00:00:00+00,,,N,127.135496306706
722,2162973,-99335,1831695,1831358.0,,071-426,071-427,071-426 071-427,071,,,MNL,Mainline,PRI,Private,,Not Parallel,S,Sanitary,S,Sanitary,PVC,Polyvinyl Chloride,CIR,Circular,C,Connected,,,N,N,N,N,N,N,22.2,22.2,8.0,8.0,2.90000009536743,4.82,6.01,11.96,11.32,16,16,,,,2006/04/10 00:00:00+00,,,N,22.2031076993671
724,2162978,-72166,1826147,1822946.0,,D072-348,D072-346,D072-348 D072-346,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,221.89,221.89,36.0,36.0,-2.20000004768372,9.7,1.5,6.65,11.55,15,15,,,,2006/04/05 00:00:00+00,,,N,221.890964535662
725,2162979,-65206,1809611,1802812.0,,D072-349,D071-253,D072-349 D071-253,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,393.57,393.57,18.0,18.0,0.100000001490116,6.1,4.9,9.55,9.05,15,15,,,,2006/04/11 00:00:00+00,,,N,393.571161478876
726,2162980,-65213,1820718,1823869.0,,D072-353,D072-355,D072-353 D072-355,072,,,MNL,Mainline,PRI,Private,,Not Parallel,D,Drainage,D,Drainage,RCP,Reinforced Concrete Pipe,CIR,Circular,C,Connected,,,N,N,N,N,N,N,199.24,199.24,15.0,15.0,0.0,7.2,7.0,5.75,5.75,15,15,,,,2006/04/11 00:00:00+00,,,N,199.24412112251
