X,Y,OBJECTID,id,name,status,state,district,county,highway,milemarker,description,direction,snapshot,latitude,longitude,updateTS,EXTRACT_DT,UpdateIndicator
-9580020.11181817,4444284.47688749,210,260.0,CCTV03008,Online,Kentucky,3.0,Barren,,3.4,Louie B Nunn Pkwy WB @ MP 3.4,West,http://www.trimarc.org/images/milestone/CCTV_03_LBNP_0034.jpg,37.03713,-86.05878,2021/05/15 03:00:17+00,,
-9619961.55584104,4429809.14589182,211,265.0,CCTV03011,Online,Kentucky,3.0,Warren,I-65,22.3,I-65 NB @ MP 22.3 - at US 231,North,http://www.trimarc.org/images/milestone/CCTV_03_65_0223.jpg,36.93326,-86.41758,2021/05/15 03:00:17+00,,
-9628775.61316416,4432680.89964942,212,257.0,CCTV03005,Online,Kentucky,3.0,Warren,,6.8,Natcher Pkwy SB @ MP 6.8,South,http://www.trimarc.org/images/milestone/CCTV_03_NatP_0068.jpg,36.953878,-86.496758,2021/05/15 03:00:17+00,,
-9411712.90585198,4614520.41834914,213,457.0,CCTV07018,Online,Kentucky,7.0,Scott,I-75,127.2,I-75 @ Scott County NB,North,http://www.trimarc.org/images/milestone/CCTV_07_75_1272.jpg,38.248,-84.546851,2021/05/15 03:00:17+00,,
-9723853.50378344,4390250.05552969,214,236.0,CCTV02001,Online,Kentucky,2.0,Christian,I-24,92.6,I-24 WB @ MP 92.6,West,http://www.trimarc.org/images/milestone/CCTV_02_24_0926.jpg,36.648675,-87.350857,2021/05/15 03:00:17+00,,
-9559912.47040415,4516616.37002194,215,227.0,CCTV04007,Online,Kentucky,4.0,Hardin,I-65,82.7,I-65 MP 82.7,South,http://www.trimarc.org/images/milestone/CCTV_04_65_0827.jpg,37.55403,-85.87815,2021/05/15 03:00:17+00,,
-9557661.5904277,4529792.96096861,216,226.0,CCTV04006,Online,Kentucky,4.0,Hardin,I-65,89.2,I-65 MP 89.2,South,http://www.trimarc.org/images/milestone/CCTV_04_65_0892.jpg,37.64781,-85.85793,2021/05/15 03:00:17+00,,
-9734547.52528362,4394116.15294226,217,217.0,CCTV02003,Online,Kentucky,2.0,Christian,,2.5,US 41 @ MP 2.5 - Gate 7 Ft Campbell,South,http://www.trimarc.org/images/milestone/CCTV_02_US41_0025.jpg,36.676534,-87.446923,2021/05/15 03:00:17+00,,
-9733854.89514321,4392572.95978666,218,239.0,CCTV02008,Online,Kentucky,2.0,Christian,,0.1,KY 911 WB @ MP 0.1,West,http://www.trimarc.org/images/milestone/CCTV_02_KY911_0001.jpg,36.665415,-87.440701,2021/05/15 03:00:17+00,,
-9629553.9589917,4427827.58944956,219,229.0,CCTV03009,Online,Kentucky,3.0,Warren,,7.0,US 31W NB @ MP 7.0,North,http://www.trimarc.org/images/milestone/CCTV_03_US31W_0070.jpg,36.91903,-86.50375,2021/05/15 03:00:17+00,,
-9615548.73834598,4424376.69439416,220,221.0,CCTV03010,Online,Kentucky,3.0,Warren,,5.3,US 231 NB @ MP 5.3 - at Natcher Pkwy,North,http://www.trimarc.org/images/milestone/CCTV_03_US231_0053.jpg,36.894242,-86.377939,2021/05/15 03:00:17+00,,
-9574261.55351738,4456038.71521027,221,218.0,CCTV03002,Online,Kentucky,3.0,Barren,I-65,50.5,I-65 SB @ MP 50.5,South,http://www.trimarc.org/images/milestone/CCTV_03_65_0505.jpg,37.12137,-86.00705,2021/05/15 03:00:17+00,,
-9368552.76622568,4581770.15757261,222,458.0,CCTV07019,Online,Kentucky,7.0,Clark,I-64,97.1,I-64 @ Clark County,West,http://www.trimarc.org/images/milestone/CCTV_07_64_0971.jpg,38.016586,-84.159137,2021/05/15 03:00:17+00,,
-9734595.2813701,4394321.57732028,223,216.0,CCTV02002,Online,Kentucky,2.0,Christian,,2.8,US 41 SB @ MP 2.8 - Gate 7 Ft Campgell,South,http://www.trimarc.org/images/milestone/CCTV_02_US41_0028.jpg,36.678014,-87.447352,2021/05/15 03:00:17+00,,
-9735457.67399218,4397955.8814326,224,240.0,CCTV02009,Online,Kentucky,2.0,Christian,,0.0,US 41 NB @ MP 4.5 - I-24 Overpass,North,http://www.trimarc.org/images/milestone/CCTV_02_US41_0045.jpg,36.704193,-87.455099,2021/05/15 03:00:17+00,,
-9737435.48884809,4415691.622238,225,241.0,CCTV02010,Online,Kentucky,2.0,Christian,,13.5,US 41 NB @ MP 13.5 - Pennyrile Overpass,North,http://www.trimarc.org/images/milestone/CCTV_02_US41_0135.jpg,36.831821,-87.472866,2021/05/15 03:00:17+00,,
-9560400.04889499,4498683.64707127,226,220.0,CCTV04008,Online,Kentucky,4.0,Hart,I-65,73.8,I-65 MP 73.8,North,http://www.trimarc.org/images/milestone/CCTV_04_65_0738.jpg,37.42621,-85.88253,2021/05/15 03:00:17+00,,
