COUNTY1_00,COUNTY2_00,DIR_FLY,FRAME,MODEL00,OBJECTID,LINE00,SEQUENCE00,YEAR,CAN_NBR00,FLGTDATE00,SCALE00,PRINTSAVAIL,SHAPEAREA,SHAPELEN
Jefferson, ,W-E,10&11,029010,383,029,10,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325250.58309453,12662.9146210794
Jefferson, ,E-W,10&11,024010,384,024,10,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325116.28204141,12662.8126576612
Jefferson, ,E-W,10&11,025010,385,025,10,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325171.08907344,12662.8525507982
Jefferson, ,E-W,10&11,030010,386,030,10,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325263.12078828,12662.9245154852
Jefferson, ,E-W,10&11,031010,387,031,10,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325273.14629766,12662.9331529579
Jefferson, ,E-W,10&11,032010,388,032,10,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325666.86456797,12663.1597242632
Jefferson, ,E-W,10&11,033010,389,033,10,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325829.70800469,12663.260943178
Jefferson, ,E-W,10&11,034010,390,034,10,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325991.58539219,12663.3622241616
Jefferson, ,W-E,10&11,036010,391,036,10,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326715.24472187,12663.8165061756
Jefferson, ,W-E,10&11,037010,392,037,10,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326869.46332813,12663.9102976642
Jefferson, ,E-W,10&11,038010,393,038,10,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326995.95745235,12663.986574594
Oldham, ,E-W,11&12,003011,394,003,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325005.75431172,12662.5901536016
Oldham, ,E-W,11&12,004011,395,004,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324883.81066719,12662.508824704
Oldham, ,E-W,11&12,005011,396,005,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324763.31394922,12662.4287382854
Oldham, ,E-W,11&12,006011,397,006,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324639.89413125,12662.3461469408
Oldham, ,W-E,11&12,008011,398,008,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324429.48817031,12662.2059545419
Oldham, ,W-E,11&12,009011,399,009,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324349.33410625,12662.1533333488
Oldham, ,W-E,11&12,010011,400,010,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324230.27050313,12662.0744750377
Oldham, ,W-E,11&12,011011,401,011,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324107.24315547,12661.9931119352
Oldham, ,W-E,11&12,012011,402,012,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324034.62296719,12661.9442540228
Oldham, ,W-E,11&12,007011,403,007,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324556.87696719,12662.291055689
Jefferson, ,W-E,11&12,016011,404,016,11,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324461.43837578,12662.2326708279
Jefferson, ,E-W,11&12,018011,405,018,11,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324380.97678125,12662.1762144769
Jefferson, ,E-W,11&12,019011,406,019,11,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324937.01088125,12662.6533035825
Jefferson, ,W-E,11&12,020011,407,020,11,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325099.28276953,12662.7943545121
Jefferson, ,W-E,11&12,021011,408,021,11,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325102.43520234,12662.7979893603
Jefferson, ,E-W,11&12,022011,409,022,11,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325105.59377344,12662.8016293362
Jefferson, ,E-W,11&12,017011,410,017,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324367.78106563,12662.1675564255
Oldham, ,W-E,11&12,014011,411,014,11,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9323919.77065937,12661.8690338523
Oldham, ,W-E,11&12,013011,412,013,11,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323914.0946125,12661.8641388985
Jefferson, ,W-E,11&12,023011,413,023,11,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325110.21452344,12662.8065220226
Jefferson, ,W-E,11&12,026011,414,026,11,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325231.30389063,12662.8961917253
Jefferson, ,W-E,11&12,027011,415,027,11,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325235.9261625,12662.9010853997
Jefferson, ,W-E,11&12,028011,416,028,11,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325349.88679844,12662.9710760651
Jefferson, ,W-E,11&12,029011,417,029,11,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325363.46905313,12662.9809699956
Jefferson, ,E-W,11&12,024011,418,024,11,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325163.97020859,12662.846410035
Jefferson, ,E-W,11&12,025011,419,025,11,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325220.22947188,12662.8875507325
Jefferson, ,E-W,11&12,030011,420,030,11,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325373.50904063,12662.9896165295
Jefferson, ,E-W,11&12,031011,421,031,11,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325386.05073438,12662.9995109516
Jefferson, ,E-W,11&12,032011,422,032,11,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325701.05783906,12663.1810005935
Jefferson, ,E-W,11&12,033011,423,033,11,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325858.90102344,12663.2797194896
Jefferson, ,E-W,11&12,034011,424,034,11,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326017.86461485,12663.3785004972
Jefferson, ,W-E,11&12,036011,425,036,11,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326736.0962875,12663.8290207501
Jefferson, ,W-E,11&12,037011,426,037,11,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326891.36027578,12663.9228122877
Jefferson, ,E-W,11&12,038011,427,038,11,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327278.97761094,12664.1291229736
Oldham, ,E-W,12&13,003012,428,003,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325042.19778516,12662.6151535491
Oldham, ,E-W,12&13,004012,429,004,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324922.74078203,12662.5350670008
Oldham, ,E-W,12&13,005012,430,005,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324804.75701406,12662.4562382222
Oldham, ,E-W,12&13,006012,431,006,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324682.79897031,12662.374899413
Oldham, ,W-E,12&13,008012,432,008,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324474.89544375,12662.2359595383
Oldham, ,W-E,12&13,009012,433,009,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324385.78215469,12662.1783383391
Oldham, ,W-E,12&13,010012,434,010,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324271.71824063,12662.101980017
Oldham, ,W-E,12&13,011012,435,011,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324155.15246875,12662.0243694073
Oldham, ,W-E,12&13,012012,436,012,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324077.52212813,12661.9730064769
Oldham, ,W-E,12&13,007012,437,007,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324602.2786625,12662.3210556162
Jefferson, ,W-E,12&13,016012,438,016,12,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324494.34847187,12662.2564282538
Jefferson, ,E-W,12&13,018012,439,018,12,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324413.46575156,12662.1987193998
Jefferson, ,E-W,12&13,019012,440,019,12,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9324988.02347578,12662.6908035259
Jefferson, ,W-E,12&13,020012,441,020,12,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325146.96519609,12662.8281020329
Jefferson, ,W-E,12&13,021012,442,021,12,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325149.08213359,12662.8317417732
Jefferson, ,E-W,12&13,022012,443,022,12,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325152.24069609,12662.8353817541
Jefferson, ,E-W,12&13,017012,444,017,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324404.23482188,12662.1925663279
Oldham, ,W-E,12&13,014012,445,014,12,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9323963.72048438,12661.8977912884
Oldham, ,W-E,12&13,013012,446,013,12,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323954.49064844,12661.8916388434
Jefferson, ,W-E,12&13,023012,447,023,12,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325156.85172969,12662.8402695313
Jefferson, ,W-E,12&13,026012,448,026,12,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325320.21070625,12662.9500316468
Jefferson, ,W-E,12&13,027012,449,027,12,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325332.34009844,12662.9586775464
Jefferson, ,W-E,12&13,028012,450,028,12,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325477.71430625,12663.0412513483
Jefferson, ,W-E,12&13,029012,451,029,12,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325509.253525,12663.0611644908
Jefferson, ,E-W,12&13,024012,452,024,12,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325213.12028125,12662.881414858
Jefferson, ,E-W,12&13,025012,453,025,12,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325309.11724063,12662.9413811161
Jefferson, ,E-W,12&13,030012,454,030,12,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325537.89041406,12663.0785873852
Jefferson, ,E-W,12&13,031012,455,031,12,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325567.974,12663.0972531933
Jefferson, ,E-W,12&13,032012,456,032,12,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325732.7480875,12663.201024554
Jefferson, ,E-W,12&13,033012,457,033,12,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325891.64238359,12663.2997482562
Jefferson, ,E-W,12&13,034012,458,034,12,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326048.10311797,12663.397276899
Jefferson, ,W-E,12&13,036012,459,036,12,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326761.95825625,12663.8440402375
Jefferson, ,W-E,12&13,037012,460,037,12,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326910.7597625,12663.9340793424
Jefferson, ,E-W,12&13,038012,461,038,12,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327033.37333594,12664.0079194123
Oldham, ,E-W,13&14,003013,462,003,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325011.6703625,12662.5711933231
Oldham, ,E-W,13&14,004013,463,004,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324961.68117734,12662.5613143958
Oldham, ,E-W,13&14,005013,464,005,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324843.68698281,12662.4824805365
Oldham, ,E-W,13&14,006013,465,006,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324724.23168672,12662.402394275
Oldham, ,W-E,13&14,009013,466,009,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324432.26057813,12662.2083584561
Oldham, ,W-E,13&14,010013,467,010,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324310.66902656,12662.1282375272
Oldham, ,W-E,13&14,011013,468,011,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324191.60010391,12662.0493743817
Oldham, ,W-E,13&14,012013,469,012,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324116.47246328,12661.9992639502
Oldham, ,W-E,13&14,007013,470,007,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324638.71118594,12662.3460504924
Oldham, ,W-E,13&14,008013,471,008,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324517.79988125,12662.2647119959
Jefferson, ,W-E,13&14,016013,472,016,13,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324539.74578047,12662.2864281941
Jefferson, ,E-W,13&14,018013,473,018,13,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324457.41666563,12662.2274767935
Jefferson, ,E-W,13&14,019013,474,019,13,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325041.12261016,12662.7283034703
Jefferson, ,W-E,13&14,020013,475,020,13,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325196.10956719,12662.8631020169
Jefferson, ,W-E,13&14,021013,476,021,13,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325199.26774687,12662.8667417334
Jefferson, ,E-W,13&14,022013,477,022,13,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325207.84325781,12662.8741341312
Jefferson, ,E-W,13&14,017013,478,017,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324448.18573438,12662.2213237315
Oldham, ,W-E,13&14,014013,479,014,13,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324007.6704125,12661.9265487292
Oldham, ,W-E,13&14,013013,480,013,13,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9323999.90249375,12661.9216487936
Jefferson, ,W-E,13&14,015013,481,015,13,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324426.80498203,12662.2065131848
Jefferson, ,W-E,13&14,023013,482,023,13,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325209.54441094,12662.8765219482
Jefferson, ,W-E,13&14,026013,483,026,13,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325422.94458281,12663.0076586779
Jefferson, ,W-E,13&14,027013,484,027,13,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325449.07781094,12663.023828741
Jefferson, ,W-E,13&14,028013,485,028,13,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325513.35387891,12663.063770588
Jefferson, ,W-E,13&14,029013,486,029,13,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325539.48179141,12663.0799360943
Jefferson, ,E-W,13&14,024013,487,024,13,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325296.97884609,12662.9327307634
Jefferson, ,E-W,13&14,025013,488,025,13,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325396.81154375,12662.9914887598
Jefferson, ,E-W,13&14,030013,489,030,13,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325571.03264766,12663.0998589466
Jefferson, ,E-W,13&14,031013,490,031,13,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325602.16712266,12663.1185295406
Jefferson, ,E-W,13&14,032013,491,032,13,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325767.98667969,12663.2223009679
Jefferson, ,E-W,13&14,033013,492,033,13,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325921.88070156,12663.3185246581
Jefferson, ,E-W,13&14,034013,493,034,13,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326079.79393438,12663.4173008707
Jefferson, ,W-E,13&14,036013,494,036,13,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326782.80987813,12663.8565548222
Jefferson, ,W-E,13&14,037013,495,037,13,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326931.61154375,12663.9465939379
Oldham, ,E-W,14&15,004014,496,004,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325000.62165234,12662.5875617876
Oldham, ,E-W,14&15,005014,497,005,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324884.07910547,12662.5099753882
Oldham, ,E-W,14&15,006014,498,006,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324758.17161484,12662.4261416817
Oldham, ,W-E,14&15,009014,499,009,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324475.16490625,12662.2371109079
Oldham, ,W-E,14&15,010014,500,010,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324352.10684844,12662.1557374784
Oldham, ,W-E,14&15,011014,501,011,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324235.54055938,12662.0781268523
Oldham, ,W-E,14&15,012014,502,012,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324157.91991797,12662.0267689137
Oldham, ,W-E,14&15,007014,503,007,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324680.15397031,12662.3735504332
Oldham, ,W-E,14&15,008014,504,008,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324554.23225391,12662.2897068859
Jefferson, ,W-E,14&15,016014,505,016,14,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324577.65604063,12662.3126856168
Jefferson, ,E-W,14&15,018014,506,018,14,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324477.81966563,12662.2449817276
Jefferson, ,E-W,14&15,019014,507,019,14,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325072.35773672,12662.7533083661
Jefferson, ,W-E,14&15,020014,508,020,14,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325238.41607422,12662.893121677
Jefferson, ,W-E,14&15,021014,509,021,14,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325251.6042375,12662.9017761197
Jefferson, ,E-W,14&15,022014,510,022,14,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325265.20924453,12662.9116831806
Jefferson, ,E-W,14&15,017014,511,017,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324468.17194844,12662.2375761885
Oldham, ,W-E,14&15,014014,512,014,14,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324045.56961641,12661.9528011782
Oldham, ,W-E,14&15,013014,513,013,14,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324040.30454141,12661.9491537511
Jefferson, ,W-E,14&15,015014,514,015,14,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324453.25311484,12662.2265181397
Jefferson, ,W-E,14&15,023014,515,023,14,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325278.38253359,12662.9203282337
Jefferson, ,W-E,14&15,026014,516,026,14,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325457.13198438,12663.0289304482
Jefferson, ,W-E,14&15,027014,517,027,14,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325485.76829688,12663.0463528786
Jefferson, ,W-E,14&15,028014,518,028,14,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325549.00314688,12663.0862947388
Jefferson, ,W-E,14&15,029014,519,029,14,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325574.720175,12663.1012126057
Jefferson, ,E-W,14&15,024014,520,024,14,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325370.68443125,12662.9753238305
Jefferson, ,E-W,14&15,025014,521,025,14,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325428.50159219,12663.0115129909
Jefferson, ,E-W,14&15,030014,522,030,14,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325609.185,12663.1236354053
Jefferson, ,E-W,14&15,031014,523,031,14,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325632.40502813,12663.1373059627
Jefferson, ,E-W,14&15,032014,524,032,14,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325795.72743984,12663.2398298008
Jefferson, ,E-W,14&15,033014,525,033,14,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325956.07443672,12663.3398010158
Jefferson, ,E-W,14&15,034014,526,034,14,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326111.50008594,12663.4373345313
Jefferson, ,W-E,14&15,036014,527,036,14,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326803.671225,12663.8690743286
Jefferson, ,W-E,14&15,037014,528,037,14,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326953.50856328,12663.9591085751
Oldham, ,E-W,15&16,004015,529,004,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325039.5520125,12662.6138040909
Oldham, ,E-W,15&16,005015,530,005,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324920.52233438,12662.5349753314
Oldham, ,E-W,15&16,006015,531,006,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324803.57379922,12662.4561416123
Oldham, ,W-E,15&16,010015,532,010,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324391.06203672,12662.1819949714
Oldham, ,W-E,15&16,011015,533,011,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324276.99836719,12662.1056368419
Oldham, ,W-E,15&16,012015,534,012,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324200.82941328,12662.0555263782
Oldham, ,W-E,15&16,007015,535,007,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324720.54576094,12662.4010453025
Oldham, ,W-E,15&16,008015,536,008,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324597.13687187,12662.3184593492
Oldham, ,W-E,15&16,009015,537,009,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324518.06933125,12662.2658633703
Jefferson, ,W-E,15&16,016015,538,016,15,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324618.06349375,12662.3401905436
Jefferson, ,E-W,15&16,018015,539,018,15,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324509.25788438,12662.2674816854
Jefferson, ,E-W,15&16,019015,540,019,15,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325104.22324453,12662.7770657014
Jefferson, ,W-E,15&16,020015,541,020,15,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325269.48541875,12662.9143986429
Jefferson, ,W-E,15&16,021015,542,021,15,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325295.2009375,12662.9293153927
Jefferson, ,E-W,15&16,022015,543,022,15,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325321.33321953,12662.9454847262
Jefferson, ,E-W,15&16,017015,544,017,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324501.07207266,12662.2613286358
Oldham, ,W-E,15&16,014015,545,014,15,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324090.98165547,12661.9828111111
Oldham, ,W-E,15&16,013015,546,013,15,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324084.24884531,12661.9779061906
Jefferson, ,W-E,15&16,015015,547,015,15,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9324488.66031563,12662.251523078
Jefferson, ,W-E,15&16,023015,548,023,15,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325347.46569063,12662.9616542048
Jefferson, ,W-E,15&16,026015,549,026,15,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325488.82209375,12663.0489546472
Jefferson, ,W-E,15&16,027015,550,027,15,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325517.45840625,12663.0663770349
Jefferson, ,W-E,15&16,028015,551,028,15,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325578.19023281,12663.1050664568
Jefferson, ,W-E,15&16,029015,552,029,15,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325603.91296563,12663.1199890902
Jefferson, ,E-W,15&16,024015,553,024,15,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325399.8714,12662.9940956873
Jefferson, ,E-W,15&16,025015,554,025,15,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325460.19170313,12663.0315372358
Jefferson, ,E-W,15&16,030015,555,030,15,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325640.87518125,12663.1436594408
Jefferson, ,E-W,15&16,031015,556,031,15,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9325666.59258906,12663.1585775589
Jefferson, ,E-W,15&16,032015,557,032,15,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325827.41787969,12663.259853804
Jefferson, ,E-W,15&16,033015,558,033,15,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9325987.76512188,12663.3598249983
Jefferson, ,E-W,15&16,034015,559,034,15,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326144.24192188,12663.4573633727
Jefferson, ,W-E,15&16,036015,560,036,15,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326827.02037969,12663.8828364955
Jefferson, ,W-E,15&16,037015,561,037,15,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326972.90812109,12663.9703756472
Oldham, ,E-W,16&17,004016,562,004,16,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325075.99554688,12662.6388040351
Oldham, ,E-W,16&17,005016,563,005,16,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324960.50366875,12662.5612227319
Oldham, ,E-W,16&17,006016,564,006,16,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324841.45859766,12662.4823839417
Oldham, ,W-E,16&17,010016,565,010,16,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9324435.02738125,12662.2107574911
