COUNTY1_00,COUNTY2_00,DIR_FLY,FRAME,MODEL00,OBJECTID,LINE00,SEQUENCE00,YEAR,CAN_NBR00,FLGTDATE00,SCALE00,PRINTSAVAIL,SHAPEAREA,SHAPELEN
Jefferson, ,W-E,43&44,014043,1256,014,43,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325196.69193594,12662.7291571402
Jefferson, ,W-E,43&44,015043,1257,015,43,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325566.26150547,12662.9791016004
Jefferson, ,W-E,43&44,023043,1258,023,43,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326187.45633438,12663.4835139102
Jefferson, ,W-E,43&44,026043,1259,026,43,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326331.86403594,12663.5707818145
Jefferson, ,W-E,43&44,027043,1260,027,43,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326356.98729375,12663.5869703796
Jefferson, ,W-E,43&44,028043,1261,028,43,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326395.3659875,12663.6118769649
Jefferson, ,W-E,43&44,029043,1262,029,43,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326412.98173828,12663.6243132614
Jefferson, ,E-W,43&44,024043,1263,024,43,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326242.38792578,12663.5172218706
Jefferson, ,E-W,43&44,025043,1264,025,43,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326310.7002625,12663.5570933477
Jefferson, ,E-W,43&44,030043,1265,030,43,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326429.13563672,12663.6354971998
Jefferson, ,E-W,43&44,031043,1266,031,43,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326450.71670859,12663.6504385708
Jefferson, ,E-W,43&44,032043,1267,032,43,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326562.164375,12663.71918613
Jefferson, ,E-W,43&44,033043,1268,033,43,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326677.08253125,12663.7891228963
Jefferson, ,E-W,43&44,034043,1269,034,43,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326780.62206797,12663.852875413
Jefferson, ,W-E,44&45,016044,1270,016,44,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325833.1278625,12663.1401441998
Jefferson, ,E-W,44&45,019044,1271,019,44,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9327349.53431719,12664.487527314
Jefferson, ,W-E,44&45,020044,1272,020,44,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326138.17946641,12663.4537368035
Jefferson, ,W-E,44&45,021044,1273,021,44,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326164.32730078,12663.4699148449
Jefferson, ,E-W,44&45,022044,1274,022,44,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326186.53157266,12663.4836029064
Jefferson, ,E-W,44&45,017044,1275,017,44,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325692.09193047,12663.0277414362
Jefferson, ,W-E,44&45,013044,1276,013,44,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325233.90020625,12662.7529998262
Jefferson, ,W-E,44&45,014044,1277,014,44,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325236.68393281,12662.7554095941
Jefferson, ,W-E,44&45,015044,1278,015,44,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325603.75705078,12663.0041065637
Jefferson, ,W-E,44&45,023044,1279,023,44,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326213.73073984,12663.4997861159
Jefferson, ,W-E,44&45,026044,1280,026,44,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326362.62811875,12663.588252189
Jefferson, ,W-E,44&45,027044,1281,027,44,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326376.28836328,12663.5981883058
Jefferson, ,W-E,44&45,028044,1282,028,44,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326418.7049961,12663.6256342869
Jefferson, ,W-E,44&45,029044,1283,029,44,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326436.33054922,12663.6380754844
Jefferson, ,E-W,44&45,024044,1284,024,44,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326294.53716563,12663.5459049678
Jefferson, ,E-W,44&45,025044,1285,025,44,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326348.96221172,12663.5783112486
Jefferson, ,E-W,44&45,030044,1286,030,44,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326456.45934375,12663.6517692113
Jefferson, ,E-W,44&45,031044,1287,031,44,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326474.07527734,12663.664205674
Jefferson, ,E-W,44&45,032044,1288,032,44,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326585.5133086,12663.7329483231
Jefferson, ,E-W,44&45,033044,1289,033,44,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326695.43089375,12663.8003850795
Jefferson, ,E-W,44&45,034044,1290,034,44,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326805.02217188,12663.8666424828
Jefferson, ,W-E,45&46,016045,1291,016,45,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325869.16185781,12663.1638966348
Jefferson, ,E-W,45&46,019045,1292,019,45,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9327080.00055234,12664.5312378929
Jefferson, ,W-E,45&46,020045,1293,020,45,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326235.30284844,12663.5049048397
Jefferson, ,W-E,45&46,021045,1294,021,45,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326248.96245938,12663.5148403741
Jefferson, ,E-W,45&46,022045,1295,022,45,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326264.71438125,12663.5247809547
Jefferson, ,E-W,45&46,017045,1296,017,45,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325791.2669375,12663.0851614886
Jefferson, ,W-E,45&46,013045,1297,013,45,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325266.39491406,12662.7755048004
Jefferson, ,W-E,45&46,014045,1298,014,45,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325273.13365078,12662.7804145552
Jefferson, ,W-E,45&46,015045,1299,015,45,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325738.51570235,12663.0777390377
Jefferson, ,W-E,45&46,023045,1300,023,45,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326280.87731953,12663.5359691467
Jefferson, ,W-E,45&46,026045,1301,026,45,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326388.47435703,12663.6032619986
Jefferson, ,W-E,45&46,027045,1302,027,45,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326403.5867625,12663.6144456423
Jefferson, ,W-E,45&46,028045,1303,028,45,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326447.06425,12663.6419014425
Jefferson, ,W-E,45&46,029045,1304,029,45,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326464.68000937,12663.6543377078
Jefferson, ,E-W,45&46,024045,1305,024,45,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326336.75837031,12663.569622854
Jefferson, ,E-W,45&46,025045,1306,025,45,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326376.2704375,12663.5945735302
Jefferson, ,E-W,45&46,030045,1307,030,45,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326477.29523906,12663.664274071
Jefferson, ,E-W,45&46,031045,1308,031,45,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326493.87568594,12663.6767154186
Jefferson, ,E-W,45&46,032045,1309,032,45,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326608.86226875,12663.7467105198
Jefferson, ,E-W,45&46,033045,1310,033,45,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326718.78967188,12663.8141521801
Jefferson, ,E-W,45&46,034045,1311,034,45,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326825.87386563,12663.8791570989
Jefferson, ,W-E,46&47,016046,1312,016,46,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325900.19557969,12663.1851490788
Jefferson, ,E-W,46&47,019046,1313,019,46,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9327479.13845,12664.5573783367
Jefferson, ,W-E,46&47,020046,1314,020,46,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326286.07247969,12663.5323751401
Jefferson, ,W-E,46&47,021046,1315,021,46,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326299.73225312,12663.542310684
Jefferson, ,E-W,46&47,022046,1316,022,46,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326307.98631953,12663.5485037572
Jefferson, ,E-W,46&47,017046,1317,017,46,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325846.73498203,12663.1163847934
Jefferson, ,W-E,46&47,013046,1318,013,46,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325236.92534453,12662.7315530438
Jefferson, ,W-E,46&47,014046,1319,014,46,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325309.58344062,12662.8054195124
Jefferson, ,W-E,46&47,015046,1320,015,46,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325787.01740938,12663.107724037
Jefferson, ,W-E,46&47,023046,1321,023,46,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326321.64624063,12663.5584394885
Jefferson, ,W-E,46&47,026046,1322,026,46,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326409.32001719,12663.6157718151
Jefferson, ,W-E,46&47,027046,1323,027,46,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326428.397575,12663.6294603567
Jefferson, ,W-E,46&47,028046,1324,028,46,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326465.41249531,12663.6531636929
Jefferson, ,W-E,46&47,029046,1325,029,46,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326484.49022031,12663.6668523988
Jefferson, ,E-W,46&47,024046,1326,024,46,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326360.10718203,12663.5833851525
Jefferson, ,E-W,46&47,025046,1327,025,46,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326398.56824531,12663.6083308907
Jefferson, ,E-W,46&47,030046,1328,030,46,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326504.60351875,12663.6805362965
Jefferson, ,E-W,46&47,031046,1329,031,46,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326522.22519375,12663.6929776137
Jefferson, ,E-W,46&47,032046,1330,032,46,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326633.67322031,12663.7617251753
Jefferson, ,E-W,46&47,033046,1331,033,46,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326744.64196094,12663.8291667949
Jefferson, ,E-W,46&47,034046,1332,034,46,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326849.23278281,12663.8929242116
Jefferson, ,W-E,47&48,016047,1333,016,47,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325932.6914125,12663.2076540038
Jefferson, ,E-W,47&48,019047,1334,019,47,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326523.54503125,12664.0415301727
Jefferson, ,W-E,47&48,020047,1335,020,47,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326311.9187125,12663.5473850152
Jefferson, ,W-E,47&48,021047,1336,021,47,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326323.07531875,12663.5560680727
Jefferson, ,E-W,47&48,022047,1337,022,47,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326332.78149531,12663.5635086701
Jefferson, ,E-W,47&48,017047,1338,017,47,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325857.94878438,12663.1288648872
Jefferson, ,W-E,47&48,014047,1339,014,47,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325277.61728125,12662.7602205867
Jefferson, ,W-E,47&48,015047,1340,015,47,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325824.50338437,12663.1327239872
Jefferson, ,W-E,47&48,023047,1341,023,47,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326342.48200156,12663.5709444042
Jefferson, ,W-E,47&48,026047,1342,026,47,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326436.62829922,12663.6320340904
Jefferson, ,W-E,47&48,027047,1343,027,47,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326451.74643828,12663.6432226166
Jefferson, ,W-E,47&48,028047,1344,028,47,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326491.25882734,12663.6681734878
Jefferson, ,W-E,47&48,029047,1345,029,47,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326507.83911484,12663.6806146324
Jefferson, ,E-W,47&48,024047,1346,024,47,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326381.99401875,12663.5958949925
Jefferson, ,E-W,47&48,025047,1347,025,47,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326422.96239453,12663.6220931813
Jefferson, ,E-W,47&48,030047,1348,030,47,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326526.91692969,12663.694303415
Jefferson, ,E-W,47&48,031047,1349,031,47,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326543.08066875,12663.7054922934
Jefferson, ,E-W,47&48,032047,1350,032,47,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326657.0222375,12663.7754873775
Jefferson, ,E-W,47&48,033047,1351,033,47,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326762.99039531,12663.8404289892
Jefferson, ,E-W,47&48,034047,1352,034,47,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326867.58131094,12663.9041864088
Jefferson, ,W-E,48&49,016048,1353,016,48,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325971.63974375,12663.2339064392
Jefferson, ,E-W,48&49,019048,1354,019,48,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326323.47510235,12663.5537069679
Jefferson, ,W-E,48&49,020048,1355,020,48,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326330.26122344,12663.5586424175
Jefferson, ,W-E,48&49,021048,1356,021,48,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326343.92099453,12663.5685779436
Jefferson, ,E-W,48&49,022048,1357,022,48,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326360.08977031,12663.5797709908
Jefferson, ,E-W,48&49,017048,1358,017,48,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325872.36934688,12663.1675644904
Jefferson, ,W-E,48&49,014048,1359,014,48,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325186.33913125,12662.68536473
Jefferson, ,W-E,48&49,015048,1360,015,48,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325863.45149688,12663.1589764251
Jefferson, ,W-E,48&49,023048,1361,023,48,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326372.28768672,12663.5884542399
Jefferson, ,W-E,48&49,026048,1362,026,48,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326461.42934375,12663.6470439019
Jefferson, ,W-E,48&49,027048,1363,027,48,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326477.59276719,12663.658232422
Jefferson, ,W-E,48&49,028048,1364,028,48,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326514.60774375,12663.6819357395
Jefferson, ,W-E,48&49,029048,1365,029,48,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326533.68548438,12663.695624419
Jefferson, ,E-W,48&49,024048,1366,024,48,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326409.30231094,12663.6121572923
Jefferson, ,E-W,48&49,025048,1367,025,48,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326442.34610547,12663.6333505508
Jefferson, ,E-W,48&49,030048,1368,030,48,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326550.26585625,12663.7080656368
Jefferson, ,E-W,48&49,031048,1369,031,48,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326566.42959531,12663.7192545008
Jefferson, ,E-W,48&49,032048,1370,032,48,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326676.4216,12663.7867544873
Jefferson, ,E-W,48&49,033048,1371,033,48,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326784.88729063,12663.852943646
Jefferson, ,E-W,48&49,034048,1372,034,48,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326891.98152578,12663.9179534994
Jefferson, ,E-W,48&49,018048,1373,018,48,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9329442.68677578,12664.9618523611
Jefferson, ,W-E,49&50,016049,1374,016,49,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326005.58778437,12663.2576588755
Jefferson, ,E-W,49&50,019049,1375,019,49,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326349.30568047,12663.5687069371
Jefferson, ,W-E,49&50,020049,1376,020,49,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326356.10750703,12663.5736522968
Jefferson, ,W-E,49&50,021049,1377,021,49,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326371.21938984,12663.5848353398
Jefferson, ,E-W,49&50,022049,1378,022,49,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326380.92556719,12663.5922759157
Jefferson, ,E-W,49&50,017049,1379,017,49,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325908.81447969,12663.1925644281
Jefferson, ,W-E,49&50,014049,1380,014,49,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325219.868875,12662.707864691
Jefferson, ,W-E,49&50,015049,1381,015,49,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325897.39935,12663.182728864
Jefferson, ,W-E,49&50,023049,1382,023,49,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326393.13337891,12663.60096409
Jefferson, ,W-E,49&50,026049,1383,026,49,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326484.77826094,12663.6608061823
Jefferson, ,W-E,49&50,027049,1384,027,49,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326498.43850234,12663.6707422344
Jefferson, ,W-E,49&50,028049,1385,028,49,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326535.45350156,12663.6944455435
Jefferson, ,W-E,49&50,029049,1386,029,49,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326552.03379688,12663.7068866637
Jefferson, ,E-W,49&50,024049,1387,024,49,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326431.60016328,12663.6259146655
Jefferson, ,E-W,49&50,025049,1388,025,49,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326469.65445156,12663.6496128435
Jefferson, ,E-W,49&50,030049,1389,030,49,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326573.61480937,12663.7218278622
Jefferson, ,E-W,49&50,031049,1390,031,49,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326589.77854844,12663.7330167107
Jefferson, ,E-W,49&50,032049,1391,032,49,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326699.78042656,12663.8005216189
Jefferson, ,E-W,49&50,033049,1392,033,49,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326804.28673906,12663.8642107438
Jefferson, ,E-W,49&50,034049,1393,034,49,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326907.41585938,12663.9267157082
Jefferson, ,E-W,49&50,018049,1394,018,49,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325940.33717969,12663.2187373708
Jefferson, ,W-E,50&51,016050,1395,016,50,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326043.0742,12663.2826588259
Jefferson, ,E-W,50&51,019050,1396,019,50,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326371.19672813,12663.58121682
Jefferson, ,W-E,50&51,020050,1397,020,50,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326380.90274687,12663.5886572232
Jefferson, ,W-E,50&51,021050,1398,021,50,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326392.06511406,12663.5973452128
Jefferson, ,E-W,50&51,022050,1399,022,50,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326404.27860781,12663.6060382406
Jefferson, ,E-W,50&51,017050,1400,017,50,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325943.81337969,12663.2163218337
Jefferson, ,W-E,50&51,014050,1401,014,50,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325254.85070313,12662.7316121485
Jefferson, ,W-E,50&51,015050,1402,015,50,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325929.89519375,12663.2052337969
Jefferson, ,W-E,50&51,023050,1403,023,50,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326416.48226953,12663.614726413
Jefferson, ,W-E,50&51,026050,1404,026,50,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326505.6240211,12663.6733160079
Jefferson, ,W-E,50&51,027050,1405,027,50,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326521.78744375,12663.6845045029
Jefferson, ,W-E,50&51,028050,1406,028,50,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326562.76190547,12663.7107078072
Jefferson, ,W-E,50&51,029050,1407,029,50,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326580.38340781,12663.7231489011
Jefferson, ,E-W,50&51,024050,1408,024,50,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326455.99436953,12663.6396769742
Jefferson, ,E-W,50&51,025050,1409,025,50,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326491.95236094,12663.6633702097
Jefferson, ,E-W,50&51,030050,1410,030,50,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326595.51159297,12663.7343425526
Jefferson, ,E-W,50&51,031050,1411,031,50,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326613.13729375,12663.746783843
Jefferson, ,E-W,50&51,032050,1412,032,50,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326721.66754297,12663.8130313746
Jefferson, ,E-W,50&51,033050,1413,033,50,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326828.68689609,12663.8779778419
Jefferson, ,E-W,50&51,034050,1414,034,50,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9327019.36002344,12663.9842595195
Jefferson, ,E-W,50&51,018050,1415,018,50,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325979.71230469,12663.2462472304
Jefferson, ,W-E,51&52,016051,1416,016,51,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326074.11819219,12663.3039162408
Jefferson, ,E-W,51&52,019051,1417,019,51,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326392.03253281,12663.5937217698
Jefferson, ,W-E,51&52,020051,1418,020,51,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326405.69801485,12663.6036621487
Jefferson, ,W-E,51&52,021051,1419,021,51,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326416.44942109,12663.6111026161
Jefferson, ,E-W,51&52,022051,1420,022,51,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326430.11504531,12663.6210431622
Jefferson, ,E-W,51&52,017051,1421,017,51,2000,1041,2000/03/23 00:00:00+00,1 in.=660 ft.,YES,9325978.80238125,12663.2400742778
Jefferson, ,W-E,51&52,014051,1422,014,51,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325293.80761562,12662.7578696164
Jefferson, ,W-E,51&52,015051,1423,015,51,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9325967.39145313,12663.2302387261
Jefferson, ,W-E,51&52,023051,1424,023,51,2000,1044,2000/03/31 00:00:00+00,1 in.=660 ft.,YES,9326443.78074141,12663.6309837918
Jefferson, ,W-E,51&52,026051,1425,026,51,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326531.4802711,12663.688330763
Jefferson, ,W-E,51&52,027051,1426,027,51,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326545.14624063,12663.6982717033
Jefferson, ,W-E,51&52,028051,1427,028,51,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326581.11026719,12663.7219700705
Jefferson, ,W-E,51&52,029051,1428,029,51,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326598.74156719,12663.7344160773
Jefferson, ,E-W,51&52,024051,1429,024,51,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326476.84013125,12663.6521868228
Jefferson, ,E-W,51&52,025051,1430,025,51,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326513.84917578,12663.6758849786
Jefferson, ,E-W,51&52,030051,1431,030,51,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326614.90520703,12663.7456048057
Jefferson, ,E-W,51&52,031051,1432,031,51,2000,1043,2000/03/26 00:00:00+00,1 in.=660 ft.,YES,9326635.44105,12663.7605460431
Jefferson, ,E-W,51&52,032051,1433,032,51,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326743.56444141,12663.8255460568
Jefferson, ,E-W,51&52,033051,1434,033,51,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326845.58317656,12663.8879925193
Jefferson, ,E-W,51&52,034051,1435,034,51,2000,1042,2000/03/24 00:00:00+00,1 in.=660 ft.,YES,9326860.19630625,12663.9067792717
