ObjectId,incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
1547,80-11-050245,Wpns Law Violation,"Rifle, Single-shot                                     ",Marlin Firearms,Model 60 Series,22C,2011/06/28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219.0,White,M,36.0,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.15625,-85.6867393932418,38.1384383234474,,LOJIC
1548,80-11-050245,Wpns Law Violation,"Shotgun, Single-shot                                   ",Iver Johnson Ar,,410G,2011/06/28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219.0,White,M,36.0,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.15625,-85.6867393932418,38.1384383234474,,LOJIC
1549,80-14-033023,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: 4506,45C,2014/05/09 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219.0,White,M,22.0,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.15625,-85.6867393932418,38.1384383234474,,LOJIC
1550,80-16-022210,Narcotics,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",Pistol: Model X,45C,2016/03/16 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219.0,Black,M,23.0,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.15625,-85.6867393932418,38.1384383234474,,LOJIC
1551,80-16-001972,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,22C,2016/01/05 00:00:00+00,INTERSECTION,Ripple Ln / Rural Way,Louisville,KY,40218.0,Black,M,16.0,Ripple Ln / Rural Way Louisville KY 40218,1232168.5,247768.75,-85.6701326418042,38.1717397178164,,LOJIC
1552,80-14-054919,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt140,40C,2014/07/24 00:00:00+00,INTERSECTION,River Park Dr / Southwestern Pky,Louisville,KY,40211.0,Black,M,22.0,River Park Dr / Southwestern Pky Louisville KY 40211,1187936.0,279362.75,-85.8258515229425,38.2565105125006,,LOJIC
1553,80-14-030894,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Beretta (p. Or Pietro),Mod 92,9MM,2014/05/02 00:00:00+00,INTERSECTION,River Rd / E Witherspoon St,Louisville,KY,40206.0,Black,M,19.0,River Rd / E Witherspoon St Louisville KY 40206,1211028.125,279428.53125,-85.7454469592851,38.2577483096989,,LOJIC
1554,80-12-006275,Wpns Law Violation,"Pistol, Revolver                                       ",High (hi) Stand,Sentinel R101,22C,2012/01/23 00:00:00+00,INTERSECTION,River Rd / Zorn Ave,Louisville,KY,40207.0,White,M,22.0,River Rd / Zorn Ave Louisville KY 40207,,,,,,
1555,80-10-052650,Fraud Impersonation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 27 (40 Sw,40C,2010/07/11 00:00:00+00,INTERSECTION,River Rd / Zorn Ave,Louisville,KY,40207.0,White,M,66.0,River Rd / Zorn Ave Louisville KY 40207,,,,,,
1556,80-12-081309,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,Handguns: P Ser,9MM,2012/10/12 00:00:00+00,INTERSECTION,Robinwood Rd / Rosette Blvd,Louisville,KY,40218.0,Black,M,20.0,Robinwood Rd / Rosette Blvd Louisville KY 40218,1232791.0,247408.78125,-85.6679482791226,38.1707776867447,,LOJIC
1557,80-12-053081,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",23c,40C,2012/07/04 00:00:00+00,INTERSECTION,Robinwood Rd / Russett Blvd,Louisville,KY,40218.0,Black,M,28.0,Robinwood Rd / Russett Blvd Louisville KY 40218,1233601.5,245756.03125,-85.6650410351296,38.1662739549954,,LOJIC
1558,80-16-021483,Stolen Property,"Pistol, Semi-automatic                                 ",,Cpx-1,9MM,2016/03/13 00:00:00+00,INTERSECTION,Rockford Ln / Saddlebrook Ln,Shively,KY,40216.0,Black,M,17.0,Rockford Ln / Saddlebrook Ln Shively KY 40216,1180656.5,251281.0625,-85.8495005095427,38.1790646889809,,LOJIC
1559,80-16-021484,Narcotics,"Pistol, Semi-automatic                                 ",,,9MM,2016/03/13 00:00:00+00,INTERSECTION,Rockford Ln / Saddlebrook Ln,Shively,KY,40216.0,Black,M,19.0,Rockford Ln / Saddlebrook Ln Shively KY 40216,1180656.5,251281.0625,-85.8495005095427,38.1790646889809,,LOJIC
1560,80-13-048705,Wpns Law Violation,"Pistol, Revolver                                       ",Fie,,22C,2013/07/02 00:00:00+00,INTERSECTION,Rundill Rd / Uppill Rd,Louisville,KY,40214.0,Black,M,23.0,Rundill Rd / Uppill Rd Louisville KY 40214,1198941.5,247164.6875,-85.7856604852372,38.1686171765595,,LOJIC
1561,80-15-031606,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Tanfoglio Giuseppe,Gt27,25C,2015/04/29 00:00:00+00,INTERSECTION,S 10th St / Cedar Ct,Louisville,KY,40203.0,Null,,,S 10th St / Cedar Ct Louisville KY 40203,,,,,,
1562,80-15-031606,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Tanfoglio Giuseppe,Gt27,25C,2015/04/29 00:00:00+00,INTERSECTION,S 10th St / Cedar Ct,Louisville,KY,40203.0,Null,,,S 10th St / Cedar Ct Louisville KY 40203,,,,,,
1563,80-10-077618,Aggravated Assault,"Pistol, Semi-automatic                                 ",Hipoint,Cf-380,380C,2010/10/02 00:00:00+00,INTERSECTION,S 10th St / Esquire Aly,Louisville,KY,40203.0,Black,M,19.0,S 10th St / Esquire Aly Louisville KY 40203,1204437.375,275918.5,-85.768195194213,38.2478149664673,,LOJIC
1564,80-15-031607,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Taurus,9MM,2015/04/30 00:00:00+00,INTERSECTION,S 10th St / Read Aly,Louisville,KY,40203.0,Null,,,S 10th St / Read Aly Louisville KY 40203,1204524.25,276477.375,-85.7679247974963,38.249353364017,,LOJIC
1565,80-13-059549,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Raven Arms,Mp-25,25C,2013/08/09 00:00:00+00,INTERSECTION,S 10th St / W Broadway,Louisville,KY,40203.0,Black,M,22.0,S 10th St / W Broadway Louisville KY 40203,,,,,,
1566,80-10-081066,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Pt 738,380C,2010/10/14 00:00:00+00,INTERSECTION,S 10th St / W Jefferson St,Louisville,KY,40203.0,Black,F,24.0,S 10th St / W Jefferson St Louisville KY 40203,,,,,,
1567,80-13-001189,Narcotics,"Pistol, Semi-automatic                                 ",Heckler & Koch,,40C,2013/01/05 00:00:00+00,INTERSECTION,S 10th St / W Magnolia Ave,Louisville,KY,40210.0,Black,M,22.0,S 10th St / W Magnolia Ave Louisville KY 40210,,,,,,
1568,80-13-001189,Narcotics,"Pistol, Semi-automatic                                 ",Heckler & Koch,,40C,2013/01/05 00:00:00+00,INTERSECTION,S 10th St / W Magnolia Ave,Louisville,KY,40210.0,Black,M,22.0,S 10th St / W Magnolia Ave Louisville KY 40210,,,,,,
1569,80-10-100924,Aggravated Assault,"Pistol, Revolver                                       ",Rohm,,22C,2010/12/23 00:00:00+00,INTERSECTION,S 10th St / W Muhammad Ali Blvd,Louisville,KY,40203.0,Black,M,43.0,S 10th St / W Muhammad Ali Blvd Louisville KY 40203,1204688.25,277521.625,-85.767413701251,38.2522279114325,,LOJIC
1570,80-12-055370,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,9MM,2012/07/12 00:00:00+00,INTERSECTION,S 11th St / Brashear Dr,Louisville,KY,40210.0,Black,M,27.0,S 11th St / Brashear Dr Louisville KY 40210,,,,,,
1571,80-12-055370,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,9MM,2012/07/12 00:00:00+00,INTERSECTION,S 11th St / Brashear Dr,Louisville,KY,40210.0,Black,M,27.0,S 11th St / Brashear Dr Louisville KY 40210,,,,,,
1572,80-15-004432,Wpns Law Violation,"Pistol, Revolver                                       ",,,357C,2015/01/21 00:00:00+00,INTERSECTION,S 11th St / Cedar Ct,Louisville,KY,40203.0,Black,M,18.0,S 11th St / Cedar Ct Louisville KY 40203,,,,,,
1573,80-16-018813,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jimenez Arms,J A Nine,9MM,2016/03/04 00:00:00+00,INTERSECTION,S 11th St / Cedar Ct,Louisville,KY,40203.0,White,F,27.0,S 11th St / Cedar Ct Louisville KY 40203,,,,,,
1574,80-16-080226,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,Tp9,9MM,2016/09/19 00:00:00+00,INTERSECTION,S 11th St / Esquire Aly,Louisville,KY,40203.0,Black,M,19.0,S 11th St / Esquire Aly Louisville KY 40203,1203967.0,275993.125,-85.7698371548476,38.2479985581789,,LOJIC
1575,80-12-023614,Simple Assault,"Pistol, Semi-automatic                                 ",Phoenix Arms Co.,Raven,25C,2012/03/26 00:00:00+00,INTERSECTION,S 11th St / Fisk Ct,Louisville,KY,40203.0,Black,M,19.0,S 11th St / Fisk Ct Louisville KY 40203,1204247.875,277820.09375,-85.7689641586222,38.2530274651009,,LOJIC
1576,80-16-088318,Aggravated Assault,"Pistol, Semi-automatic                                 ","Keltec, Cnc Industries, Inc                            ",Pmr-30,22C,2016/10/15 00:00:00+00,INTERSECTION,S 11th St / Magazine St,Louisville,KY,40203.0,Black,M,29.0,S 11th St / Magazine St Louisville KY 40203,1204015.5,276320.25,-85.769687088661,38.2488989206585,,LOJIC
1577,80-15-014230,Wpns Law Violation,Null,,Canik55,,2015/02/25 00:00:00+00,INTERSECTION,S 11th St / Magazine St,Louisville,KY,40203.0,Null,,,S 11th St / Magazine St Louisville KY 40203,1204015.5,276320.25,-85.769687088661,38.2488989206585,,LOJIC
1578,80-15-014230,Wpns Law Violation,Null,,Canik55,,2015/02/25 00:00:00+00,INTERSECTION,S 11th St / Magazine St,Louisville,KY,40203.0,Null,,,S 11th St / Magazine St Louisville KY 40203,1204015.5,276320.25,-85.769687088661,38.2488989206585,,LOJIC
1579,80-15-014230,Wpns Law Violation,Null,,Canik55,,2015/02/25 00:00:00+00,INTERSECTION,S 11th St / Magazine St,Louisville,KY,40203.0,Null,,,S 11th St / Magazine St Louisville KY 40203,1204015.5,276320.25,-85.769687088661,38.2488989206585,,LOJIC
1580,80-15-100569,Wpns Law Violation,Null,,,,2015/12/10 00:00:00+00,INTERSECTION,S 11th St / Magazine St,Louisville,KY,40203.0,Black,M,23.0,S 11th St / Magazine St Louisville KY 40203,1204015.5,276320.25,-85.769687088661,38.2488989206585,,LOJIC
1581,80-10-000963,Wpns Law Violation,"Pistol, Revolver                                       ",,,38C,2010/01/05 00:00:00+00,INTERSECTION,S 11th St / S 12th St,Louisville,KY,40210.0,Black,M,43.0,S 11th St / S 12th St Louisville KY 40210,1202590.5,268107.0,-85.7741752324536,38.2262836819339,,LOJIC
1582,80-10-000963,Wpns Law Violation,"Pistol, Revolver                                       ",,,38C,2010/01/05 00:00:00+00,INTERSECTION,S 11th St / S 12th St,Louisville,KY,40210.0,Black,M,43.0,S 11th St / S 12th St Louisville KY 40210,1202590.5,268107.0,-85.7741752324536,38.2262836819339,,LOJIC
1583,80-11-020315,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,357C,2011/03/20 00:00:00+00,INTERSECTION,S 11th St / W Broadway,Louisville,KY,40203.0,Black,M,16.0,S 11th St / W Broadway Louisville KY 40203,,,,,,
1584,80-11-020315,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,357C,2011/03/20 00:00:00+00,INTERSECTION,S 11th St / W Broadway,Louisville,KY,40203.0,Black,M,16.0,S 11th St / W Broadway Louisville KY 40203,,,,,,
1585,80-12-045652,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,,40C,2012/06/09 00:00:00+00,INTERSECTION,S 11th St / W Broadway,Louisville,KY,40203.0,Black,M,28.0,S 11th St / W Broadway Louisville KY 40203,,,,,,
1586,80-11-020315,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Sig-sauer,,9MM,2011/03/20 00:00:00+00,INTERSECTION,S 11th St / W Broadway,Louisville,KY,40203.0,Black,M,16.0,S 11th St / W Broadway Louisville KY 40203,,,,,,
1587,80-11-020315,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Sig-sauer,,9MM,2011/03/20 00:00:00+00,INTERSECTION,S 11th St / W Broadway,Louisville,KY,40203.0,Black,M,16.0,S 11th St / W Broadway Louisville KY 40203,,,,,,
1588,80-16-041316,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2016/05/15 00:00:00+00,INTERSECTION,S 11th St / W Broadway,Louisville,KY,40203.0,White,F,23.0,S 11th St / W Broadway Louisville KY 40203,,,,,,
1589,80-16-041316,Narcotics,"Pistol, Semi-automatic                                 ",Smith & Wesson,,9MM,2016/05/15 00:00:00+00,INTERSECTION,S 11th St / W Broadway,Louisville,KY,40203.0,White,F,23.0,S 11th St / W Broadway Louisville KY 40203,,,,,,
1590,80-16-042247,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Millennium G2,9MM,2016/05/18 00:00:00+00,INTERSECTION,S 11th St / W Broadway,Louisville,KY,40203.0,White,M,52.0,S 11th St / W Broadway Louisville KY 40203,,,,,,
1591,80-13-088774,Wpns Law Violation,Null,Taurus International,Taurus,,2013/11/18 00:00:00+00,INTERSECTION,S 11th St / W Broadway,Louisville,KY,40203.0,Black,M,22.0,S 11th St / W Broadway Louisville KY 40203,,,,,,
1592,80-15-015037,Stolen Property,"Pistol, Revolver                                       ",European American Arms Corp.,,38C,2015/03/01 00:00:00+00,INTERSECTION,S 11th St / W Chestnut St,Louisville,KY,40203.0,Black,M,18.0,S 11th St / W Chestnut St Louisville KY 40203,,,,,,
1593,80-16-026592,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 23/23c (4,40C,2016/03/30 00:00:00+00,INTERSECTION,S 11th St / W Chestnut St,Louisville,KY,40203.0,Null,,,S 11th St / W Chestnut St Louisville KY 40203,,,,,,
1594,80-16-026592,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 23/23c (4,40C,2016/03/30 00:00:00+00,INTERSECTION,S 11th St / W Chestnut St,Louisville,KY,40203.0,Null,,,S 11th St / W Chestnut St Louisville KY 40203,,,,,,
1595,80-14-014650,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Canada,Tp9,9MM,2014/02/28 00:00:00+00,INTERSECTION,S 11th St / W Chestnut St,Louisville,KY,40203.0,Black,F,22.0,S 11th St / W Chestnut St Louisville KY 40203,,,,,,
1596,80-15-093424,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,C9,9MM,2015/11/17 00:00:00+00,INTERSECTION,S 11th St / W Chestnut St,Louisville,KY,40203.0,Black,M,25.0,S 11th St / W Chestnut St Louisville KY 40203,,,,,,
1597,80-15-015037,Stolen Property,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt111,9MM,2015/03/01 00:00:00+00,INTERSECTION,S 11th St / W Chestnut St,Louisville,KY,40203.0,Black,M,23.0,S 11th St / W Chestnut St Louisville KY 40203,,,,,,
1598,80-10-087760,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,9MM,2010/11/05 00:00:00+00,INTERSECTION,S 11th St / W Chestnut St,Louisville,KY,40203.0,Black,M,16.0,S 11th St / W Chestnut St Louisville KY 40203,,,,,,
1599,80-14-083015,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 17/17c (9,9MM,2014/10/28 00:00:00+00,INTERSECTION,S 11th St / W Hill St,Louisville,KY,40210.0,Black,M,32.0,S 11th St / W Hill St Louisville KY 40210,1202658.5,268472.875,-85.773959624185,38.227291331338,,LOJIC
1600,80-11-017143,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Colt,Cobra,38C,2011/03/08 00:00:00+00,INTERSECTION,S 11th St / W Jefferson St,Louisville,KY,40203.0,Black,M,69.0,S 11th St / W Jefferson St Louisville KY 40203,1204366.0,278576.25,-85.7685962743853,38.2551089399791,,LOJIC
1601,80-11-006329,Aggravated Assault,"Pistol, Revolver                                       ",Interamrs,,38C,2011/01/25 00:00:00+00,INTERSECTION,S 16th St / Anderson St,Louisville,KY,40210.0,Black,M,29.0,S 16th St / Anderson St Louisville KY 40210,,,,,,
1602,80-13-024499,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus International,Model Pt145,45C,2013/04/09 00:00:00+00,INTERSECTION,S 18th St / Magazine St,Louisville,KY,40203.0,Black,M,28.0,S 18th St / Magazine St Louisville KY 40203,1200694.25,276845.25,-85.7812810020185,38.2501893313845,,LOJIC
1603,80-11-006329,Aggravated Assault,"Pistol, Revolver                                       ",Interamrs,,38C,2011/01/25 00:00:00+00,INTERSECTION,S 16th St / Anderson St,Louisville,KY,40210.0,Black,M,29.0,S 16th St / Anderson St Louisville KY 40210,,,,,,
1604,80-15-052341,Wpns Law Violation,Null,Rossi - Amadeo Rossi & Co,,,2015/07/08 00:00:00+00,INTERSECTION,S 16th St / Bernheim Ln,Louisville,KY,40210.0,Black,M,23.0,S 16th St / Bernheim Ln Louisville KY 40210,,,,,,
1605,80-16-074423,Wpns Law Violation,Null,Beistegui,Beistegui-herma,,2016/08/30 00:00:00+00,INTERSECTION,S 18th St / Magazine St,Louisville,KY,40203.0,Black,M,22.0,S 18th St / Magazine St Louisville KY 40203,1200694.25,276845.25,-85.7812810020185,38.2501893313845,,LOJIC
1606,80-11-010176,Robbery,"Pistol, Semi-automatic                                 ",Hipoint,Cf-380,380C,2011/02/09 00:00:00+00,INTERSECTION,S 16th St / Gallagher St,Louisville,KY,40210.0,Black,M,15.0,S 16th St / Gallagher St Louisville KY 40210,,,,,,
1607,80-10-073729,Robbery,"Pistol, Revolver                                       ",Smith & Wesson,,32C,2010/09/19 00:00:00+00,INTERSECTION,S 18th St / W Broadway,Louisville,KY,40203.0,Black,M,22.0,S 18th St / W Broadway Louisville KY 40203,,,,,,
1608,80-11-010176,Robbery,"Pistol, Semi-automatic                                 ",Hipoint,Cf-380,380C,2011/02/09 00:00:00+00,INTERSECTION,S 16th St / Gallagher St,Louisville,KY,40210.0,Black,M,15.0,S 16th St / Gallagher St Louisville KY 40210,,,,,,
1609,80-10-073729,Robbery,"Pistol, Revolver                                       ",Smith & Wesson,,32C,2010/09/19 00:00:00+00,INTERSECTION,S 18th St / W Broadway,Louisville,KY,40203.0,Black,M,22.0,S 18th St / W Broadway Louisville KY 40203,,,,,,
1610,80-14-016033,Wpns Law Violation,"Pistol, Revolver                                       ",,Mod 64,22C,2014/03/06 00:00:00+00,INTERSECTION,S 23rd St / Maple St,Louisville,KY,40211.0,Black,M,15.0,S 23rd St / Maple St Louisville KY 40211,,,,,,
1611,80-15-026099,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Diamond Arms Co.,Db9,9MM,2015/04/11 00:00:00+00,INTERSECTION,S 16th St / Maple St,Louisville,KY,40210.0,Null,,,S 16th St / Maple St Louisville KY 40210,,,,,,
1612,80-15-026099,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Diamond Arms Co.,Db9,9MM,2015/04/11 00:00:00+00,INTERSECTION,S 16th St / Maple St,Louisville,KY,40210.0,Null,,,S 16th St / Maple St Louisville KY 40210,,,,,,
