ScoreRecent,GradeRecent,DateRecent,Score2,Grade2,Date2,Score3,Grade3,Date3,permit_number,facility_type,facility_type_description,subtype,subtype_description,premise_name,premise_address,premise_city,premise_state,premise_zip,opening_date,ObjectId
100,A,2023/07/18 00:00:00,99,A,2022/12/19 00:00:00,100,A,2022/06/21 00:00:00,71715,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LIL GENIUS CHILDCARE,1121 W BROADWAY,LOUISVILLE,KY,40203,2006/08/15 00:00:00,1134
100,A,2023/07/05 00:00:00,100,A,2023/01/18 00:00:00,97,A,2022/07/11 00:00:00,108310,605,FOOD SERVICE ESTABLISHMENT,42,CATERERS,HB PRODUCTIONS LLC,303 S SPRING ST,LOUISVILLE,KY,40206,2019/06/20 00:00:00,1135
100,,2023/08/16 00:00:00,100,,2022/09/27 00:00:00,0,,,115209,610,RETAIL FOOD STORES,65,RETAIL BAKERY,BAKED BY BRUSSELL,240 ADAMS ST,LOUISVILLE,KY,40206,2022/04/04 00:00:00,1136
99,A,2023/07/19 00:00:00,100,A,2023/02/02 00:00:00,100,A,2022/08/10 00:00:00,99287,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,RIVER HOUSE,3015 RIVER RD,LOUISVILLE,KY,40207,2016/02/19 00:00:00,1137
98,A,2023/03/23 00:00:00,95,,2023/03/23 00:00:00,98,A,2022/10/07 00:00:00,75536,607,RETAIL/FOOD ESTABLISHMENT,55,"RETAIL-FOOD  10,001 SQ FT OR OVER",KROGER L-763,520 N 35TH ST,LOUISVILLE,KY,40212,2006/02/22 00:00:00,1138
0,,,0,,,0,,,119215,610,RETAIL FOOD STORES,73,MOBILE RETAIL UNIT,MY OH MY LOLLIES,,LOUISVILLE,KY,40202,2023/07/13 00:00:00,1139
100,A,2023/06/09 00:00:00,100,A,2022/12/14 00:00:00,99,A,2022/07/22 00:00:00,108380,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,MAC'S AT MILE WIDE,636 BARRET AVE,LOUISVILLE,KY,40204,2019/07/08 00:00:00,1140
99,A,2023/06/30 00:00:00,99,A,2023/01/05 00:00:00,97,A,2022/06/08 00:00:00,115250,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,SEIDENFADEN'S,1134 E BRECKINRIDGE ST,LOUISVILLE,KY,40204,2022/04/20 00:00:00,1141
100,A,2023/07/19 00:00:00,100,A,2023/02/02 00:00:00,100,A,2022/08/10 00:00:00,99669,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,LEVEE AT THE RIVERHOUSE,3015 RIVER RD,LOUISVILLE,KY,40207,2016/04/13 00:00:00,1142
91,A,2023/06/14 00:00:00,97,,2023/06/14 00:00:00,95,,2022/11/09 00:00:00,78483,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",SHORTY'S FOODMART #2,3501 W BROADWAY,LOUISVILLE,KY,40211,2007/06/28 00:00:00,1143
0,,,0,,,0,,,119216,610,RETAIL FOOD STORES,73,MOBILE RETAIL UNIT,AMERICAN SMOKEHOUSE STADIUM,,LOUISVILLE,KY,40202,2023/07/13 00:00:00,1144
95,A,2022/08/26 00:00:00,95,A,2022/02/11 00:00:00,94,A,2021/08/13 00:00:00,108535,605,FOOD SERVICE ESTABLISHMENT,52,SELF-CONTAINED MOBILE FOOD UNITS,ELKS FOR LIFE,,LOUISVILLE,KY,40202,2019/05/09 00:00:00,1145
100,A,2023/06/02 00:00:00,100,A,2022/11/30 00:00:00,97,A,2022/05/31 00:00:00,115251,605,FOOD SERVICE ESTABLISHMENT,43,FOOD SERVICE COMMISSARY,TRAVELING KITCHEN COMMISSARY,141 N SPRING ST,LOUISVILLE,KY,40206,2022/04/21 00:00:00,1146
100,A,2023/10/17 00:00:00,100,A,2023/03/02 00:00:00,99,A,2022/07/21 00:00:00,99720,605,FOOD SERVICE ESTABLISHMENT,52,SELF-CONTAINED MOBILE FOOD UNITS,SMOK 'N CANTINA,,LOUISVILLE,KY,40202,,1147
100,A,2023/10/04 00:00:00,0,,,0,,,119289,605,FOOD SERVICE ESTABLISHMENT,43,FOOD SERVICE COMMISSARY,MODERN CHEFS OF AMERICA,240 ADAMS ST,LOUISVILLE,KY,40206,2023/06/22 00:00:00,1148
98,A,2023/09/18 00:00:00,95,A,2023/03/27 00:00:00,97,A,2022/10/20 00:00:00,81124,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,LONG JOHN SILVER'S #14,3407 W BROADWAY,LOUISVILLE,KY,40211,2010/02/19 00:00:00,1149
100,A,2023/08/03 00:00:00,0,,,0,,,119352,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,TARTAN HOUSE,1027 E MAIN ST,LOUISVILLE,KY,40206,2023/07/06 00:00:00,1150
99,A,2023/06/06 00:00:00,100,A,2022/12/02 00:00:00,96,A,2022/05/10 00:00:00,109046,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,CHIK'N & MI,1765 MELLWOOD AVE,LOUISVILLE,KY,40206,2019/08/16 00:00:00,1151
100,A,2023/10/05 00:00:00,100,A,2023/05/02 00:00:00,100,A,2022/11/04 00:00:00,99952,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,DANNY MAC'S PIZZA,1860 MELLWOOD AVE STE 112,LOUISVILLE,KY,40206,2016/04/26 00:00:00,1152
98,A,2023/06/02 00:00:00,100,A,2022/11/30 00:00:00,99,A,2022/05/23 00:00:00,115253,605,FOOD SERVICE ESTABLISHMENT,43,FOOD SERVICE COMMISSARY,CHEF & JEFF COMMISSARY,141 N SPRING ST,LOUISVILLE,KY,40206,2022/04/21 00:00:00,1153
99,A,2023/06/02 00:00:00,98,A,2022/11/29 00:00:00,99,A,2022/05/03 00:00:00,81570,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,DIERSEN CENTER / DISMAS CHARITY,1218 W OAK ST,LOUISVILLE,KY,40210,2008/07/15 00:00:00,1154
100,A,2023/06/02 00:00:00,94,A,2022/09/26 00:00:00,96,A,2022/03/22 00:00:00,109338,605,FOOD SERVICE ESTABLISHMENT,42,CATERERS,OFFICE FIRST CATERING,141 N SPRING ST,LOUISVILLE,KY,40206,2019/09/26 00:00:00,1155
99,A,2023/06/08 00:00:00,98,A,2022/11/29 00:00:00,99,A,2022/05/02 00:00:00,82146,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,ST PATRICK CENTER,1301 W MARKET ST,LOUISVILLE,KY,40203,2008/09/23 00:00:00,1156
88,C,2023/07/20 00:00:00,98,A,2023/01/20 00:00:00,99,A,2022/08/12 00:00:00,82715,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,KREATIVE KIDS LEARNING CENTER,2600 W BROADWAY STE 206,LOUISVILLE,KY,40211,2009/01/05 00:00:00,1157
100,A,2023/07/03 00:00:00,96,A,2022/08/12 00:00:00,100,A,2022/02/12 00:00:00,109541,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,BLACK ITALIAN GRIGLIA CUCINA,2009 HIGHLAND AVE,LOUISVILLE,KY,40204,2019/10/15 00:00:00,1158
99,A,2023/09/01 00:00:00,97,A,2023/03/13 00:00:00,99,A,2022/10/11 00:00:00,83756,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,NEE NEE'S ANGELS DAYCARE II,400 S 41ST ST,LOUISVILLE,KY,40212,2009/06/08 00:00:00,1159
99,A,2023/07/19 00:00:00,100,,2023/07/19 00:00:00,100,A,2023/02/21 00:00:00,109571,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",BUTCHERTOWN GROCERY BAKERY,743 E MAIN ST,LOUISVILLE,KY,40202,2019/10/21 00:00:00,1160
95,,2023/01/23 00:00:00,91,,2022/02/15 00:00:00,96,,2021/02/23 00:00:00,84366,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,J&M FOOD MART,2533 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40212,2009/08/27 00:00:00,1161
100,A,2023/06/06 00:00:00,100,A,2022/11/11 00:00:00,98,A,2022/05/17 00:00:00,109581,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,CHICK-FIL-A HSC,500 S PRESTON ST,LOUISVILLE,KY,40202,2019/10/29 00:00:00,1162
89,C,2023/06/27 00:00:00,87,C,2022/11/21 00:00:00,91,C,2022/02/16 00:00:00,84839,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,COMMUNITY TRANSITIONAL SERVICES,1407 W JEFFERSON ST,LOUISVILLE,KY,40203,2009/11/25 00:00:00,1163
86,,2023/06/09 00:00:00,95,,2022/11/28 00:00:00,94,,2022/04/21 00:00:00,84884,610,RETAIL FOOD STORES,61,SUPERMARKET WITH PROCESSING,HAPPY'S MARKET,1201 CECIL AVE,LOUISVILLE,KY,40211,2009/12/07 00:00:00,1164
96,A,2023/04/26 00:00:00,94,A,2022/10/18 00:00:00,99,A,2021/12/27 00:00:00,85497,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,FEED THE CITY,1100 S 26TH ST,LOUISVILLE,KY,40210,2010/03/24 00:00:00,1165
96,A,2023/06/07 00:00:00,89,A,2022/12/02 00:00:00,95,A,2022/05/13 00:00:00,86171,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,WEST END TOKEN CLUB,708 S 16TH ST,LOUISVILLE,KY,40210,2010/06/18 00:00:00,1166
100,A,2023/10/10 00:00:00,100,A,2023/03/30 00:00:00,100,A,2022/10/11 00:00:00,86223,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,KIDZ CLUB PORTLAND LLC,225 N 25TH ST,LOUISVILLE,KY,40212,2010/06/24 00:00:00,1167
94,A,2023/05/23 00:00:00,94,,2023/05/23 00:00:00,95,A,2022/11/11 00:00:00,86963,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",SHORTY'S FOOD MART #4,1711 W BROADWAY,LOUISVILLE,KY,40203,2010/10/12 00:00:00,1168
95,A,2023/07/05 00:00:00,90,A,2022/12/05 00:00:00,90,C,2022/05/23 00:00:00,88047,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,DAIRY QUEEN,2058 PORTLAND AVE,LOUISVILLE,KY,40212,2011/03/29 00:00:00,1169
96,,2023/07/24 00:00:00,94,,2022/08/11 00:00:00,97,,2021/06/29 00:00:00,89248,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,DOLLAR TREE #04601,2815 W BROADWAY,LOUISVILLE,KY,40211,2011/08/26 00:00:00,1170
99,A,2023/05/22 00:00:00,98,A,2022/11/14 00:00:00,98,A,2022/03/09 00:00:00,89592,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LOVE & PRAYER CHILDCARE,1933 W MADISON ST,LOUISVILLE,KY,40203,2011/11/03 00:00:00,1171
100,,2023/10/11 00:00:00,97,,2022/10/20 00:00:00,100,,2021/07/26 00:00:00,89632,610,RETAIL FOOD STORES,63,RETAIL WITH LIMITED SERVICE,KIDS CAFE NEIGHBORHOOD HOUSE,201 N 25TH ST,LOUISVILLE,KY,40212,2011/11/17 00:00:00,1172
99,A,2023/07/25 00:00:00,88,C,2023/01/20 00:00:00,97,A,2022/08/15 00:00:00,89764,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,FUTURE LEADERS CHILD DEVELOPMENT,2331 W  MADISON ST,LOUISVILLE,KY,40211,2011/12/30 00:00:00,1173
97,,2022/10/18 00:00:00,98,,2021/07/20 00:00:00,100,,2019/10/16 00:00:00,89911,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,FANTASTIC MARKET,2600 BANK ST,LOUISVILLE,KY,40212,2012/02/27 00:00:00,1174
83,C,2023/06/09 00:00:00,95,A,2022/12/02 00:00:00,89,C,2022/06/03 00:00:00,90708,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,SUBWAY,2716 W BROADWAY,LOUISVILLE,KY,40211,2012/06/15 00:00:00,1175
91,,2023/10/09 00:00:00,94,,2022/10/14 00:00:00,96,,2021/07/09 00:00:00,91098,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,DOLLAR GENERAL #13244,1631 W MARKET ST,LOUISVILLE,KY,40203,2012/08/16 00:00:00,1176
98,A,2023/07/25 00:00:00,99,A,2023/01/05 00:00:00,100,A,2022/08/08 00:00:00,91391,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,WRIGHT PLACE DAY CARE,600 S 18TH ST,LOUISVILLE,KY,40203,2012/07/31 00:00:00,1177
98,,2022/11/23 00:00:00,99,,2021/11/01 00:00:00,99,,2020/10/19 00:00:00,91915,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,WALGREENS #15183,3410 W BROADWAY,LOUISVILLE,KY,40211,2012/10/29 00:00:00,1178
99,A,2023/09/21 00:00:00,100,A,2023/02/23 00:00:00,97,A,2022/10/07 00:00:00,92294,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,EMMA L MINNIS JR. ACADEMY,1939 MAGAZINE ST,LOUISVILLE,KY,40203,2013/03/06 00:00:00,1179
98,A,2023/05/26 00:00:00,99,A,2022/11/15 00:00:00,100,A,2022/04/19 00:00:00,92586,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LIL SMILES LEARNING ACADEMY DUMESNIL,1240 S 28TH ST,LOUISVILLE,KY,40211,2013/04/10 00:00:00,1180
100,A,2023/07/19 00:00:00,100,A,2023/02/02 00:00:00,100,A,2022/08/10 00:00:00,109705,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,SAVOR AT RIVERHOUSE,3015 RIVER RD,LOUISVILLE,KY,40207,2019/11/11 00:00:00,1181
98,A,2023/06/07 00:00:00,97,A,2022/11/18 00:00:00,97,A,2022/07/06 00:00:00,109820,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,HIGH HORSE,1032 STORY AVE,LOUISVILLE,KY,40206,2019/11/19 00:00:00,1182
96,A,2023/09/01 00:00:00,97,A,2023/03/08 00:00:00,99,A,2022/09/06 00:00:00,92905,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,KIDDIE COLLEGE OF LOUISVILLE,3201 W BROADWAY,LOUISVILLE,KY,40211,2013/04/26 00:00:00,1183
99,A,2023/09/29 00:00:00,99,A,2023/04/14 00:00:00,98,A,2022/10/11 00:00:00,110058,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,AGAVE AND RYE,426 BAXTER AVE,LOUISVILLE,KY,40204,2020/01/23 00:00:00,1184
96,A,2023/04/06 00:00:00,98,A,2022/10/17 00:00:00,99,A,2021/12/16 00:00:00,92939,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,PORTLAND BEER DEPOT,3633 PFLANZ AVE,LOUISVILLE,KY,40212,2013/05/30 00:00:00,1185
96,,2023/10/16 00:00:00,98,,2022/10/10 00:00:00,96,,2021/07/02 00:00:00,93193,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,FAMILY DOLLAR #20912,3421 W BROADWAY,LOUISVILLE,KY,40211,2013/07/01 00:00:00,1186
98,A,2023/08/03 00:00:00,94,C,2023/02/03 00:00:00,97,A,2022/09/01 00:00:00,93386,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,CUDDLES 2 CUDDLES,3400 RIVER PARK DR,LOUISVILLE,KY,40211,2013/06/24 00:00:00,1187
97,A,2023/04/05 00:00:00,94,,2023/04/05 00:00:00,97,A,2022/10/06 00:00:00,93399,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",DINO'S II,2601 W BROADWAY,LOUISVILLE,KY,40211,2013/06/25 00:00:00,1188
99,A,2023/09/21 00:00:00,100,A,2023/02/23 00:00:00,98,A,2022/10/07 00:00:00,93923,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,EMMA L MINNIS PRE K,1939 MAGAZINE ST,LOUISVILLE,KY,40203,2013/09/12 00:00:00,1189
96,A,2023/09/12 00:00:00,94,A,2023/02/23 00:00:00,97,A,2022/10/10 00:00:00,94280,605,FOOD SERVICE ESTABLISHMENT,33,SCHOOL CAFETERIA OR FOOD SERVICE,WEST END SCHOOL,3628 VIRGINIA AVE,LOUISVILLE,KY,40211,2013/10/29 00:00:00,1190
98,,2022/10/27 00:00:00,94,,2022/01/25 00:00:00,95,,2021/03/01 00:00:00,94440,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,FAMILY DOLLAR #30270,2124 BANK ST,LOUISVILLE,KY,40212,2013/12/09 00:00:00,1191
100,A,2023/06/21 00:00:00,100,A,2022/11/09 00:00:00,99,A,2022/03/08 00:00:00,95494,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,41ST ST FAMILY CARE CENTER,132 S 41ST ST,LOUISVILLE,KY,40212,2014/05/28 00:00:00,1192
98,A,2023/05/17 00:00:00,98,A,2022/11/15 00:00:00,98,A,2022/03/14 00:00:00,96749,605,FOOD SERVICE ESTABLISHMENT,42,CATERERS,RAMSEY'S RECIPES,3812 W BROADWAY,LOUISVILLE,KY,40211,2014/12/31 00:00:00,1193
84,C,2023/05/01 00:00:00,97,A,2022/11/10 00:00:00,96,A,2022/03/11 00:00:00,96849,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,SUBWAY,533 N 22ND ST,LOUISVILLE,KY,40212,2015/01/20 00:00:00,1194
99,A,2023/09/06 00:00:00,99,A,2023/03/02 00:00:00,97,A,2022/09/27 00:00:00,96872,605,FOOD SERVICE ESTABLISHMENT,43,FOOD SERVICE COMMISSARY,PLEASE & THANK YOU BAKERY,231 N 17TH ST,LOUISVILLE,KY,40203,2015/01/15 00:00:00,1195
97,A,2023/10/02 00:00:00,99,A,2023/03/31 00:00:00,98,A,2022/10/18 00:00:00,97032,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,THE LEARNING TREE CHILD DEVELOPMENT CENTER,3131 W BROADWAY,LOUISVILLE,KY,40211,2015/03/09 00:00:00,1196
99,A,2023/09/01 00:00:00,99,A,2023/03/08 00:00:00,90,C,2022/09/09 00:00:00,97664,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,SMILING FACES CHILD DEVELOPMENT CENTER,3719 W BROADWAY,LOUISVILLE,KY,40211,2015/06/02 00:00:00,1197
96,,2023/02/24 00:00:00,95,,2022/03/16 00:00:00,96,,2021/04/04 00:00:00,98345,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,DOLLAR GENERAL #15669,1201 DIXIE HWY,LOUISVILLE,KY,40210,2015/09/11 00:00:00,1198
98,A,2023/10/16 00:00:00,95,A,2023/03/22 00:00:00,96,A,2022/09/28 00:00:00,98705,605,FOOD SERVICE ESTABLISHMENT,43,FOOD SERVICE COMMISSARY,CHEF SPACE,1812 W MUHAMMAD ALI BLVD,LOUISVILLE,KY,40203,2015/11/05 00:00:00,1199
97,A,2023/10/09 00:00:00,97,A,2023/03/06 00:00:00,100,A,2022/10/11 00:00:00,98787,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,TABLE,1800 PORTLAND AVE,LOUISVILLE,KY,40203,2015/10/30 00:00:00,1200
97,A,2023/06/27 00:00:00,99,A,2022/12/20 00:00:00,97,A,2022/06/09 00:00:00,103948,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,OSKAR'S SLIDER BAR,3799 POPLAR LEVEL RD,LOUISVILLE,KY,40217,2017/11/27 00:00:00,1201
99,,2023/10/04 00:00:00,97,,2022/10/10 00:00:00,100,,2021/09/29 00:00:00,103962,610,RETAIL FOOD STORES,63,RETAIL WITH LIMITED SERVICE,MARIPOSA PLACE,1520 BAXTER AVE,LOUISVILLE,KY,40205,2017/12/01 00:00:00,1202
96,A,2023/06/27 00:00:00,94,A,2022/12/06 00:00:00,96,A,2022/03/22 00:00:00,104047,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,SARINO,1030 GOSS AVE,LOUISVILLE,KY,40217,2017/12/15 00:00:00,1203
97,,2023/06/22 00:00:00,97,,2022/06/28 00:00:00,94,,2021/07/09 00:00:00,104690,610,RETAIL FOOD STORES,62,PRE-PACKAGED RETAIL,I LOVE LIQUORS OF GERMANTOWN,1036 GOSS AVE,LOUISVILLE,KY,40217,2018/03/23 00:00:00,1204
100,,2023/04/22 00:00:00,100,,2021/11/03 00:00:00,99,,2020/09/29 00:00:00,105028,603,RESTRICTED FOOD CONCESSIONS,51,MOBILE RESTRICTED CONCESSION,KONA ICE 2332,,LOUISVILLE,KY,40202,2018/05/02 00:00:00,1205
95,A,2023/05/18 00:00:00,94,A,2022/11/21 00:00:00,93,A,2022/04/20 00:00:00,105091,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,LOUIE'S HOT CHICKEN & BARBEQUE,4222 POPLAR LEVEL RD,LOUISVILLE,KY,40213,2018/05/07 00:00:00,1206
97,A,2023/08/11 00:00:00,100,,2023/08/11 00:00:00,99,A,2023/02/03 00:00:00,105179,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",HOME 2 SUITES AIRPORT,3000 CRITTENDEN DR,LOUISVILLE,KY,40209,2018/05/17 00:00:00,1207
94,A,2023/08/30 00:00:00,96,A,2023/03/16 00:00:00,94,A,2022/09/08 00:00:00,105897,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,LAS CAZUELAS,4214 BISHOP LN,LOUISVILLE,KY,40218,2018/08/15 00:00:00,1208
100,A,2023/10/12 00:00:00,100,A,2023/02/28 00:00:00,100,A,2022/09/27 00:00:00,105979,605,FOOD SERVICE ESTABLISHMENT,31,FOOD SERVICE (DAY CARE / CHILD CARE CENTER,LOUISVILLE MALE ANNEX,4425 PRESTON HWY,LOUISVILLE,KY,40219,2018/08/22 00:00:00,1209
97,A,2023/10/05 00:00:00,96,A,2023/03/28 00:00:00,95,A,2022/09/29 00:00:00,105983,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,DERBY CITY GAMING EATS,4520 POPLAR LEVEL RD,LOUISVILLE,KY,40213,2018/08/23 00:00:00,1210
97,A,2023/07/27 00:00:00,100,,2023/07/27 00:00:00,99,A,2023/01/30 00:00:00,106285,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",TRU BY HILTON,810 PHILLIPS LN,LOUISVILLE,KY,40209,2018/10/17 00:00:00,1211
100,A,2023/06/07 00:00:00,100,A,2022/12/02 00:00:00,99,A,2022/04/21 00:00:00,106417,605,FOOD SERVICE ESTABLISHMENT,32,FOOD SERVICE (HOSPITAL / NURSING HOME,AUDUBON HOSPITAL BISTRO,1 AUDUBON PLAZA,LOUISVILLE,KY,40217,2018/11/01 00:00:00,1212
94,A,2023/08/17 00:00:00,95,A,2023/03/01 00:00:00,87,C,2022/08/31 00:00:00,106548,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,LA TORTA LOCA,5213 PRESTON HWY,LOUISVILLE,KY,40213,2018/12/05 00:00:00,1213
100,A,2023/08/28 00:00:00,100,,2023/08/28 00:00:00,100,A,2023/03/15 00:00:00,106800,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",SURE STAY PLUS LOUISVILLE AIRPORT,4125 PRESTON HWY,LOUISVILLE,KY,40213,2019/01/10 00:00:00,1214
93,A,2023/08/28 00:00:00,96,A,2023/03/10 00:00:00,93,A,2022/09/09 00:00:00,106950,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,SUPER 8,101 CENTRAL AVE,LOUISVILLE,KY,40209,2019/02/13 00:00:00,1215
99,A,2023/08/25 00:00:00,99,,2023/08/25 00:00:00,98,A,2023/03/16 00:00:00,107163,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",THORNTONS #60,3320 PRESTON HWY,LOUISVILLE,KY,40213,2019/03/08 00:00:00,1216
98,A,2023/08/16 00:00:00,98,,2023/08/16 00:00:00,96,A,2023/03/08 00:00:00,107242,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",THORNTONS #96,4516 POPLAR LEVEL RD,LOUISVILLE,KY,40213,2019/03/25 00:00:00,1217
97,A,2023/06/27 00:00:00,100,,2023/06/27 00:00:00,99,A,2022/12/20 00:00:00,107281,607,RETAIL/FOOD ESTABLISHMENT,54,"RETAIL-FOOD  10,000 SQ FT OR LESS",SMOR BAKERI AT OSKAR'S,3797 POPLAR LEVEL RD,LOUISVILLE,KY,40213,2019/03/25 00:00:00,1218
98,A,2023/08/04 00:00:00,100,A,2023/04/27 00:00:00,0,,,55365,605,FOOD SERVICE ESTABLISHMENT,52,SELF-CONTAINED MOBILE FOOD UNITS,ICE CREAM CONCEPTS #1,,LOUISVILLE,KY,40202,1996/05/20 00:00:00,1219
97,A,2023/06/05 00:00:00,97,A,2022/11/30 00:00:00,0,,,107314,605,FOOD SERVICE ESTABLISHMENT,52,SELF-CONTAINED MOBILE FOOD UNITS,TACOS LA TROPICANA,,LOUISVILLE,KY,40202,2019/04/03 00:00:00,1220
95,A,2023/05/17 00:00:00,94,A,2022/10/21 00:00:00,94,A,2021/11/02 00:00:00,107347,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,21ST AMENDMENT TAVERN,1481 S SHELBY ST,LOUISVILLE,KY,40217,2019/04/05 00:00:00,1221
94,A,2023/05/24 00:00:00,94,A,2022/11/28 00:00:00,92,A,2022/05/05 00:00:00,107540,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,FOUR PEGS,1053 GOSS AVE,LOUISVILLE,KY,40217,2019/04/09 00:00:00,1222
98,A,2023/05/31 00:00:00,96,A,2022/11/22 00:00:00,94,A,2022/03/23 00:00:00,107596,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,WENDYS,4029 POPLAR LEVEL RD,LOUISVILLE,KY,40213,2019/04/04 00:00:00,1223
96,A,2023/07/31 00:00:00,94,A,2023/01/24 00:00:00,94,A,2022/09/19 00:00:00,107597,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,WENDYS,5101 PRESTON HWY,LOUISVILLE,KY,40213,2019/03/27 00:00:00,1224
99,A,2023/06/02 00:00:00,98,A,2022/11/30 00:00:00,98,A,2022/05/20 00:00:00,107750,605,FOOD SERVICE ESTABLISHMENT,11,FOOD SERVICE,TACO BELL #36159,3125 POPLAR LEVEL RD,LOUISVILLE,KY,40213,2019/04/04 00:00:00,1225
100,,2023/06/09 00:00:00,100,,2019/07/12 00:00:00,0,,,107928,603,RESTRICTED FOOD CONCESSIONS,51,MOBILE RESTRICTED CONCESSION,SNOWHAT SNOBALLS,,LOUISVILLE,KY,40202,2019/05/17 00:00:00,1226
