OBJECTID,GEOID10,Under18_Tot,Under5_Tot,Under5_ER,Under5_Hosp,FivePlus_Tot,FivePlus_ER,Tot_ER_Visits,Tot_Hosp_Visits,AsthmaCt,Diabetes1Ct,Diabetes2Ct,DiabetesOtherCt,PctUndr5ER,PctOvr5ER,PctAsthma,PctDiabetes,Shape__Area,Shape__Length
290,2615300000,,,,,,,,,,0,0,0,,,,,18489909110.248,649411.796552745
291,2606371260,35.0,19.0,6.0,13.0,16.0,,11.0,24.0,,0,0,0,0.315789473684211,,,0.0,1342180571.76563,192222.086161087
292,2606370140,25.0,10.0,,7.0,15.0,6.0,9.0,16.0,,0,0,0,,0.4,,0.0,1413325915.45117,153937.721871605
293,2606365700,49.0,17.0,,12.0,32.0,13.0,18.0,31.0,,0,0,0,,0.40625,,0.0,4748232237.37598,333689.648409938
294,2606365180,,,,,,,,,,0,0,0,,,,,107644143.47168,42649.6520519936
295,2606362360,13.0,,,,11.0,,,8.0,,0,0,0,,,,0.0,1004433101.71875,126794.902006202
296,2606360520,50.0,23.0,8.0,15.0,27.0,9.0,17.0,33.0,,0,0,0,0.347826086956522,0.333333333333333,,0.0,985664286.610352,125600.955658076
297,2606352600,44.0,16.0,6.0,10.0,28.0,11.0,17.0,27.0,,0,0,0,0.375,0.392857142857143,,0.0,993884721.308594,126119.615163681
298,2606350360,18.0,8.0,,,10.0,,6.0,12.0,,0,0,0,,,,0.0,658521166.291016,104854.857572529
299,2606347640,34.0,17.0,6.0,11.0,17.0,7.0,13.0,21.0,,0,0,0,0.352941176470588,0.411764705882353,,0.0,998051914.09082,126383.044894178
300,2607176080,30.0,14.0,,9.0,16.0,7.0,12.0,18.0,,0,0,0,,0.4375,,0.0,5309159492.67969,590544.652165445
301,2607152300,21.0,10.0,,7.0,11.0,,7.0,14.0,,0,0,0,,,,0.0,3786482293.89258,318435.417191855
302,2607150860,,,,,,,,,,0,0,0,,,,,3005485392.5625,253090.554282983
303,2607141000,44.0,15.0,,10.0,29.0,11.0,16.0,28.0,,0,0,0,,0.379310344827586,,0.0,6783677303.95703,437771.154940793
304,2607140980,265.0,115.0,43.0,72.0,150.0,66.0,109.0,156.0,8.0,0,0,0,0.373913043478261,0.44,0.030188679245283,0.0,188922015.794922,68950.1560098759
305,2607137580,7.0,,,,,,,,,0,0,0,,,,0.0,4354330095.84375,274986.002376465
306,2607131160,6.0,,,,,,,,,0,0,0,,,,0.0,45854621.8007813,31282.8451230065
307,2607119150,36.0,14.0,,10.0,22.0,8.0,12.0,24.0,,0,0,0,,0.363636363636364,,0.0,6584046864.55273,505731.045490213
308,2607119140,85.0,39.0,15.0,24.0,46.0,17.0,32.0,53.0,,0,0,0,0.384615384615385,0.369565217391304,,0.0,101178134.875,65749.1892116333
309,2614751600,193.0,80.0,30.0,50.0,113.0,49.0,79.0,114.0,,0,0,0,0.375,0.433628318584071,,0.0,68537936.0424805,61790.1752764995
310,2614749800,23.0,8.0,,,15.0,,6.0,17.0,,0,0,0,,,,0.0,1005246645.71777,126845.785238512
311,2614743160,281.0,140.0,51.0,89.0,141.0,65.0,116.0,165.0,7.0,0,0,0,0.364285714285714,0.460992907801418,0.0249110320284698,0.0,1043858213.7915,132287.631832632
312,2614742740,87.0,33.0,10.0,23.0,54.0,22.0,32.0,55.0,,0,0,0,0.303030303030303,0.407407407407407,,0.0,1000309501.86328,126672.75558057
313,2614740920,109.0,52.0,19.0,33.0,57.0,19.0,38.0,71.0,6.0,0,0,0,0.365384615384615,0.333333333333333,0.055045871559633,0.0,603044196.881836,104405.5583659
314,2614735220,48.0,21.0,6.0,15.0,27.0,10.0,16.0,32.0,,0,0,0,0.285714285714286,0.37037037037037,,0.0,1001594808.8457,126545.03749935
315,2613761680,85.0,41.0,14.0,27.0,44.0,16.0,30.0,55.0,,0,0,0,0.341463414634146,0.363636363636364,,0.0,988487281.157227,125904.883500195
316,2613748140,64.0,20.0,,15.0,44.0,16.0,21.0,43.0,,0,0,0,,0.363636363636364,,0.0,950786937.974609,171104.478223542
317,2613737360,83.0,38.0,14.0,24.0,45.0,17.0,31.0,52.0,,0,0,0,0.368421052631579,0.377777777777778,,0.0,1971529166.34473,187747.480865921
318,2613731720,205.0,95.0,35.0,60.0,110.0,48.0,83.0,122.0,11.0,0,0,0,0.368421052631579,0.436363636363636,0.0536585365853659,0.0,134781133.797852,140676.726443827
319,2613725620,32.0,13.0,,9.0,19.0,7.0,11.0,21.0,,0,0,0,,0.368421052631579,,0.0,1012507987.30176,126962.503512903
320,2613722840,13.0,6.0,,,7.0,,,9.0,,0,0,0,,,,0.0,983234923.657227,125423.403894156
321,2613718320,76.0,30.0,10.0,20.0,46.0,18.0,28.0,48.0,,0,0,0,0.333333333333333,0.391304347826087,,0.0,3018523446.71094,252910.08168033
322,2613715280,52.0,23.0,8.0,15.0,29.0,11.0,19.0,33.0,,0,0,0,0.347826086956522,0.379310344827586,,0.0,1918497684.83105,186364.033719763
323,2613714840,40.0,15.0,,11.0,25.0,10.0,14.0,26.0,,0,0,0,,0.4,,0.0,2852448880.52539,249784.993498323
324,2613704780,195.0,95.0,37.0,58.0,100.0,41.0,78.0,117.0,,0,0,0,0.389473684210526,0.41,,0.0,856408116.924805,194133.943726261
325,2615909240,140.0,57.0,22.0,35.0,83.0,36.0,58.0,82.0,,0,0,0,0.385964912280702,0.433734939759036,,0.0,977671246.713379,131254.312462847
326,2615905160,132.0,56.0,19.0,37.0,76.0,34.0,53.0,79.0,,0,0,0,0.339285714285714,0.447368421052632,,0.0,963090273.270508,148840.515236559
327,2615905140,158.0,78.0,29.0,49.0,80.0,35.0,64.0,94.0,,0,0,0,0.371794871794872,0.4375,,0.0,52928595.9465332,45317.9272498542
328,2615903500,99.0,45.0,17.0,28.0,54.0,21.0,38.0,61.0,,0,0,0,0.377777777777778,0.388888888888889,,0.0,972815014.466797,139138.778120771
329,2615903140,347.0,147.0,52.0,95.0,200.0,80.0,132.0,215.0,,0,0,0,0.353741496598639,0.4,,0.0,975308377.261475,125032.143068766
330,2611368280,49.0,26.0,11.0,15.0,23.0,8.0,19.0,30.0,,0,0,0,0.423076923076923,0.347826086956522,,0.0,992547589.363281,138528.668913409
331,2611367840,71.0,36.0,14.0,22.0,35.0,14.0,28.0,43.0,,0,0,0,0.388888888888889,0.4,,0.0,973587985.001953,126352.281232536
332,2611364460,26.0,9.0,,6.0,17.0,8.0,11.0,15.0,,0,0,0,,0.470588235294118,,0.0,1002674134.50293,126635.757405844
333,2611359280,29.0,12.0,,9.0,17.0,,8.0,21.0,,0,0,0,,,,0.0,2025075765.75098,190277.173223742
334,2611349980,44.0,26.0,12.0,14.0,18.0,8.0,20.0,24.0,,0,0,0,0.461538461538462,0.444444444444444,,0.0,34900819.3193359,30482.44885407
335,2611344480,26.0,14.0,,9.0,12.0,,9.0,17.0,,0,0,0,,,,0.0,29230514.9130859,28986.7466956144
336,2604587840,91.0,37.0,13.0,24.0,54.0,21.0,34.0,57.0,,0,0,0,0.351351351351351,0.388888888888889,,0.0,977538130.652832,126194.827679654
337,2604583180,75.0,38.0,9.0,29.0,37.0,16.0,25.0,50.0,,0,0,0,0.236842105263158,0.432432432432432,,0.0,989372763.486816,149029.404208039
338,2604581980,82.0,34.0,12.0,22.0,48.0,17.0,29.0,53.0,,0,0,0,0.352941176470588,0.354166666666667,,0.0,1013524757.86279,127304.044891078
339,2604577440,75.0,33.0,11.0,22.0,42.0,17.0,28.0,47.0,,0,0,0,0.333333333333333,0.404761904761905,,0.0,1017073491.96143,127618.48266772
340,2604570020,42.0,16.0,,13.0,26.0,10.0,13.0,29.0,,0,0,0,,0.384615384615385,,0.0,1016688642.78613,127579.340478106
341,2604566100,79.0,44.0,18.0,26.0,35.0,15.0,33.0,46.0,7.0,0,0,0,0.409090909090909,0.428571428571429,0.0886075949367089,0.0,50748821.0805664,53151.237501764
342,2604560700,60.0,25.0,9.0,16.0,35.0,15.0,24.0,36.0,,0,0,0,0.36,0.428571428571429,,0.0,910405085.381836,182754.137130108
343,2604560580,48.0,21.0,7.0,14.0,27.0,11.0,18.0,30.0,,0,0,0,0.333333333333333,0.407407407407407,,0.0,28469646.9506836,21317.4407844989
344,2606344300,25.0,11.0,,8.0,14.0,,8.0,17.0,,0,0,0,,,,0.0,2510736532.01758,224012.341765027
345,2606340020,15.0,7.0,,,8.0,,6.0,9.0,,0,0,0,,,,0.0,995129959.530273,126094.428655924
346,2606339960,31.0,12.0,,9.0,19.0,7.0,10.0,21.0,,0,0,0,,0.368421052631579,,0.0,982747196.344727,125310.146230083
347,2606336460,54.0,25.0,10.0,15.0,29.0,12.0,22.0,32.0,,0,0,0,0.4,0.413793103448276,,0.0,58133218.8515625,40167.6621448952
348,2606334260,38.0,20.0,6.0,14.0,18.0,7.0,13.0,25.0,,0,0,0,0.3,0.388888888888889,,0.0,987678150.046875,125650.565405148
349,2606333080,,,,,,,,,,0,0,0,,,,,1391875278.09668,152927.520836081
350,2606327120,51.0,22.0,7.0,15.0,29.0,12.0,19.0,32.0,,0,0,0,0.318181818181818,0.413793103448276,,0.0,3923862230.77051,262028.963487643
351,2606323540,27.0,11.0,,6.0,16.0,6.0,11.0,16.0,6.0,0,0,0,,0.375,0.222222222222222,0.0,1003143160.07031,126653.483197607
352,2602784920,114.0,57.0,21.0,36.0,57.0,24.0,45.0,69.0,,0,0,0,0.368421052631579,0.421052631578947,,0.0,970628169.793701,139680.327272751
353,2615563720,101.0,56.0,20.0,36.0,45.0,13.0,33.0,68.0,,0,0,0,0.357142857142857,0.288888888888889,,0.0,881597147.174316,189438.242883669
354,2615563700,74.0,29.0,10.0,19.0,45.0,18.0,28.0,46.0,,0,0,0,0.344827586206897,0.4,,0.0,88474131.5234375,64528.475598222
355,2615561960,126.0,54.0,17.0,37.0,72.0,25.0,42.0,84.0,,0,0,0,0.314814814814815,0.347222222222222,,0.0,896168047.768066,191256.705875214
356,2615561940,890.0,439.0,150.0,289.0,451.0,194.0,344.0,546.0,25.0,0,0,0,0.341685649202733,0.430155210643016,0.0280898876404494,0.0,149679543.739258,109917.568718672
357,2615557400,47.0,20.0,,15.0,27.0,8.0,13.0,34.0,,0,0,0,,0.296296296296296,,0.0,996188239.105469,126217.10835069
358,2615553680,47.0,21.0,,16.0,26.0,8.0,13.0,34.0,,0,0,0,,0.307692307692308,,0.0,692430507.933594,107206.437331878
359,2607113860,,,,,,,,,,0,0,0,,,,,39841026.0859375,26439.3764928949
360,2607105860,30.0,13.0,,9.0,17.0,7.0,11.0,19.0,,0,0,0,,0.411764705882353,,0.0,3677131682.01563,411797.630250362
361,2614734420,38.0,25.0,8.0,17.0,13.0,,11.0,27.0,,0,0,0,0.32,,,0.0,832786315.901367,115900.793106017
362,2614729760,187.0,93.0,34.0,59.0,94.0,42.0,76.0,111.0,,0,0,0,0.365591397849462,0.446808510638298,,0.0,447419443.996582,108224.739950775
363,2614725960,60.0,19.0,6.0,13.0,41.0,17.0,23.0,37.0,,0,0,0,0.315789473684211,0.414634146341463,,0.0,985550529.086426,125717.215819389
364,2614723820,51.0,24.0,8.0,16.0,27.0,10.0,18.0,33.0,,0,0,0,0.333333333333333,0.37037037037037,,0.0,218607227.02002,89234.562402307
