OBJECTID,GEOID10,Under18_Tot,Under5_Tot,Under5_ER,Under5_Hosp,FivePlus_Tot,FivePlus_ER,Tot_ER_Visits,Tot_Hosp_Visits,AsthmaCt,Diabetes1Ct,Diabetes2Ct,DiabetesOtherCt,PctUndr5ER,PctOvr5ER,PctAsthma,PctDiabetes,Shape__Area,Shape__Length
556,2608113660,107.0,54.0,18.0,36.0,53.0,12.0,30.0,77.0,,0,0,0,0.333333333333333,0.226415094339623,,0.0,971560972.880859,123192.295950466
557,2608113080,135.0,60.0,17.0,43.0,75.0,19.0,36.0,99.0,,0,0,0,0.283333333333333,0.253333333333333,,0.0,1030548338.06543,129858.436352716
558,2608112500,199.0,88.0,27.0,61.0,111.0,38.0,65.0,134.0,10.0,0,0,0,0.306818181818182,0.342342342342342,0.050251256281407,0.0,994973290.907715,126579.154630099
559,2608112240,449.0,211.0,70.0,141.0,238.0,91.0,161.0,288.0,16.0,0,0,0,0.33175355450237,0.382352941176471,0.0356347438752784,0.0,1008235042.9165,139411.633593347
560,2608109780,73.0,26.0,7.0,19.0,47.0,16.0,23.0,50.0,,0,0,0,0.269230769230769,0.340425531914894,,0.0,1004176724.08643,126775.836923967
561,2608101840,334.0,174.0,62.0,112.0,160.0,58.0,120.0,214.0,19.0,0,0,0,0.35632183908046,0.3625,0.0568862275449102,0.0,1009399812.43018,127713.057573795
562,2600522740,15.0,,,,10.0,,6.0,9.0,,0,0,0,,,,0.0,54933942.1791992,38001.2370839708
563,2600584900,95.0,50.0,18.0,32.0,45.0,16.0,34.0,61.0,,0,0,0,0.36,0.355555555555556,,0.0,931885863.90918,144646.80670964
564,2600584880,133.0,67.0,22.0,45.0,66.0,24.0,46.0,87.0,,0,0,0,0.328358208955224,0.363636363636364,,0.0,84285441.3227539,47708.1256547589
565,2600528120,59.0,26.0,6.0,20.0,33.0,10.0,16.0,43.0,,0,0,0,0.230769230769231,0.303030303030303,,0.0,790923965.643066,166756.006168462
566,2600527740,67.0,35.0,14.0,21.0,32.0,14.0,28.0,39.0,,0,0,0,0.4,0.4375,,0.0,30873736.59375,30292.9730939019
567,2600522680,146.0,53.0,19.0,34.0,93.0,35.0,54.0,92.0,,0,0,0,0.358490566037736,0.376344086021505,,0.0,1008265105.9082,127073.08879586
568,2600516720,94.0,45.0,16.0,29.0,49.0,21.0,37.0,57.0,,0,0,0,0.355555555555556,0.428571428571429,,0.0,989122567.879883,137262.984524299
569,2600515200,144.0,82.0,33.0,49.0,62.0,27.0,60.0,84.0,6.0,0,0,0,0.402439024390244,0.435483870967742,0.0416666666666667,0.0,1001108535.26855,126513.32481231
570,2600513700,108.0,42.0,16.0,26.0,66.0,29.0,45.0,63.0,,0,0,0,0.380952380952381,0.439393939393939,,0.0,1085418505.74878,138677.740914008
571,2613150460,,,,,,,,,,0,0,0,,,,,1973168263.42188,189453.645981229
572,2613140760,,,,,,,,,,0,0,0,,,,,2500703899.45508,253501.827061615
573,2613135960,,,,,,,,,,0,0,0,,,,,2995046423.26367,252818.002754391
574,2613135000,30.0,13.0,,8.0,17.0,7.0,12.0,18.0,,0,0,0,,0.411764705882353,,0.0,3169911815.23438,299516.433060454
575,2613113520,10.0,7.0,,,,,,7.0,,0,0,0,,,,0.0,6318894801.01953,394924.469188865
576,2613109460,,,,,,,,,,0,0,0,,,,,2584877204.94141,358483.276588507
577,2613107640,9.0,,,,6.0,,,,,0,0,0,,,,0.0,3029788988.91211,222800.222697119
578,2613100000,,,,,,,,,,0,0,0,,,,,67639039511.8125,1067320.30640956
579,2608101160,167.0,76.0,23.0,53.0,91.0,29.0,52.0,115.0,,0,0,0,0.302631578947368,0.318681318681319,,0.0,973512855.041992,133978.233083313
580,2608100240,68.0,29.0,7.0,22.0,39.0,11.0,18.0,50.0,,0,0,0,0.241379310344828,0.282051282051282,,0.0,1034443624.26123,137328.244097681
581,2600584580,57.0,32.0,12.0,20.0,25.0,11.0,23.0,34.0,,0,0,0,0.375,0.44,,0.0,1006179823.35449,126609.255019677
582,2600581580,86.0,46.0,18.0,28.0,40.0,17.0,35.0,51.0,,0,0,0,0.391304347826087,0.425,,0.0,1002907137.45605,126783.878479708
583,2600580620,111.0,60.0,23.0,37.0,51.0,21.0,44.0,67.0,,0,0,0,0.383333333333333,0.411764705882353,,0.0,997787243.51123,126469.05815295
584,2600574980,,,,,,,,,,0,0,0,,,,,1114451.86450195,6092.40226645784
585,2600571720,63.0,25.0,9.0,16.0,38.0,14.0,23.0,40.0,,0,0,0,0.36,0.368421052631579,,0.0,675154348.626953,140328.778585571
586,2600571700,19.0,7.0,,,12.0,,8.0,11.0,,0,0,0,,,,0.0,40911215.9599609,29337.7359007558
587,2600571100,117.0,56.0,16.0,40.0,61.0,24.0,40.0,77.0,,0,0,0,0.285714285714286,0.39344262295082,,0.0,1004401304.46777,126870.397247847
588,2600501280,153.0,75.0,27.0,48.0,78.0,31.0,58.0,95.0,,0,0,0,0.36,0.397435897435897,,0.0,888605358.76709,193520.294547187
589,2600501260,231.0,104.0,41.0,63.0,127.0,59.0,100.0,131.0,14.0,0,0,0,0.394230769230769,0.464566929133858,0.0606060606060606,0.0,118776296.048828,66516.3847248061
590,2600500000,,,,,,,,,,0,0,0,,,,,27617250059.2568,693969.668372926
591,2600564740,131.0,70.0,29.0,41.0,61.0,27.0,56.0,75.0,10.0,0,0,0,0.414285714285714,0.442622950819672,0.0763358778625954,0.0,57392467.8200684,48956.1727425499
592,2600561820,68.0,30.0,12.0,18.0,38.0,15.0,27.0,41.0,,0,0,0,0.4,0.394736842105263,,0.0,995743319.717285,126186.192627126
593,2600561640,153.0,66.0,26.0,40.0,87.0,38.0,64.0,89.0,,0,0,0,0.393939393939394,0.436781609195402,,0.0,943780383.242432,183495.948376075
594,2600561620,176.0,83.0,30.0,53.0,93.0,43.0,73.0,103.0,,0,0,0,0.36144578313253,0.462365591397849,,0.0,59518734.0410156,56653.6962636501
595,2600555200,82.0,41.0,14.0,27.0,41.0,17.0,31.0,51.0,,0,0,0,0.341463414634146,0.414634146341463,,0.0,1003196729.33496,126782.057591728
596,2600552000,93.0,42.0,15.0,27.0,51.0,19.0,34.0,59.0,,0,0,0,0.357142857142857,0.372549019607843,,0.0,1002600129.03467,126990.679352642
597,2600550840,75.0,27.0,9.0,18.0,48.0,16.0,25.0,50.0,,0,0,0,0.333333333333333,0.333333333333333,,0.0,1002188838.92773,135887.290423875
598,2605179860,78.0,32.0,12.0,20.0,46.0,19.0,31.0,47.0,,0,0,0,0.375,0.41304347826087,,0.0,982071698.319336,138732.6682794
599,2605173140,46.0,21.0,9.0,12.0,25.0,12.0,21.0,25.0,,0,0,0,0.428571428571429,0.48,,0.0,985490264.443359,125617.992391757
600,2605172240,25.0,7.0,,,18.0,8.0,11.0,14.0,,0,0,0,,0.444444444444444,,0.0,655513626.920898,105099.907817721
601,2605170500,94.0,43.0,16.0,27.0,51.0,20.0,36.0,58.0,,0,0,0,0.372093023255814,0.392156862745098,,0.0,987871777.801758,128159.083351568
602,2605106660,64.0,27.0,9.0,18.0,37.0,17.0,26.0,38.0,,0,0,0,0.333333333333333,0.459459459459459,,0.0,36578669.6416016,38765.5384705641
603,2600546760,119.0,54.0,15.0,39.0,65.0,24.0,39.0,80.0,,0,0,0,0.277777777777778,0.369230769230769,,0.0,992153567.354492,133932.931839043
604,2608589040,53.0,22.0,8.0,14.0,31.0,15.0,23.0,30.0,,0,0,0,0.363636363636364,0.483870967741936,,0.0,992749551.515625,126523.503565577
605,2608585060,118.0,55.0,23.0,32.0,63.0,31.0,54.0,64.0,,0,0,0,0.418181818181818,0.492063492063492,,0.0,990675892.540039,125937.575239203
606,2608577740,,,,,,,,,,0,0,0,,,,,996994048.166016,126498.9437227
607,2608571680,14.0,,,,9.0,,,11.0,,0,0,0,,,,0.0,985591817.37207,125741.782817004
608,2608564880,151.0,60.0,25.0,35.0,91.0,39.0,64.0,87.0,,0,0,0,0.416666666666667,0.428571428571429,,0.0,983968718.396484,125774.212317033
609,2608564440,41.0,24.0,8.0,16.0,17.0,7.0,15.0,26.0,,0,0,0,0.333333333333333,0.411764705882353,,0.0,990198851.152344,125952.129662505
610,2608563120,19.0,9.0,,,10.0,,9.0,10.0,,0,0,0,,,,0.0,997417394.117188,126695.716692528
611,2608557480,53.0,31.0,12.0,19.0,22.0,10.0,22.0,31.0,,0,0,0,0.387096774193548,0.454545454545455,,0.0,2031149274.14844,192070.675926797
612,2609982453,,,,,,,,,,0,0,0,,,,,17858042.9477539,17659.0484797928
613,2609984120,348.0,166.0,50.0,116.0,182.0,64.0,114.0,234.0,9.0,0,0,0,0.301204819277108,0.351648351648352,0.0258620689655172,0.0,1024413178.43115,128092.173892808
614,2609984000,4549.0,2291.0,805.0,1486.0,2258.0,969.0,1774.0,2775.0,379.0,12,8,0,0.351374945438673,0.429140832595217,0.0833150142888547,0.0043965706748736,960485328.967773,156140.476417589
615,2606317140,61.0,23.0,9.0,14.0,38.0,13.0,22.0,39.0,,0,0,0,0.391304347826087,0.342105263157895,,0.0,971592479.666016,159869.041358455
616,2606314600,29.0,10.0,,7.0,19.0,8.0,11.0,18.0,,0,0,0,,0.421052631578947,,0.0,987026663.508789,125865.495218105
617,2606313780,68.0,24.0,9.0,15.0,44.0,17.0,26.0,42.0,,0,0,0,0.375,0.386363636363636,,0.0,4024939541.50098,309967.542137429
618,2606310940,54.0,30.0,12.0,18.0,24.0,9.0,21.0,33.0,,0,0,0,0.4,0.375,,0.0,989475587.466797,125803.141950661
619,2606309060,13.0,10.0,,6.0,,,,8.0,,0,0,0,,,,0.0,1002852759.18164,126642.549418511
620,2606308420,35.0,12.0,,8.0,23.0,9.0,13.0,22.0,,0,0,0,,0.391304347826087,,0.0,999885825.213867,126499.693363013
621,2608544320,26.0,12.0,,8.0,14.0,7.0,11.0,15.0,,0,0,0,,0.5,,0.0,1001664766.7207,126501.515963512
622,2608525440,38.0,15.0,6.0,9.0,23.0,10.0,16.0,22.0,,0,0,0,0.4,0.434782608695652,,0.0,986025214.306641,125828.397337417
623,2608525260,25.0,9.0,,6.0,16.0,7.0,10.0,15.0,,0,0,0,,0.4375,,0.0,1024959281.06445,127828.878378355
624,2608524800,20.0,9.0,,6.0,11.0,,7.0,13.0,,0,0,0,,,,0.0,1017806069.5957,128146.334136587
625,2608522800,23.0,14.0,6.0,8.0,9.0,,10.0,13.0,,0,0,0,0.428571428571429,,,0.0,1029922751.6748,128353.446487336
626,2602752140,71.0,37.0,15.0,22.0,34.0,13.0,28.0,43.0,,0,0,0,0.405405405405405,0.382352941176471,,0.0,572210639.467041,98858.609639637
627,2602751480,124.0,46.0,16.0,30.0,78.0,32.0,48.0,76.0,,0,0,0,0.347826086956522,0.41025641025641,,0.0,972349275.447021,125015.706310653
628,2602744140,171.0,73.0,24.0,49.0,98.0,39.0,63.0,108.0,,0,0,0,0.328767123287671,0.397959183673469,,0.0,965573442.603271,150774.428357214
629,2613965320,57.0,23.0,8.0,15.0,34.0,12.0,20.0,37.0,,0,0,0,0.347826086956522,0.352941176470588,,0.0,1107045631.1123,176719.603072237
630,2613962460,202.0,103.0,35.0,68.0,99.0,29.0,64.0,138.0,6.0,0,0,0,0.339805825242718,0.292929292929293,0.0297029702970297,0.0,594358561.725586,102085.219692725
631,2613960460,119.0,54.0,16.0,38.0,65.0,23.0,39.0,80.0,,0,0,0,0.296296296296296,0.353846153846154,,0.0,1009637608.71436,127120.729410005
632,2613941520,110.0,46.0,15.0,31.0,64.0,26.0,41.0,69.0,,0,0,0,0.326086956521739,0.40625,,0.0,988822389.293457,138564.558035326
633,2613939800,142.0,75.0,27.0,48.0,67.0,24.0,51.0,91.0,,0,0,0,0.36,0.358208955223881,,0.0,115327857.013672,57949.970921841
634,2613938660,682.0,350.0,114.0,236.0,332.0,118.0,232.0,450.0,19.0,0,0,0,0.325714285714286,0.355421686746988,0.0278592375366569,0.0,766066585.128906,170320.073951035
635,2609188640,114.0,41.0,14.0,27.0,73.0,29.0,43.0,71.0,,0,0,0,0.341463414634146,0.397260273972603,,0.0,994592409.555176,126183.186319747
636,2603156100,46.0,21.0,7.0,14.0,25.0,10.0,17.0,29.0,,0,0,0,0.333333333333333,0.4,,0.0,997124512.548828,126092.467428742
637,2603153100,13.0,,,,9.0,,,10.0,,0,0,0,,,,0.0,1001300698.63477,126804.080582556
638,2603150300,10.0,,,,8.0,,,6.0,,0,0,0,,,,0.0,347836573.003906,122774.224445715
639,2603143820,42.0,14.0,,10.0,28.0,10.0,14.0,28.0,,0,0,0,,0.357142857142857,,0.0,1284664181.80664,148681.409465083
640,2603140820,97.0,35.0,13.0,22.0,62.0,26.0,39.0,58.0,,0,0,0,0.371428571428571,0.419354838709677,,0.0,1039214989.24023,139934.868338552
641,2603137480,16.0,9.0,,6.0,7.0,,6.0,10.0,,0,0,0,,,,0.0,972455279.900391,125826.442818103
642,2613938640,732.0,377.0,127.0,250.0,355.0,149.0,276.0,456.0,35.0,0,0,0,0.336870026525199,0.419718309859155,0.0478142076502732,0.0,253324681.724609,97822.0928278949
643,2613933360,256.0,138.0,46.0,92.0,118.0,43.0,89.0,167.0,8.0,0,0,0,0.333333333333333,0.364406779661017,0.03125,0.0,822760569.100098,169408.196191504
644,2613933340,258.0,127.0,42.0,85.0,131.0,49.0,91.0,167.0,,0,0,0,0.330708661417323,0.374045801526718,,0.0,205227301.203125,91405.8779107119
645,2613931880,608.0,284.0,90.0,194.0,324.0,107.0,197.0,411.0,6.0,0,0,0,0.316901408450704,0.330246913580247,0.0098684210526315,0.0,949821906.524902,159394.267173029
646,2613927960,52.0,23.0,6.0,17.0,29.0,13.0,19.0,33.0,,0,0,0,0.260869565217391,0.448275862068966,,0.0,100049828.799805,52546.9894030023
647,2613918800,92.0,42.0,15.0,27.0,50.0,19.0,34.0,58.0,8.0,0,0,0,0.357142857142857,0.38,0.0869565217391304,0.0,930936610.037109,134865.364842391
648,2613918020,120.0,60.0,21.0,39.0,60.0,27.0,48.0,72.0,6.0,0,0,0,0.35,0.45,0.05,0.0,134180572.450195,48986.109535939
649,2613915300,55.0,25.0,12.0,13.0,30.0,10.0,22.0,33.0,,0,0,0,0.48,0.333333333333333,,0.0,998362422.46875,126434.845576366
650,2613908940,109.0,59.0,18.0,41.0,50.0,11.0,29.0,80.0,,0,0,0,0.305084745762712,0.22,,0.0,1013767199.28125,127428.294064242
651,2609179140,46.0,25.0,10.0,15.0,21.0,10.0,20.0,26.0,,0,0,0,0.4,0.476190476190476,,0.0,352285718.637695,139773.583733476
652,2609179120,240.0,103.0,38.0,65.0,137.0,56.0,94.0,146.0,6.0,0,0,0,0.368932038834951,0.408759124087591,0.025,0.0,165689671.329102,79339.5831566891
653,2609172440,54.0,26.0,11.0,15.0,28.0,12.0,23.0,31.0,,0,0,0,0.423076923076923,0.428571428571429,,0.0,1118494093.78534,154481.520254041
654,2609169360,45.0,18.0,,15.0,27.0,10.0,13.0,32.0,,0,0,0,,0.37037037037037,,0.0,1000682630.01001,126871.962618263
655,2604385520,,,,,,,,,,0,0,0,,,,,3127957182.88672,226604.168003774
656,2604384700,24.0,14.0,,9.0,10.0,,8.0,16.0,,0,0,0,,,,0.0,2522055353.71875,246619.972210729
657,2604370600,32.0,14.0,,10.0,18.0,7.0,11.0,21.0,,0,0,0,,0.388888888888889,,0.0,4550967594.98828,349917.643914718
658,2604359240,40.0,15.0,,10.0,25.0,9.0,14.0,26.0,,0,0,0,,0.36,,0.0,2535434213.70898,311663.222703164
659,2604359220,168.0,71.0,23.0,48.0,97.0,37.0,60.0,108.0,,0,0,0,0.323943661971831,0.381443298969072,,0.0,246129392.0625,65005.3357297774
660,2600369160,17.0,,,,13.0,,6.0,11.0,,0,0,0,,,,0.0,2266007404.91211,200927.219272386
661,2600360820,11.0,,,,8.0,,,6.0,,0,0,0,,,,0.0,2898853233.6875,227354.563730453
662,2600356220,63.0,28.0,8.0,20.0,35.0,14.0,22.0,41.0,,0,0,0,0.285714285714286,0.4,,0.0,6090786454.56836,455244.127817848
663,2600356200,79.0,33.0,8.0,25.0,46.0,18.0,26.0,53.0,,0,0,0,0.242424242424242,0.391304347826087,,0.0,252770170.982422,82565.1091873908
664,2600352360,11.0,,,,6.0,,,8.0,,0,0,0,,,,0.0,2014380060.77539,190341.252511815
665,2600347540,14.0,6.0,,,8.0,,,10.0,,0,0,0,,,,0.0,2102132589.29492,254674.868206751
666,2603134200,37.0,15.0,6.0,9.0,22.0,10.0,16.0,21.0,,0,0,0,0.4,0.454545454545455,,0.0,1618045432.08594,174571.846074027
667,2603129400,38.0,11.0,,7.0,27.0,11.0,15.0,23.0,,0,0,0,,0.407407407407407,,0.0,1941183715.94531,187512.07666555
668,2603125400,14.0,6.0,,,8.0,,,10.0,,0,0,0,,,,0.0,995080127.837891,126672.493763905
669,2603115000,335.0,139.0,50.0,89.0,196.0,87.0,137.0,198.0,10.0,0,0,0,0.359712230215827,0.443877551020408,0.0298507462686567,0.0,195347933.476563,72360.7039938241
670,2603111980,10.0,,,,7.0,,,7.0,,0,0,0,,,,0.0,979970231.011719,125613.966463955
671,2603107420,116.0,44.0,18.0,26.0,72.0,32.0,50.0,66.0,,0,0,0,0.409090909090909,0.444444444444444,,0.0,1742927696.83594,235698.828903048
672,2613901360,249.0,117.0,36.0,81.0,132.0,48.0,84.0,165.0,7.0,0,0,0,0.307692307692308,0.363636363636364,0.0281124497991968,0.0,893473657.199707,132981.238951371
673,2613900000,,,,,,,,,,0,0,0,,,,,29358817716.189,717241.826349622
674,2609169340,107.0,50.0,20.0,30.0,57.0,24.0,44.0,63.0,,0,0,0,0.4,0.421052631578947,,0.0,1006282123.66772,126761.569373487
675,2609168580,44.0,21.0,7.0,14.0,23.0,7.0,14.0,30.0,,0,0,0,0.333333333333333,0.304347826086957,,0.0,1139335329.01959,135618.753720198
676,2609168540,58.0,29.0,11.0,18.0,29.0,12.0,23.0,35.0,,0,0,0,0.379310344827586,0.413793103448276,,0.0,799451885.44873,121175.09892768
677,2609166840,163.0,76.0,28.0,48.0,87.0,35.0,63.0,100.0,10.0,0,0,0,0.368421052631579,0.402298850574713,0.0613496932515337,0.0,1018188295.0105,131654.013370508
678,2609162240,89.0,32.0,13.0,19.0,57.0,23.0,36.0,53.0,,6,0,0,0.40625,0.403508771929825,,0.0674157303370787,1025741850.98462,135427.67450835
679,2609160260,33.0,17.0,6.0,11.0,16.0,7.0,13.0,20.0,,0,0,0,0.352941176470588,0.4375,,0.0,1174053253.83801,147694.970774025
680,2604343300,247.0,107.0,37.0,70.0,140.0,48.0,85.0,162.0,,0,0,0,0.345794392523364,0.342857142857143,,0.0,127963050.597656,57128.3763563018
681,2604340960,374.0,189.0,49.0,140.0,185.0,65.0,114.0,260.0,,0,0,0,0.259259259259259,0.351351351351351,,0.0,224676183.677734,75833.8827360799
682,2604327660,19.0,8.0,,,11.0,,6.0,13.0,,0,0,0,,,,0.0,4021251668.59766,318398.57181783
683,2604310220,130.0,53.0,14.0,39.0,77.0,30.0,44.0,86.0,,0,0,0,0.264150943396226,0.38961038961039,,0.0,1897422331.29883,312884.395067346
684,2604310200,13.0,9.0,,6.0,,,,9.0,,0,0,0,,,,0.0,2470660403.57813,250743.446794202
685,2607388040,46.0,17.0,6.0,11.0,29.0,12.0,18.0,28.0,,0,0,0,0.352941176470588,0.413793103448276,,0.0,1020218535.8291,127833.999316247
686,2600333380,,,,,,,,,,0,0,0,,,,,1373849350.71484,153511.934697146
687,2600311960,8.0,,,,6.0,,,,,0,0,0,,,,0.0,7222651163.90039,367638.098113185
688,2600304460,22.0,,,,18.0,7.0,7.0,15.0,,0,0,0,,0.388888888888889,,0.0,4421487780.21289,343792.049985294
689,2600300000,,,,,,,,,,0,0,0,,,,,112783960069.658,1506092.22355427
690,2603106500,56.0,25.0,10.0,15.0,31.0,14.0,24.0,32.0,,0,0,0,0.4,0.451612903225806,,0.0,667899126.964844,113358.002372967
691,2603101720,48.0,23.0,9.0,14.0,25.0,12.0,21.0,27.0,,0,0,0,0.391304347826087,0.48,,0.0,904544896.654297,120664.006719369
692,2603100000,,,,,,,,,,0,0,0,,,,,2439864765.32227,389386.483166793
693,2609155500,116.0,57.0,20.0,37.0,59.0,25.0,45.0,71.0,,6,0,0,0.350877192982456,0.423728813559322,,0.0517241379310345,59102254.9086304,37982.4866678767
694,2609152820,61.0,32.0,13.0,19.0,29.0,9.0,22.0,39.0,,0,0,0,0.40625,0.310344827586207,,0.0,1328005120.15698,147354.822448147
695,2609150540,211.0,100.0,38.0,62.0,111.0,49.0,87.0,124.0,14.0,0,0,0,0.38,0.441441441441441,0.0663507109004739,0.0,854623508.609375,156526.831021087
696,2609150520,34.0,14.0,,11.0,20.0,7.0,10.0,24.0,,0,0,0,,0.35,,0.0,911310795.022949,120678.812550804
697,2609139740,36.0,14.0,,9.0,22.0,9.0,14.0,22.0,,0,0,0,,0.409090909090909,,0.0,1016631710.01196,157427.165868578
698,2607382000,37.0,17.0,6.0,11.0,20.0,,11.0,26.0,,0,0,0,0.352941176470588,,,0.0,994704558.040039,159878.399032545
699,2607381340,228.0,108.0,41.0,67.0,120.0,54.0,95.0,133.0,18.0,0,0,0,0.37962962962963,0.45,0.0789473684210526,0.0,794152927.80957,243099.284156129
700,2607373200,180.0,83.0,35.0,48.0,97.0,46.0,81.0,99.0,,0,0,0,0.421686746987952,0.474226804123711,,0.0,995573590.59082,126496.396201993
701,2607369300,52.0,21.0,10.0,11.0,31.0,12.0,22.0,30.0,,0,0,0,0.476190476190476,0.387096774193548,,0.0,1000694812.43652,126455.39966618
702,2607359360,66.0,27.0,11.0,16.0,39.0,18.0,29.0,37.0,,0,0,0,0.407407407407407,0.461538461538462,,0.0,1001642973.84863,126684.590168631
703,2607356020,447.0,226.0,85.0,141.0,221.0,99.0,184.0,263.0,28.0,0,0,0,0.376106194690265,0.447963800904977,0.0626398210290828,0.0,218307755.955078,115859.614852081
704,2607347660,62.0,24.0,9.0,15.0,38.0,16.0,25.0,37.0,,0,0,0,0.375,0.421052631578947,,0.0,1009825557.5957,127082.991993021
705,2607341160,91.0,32.0,11.0,21.0,59.0,26.0,37.0,54.0,,0,0,0,0.34375,0.440677966101695,,0.0,1014294964.50391,127360.043207193
706,2607332200,54.0,21.0,7.0,14.0,33.0,13.0,20.0,34.0,,0,0,0,0.333333333333333,0.393939393939394,,0.0,1004101890.83398,126811.130404747
707,2600983300,7.0,,,,,,,,,0,0,0,,,,0.0,993551848.285156,126480.308722332
708,2600980100,12.0,,,,7.0,,,8.0,,0,0,0,,,,0.0,589061403.264648,130869.604673839
709,2600976260,22.0,11.0,,8.0,11.0,,7.0,15.0,,0,0,0,,,,0.0,961831310.133789,124183.403179287
710,2600954440,39.0,18.0,6.0,12.0,21.0,6.0,12.0,27.0,,0,0,0,0.333333333333333,0.285714285714286,,0.0,1218653547.46875,179502.296232981
711,2600950640,264.0,109.0,36.0,73.0,155.0,62.0,98.0,166.0,8.0,0,0,0,0.330275229357798,0.4,0.0303030303030303,0.0,1992219035.04199,189586.972734515
712,2600942400,40.0,17.0,,12.0,23.0,9.0,14.0,26.0,,0,0,0,,0.391304347826087,,0.0,983924784.510742,145524.329113334
713,2600941960,25.0,11.0,,8.0,14.0,6.0,9.0,16.0,,0,0,0,,0.428571428571429,,0.0,983420803.848633,125679.513997436
714,2600937500,25.0,11.0,,8.0,14.0,,8.0,17.0,,0,0,0,,,,0.0,643594012.635742,120255.884107963
715,2609139720,131.0,68.0,28.0,40.0,63.0,27.0,55.0,76.0,,0,0,0,0.411764705882353,0.428571428571429,,0.0,61222796.9633789,38074.4533020421
716,2609130320,66.0,29.0,9.0,20.0,37.0,16.0,25.0,41.0,,0,0,0,0.310344827586207,0.432432432432432,,0.0,1092767018.45239,131169.55210855
717,2609127020,61.0,25.0,10.0,15.0,36.0,15.0,25.0,36.0,,0,0,0,0.4,0.416666666666667,,0.0,1171937281.23669,137364.371634726
718,2609122820,86.0,35.0,11.0,24.0,51.0,20.0,31.0,55.0,,0,0,0,0.314285714285714,0.392156862745098,,0.0,981082404.524902,125249.48367009
719,2609121200,39.0,19.0,7.0,12.0,20.0,8.0,15.0,24.0,,0,0,0,0.368421052631579,0.4,,0.0,701354583.060547,127215.487120143
720,2609116500,82.0,40.0,14.0,26.0,42.0,15.0,29.0,53.0,,0,0,0,0.35,0.357142857142857,,0.0,507567956.27832,95955.3284480063
721,2604185240,105.0,45.0,12.0,33.0,60.0,19.0,31.0,74.0,,0,0,0,0.266666666666667,0.316666666666667,,0.0,1115197878.7793,235277.010156824
722,2604156500,20.0,9.0,,7.0,11.0,,6.0,14.0,,0,0,0,,,,0.0,5279417199.48828,345281.072892315
723,2604152220,47.0,19.0,,14.0,28.0,8.0,13.0,34.0,,0,0,0,,0.285714285714286,,0.0,4765678378.49609,298731.631797862
724,2604151260,26.0,12.0,,8.0,14.0,6.0,10.0,16.0,,0,0,0,,0.428571428571429,,0.0,3027060319.57031,254079.837996548
725,2607330680,60.0,19.0,6.0,13.0,41.0,17.0,23.0,37.0,,0,0,0,0.315789473684211,0.414634146341463,,0.0,1000698227.55273,126750.587947324
726,2607321680,65.0,34.0,13.0,21.0,31.0,13.0,26.0,39.0,,0,0,0,0.382352941176471,0.419354838709677,,0.0,1015952018.11621,127487.341332232
727,2607321140,60.0,24.0,9.0,15.0,36.0,15.0,24.0,36.0,,0,0,0,0.375,0.416666666666667,,0.0,999101222.030273,126399.924269105
728,2607317060,42.0,24.0,11.0,13.0,18.0,9.0,20.0,22.0,,0,0,0,0.458333333333333,0.5,,0.0,1004682904.98828,126629.518849931
729,2607316880,96.0,47.0,21.0,26.0,49.0,21.0,42.0,54.0,,0,0,0,0.446808510638298,0.428571428571429,,0.0,1009858216.87109,127146.478846533
730,2607315920,,,,,,,,,,0,0,0,,,,,15284561.5507813,37195.5851307945
731,2607315580,223.0,114.0,42.0,72.0,109.0,49.0,91.0,132.0,,0,0,0,0.368421052631579,0.44954128440367,,0.0,1008218416.26367,127042.846669718
732,2607311140,69.0,34.0,14.0,20.0,35.0,14.0,28.0,41.0,,0,0,0,0.411764705882353,0.4,,0.0,997407366.393555,126540.928190843
733,2600929600,26.0,11.0,,9.0,15.0,,7.0,19.0,,0,0,0,,,,0.0,935863065.611328,134642.742886714
734,2600925340,42.0,22.0,,17.0,20.0,6.0,11.0,31.0,,0,0,0,,0.3,,0.0,305928122.456055,93892.2579739347
735,2600924640,37.0,18.0,6.0,12.0,19.0,7.0,13.0,24.0,,0,0,0,0.333333333333333,0.368421052631579,,0.0,987092545.65625,125794.241732886
736,2600919400,58.0,28.0,8.0,20.0,30.0,11.0,19.0,39.0,,0,0,0,0.285714285714286,0.366666666666667,,0.0,982494227.898438,125008.723442913
737,2600915380,24.0,11.0,,8.0,13.0,,7.0,17.0,,0,0,0,,,,0.0,991702715.735352,126059.055651306
738,2600914420,47.0,20.0,,15.0,27.0,9.0,14.0,33.0,,0,0,0,,0.333333333333333,,0.0,873803307.985352,116238.59425649
739,2600905240,57.0,26.0,6.0,20.0,31.0,11.0,17.0,40.0,,0,0,0,0.230769230769231,0.354838709677419,,0.0,1430654977.41992,153465.649439514
740,2600900000,,,,,,,,,,0,0,0,,,,,1922772837.12402,308964.156909912
741,2609563500,61.0,24.0,8.0,16.0,37.0,15.0,23.0,38.0,,0,0,0,0.333333333333333,0.405405405405405,,0.0,3002804926.16016,253414.376483174
742,2609550440,193.0,87.0,27.0,60.0,106.0,41.0,68.0,125.0,8.0,0,0,0,0.310344827586207,0.386792452830189,0.0414507772020725,0.0,16914937134.4922,610063.962491924
