OBJECTID,GEOID,NAME,B27011_001E,B27011_002E,B27011_003E,B27011_004E,B27011_005E,B27011_006E,B27011_007E,B27011_008E,B27011_009E,B27011_010E,B27011_011E,B27011_012E,B27011_013E,B27011_014E,B27011_015E,B27011_016E,B27011_017E,ACS_VINTAGE,JURISDICTION,CRA_NO,CRA_GRP,GEN_ALIAS,DETL_NAMES,TRACT_LABEL
484,53033032402,"Census Tract 324.02, King County, Washington",4578,3722,3670,3527,3470,106,143,52,16,16,0,36,856,856,727,177,0,5Y20,King County Balance,,,,,324.02
485,53033032500,"Census Tract 325, King County, Washington",3597,2874,2763,2601,2524,131,162,111,85,32,56,26,723,678,470,246,45,5Y20,King County Balance,,,,,325.0
486,53033032601,"Census Tract 326.01, King County, Washington",1792,1452,1401,1345,1340,119,56,51,29,15,14,22,340,277,253,24,63,5Y20,King County Balance,,,,,326.01
487,53033032603,"Census Tract 326.03, King County, Washington",2529,2192,2147,2091,2077,14,56,45,45,45,0,0,337,337,323,14,0,5Y20,King County Balance,,,,,326.03
488,53033032604,"Census Tract 326.04, King County, Washington",3425,3114,3024,3013,2998,71,11,90,90,90,19,0,311,311,290,36,0,5Y20,King County Balance,,,,,326.04
489,53033032605,"Census Tract 326.05, King County, Washington",2354,2184,2163,2143,2143,34,20,21,21,21,21,0,170,170,170,0,0,5Y20,King County Balance,,,,,326.05
490,53033032703,"Census Tract 327.03, King County, Washington",1392,1208,1173,1140,1059,91,33,35,32,32,0,3,184,140,121,19,44,5Y20,King County Balance,,,,,327.03
491,53033032704,"Census Tract 327.04, King County, Washington",4706,3769,3610,3217,3005,299,393,159,145,103,42,14,937,676,529,188,261,5Y20,King County Balance,,,,,327.04
492,53033032705,"Census Tract 327.05, King County, Washington",2200,1720,1665,1634,1623,120,31,55,55,55,0,0,480,480,446,74,0,5Y20,King County Balance,,,,,327.05
493,53033032706,"Census Tract 327.06, King County, Washington",1934,1729,1707,1704,1646,58,3,22,22,0,22,0,205,197,65,154,8,5Y20,King County Balance,,,,,327.06
494,53033032800,"Census Tract 328, King County, Washington",1786,1389,1323,1228,1179,95,95,66,57,57,0,9,397,376,251,146,21,5Y20,King County Balance,,,,,328.0
495,53033000100,"Census Tract 1, King County, Washington",5641,3843,3513,3419,2859,2544,442,560,94,94,81,73,0,330,330,249,143,5Y15,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",1.0
496,53033000200,"Census Tract 2, King County, Washington",6581,4423,4084,3943,3403,3267,197,540,141,141,110,113,0,339,311,197,157,5Y15,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",2.0
497,53033000300,"Census Tract 3, King County, Washington",2095,1478,1444,1374,1160,1124,37,214,70,70,40,52,0,34,34,0,0,5Y15,Seattle,9.5,9.0,Haller Lake,"Haller Lake, Pinehurst",3.0
498,53033000401,"Census Tract 4.01, King County, Washington",5068,3050,2835,2764,2291,2009,398,473,71,54,42,54,17,215,200,140,119,5Y15,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.01
499,53033000402,"Census Tract 4.02, King County, Washington",4136,2725,2639,2562,2335,2220,161,227,77,77,63,62,0,86,86,19,0,5Y15,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",4.02
500,53033000500,"Census Tract 5, King County, Washington",2476,1676,1581,1418,1359,1349,10,59,163,163,140,118,0,95,95,49,49,5Y15,Seattle,9.1,9.0,Broadview/Bitter Lake,"Broadview, Bitter Lake",5.0
501,53033000600,"Census Tract 6, King County, Washington",6313,4583,4330,4139,3447,3308,195,692,191,191,169,136,0,253,217,109,109,5Y15,Seattle,9.5,9.0,Haller Lake,"Haller Lake, Pinehurst",6.0
502,53033000700,"Census Tract 7, King County, Washington",4081,3000,2878,2691,2336,2196,265,355,187,187,140,170,0,122,122,57,37,5Y15,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",7.0
503,53033000800,"Census Tract 8, King County, Washington",1990,1477,1405,1360,1272,1244,46,88,45,45,44,28,0,72,72,35,23,5Y15,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",8.0
504,53033000900,"Census Tract 9, King County, Washington",1611,1126,1073,968,959,947,32,9,105,105,98,98,0,53,46,34,27,5Y15,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",9.0
505,53033001000,"Census Tract 10, King County, Washington",1547,1119,1004,957,876,810,76,81,47,47,34,35,0,115,115,90,56,5Y15,Seattle,8.3,8.0,Cedar Park/Meadowbrook,"Cedar Park, Lake City, Meadowbrook, Matthews Beach",10.0
506,53033001100,"Census Tract 11, King County, Washington",2178,1595,1534,1474,1349,1237,112,125,60,60,49,60,0,61,61,61,61,5Y15,Seattle,8.2,8.0,Olympic Hills/Victory Heights,"Lake City, Victory Heights, Olympic Hills, Pinehurst, Jackson Park",11.0
507,53033001200,"Census Tract 12, King County, Washington",5582,3513,3283,3235,2669,2532,289,566,48,48,34,48,0,230,230,81,43,5Y15,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",12.0
508,53033001300,"Census Tract 13, King County, Washington",3832,2933,2704,2624,2269,2199,176,355,80,80,56,80,0,229,229,165,153,5Y15,Seattle,9.2,9.0,Licton Springs,Licton Springs,13.0
509,53033001400,"Census Tract 14, King County, Washington",4609,3670,3427,3316,2917,2759,200,399,111,111,81,83,0,243,243,154,91,5Y15,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",14.0
510,53033001500,"Census Tract 15, King County, Washington",1935,1395,1294,1190,1148,1141,17,42,104,104,104,80,0,101,87,87,87,5Y15,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",15.0
511,53033001600,"Census Tract 16, King County, Washington",3347,2335,2234,2032,1773,1756,34,259,202,202,141,156,0,101,95,88,61,5Y15,Seattle,10.1,10.0,North Beach/Blue Ridge,"Crown Hill, North Beach, Blue Ridge",16.0
512,53033001701,"Census Tract 17.01, King County, Washington",3428,2908,2639,2573,2212,2133,142,361,66,66,42,66,0,269,269,239,164,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.01
513,53033001702,"Census Tract 17.02, King County, Washington",3777,2809,2626,2576,2338,2216,255,238,50,50,39,50,0,183,183,156,156,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",17.02
514,53033001800,"Census Tract 18, King County, Washington",4531,3907,3726,3660,3260,3130,144,400,66,66,19,66,0,181,181,0,0,5Y15,Seattle,9.2,9.0,Licton Springs,Licton Springs,18.0
515,53033001900,"Census Tract 19, King County, Washington",4043,2857,2593,2562,2261,2161,124,301,31,31,31,31,0,264,261,89,53,5Y15,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",19.0
516,53033002000,"Census Tract 20, King County, Washington",3005,2318,2210,2121,1936,1903,42,185,89,89,82,62,0,108,108,99,99,5Y15,Seattle,8.1,8.0,Northgate/Maple Leaf,"Maple Leaf, Northgate, Pinehurst",20.0
517,53033002100,"Census Tract 21, King County, Washington",3401,2609,2512,2395,2150,2141,18,245,117,117,99,108,0,97,97,48,44,5Y15,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",21.0
518,53033002200,"Census Tract 22, King County, Washington",4337,2969,2829,2623,2486,2473,13,137,206,206,173,175,0,140,140,105,71,5Y15,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",22.0
519,53033002400,"Census Tract 24, King County, Washington",2342,1813,1711,1617,1580,1540,59,37,94,94,77,78,0,102,95,73,65,5Y15,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",24.0
520,53033002500,"Census Tract 25, King County, Washington",2346,1801,1713,1622,1585,1572,51,37,91,91,75,73,0,88,80,56,56,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",25.0
521,53033002600,"Census Tract 26, King County, Washington",4000,3027,2923,2776,2504,2485,78,272,147,117,87,97,30,104,104,65,53,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",26.0
522,53033002700,"Census Tract 27, King County, Washington",5005,3788,3700,3552,3389,3350,71,163,148,148,96,117,0,88,88,68,48,5Y15,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",27.0
523,53033002800,"Census Tract 28, King County, Washington",3868,3112,2996,2934,2753,2659,137,181,62,62,34,62,0,116,116,76,76,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",28.0
524,53033002900,"Census Tract 29, King County, Washington",3429,2754,2640,2566,2286,2245,49,280,74,69,48,56,5,114,107,91,82,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",29.0
525,53033003000,"Census Tract 30, King County, Washington",4374,3622,3519,3414,3165,2902,277,249,105,105,88,73,0,103,103,84,64,5Y15,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",30.0
526,53033003100,"Census Tract 31, King County, Washington",4828,3784,3605,3412,3312,3276,50,100,193,193,143,159,0,179,162,117,117,5Y15,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",31.0
527,53033003200,"Census Tract 32, King County, Washington",6965,5319,5085,4889,4609,4485,265,280,196,196,165,148,0,234,197,129,65,5Y15,Seattle,10.3,10.0,Sunset Hill/Loyal Heights,"Sunset Hill, Golden Gardens, Loyal Heights, Shilshole",32.0
528,53033003300,"Census Tract 33, King County, Washington",5645,4860,4622,4503,3963,3859,117,540,119,119,69,83,0,238,222,181,167,5Y15,Seattle,10.2,10.0,Whittier Heights,"Whittier Heights, Loyal Heights, Crown Hill",33.0
529,53033003400,"Census Tract 34, King County, Washington",2781,2226,2166,2080,1950,1935,23,130,86,86,73,79,0,60,60,51,51,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",34.0
530,53033003500,"Census Tract 35, King County, Washington",3224,2556,2460,2340,2197,2138,67,143,120,120,102,105,0,96,88,87,79,5Y15,Seattle,9.3,9.0,Greenwood/Phinney Ridge,"Greenwood, Phinney Ridge, Woodland Park, Crown Hill",35.0
531,53033003600,"Census Tract 36, King County, Washington",5519,4306,4164,4046,3876,3764,193,170,118,118,118,92,0,142,97,63,63,5Y15,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",36.0
532,53033003800,"Census Tract 38, King County, Washington",1704,1173,1103,1043,934,918,21,109,60,60,44,60,0,70,70,70,65,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",38.0
533,53033003900,"Census Tract 39, King County, Washington",2319,1680,1574,1513,1470,1470,11,43,61,61,31,61,0,106,98,72,60,5Y15,Seattle,7.4,7.0,Wedgwood/View Ridge,"Wedgwood, View Ridge, Bryant, Matthews Beach",39.0
534,53033004000,"Census Tract 40, King County, Washington",2351,1715,1582,1493,1437,1349,95,56,89,89,82,68,0,133,133,98,13,5Y15,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",40.0
535,53033004100,"Census Tract 41, King County, Washington",5872,4042,3852,3547,3409,3380,58,138,305,305,216,289,0,190,190,190,174,5Y15,Seattle,7.5,7.0,Laurelhurst/Sand Point,"Laurelhurst, Windermere, Sand Point, Hawthorne Hills, Magnuson Park",41.0
536,53033004200,"Census Tract 42, King County, Washington",6313,4826,4649,4395,4309,4242,69,86,254,254,211,240,0,177,164,103,79,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",42.0
537,53033004301,"Census Tract 43.01, King County, Washington",2879,1970,1863,1767,1672,1644,28,95,96,96,80,56,0,107,98,69,61,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.01
538,53033004302,"Census Tract 43.02, King County, Washington",3589,1778,1550,1537,1399,1389,41,138,13,13,8,13,0,228,228,206,188,5Y15,Seattle,7.3,7.0,Ravenna/Bryant,"Ravenna, Bryant, Roosevelt, View Ridge, Hawthorne Hills, Windermere, University District",43.02
539,53033004400,"Census Tract 44, King County, Washington",6231,4781,4417,4381,4106,3937,259,275,36,36,13,36,0,364,364,302,266,5Y15,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",44.0
540,53033004500,"Census Tract 45, King County, Washington",2713,2118,2009,1982,1851,1851,42,131,27,27,19,27,0,109,109,94,50,5Y15,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",45.0
541,53033004600,"Census Tract 46, King County, Washington",2813,2246,2126,2058,1929,1896,33,129,68,68,51,68,0,120,114,76,70,5Y15,Seattle,9.4,9.0,Green Lake,"Green Lake, Meridian, Roosevelt, Woodland Park",46.0
542,53033004700,"Census Tract 47, King County, Washington",7732,6318,5992,5951,5605,5430,423,346,41,41,41,41,0,326,326,236,236,5Y15,Seattle,10.4,10.0,Ballard,"Ballard, West Woodland, Adams",47.0
543,53033004800,"Census Tract 48, King County, Washington",4167,3592,3371,3254,2943,2930,13,311,117,117,105,94,0,221,210,118,118,5Y15,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",48.0
544,53033004900,"Census Tract 49, King County, Washington",6209,5594,5378,5323,5053,4995,84,270,55,45,20,36,10,216,216,98,98,5Y15,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",49.0
545,53033005000,"Census Tract 50, King County, Washington",3263,2627,2552,2469,2274,2231,71,195,83,83,71,83,0,75,66,66,66,5Y15,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",50.0
546,53033005100,"Census Tract 51, King County, Washington",3065,2463,2379,2283,2119,2048,104,164,96,96,81,73,0,84,84,63,47,5Y15,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",51.0
547,53033005200,"Census Tract 52, King County, Washington",6057,4156,3871,3856,3480,3386,226,376,15,15,15,15,0,285,267,204,167,5Y15,Seattle,11.2,11.0,Wallingford,"Wallingford, Meridian, Northlake, University District",52.0
548,53033005301,"Census Tract 53.01, King County, Washington",7283,3857,3133,3106,2804,2722,104,302,27,27,14,27,0,724,724,575,541,5Y15,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",53.01
549,53033005302,"Census Tract 53.02, King County, Washington",5063,1769,1249,1249,1169,1169,19,80,0,0,0,0,0,520,520,493,472,5Y15,Seattle,7.2,7.0,University District,"University District, Cowen Park, Ravenna",53.02
550,53033005400,"Census Tract 54, King County, Washington",4450,3860,3793,3689,3543,3479,127,146,104,104,77,96,0,67,67,67,67,5Y15,Seattle,11.1,11.0,Fremont,"Fremont, Wallingford, Northlake",54.0
551,53033005600,"Census Tract 56, King County, Washington",5003,3237,3073,2795,2793,2774,19,2,278,278,268,242,0,164,147,147,113,5Y15,Seattle,12.1,12.0,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",56.0
552,53033005700,"Census Tract 57, King County, Washington",5171,3616,3479,3331,3068,2943,191,263,148,148,135,76,0,137,137,109,82,5Y15,Seattle,12.1,12.0,Magnolia,"Magnolia, Discovery Park, Briarcliff, Lawton Park",57.0
553,53033005801,"Census Tract 58.01, King County, Washington",4434,3629,3501,3402,3056,2933,152,346,99,99,99,69,0,128,110,82,82,5Y15,Seattle,12.2,12.0,Interbay,Interbay,58.01
554,53033005802,"Census Tract 58.02, King County, Washington",4472,3745,3497,3371,3038,3002,54,333,126,126,111,79,0,248,248,113,62,5Y15,Seattle,12.2,12.0,Interbay,Interbay,58.02
555,53033005900,"Census Tract 59, King County, Washington",6812,4932,4651,4480,4089,4044,75,391,171,171,148,132,0,281,254,254,254,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",59.0
556,53033006000,"Census Tract 60, King County, Washington",4792,4031,3914,3774,3662,3626,47,112,140,140,132,117,0,117,117,98,98,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",60.0
557,53033006100,"Census Tract 61, King County, Washington",4763,3915,3877,3747,3525,3474,69,222,130,130,98,78,0,38,37,22,22,5Y15,Seattle,7.1,7.0,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",61.0
558,53033006200,"Census Tract 62, King County, Washington",3208,2289,2216,1986,1902,1880,41,84,230,230,204,204,0,73,73,73,65,5Y15,Seattle,7.1,7.0,Montlake/Portage Bay,"Montlake, Portage Bay, Interlaken Park, Eastlake, Roanoke Park, Washington Park",62.0
559,53033006300,"Census Tract 63, King County, Washington",4109,2550,2395,1987,1915,1870,87,72,408,408,311,357,0,155,134,134,134,5Y15,Seattle,6.5,6.0,Madison Park,"Madison Park, Broadmoor, Washington Park, Harrison/Denny-Blaine",63.0
560,53033006400,"Census Tract 64, King County, Washington",2539,1972,1922,1759,1730,1713,27,29,163,163,95,133,0,50,50,50,38,5Y15,Seattle,6.4,6.0,Miller Park,"Madison-Miller, Miller Park, Capitol Hill, Stevens",64.0
561,53033006500,"Census Tract 65, King County, Washington",3865,3209,3024,2848,2540,2538,2,308,176,176,148,91,0,185,185,147,118,5Y15,Seattle,6.3,6.0,North Capitol Hill,"North Capitol Hill, Capitol Hill, North Broadway",65.0
562,53033006600,"Census Tract 66, King County, Washington",3367,3024,2893,2780,2549,2455,94,231,113,109,92,109,4,131,131,32,18,5Y15,Seattle,11.3,11.0,Cascade/Eastlake,"South Lake Union, Eastlake, Cascade, Denny Triangle",66.0
563,53033006700,"Census Tract 67, King County, Washington",7022,5739,5578,5465,4834,4821,98,631,113,113,113,96,0,161,132,99,85,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",67.0
564,53033006800,"Census Tract 68, King County, Washington",2515,1956,1881,1819,1811,1792,19,8,62,62,62,44,0,75,75,48,48,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",68.0
565,53033006900,"Census Tract 69, King County, Washington",3872,2820,2747,2661,2485,2485,57,176,86,86,86,60,0,73,73,73,59,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",69.0
566,53033007000,"Census Tract 70, King County, Washington",7107,5555,5422,5237,4756,4706,138,481,185,185,132,185,0,133,53,0,0,5Y15,Seattle,12.3,12.0,Queen Anne,"Queen Anne, Lower Queen Anne, Uptown, Seattle Center, Westlake",70.0
