OBJECTID,LBAS_NO,SBAS_NO,SUBREGION,RBAS_NO,REGIONAL,MBAS_NO,MAJOR,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
2364,6000-68,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,515.11901855,0.80487298,22236.6424609189,-22438578.2281652
2365,2206-00,2206,Bride Brook,22,Southeast Western Complex,2,Southeast Coast,2006.22998046,3.1347301,58527.0714633635,-87391213.4651897
2366,6604-01,6604,Sympaug Brook,66,Still,6,Housatonic,368.16400146,0.57525599,27885.8007609702,-16037224.7939478
2367,7200-00,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,11209.79980468,17.51530075,356761.612698791,-488297226.971976
2368,2000-01,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,1523.48999023,2.38045001,75880.1425976343,-66363153.1868453
2369,7105-00,7105,Pequonnock River,71,Southwest Eastern,7,Southwest Coast,7896.77978515,12.33870029,231572.986406256,-343983556.816274
2370,4020-04,4020,Lieutenant River,40,Connecticut Main Stem,4,Connecticut,1140.5,1.78202998,39823.590309928,-49680129.4505277
2371,2205-01,2205,Pattagansett River,22,Southeast Western Complex,2,Southeast Coast,232.1269989,0.36269798,16444.1811601417,-10111453.5896728
2372,5307-00,5307,Wepawaug River,53,South Central Western Complex,5,South Central Coast,6370.33007812,9.95365047,160022.70160524,-277491784.506475
2373,7105-02,7105,Pequonnock River,71,Southwest Eastern,7,Southwest Coast,564.22601318,0.881603,30723.6943760291,-24577689.914759
2374,2000-11,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,274.08599853,0.42825898,29514.3367528276,-11939176.3322173
2375,8104-00,8104,Titicus River,81,Croton,8,Hudson,6211.87988281,9.7060604,123576.459214106,-270589458.075177
2376,6022-04,6022,Halfway River,60,Housatonic Main Stem,6,Housatonic,541.39599609,0.84593099,22726.3124223324,-23583210.8332038
2377,5106-15,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast,1127.06005859,1.76102995,40015.2726825458,-49094633.9324565
2378,5200-22,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast,304.31900024,0.47549799,20943.3943060699,-13256129.9411563
2379,2201-02,2201,Jordan Brook,22,Southeast Western Complex,2,Southeast Coast,296.56698608,0.46338599,16818.3413953616,-12918467.090385
2380,4019-10,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,2078.39990234,3.24749994,55514.4152669038,-90535201.9016653
2381,2000-16,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,727.83398437,1.13724005,53091.7594074723,-31704472.5121381
2382,5307-04,5307,Wepawaug River,53,South Central Western Complex,5,South Central Coast,2144.87988281,3.35137009,72239.6039534603,-93430908.9700761
2383,4019-02,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,243.0,0.37968799,16107.0136275829,-10585101.543806
2384,4020-00,4020,Lieutenant River,40,Connecticut Main Stem,4,Connecticut,1458.18005371,2.27840995,45701.8029125557,-63518485.5114476
2385,7202-00,7202,Aspetuck River,72,Saugatuck,7,Southwest Coast,7021.66015625,10.97130012,233377.198577613,-305863489.002922
2386,2000-26,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,587.48999023,0.91795301,27399.9876818171,-25591059.5688034
2387,2206-01,2206,Bride Brook,22,Southeast Western Complex,2,Southeast Coast,567.08398437,0.88606798,29514.4761514715,-24702174.5948277
2388,5105-07,5105,Chatfield Hollow Brook,51,South Central Eastern Complex,5,South Central Coast,282.58898925,0.441545,19699.7918185399,-12309583.4148945
2389,5304-05,5304,Wintergreen Brook,53,South Central Western Complex,5,South Central Coast,1260.67004394,1.96979999,40971.9675025241,-54914756.9139433
2390,5110-07,5110,West River,51,South Central Eastern Complex,5,South Central Coast,182.5019989,0.28516,17496.2790615554,-7949805.85523078
2391,5112-08,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast,317.71200561,0.49642398,18883.2743845316,-13839521.8107683
2392,2000-15,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,64.85780334,0.10134,12816.2942417259,-2825205.97918052
2393,2206-02,2206,Bride Brook,22,Southeast Western Complex,2,Southeast Coast,226.6000061,0.35406199,16538.3269320448,-9870690.43733544
2394,7105-01,7105,Pequonnock River,71,Southwest Eastern,7,Southwest Coast,2511.20996093,3.92375993,75246.153923697,-109388249.704741
2395,7200-07,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,459.28900146,0.71763902,27197.2894769502,-20006626.0828153
2396,2204-04,2204,Niantic River,22,Southeast Western Complex,2,Southeast Coast,468.83099365,0.73254799,25113.8018704701,-20422281.0553799
2397,6000-72,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,273.56500244,0.42744499,17302.8857096947,-11916489.4343732
2398,6000-77,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,2001.54003906,3.12739992,53375.0857498204,-87186988.5478501
2399,5108-08,5108,East River,51,South Central Eastern Complex,5,South Central Coast,189.69599914,0.29640001,20034.1094200153,-8263158.29673666
2400,5104-02,5104,Indian River,51,South Central Eastern Complex,5,South Central Coast,994.54699707,1.55397999,40087.9471219808,-43322466.2368397
2401,7201-00,7201,Little River,72,Saugatuck,7,Southwest Coast,2586.95996093,4.04212999,78954.6635250993,-112688104.361158
2402,2205-02,2205,Pattagansett River,22,Southeast Western Complex,2,Southeast Coast,420.2909851,0.656704,28067.7516526192,-18307860.2295702
2403,2000-05,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,40.34460067,0.0630384,8978.26692465208,-1757410.43834316
2404,5108-11,5108,East River,51,South Central Eastern Complex,5,South Central Coast,241.70599365,0.37766501,21439.9587371932,-10528714.9462319
2405,2000-09,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,277.64999389,0.43382799,25041.9986511741,-12094436.4771297
2406,5200-21,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast,1472.25,2.30039,41686.7382296837,-64131130.2589333
2407,5106-14,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast,880.40197753,1.37563002,34682.6341246547,-38350311.1522812
2408,4019-03,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,288.12100219,0.45018801,19041.7682067421,-12550534.6386548
2409,2000-02,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,339.03900146,0.52974897,30767.5957617151,-14768559.8696375
2410,2000-13,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,61.39569854,0.09593079,9712.59914967815,-2674398.25989501
2411,2206-03,2206,Bride Brook,22,Southeast Western Complex,2,Southeast Coast,391.23800659,0.61130899,25668.7109594028,-17042318.3054121
2412,2000-08,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,12.1229,0.018942,3498.53466932103,-528073.57501434
2413,4019-04,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,221.5099945,0.346109,16705.5333561099,-9648955.25427215
2414,7200-01,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,1306.92004394,2.04205989,39946.906991035,-56929244.9307838
2415,5104-01,5104,Indian River,51,South Central Eastern Complex,5,South Central Coast,844.01202392,1.31877005,33917.2546025909,-36765168.24762
2416,5208-12,5208,Muddy River,52,Quinnipiac,5,South Central Coast,367.33401489,0.57395899,19176.920772435,-16001051.8370732
2417,4021-00,4021,Black Hall River,40,Connecticut Main Stem,4,Connecticut,2113.78002929,3.30278992,75271.7487818502,-92076450.6688797
2418,2000-36,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,745.71099853,1.16516995,29861.7004781528,-32483169.226469
2419,6024-03,6024,Means Brook,60,Housatonic Main Stem,6,Housatonic,161.59300231,0.252489,16619.8875954205,-7038986.14495822
2420,6020-01,6020,Pootatuck River,60,Housatonic Main Stem,6,Housatonic,520.11798095,0.81268399,26446.084411275,-22656343.1492725
2421,2000-12,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,153.59700012,0.239995,21561.7846524976,-6690686.95704617
2422,6024-04,6024,Means Brook,60,Housatonic Main Stem,6,Housatonic,543.06201171,0.84853398,26052.0101324322,-23655755.6620018
2423,7200-06,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,360.21600341,0.56283801,20814.7862255926,-15691010.7558405
2424,7200-09,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,827.73101806,1.29332995,30412.9855591302,-36055951.7466807
2425,2000-24,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,453.85299682,0.70914602,45834.7325592527,-19769851.211129
2426,4021-01,4021,Black Hall River,40,Connecticut Main Stem,4,Connecticut,498.76599121,0.77932202,23254.1434046405,-21726252.9488049
2427,5111-04,5111,Branford River,51,South Central Eastern Complex,5,South Central Coast,727.5750122,1.13683998,31990.2594262169,-31693179.703825
2428,2000-03,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,156.58200073,0.24466,20890.0216168093,-6820718.74527495
2429,5112-10,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast,1053.32995605,1.64583003,38112.7099184066,-45883140.4574938
2430,6024-02,6024,Means Brook,60,Housatonic Main Stem,6,Housatonic,494.2000122,0.77218699,21980.9582901974,-21527343.4955103
2431,2000-10,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,230.1000061,0.35953098,23749.9826020143,-10023139.8878448
2432,2000-25,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,342.94699096,0.53585398,35974.3773821413,-14938744.6679875
2433,5108-07,5108,East River,51,South Central Eastern Complex,5,South Central Coast,191.46600341,0.29916501,14009.7437537691,-8340236.94903151
2434,7201-01,7201,Little River,72,Saugatuck,7,Southwest Coast,395.02301025,0.61722397,27160.7462164196,-17207207.7249235
2435,7200-10,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,726.24200439,1.13475,37192.9389370704,-31635114.2914211
2436,5103-05,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast,1103.73999023,1.72458994,36857.7543068238,-48078787.0774071
2437,7200-02,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,582.61798095,0.91034102,24517.0172876806,-25378838.8700471
2438,4000-62,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,469.06799316,0.73291897,24589.2623047977,-20432615.0779987
2439,2000-23,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,376.62200927,0.588472,27653.710384014,-16405651.0889225
2440,5307-05,5307,Wepawaug River,53,South Central Western Complex,5,South Central Coast,577.87902832,0.90293502,33643.414740734,-25172389.0278445
2441,2000-47,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,1466.53002929,2.29145002,50297.653885087,-63881935.4983155
2442,6000-71,6000,Housatonic River,60,Housatonic Main Stem,6,Housatonic,765.97198486,1.19683003,24403.6555204757,-33365761.920767
2443,5112-09,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast,339.86300659,0.53103601,25539.4237373392,-14804435.72841
2444,7202-03,7202,Aspetuck River,72,Saugatuck,7,Southwest Coast,598.77301025,0.93558198,24268.2416966632,-26082539.8377906
2445,5112-11,5112,Farm River,51,South Central Eastern Complex,5,South Central Coast,654.51800537,1.02268004,32653.9557202006,-28510800.9026373
2446,2205-03,2205,Pattagansett River,22,Southeast Western Complex,2,Southeast Coast,336.16900634,0.52526497,22976.6975714434,-14643544.2401945
2447,7202-04,7202,Aspetuck River,72,Saugatuck,7,Southwest Coast,546.32598876,0.85363501,32071.5707798378,-23797979.1609479
2448,5000-48,5000,South Central Shoreline,50,South Central Shoreline,5,South Central Coast,2177.23999023,3.40193009,60689.6071611467,-94840473.5943394
2449,2000-20,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,201.05200195,0.31414398,32762.139086296,-8757845.88505227
2450,4020-07,4020,Lieutenant River,40,Connecticut Main Stem,4,Connecticut,548.63702392,0.85724502,32709.8063953851,-23898607.4491313
2451,5102-01,5102,Patchogue River,51,South Central Eastern Complex,5,South Central Coast,1271.39001464,1.98653995,46670.0333616904,-55381624.4041125
2452,6025-01,6025,Farmill River,60,Housatonic Main Stem,6,Housatonic,726.75598144,1.13556003,27881.1421747696,-31657512.9493711
2453,7108-00,7108,Mill River,71,Southwest Eastern,7,Southwest Coast,9157.33984375,14.30830001,225540.392517553,-398893747.754003
2454,4019-05,4019,Falls River,40,Connecticut Main Stem,4,Connecticut,430.07598876,0.67199301,23915.5154893689,-18734093.662851
2455,2000-28,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,416.7829895,0.651223,28388.0550699702,-18155046.6825135
2456,5111-06,5111,Branford River,51,South Central Eastern Complex,5,South Central Coast,360.95599365,0.56399399,24760.4706355331,-15723247.4313865
2457,2000-21,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,416.57199096,0.65089297,41527.1452855046,-18145860.939401
2458,6900-42,6900,Naugatuck River,69,Naugatuck,6,Housatonic,403.16500854,0.62994599,21602.8611258126,-17561875.7140482
2459,2000-42,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,443.06799316,0.69229298,30477.9214719336,-19300020.6687843
2460,7201-02,7201,Little River,72,Saugatuck,7,Southwest Coast,466.94900512,0.72960799,23665.2305879992,-20340304.404647
2461,5108-13,5108,East River,51,South Central Eastern Complex,5,South Central Coast,609.79101562,0.95279902,25065.768369471,-26562512.1005509
2462,8104-01,8104,Titicus River,81,Croton,8,Hudson,373.47299194,0.583552,19888.0134674042,-16268502.109002
2463,6024-05,6024,Means Brook,60,Housatonic Main Stem,6,Housatonic,439.00201416,0.68594002,19505.3707046178,-19122908.5324454
2464,7202-06,7202,Aspetuck River,72,Saugatuck,7,Southwest Coast,1372.42004394,2.14439988,54087.9806131009,-59782487.9771223
2465,6025-03,6025,Farmill River,60,Housatonic Main Stem,6,Housatonic,908.38201904,1.41935002,40452.1513767409,-39569103.1476765
2466,7300-00,7300,Norwalk River,73,Norwalk,7,Southwest Coast,9348.13964843,14.60649967,312041.96680009,-407205053.412032
2467,5101-04,5101,Oyster River,51,South Central Eastern Complex,5,South Central Coast,1155.45996093,1.80540001,49192.1518100275,-50331712.4063135
2468,5111-09,5111,Branford River,51,South Central Eastern Complex,5,South Central Coast,2045.44995117,3.19601988,64723.2596813399,-89099854.120773
2469,7200-11,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,445.50900268,0.69610798,21716.6667118351,-19406386.7548358
2470,2000-32,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,1185.98999023,1.85310995,32093.522217813,-51661696.114634
2471,7202-07,7202,Aspetuck River,72,Saugatuck,7,Southwest Coast,479.73498535,0.74958497,26395.6889447399,-20897238.2204021
2472,5200-23,5200,Quinnipiac River,52,Quinnipiac,5,South Central Coast,1252.56994628,1.95713996,39551.2415734895,-54561853.2021728
2473,5103-06,5103,Menunketesuck River,51,South Central Eastern Complex,5,South Central Coast,409.20199584,0.63937801,24398.4582942193,-17824838.7302925
2474,2000-17,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,168.27799987,0.26293501,21096.3696548846,-7330197.20349638
2475,5111-05,5111,Branford River,51,South Central Eastern Complex,5,South Central Coast,1186.68005371,1.85417997,44445.4557310389,-51691666.1340888
2476,5102-04,5102,Patchogue River,51,South Central Eastern Complex,5,South Central Coast,1034.08996582,1.61575996,48078.5966477862,-45044752.7397602
2477,8104-04,8104,Titicus River,81,Croton,8,Hudson,2508.67993164,3.91982007,62113.1810867147,-109278169.672705
2478,2000-39,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,558.78601074,0.87310302,45640.3167593725,-24340716.1298983
2479,4021-02,4021,Black Hall River,40,Connecticut Main Stem,4,Connecticut,547.68499755,0.85575801,28226.1764802966,-23857157.0249366
2480,4000-65,4000,Connecticut River,40,Connecticut Main Stem,4,Connecticut,538.8829956,0.84200501,27206.060468958,-23473737.0099793
2481,5106-16,5106,Hammonasset River,51,South Central Eastern Complex,5,South Central Coast,536.91998291,0.83893799,23261.0452449432,-23388249.6716109
2482,2000-37,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,323.14700317,0.50491702,25073.8585676503,-14076269.6860988
2483,5306-01,5306,Indian River,53,South Central Western Complex,5,South Central Coast,1772.05004882,2.76883006,63479.4673285304,-77190515.6375702
2484,5102-02,5102,Patchogue River,51,South Central Eastern Complex,5,South Central Coast,1292.70996093,2.01986002,39322.9705197915,-56310351.1285847
2485,5108-15,5108,East River,51,South Central Eastern Complex,5,South Central Coast,624.5750122,0.97589898,29244.444769203,-27206498.0276402
2486,7200-14,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,354.14700317,0.55335497,30147.5380588244,-15426647.3523612
2487,5101-02,5101,Oyster River,51,South Central Eastern Complex,5,South Central Coast,1081.20996093,1.68938994,45152.0423921099,-47097475.8233946
2488,7200-04,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,308.36099243,0.48181501,17889.0342097227,-13432221.7553127
2489,5108-00,5108,East River,51,South Central Eastern Complex,5,South Central Coast,1581.0,2.47030997,66422.7208998473,-68868400.6875736
2490,7200-03,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,1216.2199707,1.90033996,44858.783378897,-52978471.3076317
2491,7300-02,7300,Norwalk River,73,Norwalk,7,Southwest Coast,2036.83996582,3.18255996,63291.8039495884,-88724807.4757553
2492,7200-08,7200,Saugatuck River,72,Saugatuck,7,Southwest Coast,510.14801025,0.79710698,40324.2735169929,-22222058.612388
2493,5110-08,5110,West River,51,South Central Eastern Complex,5,South Central Coast,286.54400634,0.44772499,17970.2272093495,-12481864.6168815
2494,5110-09,5110,West River,51,South Central Eastern Complex,5,South Central Coast,1035.75,1.61835002,38915.4198112489,-45117071.7815938
2495,2000-50,2000,Southeast Shoreline,20,Southeast Shoreline,2,Southeast Coast,455.93899536,0.71240401,33883.5926506958,-19860690.3830999
2496,5111-07,5111,Branford River,51,South Central Eastern Complex,5,South Central Coast,314.58801269,0.49154299,22151.3608864603,-13703435.4413694
