GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
22001030,1610612762,UTA,Utah,202711,Bojan Bogdanovic,F,,7:54,63.0,62.5,89.5,93.8,-26.5,-31.3,0.0,0.0,0.0,0.0,0.125,0.048,0.0,0.25,0.41,0.25,0.252,99.24,97.3,81.08,16,0.098
22001030,1610612762,UTA,Utah,1627777,Georges Niang,F,,5:36,110.0,100.0,96.2,100.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.083,0.091,91.89,94.29,78.57,11,0.158
22001030,1610612762,UTA,Utah,203497,Rudy Gobert,C,,8:07,79.3,73.3,98.0,100.0,-18.8,-26.7,0.0,0.0,0.0,0.0,0.111,0.053,100.0,0.0,0.0,0.056,0.059,89.37,91.74,76.45,15,0.0
22001030,1610612762,UTA,Utah,1626220,Royce O'Neale,G,,7:54,63.0,62.5,89.5,93.8,-26.5,-31.3,0.0,0.0,0.0,0.154,0.125,0.143,0.0,0.0,0.0,0.1,0.101,99.24,97.3,81.08,16,-0.049
22001030,1610612762,UTA,Utah,204060,Joe Ingles,G,,8:05,79.3,73.3,86.7,86.7,-7.4,-13.3,0.25,0.0,50.0,0.0,0.333,0.158,0.0,0.0,0.0,0.056,0.059,85.82,89.15,74.29,15,0.205
22001030,1610612762,UTA,Utah,203903,Jordan Clarkson,,,9:38,74.2,73.7,96.2,100.0,-22.0,-26.3,0.0,0.0,0.0,0.071,0.2,0.125,7.1,0.385,0.385,0.609,0.612,96.33,94.74,78.95,19,0.121
22001030,1610612762,UTA,Utah,1630235,Trent Forrest,,,4:44,110.0,100.0,97.2,100.0,12.8,0.0,0.25,1.0,25.0,0.0,0.333,0.167,25.0,0.5,0.5,0.273,0.3,108.1,111.55,92.96,11,0.1
22001030,1610612762,UTA,Utah,202324,Derrick Favors,,,3:52,88.9,88.9,82.9,77.8,6.0,11.1,0.0,0.0,0.0,0.2,0.0,0.125,0.0,0.0,0.0,0.0,0.0,108.25,111.72,93.1,9,-0.034
22001030,1610612762,UTA,Utah,1629671,Miye Oni,,,4:05,128.6,112.5,100.0,100.0,28.6,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.16,94.04,78.37,8,0.0
22001030,1610612744,GSW,Golden State,203952,Andrew Wiggins,F,,9:38,96.2,100.0,77.0,72.2,19.1,27.8,0.0,0.0,0.0,0.0,0.077,0.042,20.0,0.875,0.901,0.238,0.23,91.35,92.24,76.87,19,0.24
22001030,1610612744,GSW,Golden State,203110,Draymond Green,F,,7:54,89.5,93.8,63.0,62.5,26.5,31.3,0.2,0.0,50.0,0.125,0.077,0.095,0.0,0.0,0.0,0.059,0.056,99.24,97.3,81.08,16,0.073
22001030,1610612744,GSW,Golden State,1626172,Kevon Looney,C,,7:11,111.7,114.3,85.4,78.6,26.3,35.7,0.2,1.0,25.0,0.143,0.333,0.25,25.0,0.5,0.5,0.188,0.184,90.94,93.62,78.01,14,0.156
22001030,1610612744,GSW,Golden State,203145,Kent Bazemore,G,,6:53,90.1,85.7,57.6,57.1,32.5,28.6,0.0,0.0,0.0,0.0,0.083,0.056,25.0,0.0,0.0,0.267,0.279,94.86,97.65,81.38,14,-0.194
22001030,1610612744,GSW,Golden State,201939,Stephen Curry,G,,6:23,90.1,92.3,62.1,61.5,28.0,30.8,0.5,0.0,14.3,0.0,0.0,0.0,0.0,0.4,0.554,0.429,0.419,98.61,97.86,81.55,13,0.353
22001030,1610612744,GSW,Golden State,1628539,Mychal Mulder,,,5:06,96.2,100.0,122.2,122.2,-26.1,-22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.08,96.28,94.21,78.51,11,-0.049
22001030,1610612744,GSW,Golden State,1629308,Juan Toscano-Anderson,,,8:45,86.0,78.9,100.0,100.0,-14.0,-21.1,0.5,3.0,60.0,0.0,0.5,0.25,20.0,1.0,1.0,0.1,0.108,94.43,98.71,82.25,19,0.31
22001030,1610612744,GSW,Golden State,1629673,Jordan Poole,,,8:05,86.0,83.3,106.3,106.3,-20.2,-22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.211,0.217,99.35,101.01,84.18,18,0.033
