OBJECTID,Class,GIS_acres,CREATE_DATE,MODIFY_DATE,GlobalID,SHAPE_Length,SHAPE_Area
1,K,53.77096255,,,{DFAB02D3-ED79-4EBB-B321-B71532A8125A},2474.63360908952,217604.229429684
2,K,191.57036149,,,{D935F939-7C97-40E2-92EB-B24E0785CEE0},5120.39515315396,775260.826969366
3,K,137.11915443,,,{8DD5D9F1-C842-4A59-97EB-BC41BCEE4389},3455.98719752294,554903.734770251
4,K,2795.93816787,,,{4E7D09FA-C56B-4631-B32A-A88FE7688A5A},23592.3639337914,11314805.2721005
5,K,406.72254389,,,{07BCCABE-9612-4F8E-BC3B-AAA449C110B7},6309.6839018455,1645954.27638968
6,K,1574.08807949,,,{ECEBD525-35F1-4BDE-901D-F2254DC121EC},19454.9683278695,6370133.75519333
7,K,161.29330598,,,{26B0D99E-C893-4F37-B0B5-C7C6DDCB3D27},5103.43543002187,652733.443762025
8,K,481.26194483,,,{DFEB225D-5F5C-4197-A408-F957905593ED},9926.02659565977,1947605.72793564
9,K,135.02791329,,,{7CF62C78-76FB-4185-B739-3E0015A0CBC0},5602.87809998637,546440.748492016
10,K,17.52151038,,,{6F9A940C-762F-4561-8681-4B4C816CB73A},1201.30454132949,70907.3184546907
11,K,54.32095223,,,{B048D2FC-7624-4A35-86B2-1CD3F8525301},2260.66951488199,219829.967575741
12,K,419.89822504,,,{4445409B-48C5-49AD-A90E-DED49D06E2DA},10485.5838864992,1699274.57806088
13,K,2.22507861,,,{4B7FE648-C058-4674-944D-BCD0B020F8BC},615.196953689705,9004.60944657653
14,K,53.8704944,,,{610AA282-B4D7-4F58-8D4F-A1AD3A958E6F},3597.51187061912,218007.02213685
15,K,58.98565029,,,{BBBFB30E-9CB8-4555-87F8-55D44BAA09CC},3422.64433473587,238707.405826435
16,K,131.47636009,,,{6C668E69-32DF-4EE2-95BF-90111AED6CAF},4652.74613749579,532068.065525783
17,K,98.40582674,,,{D03597E2-C9E1-42EA-B719-4DAD03738B00},3566.84872101293,398235.833720193
18,K,10.37673184,,,{4779A9B5-FB14-445C-AB5B-0A13D4E9977A},1380.86073553257,41993.3107110007
19,K,59.27910871,,,{CE28A657-DC9F-4DCE-970A-72AD72E3A31C},3032.89982560395,239894.994654755
20,K,2.22218766,,,{15AA5585-AC46-4A08-9E12-CD37E1E33D56},498.856919436438,8992.91012975188
21,K,1691.85342993,,,{E2B98AB6-89E6-44DA-90E5-F06ECD7B7FDF},18757.4894052231,6846715.11285064
22,K,62.51326283,,,{A318307E-D3F2-47D7-934B-7C481C6FD8A4},2387.87078397613,252983.203997794
23,K,1204.23928743,,,{EB7AF2A9-A20A-4453-9CF7-6D7B34179D2D},18092.0537113776,4873402.85093189
24,K,3.22127008,,,{7BA53723-24FD-41B9-8F1B-F64A1854D01A},586.171499210055,13036.0693259226
25,K,76.6936955,,,{410EB135-B756-49D9-9C77-F7207827B2FD},4475.18145917086,310369.60696317
26,K,370.93540617,,,{BF515625-5EBE-499B-932B-0348254DBA07},6713.07168251673,1501128.29305619
27,K,91.35757137,,,{5A840F0C-9DDA-4878-BD9A-26DF6B702424},5744.44142452665,369712.442902075
28,K,3195.98359639,,,{409BA0AB-43A9-4857-A271-8B671853ACEA},16429.0563062543,12933738.113926
29,K,356.26970285,,,{ED5A157A-B354-473B-9F86-3AD60FEBD0F9},5775.07808699851,1441778.06164568
30,K,44.835209,,,{BD965E8D-9734-4530-BA4F-BEB13055E818},2473.24882342779,181442.374176012
31,K,55.80522071,,,{C229892D-4667-49DB-954D-85F88048B248},2249.96634728169,225836.612849289
32,K,224.67457733,,,{C45B6327-A66D-4EDA-B70B-3F26024E6C5E},6242.52614973063,909229.367559804
33,K,178.11928222,,,{2A98FE72-1A45-4A7A-856D-DCAD760707C9},5269.91857135105,720826.024249927
34,K,643.30735123,,,{F0D585AB-C27D-4623-ADF6-73E9669B3AFF},11765.667012369,2603382.82619349
35,K,43.84008166,,,{439569FA-3485-4FD3-A74D-AB16FB9E612E},1848.60895512796,177415.220695944
36,K,7.38883041,,,{5BC28B51-1109-41F0-91A7-0ED653729CD3},1181.62712769197,29901.6545708052
37,K,48.45171181,,,{807BFC59-FA32-479D-A353-119463073CF9},1913.21486506776,196077.899918491
38,K,207.57134241,,,{3F67B04A-AFAD-4D4F-8E6C-DC94FA3DA7F6},5712.83290961983,840014.756557467
39,K,643.47390634,,,{16EACE34-2C8B-4120-8E90-A4CF265C16B7},13387.6374516961,2604056.85346513
40,K,75.57346374,,,{8ED91E60-2B0D-4163-BC38-21B1B5F15FB1},3079.97389286825,305836.171872359
41,K,112.72558169,,,{01D7AA45-F704-4526-988E-A6C209737F9F},6111.30481453978,456186.056160373
42,K,1.65916913,,,{DBA9A2F7-6DD7-48E1-AFB4-7421C5D8C6B7},997.984890181442,6714.44595424435
43,K,15.62884085,,,{6C11A36A-CEDD-4C8D-BB04-D18676AB9BFB},1441.44031168144,63247.9262037224
44,K,1.15382493,,,{7B016F36-F1C3-4074-9F73-BFCBFABD7908},334.666871487323,4669.38241100732
45,K,25.80097867,,,{B7A37AC7-5068-417A-8F6A-8BCC29D9EA7D},2768.97273095438,104413.27097148
46,K,4.15458922,,,{B1A46B84-4C8F-4F85-8452-3A028BD3A6C1},777.00364733236,16813.0928515219
47,K,1.47388527,,,{8EF5FCB6-3EA5-49EC-9A06-A9889C8AFBDD},647.399029801121,5964.62577758885
48,K,10.26223092,,,{BDEA8965-63FC-4951-982D-5263739EBBF1},1007.64296896433,41529.9400947608
49,K,517.81430856,,,{13E05F80-E2C3-4944-B477-0806BF0ECF0D},13922.7245438713,2095528.48336916
50,K,1779.73913808,,,{D3BDD76D-2030-4112-94D8-7D247FDA1CB2},23230.9984411106,7202377.36797098
51,K,82.36388789,,,{F6055358-749E-4B5D-8172-7D1099C69D87},4488.17122324281,333316.152590456
52,K,59.18335218,,,{852CA797-6E3C-4910-8A96-2502C7EAD763},3244.31018506089,239507.480194084
53,K,9.80642612,,,{A2990267-1647-4C49-86CE-FF64DB834F92},1009.58240668988,39685.3561892551
54,K,51.48245099,,,{458CC5EB-18FF-4F27-ADFE-26FA254FE66B},2827.55116989654,208342.914948301
55,K,60.81796248,,,{B6309E96-5B67-4AA6-AD8D-BD12383469C0},2824.98515272311,246122.539660165
56,K,4.79846614,,,{985D7B0A-437B-4B42-9EF8-A70A7BD43B9C},747.102814696299,19418.7806842143
57,K,28693.93087404,,,{0F93096D-26B6-49B9-9686-005FC8707EAF},70061.3923187824,116120679.656248
58,K,185.95739058,,,{0D9546F0-2137-411B-8AA7-2E742B02054E},4062.95482377172,752545.84938788
59,K,1.50734797,,,{3369709D-84D0-4957-A8F7-6A9D0EA1BC78},800.829976040908,6100.04507905984
60,K,52.33854954,,,{491A612B-DC1C-4756-8F28-6B51A52E724E},2540.85175511695,211807.436636776
61,K,10.20996803,,,{D0239E13-0AAC-43ED-B41C-D0FEAB671508},1372.1732500006,41318.4388415868
62,K,50237.09005817,,,{035D2974-3DEC-4D35-99A4-EB6C0AAC21FD},102898.020158004,203303098.035376
63,K,53.37043786,,,{502F7C24-E15A-4955-A0CB-EA50A886C095},2882.80107670486,215983.357081269
64,K,75.57656865,,,{A180331F-DF79-47D6-A2E5-4F37AE50897B},4096.47236955565,305848.737041892
65,K,149.09786544,,,{41D6AC40-B37F-463E-BB5C-58B91E220ABF},5431.42105343465,603380.050870739
66,K,149.10492599,,,{2A3931A1-0F37-4BD1-9D40-98D975E23EE5},6571.61889206335,603408.624016186
67,K,356.93410213,,,{3A99CAD9-3951-4733-90AB-507703E13138},8047.75610077396,1444466.80082569
68,K,83.38704803,,,{BB5B7C8B-3592-4A03-9F0C-AA7E608485EC},6141.86609572748,337456.751200006
69,K,15.64175265,,,{E5FC5959-56C8-416F-AD0F-2C375B27186A},1575.65229027747,63300.1786068554
70,K,119.39428247,,,{B0EB4EC1-7E60-4FBC-83E7-7338BE6F1857},5096.24431783211,483173.437910561
71,K,323.70536512,,,{0828AF40-246C-4A97-B853-017720A98847},16141.5124295724,1309994.33894313
72,K,43640.82061712,,,{C81EA8B9-5116-4C6A-83D9-7304B75A70C8},79039.7422046926,176608836.658197
73,K,5.8399967,,,{C309F91B-15C7-457A-88CE-E5925B598E80},661.121474684724,23633.7220402946
74,K,2.60760923,,,{B82BAB71-8381-4A22-A1EC-F57F46CE4494},475.663115354471,10552.6620745956
75,K,69.97432911,,,{5B800336-2389-4D09-98EC-960E9DFB2771},3531.78557520903,283177.187915511
