OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,LIMA_LIM_ACC_CODE,LIM_ACC_CODE_DESC,TOWN_TOWN,TOWN_DESC,YEAR,GlobalID,Shape__Length
1574,91-N,41.39,41.49,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,f5f353ac-54a6-41a8-bd03-b872a5712860,541.15044159248
1575,91-N,49.94,51.66,2,Full Control-Other Divided Hwys 4 or more lanes,46,EAST WINDSOR,2022,7265587a-df35-4e80-b37b-290dc7dfedc2,9003.41377116634
1576,91-S,10.78,17.32,2,Full Control-Other Divided Hwys 4 or more lanes,148,WALLINGFORD,2022,9a3b446d-633b-405b-9fd8-41c8f342fa94,34421.3633574625
1577,91-S,51.66,58.17,2,Full Control-Other Divided Hwys 4 or more lanes,48,ENFIELD,2022,967a7ee9-6b5c-4623-8f1f-69ac55eb85a4,34411.1782689894
1578,95-N,27.33,31.11,2,Full Control-Other Divided Hwys 4 or more lanes,15,BRIDGEPORT,2022,1439cbac-daea-4517-98a1-4ff757c54f83,19911.3067087895
1579,6-W,76.24,76.95,5,"Partial Control-Divided, 4 or more lanes",12,BOLTON,2022,95caf3f6-00e2-442d-bd08-d1dec37943dc,3626.60861694786
1580,6-W,87.61,87.81,7,Partial Control-Channelization,30,COLUMBIA,2022,6e259555-3e54-453f-9008-6fcd9fa292e8,925.117301648529
1581,616-E,6.6,6.77,4,Full Control-Undivided Highways,70,LEBANON,2022,57200e06-4122-4e13-b30a-19e47fa6c991,931.505231824383
1582,63-N,17.16,18.56,6,Partial Control-Undivided Highways,80,MIDDLEBURY,2022,f0d9aced-c9fc-4de0-85cc-2343bfd5ca59,7410.606674661
1583,632-E,0.0,0.8,6,Partial Control-Undivided Highways,77,MANSFIELD,2022,287983c0-3569-4bf6-8ed0-4425f0013a47,4270.96769464224
1584,693-S,1.06,1.41,2,Full Control-Other Divided Hwys 4 or more lanes,85,MONTVILLE,2022,2b9f7354-200b-40a2-a59b-514cd9a247ce,1953.08180278275
1585,695-W,0.0,0.11,2,Full Control-Other Divided Hwys 4 or more lanes,108,PLAINFIELD,2022,69261c5c-ff3c-42a4-8e2a-b1e124ef7772,669.426836087488
1586,7-N,0.0,4.0,2,Full Control-Other Divided Hwys 4 or more lanes,102,NORWALK,2022,0d4d75ff-37c8-4d30-96c9-c1de320e1395,21080.5385143725
1587,7-S,19.94,21.6,2,Full Control-Other Divided Hwys 4 or more lanes,34,DANBURY,2022,95f426c3-f2f6-4969-8ab7-b937cea86966,8765.47884418437
1588,71-N,17.59,17.69,7,Partial Control-Channelization,51,FARMINGTON,2022,21e50b36-3301-4a12-a9d8-360fdc258e57,536.851383574168
1589,71-S,17.73,18.72,7,Partial Control-Channelization,155,WEST HARTFORD,2022,79fbf2e3-51b6-4f2f-b3a3-9f3f3e68842a,5344.45098579114
1590,72-S,3.75,6.34,2,Full Control-Other Divided Hwys 4 or more lanes,109,PLAINVILLE,2022,bc7eb5d0-b033-43f7-801b-76abd89a44d6,13709.5975550473
1591,72-S,6.34,6.51,5,"Partial Control-Divided, 4 or more lanes",109,PLAINVILLE,2022,ee5a5107-e36d-41ed-9015-4a9f7092a44e,680.624240497428
1592,796-N,0.0,2.78,1,Full Control Parkways,83,MILFORD,2022,3ab5f0a1-f5bf-4ca2-9bd5-08c1f98cdd75,14668.7906791713
1593,8-N,23.28,23.4,2,Full Control-Other Divided Hwys 4 or more lanes,87,NAUGATUCK,2022,865d3041-cbab-4cc5-89a1-8d6c9a284e79,639.37154135583
1594,8-N,24.06,27.44,2,Full Control-Other Divided Hwys 4 or more lanes,87,NAUGATUCK,2022,6236e9e2-0339-48cd-b482-c0ede04155da,17861.5898208953
1595,8-S,33.02,37.65,2,Full Control-Other Divided Hwys 4 or more lanes,153,WATERTOWN,2022,4f549550-6628-4d58-8087-b01b015a2ad7,24347.7561158394
1596,84-E,40.37,47.97,2,Full Control-Other Divided Hwys 4 or more lanes,131,SOUTHINGTON,2022,5346ade1-ae76-4bd2-b787-6d1d5115fb1e,40115.9835421089
1597,84-E,62.7,67.42,2,Full Control-Other Divided Hwys 4 or more lanes,42,EAST HARTFORD,2022,3156c0b4-047f-4c15-b9c9-4f5dafc171cc,24871.9460284511
1598,84-W,10.4,18.48,2,Full Control-Other Divided Hwys 4 or more lanes,96,NEWTOWN,2022,116b7191-95a9-47e4-aff9-b51e9f073a92,42272.1139458819
1599,84-W,67.42,72.53,2,Full Control-Other Divided Hwys 4 or more lanes,76,MANCHESTER,2022,f68722a6-b5e7-4646-9721-e30678f1f497,27045.9256708358
1600,84-W,90.49,92.09,2,Full Control-Other Divided Hwys 4 or more lanes,3,ASHFORD,2022,94d3cd47-7ab1-4541-8e21-a22263118be7,8409.81483728194
1601,9-N,24.65,30.71,2,Full Control-Other Divided Hwys 4 or more lanes,33,CROMWELL,2022,5f1a5a42-b199-4a3e-b22f-a3fc68dbc9ac,31973.2512389538
1602,262-N,1.34,2.99,6,Partial Control-Undivided Highways,153,WATERTOWN,2022,bec4408d-6f50-416f-a597-623988bfe37c,8752.96835349642
1603,291-E,0.0,1.24,2,Full Control-Other Divided Hwys 4 or more lanes,164,WINDSOR,2022,78343425-0f67-4990-8eb1-e50c1b32e26b,6595.02422510152
1604,2A-E,0.24,3.33,2,Full Control-Other Divided Hwys 4 or more lanes,103,NORWICH,2022,5fb7c0e1-c630-4590-b6b4-f2937674618a,16281.7719793775
1605,2A-W,4.37,4.9,3,Full Control-Divided 2 Lanes,85,MONTVILLE,2022,47415f29-d32c-4633-a29b-6c2f5533115f,2928.93483225701
1606,3-N,10.56,10.99,6,Partial Control-Undivided Highways,159,WETHERSFIELD,2022,44fd2ce4-668e-472b-ba9c-3ea46f1ef9f8,2284.5126151305
1607,395-S,18.26,21.39,2,Full Control-Other Divided Hwys 4 or more lanes,72,LISBON,2022,ad44fae2-6f7e-4fb6-aeaf-f1e0cd91d3d6,16485.760883068
1608,395-S,25.86,35.59,2,Full Control-Other Divided Hwys 4 or more lanes,108,PLAINFIELD,2022,e4f916d7-fa80-4e9e-9b20-8d04091f3337,51397.0777519658
1609,395-S,35.59,43.98,2,Full Control-Other Divided Hwys 4 or more lanes,68,KILLINGLY,2022,467f03b5-d113-40bf-a173-7dbab585daf3,44228.0044274962
1610,2-W,31.12,35.19,2,Full Control-Other Divided Hwys 4 or more lanes,13,BOZRAH,2022,23255cec-ec64-41cb-abae-0b27938f5a99,21559.3508513371
1611,20-E,31.04,31.22,2,Full Control-Other Divided Hwys 4 or more lanes,165,WINDSOR LOCKS,2022,5fbb51d6-7987-4076-a817-10f2e62eaf42,914.067068599154
1612,20-W,27.79,28.16,2,Full Control-Other Divided Hwys 4 or more lanes,165,WINDSOR LOCKS,2022,a7d07fe4-9d38-4d55-bf53-9c61fdf52c63,2075.44188775776
1613,3-N,13.84,14.45,2,Full Control-Other Divided Hwys 4 or more lanes,42,EAST HARTFORD,2022,3ea03740-425c-49da-9b20-cbecf3950adf,3172.60368063836
1614,32-N,1.13,1.32,5,"Partial Control-Divided, 4 or more lanes",94,NEW LONDON,2022,7ac12357-e1b2-4e97-b269-e2ec941c0fb0,913.853557235405
1615,32-S,1.13,1.32,5,"Partial Control-Divided, 4 or more lanes",94,NEW LONDON,2022,bea78583-9879-4093-88bb-7534b8ceded1,991.362648024918
1616,384-E,1.04,7.04,2,Full Control-Other Divided Hwys 4 or more lanes,76,MANCHESTER,2022,353a3e93-8909-4993-ab88-6950cce1ebcc,31379.9679199197
1617,384-W,7.06,8.44,2,Full Control-Other Divided Hwys 4 or more lanes,12,BOLTON,2022,b637d083-49f4-4d75-bbbf-39fb37e68b28,7038.42076511522
1618,395-N,0.13,4.98,2,Full Control-Other Divided Hwys 4 or more lanes,152,WATERFORD,2022,900c5eaf-560d-4f50-ae7a-30ed5eb72302,25589.5437536987
1619,395-S,0.0,0.13,2,Full Control-Other Divided Hwys 4 or more lanes,44,EAST LYME,2022,eae0e557-a18a-4236-86f0-ed217d15dbc4,1005.87424009025
1620,40-N,0.0,2.25,2,Full Control-Other Divided Hwys 4 or more lanes,100,NORTH HAVEN,2022,69efc93d-f89e-4f7f-83af-61a620d59798,11948.1272271181
1621,44-W,59.34,59.64,7,Partial Control-Channelization,76,MANCHESTER,2022,0ae712ec-e1da-4b9a-b430-4b02c426da32,1576.62172767103
1622,95-S,31.11,34.54,2,Full Control-Other Divided Hwys 4 or more lanes,138,STRATFORD,2022,9809dd38-f8d6-437c-98d9-ef11e9c17b99,18089.4564791987
1623,95-S,70.46,74.19,2,Full Control-Other Divided Hwys 4 or more lanes,154,WESTBROOK,2022,86260454-3571-4d3a-8088-9558baaea0b9,19599.7522151025
1624,1-S,102.95,103.31,7,Partial Control-Channelization,58,GROTON,2022,403d25d0-6214-4340-b154-bd43894a54e2,2061.50884225771
1625,11-N,10.38,14.47,2,Full Control-Other Divided Hwys 4 or more lanes,120,SALEM,2022,5400f31b-24ab-4682-b9fc-48bd580558fe,21546.8782505963
1626,117-N,0.44,0.89,6,Partial Control-Undivided Highways,58,GROTON,2022,be76dd14-0095-445a-9c03-52c04d440ae5,2414.83593675728
1627,12-N,36.17,36.51,2,Full Control-Other Divided Hwys 4 or more lanes,68,KILLINGLY,2022,9f8d0d64-dad3-47d0-880f-e1e51362ebae,1834.17919534195
1628,15-N,0.0,7.7,1,Full Control Parkways,56,GREENWICH,2022,4c3bfc29-e7ba-401e-b424-6a6404e2ab09,40632.098711935
1629,15-N,12.03,15.44,1,Full Control Parkways,89,NEW CANAAN,2022,014fe9ca-5f71-4f02-9a94-d8b9f08e1478,18054.8012703841
1630,15-N,15.44,20.02,1,Full Control Parkways,102,NORWALK,2022,fddd4c6b-ef58-4938-a55c-c9f21289c08d,24211.2109046016
1631,15-N,43.4,45.07,1,Full Control Parkways,167,WOODBRIDGE,2022,084561c3-96b2-4cf9-af92-e928bd3c2e46,8871.83926939583
1632,15-N,47.43,52.11,1,Full Control Parkways,61,HAMDEN,2022,94ef8558-bff1-4fac-b5ac-38cb02b0eb9b,24686.1082609517
1633,15-N,56.54,62.3,1,Full Control Parkways,148,WALLINGFORD,2022,570aee2a-3c1b-4a25-b2f4-e1d40ef63a76,30319.6583157011
1634,15-S,29.23,34.62,1,Full Control Parkways,144,TRUMBULL,2022,ee1ea311-0372-497d-b060-6705a3b62ecf,28465.4496372731
1635,15-S,62.3,63.87,1,Full Control Parkways,79,MERIDEN,2022,98c144b6-420f-4f70-9671-9b6d9d220534,8337.00881141608
1636,15-S,81.9,83.53,2,Full Control-Other Divided Hwys 4 or more lanes,42,EAST HARTFORD,2022,41974f75-b186-4133-b1d8-0c4cdc783252,7394.14637122484
1637,187-N,8.87,8.99,4,Full Control-Undivided Highways,11,BLOOMFIELD,2022,37af2d69-2c30-4f7f-b368-565aa0f0bb88,599.279886971404
1638,187-S,7.24,7.75,6,Partial Control-Undivided Highways,164,WINDSOR,2022,249d8349-b122-4379-a5dc-0a052945e194,2613.63704260726
1639,187-S,7.75,7.87,6,Partial Control-Undivided Highways,11,BLOOMFIELD,2022,5e8b4462-fe7f-4778-8ad6-b59a5c76643e,630.773157212462
1640,189-S,7.16,7.76,2,Full Control-Other Divided Hwys 4 or more lanes,11,BLOOMFIELD,2022,e6d86076-41d1-4ea5-99a1-8655eb2a7e60,3098.64260841301
1641,2-E,0.0,0.2,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,11b6e29f-e963-4665-9c7c-46bac1d81d3c,1093.2901394401
1642,2-E,0.2,4.26,2,Full Control-Other Divided Hwys 4 or more lanes,42,EAST HARTFORD,2022,12a4b99c-3788-4804-b434-cf7f12fb6142,21386.6668079673
1643,2-E,35.2,38.15,2,Full Control-Other Divided Hwys 4 or more lanes,103,NORWICH,2022,22981bac-97f3-43ab-ade3-37f998c4928b,15597.0254572141
1644,2-E,46.3,46.39,6,Partial Control-Undivided Highways,113,PRESTON,2022,881fb361-ff53-4d92-a902-d436c9c93032,639.671886772102
1645,2-E,47.96,48.34,4,Full Control-Undivided Highways,101,NORTH STONINGTON,2022,459b0f3d-6a5c-4a0b-b45d-727ef7f31e21,2043.89578993018
1646,66-W,0.0,1.22,2,Full Control-Other Divided Hwys 4 or more lanes,79,MERIDEN,2022,d3fd243a-b528-4a99-8be1-70cf7ef58f05,6402.69054646742
1647,66-W,1.22,1.46,2,Full Control-Other Divided Hwys 4 or more lanes,81,MIDDLEFIELD,2022,72329ab7-943b-4f3a-b3e1-a937c60dc85f,1178.14402278951
1648,695-E,0.11,4.49,2,Full Control-Other Divided Hwys 4 or more lanes,68,KILLINGLY,2022,eaa55fbd-ecbf-48a9-b334-6304fc28988f,23239.4539838075
1649,7-N,19.62,26.49,2,Full Control-Other Divided Hwys 4 or more lanes,34,DANBURY,2022,033a8463-2457-4348-aa69-c8f35cfa0734,36330.685206498
1650,71-S,17.59,17.69,7,Partial Control-Channelization,51,FARMINGTON,2022,f12cfc22-9692-4f18-a91f-04c3f37f5219,533.423836879031
1651,71-S,17.69,17.73,7,Partial Control-Channelization,93,NEWINGTON,2022,0a3d808e-e910-44ce-b6ed-574437a2fad7,213.056583338558
1652,91-S,25.83,27.87,2,Full Control-Other Divided Hwys 4 or more lanes,33,CROMWELL,2022,cab671c6-51ba-4ec9-81be-2d177cdbf372,11267.2563407267
1653,95-N,9.63,13.32,2,Full Control-Other Divided Hwys 4 or more lanes,35,DARIEN,2022,5a5c8dfd-31fc-4ee3-900d-1834910d1002,19453.1332876993
1654,95-N,13.32,17.7,2,Full Control-Other Divided Hwys 4 or more lanes,102,NORWALK,2022,ef0a1b10-238f-4447-bb62-882d54967ab9,23104.8287663873
1655,95-N,66.71,70.46,2,Full Control-Other Divided Hwys 4 or more lanes,27,CLINTON,2022,26c9ff18-607d-44b1-95e7-1ecd0d9eebca,19862.5652835434
1656,72-S,0.0,2.84,2,Full Control-Other Divided Hwys 4 or more lanes,88,NEW BRITAIN,2022,8c36fc10-645b-4716-bbc0-4ac71d0d5970,15043.5961645527
1657,78-W,0.19,0.43,3,Full Control-Divided 2 Lanes,137,STONINGTON,2022,392f7751-6512-4059-ad24-2dfe945bb835,1157.24794460052
1658,8-N,12.48,14.33,2,Full Control-Other Divided Hwys 4 or more lanes,36,DERBY,2022,4bbeb443-7a4f-461e-95ef-61a344525739,9801.11613466095
1659,8-N,58.31,58.51,4,Full Control-Undivided Highways,162,WINCHESTER,2022,2207a1e5-d673-4421-a3f8-d5111489f2bb,1045.10516279399
1660,8-S,23.4,24.06,2,Full Control-Other Divided Hwys 4 or more lanes,6,BEACON FALLS,2022,1b2616b6-6472-490e-9cf5-21dd95baefad,3495.78856517089
1661,84-E,47.97,50.32,2,Full Control-Other Divided Hwys 4 or more lanes,109,PLAINVILLE,2022,053dd897-5346-4835-ad82-db8cdb79770d,12356.6475284763
1662,84-E,59.3,62.7,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,1d00020d-b327-4c6c-8db3-f51e069befce,18013.6530382705
1663,84-W,0.0,8.62,2,Full Control-Other Divided Hwys 4 or more lanes,34,DANBURY,2022,cb1f9331-ead7-45a1-9521-21c0081421da,45453.9934241536
1664,84-W,51.86,55.99,2,Full Control-Other Divided Hwys 4 or more lanes,51,FARMINGTON,2022,dd82ddc1-f893-4a63-8189-89baaf410410,21973.7239478608
1665,84-W,72.53,72.63,2,Full Control-Other Divided Hwys 4 or more lanes,132,SOUTH WINDSOR,2022,6db032dd-a685-489f-826a-9e1eed460efe,572.777810675618
1666,9-N,39.69,40.85,2,Full Control-Other Divided Hwys 4 or more lanes,51,FARMINGTON,2022,e155918f-3c7f-41d2-86cc-9f1ff101d91f,6049.83252404798
1667,9-S,34.48,37.4,2,Full Control-Other Divided Hwys 4 or more lanes,88,NEW BRITAIN,2022,948c33f6-71e6-4d67-b58c-9a122fb02f5a,15766.0148433331
1668,91-N,0.0,3.74,2,Full Control-Other Divided Hwys 4 or more lanes,92,NEW HAVEN,2022,db1f8b50-10d1-4396-b80a-fa56856ec854,19623.5087744775
1669,91-S,0.0,3.74,2,Full Control-Other Divided Hwys 4 or more lanes,92,NEW HAVEN,2022,07eeca3c-6a83-4de3-97c8-194cb62055b6,19495.2925978078
1670,91-S,3.74,10.78,2,Full Control-Other Divided Hwys 4 or more lanes,100,NORTH HAVEN,2022,1229f5f6-1d12-4539-b668-37b0b1f4e450,37189.031881937
1671,449-S,0.0,0.53,2,Full Control-Other Divided Hwys 4 or more lanes,44,EAST LYME,2022,02e3c390-1d0f-448b-b8e3-7f209f15b996,2937.18339254169
1672,501-S,0.0,0.77,2,Full Control-Other Divided Hwys 4 or more lanes,155,WEST HARTFORD,2022,7bca04ba-6003-4f2f-8ec1-c00c0c8b9949,4315.19127475301
1673,535-N,0.0,0.15,7,Partial Control-Channelization,155,WEST HARTFORD,2022,3720725a-5fcf-4b97-9f68-8d0e28c8d4b8,820.853324740159
1674,598-E,0.0,0.72,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,3c8278aa-8dd6-4424-bd9c-a5226465bacf,3820.14669640357
1675,6-E,4.12,8.26,2,Full Control-Other Divided Hwys 4 or more lanes,34,DANBURY,2022,361a3c79-e9ae-449b-a11b-2c89dfdf642a,21816.9313979823
1676,6-E,56.34,57.91,2,Full Control-Other Divided Hwys 4 or more lanes,51,FARMINGTON,2022,5d3ce6d5-004c-40d1-9c76-a060656a45b7,8154.14838389783
1677,6-W,112.15,112.17,4,Full Control-Undivided Highways,68,KILLINGLY,2022,6086fbc5-4def-4fa8-b440-75815f0968f0,93.0746929075207
1678,63-N,17.11,17.16,6,Partial Control-Undivided Highways,151,WATERBURY,2022,d629158c-5dc9-459d-8cef-9882c809c7a5,263.532882455669
1679,66-E,0.0,0.96,2,Full Control-Other Divided Hwys 4 or more lanes,79,MERIDEN,2022,d2428346-1e6a-4eb0-8730-4057389fc096,5016.40122215916
1680,349-N,1.86,3.07,6,Partial Control-Undivided Highways,58,GROTON,2022,c4159ae3-930a-4c43-92ee-62f3df273da6,6419.17902018504
1681,349-S,3.06,3.07,6,Partial Control-Undivided Highways,58,GROTON,2022,9a9e5acf-9407-40ba-9089-b6c261a306e8,118.124167267304
1682,349-S,3.07,3.81,2,Full Control-Other Divided Hwys 4 or more lanes,58,GROTON,2022,ffa5f901-b02c-4f29-aa73-a27f7b074af2,3670.06760034158
1683,395-N,25.86,35.59,2,Full Control-Other Divided Hwys 4 or more lanes,108,PLAINFIELD,2022,a336a946-5501-4862-85bc-54793bb19ae5,51411.7676954237
1684,395-N,43.98,47.78,2,Full Control-Other Divided Hwys 4 or more lanes,115,PUTNAM,2022,5de0ffb0-5f79-497f-9425-9fd6ddaadca7,19984.4707764591
1685,395-S,47.78,54.69,2,Full Control-Other Divided Hwys 4 or more lanes,141,THOMPSON,2022,aafa16a3-ec37-4d78-bd4d-bb775cd6039d,36496.8459709985
1686,40-N,2.25,3.08,2,Full Control-Other Divided Hwys 4 or more lanes,61,HAMDEN,2022,0d7f13ed-fda6-4833-a96b-50bed88af079,4429.62935670785
1687,401-N,0.87,1.13,3,Full Control-Divided 2 Lanes,165,WINDSOR LOCKS,2022,6b50e512-7987-4812-97c3-afcb5f784fe2,1379.57343055693
1688,401-S,0.35,0.47,2,Full Control-Other Divided Hwys 4 or more lanes,165,WINDSOR LOCKS,2022,41eacbba-6657-4b9f-9a18-6cf77eb9c996,619.043854009191
1689,44-E,53.8,53.89,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,546ce576-e1ad-4e35-9326-69d99d676acd,506.293586015244
1690,508-E,0.0,1.82,2,Full Control-Other Divided Hwys 4 or more lanes,51,FARMINGTON,2022,b72161e5-bcc4-4e0c-b68b-3c1c7bf3727a,9534.60092730093
1691,571-E,0.0,1.52,2,Full Control-Other Divided Hwys 4 or more lanes,7,BERLIN,2022,63b666eb-ba1e-4c20-8e54-920efe1e4bcc,8093.58485676129
1692,6-E,55.77,56.17,4,Full Control-Undivided Highways,51,FARMINGTON,2022,437eec19-4211-42b0-8ec0-eb88f40576d6,2049.09866351567
1693,633-E,0.0,0.79,6,Partial Control-Undivided Highways,77,MANSFIELD,2022,aa2d5d0a-0864-4cf2-b3e8-99e78edadf64,4248.09656676724
1694,691-W,8.21,8.62,2,Full Control-Other Divided Hwys 4 or more lanes,131,SOUTHINGTON,2022,ceb45786-a0a4-44d0-bef5-5d2c21e04958,2099.21435350126
1695,691-W,8.62,8.84,2,Full Control-Other Divided Hwys 4 or more lanes,25,CHESHIRE,2022,a5ae448d-b1a2-4d6a-a132-e766e52d4500,1225.52721677414
1696,95-S,45.79,49.65,2,Full Control-Other Divided Hwys 4 or more lanes,92,NEW HAVEN,2022,e815c472-1398-4092-840c-f9b8f5f72c61,20427.6493164084
1697,1-S,40.2,40.42,7,Partial Control-Channelization,83,MILFORD,2022,b2092b0a-989d-4863-8d15-ffc4d59b3a26,1069.95997312698
1698,11-S,14.47,17.8,2,Full Control-Other Divided Hwys 4 or more lanes,28,COLCHESTER,2022,3bda67a0-2189-40a7-a35b-a89d298c4b71,17297.1653184691
1699,117-N,0.89,1.13,7,Partial Control-Channelization,58,GROTON,2022,be8f74cf-6f2e-4c4c-8c34-5904e224853f,1292.71252993215
1700,15-N,37.53,39.55,1,Full Control Parkways,83,MILFORD,2022,4130dec6-0656-4d93-b8c4-5626196b585f,10715.6873885796
1701,15-S,37.53,39.55,1,Full Control Parkways,83,MILFORD,2022,152d4665-9f63-4f27-bcf0-6949a5341d7f,10676.0841064199
1702,15-S,45.81,46.77,1,Full Control Parkways,92,NEW HAVEN,2022,1a421037-9b76-48d3-964f-6403a3ab0e2a,5092.91384486003
1703,15-S,46.77,47.2,1,Full Control Parkways,167,WOODBRIDGE,2022,6a6edc02-00dd-43cd-a44b-b72e84cff551,2177.27177025961
1704,17-S,34.05,34.16,2,Full Control-Other Divided Hwys 4 or more lanes,53,GLASTONBURY,2022,8119e37a-c1ed-42e1-b3c5-c1a3571593f2,597.249729799565
1705,187-N,7.24,7.75,6,Partial Control-Undivided Highways,164,WINDSOR,2022,9ee39590-e1c2-4d5f-9369-f87d22465eba,2616.50015364363
1706,187-N,8.99,10.54,4,Full Control-Undivided Highways,39,EAST GRANBY,2022,d5a79833-e912-4c36-8c68-8eb637aab50b,8145.70007898966
1707,189-N,7.76,8.47,3,Full Control-Divided 2 Lanes,11,BLOOMFIELD,2022,05d6b740-980a-4c7b-b692-80e276ca71c0,3871.80324178942
1708,190-W,3.23,3.77,2,Full Control-Other Divided Hwys 4 or more lanes,48,ENFIELD,2022,d68afc73-6955-4489-a7fa-e9b4bb567e56,2904.71628234782
1709,2-E,31.11,35.2,2,Full Control-Other Divided Hwys 4 or more lanes,13,BOZRAH,2022,11859648-76da-4c74-bdf0-23e50b8ab0c6,21613.0641521773
1710,2-E,46.39,46.41,6,Partial Control-Undivided Highways,71,LEDYARD,2022,bd351aae-6e6a-4b5d-bdd5-76af75801bb1,95.8080821080504
1711,2-W,0.0,0.2,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,6deb6a53-9a49-4a89-b938-de4910bd1a86,1087.44171763257
1712,2-W,19.21,28.53,2,Full Control-Other Divided Hwys 4 or more lanes,28,COLCHESTER,2022,a97ba1bc-7b5e-49d4-aaf5-8acf2f62c485,48551.2495623846
1713,2-W,35.19,38.15,2,Full Control-Other Divided Hwys 4 or more lanes,103,NORWICH,2022,06c86f39-8d05-431c-8657-18b65ba6536f,15606.4232816955
1714,20-W,27.37,27.4,6,Partial Control-Undivided Highways,39,EAST GRANBY,2022,44e7a193-a680-4c87-8abb-36eaaf20adec,143.88513481941
1715,20-W,27.49,27.72,3,Full Control-Divided 2 Lanes,39,EAST GRANBY,2022,e8d33c07-1d1f-472c-8c12-b7fea477ba6f,1216.70167015105
1716,218-E,2.17,3.51,5,"Partial Control-Divided, 4 or more lanes",11,BLOOMFIELD,2022,38268c6f-34f0-4cee-8cac-6c44cc67f5c2,7017.94875307688
1717,25-S,4.01,9.87,2,Full Control-Other Divided Hwys 4 or more lanes,144,TRUMBULL,2022,37fe884f-aefd-49bc-b8c4-0d0aa59cba37,30756.7138442051
1718,291-W,0.0,1.24,2,Full Control-Other Divided Hwys 4 or more lanes,164,WINDSOR,2022,39c812fd-d603-45ce-a56e-386182d3a29d,6613.60164654034
1719,2A-W,6.89,7.05,4,Full Control-Undivided Highways,113,PRESTON,2022,cbdbee85-9f8e-47de-a594-e08fd2168a27,848.724484519642
1720,32-S,0.0,1.13,2,Full Control-Other Divided Hwys 4 or more lanes,94,NEW LONDON,2022,8af686ee-0cb5-4b74-8b86-63156894c11b,6137.04682091872
1721,84-E,90.45,92.05,2,Full Control-Other Divided Hwys 4 or more lanes,3,ASHFORD,2022,c345abdf-523a-4d61-9554-eb1ec82bfe0e,8487.18237127016
1722,84-E,92.05,97.9,2,Full Control-Other Divided Hwys 4 or more lanes,145,UNION,2022,f33f0900-ffc5-4a43-883c-08a8e8b0b465,30777.3171587032
1723,84-W,8.62,10.05,2,Full Control-Other Divided Hwys 4 or more lanes,9,BETHEL,2022,0854c011-57f1-495a-9035-e08c92c9fb25,7539.15095963133
1724,95-S,74.19,78.68,2,Full Control-Other Divided Hwys 4 or more lanes,105,OLD SAYBROOK,2022,a306ac39-6bda-4fd4-af63-7e1f1c460506,23771.3661105641
1725,95-S,92.37,94.29,2,Full Control-Other Divided Hwys 4 or more lanes,94,NEW LONDON,2022,66b8bb2a-0288-4ef3-8df5-2dc00c72c99c,10008.0147151613
1726,95-S,107.77,111.57,2,Full Control-Other Divided Hwys 4 or more lanes,101,NORTH STONINGTON,2022,77646730-34a2-4ecd-b568-cfd34b6ae683,20157.7628978672
1727,9-N,2.51,5.47,2,Full Control-Other Divided Hwys 4 or more lanes,49,ESSEX,2022,24306ac3-adac-4154-ad66-11ba5af370ae,15657.6651920018
1728,9-N,18.76,24.65,2,Full Control-Other Divided Hwys 4 or more lanes,82,MIDDLETOWN,2022,9105d545-9cfa-4689-9b4c-df8d8efbc2ab,31088.839781895
1729,9-S,0.4,2.52,2,Full Control-Other Divided Hwys 4 or more lanes,105,OLD SAYBROOK,2022,6ba4d9e5-0c53-4b63-b2d7-d14674505504,11187.0999588697
1730,91-N,32.15,35.54,2,Full Control-Other Divided Hwys 4 or more lanes,159,WETHERSFIELD,2022,8a59d613-3815-4366-ab14-3496d004f992,18002.149696085
1731,91-S,35.54,41.24,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,8dd654a4-f533-433b-9797-874d05ac2000,29781.5310208801
1732,91-S,41.39,41.49,2,Full Control-Other Divided Hwys 4 or more lanes,63,HARTFORD,2022,6b9aa215-39a7-4b90-b91d-d5904c6f1113,569.388212098618
1733,95-N,0.0,6.29,2,Full Control-Other Divided Hwys 4 or more lanes,56,GREENWICH,2022,8a6afc8f-057e-4d42-971f-d749367bb4d0,33224.0978617834
1734,95-N,17.7,22.38,2,Full Control-Other Divided Hwys 4 or more lanes,158,WESTPORT,2022,e765648d-33ab-4169-b5d6-7b345b149afb,24714.018995028
1735,95-N,45.79,49.65,2,Full Control-Other Divided Hwys 4 or more lanes,92,NEW HAVEN,2022,17caa5a7-3591-4ab3-a5a8-b858b572261b,20401.1735353916
1736,95-N,49.65,51.0,2,Full Control-Other Divided Hwys 4 or more lanes,43,EAST HAVEN,2022,fcd97ffe-7d68-47b2-a477-09f7cb9f90a2,7192.78324239716
1737,95-N,74.19,78.68,2,Full Control-Other Divided Hwys 4 or more lanes,105,OLD SAYBROOK,2022,bdfd265d-1db1-4f6c-96dd-26373ac4cead,23760.6917703896
