OBJECTID,GEOID10,B03002_001,White,AA,AI_AN_A,Asian,NHOPIA,Other,TwoRace,Hispanic,RaceEthnic,Shape__Area,Shape__Length
584,261635427001,1038,69,948,4,0,0,4,4,9,Black or African American alone,15228726.6362305,15821.0350233611
585,261635353001,478,0,462,0,0,0,0,0,16,Black or African American alone,3530592.47290039,7945.22060195181
586,261635352004,713,16,697,0,0,0,0,0,0,Black or African American alone,4540086.96289063,10370.9461882617
587,261635352003,761,0,761,0,0,0,0,0,0,Black or African American alone,3557392.74438477,7922.41952968286
588,261635352002,338,92,225,0,0,0,0,21,0,Black or African American alone,2310645.96777344,7044.52938063312
589,261635352001,542,7,495,0,40,0,0,0,0,Black or African American alone,4728703.96948242,8875.75828477248
590,261635351002,1410,26,1358,0,0,0,0,26,0,Black or African American alone,6955986.12646484,10574.1983092671
591,261635351001,395,29,366,0,0,0,0,0,0,Black or African American alone,3492671.43334961,7922.08544576149
592,261635350001,871,111,760,0,0,0,0,0,0,Black or African American alone,3413317.47680664,7858.21036629925
593,261635347004,1353,15,1338,0,0,0,0,0,0,Black or African American alone,5959207.39038086,9797.52791351193
594,261635347003,560,0,560,0,0,0,0,0,0,Black or African American alone,2297203.45361328,6149.23940909883
595,261635347002,609,0,609,0,0,0,0,0,0,Black or African American alone,1868660.00927734,6020.73370788956
596,261635347001,744,0,744,0,0,0,0,0,0,Black or African American alone,1433388.42163086,5143.1575878922
597,261635346002,428,15,381,8,0,0,0,12,12,Black or African American alone,2565475.46679688,7224.76857417336
598,261635346001,509,0,509,0,0,0,0,0,0,Black or African American alone,2282263.45263672,7013.89091987037
599,261635345002,456,19,379,0,0,0,0,58,0,Black or African American alone,9404347.12109375,15428.7074686356
600,261635345001,396,0,396,0,0,0,0,0,0,Black or African American alone,3696666.9140625,9751.95633809058
601,261635224002,812,112,700,0,0,0,0,0,0,Black or African American alone,4251125.25488281,9925.9225269363
602,261635223001,201,73,118,0,0,0,0,10,0,Black or African American alone,7279756.19799805,12900.886286128
603,261635222002,179,28,85,4,0,0,0,0,62,Black or African American alone,1867629.93017578,5760.29941667832
604,261635221001,385,101,273,0,0,0,11,0,0,Black or African American alone,5642403.18920898,12052.9246314149
605,261635219003,1248,601,450,14,0,0,0,124,59,White alone,9596571.08544922,15103.8095570497
606,261635215002,824,20,740,0,16,0,5,11,32,Black or African American alone,4771555.2434082,10272.7781503928
607,261635207002,1442,442,846,0,99,0,0,0,55,Black or African American alone,1870326.66040039,5633.72088152816
608,261635225003,578,151,404,2,0,0,0,4,17,Black or African American alone,2373373.21850586,6568.16363536598
609,261635225002,681,146,521,0,4,0,0,0,10,Black or African American alone,2578048.484375,6574.51032906947
610,261635225001,355,90,254,0,0,0,0,0,11,Black or African American alone,5108398.53662109,9793.38920665398
611,261635203002,481,173,166,0,93,0,0,7,42,White alone,2328710.87011719,6048.44151290137
612,261635203001,1243,578,224,0,191,0,0,55,195,White alone,2526623.7980957,6372.74419052922
613,261635202001,963,451,174,4,286,0,23,25,0,White alone,2349192.53515625,7206.28333651672
614,261635186002,203,7,195,0,0,0,0,0,1,Black or African American alone,3795987.49511719,8665.23315716327
615,261635186001,233,6,227,0,0,0,0,0,0,Black or African American alone,4185748.73632813,8324.5189918162
616,261635184002,185,5,180,0,0,0,0,0,0,Black or African American alone,2520590.64038086,6364.62898051516
617,261635080002,886,123,742,0,0,0,0,21,0,Black or African American alone,13411664.0878906,16458.3490258044
618,261635011005,1305,40,1265,0,0,0,0,0,0,Black or African American alone,2678173.16748047,6404.60465670283
619,261635013005,1359,15,1344,0,0,0,0,0,0,Black or African American alone,4274859.52685547,8460.96169366109
620,261639859001,0,0,0,0,0,0,0,0,0,White alone,6730219.60522461,10687.3912365111
621,261635258001,559,168,122,0,0,0,0,1,268,Hispanic or Latino:,2566813.77294922,7359.30754721801
622,261635167002,960,21,896,0,0,0,0,43,0,Black or African American alone,2402962.07910156,6315.18807643604
623,261635273002,428,2,373,0,0,0,0,10,43,Black or African American alone,6185317.3972168,11981.6110741695
624,261635272002,270,0,243,0,0,0,0,0,27,Black or African American alone,2907005.76611328,8115.29970795826
625,261635426002,1139,0,1118,0,0,0,0,21,0,Black or African American alone,3738130.71020508,9771.97260889257
626,261635437002,1349,130,1115,0,0,0,0,64,40,Black or African American alone,4611414.43286133,8758.45292179735
627,261635454001,936,188,710,6,0,0,0,5,27,Black or African American alone,14055827.3950195,15934.5758886778
628,261635457001,1304,653,444,16,0,0,0,7,184,White alone,5665752.38500977,13157.780020123
629,261635418001,1278,91,1051,38,44,0,0,35,19,Black or African American alone,6962090.51806641,10493.1767063495
630,261635417002,1369,33,1280,0,0,0,24,27,5,Black or African American alone,6476285.82568359,13948.1239450138
631,261635417001,728,23,697,8,0,0,0,0,0,Black or African American alone,7296516.64941406,15650.9265950016
632,261635415003,613,44,549,0,0,0,0,20,0,Black or African American alone,2582909.56494141,7176.02002667437
633,261635415002,1286,19,1254,0,0,0,0,0,13,Black or African American alone,4157316.84033203,8421.51980929026
634,261635415001,972,61,899,0,0,0,0,12,0,Black or African American alone,1640417.73681641,7082.94812662527
635,261635414003,1142,131,986,0,0,0,0,25,0,Black or African American alone,6449624.36230469,10948.0894978323
636,261635414002,1221,191,1000,0,0,0,30,0,0,Black or African American alone,9630801.87402344,13261.4712081169
637,261635414001,359,70,289,0,0,0,0,0,0,Black or African American alone,11192805.9462891,15649.4770782259
638,261635413002,1018,164,849,0,0,0,0,5,0,Black or African American alone,5064230.5,9869.53788856553
639,261635413001,817,237,536,0,0,7,0,31,6,Black or African American alone,4648993.95849609,8805.56081784887
640,261635412004,501,22,472,7,0,0,0,0,0,Black or African American alone,2206149.97363281,5989.69224994307
641,261635412003,259,3,254,0,0,0,0,1,1,Black or African American alone,2313798.43359375,6148.41418146498
642,261635412002,742,59,683,0,0,0,0,0,0,Black or African American alone,3501138.04150391,8866.98042410303
643,261635017001,1180,305,801,0,42,0,0,15,17,Black or African American alone,6027136.62011719,11397.1935009367
644,261635016002,749,235,448,0,0,0,0,66,0,Black or African American alone,6383880.70214844,11715.9442628459
645,261635016001,1220,129,946,0,9,0,0,43,93,Black or African American alone,6672712.65527344,10700.7126287311
646,261635015004,339,90,223,5,0,0,0,21,0,Black or African American alone,3756015.76367188,9737.04438061931
647,261635015001,1267,92,1047,0,0,0,0,67,61,Black or African American alone,3005756.31835938,7481.50140760474
648,261635015002,284,22,262,0,0,0,0,0,0,Black or African American alone,1267495.67871094,7036.00833275612
649,261635015003,1089,260,829,0,0,0,0,0,0,Black or African American alone,3166551.6015625,7792.34358547457
650,261635014001,782,126,638,0,0,0,0,0,18,Black or African American alone,2717055.49462891,6755.93607083801
651,261635014003,1225,99,1115,0,0,0,0,11,0,Black or African American alone,3647287.76757813,9391.36923081812
652,261635014002,882,162,697,0,0,0,0,0,23,Black or African American alone,2556396.02832031,6541.73312723606
653,261635013001,634,22,612,0,0,0,0,0,0,Black or African American alone,2220418.99755859,7409.84916146534
654,261635013004,380,0,371,0,0,0,0,0,9,Black or African American alone,2103003.16601563,7571.40034456871
655,261635013002,160,9,127,0,0,0,0,0,24,Black or African American alone,2358055.13330078,6196.68890903575
656,261635013003,950,87,863,0,0,0,0,0,0,Black or African American alone,2339045.06298828,6168.61134580213
657,261635012002,838,57,781,0,0,0,0,0,0,Black or African American alone,2662706.21435547,6878.32220460012
658,261635011004,324,0,324,0,0,0,0,0,0,Black or African American alone,2687903.32421875,7706.98650419577
659,261635011002,763,21,742,0,0,0,0,0,0,Black or African American alone,2496837.33544922,6848.30582712868
660,261635011001,471,0,471,0,0,0,0,0,0,Black or African American alone,2548317.68798828,6384.27932246078
661,261635010001,880,14,752,0,0,0,0,114,0,Black or African American alone,3378555.86376953,7512.7970737466
662,261635009004,634,0,634,0,0,0,0,0,0,Black or African American alone,3473704.27880859,7465.70806336062
663,261635009003,509,0,509,0,0,0,0,0,0,Black or African American alone,2376784.41894531,6239.47257945503
664,261635315004,975,0,945,0,0,0,0,30,0,Black or African American alone,2570229.63305664,7049.71435235793
665,261635315003,1315,24,1176,6,58,0,0,8,43,Black or African American alone,2699079.34326172,7357.4220712375
666,261635315002,821,8,803,0,0,0,0,0,10,Black or African American alone,2151627.29272461,5896.08792053552
667,261635315001,430,0,430,0,0,0,0,0,0,Black or African American alone,1899414.64477539,5606.51538037031
668,261635314002,1191,13,1154,0,0,0,0,0,24,Black or African American alone,3700369.36547852,7699.63673417992
669,261635314001,436,0,420,0,0,0,0,16,0,Black or African American alone,1702687.19458008,5696.41344538127
670,261635313002,689,22,654,4,0,0,0,8,1,Black or African American alone,2321727.03027344,7846.77314258702
671,261635313001,560,12,548,0,0,0,0,0,0,Black or African American alone,3915667.87451172,9146.47370194206
672,261635312002,580,70,510,0,0,0,0,0,0,Black or African American alone,2891356.92114258,7618.12807277275
673,261635312001,475,12,453,0,0,0,0,10,0,Black or African American alone,3434130.85839844,7931.13642785575
674,261635311001,379,45,280,7,6,0,0,11,30,Black or African American alone,4362150.37207031,8620.05442498561
675,261635311002,602,6,596,0,0,0,0,0,0,Black or African American alone,2351713.12158203,7148.79035392644
676,261635308004,327,0,327,0,0,0,0,0,0,Black or African American alone,1899481.23706055,6057.84338252154
677,261635308003,676,0,673,0,0,0,0,0,3,Black or African American alone,4306059.65136719,9788.54455657879
678,261635308002,525,26,491,0,0,0,0,3,5,Black or African American alone,3182943.71508789,10092.2409358485
679,261635308001,441,36,405,0,0,0,0,0,0,Black or African American alone,3181370.93188477,8936.30000369672
680,261635305002,1564,37,1481,19,0,0,0,27,0,Black or African American alone,3414363.68188477,7613.87727803256
681,261635305001,572,12,522,0,0,0,0,38,0,Black or African American alone,2283990.4921875,6058.9901051531
682,261635304001,782,32,750,0,0,0,0,0,0,Black or African American alone,2307037.64306641,6815.95533931594
683,261635009001,1712,0,1712,0,0,0,0,0,0,Black or African American alone,3743707.85595703,7894.58869007433
684,261635008001,1299,101,1155,0,0,0,0,43,0,Black or African American alone,5248539.31689453,9834.2830169765
685,261635051001,1089,23,1013,0,0,0,0,19,34,Black or African American alone,13348918.0629883,16513.5230343091
686,261635043001,550,0,550,0,0,0,0,0,0,Black or African American alone,3624295.67431641,9611.10657836865
687,261635106001,821,344,287,0,129,0,6,55,0,White alone,8431271.43066406,15404.8933058688
688,261635113002,638,156,470,0,0,0,12,0,0,Black or African American alone,4543813.67285156,8706.74721702185
689,261635081001,550,77,460,0,0,0,0,13,0,Black or African American alone,7350706.66943359,17704.3614842689
690,261635081004,225,0,225,0,0,0,0,0,0,Black or African American alone,2055232.40771484,5809.40857382218
691,261635382002,934,154,722,0,0,16,0,17,25,Black or African American alone,9157593.99316406,14883.6446967131
692,261635105004,1757,12,147,17,1500,0,0,81,0,Asian alone,2280274.55957031,6264.0666094497
693,261635105003,819,149,320,0,350,0,0,0,0,Asian alone,4251793.87890625,9134.54236171793
694,261635012001,977,10,967,0,0,0,0,0,0,Black or African American alone,4738824.34375,11275.6105973535
695,261635010002,1131,30,856,0,0,0,0,202,43,Black or African American alone,3358634.55078125,7516.56406056234
696,261635011003,414,47,352,0,0,0,0,0,15,Black or African American alone,2886879.35595703,7403.59228537083
697,261635105001,730,42,680,8,0,0,0,0,0,Black or African American alone,6866121.03417969,10873.4403721501
698,261635001001,1199,106,1069,0,0,0,0,24,0,Black or African American alone,5107866.76953125,10746.2005951409
699,261635031001,1313,97,1182,0,0,0,0,34,0,Black or African American alone,4837532.83642578,9516.59007707407
700,261635004003,436,14,381,0,0,0,0,41,0,Black or African American alone,3440122.62744141,7864.56703162075
701,261635004004,369,15,312,0,0,0,0,16,26,Black or African American alone,4280442.83398438,10561.675853447
702,261635040001,618,0,618,0,0,0,0,0,0,Black or African American alone,3487584.41650391,10386.489561533
703,261635039003,1215,24,1163,5,0,0,11,12,0,Black or African American alone,4803269.26464844,11558.7252239054
704,261635006005,637,29,608,0,0,0,0,0,0,Black or African American alone,4425962.42236328,8639.6821778662
705,261635381002,1579,301,1049,0,6,0,0,196,27,Black or African American alone,12076649.8461914,14428.966836367
706,261635035005,1136,39,1058,10,29,0,0,0,0,Black or African American alone,7822137.04638672,14473.7197170161
707,261635052002,915,49,847,0,0,0,0,11,8,Black or African American alone,3804904.81005859,8353.85578163297
708,261635043003,889,30,859,0,0,0,0,0,0,Black or African American alone,3746811.0,8746.84521555938
709,261635063003,825,0,806,0,0,0,0,19,0,Black or African American alone,10428389.0444336,13152.5205685474
710,261635072002,606,0,606,0,0,0,0,0,0,Black or African American alone,5693481.20507813,10292.048960522
711,261635071003,741,1,740,0,0,0,0,0,0,Black or African American alone,2642751.51904297,7820.75656303367
712,261635068003,1628,46,1545,0,0,0,0,37,0,Black or African American alone,10949981.5395508,13723.7813981186
713,261635404002,832,48,776,0,0,0,0,0,8,Black or African American alone,2374777.20507813,7060.83896137213
714,261635404001,518,3,499,8,0,0,0,0,8,Black or African American alone,2975687.92773438,7509.41445850014
715,261635403004,1170,0,1170,0,0,0,0,0,0,Black or African American alone,2362385.10058594,6212.15889559974
716,261635009002,510,0,510,0,0,0,0,0,0,Black or African American alone,2957400.47021484,6905.75447401964
717,261635008002,1022,128,830,6,40,0,0,18,0,Black or African American alone,3414838.51367188,8318.45890408367
718,261635007004,847,40,796,0,0,0,0,11,0,Black or African American alone,3716285.86816406,8400.12409113396
719,261635007003,1845,35,1794,16,0,0,0,0,0,Black or African American alone,3800609.42236328,8437.16782076221
720,261635007002,849,60,768,21,0,0,0,0,0,Black or African American alone,2856740.33154297,7787.87068526329
721,261635007001,966,36,905,0,0,0,0,0,25,Black or African American alone,2722878.99707031,7678.83583740082
722,261635006004,497,0,487,0,10,0,0,0,0,Black or African American alone,2223152.74951172,6164.33303600095
723,261635006003,318,0,318,0,0,0,0,0,0,Black or African American alone,2566980.08251953,6565.05587609351
724,261635006002,612,0,600,0,0,0,0,12,0,Black or African American alone,2630260.68310547,6603.99659899941
725,261635006001,1092,38,993,0,0,0,0,61,0,Black or African American alone,4146381.18798828,10348.7702616941
726,261635005004,234,0,217,0,0,0,0,17,0,Black or African American alone,1928865.80810547,5561.84293799589
727,261635005003,452,0,447,5,0,0,0,0,0,Black or African American alone,1927076.71679688,5559.53685510109
728,261635005002,286,0,286,0,0,0,0,0,0,Black or African American alone,1740432.11181641,5709.84818848249
729,261635005001,677,10,653,0,0,0,0,0,14,Black or African American alone,3157213.07910156,8407.22393348272
730,261635004002,117,27,58,0,11,0,0,21,0,Black or African American alone,1532253.66259766,5706.4470757125
731,261635004001,178,0,174,4,0,0,0,0,0,Black or African American alone,1379447.73876953,4914.04238974317
732,261635003004,461,0,447,0,0,0,0,0,14,Black or African American alone,2634202.17919922,6960.73167205274
733,261635003003,498,35,421,0,0,0,0,42,0,Black or African American alone,3366971.23291016,8949.16134849372
734,261635304002,641,16,617,8,0,0,0,0,0,Black or African American alone,2489620.37353516,6600.740852381
735,261635303002,748,13,735,0,0,0,0,0,0,Black or African American alone,4022766.10058594,9062.29962953676
736,261635303003,671,0,646,0,0,0,0,0,25,Black or African American alone,4461391.65527344,13093.5896737377
737,261635302002,1062,1,1017,0,0,0,0,44,0,Black or African American alone,2552336.85742188,7393.9073891502
738,261635302001,891,367,504,0,0,0,0,0,20,Black or African American alone,2539773.95751953,7328.53286176665
739,261635301004,372,0,372,0,0,0,0,0,0,Black or African American alone,1574096.36914063,6702.41437884037
740,261635301003,943,95,812,0,0,0,0,36,0,Black or African American alone,4416915.95507813,8614.60581909026
741,261635301002,460,0,452,0,8,0,0,0,0,Black or African American alone,2781189.19726563,8003.10185637209
742,261635265003,305,0,305,0,0,0,0,0,0,Black or African American alone,2486312.32666016,6870.93120095216
743,261635265002,1354,14,819,0,0,0,0,19,502,Black or African American alone,5773730.61279297,9777.50847021367
744,261635265001,434,0,402,0,0,0,0,0,32,Black or African American alone,2197293.7824707,6103.63529113186
745,261635263001,1065,178,60,0,0,0,0,0,827,Hispanic or Latino:,3428433.93603516,7594.24959284411
746,261635263002,812,203,15,0,0,0,0,1,593,Hispanic or Latino:,3485960.06665039,7838.67720223204
747,261635262003,1022,371,5,0,36,0,0,23,587,Hispanic or Latino:,1883360.25585938,5710.21070275564
748,261635262002,1034,394,112,0,0,0,0,0,528,Hispanic or Latino:,2671678.24414063,9265.52728834373
749,261635262001,1332,538,197,0,0,0,0,91,506,White alone,3007935.38452148,10027.7516438631
750,261635261002,2122,1372,78,9,0,0,0,26,637,White alone,3848805.10327148,10775.9035846304
751,261635261001,999,561,140,0,0,0,17,64,217,White alone,3507664.62939453,9851.59101988991
752,261635042004,162,0,162,0,0,0,0,0,0,Black or African American alone,3067675.99658203,7416.72983127962
753,261635107001,440,160,269,0,0,0,0,11,0,Black or African American alone,3246555.90576172,8204.20071252128
754,261635250001,5,5,0,0,0,0,0,0,0,White alone,27136438.7155762,29131.9907000753
755,261635211001,1168,313,302,0,6,0,0,11,536,Hispanic or Latino:,12887576.2028809,20155.9044555544
756,261639852001,0,0,0,0,0,0,0,0,0,White alone,26218704.2575684,22530.0736946369
757,261635129001,785,72,699,0,0,0,0,14,0,Black or African American alone,4793685.57128906,9435.03011290216
758,261635129002,569,36,533,0,0,0,0,0,0,Black or African American alone,8473987.59008789,11631.9893275461
759,261635136002,915,61,854,0,0,0,0,0,0,Black or African American alone,5017078.4934082,9148.52032640677
760,261635156002,686,0,686,0,0,0,0,0,0,Black or African American alone,5883132.11157227,10491.2770100274
761,261635141003,476,28,431,0,0,0,0,8,9,Black or African American alone,5681298.75195313,10098.1293628453
762,261635143003,990,0,990,0,0,0,0,0,0,Black or African American alone,5892439.75561523,10883.4487861173
763,261635403003,644,0,644,0,0,0,0,0,0,Black or African American alone,1869374.06054688,5465.63659856599
764,261635403002,1608,0,1601,0,0,0,0,7,0,Black or African American alone,2400394.85791016,7097.22179664504
765,261635112002,272,34,234,2,0,0,0,2,0,Black or African American alone,1813164.28808594,5718.53614823151
766,261635112001,1095,103,975,0,0,0,0,17,0,Black or African American alone,12637449.4284668,18029.7797568744
767,261635110001,307,1,297,8,0,0,0,1,0,Black or African American alone,6724940.92675781,14912.6726296862
768,261635110004,594,29,492,0,41,0,0,17,15,Black or African American alone,9725650.3894043,12811.0195702333
769,261635110003,839,13,798,0,0,0,0,28,0,Black or African American alone,15508742.2119141,16871.4117189762
770,261635107002,1478,992,162,0,60,0,0,258,6,White alone,2857614.70605469,7712.62197654028
771,261635106003,1654,599,452,0,560,0,0,43,0,White alone,3054510.57128906,7971.33071038748
772,261635106002,2195,931,184,0,1021,0,0,59,0,Asian alone,3381462.62158203,7703.02397870628
773,261635105002,1628,159,79,0,1347,0,0,43,0,Asian alone,2030201.84716797,7454.68387318001
774,261635460002,411,35,367,0,9,0,0,0,0,Black or African American alone,2170839.81884766,5932.78000221494
775,261635460001,378,19,353,0,0,0,0,6,0,Black or African American alone,3364709.68212891,7805.45732316148
776,261635459004,319,132,168,0,0,0,0,19,0,Black or African American alone,2599448.29589844,7234.55984422636
777,261635459003,661,115,497,0,3,0,0,2,44,Black or African American alone,2582403.66064453,7214.87423427399
778,261635459005,1580,54,1463,0,0,0,0,22,41,Black or African American alone,3076774.53173828,7919.20498340213
779,261635459001,857,43,782,0,0,0,0,0,32,Black or African American alone,2974803.48974609,7836.20228779515
780,261635458005,1075,388,635,0,0,0,0,0,52,Black or African American alone,3858921.55957031,8583.29311892945
781,261635458004,781,160,449,0,66,0,0,0,106,Black or African American alone,3049645.4465332,7251.73360259553
782,261635224001,195,5,190,0,0,0,0,0,0,Black or African American alone,6070975.27246094,10835.178815243
783,261635055001,765,78,659,20,0,0,0,0,8,Black or African American alone,15466353.6064453,22114.575867452
784,261635185002,556,104,448,0,0,0,0,4,0,Black or African American alone,4188073.73461914,8334.39151375044
785,261635185001,422,101,255,6,0,0,0,55,5,Black or African American alone,4427315.01586914,8571.17941324122
786,261635184001,299,105,187,7,0,0,0,0,0,Black or African American alone,8850862.80078125,13483.234286397
787,261635167001,2121,36,2037,0,0,0,7,41,0,Black or African American alone,10503784.4135742,14515.8818915548
788,261635171001,1189,174,993,0,0,0,0,10,12,Black or African American alone,3021114.64648438,7298.63600878438
789,261635170001,2995,888,2016,0,25,0,10,23,33,Black or African American alone,6182727.65112305,11091.5967388224
790,261635172002,1434,368,952,14,16,0,0,60,24,Black or African American alone,7635485.43017578,11823.137769953
791,261635173002,1180,15,1161,4,0,0,0,0,0,Black or African American alone,4070452.63061523,9171.99790886641
792,261635202002,1563,749,434,0,276,6,0,60,38,White alone,6542410.35839844,10259.8989041357
793,261635326003,361,38,148,12,142,0,7,0,14,Black or African American alone,2706422.09692383,6755.49600940063
794,261635219002,881,52,829,0,0,0,0,0,0,Black or African American alone,5151101.31811523,10185.7118890449
795,261635204001,1789,534,1175,0,27,0,0,26,27,Black or African American alone,4408277.48461914,9228.84288275828
796,261635218001,1335,5,1316,0,0,0,0,0,14,Black or African American alone,2420653.53173828,6800.03530709732
797,261635145001,564,0,564,0,0,0,0,0,0,Black or African American alone,2823734.15893555,9140.41463959081
798,261635141004,543,0,543,0,0,0,0,0,0,Black or African American alone,5098344.68481445,10022.5569348345
799,261635145002,707,0,697,0,0,0,0,10,0,Black or African American alone,3245813.19506836,9460.69026338376
800,261635161001,294,0,294,0,0,0,0,0,0,Black or African American alone,4045376.59204102,10330.6410051315
801,261635161002,170,0,170,0,0,0,0,0,0,Black or African American alone,10477541.8745117,17992.1159546044
802,261635153003,948,2,946,0,0,0,0,0,0,Black or African American alone,3628354.33569336,7662.84420883599
803,261635166002,1181,0,1156,0,0,0,0,17,8,Black or African American alone,5218789.77270508,10579.5516675021
804,261635175003,338,8,312,0,18,0,0,0,0,Black or African American alone,4858907.22705078,8906.05657516258
805,261635188001,271,10,249,0,0,0,0,12,0,Black or African American alone,7101049.06884766,12930.5923446449
806,261635188002,456,97,345,0,14,0,0,0,0,Black or African American alone,8133481.3972168,13969.306226334
807,261635232002,2254,227,41,0,0,0,0,17,1969,Hispanic or Latino:,4787402.64648438,11946.4270540273
808,261635232001,1725,105,42,13,0,0,0,68,1497,Hispanic or Latino:,4423659.12597656,10400.5295088137
809,261635081005,193,6,68,0,119,0,0,0,0,Asian alone,1943814.08056641,5763.25997825891
810,261635081003,339,35,235,0,7,0,0,21,41,Black or African American alone,2941935.27148438,8224.67181166042
811,261635081002,156,23,117,0,0,0,0,0,16,Black or African American alone,2652040.74462891,7649.41976113116
812,261635075002,1012,54,958,0,0,0,0,0,0,Black or African American alone,2703377.83984375,6597.50236586866
813,261635074001,404,44,337,5,7,0,0,6,5,Black or African American alone,2661530.47460938,7777.23933430521
814,261635074003,469,0,452,0,0,0,0,17,0,Black or African American alone,2677874.66259766,6812.46874416847
815,261635073002,608,0,599,0,0,0,0,9,0,Black or African American alone,3056659.47998047,7022.87172001105
816,261635458003,854,277,242,36,0,0,0,81,218,White alone,2662016.14501953,7999.3113246402
817,261635458002,700,123,302,0,0,0,0,47,228,Black or African American alone,2592203.38427734,6561.81818932627
818,261635458001,1205,290,585,0,0,0,0,77,253,Black or African American alone,3423085.23754883,7792.57049465234
819,261635457002,1172,478,397,0,0,0,0,0,297,White alone,6104330.1796875,9948.99335904432
820,261635456005,552,299,199,0,0,0,0,27,27,White alone,2771417.60449219,7390.54640113911
821,261635456004,1118,790,299,0,0,0,0,0,29,White alone,2622987.07788086,7255.04781388191
822,261635456003,894,583,239,0,0,0,0,0,72,White alone,2635901.59399414,7269.43470492808
823,261635456002,858,292,242,0,0,0,0,24,300,Hispanic or Latino:,2648097.84423828,7282.30952784544
824,261635456001,1101,845,199,0,0,0,0,0,57,White alone,3494813.37695313,7932.87261840843
825,261635455005,818,50,668,0,0,0,0,100,0,Black or African American alone,2232767.99707031,6779.17594517042
826,261635455004,877,42,804,0,0,0,0,15,16,Black or African American alone,2153540.47290039,5963.04632748487
827,261635455006,790,216,304,0,0,0,0,147,123,Black or African American alone,2067827.18359375,5853.67042674529
828,261635455002,814,232,481,0,0,0,0,0,101,Black or African American alone,2309785.77197266,7449.71386767966
829,261635455001,718,340,284,0,0,0,0,94,0,White alone,2338554.57885742,6178.70787341883
830,261635453003,643,0,643,0,0,0,0,0,0,Black or African American alone,4990888.70117188,9478.0445159798
831,261635453001,469,50,412,7,0,0,0,0,0,Black or African American alone,3512950.51733398,8149.53609596816
832,261635452002,509,5,504,0,0,0,0,0,0,Black or African American alone,2933356.76342773,8336.12599386435
833,261635452001,764,11,717,0,24,0,0,0,12,Black or African American alone,2228117.90429688,6028.90705363411
834,261635451002,315,14,301,0,0,0,0,0,0,Black or African American alone,2661851.94458008,6528.04713279913
835,261635451001,458,8,450,0,0,0,0,0,0,Black or African American alone,2655253.74169922,6510.62141641196
836,261635443002,875,140,693,0,0,0,0,42,0,Black or African American alone,8227730.96728516,23161.9246644041
837,261635219001,1128,584,412,16,0,0,0,3,113,White alone,3467897.41845703,8306.94340219405
838,261635213001,854,132,595,0,0,0,0,23,104,Black or African American alone,10431171.5842285,15651.7845784727
839,261635207001,939,347,565,9,0,0,0,0,18,Black or African American alone,6389416.40942383,11366.6294929626
840,261635250002,456,175,119,0,0,0,0,11,151,White alone,15032981.2209473,16843.3354135967
841,261635211002,1226,213,200,0,0,0,0,55,758,Hispanic or Latino:,5601508.5456543,10802.2271143707
842,261635221002,391,0,391,0,0,0,0,0,0,Black or African American alone,6326846.01342773,11102.7500209527
843,261635220001,1931,107,1755,0,4,0,0,6,59,Black or African American alone,17285547.5163574,18897.8312298353
844,261635256002,1071,198,54,0,0,0,0,40,779,Hispanic or Latino:,5288501.15039063,11008.6765375135
845,261635222001,406,15,381,0,0,0,0,0,10,Black or African American alone,3790071.29980469,12026.8042104335
846,261635255001,752,36,376,0,0,0,0,38,302,Black or African American alone,5539458.9309082,9200.42278921764
847,261635361004,662,0,554,0,0,0,0,17,91,Black or African American alone,3085863.15185547,7626.12351332202
848,261635384004,1156,113,962,0,16,0,64,1,0,Black or African American alone,3674358.38574219,8139.89148778082
849,261635364004,683,21,654,0,0,0,0,8,0,Black or African American alone,3895138.78076172,7920.99403547732
850,261635319002,812,298,443,0,7,30,0,20,14,Black or African American alone,4202959.06005859,9341.21768057591
851,261635346003,686,4,606,0,0,0,0,0,76,Black or African American alone,3854307.80004883,8721.3716297866
852,261635343001,761,0,741,13,0,0,0,0,7,Black or African American alone,4370624.49951172,11846.2096204672
853,261635344002,835,33,762,24,4,0,12,0,0,Black or African American alone,6120140.02172852,14536.6221271234
854,261635344001,691,15,644,0,0,0,0,32,0,Black or African American alone,3854506.21484375,10746.4567268199
855,261635343002,749,5,743,0,0,0,0,1,0,Black or African American alone,3842188.25366211,10556.9993798343
856,261635350003,956,0,816,0,0,0,0,140,0,Black or African American alone,3497376.74902344,7937.41907291025
857,261635403001,316,0,308,0,0,0,0,8,0,Black or African American alone,3010234.47900391,7593.98661813323
858,261635402005,498,0,489,0,0,0,0,9,0,Black or African American alone,1920534.38037109,5558.54089280372
859,261635402004,553,0,553,0,0,0,0,0,0,Black or African American alone,1913588.78857422,5553.94937294911
860,261635402003,632,0,632,0,0,0,0,0,0,Black or African American alone,1927309.67480469,5682.14946810495
861,261635402002,525,0,525,0,0,0,0,0,0,Black or African American alone,1889974.36279297,5510.32808066804
862,261635402001,617,0,617,0,0,0,0,0,0,Black or African American alone,2228112.45507813,7001.53650750245
863,261635073001,895,73,822,0,0,0,0,0,0,Black or African American alone,3683583.21533203,8188.78225298666
864,261635072001,549,0,520,0,0,0,13,0,16,Black or African American alone,2428161.30664063,6280.86507552431
865,261635071002,1036,1,1034,0,0,0,0,0,1,Black or African American alone,2616109.89941406,6480.09107511659
866,261635443001,349,17,332,0,0,0,0,0,0,Black or African American alone,5442240.66699219,14326.6417288069
