sensor_ID,Longitude,Latitude,1a,2a,3a,4a,5a,6a,7a,8a,9a,10a,11a,12p,1p,2p,3p,4p,5p,6p,7p,8p,9p,10p,11p,12a
5694@1,-80.07711785,40.55747546,30.0,6.0,2.0,18.0,44.0,171.0,552.0,32.0,871.0,493.0,357.0,421.0,425.0,407.0,492.0,880.0,87.0,188.0,822.0,488.0,338.0,256.0,133.0,68.0
5929@1,-79.74774334,40.6380571,-1.0,2.0,2.0,4.0,8.0,15.0,25.0,70.0,35.0,30.0,35.0,27.0,32.0,43.0,74.0,37.0,41.0,17.0,28.0,18.0,10.0,6.0,-1.0,1.0
21047@1,-80.14511709,40.35400622,21.0,15.0,11.0,9.0,20.0,72.0,215.0,295.0,252.0,247.0,218.0,279.0,314.0,272.0,230.0,307.0,380.0,404.0,345.0,234.0,173.0,163.0,97.0,57.0
23773@1,-80.06739262,40.59421008,24.0,8.0,10.0,7.0,30.0,70.0,272.0,533.0,551.0,460.0,414.0,484.0,415.0,412.0,522.0,546.0,586.0,676.0,554.0,431.0,292.0,184.0,105.0,50.0
84@1,-80.11142036,40.46450796,198.0,136.0,121.0,135.0,183.0,579.0,641.0,685.0,347.0,601.0,348.0,409.0,456.0,528.0,863.0,370.0,948.0,400.0,1.0,283.0,980.0,720.0,586.0,400.0
84@2,-80.11176216,40.46448703,44.0,16.0,15.0,19.0,215.0,784.0,822.0,331.0,998.0,66.0,593.0,546.0,540.0,450.0,667.0,150.0,597.0,697.0,763.0,769.0,263.0,214.0,117.0,74.0
25094@1,-79.90463026,40.4089446,189.0,115.0,117.0,110.0,200.0,586.0,24.0,117.0,128.0,34.0,881.0,65.0,-1.0,5.0,140.0,263.0,252.0,195.0,122.0,867.0,649.0,518.0,493.0,391.0
23632@1,-80.12569166,40.57224961,1.0,-1.0,1.0,1.0,2.0,8.0,15.0,42.0,35.0,22.0,28.0,22.0,19.0,16.0,22.0,26.0,34.0,40.0,30.0,24.0,12.0,8.0,2.0,-1.0
24204@2,-79.85132949,40.22413669,134.0,54.0,50.0,41.0,103.0,291.0,508.0,748.0,698.0,585.0,602.0,682.0,686.0,725.0,920.0,199.0,226.0,95.0,830.0,638.0,448.0,409.0,310.0,306.0
24204@1,-79.85095536,40.22400992,59.0,55.0,42.0,99.0,299.0,916.0,241.0,48.0,773.0,616.0,651.0,673.0,722.0,730.0,736.0,782.0,887.0,851.0,575.0,521.0,393.0,363.0,299.0,177.0
25113@1,-80.22732963,40.56324408,83.0,47.0,46.0,61.0,113.0,242.0,654.0,980.0,764.0,516.0,519.0,459.0,524.0,619.0,700.0,861.0,958.0,32.0,610.0,406.0,374.0,317.0,246.0,190.0
2@1,-79.97204712,40.49120879,79.0,32.0,36.0,19.0,63.0,221.0,539.0,798.0,796.0,548.0,567.0,593.0,614.0,626.0,709.0,877.0,903.0,908.0,818.0,589.0,388.0,419.0,282.0,151.0
27681@1,-80.0095581,40.44823403,24.0,6.0,10.0,14.0,26.0,113.0,425.0,113.0,16.0,664.0,666.0,749.0,771.0,775.0,886.0,38.0,195.0,109.0,716.0,445.0,278.0,159.0,127.0,42.0
19414@2,-79.84328088,40.36339101,97.0,59.0,56.0,29.0,60.0,201.0,420.0,550.0,573.0,567.0,569.0,528.0,618.0,664.0,819.0,191.0,135.0,70.0,728.0,493.0,455.0,423.0,259.0,189.0
19414@1,-79.84337149,40.3631227,59.0,31.0,27.0,28.0,103.0,392.0,896.0,941.0,701.0,560.0,466.0,518.0,531.0,532.0,574.0,611.0,628.0,604.0,506.0,343.0,288.0,241.0,174.0,115.0
27474@1,-79.89566278,40.45898836,37.0,25.0,10.0,10.0,10.0,22.0,40.0,111.0,156.0,123.0,140.0,141.0,129.0,146.0,179.0,228.0,235.0,213.0,185.0,164.0,161.0,123.0,108.0,50.0
6061@1,-79.88380187,40.1995109,2.0,2.0,1.0,-1.0,2.0,8.0,7.0,13.0,13.0,10.0,22.0,13.0,16.0,14.0,12.0,20.0,11.0,16.0,12.0,9.0,5.0,15.0,3.0,1.0
27479@1,-79.92005607,40.47176873,35.0,14.0,10.0,13.0,18.0,51.0,143.0,430.0,534.0,377.0,321.0,352.0,368.0,377.0,472.0,530.0,636.0,625.0,509.0,353.0,269.0,233.0,174.0,74.0
19155@1,-79.85383508,40.41176813,15.0,9.0,2.0,2.0,6.0,35.0,131.0,293.0,265.0,168.0,169.0,192.0,202.0,240.0,261.0,304.0,405.0,369.0,223.0,143.0,126.0,61.0,51.0,21.0
5688@1,-80.11402747,40.65251326,20.0,8.0,8.0,3.0,8.0,28.0,92.0,153.0,140.0,134.0,142.0,122.0,129.0,146.0,152.0,268.0,370.0,396.0,291.0,172.0,149.0,109.0,79.0,45.0
27589@1,-79.99959407,40.3941259,13.0,10.0,10.0,21.0,44.0,124.0,160.0,97.0,103.0,89.0,127.0,139.0,124.0,144.0,149.0,218.0,233.0,158.0,148.0,132.0,90.0,66.0,48.0,27.0
16310@1,-79.92002419,40.65228928,25.0,8.5,7.5,15.5,37.5,133.0,324.0,400.0,289.0,249.0,205.0,226.5,216.0,254.0,283.5,416.5,499.0,466.0,320.5,215.5,159.0,115.0,71.5,41.5
5937@1,-79.90796045,40.45176107,36.0,12.0,11.0,16.0,16.0,82.0,284.0,490.0,499.0,366.0,274.0,244.0,280.0,298.0,384.0,470.0,553.0,525.0,333.0,213.0,163.0,141.0,101.0,71.0
21128@1,-80.13725823,40.36558451,13.0,6.0,3.0,3.0,20.0,55.0,150.0,236.0,191.0,141.0,125.0,124.0,138.0,147.0,161.0,205.0,245.0,315.0,244.0,162.0,127.0,82.0,56.0,19.0
10470@2,-80.07284943,40.64648424,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,779.0,581.0,766.0,742.0,901.0,977.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10470@1,-80.07285413,40.64663066,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,859.0,786.0,838.0,828.0,968.0,909.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5873@1,-79.92538327,40.49737406,42.0,21.0,15.0,14.0,34.0,95.0,284.0,610.0,715.0,415.0,342.0,335.0,373.0,311.0,366.0,460.0,489.0,510.0,428.0,319.0,215.0,201.0,130.0,81.0
125@2,-80.00647853,40.44355322,34.0,15.0,14.5,11.5,15.0,58.0,126.0,208.0,204.0,165.5,162.5,193.5,217.0,244.0,292.0,381.5,478.0,492.5,343.0,175.0,163.0,166.5,129.0,52.0
125@1,-80.00601105,40.44347189,70.0,36.5,29.0,27.0,50.0,187.5,484.0,220.0,234.0,465.5,392.5,414.5,430.5,443.5,533.5,616.5,784.0,827.5,637.0,287.5,239.5,238.0,196.5,97.5
27494@1,-79.89987878,40.39618532,53.0,33.5,44.0,78.0,263.5,168.0,227.0,142.5,629.0,507.0,541.0,577.0,587.5,583.5,630.0,693.0,283.5,646.0,518.0,433.5,308.5,269.0,159.5,96.5
5455@1,-80.03863061,40.2958532,34.0,12.0,14.0,38.0,138.0,375.0,513.0,403.0,356.0,323.0,382.0,427.0,392.0,408.0,538.0,654.0,681.0,613.0,511.0,432.0,319.0,222.0,121.0,61.0
27576@1,-79.89122003,40.39479888,13.0,8.0,12.0,31.0,86.0,190.0,214.0,153.0,134.0,163.0,179.0,177.0,193.0,182.0,181.0,173.0,238.0,194.0,138.0,98.0,92.0,60.0,43.0,21.0
38262@1,-79.8843962,40.42981151,54.0,45.0,18.0,18.0,17.0,69.0,239.0,564.0,570.0,349.0,315.0,318.0,366.0,351.0,414.0,539.0,541.0,534.0,531.0,318.0,262.0,236.0,153.0,105.0
5659@1,-80.1372292,40.48560341,13.0,8.0,3.0,9.0,15.0,53.0,151.0,271.0,246.0,162.0,135.0,189.0,156.0,177.0,229.0,337.0,401.0,441.0,281.0,221.0,171.0,95.0,76.0,41.0
20267@1,-80.01622681,40.29950641,10.0,6.0,5.0,8.0,20.0,46.0,93.0,67.0,82.0,90.0,100.0,83.0,103.0,94.0,125.0,128.0,150.0,142.0,108.0,78.0,71.0,61.0,38.0,17.0
6093@1,-79.91467769,40.30963631,92.0,40.0,24.0,23.0,66.0,210.0,465.0,511.0,428.0,334.0,378.0,424.0,425.0,438.0,430.0,582.0,684.0,690.0,508.0,390.0,348.0,291.0,248.0,146.0
5869@1,-79.97086664,40.58967211,12.0,7.0,3.0,1.0,8.0,30.0,110.0,212.0,112.0,96.0,93.0,119.0,93.0,98.0,140.0,209.0,240.0,230.0,162.0,105.0,71.0,53.0,19.0,26.0
19294@1,-79.80644559,40.49728462,4.0,5.0,5.0,4.0,4.0,14.0,47.0,59.0,55.0,41.0,36.0,37.0,35.0,48.0,45.0,52.0,64.0,60.0,62.0,39.0,30.0,16.0,15.0,16.0
5299@1,-80.18393472,40.5372503,40.0,27.0,17.0,13.0,42.0,136.0,361.0,502.0,620.0,625.0,574.0,640.0,600.0,570.0,571.0,563.0,553.0,573.0,611.0,499.0,331.0,191.0,123.0,104.0
11994@1,-80.11443564,40.35502952,156.0,90.0,78.0,82.0,198.0,568.0,524.0,88.0,149.0,822.0,721.0,940.0,48.0,882.0,86.0,276.0,478.0,478.0,220.0,715.0,252.0,796.0,624.0,313.0
10547@1,-79.9600276,40.35177071,27.0,17.0,18.0,54.0,185.0,565.0,655.0,492.0,435.0,461.0,490.0,473.0,497.0,549.0,642.0,720.0,695.0,608.0,441.0,386.0,285.0,167.0,118.0,41.0
5699@1,-80.02646274,40.44716796,192.0,157.0,129.0,150.0,228.0,686.0,523.0,193.0,921.0,376.0,55.0,991.0,27.0,49.0,149.0,146.0,243.0,531.0,114.0,726.0,633.0,583.0,428.0,337.0
5646@1,-80.23603554,40.56154963,7.0,2.0,5.0,2.0,2.0,12.0,30.0,31.0,31.0,27.0,15.0,27.0,31.0,35.0,32.0,38.0,37.0,41.0,29.0,33.0,14.0,24.0,11.0,14.0
27850@1,-79.89235907,40.34780473,45.0,21.0,4.0,13.0,25.0,111.0,331.0,750.0,521.0,295.0,276.0,268.0,287.0,300.0,393.0,463.0,504.0,459.0,431.0,319.0,219.0,195.0,87.0,59.0
21681@2,-80.26738355,40.51198237,27.5,13.5,9.0,6.5,11.5,35.0,106.5,175.5,133.5,110.5,98.5,111.0,112.0,139.0,203.5,329.5,432.5,455.0,216.5,120.0,114.5,105.5,88.0,86.0
78@1,-80.21668855,40.57128228,113.0,75.0,49.0,52.0,69.0,160.0,404.0,488.0,469.0,524.0,465.0,562.0,559.0,631.0,785.0,935.0,134.0,66.0,782.0,559.0,534.0,394.0,276.0,218.0
78@2,-80.21678068,40.57122386,53.0,51.0,35.0,78.0,167.0,544.0,113.0,245.0,886.0,645.0,610.0,560.0,618.0,608.0,679.0,734.0,620.0,617.0,544.0,389.0,334.0,272.0,218.0,117.0
27700@1,-80.20222577,40.57112214,7.0,5.0,2.0,8.0,49.0,153.0,401.0,282.0,237.0,163.0,211.0,231.0,233.0,340.0,365.0,327.0,318.0,338.0,268.0,193.0,112.0,68.0,35.0,11.0
39221@1,-80.13033966,40.52339013,41.0,23.0,53.0,54.0,103.0,212.0,497.0,688.0,600.0,466.0,392.0,405.0,420.0,395.0,492.0,581.0,629.0,604.0,437.0,307.0,282.0,242.0,143.0,120.0
16580@1,-79.76321437,40.60756604,4.0,-1.0,5.0,7.0,27.0,56.0,96.0,95.0,74.0,60.0,64.0,82.0,76.0,73.0,106.0,114.0,111.0,111.0,57.0,51.0,43.0,33.0,15.0,11.0
10467@2,-79.95881175,40.55709997,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,311.5,279.0,332.0,354.0,380.5,313.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
19432@1,-79.97096829,40.43655209,86.0,50.0,26.0,22.0,43.0,160.0,332.0,522.0,463.0,404.0,378.0,462.0,486.0,468.0,527.0,617.0,764.0,504.0,435.0,379.0,353.0,370.0,205.0,132.0
16311@1,-79.8382457,40.65324187,21.0,7.0,2.0,11.0,20.0,76.0,154.0,202.0,132.0,111.0,94.0,98.0,116.0,125.0,149.0,280.0,323.0,304.0,204.0,137.0,95.0,65.0,45.0,43.0
10655@1,-80.2347748,40.54447919,10.0,15.0,10.0,22.0,61.0,214.0,416.0,396.0,299.0,309.0,290.0,347.0,321.0,362.0,408.0,478.0,537.0,447.0,345.0,255.0,199.0,110.0,54.0,33.0
38405@1,-80.10622054,40.50377081,119.0,139.0,120.0,220.0,173.0,330.0,568.0,785.0,725.0,690.0,624.0,637.0,618.0,609.0,628.0,570.0,657.0,662.0,419.0,267.0,278.0,204.0,240.0,208.0
5851@2,-79.93803616,40.49101832,23.0,10.0,14.5,9.5,31.5,94.0,328.0,76.5,464.0,305.0,222.5,224.5,235.5,227.0,236.5,244.0,262.5,246.0,198.5,144.0,114.0,101.5,76.5,43.0
5851@1,-79.93795133,40.4910506,45.5,22.0,22.5,17.0,54.0,154.5,494.5,786.0,682.5,498.5,406.0,421.0,450.5,461.5,560.0,692.0,264.5,258.5,465.5,328.0,232.0,187.5,142.0,85.0
21679@1,-80.29380348,40.42629009,29.0,22.0,20.0,29.0,47.0,113.0,164.0,158.0,119.0,125.0,131.0,161.0,134.0,149.0,116.0,110.0,98.0,130.0,67.0,60.0,54.0,33.0,19.0,8.0
5658@1,-80.14070889,40.49962886,3.0,5.0,1.0,1.0,-1.0,4.0,24.0,43.0,59.0,39.0,25.0,25.0,25.0,32.0,85.0,44.0,26.0,14.0,22.0,8.0,7.0,13.0,3.0,1.0
27846@1,-79.97106271,40.49090295,37.0,17.0,7.0,20.0,26.0,197.0,545.0,754.0,692.0,482.0,387.0,418.0,427.0,426.0,522.0,687.0,675.0,702.0,461.0,342.0,278.0,208.0,125.0,88.0
27377@1,-80.01012181,40.46558159,35.0,22.0,9.0,15.0,19.0,48.0,142.0,382.0,393.0,212.0,186.0,177.0,280.0,251.0,406.0,323.0,350.0,245.0,170.0,127.0,107.0,76.0,85.0,46.0
27424@1,-79.92727978,40.44607191,63.0,27.0,15.0,15.0,30.0,83.0,249.0,517.0,519.0,399.0,391.0,485.0,526.0,479.0,536.0,613.0,661.0,705.0,533.0,430.0,334.0,263.0,157.0,107.0
27577@1,-79.90564736,40.39599542,48.0,32.0,25.0,28.0,40.0,209.0,583.0,933.0,455.0,332.0,370.0,432.0,402.0,485.0,500.0,687.0,950.0,857.0,641.0,472.0,300.0,249.0,184.0,139.0
5454@1,-80.05820481,40.30585007,27.0,9.0,15.0,41.0,112.0,367.0,434.0,401.0,304.0,317.0,356.0,348.0,302.0,363.0,470.0,554.0,574.0,482.0,398.0,349.0,219.0,158.0,86.0,57.0
5655@1,-80.1861637,40.52101534,55.0,30.0,17.0,36.0,46.0,141.0,480.0,974.0,936.0,668.0,566.0,652.0,678.0,663.0,763.0,818.0,949.0,96.0,820.0,616.0,483.0,325.0,216.0,113.0
6090@1,-79.90341252,40.31638291,7.0,5.0,2.0,2.0,22.0,64.0,112.0,123.0,81.0,47.0,60.0,76.0,71.0,60.0,77.0,118.0,161.0,151.0,89.0,59.0,62.0,52.0,83.0,22.0
5743@1,-80.05326729,40.64122108,7.0,2.0,5.0,4.0,14.0,49.0,216.0,412.0,494.0,374.0,298.0,359.0,356.0,335.0,413.0,512.0,576.0,613.0,446.0,294.0,218.0,149.0,55.0,21.0
11996@2,-80.09948818,40.37247829,67.0,27.0,22.0,20.0,25.0,101.0,192.0,331.0,386.0,419.0,487.0,709.0,773.0,769.0,737.0,647.0,689.0,751.0,763.0,734.0,579.0,456.0,239.0,171.0
5963@1,-79.80086253,40.50683682,14.0,8.0,6.0,7.0,4.0,14.0,88.0,107.0,91.0,50.0,65.0,53.0,65.0,61.0,62.0,107.0,123.0,96.0,90.0,79.0,61.0,31.0,23.0,33.0
5678@1,-80.13555465,40.57056422,1.0,-1.0,-1.0,1.0,5.0,5.0,15.0,35.0,30.0,21.0,19.0,15.0,18.0,20.0,25.0,26.0,33.0,39.0,32.0,13.0,15.0,4.0,5.0,5.0
10480@2,-79.87870729,40.25965705,120.0,49.0,45.0,35.0,80.0,220.0,408.0,619.0,564.0,501.0,529.0,597.0,604.0,642.0,836.0,98.0,146.0,42.0,688.0,552.0,413.0,362.0,283.0,302.0
10480@1,-79.87891016,40.25748112,34.0,53.0,40.0,93.0,287.0,908.0,182.0,24.0,757.0,581.0,565.0,616.0,615.0,644.0,609.0,663.0,717.0,693.0,449.0,419.0,328.0,294.0,244.0,158.0
27557@1,-79.98085514,40.41769978,23.0,12.0,9.666666667,16.33333333,23.33333333,89.33333333,281.3333333,403.6666667,340.3333333,250.0,241.6666667,252.0,299.0,317.0,422.3333333,475.3333333,544.6666667,509.6666667,428.0,293.3333333,192.3333333,131.0,84.33333333,57.66666667
5470@1,-80.1453316,40.32183749,1.0,4.0,-1.0,1.0,3.0,8.0,30.0,48.0,42.0,31.0,32.0,29.0,31.0,30.0,33.0,44.0,57.0,65.0,48.0,43.0,35.0,17.0,8.0,3.0
32559@1,-79.78363888,40.32375716,92.0,43.0,50.0,56.0,120.0,394.0,919.0,67.0,986.0,739.0,639.0,721.0,676.0,741.0,893.0,224.0,270.0,295.0,52.0,694.0,637.0,526.0,339.0,205.0
10592@1,-79.99718277,40.61477861,10.0,3.0,8.0,7.0,23.0,94.0,308.0,487.0,396.0,261.0,254.0,257.0,256.0,277.0,312.0,343.0,444.0,454.0,276.0,182.0,121.0,109.0,63.0,48.0
63@1,-79.72359812,40.65070815,108.0,89.0,49.0,69.0,105.0,327.0,640.0,816.0,730.0,676.0,666.0,675.0,768.0,910.0,226.0,687.0,944.0,597.0,97.0,781.0,548.0,460.0,333.0,285.0
63@2,-79.72344559,40.65694005,-1.0,1.0,65.0,139.0,442.0,186.0,880.0,675.0,145.0,878.0,835.0,816.0,802.0,816.0,829.0,985.0,47.0,997.0,664.0,393.0,424.0,268.0,192.0,113.0
5683@1,-80.11212426,40.59512014,5.0,-1.0,1.0,3.0,4.0,10.0,69.0,120.0,116.0,83.0,66.0,58.0,68.0,72.0,98.0,115.0,133.0,211.0,112.0,89.0,87.0,24.0,17.0,7.0
27759@1,-79.80874125,40.37181397,26.0,16.0,19.0,44.0,136.0,292.0,390.0,310.0,220.0,208.0,237.0,238.0,243.0,322.0,446.0,456.0,455.0,294.0,223.0,160.0,117.0,87.0,60.0,46.0
5637@1,-80.29856622,40.47668125,8.0,2.0,2.0,5.0,4.0,21.0,27.0,31.0,21.0,19.0,10.0,18.0,19.0,28.0,22.0,28.0,46.0,33.0,20.0,6.0,16.0,17.0,3.0,7.0
27754@1,-79.864965,40.343396,14.0,11.0,6.0,6.0,10.0,28.0,76.0,425.0,344.0,314.0,322.0,370.0,384.0,375.0,406.0,329.0,285.0,198.0,155.0,106.0,101.0,43.0,45.0,50.0
5647@1,-80.23171227,40.55754401,3.0,1.0,3.0,-1.0,3.0,2.0,7.0,10.0,13.0,24.0,22.0,18.0,26.0,12.0,19.0,22.0,17.0,23.0,26.0,21.0,15.0,17.0,12.0,8.0
6055@1,-79.86625071,40.28930403,40.0,35.0,18.0,28.0,64.0,220.0,406.0,434.0,350.0,350.0,342.0,362.0,390.0,391.0,511.0,649.0,724.0,644.0,439.0,323.0,301.0,213.0,179.0,92.0
21606@1,-80.16477952,40.51095983,9.0,4.0,6.0,16.0,46.0,207.0,448.0,337.0,168.0,133.0,132.0,119.0,129.0,201.0,272.0,391.0,546.0,318.0,164.0,163.0,57.0,53.0,31.0,15.0
5520@1,-80.23718558,40.42360337,4.0,5.0,5.0,3.0,3.0,4.0,43.0,51.0,59.0,48.0,48.0,58.0,58.0,57.0,47.0,65.0,84.0,79.0,68.0,49.0,42.0,19.0,15.0,10.0
21046@1,-80.14945762,40.35012548,6.0,16.0,4.0,6.0,19.0,66.0,220.0,319.0,299.0,222.0,187.0,205.0,234.0,202.0,276.0,303.0,368.0,326.0,211.0,149.0,116.0,102.0,54.0,39.0
12356@1,-80.02760206,40.35445046,91.0,86.0,75.0,206.0,631.0,498.0,766.0,515.0,408.0,381.0,413.0,492.0,458.0,590.0,915.0,960.0,920.0,656.0,341.0,168.0,892.0,664.0,394.0,165.0
27463@1,-79.93800516,40.42494406,24.5,10.5,8.5,8.5,11.5,37.5,139.5,404.0,373.0,252.5,275.5,293.5,332.5,326.0,442.5,719.0,860.0,806.0,534.5,312.0,205.5,156.0,104.5,72.0
668@1,-79.94931803,40.49267279,19.0,8.0,13.0,12.0,24.0,75.0,175.0,433.0,358.0,146.0,123.0,134.0,157.0,130.0,152.0,164.0,213.0,190.0,172.0,131.0,125.0,95.0,89.0,51.0
19433@1,-79.96665254,40.43582339,213.0,141.0,109.0,81.0,163.0,589.0,259.0,545.0,359.0,361.0,213.0,231.0,581.0,185.0,228.0,218.0,380.0,527.0,662.0,66.0,791.0,749.0,673.0,341.0
5514@1,-80.11740633,40.41247125,9.0,2.0,2.0,5.0,7.0,7.0,69.0,99.0,156.0,82.0,101.0,105.0,109.0,118.0,109.0,150.0,233.0,286.0,200.0,129.0,93.0,53.0,45.0,16.0
10516@1,-79.92143526,40.50233188,9.0,8.0,3.0,4.0,7.0,44.0,142.0,296.0,388.0,209.0,223.0,180.0,161.0,155.0,213.0,264.0,312.0,293.0,272.0,231.0,128.0,89.0,81.0,37.0
5512@1,-80.14877776,40.42389295,9.0,3.0,8.0,-1.0,12.0,34.0,104.0,179.0,152.0,99.0,68.0,74.0,96.0,95.0,79.0,135.0,159.0,195.0,108.0,75.0,56.0,38.0,26.0,16.0
27561@1,-80.00986265,40.42289136,28.5,15.5,16.5,15.5,19.5,30.0,49.5,78.0,113.0,120.5,105.5,134.0,175.0,205.0,203.5,171.0,184.0,170.0,170.0,164.0,139.0,138.5,86.0,66.5
19005@2,-79.9752914,40.3360271,91.0,50.0,39.0,39.0,109.0,298.0,778.0,21.0,875.0,792.0,837.0,933.0,972.0,9.0,150.0,297.0,304.0,366.0,49.0,727.0,571.0,406.0,243.0,136.0
5699@2,-80.02800094,40.44451983,280.0,183.0,188.0,169.0,194.0,371.0,975.0,615.0,389.0,97.0,983.0,54.0,141.0,305.0,122.0,910.0,742.0,689.0,698.0,7.0,892.0,706.0,611.0,396.0
27847@1,-80.2204487,40.5790836,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,277.0,302.0,299.0,367.0,341.0,380.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5742@1,-80.03607262,40.65709775,6.0,-1.0,1.0,2.0,5.0,10.0,59.0,151.0,124.0,120.0,124.0,138.0,120.0,123.0,149.0,151.0,182.0,207.0,167.0,93.0,78.0,52.0,26.0,17.0
5660@1,-80.06927968,40.47568673,66.0,42.0,36.0,45.0,69.0,190.0,409.0,500.0,426.0,341.0,318.0,328.0,366.0,369.0,498.0,525.0,552.0,546.0,419.0,304.0,243.0,222.0,188.0,119.0
5975@1,-79.73396272,40.45468107,27.0,12.0,15.0,13.0,14.0,57.0,196.0,378.0,335.0,312.0,311.0,286.0,379.0,312.0,320.0,410.0,559.0,573.0,423.0,277.0,228.0,159.0,82.0,41.0
5976@1,-79.70975123,40.44757392,16.0,4.0,8.0,3.0,18.0,74.0,213.0,372.0,345.0,279.0,300.0,370.0,423.0,420.0,357.0,431.0,499.0,554.0,331.0,262.0,147.0,98.0,60.0,52.0
27616@1,-80.03841067,40.50475872,24.0,16.0,7.0,8.0,21.0,52.0,186.0,339.0,244.0,209.0,204.0,217.0,231.0,239.0,269.0,316.0,404.0,487.0,335.0,252.0,204.0,165.0,110.0,56.0
5981@1,-79.75933495,40.53641996,4.0,1.0,-1.0,-1.0,7.0,12.0,43.0,67.0,47.0,52.0,42.0,41.0,56.0,45.0,53.0,83.0,99.0,72.0,66.0,54.0,39.0,22.0,14.0,9.0
10551@1,-79.79614778,40.44994226,13.0,16.0,17.0,25.0,80.0,165.0,266.0,260.0,184.0,198.0,167.0,166.0,219.0,232.0,316.0,372.0,354.0,267.0,211.0,179.0,126.0,74.0,55.0,27.0
33169@1,-80.02596189,40.28808505,57.0,38.0,36.0,78.0,270.0,589.0,821.0,709.0,639.0,742.0,742.0,833.0,813.0,834.0,980.0,112.0,141.0,154.0,960.0,782.0,528.0,310.0,194.0,102.0
10593@1,-80.15666895,40.60958247,25.0,9.0,13.0,10.0,41.0,122.0,338.0,474.0,379.0,224.0,245.0,274.0,252.0,278.0,281.0,399.0,513.0,549.0,380.0,219.0,159.0,125.0,97.0,67.0
5473@1,-80.10516875,40.35188951,27.0,11.0,14.0,4.0,16.0,55.0,161.0,391.0,384.0,316.0,285.0,317.0,374.0,367.0,383.0,363.0,475.0,577.0,490.0,380.0,253.0,211.0,108.0,50.0
5680@1,-80.11615287,40.56808316,11.0,4.0,4.0,9.0,8.0,41.0,82.0,152.0,103.0,44.0,49.0,54.0,70.0,59.0,83.0,99.0,126.0,159.0,113.0,79.0,53.0,36.0,21.0,7.0
27785@1,-79.99435857,40.44626615,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,523.0,542.0,541.0,619.0,808.0,784.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
27651@1,-80.14499971,40.46377961,43.0,17.0,15.0,30.0,49.0,139.0,392.0,716.0,658.0,510.0,561.0,684.0,714.0,722.0,756.0,925.0,242.0,311.0,62.0,734.0,538.0,318.0,215.0,108.0
23469@1,-80.12897801,40.51752075,66.0,40.0,16.0,23.0,39.0,91.0,374.0,703.0,565.0,442.0,453.0,521.0,525.0,532.0,632.0,795.0,829.0,812.0,739.0,609.0,394.0,293.0,174.0,122.0
27585@1,-80.03374123,40.39925961,99.0,55.0,88.0,110.0,132.0,143.0,187.0,198.0,253.0,286.0,342.0,408.0,364.0,275.0,342.0,507.0,540.0,496.0,342.0,275.0,275.0,231.0,77.0,88.0
27755@1,-79.82668121,40.33994375,87.0,68.0,53.0,56.0,132.0,385.0,733.0,893.0,779.0,621.0,602.0,601.0,597.0,663.0,739.0,798.0,906.0,828.0,627.0,432.0,366.0,273.0,188.0,123.0
5636@1,-80.30828669,40.46748215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,-1.0,-1.0,-1.0,1.0,2.0,-1.0,2.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21555@2,-80.08708882,40.44575359,43.0,29.0,33.0,49.0,82.0,74.0,120.0,207.0,233.0,152.0,124.0,147.0,168.0,148.0,159.0,138.0,153.0,131.0,144.0,113.0,111.0,86.0,113.0,49.0
31153@1,-80.06919161,40.67298992,10.5,3.5,2.5,5.0,13.0,50.5,192.5,415.0,357.0,244.5,215.5,289.0,320.0,308.5,317.0,393.5,615.5,662.5,382.0,244.0,165.0,95.0,38.5,15.5
21595@1,-80.19889447,40.50338382,18.0,8.0,8.0,10.0,19.0,59.0,227.0,636.0,659.0,332.0,304.0,337.0,414.0,360.0,475.0,623.0,801.0,977.0,526.0,318.0,219.0,162.0,89.0,64.0
25104@1,-79.85281092,40.55974696,39.0,31.0,102.0,78.0,218.0,503.0,725.0,644.0,491.0,414.0,396.0,457.0,492.0,596.0,695.0,775.0,773.0,502.0,426.0,285.0,206.0,134.0,91.0,59.0
27532@1,-79.87655006,40.54189257,5.0,1.0,-1.0,1.0,3.0,28.0,156.0,373.0,267.0,190.0,157.0,173.0,179.0,231.0,299.0,328.0,339.0,380.0,244.0,145.0,120.0,70.0,29.0,8.0
