OBJECTID,VRM_ID,LUP_ID,LUP_NM,VRM_CLASS,DSGNTN_SRCE,DSGNTN_RSN,GlobalID,DSGNTN_DESC,ADMIN_ST,ADM_UNIT_CD,CREATE_DATE,MODIFY_DATE,GIS_ACRES,Shape_Length,Shape_Area
20809,VRM-LUP-CO-006-A-5383,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{FA8F129A-2D4F-4443-A8EC-F66C55207CF5},,CO,COG02000,,,0.02251476,158.396053454773,91.113985445318
20810,VRM-LUP-CO-006-A-5384,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{7E3600DC-F7D9-4F94-BF7C-822A1CC4BDD3},,CO,COG02000,,,2.22139209,584.389519481168,8989.65484372733
20811,VRM-LUP-CO-006-A-5385,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{91B6A1A5-A9F8-4590-AC6B-F14070EC0069},,CO,COG02000,,,0.00343598,822.468166735474,13.9049244901715
20812,VRM-LUP-CO-006-A-5386,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{47B08D3D-7858-4EC5-8FC5-814117C9D02F},,CO,COG02000,,,2.25865354,2795.56962885776,9140.44657921747
20813,VRM-LUP-CO-006-A-5387,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{7004C191-0935-4388-AE0B-73589A528A4A},,CO,COG02000,,,0.02632282,403.525716783266,106.524682683215
20814,VRM-LUP-CO-006-A-5388,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{1DAF15AB-40B1-465E-9DFE-F15350C719FB},,CO,COG02000,,,0.0421664,419.821220132421,170.641376157532
20815,VRM-LUP-CO-006-A-5389,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{67D27F41-FD27-4AC8-862E-AE3452FF8BBB},,CO,COG02000,,,0.33676791,225.919771082891,1362.85138034282
20816,VRM-LUP-CO-006-A-5390,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{1E6426DD-BF25-4909-A3EC-74B6614F09E6},,CO,COG02000,,,0.97724562,635.477299564309,3954.77272236084
20817,VRM-LUP-CO-006-A-5391,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{BFDFA674-E511-439E-8EFA-39BBA786ACD6},,CO,COG02000,,,0.5734182,260.329241446254,2320.54112909625
20818,VRM-LUP-CO-006-A-5392,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{5C40A695-34DB-41C6-A6A9-3F83E6A89D2E},,CO,COG02000,,,0.30133304,168.474204098632,1219.4515480233
20819,VRM-LUP-CO-006-A-5393,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{5F83B520-A5F6-4705-B7E4-0C23FB70457C},,CO,COG02000,,,2.14654414,1023.61149048361,8686.75591955883
20820,VRM-LUP-CO-006-A-5394,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{B0F77E08-BCD4-4CEB-83E9-C5893CCB10FE},,CO,COG02000,,,0.00081005,644.018344617499,3.27817067714507
20821,VRM-LUP-CO-006-A-5395,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{CAD46C83-2A37-477E-BBF2-2590BE5D526B},,CO,COG02000,,,0.00012548,673.545802678701,0.507814222881734
20822,VRM-LUP-CO-006-A-5396,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{A2D92297-021C-482F-B067-582AF6E126E7},,CO,COG02000,,,0.92371578,726.188098160691,3738.14515460208
20823,VRM-LUP-CO-006-A-5397,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{887127FF-6D12-4DE0-BDDB-928E70457F18},,CO,COG02000,,,0.29450986,808.068806344165,1191.83911389613
20824,VRM-LUP-CO-006-A-5398,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{D14F25D5-9653-49F4-96EC-4C91630EA2B2},,CO,COG02000,,,0.31566572,807.226409875326,1277.45383088716
20825,VRM-LUP-CO-006-A-5399,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{E514231D-7EEC-4E4B-B987-3F606511851A},,CO,COG02000,,,0.64663397,2413.5967684462,2616.83483797328
20826,VRM-LUP-CO-006-A-5400,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{134DF4FA-CD35-4608-AC71-F03E88B80AA9},,CO,COG02000,,,0.21696328,1676.74934206886,878.019248651583
20827,VRM-LUP-CO-006-A-5401,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{AA211856-C0CA-4B93-A495-145925B07390},,CO,COG02000,,,3.04451263,4024.88155839543,12320.7055000984
20828,VRM-LUP-CO-006-A-5402,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{20A15BCA-284D-485F-9761-0FA983F02D0A},,CO,COG02000,,,0.34627011,1315.84745187907,1401.30543278635
20829,VRM-LUP-CO-006-A-5403,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{67701316-3834-4B9E-B1E9-B3B9DAEF6FB5},,CO,COG02000,,,0.07611801,73.3867263336526,308.038656586199
20830,VRM-LUP-CO-006-A-5404,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{40C2CDAA-3381-42F9-B8A9-74741429409A},,CO,COG02000,,,0.40340439,706.158277866281,1632.51963275725
20831,VRM-LUP-CO-006-A-5405,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{22084CF5-3E01-4FA8-81B8-B290FB6268AA},,CO,COG02000,,,0.14368174,281.804735693688,581.459354764581
20832,VRM-LUP-CO-006-A-5406,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{B44A763B-623F-4400-9A7C-6300C47D0AD8},,CO,COG02000,,,0.43786962,661.111026978461,1771.99549693944
20833,VRM-LUP-CO-006-A-5407,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{7E22F04A-27AB-495E-9A69-E1FDB40B5207},,CO,COG02000,,,0.01155,268.655781860858,46.7411931210221
20834,VRM-LUP-CO-006-A-5408,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{65611FB2-6946-45B8-8E7C-FD9F266EADB6},,CO,COG02000,,,0.43119424,682.438102658594,1744.98119481831
20835,VRM-LUP-CO-006-A-5409,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{8B23D0D5-DC16-410E-8991-513A78E95B56},,CO,COG02000,,,0.09117788,2971.53062465188,368.983795646994
20836,VRM-LUP-CO-006-A-5410,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{9CF233E6-8BB2-4338-A1D3-A83F6079ABBD},,CO,COG02000,,,0.03248437,772.973834008138,131.459600704799
20837,VRM-LUP-CO-006-A-5411,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{1BB3E34A-17CD-4A38-A953-D0C1CAAE2562},,CO,COG02000,,,0.66108627,756.066679171129,2675.32121085194
20838,VRM-LUP-CO-006-A-5412,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{FD358603-16F5-48BE-A611-13B8330FEE17},,CO,COG02000,,,0.16196808,685.431181764609,655.46156450486
20839,VRM-LUP-CO-006-A-5413,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{8C86713B-4A62-49D9-96D2-D7B133484B7A},,CO,COG02000,,,9.79289161,2511.07634818074,39630.4263163466
20840,VRM-LUP-CO-006-A-5414,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{9BDC2D6E-F38D-4069-81CD-5FF7306A972D},,CO,COG02000,,,3.87447836,1547.97165487218,15679.4576396734
20841,VRM-LUP-CO-006-A-5415,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{125B0A5D-CA1E-47C2-8DFF-3FD7BFCAA97D},,CO,COG02000,,,0.20989636,3552.05215173697,849.420430177964
20842,VRM-LUP-CO-006-A-5416,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{D2FC3A6D-1A0A-4F50-8464-7C2D1EFE3798},,CO,COG02000,,,0.45323657,1309.4625436501,1834.18332459881
20843,VRM-LUP-CO-006-A-5417,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{DF61866B-3E00-43E1-B30C-13B696BF8606},,CO,COG02000,,,1.35889669,811.714061154322,5499.2597873109
20844,VRM-LUP-CO-006-A-5418,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{239221B4-CA53-4F56-BB16-E7807DE61AAD},,CO,COG02000,,,0.12346472,1610.49312367423,499.64401115903
20845,VRM-LUP-CO-006-A-5419,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{9E1E1769-4DA9-4A92-A44A-D8F3DE56E332},,CO,COG02000,,,8.17716988,6939.31863605954,33091.8324321563
20846,VRM-LUP-CO-006-A-5420,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{F85C0928-3CEF-4C9C-AC20-4861EA33938A},,CO,COG02000,,,0.32765892,752.382557808748,1325.98858712147
20847,VRM-LUP-CO-006-A-5421,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{6ED102BC-524D-4AF7-A023-6C82259955C3},,CO,COG02000,,,7.03396995,1477.71844650912,28465.4664645309
20848,VRM-LUP-CO-006-A-5422,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{7099F63F-4B12-4B4C-8582-A646B92ADDA6},,CO,COG02000,,,0.99894613,1200.57272738839,4042.59154927717
20849,VRM-LUP-CO-006-A-5423,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{4B741806-5235-450B-A111-2969F8C0BD45},,CO,COG02000,,,0.04367819,1611.1979297523,176.759369235809
20850,VRM-LUP-CO-006-A-5424,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{8127DD4A-2F9B-4544-96E5-053B79C3EE9C},,CO,COG02000,,,0.00065375,192.675872055927,2.64564483348916
20851,VRM-LUP-CO-006-A-5425,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{D69C2CBB-8B08-43C6-A12B-0F0EC6C9EE5C},,CO,COG02000,,,0.00261224,465.54005913519,10.5713663066605
20852,VRM-LUP-CO-006-A-5426,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{29394AAE-B559-43C0-A9ED-67A2D985B1B1},,CO,COG02000,,,0.00791057,741.66651163651,32.0129359352271
20853,VRM-LUP-CO-006-A-5427,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{0A5CDB62-ABED-427B-8BC2-EBA4ECBDADBF},,CO,COG02000,,,0.00167686,377.418145293609,6.78602191921796
20854,VRM-LUP-CO-006-A-5428,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{451AEBB1-CC01-4E86-98FC-49D91C30EE96},,CO,COG02000,,,0.23174586,2569.63900868192,937.842202891657
20855,VRM-LUP-CO-006-A-5429,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{FDE84DAD-EB26-428D-93FA-D16CEADDEF52},,CO,COG02000,,,9.3e-07,0.305750473545071,0.0037647900278894
20856,VRM-LUP-CO-006-A-5430,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{4F1BA9F5-8A51-4272-800A-F7E76CAE3367},,CO,COG02000,,,0.23980307,2611.05999204437,970.448582441737
20857,VRM-LUP-CO-006-A-5431,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{1235D4F7-1E45-4EA6-82B2-2C56C8FA28DE},,CO,COG02000,,,0.01159454,575.579305338797,46.9214384877941
20858,VRM-LUP-CO-006-A-5432,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{1EEB3D77-B64E-44A4-8C5A-F7346587C364},,CO,COG02000,,,0.14649461,2759.61561629551,592.842641199302
20859,VRM-LUP-CO-006-A-5433,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{D27E298A-0504-427F-A0FA-E555EFDE690E},,CO,COG02000,,,0.16286469,1701.71703402531,659.090018812687
20860,VRM-LUP-CO-006-A-5434,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{B9F027CC-ABE4-4FB9-B9C9-76C7B2F46ECB},,CO,COG02000,,,0.02098853,1607.77323351655,84.9375861259459
20861,VRM-LUP-CO-006-A-5435,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{89962AC6-986D-4224-A736-BCBC48A79A9E},,CO,COG02000,,,1.504e-05,1.09083848969478,0.0608468797997487
20862,VRM-LUP-CO-006-A-5436,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{11AB33D2-D269-4DD6-9AD3-B968051A185D},,CO,COG02000,,,0.00010396,26.7831668070178,0.420721368871285
20863,VRM-LUP-CO-006-A-5437,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{938FBE1C-A074-45E5-A0B8-F8A686029B47},,CO,COG02000,,,0.00569735,586.423781975165,23.0563402576348
20864,VRM-LUP-CO-006-A-5438,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{819CAF97-8378-4109-9C90-D00E14FABAA4},,CO,COG02000,,,0.36578844,2414.35561952714,1480.29329375153
20865,VRM-LUP-CO-006-A-5439,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{7CD58CA5-3852-4E96-A575-8D6D4B820A92},,CO,COG02000,,,0.00267082,516.876061694565,10.8084053514158
20866,VRM-LUP-CO-006-A-5440,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{8A6C5B6F-D961-41AF-B4C7-A72258AD3917},,CO,COG02000,,,0.00425089,519.249815025456,17.2027616006171
20867,VRM-LUP-CO-006-A-5441,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{FBA4E709-5EE9-4CF1-B058-DCD9B976EC80},,CO,COG02000,,,0.06713577,3125.68159856838,271.688805595566
20868,VRM-LUP-CO-006-A-5442,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{0E4F43BE-5E92-461B-8A50-D1B4EE10110E},,CO,COG02000,,,0.19248983,2373.48130047968,778.978704523243
20869,VRM-LUP-CO-006-A-5443,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{4D66BF22-B363-4878-91DE-667DCFA17F82},,CO,COG02000,,,0.00212862,1165.79287787578,8.61423494040685
20870,VRM-LUP-CO-006-A-5444,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{0B1F1E25-CBC8-4575-9594-6ACBCDE9F92C},,CO,COG02000,,,0.0027034,792.349302929139,10.9402693153948
20871,VRM-LUP-CO-006-A-5445,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{B640215A-A643-4171-97C1-E729136BAB42},,CO,COG02000,,,0.00359379,641.935634606095,14.5435576169616
20872,VRM-LUP-CO-006-A-5446,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{F89DEB3C-2A5F-4EE2-BF52-829182F654DF},,CO,COG02000,,,0.00438288,1741.81987921886,17.7368769174014
20873,VRM-LUP-CO-006-A-5447,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{B74961AB-678C-47EB-81DA-1663D7A3D8C1},,CO,COG02000,,,0.00146712,70.9104505957013,5.93724229393447
20874,VRM-LUP-CO-006-A-5448,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{80B570B6-1FC8-45AD-904F-AA807F2355F8},,CO,COG02000,,,0.00241502,666.534701141084,9.77321909965697
20875,VRM-LUP-CO-006-A-5449,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{A92E5A78-CB6C-4363-B39B-4559469506FE},,CO,COG02000,,,0.00227477,51.6270298350512,9.20567504390172
20876,VRM-LUP-CO-006-A-5450,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{6419BBDD-17DD-4F36-94FC-05A489176B46},,CO,COG02000,,,0.01629374,1607.75134781721,65.9384192954648
20877,VRM-LUP-CO-006-A-5451,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{DB06C0BB-A25B-43A9-9B59-8D97A434A149},,CO,COG02000,,,0.00194001,802.828627759513,7.85095202177224
20878,VRM-LUP-CO-006-A-5452,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{D2487542-775E-482F-B4BD-95434AC99AD2},,CO,COG02000,,,1.52811395,3222.36127332278,6184.057749477
20879,VRM-LUP-CO-006-A-5453,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{8D4C0430-FDB6-4B02-800F-43CB2FB0ECFF},,CO,COG02000,,,0.00044399,24.4917608266179,1.79677308610881
20880,VRM-LUP-CO-006-A-5454,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{98BE8A8E-B26F-4950-BB57-8CD1134772D2},,CO,COG02000,,,2.26796274,1500.14854951594,9178.11956713057
20881,VRM-LUP-CO-006-A-5455,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{08EEE4A7-32E5-4E29-992D-7B039D964B4E},,CO,COG02000,,,0.00660122,75.3627157439364,26.7141911297765
20882,VRM-LUP-CO-006-A-5456,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{7AAD0B1D-613B-4B29-BB74-390B3B8248C6},,CO,COG02000,,,0.00437965,801.83569549433,17.7238179180617
20883,VRM-LUP-CO-006-A-5457,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{A2E62F7D-01DA-4BC3-9AAF-73018B90C17E},,CO,COG02000,,,0.00129559,472.682434887692,5.24307435511495
20884,VRM-LUP-CO-006-A-5458,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{8214892C-452F-4054-BB19-87DFF0C1E329},,CO,COG02000,,,0.00138727,662.193163710074,5.61407505287589
20885,VRM-LUP-CO-006-A-5459,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{D8ABD773-E0D9-4097-932F-06A9A993DF32},,CO,COG02000,,,0.01055266,3672.6487706592,42.7051140118578
20886,VRM-LUP-CO-006-A-5460,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{B2130ABA-BEB7-4BDC-B0FF-E0438838A73D},,CO,COG02000,,,496.11767624,7377.47192715639,2007717.0043647
20887,VRM-LUP-CO-006-A-5461,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{5A87561F-684D-4493-B4B8-C656C6004643},,CO,COG02000,,,0.00339862,1108.80763450059,13.7537307128522
20888,VRM-LUP-CO-006-A-5462,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{0EC2E4E6-41C0-4C89-A61C-69358AE0E2EE},,CO,COG02000,,,0.02778055,1273.50074733994,112.423890926962
20889,VRM-LUP-CO-006-A-5463,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{C979329E-B868-4FB8-9EDB-4FBC35072177},,CO,COG02000,,,0.52251562,871.838995474812,2114.54569118631
20890,VRM-LUP-CO-006-A-5464,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{9C478A62-32CE-49A0-AE3E-C1D5A44C2B4F},,CO,COG02000,,,0.07286296,570.199658453657,294.865950901249
20891,VRM-LUP-CO-006-A-5465,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{29BE2D70-EB6C-4645-9EC6-5E0BC438123A},,CO,COG02000,,,0.00087145,11.2255320318427,3.52663889163021
20892,VRM-LUP-CO-006-A-5466,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{D0444D13-5E70-4012-BAF5-878BA4A57162},,CO,COG02000,,,0.02518435,1601.38364547534,101.917461186073
20893,VRM-LUP-CO-006-A-5467,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{F164D804-09E3-4490-B214-FCFAE64C2E70},,CO,COG02000,,,0.01970349,92.8540289609239,79.7372140819939
20894,VRM-LUP-CO-006-A-5468,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{9107ADD1-4BC9-4EA1-86D1-61F110C691E7},,CO,COG02000,,,1.6488542,3990.70201724023,6672.6761918168
20895,VRM-LUP-CO-006-A-5469,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{D9F303FB-857E-43DC-A00E-FA729281D0DC},,CO,COG02000,,,0.01914678,50.2080460488074,77.4842716498176
20896,VRM-LUP-CO-006-A-5470,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{AADBE818-0286-41F1-8BA7-5708E86EB2D1},,CO,COG02000,,,0.00157148,40.9020256413839,6.35955962909971
20897,VRM-LUP-CO-006-A-5471,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{849607E7-E8F3-464D-ABF6-D62EC04DB092},,CO,COG02000,,,0.00013726,49.3605901348582,0.555458633627641
20898,VRM-LUP-CO-006-A-5472,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{F8BFCB3E-A024-4BE9-983F-89A56E23E457},,CO,COG02000,,,3.18724113,5874.14462888125,12898.3072314936
20899,VRM-LUP-CO-006-A-5473,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{3D0DE1F5-8589-4277-B617-B748DCB56DF5},,CO,COG02000,,,0.0133978,463.004708491564,54.218989504166
20900,VRM-LUP-CO-006-A-5474,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{2F8DE0DB-461B-4CD2-9C84-B127E4691553},,CO,COG02000,,,0.00130175,195.136014689903,5.2680144091052
20901,VRM-LUP-CO-006-A-5475,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{C278D9C3-2803-4C7D-8456-30B7E6AAEF30},,CO,COG02000,,,0.28384587,3896.57340280705,1148.68350201595
20902,VRM-LUP-CO-006-A-5476,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{25096701-8F93-493A-BCB2-E1937730B409},,CO,COG02000,,,0.05452821,692.774892244383,220.66782393712
20903,VRM-LUP-CO-006-A-5477,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{FAA2F226-9D2A-4D82-B32C-B17E1D0070C2},,CO,COG02000,,,0.00854745,801.091077947597,34.5902871376333
20904,VRM-LUP-CO-006-A-5478,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{AC7E105A-9D42-42EA-AB98-39CF092DCA2C},,CO,COG02000,,,0.79261388,1531.83064695482,3207.59457705115
20905,VRM-LUP-CO-006-A-5479,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{272B23E0-E16B-4A11-9BF7-AC303BB04C03},,CO,COG02000,,,0.52469414,448.175330049873,2123.36186058957
20906,VRM-LUP-CO-006-A-5480,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{76F14234-4C1F-4389-B40B-E45699E07E67},,CO,COG02000,,,5.24e-05,233.799502095316,0.212047274914602
20907,VRM-LUP-CO-006-A-5481,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{1CAE34DD-8401-4209-94AC-B6EB74450496},,CO,COG02000,,,7.17e-06,46.9590212586984,0.0290254348872292
20908,VRM-LUP-CO-006-A-5482,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{5A2EDCAE-C213-4251-B876-AEE4FEBA0638},,CO,COG02000,,,0.00042197,242.018824737968,1.7076447270515
20909,VRM-LUP-CO-006-A-5483,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{A20B930F-2754-4DBA-8D2C-D53B57409673},,CO,COG02000,,,0.00090191,346.729162377,3.64990010653119
20910,VRM-LUP-CO-006-A-5484,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{C85D5953-24C6-4F07-88B6-52C232B4745B},,CO,COG02000,,,0.07055144,801.502377738837,285.511532661336
20911,VRM-LUP-CO-006-A-5485,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{7F1509D4-F52D-4305-9FFD-D1ACF70A1DCE},,CO,COG02000,,,0.13000982,1770.87191412098,526.131085955727
20912,VRM-LUP-CO-006-A-5486,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{70C89D02-7FC1-4B6F-BDB1-D7E0F7978152},,CO,COG02000,,,0.09156723,2416.82364775053,370.559415190387
20913,VRM-LUP-CO-006-A-5487,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{1712A3B8-1044-4820-8A0D-B3467B7D0592},,CO,COG02000,,,1.645e-05,21.6704758857594,0.0665582428506213
20914,VRM-LUP-CO-006-A-5488,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{FBF44774-C00D-407B-8619-DA014BFFA7B9},,CO,COG02000,,,0.07396282,713.017116601146,299.316894835426
20915,VRM-LUP-CO-006-A-5489,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{50B2A1F1-2DC5-4616-956F-A2D9ED74047F},,CO,COG02000,,,0.00060061,685.108755863089,2.43057097695423
20916,VRM-LUP-CO-006-A-5490,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{E99AFEA0-902A-4E05-A7BF-2F9C077D02C6},,CO,COG02000,,,1.19645272,2401.4602737871,4841.87238462377
20917,VRM-LUP-CO-006-A-5491,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{C83743B7-29CA-427A-88CB-4EAEA55A59D3},,CO,COG02000,,,1.39916237,3410.64372122463,5662.2092120821
20918,VRM-LUP-CO-006-A-5492,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{ED7CE429-3F8D-4D5C-AE07-96FB85DCC5A2},,CO,COG02000,,,0.01677352,145.364603082051,67.8800217746256
20919,VRM-LUP-CO-006-A-5493,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{F29F7875-62B1-4BF7-A879-CB43BC205C21},,CO,COG02000,,,0.36730509,1665.58218025059,1486.430944469
20920,VRM-LUP-CO-006-A-5494,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{179A6C54-3783-4433-B56B-70B6FA7E408F},,CO,COG02000,,,0.17062163,426.08046027069,690.481233159963
20921,VRM-LUP-CO-006-A-5495,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{26BD86E2-68E2-4BE3-AD24-9AE7FAEC13E3},,CO,COG02000,,,2.05902877,4659.84635695445,8332.59379123326
20922,VRM-LUP-CO-006-A-5496,LUP-CO-006-A,Colorado River Valley Field Office 2015 RMP,IV,RMP,,{F7F351B5-7BDC-4730-B8E8-45CFEA86E2B3},,CO,COG02000,,,0.12400416,623.219765662921,501.827020310956
