OBJECTID,VRM_ID,LUP_ID,LUP_NM,VRM_CLASS,DSGNTN_SRCE,DSGNTN_RSN,GlobalID,DSGNTN_DESC,ADMIN_ST,ADM_UNIT_CD,CREATE_DATE,MODIFY_DATE,GIS_ACRES,Shape_Length,Shape_Area
13521,,,Browns Canyon National Monument Resource Management Plan,I,Interim,,{ED40789F-0BA9-4C54-9B36-C6F6913C9FD6},,CO,COF02400,,2019/11/07 18:27:19+00,7457.14430746,30727.7510583272,30177992.3334092
13522,,,Browns Canyon National Monument Resource Management Plan,II,Interim,,{C71252CE-30C7-47E4-9029-87F21CA98F34},,CO,COF02400,,2019/11/07 18:27:19+00,3811.21306575,37700.668703658,15423432.072285
13523,,,Browns Canyon National Monument Resource Management Plan,II,Interim,,{48BAD341-71AA-484B-B493-C4A0311640B9},,CO,COF02400,,,0.51220297,390.13922974785,2072.81186864077
13524,,,Browns Canyon National Monument Resource Management Plan,II,Interim,,{B63643AD-1B18-4124-AAC9-C16CA5A43EC1},,CO,COF02400,,,5.40081625,1475.68685772412,21856.3279414874
13525,,,Browns Canyon National Monument Resource Management Plan,II,Interim,,{FCF59E70-0D47-42A7-BB47-4E487C4B0178},,CO,COF02400,,,0.05977834,112.825676025433,241.91434562185
13526,,,Browns Canyon National Monument Resource Management Plan,II,Interim,,{9E8D9E44-E302-4E67-81B1-3071424E1FFA},,CO,COF02400,,,18.65791945,2051.05406277533,75505.9211488615
13527,,,Browns Canyon National Monument Resource Management Plan,II,Interim,,{DF55BBCB-60C4-4C55-89D1-200157B84A8A},,CO,COF02400,,,1159.78504146,12876.3084850481,4693483.5436488
13528,,,Browns Canyon National Monument Resource Management Plan,III,Interim,,{5E542B3F-B074-4874-9E4C-672B7D15D0AB},,CO,COF02400,,,1256.54197219,13001.969599439,5085044.95015544
13529,,,Browns Canyon National Monument Resource Management Plan,III,Interim,,{D8A12DFC-E2B1-4C67-B3E7-03E43ED7C732},,CO,COF02400,,,325.63041727,6107.56334833447,1317779.54544629
13881,VRM-LUP-CO-002-B-0003,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{D614EA86-F3C9-4360-BC9A-69F22D265129},,CO,COG02000,,,39.35277253,1596.39386129826,159255.020256477
13882,VRM-LUP-CO-002-B-0005,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{87D94768-B6EA-451E-8AB4-AC4349061BF8},,CO,COG02000,,,11.22544861,1030.93073774676,45427.7788156404
13883,VRM-LUP-CO-002-B-0006,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{4F55B57D-A77A-4713-A2A1-1BE739D24E01},,CO,COG02000,,,29.11635035,1418.51094082322,117829.689429211
13884,VRM-LUP-CO-002-B-0007,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{C62FC6CD-690B-414A-B63D-58B1B2B9EAA9},,CO,COG02000,,,0.6265736,284.920982031086,2535.65338259493
13885,VRM-LUP-CO-002-B-0008,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{40008CF2-0A91-48A5-BBEA-3B7AB874696D},,CO,COG02000,,,1.45518207,342.313244628038,5888.91289858425
13886,VRM-LUP-CO-002-B-0009,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{BEC19440-0AE6-4365-AD86-EBC5C1C91493},,CO,COG02000,,,328.36582121,6351.95588701589,1328849.33244967
13887,VRM-LUP-CO-002-B-0010,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{2EB8315E-D5D1-4B6E-B97D-178FA4568239},,CO,COG02000,,,40.18536382,1613.15366843273,162624.397646336
13888,VRM-LUP-CO-002-B-0011,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{F061194A-A5E0-4123-87F4-084CA5F50EDE},,CO,COG02000,,,1052.04564229,11050.2607248611,4257477.66414431
13889,VRM-LUP-CO-002-B-0012,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{AF4A283B-2C8B-4571-8780-0A185722C609},,CO,COG02000,,,479.22200372,8040.99254871042,1939342.93246304
13890,VRM-LUP-CO-002-B-0013,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{4088B18F-FDAB-42E6-9884-0362A4D88C74},,CO,COG02000,,,20.68602299,1483.80763528208,83713.3649872767
13891,VRM-LUP-CO-002-B-0014,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{E01C8D17-564F-44B9-8E3A-D1BBF5C2CBF2},,CO,COG02000,,,2628.26703759,23667.9485224946,10636219.3408656
13892,VRM-LUP-CO-002-B-0016,LUP-CO-002-B,Roan Plateau RMP Amendment,I,Amendment,,{72C4333A-DD95-47CD-A94E-8C7A0C1D46A8},,CO,COG02000,,,1617.66666706,15011.8029995456,6546464.74088571
13893,VRM-LUP-CO-002-B-0017,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{AF82FFA9-E7FB-4E7A-8EDE-703162ABB1A2},,CO,COG02000,,,130.0691873,4048.97306751775,526371.325961834
13894,VRM-LUP-CO-002-B-0019,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{ED9BC978-30AB-41CD-9657-E5A70E71280A},,CO,COG02000,,,27.93922426,1424.78613522294,113066.029137209
13895,VRM-LUP-CO-002-B-0020,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{3A95916C-6A9F-4839-A598-B17F0D51D7A9},,CO,COG02000,,,1622.91776288,15794.2880488819,6567715.17175325
13896,VRM-LUP-CO-002-B-0021,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{D6596491-28EE-4B4C-B23E-F9950BCBE99B},,CO,COG02000,,,323.40143192,6473.08461668407,1308759.16179493
13897,VRM-LUP-CO-002-B-0022,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{7B4673EC-0D50-4DD8-B75C-57A063C63EA5},,CO,COG02000,,,1.26995267,343.341693834188,5139.3161338647
13898,VRM-LUP-CO-002-B-0023,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{5F0B02E7-3ADE-41D3-9CC2-5912086A3AFD},,CO,COG02000,,,9.8712539,1057.40178404302,39947.5472291535
13899,VRM-LUP-CO-002-B-0025,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{1FC12BF0-B2DB-4BC9-BA30-03FB2E2C7DC0},,CO,COG02000,,,162.41078396,3965.27885625126,657253.124579727
13900,VRM-LUP-CO-002-B-0026,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{9D4CE4C2-88AC-43F1-8EAA-35ECC3C6C899},,CO,COG02000,,,1.26814404,349.42985683675,5131.99683691467
13901,VRM-LUP-CO-002-B-0027,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{7BE66140-3AB0-4B4F-AAAF-58940FB5EFD0},,CO,COG02000,,,3.01093196,539.275237476597,12184.8093353404
13902,VRM-LUP-CO-002-B-0028,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{1BFB0D98-FA85-4B6A-8AF7-C6B647273A17},,CO,COG02000,,,67.39715123,3983.76449541145,272746.594323663
13903,VRM-LUP-CO-002-B-0029,LUP-CO-002-B,Roan Plateau RMP Amendment,III,Amendment,,{660BC798-316B-4617-B609-7EB37B8A8420},,CO,COG02000,,,11.13883982,935.662948062386,45077.285480615
13904,VRM-LUP-CO-002-B-0030,LUP-CO-002-B,Roan Plateau RMP Amendment,III,Amendment,,{CDC5C080-AAFF-4860-8CC7-7DEFC69D8102},,CO,COG02000,,,39.92813391,1607.94764614146,161583.425166353
13905,VRM-LUP-CO-002-B-0031,LUP-CO-002-B,Roan Plateau RMP Amendment,III,Amendment,,{D055D4A5-1061-46D1-A9DD-8A544C7388DD},,CO,COG02000,,,319.94812222,4827.05316120938,1294784.11323332
13906,VRM-LUP-CO-002-B-0032,LUP-CO-002-B,Roan Plateau RMP Amendment,III,Amendment,,{5796858D-6636-4276-9B4B-E50EAD3B4263},,CO,COG02000,,,30356.36976573,77668.7352003321,122847869.947198
13907,VRM-LUP-CO-002-B-0033,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{09B84BB8-D692-454B-83F5-AED7A74FCEE9},,CO,COG02000,,,4.73520995,678.798202196056,19162.7148103893
13908,VRM-LUP-CO-002-B-0034,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{A4750626-2F42-4182-A80B-DC4F0FEB4899},,CO,COG02000,,,11.69091458,973.633788510911,47311.4527673031
13909,VRM-LUP-CO-002-B-0035,LUP-CO-002-B,Roan Plateau RMP Amendment,III,Amendment,,{703CF709-0723-4A34-A213-A28C20370AD4},,CO,COG02000,,,191.1777575,5958.76447402584,773668.935749751
13910,VRM-LUP-CO-002-B-0037,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{C4320764-A2A3-4A3B-9620-FB5AF72D3FCA},,CO,COG02000,,,39.98901832,1609.80165563279,161829.815604597
13911,VRM-LUP-CO-002-B-0038,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{4F845C6F-B7AD-449F-A4CE-004982CDA43E},,CO,COG02000,,,23.88064788,1654.77821960537,96641.5532377226
13912,VRM-LUP-CO-002-B-0039,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{414A2319-0C16-4D38-8F75-A7C4DC84F531},,CO,COG02000,,,25782.90046361,133027.668003001,104339696.329252
13913,VRM-LUP-CO-002-B-0040,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{3D9E8570-FFD8-4EC5-80A2-99ED1C708A61},,CO,COG02000,,,1031.30964925,11278.6151817728,4173562.07755931
13914,VRM-LUP-CO-002-B-0041,LUP-CO-002-B,Roan Plateau RMP Amendment,III,Amendment,,{5751AF95-D69F-400D-A489-E15A8C1EC129},,CO,COG02000,,,298.09811047,6424.09724409534,1206360.25286528
13915,VRM-LUP-CO-002-B-0042,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{1E9AAAAE-6C29-4A1D-B9D9-A84B4EDD1B54},,CO,COG02000,,,35.28629033,1528.86561364543,142798.550627022
13916,VRM-LUP-CO-002-B-0043,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{32A25730-0F4B-47A6-A519-B50BD3022F75},,CO,COG02000,,,7.07992814,783.902494733386,28651.4526795279
13917,VRM-LUP-CO-002-B-0044,LUP-CO-002-B,Roan Plateau RMP Amendment,IV,Amendment,,{E21E8DD0-6A40-4068-A972-5BD66D393287},,CO,COG02000,,,7.97540425,917.778605250077,32275.3159035814
13918,VRM-LUP-CO-002-B-0045,LUP-CO-002-B,Roan Plateau RMP Amendment,II,Amendment,,{775C3058-8E2D-4C08-A59D-AAADB92DB17E},,CO,COG02000,,,2.13174018,493.15596979294,8626.84644659023
13919,VRM-LUP-CO-003-A-0001,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{D906FEC7-86CA-4276-854B-1C783C8F35EC},,CO,COG01000,,2020/04/24 15:09:20+00,16.33994062,1275.38886208904,65965.5823018644
13920,VRM-LUP-CO-003-A-0002,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{607EDB87-57C7-4B36-A21A-812B99086D34},,CO,COG01000,,2020/04/24 15:08:56+00,2.46351852,560.69237858771,9601.42836034834
13921,VRM-LUP-CO-003-A-0003,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{680482E1-616E-49B1-9664-090818F9C17D},,CO,COG01000,,,0.44181882,299.496786517153,1787.97731219817
13922,VRM-LUP-CO-003-A-0004,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{9D9F9C4F-5114-452C-84B9-4A501543BC47},,CO,COG01000,,2020/04/24 15:08:56+00,17749.48922918,42167.4286708568,71829617.655992
13923,VRM-LUP-CO-003-A-0005,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{9C168142-FFDE-4F7E-90FB-992FA63BFFF4},,CO,COG01000,,,0.31577513,3815.99584236793,1277.89662989316
13924,VRM-LUP-CO-003-A-0011,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{3F684CAE-2EF0-41AF-A936-22700E19FEF7},,CO,COG01000,,2022/06/09 18:46:39+00,26673.95382888,86215.4503387824,107945661.363917
13925,VRM-LUP-CO-003-A-0161,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{4E16211B-2CB1-457C-B705-C2A2266967CB},,CO,COG01000,,2022/06/09 18:48:14+00,0.05921144,722.488908897679,239.620180180597
13926,VRM-LUP-CO-003-A-0006,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{851E69B4-93C8-4179-9FF6-D916457B3D5A},,CO,COG01000,,,2348.59314148,22397.7239908094,9504419.2381893
13927,VRM-LUP-CO-003-A-0007,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{981A66C3-2B54-46B7-B5B4-76D506AD5E64},,CO,COG01000,,,0.00035366,24.8291216264538,1.43122510634043
13928,VRM-LUP-CO-003-A-0008,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{D438EEA4-24E7-4C25-BB34-715D6889DE0A},,CO,COG01000,,,0.00017694,8.19534138945275,0.716040881424895
13929,VRM-LUP-CO-003-A-0009,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{F6178859-B546-48F2-AA81-F101AE24B683},,CO,COG01000,,,29312.54121341,125880.091607638,118623645.658562
13930,VRM-LUP-CO-003-A-0010,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,I,RMP,,{B67D4E9C-9D1D-4025-87F5-BE0C29EABC5F},,CO,COG01000,,,22708.49195918,68613.3178230788,91898006.5280167
13931,VRM-LUP-CO-003-A-0012,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{58BC12AD-D8CA-4B10-A11C-E430A4082487},,CO,COG01000,,,0.00801113,41.1529151426961,32.4198940085221
13932,VRM-LUP-CO-003-A-0013,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{6F87EA0C-C7BD-425B-9334-9C6D04B764FD},,CO,COG01000,,2022/06/09 18:43:56+00,18.54533062,3021.37243101466,394051.32580053
13934,VRM-LUP-CO-003-A-0015,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{B9B5F30A-9575-4247-82C2-7673A03045EE},,CO,COG01000,,,38.42890085,1577.816560939,155516.24421164
13935,VRM-LUP-CO-003-A-0016,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{67E9B431-E046-4B60-AAFB-CF768027361D},,CO,COG01000,,,0.00155388,11.572181758205,6.28834141821642
13936,VRM-LUP-CO-003-A-0017,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{6EAA6D21-F263-418B-856E-E364604008A3},,CO,COG01000,,,39.33710216,1595.14313013499,159191.604529875
13937,VRM-LUP-CO-003-A-0018,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{2900C4A3-4F0C-41E9-9FC1-9766FC3DE36B},,CO,COG01000,,2022/06/09 18:43:20+00,7445.8636548,82575.3220800743,33174633.3472053
13938,VRM-LUP-CO-003-A-0019,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{934CB4A6-A7C7-40D0-BF1D-75E0C4FC6182},,CO,COG01000,,,3.3079929,1126.28976315133,13386.9723250941
13939,VRM-LUP-CO-003-A-0020,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{B4720626-FC8B-4384-90A0-F1AEFE745EC3},,CO,COG01000,,,8.00547741,1085.06952599502,32397.0176786179
13940,VRM-LUP-CO-003-A-0021,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{55D362AF-C3D2-4DE1-9AB1-9D861AE6197F},,CO,COG01000,,,10.35678439,1007.57272187581,41912.4194241893
13941,VRM-LUP-CO-003-A-0022,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{D8E537A5-C67E-4D13-BA5A-056C2F460386},,CO,COG01000,,2022/06/09 17:54:56+00,69.00054622,4808.43794873723,873319.719614886
13942,VRM-LUP-CO-003-A-0023,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{94BCA374-068E-489E-83F8-6E8D08F63D7A},,CO,COG01000,,,33.42931551,1468.75003634311,135283.640168177
13943,VRM-LUP-CO-003-A-0024,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{A9040084-C4FF-45FE-B9DD-D0E0E70B82DA},,CO,COG01000,,,14.60519479,1744.30783252986,59105.1263270736
13944,VRM-LUP-CO-003-A-0025,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{F7B834FE-C03F-4F41-8D21-88313BF9DBD5},,CO,COG01000,,,159.74069664,3215.49961988047,646447.664116787
13945,VRM-LUP-CO-003-A-0026,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{E6BD1021-EAEF-4483-AC50-28CAE12DE471},,CO,COG01000,,2022/06/09 17:54:41+00,277.0967497,12981.408257487,2870381.98814832
13946,VRM-LUP-CO-003-A-0027,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{CE8BBBBF-F92D-4F39-A523-CFFD8D2BB88F},,CO,COG01000,,2022/06/09 17:55:08+00,0.77338455,3025.48532726172,257787.37050829
13947,VRM-LUP-CO-003-A-0028,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{50BF9F90-9EA2-4B0B-88E3-01254578778B},,CO,COG01000,,,13.56073211,2184.33403173155,54878.3358167246
13948,VRM-LUP-CO-003-A-0029,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{C50FC161-FE34-4D47-BA1E-50D6EA7BF7AA},,CO,COG01000,,,681.37478492,8059.19359013372,2757425.92441797
13949,VRM-LUP-CO-003-A-0030,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{943EA76B-FEF0-45B5-AFC8-BC1C5F6321E1},,CO,COG01000,,,0.39805365,325.75411156753,1610.8659702754
13950,VRM-LUP-CO-003-A-0031,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{CE35FE64-CD6E-4E37-970A-8CCF0EBC53ED},,CO,COG01000,,,39.5659851,1600.73311901284,160117.860921143
13951,VRM-LUP-CO-003-A-0032,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{5DDE074C-7439-435F-B60F-701BEFE71414},,CO,COG01000,,,6.77135029,1088.22705563243,27402.6824075337
13952,VRM-LUP-CO-003-A-0033,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{8BD0BF15-BE64-4704-988A-1AFA72B5EC5B},,CO,COG01000,,,39.0358861,1589.85961404443,157972.62634826
13953,VRM-LUP-CO-003-A-0034,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{B830B6F8-5C71-42B2-8783-792C2187B018},,CO,COG01000,,,39.81421221,1605.7633433165,161122.400393136
13954,VRM-LUP-CO-003-A-0035,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{F35D8BF0-E0DE-44FE-A5E5-D1C86627E5D5},,CO,COG01000,,,0.00057793,6.45304444245015,2.33880565907068
13956,VRM-LUP-CO-003-A-0037,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{A3F7B001-0039-4549-9339-D3A803262EAD},,CO,COG01000,,,47.6236132,1924.33217800173,192725.924922675
13957,VRM-LUP-CO-003-A-0038,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{571934CA-3361-41B4-BF9B-9A16D29C4DB4},,CO,COG01000,,,120.07824879,3217.71528471238,485939.432325115
13958,VRM-LUP-CO-003-A-0039,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{1289B4EE-4BBE-45A4-8C95-85BCAC4EC61F},,CO,COG01000,,,39.76862647,1604.92829339352,160937.92143514
13959,VRM-LUP-CO-003-A-0040,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{73A029CB-BBEE-4688-AA2B-236D1BB5B48C},,CO,COG01000,,,39.98108527,1609.0626248519,161797.711703936
13960,VRM-LUP-CO-003-A-0041,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{6706F689-FCCA-4EA5-A71D-69907B59A1F2},,CO,COG01000,,,79.85742118,2409.58688145658,323171.517782706
13961,VRM-LUP-CO-003-A-0042,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{D10B0DAD-6755-482B-95CD-8CA3BCD2C237},,CO,COG01000,,2022/06/09 17:52:44+00,75.61966773,3855.40224872911,532223.328060732
13962,VRM-LUP-CO-003-A-0043,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{65F39A10-3F57-4912-BC5D-928EC5382ED7},,CO,COG01000,,2022/06/09 17:32:14+00,27.07477343,3706.35346072375,381264.681790207
13963,VRM-LUP-CO-003-A-0044,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{219418C8-0020-4115-B937-20AF68EE96B2},,CO,COG01000,,,38.73954875,1926.26792408868,156773.391662757
13964,VRM-LUP-CO-003-A-0045,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{CA5B7A98-E5CD-4BBB-850C-EC6C5A887E28},,CO,COG01000,,,0.00046424,35.1787273113209,1.87871874036991
13967,VRM-LUP-CO-003-A-0048,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{3EF1405E-041C-471F-841F-DB7CB6B5154A},,CO,COG01000,,,0.29768974,924.452419737351,1204.7076197521
13968,VRM-LUP-CO-003-A-0049,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{E5160DEF-3C98-45B8-B26A-0573F79FC037},,CO,COG01000,,,43.50926908,3143.75700556913,176075.765012899
13969,VRM-LUP-CO-003-A-0050,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{36D7B48D-8525-427A-A9D9-297C86AC567D},,CO,COG01000,,,7.91e-06,49.499039087707,0.0320098461344771
13970,VRM-LUP-CO-003-A-0051,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{D29E0DDC-8D89-44DB-B448-72162403C8F4},,CO,COG01000,,,0.00758152,125.745239452677,30.6813112372077
13971,VRM-LUP-CO-003-A-0052,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{C3DCBECC-658D-4D2A-94E4-3B3446FFF2CB},,CO,COG01000,,,0.00288528,193.609983116917,11.6763258984399
13972,VRM-LUP-CO-003-A-0053,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{93156178-02A1-4252-8300-1C59B2177D02},,CO,COG01000,,,323.11214342,5014.26192178749,1307588.45275117
13973,VRM-LUP-CO-003-A-0054,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{1641B41C-7A17-4225-A09D-36A46896EFFD},,CO,COG01000,,,22.42304303,2160.34075158355,90742.8357033941
13974,VRM-LUP-CO-003-A-0055,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{263B2E69-6095-45EE-81A3-A49B03783791},,CO,COG01000,,,1.25207778,344.162567734019,5066.97900856205
13975,VRM-LUP-CO-003-A-0056,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{644DC1A9-8EAD-4A85-A7F3-974CA8167046},,CO,COG01000,,,16.64908399,1544.95169308627,67376.4524675414
13976,VRM-LUP-CO-003-A-0057,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{D8A107E6-12A5-49CF-8A59-B0CEBB8014D5},,CO,COG01000,,,38.69332357,1582.86508255397,156586.324975672
13977,VRM-LUP-CO-003-A-0058,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{E8E6ADC9-D22D-431A-9C7D-6B4E35E5AEE7},,CO,COG01000,,,0.00809205,30.0202943939387,32.7473529791126
13978,VRM-LUP-CO-003-A-0059,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{ED92F2CD-1830-4DB7-B1DB-B3A508AD53C5},,CO,COG01000,,,0.0891568,723.045620147189,360.804763219919
13979,VRM-LUP-CO-003-A-0060,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{7417435A-0A87-4198-B444-871EF8791983},,CO,COG01000,,,0.20159078,807.750851324473,815.808960950309
13980,VRM-LUP-CO-003-A-0061,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{AB8695C5-152E-4788-BCE7-6750C1AD160D},,CO,COG01000,,,1.7293427,400.165390807987,6998.40161850443
13981,VRM-LUP-CO-003-A-0062,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{7583EC77-CBFA-4721-9885-B2A623860AB5},,CO,COG01000,,,0.06819484,1612.15821756557,275.974721537396
13982,VRM-LUP-CO-003-A-0063,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{B790DB09-2773-4BBB-9679-F80A09F18B49},,CO,COG01000,,,394.32068677,11444.6289573905,1595759.20372306
13983,VRM-LUP-CO-003-A-0064,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{DE48F8BC-AE9E-4008-B630-E01EFEFF1FA8},,CO,COG01000,,,0.17060978,164.353114732664,690.433303166507
13984,VRM-LUP-CO-003-A-0065,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{5FCAD676-1F22-4E06-A9C3-1C0C4C808D28},,CO,COG01000,,,0.79391806,3089.55110934552,3212.87238741626
13985,VRM-LUP-CO-003-A-0066,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{31C8C3EF-1089-4C26-B3BC-1B971D82B5CD},,CO,COG01000,,,0.16320487,2417.12404738092,660.466660874526
13986,VRM-LUP-CO-003-A-0067,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{AAB1B2C3-B190-4D8D-8B85-D1215D825EBB},,CO,COG01000,,,0.00387872,338.584865866608,15.6966344116046
13987,VRM-LUP-CO-003-A-0068,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{716B6357-B3FF-4B61-895C-C58B47BAACE6},,CO,COG01000,,,4.50834372,767.702436066156,18244.6197177107
13988,VRM-LUP-CO-003-A-0069,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{AA08F13E-2AE6-4096-9642-E6288AFC1FDF},,CO,COG01000,,,66.4374208,2976.74577898946,268862.703052898
13989,VRM-LUP-CO-003-A-0070,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{C1588AC5-0782-482A-8089-7922DFF49A3F},,CO,COG01000,,,71.54226644,3823.98549404493,289521.28040768
13990,VRM-LUP-CO-003-A-0071,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{A19A2CF5-0D0F-465D-98CA-66CE79C608D1},,CO,COG01000,,,34.0890545,1601.47003021591,137953.509135599
13991,VRM-LUP-CO-003-A-0072,LUP-CO-003-A,Grand Junction Field Office Resource Management Plan,IV,RMP,,{CEAF3DBB-CBB3-4327-9C44-64661734D4AC},,CO,COG01000,,,9.83288545,1294.69087660826,39792.2756384042
