OBJECTID,adm_code,adm_manage,adm_name,GIS_acres,SMA_ID,GlobalID,SHAPE_Length,SHAPE_Area
4242,BLM,BLM,,97.94991318,2.0,{F631C250-5355-4DCA-8F13-79CB67EF9F26},3216.35550805323,396389.235221352
4243,BLM,BLM,,5.27324855,2.0,{C62F8733-D6F9-4EE1-A0D2-1B16B293511A},625.112468873697,21340.0797635257
4244,PRI,PRI, ,244.94415833,2388.0,{F723D7BB-9351-485E-B526-4E6643896C72},4013.55702034801,991253.840249102
4245,BIA,BIA,Southern Ute Tribe,2481.39870763,3.0,{3D0C8F52-4D52-48BF-9183-433E982245D3},28279.9283313829,10041864.2964998
4246,LOCAL,LOCAL,,0.01713701,2387.0,{EB033583-FB61-4FC2-87AE-C75D086B2380},46.103418657083,69.351023730803
4247,USFS,USFS,,0.27076093,915.0,{3DB45C33-2C4B-4A29-87CB-21E39FB5E5ED},239.163790295201,1095.73061921159
4248,BLM,BLM,,0.30542289,2.0,{96BB88E3-3F19-430C-AD02-51F4A5C6ED85},169.428560824921,1236.00256838099
4249,PRI,PRI, ,39145.96610869,2388.0,{52F3FABF-4ABF-4F3D-B631-1D933A01D07C},157729.383289852,158418104.358015
4250,BLM,BLM,,446.02380954,2.0,{C386EFBA-C093-4036-BC89-9378825DA6E6},6484.68779021871,1804994.31819532
4251,STA,STA,,159.95693886,2386.0,{4B6E3B9B-7C5E-4B41-8869-49084C6B5973},4032.35980499293,647322.765352293
4252,PRI,PRI, ,185.49716514,2388.0,{D5554C6D-AD80-41DD-B46D-2B66E8556436},3682.61100087384,750680.394073586
4253,BIA,BIA,Southern Ute Tribe,40.50082517,3.0,{E6A37B56-7B78-438D-B835-461EBE9C42E7},1619.59036594229,163901.024453587
4254,PRI,PRI,Rocky Mountain National Park,10.3101675,2388.0,{5D8731EE-D47F-44E5-BE7D-0C29A1FBE495},1096.3887904163,41723.7675460988
4255,PRI,PRI, ,26.40326956,2388.0,{FC5A33D1-C96B-4F5E-80A5-D711DC6A7A23},1364.82417284747,106850.241004199
4256,BLM,BLM,,0.24144644,2.0,{4312B201-FB8C-4183-BB91-6EFFA7C97DC3},144.062556459322,977.099082611807
4257,BOR,NPS,Curecanti National Recreation Area - BOR Withdrawal,378.10752353,2366.0,{FF0961E5-C30A-4C83-BEBD-8DB5D1DC945A},7342.36590924579,1530146.85996378
4258,BLM,BLM,,0.02622798,2.0,{E01E7690-7DB3-437A-A7C4-91BEEA18AE19},62.7345926043966,106.140889384195
4259,PRI,PRI, ,0.00067752,2388.0,{ECCD9E13-5F0A-4F52-97AC-E3E9B75880A2},8.01725911105766,2.74181123377165
4260,BLM,BLM,,0.14641271,2.0,{2EEBA77B-CBC7-476F-94AE-7CA113A9D0CA},126.013595006646,592.511233994072
4261,BLM,LOCAL,Miller Ranch State Wildlife Area,127.95765916,2.0,{58895633-6A9E-435B-8759-5C5F7AD00D40},3315.17951014269,517826.274750032
4262,STA,STA,,163.53240552,2386.0,{D1B3D187-D15B-4A7C-89AE-01F95B85C55B},4069.8106634014,661792.16555135
4263,BLM,BLM,,36.78961044,2.0,{28B23206-385B-4B40-B030-FFF8D3BFDF17},1544.77368674841,148882.271304679
4264,PRI,PRI, ,199.89906005,2388.0,{750B529F-A6B4-4BD5-969A-126CF5E4ECE2},4021.98122557375,808962.794999512
4265,USFS,USFS,,7.70882366,915.0,{9EB8D843-DFDE-4098-A1F8-3D456E56F2EB},1061.0537373306,31196.5025516338
4266,BLM,BLM,,1.61321342,2.0,{1178D996-54C4-4603-85BD-6F08FD4AB840},382.489586200535,6528.44310053768
4267,BLM,BLM,,1.45741709,2.0,{082B1619-E460-4C87-A6A1-4983DB867F2B},697.750658615663,5897.9576935554
