YEAR,STATE,BENE_GEO_CD,MA_OP_POPN,BENE_AVG_AGE,BENE_FEML_PCT,BENE_MALE_PCT,BENE_RACE_WHT_PCT,BENE_RACE_BLACK_PCT,BENE_RACE_HSPNC_PCT,BENE_RACE_OTHR_PCT,BENE_DUAL_PCT,BENES_IP_STAY_CNT,BENES_IP_PCT,IP_STAY_PER_1000_BENES,IP_DAYS_PER_1000_BENES,BENES_IRF_CNT,BENES_IRF_PCT,IRF_STAYS_PER_1000_BENES,IRF_DAYS_PER_1000_BENES,BENES_LTC_CNT,BENES_LTC_PCT,LTC_STAYS_PER_1000_BENES,LTC_DAYS_PER_1000_BENES,BENES_SNF_CNT,BENES_SNF_PCT,SNF_STAYS_PER_1000_BENES,SNF_DAYS_PER_1000_BENES
2017,WA,53.0,389837,72,0.5625,0.4375,0.8501,0.0280,0.0293,0.0927,0.1471,47126,0.1209,167.865,860.6931,639,0.0016,1.8649,19.8288,101,0.0003,0.2950,10.8712,8833,0.0227,28.6120,532.0044
2017,WI,55.0,446282,74,0.5562,0.4438,0.9017,0.0509,0.0169,0.0305,0.1062,60704,0.136,196.3265,916.9404,1082,0.0024,2.5612,34.2071,251,0.0006,0.6140,20.5632,18693,0.0419,55.5456,1150.7522
2017,WV,54.0,124246,73,0.5462,0.4538,0.9615,0.0231,0.0035,0.0119,0.0915,18663,0.1502,229.8585,1326.6182,378,0.0030,3.3643,44.7580,105,0.0008,0.9175,26.5441,4379,0.0352,46.1182,864.8890
2017,WY,56.0,3856,74,0.5249,0.4751,0.9110,0.0044,0.0425,0.0420,0.1032,516,0.1338,200.7261,890.0415,35,0.0091,9.8548,129.9274,0,0.0000,0.0000,0.0000,164,0.0425,56.0166,1448.9108
2018,AK,2.0,1346,74,0.5082,0.4918,0.8574,0.0290,0.0342,0.0795,0.0944,185,0.1374,190.1932,1029.7177,*,*,*,*,0,0.0000,0.0000,0.0000,31,0.0230,28.2318,765.9733
2018,AL,1.0,401223,70,0.5704,0.4296,0.7039,0.2767,0.0060,0.0134,0.2285,64339,0.1604,241.5191,1443.514,1675,0.0042,4.4713,57.5391,341,0.0008,0.8948,24.2683,13958,0.0348,44.0628,768.9016
2018,AR,5.0,146361,69,0.5591,0.4409,0.7895,0.1778,0.0151,0.0175,0.3022,24814,0.1695,266.8334,1398.2482,922,0.0063,6.9281,88.2885,214,0.0015,1.5441,38.6852,5180,0.0354,47.8406,983.0829
2018,AZ,4.0,493453,72,0.5628,0.4372,0.7421,0.0396,0.1777,0.0406,0.2772,69896,0.1416,209.7322,1086.3101,1364,0.0028,3.0337,40.5044,340,0.0007,0.8005,22.4378,16189,0.0328,43.1895,792.3855
2018,CA,6.0,2583774,74,0.5628,0.4372,0.5357,0.0679,0.2425,0.1539,0.1912,233731,0.0905,128.7725,597.8549,2225,0.0009,0.9753,9.7853,820,0.0003,0.6351,13.8019,47906,0.0185,24.9445,485.0606
2018,CO,8.0,330847,73,0.5609,0.4391,0.8074,0.0346,0.1139,0.0441,0.1339,40239,0.1216,171.2423,784.9308,246,0.0007,0.8191,11.5461,161,0.0005,0.5501,18.7730,6790,0.0205,28.2578,588.9671
2018,CT,9.0,236534,74,0.5693,0.4307,0.7885,0.0843,0.0743,0.0529,0.3089,33910,0.1434,218.5436,1184.8402,384,0.0016,1.7587,24.3855,253,0.0011,1.3698,33.2003,12696,0.0537,78.5384,1568.1213
2018,DC,11.0,15075,72,0.6145,0.3855,0.1456,0.7865,0.0376,0.0302,0.5296,1734,0.115,193.3002,1321.99,42,0.0028,3.4494,44.1791,*,*,*,*,458,0.0304,40.3980,923.1841
2018,DE,10.0,27121,72,0.5548,0.4452,0.6726,0.2566,0.0337,0.0371,0.1998,4189,0.1545,231.813,1480.2183,121,0.0045,4.7933,68.1760,*,*,*,*,1156,0.0426,56.1557,1152.2436
2018,FL,12.0,1928804,72,0.554,0.446,0.6198,0.1283,0.2159,0.0359,0.2526,264016,0.1369,207.7676,1064.5104,5036,0.0026,2.9485,34.4333,2479,0.0013,2.0292,43.2610,62546,0.0324,42.1245,751.1401
2018,GA,13.0,621920,71,0.5861,0.4139,0.5972,0.3457,0.0187,0.0384,0.2453,95872,0.1542,238.8153,1372.4723,1722,0.0028,2.9650,39.7849,661,0.0011,1.1609,35.3550,19048,0.0306,39.8942,779.2755
2018,HI,15.0,120531,75,0.5691,0.4309,0.2729,0.0079,0.0727,0.6465,0.2243,12653,0.105,147.2235,924.4842,303,0.0025,2.6134,30.6892,*,*,*,*,3490,0.0290,35.1943,861.9940
2018,IA,19.0,119695,74,0.5478,0.4522,0.9365,0.0275,0.0144,0.0216,0.1312,16520,0.138,199.8997,1044.5883,310,0.0026,2.6568,38.4644,51,0.0004,0.4428,12.1475,4695,0.0392,51.7733,1080.1621
2018,ID,16.0,102712,73,0.5525,0.4475,0.9295,0.0025,0.0371,0.0310,0.1217,12723,0.1239,165.9884,691.1364,307,0.0030,3.1155,45.3209,66,0.0006,0.6815,17.6026,1939,0.0189,22.6264,408.2872
2018,IL,17.0,541299,73,0.5678,0.4322,0.6854,0.1813,0.0832,0.0501,0.1588,84064,0.1553,241.9162,1255.2212,1944,0.0036,3.8906,55.1617,495,0.0009,1.2821,30.4970,24995,0.0462,64.2399,1275.0809
2018,IN,18.0,360899,73,0.554,0.446,0.8667,0.0899,0.0212,0.0223,0.1348,53905,0.1494,221.9319,1176.7115,1427,0.0040,4.3004,59.8256,284,0.0008,0.8700,27.7058,16200,0.0449,60.3493,1162.8932
2018,KS,20.0,87597,73,0.5563,0.4437,0.8304,0.0933,0.0402,0.0360,0.1441,14442,0.1649,248.1364,1251.9721,340,0.0039,4.1896,52.3534,59,0.0007,0.7649,21.7473,4378,0.0500,66.9201,1362.1243
2018,KY,21.0,277298,71,0.5635,0.4365,0.9032,0.0762,0.0052,0.0154,0.1176,42277,0.1525,234.5635,1354.1136,1255,0.0045,4.9586,70.2241,281,0.0010,1.3956,39.7911,10920,0.0394,52.7988,986.1990
2018,LA,22.0,297214,71,0.5551,0.4449,0.6308,0.3142,0.0321,0.0228,0.2611,42237,0.1421,210.8144,1188.0564,998,0.0034,3.5564,54.6980,531,0.0018,2.0120,50.3711,6970,0.0235,28.8950,540.9738
2018,MA,25.0,299825,74,0.5799,0.4201,0.7845,0.0510,0.0800,0.0845,0.2695,46468,0.155,240.6237,1329.6089,825,0.0028,2.9984,45.4999,398,0.0013,2.4214,44.0424,19625,0.0655,90.7196,3160.2702
2018,MD,24.0,119813,73,0.5846,0.4154,0.5117,0.3872,0.0295,0.0716,0.1642,12584,0.105,165.2158,978.383,93,0.0008,0.8430,11.7433,14,0.0001,0.1669,4.3067,4263,0.0356,48.7677,1003.5305
2018,ME,23.0,103899,72,0.5367,0.4633,0.9550,0.0027,0.0046,0.0376,0.1832,12254,0.1179,165.709,877.8718,407,0.0039,4.2349,58.5472,*,*,*,*,3009,0.0290,37.7674,667.3789
2018,MI,26.0,810195,73,0.5476,0.4524,0.8296,0.1215,0.0169,0.0321,0.1060,126923,0.1567,237.707,1234.3596,3550,0.0044,4.7050,62.9182,1004,0.0012,1.3528,35.9518,32783,0.0405,55.5632,1037.8884
2018,MN,27.0,582240,74,0.561,0.439,0.9355,0.0153,0.0077,0.0416,0.0949,25603,0.044,63.6662,297.4804,365,0.0006,0.6509,8.9327,130,0.0002,0.2748,7.6103,11355,0.0195,26.5681,712.7765
2018,MO,29.0,407810,72,0.5654,0.4346,0.8476,0.1187,0.0126,0.0211,0.1372,66413,0.1629,247.0047,1275.7362,2043,0.0050,5.5271,74.5274,299,0.0007,0.9710,23.0696,16883,0.0414,55.0771,983.4702
2018,MS,28.0,106603,70,0.5588,0.4412,0.5292,0.4536,0.0078,0.0095,0.3175,16875,0.1583,241.1471,1321.1167,265,0.0025,2.5797,36.3873,154,0.0014,1.5290,39.5298,2775,0.0260,31.3031,600.5929
2018,MT,30.0,40489,73,0.5419,0.4581,0.9505,0.0016,0.0122,0.0357,0.0782,4941,0.122,165.6993,764.3558,94,0.0023,2.4204,32.5027,23,0.0006,0.6668,15.2387,1092,0.0270,33.2683,600.7558
2018,NC,37.0,660083,72,0.5843,0.4157,0.7470,0.2099,0.0137,0.0294,0.1401,94334,0.1429,209.9675,1122.7088,1885,0.0029,3.1223,43.3824,270,0.0004,0.4348,14.3149,25582,0.0388,51.3117,1006.2159
2018,ND,38.0,23132,76,0.549,0.451,0.9690,0.0022,0.0045,0.0243,0.0670,613,0.0265,37.567,199.2478,*,*,*,*,*,*,*,*,145,0.0063,8.2137,184.5495
2018,NE,31.0,48535,73,0.559,0.441,0.8558,0.0801,0.0344,0.0296,0.1440,7938,0.1636,248.0272,1336.2728,243,0.0050,5.6454,64.6338,42,0.0009,0.9684,24.5184,2569,0.0529,70.7943,1592.5415
2018,NH,33.0,37221,72,0.5538,0.4462,0.9399,0.0066,0.0142,0.0394,0.0831,4916,0.1321,193.8153,1089.3313,140,0.0038,4.1106,56.2048,*,*,*,*,1315,0.0353,46.3717,954.7299
2018,NJ,34.0,359615,73,0.5597,0.4403,0.6000,0.1647,0.1531,0.0822,0.1587,55199,0.1535,239.5284,1440.0984,1328,0.0037,4.1239,61.9329,150,0.0004,0.4783,13.8481,18858,0.0524,73.3785,1767.2956
2018,NM,35.0,139406,72,0.5642,0.4358,0.5537,0.0161,0.3814,0.0488,0.2841,17019,0.1221,173.6869,867.6384,728,0.0052,5.7028,70.0185,138,0.0010,1.3916,31.9140,4063,0.0291,37.8248,740.5994
2018,NV,32.0,183512,73,0.5568,0.4432,0.6966,0.0905,0.1158,0.0971,0.1240,25997,0.1417,212.1496,1158.2839,256,0.0014,1.5312,22.0258,177,0.0010,1.5367,39.6050,6568,0.0358,47.5119,865.6546
2018,NY,36.0,1409397,73,0.5772,0.4228,0.5979,0.1457,0.1524,0.1041,0.3010,203365,0.1443,221.1272,1303.2013,3011,0.0021,2.3613,31.9846,245,0.0002,0.2036,6.1211,54040,0.0383,52.6310,1178.4614
2018,National,,21062964,73,0.5645,0.4355,0.6872,0.1191,0.1337,0.0600,0.1942,2869632,0.1362,204.8285,1106.2781,61694,0.0029,3.2100,42.6495,16651,0.0008,1.0105,26.0873,727618,0.0345,46.2625,983.7574
2018,OH,39.0,931838,73,0.5744,0.4256,0.8405,0.1152,0.0137,0.0306,0.1657,153368,0.1646,253.7512,1385.5048,3857,0.0041,4.5426,61.3207,964,0.0010,1.1558,33.3030,52654,0.0565,76.6550,2810.9124
2018,OK,40.0,138452,73,0.5619,0.4381,0.8207,0.0858,0.0235,0.0701,0.1330,23942,0.1729,263.1742,1396.8812,757,0.0055,5.8937,72.6244,203,0.0015,1.7479,37.9554,3776,0.0273,35.3480,670.3912
2018,OR,41.0,376872,73,0.568,0.432,0.9009,0.0138,0.0259,0.0595,0.1586,42768,0.1135,157.1144,760.5871,348,0.0009,0.9765,12.2853,80,0.0002,0.3211,11.4867,10457,0.0277,34.9774,667.3804
2018,PA,42.0,1118210,74,0.5693,0.4307,0.8445,0.0966,0.0309,0.0280,0.1924,190442,0.1703,262.8871,1466.3042,5514,0.0049,5.4811,77.6106,881,0.0008,0.9095,20.8333,60146,0.0538,73.4710,1245.6694
2018,PR,72.0,573008,71,0.5447,0.4553,0.0016,0.0001,0.9981,0.0001,*,71671,0.1251,178.6258,1180.624,2139,0.0037,3.8725,44.1669,*,*,*,*,2450,0.0043,4.5200,48.5368
2018,RI,44.0,94992,73,0.5843,0.4157,0.8346,0.0363,0.0844,0.0447,0.2766,15515,0.1633,261.0325,1414.3928,150,0.0016,1.6738,23.5704,25,0.0003,0.4632,10.9062,6122,0.0644,91.1340,1488.4201
2018,SC,45.0,281618,71,0.5743,0.4257,0.6362,0.3318,0.0140,0.0180,0.2739,45051,0.16,244.1854,1406.224,878,0.0031,3.2952,45.4303,310,0.0011,1.1576,37.4195,10334,0.0367,48.3101,974.4086
2018,SD,46.0,35283,76,0.5515,0.4485,0.9682,0.0026,0.0049,0.0243,0.0730,1557,0.0441,62.2396,306.2381,16,0.0005,0.4818,6.4620,*,*,*,*,407,0.0115,14.8230,281.0985
2018,TN,47.0,504797,70,0.5624,0.4376,0.8211,0.1521,0.0091,0.0177,0.2842,81983,0.1624,249.3854,1409.733,2159,0.0043,4.6771,63.7266,524,0.0010,1.1351,35.1131,21244,0.0421,56.4762,1180.8153
2018,TX,48.0,1505180,72,0.5687,0.4313,0.5351,0.1303,0.2894,0.0452,0.2258,223821,0.1487,228.2285,1261.768,7076,0.0047,5.2751,70.3205,2824,0.0019,2.1546,61.5229,45769,0.0304,40.4151,828.2551
2018,UT,49.0,139987,72,0.5496,0.4504,0.9000,0.0058,0.0530,0.0411,0.1132,13240,0.0946,125.2259,513.9692,207,0.0015,1.5359,20.9519,121,0.0009,0.9715,21.4306,5030,0.0359,43.7541,776.7936
2018,VA,51.0,284778,72,0.5663,0.4337,0.6789,0.2445,0.0233,0.0533,0.1476,40698,0.1429,217.9066,1229.34,756,0.0027,2.8689,42.8299,128,0.0004,0.4705,16.9290,10807,0.0379,49.8704,957.2088
2018,VI,78.0,271,73,0.5314,0.4686,*,*,*,*,*,28,0.1033,140.2214,859.7786,*,*,*,*,*,*,*,*,*,*,*,*
2018,VT,50.0,14560,73,0.5433,0.4567,0.9459,0.0042,0.0060,0.0438,0.0935,1657,0.1138,162.0192,885.1648,29,0.0020,2.2665,28.6401,0,0.0000,0.0000,0.0000,463,0.0318,42.5137,935.9890
2018,WA,53.0,420377,72,0.5634,0.4366,0.8413,0.0291,0.0314,0.0981,0.1559,49463,0.1177,164.5571,898.0701,428,0.0010,1.0657,16.3829,98,0.0002,0.2736,11.6871,9047,0.0215,27.3540,507.7561
2018,WI,55.0,474084,74,0.5555,0.4445,0.8968,0.0525,0.0181,0.0326,0.1126,60624,0.1279,185.7034,902.9834,1078,0.0023,2.4574,31.6864,275,0.0006,0.6286,19.9690,19395,0.0409,54.0094,1117.9327
2018,WV,54.0,135827,73,0.5445,0.4555,0.9597,0.0245,0.0036,0.0123,0.1010,19913,0.1466,224.1896,1343.1203,416,0.0031,3.4161,44.1370,95,0.0007,0.7878,22.0722,4847,0.0357,46.7506,878.2201
2018,WY,56.0,4107,74,0.5286,0.4714,0.9116,0.0051,0.0446,0.0387,0.1066,580,0.1412,202.581,962.99,26,0.0063,6.5741,99.3426,*,*,*,*,171,0.0416,56.0019,1642.0745
2019,AK,2.0,1502,74,0.5073,0.4927,0.8495,0.0206,0.0333,0.0965,0.0919,206,0.1372,201.0652,1329.5606,*,*,*,*,*,*,*,*,23,0.0153,21.3049,422.7696
2019,AL,1.0,437594,70,0.5722,0.4278,0.6965,0.2829,0.0064,0.0142,0.2407,71350,0.1631,248.0336,1466.101,2181,0.0050,5.4617,70.1792,409,0.0009,1.0009,27.9300,15436,0.0353,44.9801,758.0726
2019,AR,5.0,164404,69,0.56,0.44,0.7836,0.1813,0.0170,0.0181,0.3130,27937,0.1699,269.9873,1432.6659,1201,0.0073,7.9743,102.1569,238,0.0014,1.5693,41.5014,5596,0.0340,44.9016,857.2541
2019,AZ,4.0,531570,72,0.5638,0.4362,0.7424,0.0404,0.1748,0.0424,0.2614,75819,0.1426,214.7901,1124.5499,1634,0.0031,3.3806,45.9018,372,0.0007,0.8052,22.9095,17501,0.0329,43.5502,804.0634
2019,CA,6.0,2718014,74,0.5619,0.4381,0.5264,0.0678,0.2479,0.1580,0.1883,277288,0.102,147.1788,697.9195,3066,0.0011,1.2399,13.3638,1030,0.0004,0.7631,15.6489,49837,0.0183,24.9594,466.5679
2019,CO,8.0,377200,74,0.5644,0.4356,0.8100,0.0331,0.1108,0.0461,0.1268,47058,0.1248,173.5339,836.8399,567,0.0015,1.5774,22.2587,140,0.0004,0.4295,18.2715,8569,0.0227,31.4183,635.4639
2019,CT,9.0,278408,74,0.5698,0.4302,0.7870,0.0833,0.0734,0.0563,0.2935,39299,0.1412,215.9169,1195.9965,922,0.0033,3.9223,36.8237,259,0.0009,1.1422,35.9041,14321,0.0514,75.0876,1497.4929
2019,DC,11.0,16783,72,0.6146,0.3854,0.1400,0.7888,0.0406,0.0306,0.5663,2824,0.1683,294.4051,1942.7397,76,0.0045,4.8263,66.1384,18,0.0011,1.1917,51.3019,735,0.0438,62.1462,1238.5152
2019,DE,10.0,32769,72,0.5575,0.4425,0.6684,0.2562,0.0358,0.0396,0.2061,4866,0.1485,226.0368,1509.567,154,0.0047,5.0352,67.2892,12,0.0004,0.7324,18.9203,1240,0.0378,50.7492,1087.5217
2019,FL,12.0,2075498,73,0.5551,0.4449,0.6170,0.1284,0.2170,0.0376,0.2559,286287,0.1379,211.1103,1107.1044,5447,0.0026,2.9101,38.2328,2482,0.0012,1.9282,43.8006,68328,0.0329,44.6669,769.9714
2019,GA,13.0,677060,71,0.5861,0.4139,0.5912,0.3478,0.0203,0.0407,0.2567,103124,0.1523,238.4914,1394.6105,2068,0.0031,3.2981,45.5292,624,0.0009,0.9984,33.8788,19526,0.0288,36.9657,688.2920
2019,HI,15.0,125043,75,0.5671,0.4329,0.2770,0.0083,0.0735,0.6413,0.2286,14003,0.112,160.6327,1006.6137,314,0.0025,2.6711,29.5098,0,0.0000,0.0000,0.0000,3895,0.0311,37.8670,906.4402
2019,IA,19.0,139613,73,0.5493,0.4507,0.9254,0.0320,0.0169,0.0257,0.1853,19030,0.1363,199.0144,1075.2437,392,0.0028,2.9940,41.9517,73,0.0005,0.5515,16.8824,5625,0.0403,53.4549,1204.1071
2019,ID,16.0,112942,73,0.5533,0.4467,0.9248,0.0026,0.0397,0.0329,0.1338,13789,0.1221,167.2097,723.3359,349,0.0031,3.2583,44.3856,79,0.0007,0.7969,19.8509,2826,0.0250,30.5467,553.6204
2019,IL,17.0,592854,73,0.5688,0.4312,0.6723,0.1847,0.0896,0.0534,0.1744,90275,0.1523,239.7521,1258.5544,2290,0.0039,4.1966,59.3671,501,0.0008,1.1402,29.3715,25660,0.0433,59.9288,1161.0835
2019,IN,18.0,398195,73,0.556,0.444,0.8607,0.0936,0.0224,0.0234,0.1555,61799,0.1552,233.3656,1280.2245,1737,0.0044,4.6887,67.1857,257,0.0006,0.7132,21.0148,17837,0.0448,59.7798,1180.7230
2019,KS,20.0,98454,73,0.5556,0.4444,0.8252,0.0952,0.0424,0.0372,0.1650,16156,0.1641,250.3098,1281.7356,373,0.0038,4.0730,57.5903,76,0.0008,0.9141,30.4711,4727,0.0480,64.8729,1289.5870
2019,KY,21.0,308491,71,0.5659,0.4341,0.9000,0.0778,0.0058,0.0163,0.1349,48753,0.158,245.9002,1402.8286,1529,0.0050,5.4653,75.1626,318,0.0010,1.1540,35.1420,12045,0.0390,52.1020,962.1804
2019,LA,22.0,327495,71,0.5571,0.4429,0.6222,0.3220,0.0319,0.0240,0.2796,46963,0.1434,216.1621,1211.8658,1310,0.0040,4.3176,65.3415,572,0.0017,2.0672,51.4115,7624,0.0233,28.6294,536.2189
2019,MA,25.0,323960,74,0.5777,0.4223,0.7709,0.0536,0.0862,0.0893,0.2834,49692,0.1534,241.3539,1371.9657,950,0.0029,3.2658,47.7281,426,0.0013,2.6793,56.2847,19627,0.0606,83.1121,2938.6992
2019,MD,24.0,123744,73,0.585,0.415,0.5059,0.3835,0.0333,0.0773,0.1681,17573,0.142,223.3159,1308.3463,140,0.0011,1.2203,20.2838,32,0.0003,0.3232,10.0369,5767,0.0466,64.4637,1269.0151
2019,ME,23.0,119361,72,0.5385,0.4615,0.9530,0.0032,0.0049,0.0389,0.2063,13890,0.1164,165.8666,969.4708,491,0.0041,4.4319,58.3356,*,*,*,*,3408,0.0286,37.0305,657.7442
2019,MI,26.0,861130,73,0.5493,0.4507,0.8259,0.1232,0.0175,0.0334,0.1112,133497,0.155,235.2305,1247.0335,3806,0.0044,4.7879,64.4374,1086,0.0013,1.3796,36.5543,34766,0.0404,55.1763,1054.9743
2019,MN,27.0,466583,74,0.5576,0.4424,0.9243,0.0200,0.0092,0.0466,0.1174,48654,0.1043,149.3904,689.2129,624,0.0013,1.3995,18.7555,246,0.0005,0.6408,20.4037,15991,0.0343,45.7303,1150.0312
2019,MO,29.0,454828,72,0.5674,0.4326,0.8472,0.1176,0.0127,0.0225,0.1425,73514,0.1616,247.0428,1299.8628,2341,0.0051,5.6395,75.7605,321,0.0007,0.8113,22.2722,18936,0.0416,55.6430,952.9690
2019,MS,28.0,116028,70,0.5591,0.4409,0.5177,0.4636,0.0085,0.0102,0.3359,18009,0.1552,238.8389,1372.9272,306,0.0026,2.7493,37.8960,177,0.0015,1.6117,47.7040,3067,0.0264,32.7852,600.2086
2019,MT,30.0,43971,73,0.5414,0.4586,0.9481,0.0018,0.0128,0.0373,0.0917,5581,0.1269,174.979,861.8635,116,0.0026,2.7746,34.5000,28,0.0006,0.6595,19.6038,1299,0.0295,35.8873,731.8915
2019,NC,37.0,734059,72,0.5867,0.4133,0.7327,0.2209,0.0152,0.0312,0.1627,106198,0.1447,215.296,1172.512,2624,0.0036,3.9915,50.2330,353,0.0005,0.5122,18.3446,27772,0.0378,49.8843,950.9930
2019,ND,38.0,24047,76,0.5483,0.4517,0.9683,0.0027,0.0047,0.0243,0.0712,796,0.0331,49.1537,260.573,*,*,*,*,*,*,*,*,256,0.0106,14.0558,290.0570
2019,NE,31.0,56939,72,0.5594,0.4406,0.8484,0.0801,0.0381,0.0335,0.1810,8998,0.158,237.6578,1254.1141,199,0.0035,3.8989,62.2420,61,0.0011,1.1943,39.5862,2995,0.0526,70.3560,1741.8114
2019,NH,33.0,54847,72,0.5565,0.4435,0.9403,0.0063,0.0126,0.0408,0.0865,7339,0.1338,198.7894,1135.7048,237,0.0043,4.6675,66.7129,12,0.0002,0.4740,12.4528,1814,0.0331,43.6487,829.7263
2019,NJ,34.0,470369,73,0.5659,0.4341,0.6264,0.1541,0.1406,0.0790,0.1501,70213,0.1493,233.0277,1443.2541,1626,0.0035,3.8565,58.9558,179,0.0004,0.4146,13.7169,23284,0.0495,69.9451,1603.9514
2019,NM,35.0,151529,72,0.5638,0.4362,0.5487,0.0164,0.3842,0.0508,0.2848,18753,0.1238,177.3522,896.0331,809,0.0053,5.7745,72.9035,140,0.0009,1.3397,37.2734,4301,0.0284,36.2373,669.1920
2019,NV,32.0,198162,73,0.5566,0.4434,0.6834,0.0936,0.1216,0.1014,0.1277,27830,0.1404,211.3574,1146.678,250,0.0013,1.3625,19.0955,193,0.0010,1.9883,43.7268,4503,0.0227,29.4507,513.3123
2019,NY,36.0,1473303,73,0.5767,0.4233,0.5921,0.1447,0.1526,0.1106,0.3093,209348,0.1421,217.102,1270.4678,2977,0.0020,2.1917,30.5877,287,0.0002,0.2220,5.5956,52149,0.0354,47.4539,1035.0994
2019,National,,22641669,73,0.565,0.435,0.6816,0.1219,0.1344,0.0621,0.2015,3167623,0.1399,211.7746,1157.4732,72966,0.0032,3.5205,47.2078,18175,0.0008,1.0324,27.7800,783157,0.0346,46.5766,945.3300
2019,OH,39.0,994955,73,0.5739,0.4261,0.8357,0.1173,0.0145,0.0325,0.1806,163332,0.1642,256.0086,1417.5777,4230,0.0043,4.6183,63.5677,972,0.0010,1.0985,30.6044,55461,0.0557,77.5412,2132.0391
2019,OK,40.0,158077,72,0.563,0.437,0.8131,0.0893,0.0259,0.0717,0.1574,27728,0.1754,270.4884,1462.8441,740,0.0047,5.0925,59.7810,256,0.0016,1.8029,41.8720,4282,0.0271,34.6097,630.2941
2019,OR,41.0,394952,73,0.5674,0.4326,0.8971,0.0138,0.0274,0.0616,0.1604,43931,0.1112,153.1781,760.1303,421,0.0011,1.1115,14.7132,73,0.0002,0.3140,7.6946,10452,0.0265,33.1635,625.1798
2019,PA,42.0,1167226,73,0.5683,0.4317,0.8396,0.0981,0.0324,0.0299,0.1989,193107,0.1654,253.9474,1424.3677,6406,0.0055,6.0759,87.3601,829,0.0007,0.7985,22.7214,62347,0.0534,73.0407,1218.7820
2019,PR,72.0,591615,71,0.5471,0.4529,0.0019,0.0002,0.9978,0.0001,*,74840,0.1265,180.1138,1189.7146,2332,0.0039,4.1463,44.3143,*,*,*,*,2851,0.0048,5.0523,52.7556
2019,RI,44.0,99624,72,0.5831,0.4169,0.8275,0.0368,0.0887,0.0470,0.2814,16009,0.1607,258.3916,1381.123,167,0.0017,1.8871,29.7820,23,0.0002,0.3513,12.6174,6068,0.0609,85.5517,1410.6440
2019,SC,45.0,316156,71,0.5739,0.4261,0.6383,0.3276,0.0146,0.0195,0.2735,50158,0.1586,241.675,1437.5688,1119,0.0035,3.7292,51.1583,366,0.0012,1.2272,37.1652,11235,0.0355,46.5024,945.4352
2019,SD,46.0,37192,76,0.5523,0.4477,0.9649,0.0030,0.0060,0.0261,0.0825,1967,0.0529,75.0699,380.5657,23,0.0006,0.6453,9.1686,*,*,*,*,520,0.0140,18.6868,378.4416
2019,TN,47.0,540946,70,0.5631,0.4369,0.8161,0.1550,0.0100,0.0189,0.2927,86890,0.1606,248.596,1412.3924,2645,0.0049,5.3869,70.2843,544,0.0010,1.0740,34.6116,22928,0.0424,56.9558,1113.7729
2019,TX,48.0,1635472,72,0.5693,0.4307,0.5258,0.1326,0.2941,0.0475,0.2302,248132,0.1517,237.197,1323.0768,8240,0.0050,5.5470,76.3486,3319,0.0020,2.3314,69.4167,51800,0.0317,43.2432,909.5643
2019,UT,49.0,149974,72,0.5494,0.4506,0.8968,0.0059,0.0546,0.0427,0.1088,13851,0.0924,123.2214,490.1383,198,0.0013,1.4136,19.4834,125,0.0008,0.9935,23.2840,5022,0.0335,40.9338,720.1648
2019,VA,51.0,324411,71,0.5705,0.4295,0.6609,0.2560,0.0261,0.0570,0.1860,48606,0.1498,233.8453,1339.7789,955,0.0029,3.1781,47.1994,198,0.0006,0.6751,21.9259,12442,0.0384,51.1604,940.8960
2019,VI,78.0,367,73,0.5095,0.4905,*,*,*,*,*,38,0.1035,158.0381,899.1826,*,*,*,*,*,*,*,*,*,*,*,*
2019,VT,50.0,17464,73,0.5419,0.4581,0.9417,0.0043,0.0065,0.0475,0.1062,2179,0.1248,181.1727,924.0151,36,0.0021,2.2904,41.5140,0,0.0000,0.0000,0.0000,514,0.0294,38.4792,817.6821
2019,WA,53.0,457658,72,0.5635,0.4365,0.8328,0.0297,0.0346,0.1028,0.1653,53067,0.116,164.3673,928.7415,527,0.0012,1.1974,16.4599,95,0.0002,0.2709,8.9761,10179,0.0222,28.5650,522.8118
2019,WI,55.0,513392,74,0.5542,0.4458,0.8931,0.0528,0.0191,0.0350,0.1182,63968,0.1246,180.0476,912.3652,1273,0.0025,2.6335,33.5592,242,0.0005,0.5259,16.7513,20459,0.0399,52.9985,1170.4760
2019,WV,54.0,147461,72,0.5458,0.4542,0.9579,0.0256,0.0037,0.0128,0.1217,22314,0.1513,234.462,1383.6201,512,0.0035,3.8247,48.8875,99,0.0007,0.7121,21.0768,5059,0.0343,45.2323,769.6272
2019,WY,56.0,4692,75,0.529,0.471,0.9120,0.0051,0.0458,0.0371,0.1038,667,0.1422,219.9488,1148.1245,21,0.0045,4.4757,68.2012,*,*,*,*,231,0.0492,65.2174,1887.6812
