OBJECTID_12_13_14_15_16,ID,NAME,ST_ABBREV,TSEGNAME,TLIFENAME,TURBZNAME,TC_ID,Total_A,Can_A,Grass_A,Soil_A,Water_A,Build_A,Road_A,Paved_A,Perv_A,Imperv_A,Can_P,Grass_P,Soil_P,Water_P,Build_P,Road_P,Paved_P,Perv_P,Imperv_P,TC_E_A,TC_Pv_A,TC_Land_A,TC_Pi_A,TC_P_A,TC_E_P,TC_Pv_P,TC_P_P,TC_Pi_P,Gain,Loss,No_Change,TreeCanopy_2016_Area,TreeCanopy_2021_Area,Change_Area,Change_PercentChange,TreeCanopy_2016_Percent,TreeCanopy_2021_Percent,Change_Percent_AbsDiff,OBJECTID,TC_ID_1,OBJECTID_1,TC_ID_12,OBJECTID_12,TC_ID_12_13,TC_Land_A_1,OBJECTID_12_13,TC_ID_12_13_14,Total_A_1,Can_A_1,Grass_A_1,Soil_A_1,Water_A_1,Build_A_1,Road_A_1,Paved_A_1,Perv_A_1,Imperv_A_1,Can_P_1,Grass_P_1,Soil_P_1,Water_P_1,Build_P_1,Road_P_1,Paved_P_1,Perv_P_1,Imperv_P_1,OBJECTID_12_13_14,TC_ID_12_13_14_15,TC_E_A_1,TC_Pv_A_1,TC_Land_A_12,TC_Pi_A_1,TC_P_A_1,TC_E_P_1,TC_Pv_P_1,TC_P_P_1,TC_Pi_P_1,OBJECTID_12_13_14_15,TC_ID_12_13_14_15_16,TC_Land_A_12_13,Gain_1,Loss_1,No_Change_1,TreeCanopy_2016_Area_1,TreeCanopy_2021_Area_1,Change_Area_1,Change_PercentChange_1,TreeCanopy_2016_Percent_1,TreeCanopy_2021_Percent_1,Change_Percent_AbsDiff_1,Shape__Area,Shape__Length
1,530330001001,530330001.001,WA,Urban Chic,Upscale Avenues,Suburban Periphery,1,9118146,4435431,2738051,7562,132512,1221730,477848,105012,7313556,1804590,48.6440006553964,30.0285935320623,0.0829335261795545,1.45327789223818,13.3988861332117,5.24062676776617,1.15168149314565,80.2088056058764,19.7911943941235,4435431,2738051,8985634,112574,2850625,49.361358363806,30.4714280595003,31.7242500640467,1.25282200454637,343489,496838,4091942,4588780,4435431,-153349,-3.34182506025567,51.0679602574509,49.361358363806,-1.7066018936449,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9118152.70223999,16767.5360373422
2,530330001002,530330001.002,WA,Young and Restless,Midtown Singles,Metro Cities,2,3102106,791956,971026,359,0,653726,383853,301186,1763341,1338765,25.5296240682943,31.302154084999,0.0115727831350702,0.0,21.0736190188214,12.3739485368972,9.70908150785305,56.8433509364284,43.1566490635716,791956,971026,3102106,301545,1272571,25.5296240682943,31.302154084999,41.0228083759872,9.72065429098812,82587,98756,709369,808125,791956,-16169,-2.00080433101315,26.0508506156785,25.5296240682943,-0.521226547384199,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3102060.84902954,8695.75331231833
3,530330001003,530330001.003,WA,Trendsetters,Uptown Individuals,Principal Urban Center,3,3990451,1250912,1353390,0,0,808072,321973,256104,2604302,1386149,31.3476346407962,33.9157152913292,0.0,0.0,20.250142151852,8.06858673367998,6.41792118234255,65.2633499321255,34.7366500678745,1250912,1353390,3990451,256104,1609494,31.3476346407962,33.9157152913292,40.3336364736718,6.41792118234255,137425,149558,1113487,1263045,1250912,-12133,-0.960615021634225,31.6516854861769,31.3476346407962,-0.304050845380697,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3990471.87271118,8560.64623526975
4,530330001004,530330001.004,WA,Young and Restless,Midtown Singles,Metro Cities,4,1363080,275910,415211,3179,0,397475,143786,127519,694300,668780,20.2416585967075,30.4612348504857,0.233221821169704,0.0,29.1600639727676,10.5486104997506,9.35521025911905,50.9361152683628,49.0638847316372,275910,415211,1363080,130698,545909,20.2416585967075,30.4612348504857,40.0496669307744,9.58843208028876,32435,44975,243475,288450,275910,-12540,-4.3473738949558,21.1616339466502,20.2416585967075,-0.9199753499427,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363046.0619812,4696.34236989575
5,530330001005,530330001.005,WA,Metro Renters,Uptown Individuals,Principal Urban Center,5,2481068,420137,784144,0,0,582498,278301,415988,1204281,1276787,16.9337156418123,31.6050990944222,0.0,0.0,23.4777120175666,11.2169839762554,16.7664892699434,48.5388147362346,51.4611852637654,420137,784144,2481068,415988,1200132,16.9337156418123,31.6050990944222,48.3715883643657,16.7664892699434,58387,67864,361750,429614,420137,-9477,-2.20593369862248,17.3156882439337,16.9337156418123,-0.381972602121401,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2481068.27380371,7450.75966365931
6,530330002001,530330002.001,WA,City Lights,Middle Ground,Urban Periphery,6,4435445,1669252,1652731,0,0,690569,388951,33942,3321983,1113462,37.6343749048855,37.2618981860896,0.0,0.0,15.5693284439329,8.76915394058544,0.76524452450656,74.8962730909751,25.1037269090249,1669252,1652731,4435445,33942,1686673,37.6343749048855,37.2618981860896,38.0271427105961,0.76524452450656,158175,184283,1511077,1695360,1669252,-26108,-1.53996791241978,38.2229967906264,37.6343749048855,-0.588621885740899,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4435476.15426636,12690.2229433827
7,530330002002,530330002.002,WA,Emerald City,Middle Ground,Metro Cities,7,5465886,1759470,1968811,0,0,1061596,415980,260029,3728281,1737605,32.1900237216803,36.0199791945899,0.0,0.0,19.4222126110936,7.61047705715048,4.7573074154858,68.2100029162701,31.7899970837299,1759470,1968811,5465886,260029,2228840,32.1900237216803,36.0199791945899,40.7772866100757,4.7573074154858,163972,213324,1595498,1808822,1759470,-49352,-2.72840555897706,33.0929331493558,32.1900237216803,-0.902909427675503,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5465896.77703857,10233.4784144135
8,530330002003,530330002.003,WA,Trendsetters,Uptown Individuals,Principal Urban Center,8,10635124,4172286,4837438,7555,143570,662132,424790,387353,9160849,1474275,39.231192790982,45.4854875222893,0.0710381938188967,1.3499607526908,6.2258982593903,3.99421765087083,3.64220482995779,86.1376792597811,13.8623207402189,4172286,4837438,10491554,394908,5232346,39.7680458014132,46.1079264330146,49.8719827396399,3.76405630662531,275094,255925,3897192,4153117,4172286,19169,0.461556946264697,39.5853369291146,39.7680458014132,0.182708872298605,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10635140.1954956,16190.4870422365
9,530330002004,530330002.004,WA,Golden Years,Senior Styles,Suburban Periphery,9,4062693,1121088,1474453,0,0,771746,362893,332513,2595541,1467152,27.5947013471114,36.2925035192174,0.0,0.0,18.9959221629594,8.93232641501585,8.18454655569594,63.8872048663288,36.1127951336712,1121088,1474453,4062693,332513,1806966,27.5947013471114,36.2925035192174,44.4770500749134,8.18454655569594,125540,134035,995548,1129583,1121088,-8495,-0.752047436974529,27.8037991056671,27.5947013471114,-0.2090977585557,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4062708.13058472,10072.5434535791
10,530330002005,530330002.005,WA,Emerald City,Middle Ground,Metro Cities,10,5271822,2215171,1567596,3540,0,859409,357549,268557,3786307,1485515,42.0190780341218,29.7353742216638,0.0671494599020984,0.0,16.3019350805092,6.78226616907779,5.09419703472538,71.8216017156877,28.1783982843123,2215171,1567596,5271822,272097,1839693,42.0190780341218,29.7353742216638,34.8967207162913,5.16134649462747,172999,204178,2042172,2246350,2215171,-31179,-1.3879849533688,42.6105054381578,42.0190780341218,-0.591427404036004,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5271791.15274048,9619.23063266162
11,530330002006,530330002.006,WA,Urban Chic,Upscale Avenues,Suburban Periphery,11,5505437,2100440,1942875,0,0,857326,540132,64664,4043315,1462122,38.1521030937235,35.2901141180982,0.0,0.0,15.572351477276,9.81088331407661,1.17454799682568,73.4422172118217,26.5577827881783,2100440,1942875,5505437,64664,2007539,38.1521030937235,35.2901141180982,36.4646621149238,1.17454799682568,205222,216190,1895218,2111408,2100440,-10968,-0.519463789092397,38.3513243362879,38.1521030937235,-0.199221242564406,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5505421.18731689,14672.059087929
12,530330003001,530330003.001,WA,Pleasantville,Upscale Avenues,Suburban Periphery,12,8486855,2733256,2772074,0,0,1132732,1261451,587342,5505330,2981525,32.205758199003,32.6631478916513,0.0,0.0,13.3468994109125,14.8635860987374,6.92060839969576,64.8689060906543,35.1310939093457,2733256,2772074,8486855,587342,3359416,32.205758199003,32.6631478916513,39.583756291347,6.92060839969576,238304,373036,2494952,2867988,2733256,-134732,-4.69778813579415,33.7932956318919,32.205758199003,-1.5875374328889,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8486858.37619019,13254.1210302923
13,530330003002,530330003.002,WA,Emerald City,Middle Ground,Metro Cities,13,4550923,1439833,1340478,0,0,879376,545352,345884,2780311,1770612,31.6382632709892,29.4550797717298,0.0,0.0,19.3230252412533,11.9833273382125,7.60030437781523,61.093343042719,38.906656957281,1439833,1340478,4550923,345884,1686362,31.6382632709892,29.4550797717298,37.055384149545,7.60030437781523,140134,149565,1299699,1449264,1439833,-9431,-0.650744101833758,31.8454959576332,31.6382632709892,-0.207232686644002,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4550914.29867554,8645.00555106842
14,530330004011,530330004.011,WA,Set to Impress,Midtown Singles,Metro Cities,14,6792586,1297299,1750049,0,0,1519210,579911,1646117,3047348,3745238,19.0987497250679,25.7641051581828,0.0,0.0,22.3657087300772,8.53741123042093,24.2340251562512,44.8628548832507,55.1371451167494,1297299,1750049,6792586,1646117,3396166,19.0987497250679,25.7641051581828,49.998130314434,24.2340251562512,150285,103781,1147014,1250795,1297299,46504,3.71795538037808,18.4141209253736,19.0987497250679,0.684628799694302,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6792624.35324097,12963.9684570242
15,530330004012,530330004.012,WA,Emerald City,Middle Ground,Metro Cities,15,4381364,1567049,1193812,0,0,813799,378806,427898,2760861,1620503,35.766236267975,27.2474964417474,0.0,0.0,18.5741015811514,8.64584636200051,9.76631934712569,63.0137327097224,36.9862672902776,1567049,1193812,4381364,427898,1621710,35.766236267975,27.2474964417474,37.0138157888731,9.76631934712569,151155,169877,1415894,1585771,1567049,-18722,-1.18062444072946,36.1935461194277,35.766236267975,-0.427309851452698,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4381365.45269775,11328.1212067583
16,530330004013,530330004.013,WA,Social Security Set,Senior Styles,Metro Cities,16,3501456,800496,824014,28887,752502,573589,178993,342975,2405899,1095557,22.8618037753437,23.5334672204934,0.824999657285426,21.4911168382524,16.3814424627926,5.11195913928377,9.79521090654859,68.711387491375,31.288612508625,800496,824014,2748954,371862,1195876,29.1200216518719,29.9755470626282,43.5029469390903,13.5273998764621,78894,56119,721602,777721,800496,22775,2.92842806096274,28.2915247035782,29.1200216518719,0.828496948293701,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3501414.84854126,7524.35905363487
17,530330004021,530330004.021,WA,Trendsetters,Uptown Individuals,Principal Urban Center,17,3458748,978427,1079357,0,0,726867,340795,333302,2057784,1400964,28.2884731700604,31.2065811096963,0.0,0.0,21.0153211508904,9.85313182689227,9.63649274246057,59.4950542797567,40.5049457202433,978427,1079357,3458748,333302,1412659,28.2884731700604,31.2065811096963,40.8430738521569,9.63649274246057,111104,112378,867323,979701,978427,-1274,-0.130039675370343,28.325307307731,28.2884731700604,-0.0368341376705992,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458744.26358032,9197.17193671188
18,530330004022,530330004.022,WA,Emerald City,Middle Ground,Metro Cities,18,8076545,1880112,3651948,3225,1833,1016534,650782,872111,5537118,2539427,23.2786668061653,45.2167108584178,0.0399304405534792,0.0226953480727217,12.586248203904,8.05767812845716,10.7980702144296,68.5580034532093,31.4419965467907,1880112,3651948,8074712,875336,4527284,23.2839511799306,45.2269752778799,56.0674362132049,10.840460935325,203534,199543,1676578,1876121,1880112,3991,0.212726151458248,23.2345252685173,23.2839511799306,0.0494259114133015,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8076559.79327393,14840.4968106435
19,530330004023,530330004.023,WA,Emerald City,Middle Ground,Metro Cities,19,3473411,953765,1122933,0,0,680714,358750,357249,2076698,1396713,27.4590309065066,32.3294018473483,0.0,0.0,19.5978535220854,10.3284638644836,10.2852498595761,59.7884327538549,40.2115672461451,953765,1122933,3473411,357249,1480182,27.4590309065066,32.3294018473483,42.6146517069244,10.2852498595761,121675,140494,832090,972584,953765,-18819,-1.93494854943121,28.0008326109407,27.4590309065066,-0.5418017044341,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3473435.64221191,7895.82916932424
20,530330004024,530330004.024,WA,Retirement Communities,Senior Styles,Metro Cities,20,4353329,1164521,1502883,14334,0,816743,478324,376524,2681738,1671591,26.7501261678132,34.522614762174,0.329265258839844,0.0,18.7613433305868,10.9875453934219,8.64910508716433,61.602006188827,38.397993811173,1164521,1502883,4353329,390858,1893741,26.7501261678132,34.522614762174,43.5009851081781,8.97837034600417,161956,128645,1002565,1131210,1164521,33311,2.94472290732932,25.9849416389159,26.7501261678132,0.765184528897301,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4353320.86361694,9214.26754880769
21,530330005001,530330005.001,WA,Top Tier,Affluent Estates,Suburban Periphery,21,19220089,11600077,4370313,227938,147079,1535590,618044,721048,16345407,2874682,60.3539192768566,22.7382557905949,1.18593623577914,0.765235790531459,7.98950514745275,3.21561466234626,3.75153309643884,85.0433470937622,14.9566529062378,11600077,4370313,19073010,948986,5319299,60.8193305618777,22.9135988498931,27.8891428253852,4.97554397549207,592806,982816,11007271,11990087,11600077,-390010,-3.25277039274194,62.8641572567728,60.8193305618777,-2.0448266948951,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19220114.0449829,27397.8450177122
22,530330005002,530330005.002,WA,Exurbanites,Affluent Estates,Suburban Periphery,22,4353655,1263649,1494429,0,0,849019,408335,338223,2758078,1595577,29.0250146141575,34.3258480518093,0.0,0.0,19.5012925920864,9.37913086820155,7.76871387374516,63.3508626659669,36.6491373340331,1263649,1494429,4353655,338223,1832652,29.0250146141575,34.3258480518093,42.0945619255545,7.76871387374516,153185,131042,1110464,1241506,1263649,22143,1.78355964449628,28.5164074783142,29.0250146141575,0.508607135843299,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4353654.91766357,9319.29723004862
23,530330005003,530330005.003,WA,Urban Chic,Upscale Avenues,Suburban Periphery,23,7004283,3179978,2010813,9137,0,1017756,473537,313062,5199928,1804355,45.4004785357759,28.7083346004152,0.130448755425787,0.0,14.5304808500742,6.76067771676273,4.46957954154622,74.2392618916169,25.7607381083831,3179978,2010813,7004283,322199,2333012,45.4004785357759,28.7083346004152,33.3083628973872,4.60002829697201,239862,309542,2940116,3249658,3179978,-69680,-2.14422563851334,46.3952984195527,45.4004785357759,-0.994819883776799,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7004285.98675537,15728.005179988
24,530330006001,530330006.001,WA,In Style,GenXurban,Metro Cities,24,9696754,2258252,3017297,5926,0,2025808,857729,1531742,5281475,4415279,23.2887417789499,31.1165674616475,0.0611132343875074,0.0,20.8916097077434,8.84552707019277,15.7964407470789,54.4664224749849,45.5335775250151,2258252,3017297,9696754,1537668,4554965,23.2887417789499,31.1165674616475,46.9741214431138,15.8575539814664,239822,234770,2018430,2253200,2258252,5052,0.224214450559205,23.2366418700526,23.2887417789499,0.0520999088972971,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9696752.84503174,14009.5109083168
25,530330006002,530330006.002,WA,Trendsetters,Uptown Individuals,Principal Urban Center,25,2662027,756575,768936,85325,0,569641,247324,234226,1610836,1051191,28.4210115073964,28.8853569103544,3.20526425915289,0.0,21.3987686826617,9.29081485649845,8.79878378393608,60.5116326769037,39.4883673230963,756575,768936,2662027,319551,1088487,28.4210115073964,28.8853569103544,40.8894049534434,12.004048043089,82986,87589,673589,761178,756575,-4603,-0.604720577841188,28.5939248550071,28.4210115073964,-0.172913347610699,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2662115.21560669,6746.36666619563
26,530330006003,530330006.003,WA,Golden Years,Senior Styles,Suburban Periphery,26,8834275,2301890,2418637,0,596464,1520761,613977,1382546,5316991,3517284,26.05635436977,27.3778776413458,0.0,6.75170288450382,17.2143271519168,6.9499421288108,15.6497958236528,60.1859348956196,39.8140651043804,2301890,2418637,8237811,1382546,3801183,27.9429814546607,29.3601904680746,46.14311981666,16.7829293485854,225119,239235,2076771,2316006,2301890,-14116,-0.609497557432926,28.1143376559622,27.9429814546607,-0.171356201301499,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8834316.22143555,15006.3651267086
27,530330006004,530330006.004,WA,Emerald City,Middle Ground,Metro Cities,27,10489105,2907546,4317877,21459,0,1493701,834842,913680,7246882,3242223,27.7196767503042,41.1653520486257,0.204583708524226,0.0,14.2405000235959,7.95913474028528,8.71075272866465,69.0896125074542,30.9103874925458,2907546,4317877,10489105,935139,5253016,27.7196767503042,41.1653520486257,50.0806884858146,8.91533643718887,282582,300883,2624964,2925847,2907546,-18301,-0.625494087694948,27.8941530283089,27.7196767503042,-0.1744762780047,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10489063.9942627,15489.6104118569
28,530330006005,530330006.005,WA,Pleasantville,Upscale Avenues,Suburban Periphery,28,6055820,1993252,1747802,19418,0,606402,1054111,634835,3760472,2295348,32.9146506996575,28.8615249462501,0.320650217476741,0.0,10.0135406930853,17.4065774742314,10.483055969299,62.0968258633843,37.9031741366157,1993252,1747802,6055820,654253,2402055,32.9146506996575,28.8615249462501,39.6652311330257,10.8037061867757,138513,292015,1854739,2146754,1993252,-153502,-7.15042338339651,35.4494354191505,32.9146506996575,-2.534784719493,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6055647.06988525,12736.2431104354
29,530330006006,530330006.006,WA,Enterprising Professionals,Upscale Avenues,Suburban Periphery,29,3572714,1131866,1177555,0,0,720695,346883,195715,2309421,1263293,31.6808454301128,32.9596771529991,0.0,0.0,20.1721996219121,9.70922945413487,5.47804834084116,64.6405225831119,35.3594774168881,1131866,1177555,3572714,195715,1373270,31.6808454301128,32.9596771529991,38.4377254938403,5.47804834084116,115378,143613,1016488,1160101,1131866,-28235,-2.43383981222325,32.471140986936,31.6808454301128,-0.7902955568232,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3572844.05136108,10808.8720897395
30,530330007001,530330007.001,WA,Young and Restless,Midtown Singles,Metro Cities,30,2228558,372610,586244,0,0,608921,363512,297271,958854,1269704,16.7197802345732,26.3059790232069,0.0,0.0,27.323542846989,16.3115341848855,13.3391637103454,43.0257592577801,56.9742407422199,372610,586244,2228558,297271,883515,16.7197802345732,26.3059790232069,39.6451427335524,13.3391637103454,44879,54817,327731,382548,372610,-9938,-2.59784393069628,17.1657188190749,16.7197802345732,-0.4459385845017,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2228569.1708374,6079.1548948155
31,530330007002,530330007.002,WA,Trendsetters,Uptown Individuals,Principal Urban Center,31,4703631,1862012,1510187,0,0,685829,449153,196450,3372199,1331432,39.5866937691328,32.1068340607501,0.0,0.0,14.5808419070288,9.54906964428119,4.17656061880704,71.6935278298829,28.3064721701171,1862012,1510187,4703631,196450,1706637,39.5866937691328,32.1068340607501,36.2833946795571,4.17656061880704,138275,220960,1723737,1944697,1862012,-82685,-4.25181917800048,41.3445910191509,39.5866937691328,-1.7578972500181,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4703615.25701904,10635.3848997468
32,530330007003,530330007.003,WA,Emerald City,Middle Ground,Metro Cities,32,3510033,1275708,1171670,0,0,616582,306464,139609,2447378,1062655,36.3446155634434,33.3805978462311,0.0,0.0,17.5662735934391,8.73108600403472,3.97742699285163,69.7252134096745,30.2747865903255,1275708,1171670,3510033,139609,1311279,36.3446155634434,33.3805978462311,37.3580248390827,3.97742699285163,123151,136288,1152557,1288845,1275708,-13137,-1.01928470840171,36.7188855489393,36.3446155634434,-0.3742699854959,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3510027.15237427,7961.79845187729
33,530330007004,530330007.004,WA,City Lights,Middle Ground,Urban Periphery,33,3492385,1131491,1226482,0,0,617666,345794,170952,2357973,1134412,32.3988048282191,35.1187512258815,0.0,0.0,17.6860798566023,9.90137112603565,4.8949929632615,67.5175560541006,32.4824439458994,1131491,1226482,3492385,170952,1397434,32.3988048282191,35.1187512258815,40.0137441891429,4.8949929632615,123047,139201,1008444,1147645,1131491,-16154,-1.4075781273826,32.8613540603341,32.3988048282191,-0.462549232115002,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3492371.94418335,8011.24840087221
34,530330008001,530330008.001,WA,City Lights,Middle Ground,Urban Periphery,34,5245325,2141647,1823684,2404,0,787145,421395,69050,3967735,1277590,40.8296340074257,34.7677979915449,0.0458312878610954,0.0,15.0066011162321,8.03372526964487,1.31641032729145,75.6432632868316,24.3567367131684,2141647,1823684,5245325,71454,1895138,40.8296340074257,34.7677979915449,36.1300396066974,1.36224161515254,192222,240003,1949425,2189428,2141647,-47781,-2.18235082405085,41.7405594505584,40.8296340074257,-0.910925443132697,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245323.62896729,9042.47343686126
35,530330008002,530330008.002,WA,Urban Chic,Upscale Avenues,Suburban Periphery,35,7041699,2965811,2323494,24018,96715,1066112,468483,97066,5410038,1631661,42.1178326423779,32.9962129878031,0.34108245751487,1.3734611490778,15.1399825525061,6.65298246914559,1.37844574157458,76.8285892367737,23.1714107632263,2965811,2323494,6944984,121084,2444578,42.7043604420111,33.4557142248276,35.1991883638609,1.74347413903329,293384,315708,2672427,2988135,2965811,-22324,-0.747088066636882,43.0258010673603,42.7043604420111,-0.321440625349197,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7041694.05822754,10747.5304544273
36,530330009001,530330009.001,WA,Urban Chic,Upscale Avenues,Suburban Periphery,36,5625876,2342533,1862688,0,0,933551,370978,116126,4205221,1420655,41.6385466014537,33.1092971121297,0.0,0.0,16.593878002288,6.5941375174284,2.06414076670016,74.7478437135834,25.2521562864166,2342533,1862688,5625876,116126,1978814,41.6385466014537,33.1092971121297,35.1734378788299,2.06414076670016,237528,274161,2105005,2379166,2342533,-36633,-1.53974123705534,42.2896985287269,41.6385466014537,-0.651151927273204,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5625898.22976685,13154.5989749965
37,530330009002,530330009.002,WA,Urban Chic,Upscale Avenues,Suburban Periphery,37,4626815,1713613,1529871,64418,67393,808074,272600,170846,3375295,1251520,37.0365575455254,33.065315989509,1.39227524765957,1.4565743389351,17.4650164313896,5.89174194343193,3.69251850354942,72.950723121629,27.049276878371,1713613,1529871,4559422,235264,1765135,37.5839963925252,33.5540557553128,38.7140080475113,5.15995229219844,159710,146934,1553903,1700837,1713613,12776,0.751159576138101,37.303785435961,37.5839963925252,0.280210956564204,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4626794.63064575,19877.9390428484
38,530330010001,530330010.001,WA,Emerald City,Middle Ground,Metro Cities,38,3994970,1273290,1582134,68265,0,652834,328098,90349,2923689,1071281,31.8723294542888,39.6031509623351,1.70877378303216,0.0,16.3413993096319,8.2127775677915,2.26156892292057,73.1842541996561,26.8157458003439,1273290,1582134,3994970,158614,1740748,31.8723294542888,39.6031509623351,43.5734936682879,3.97034270595274,126818,115751,1146472,1262223,1273290,11067,0.876786431557657,31.5953060974175,31.8723294542888,0.2770233568713,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3994962.04226685,8826.40401910391
39,530330010002,530330010.002,WA,Urban Chic,Upscale Avenues,Suburban Periphery,39,6278451,2292982,2425105,101369,0,957467,415659,85869,4819456,1458995,36.5214604685137,38.6258489554191,1.61455429054077,0.0,15.2500513263542,6.62040684875935,1.3676781104129,76.7618637144735,23.2381362855265,2292982,2425105,6278451,187238,2612343,36.5214604685137,38.6258489554191,41.6080813563728,2.98223240095367,216277,251117,2076705,2327822,2292982,-34840,-1.4966780106039,37.0763744114591,36.5214604685137,-0.554913942945397,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6278449.55880737,11086.1664589167
40,530330011001,530330011.001,WA,Enterprising Professionals,Upscale Avenues,Suburban Periphery,40,5436940,2196024,1742584,0,0,852246,506247,139839,3938608,1498332,40.3908080648306,32.0508227054189,0.0,0.0,15.6751040107119,9.31124860675306,2.57201661228559,72.4416307702494,27.5583692297506,2196024,1742584,5436940,139839,1882423,40.3908080648306,32.0508227054189,34.6228393177044,2.57201661228559,204654,229122,1991370,2220492,2196024,-24468,-1.10191795331845,40.8408406199075,40.3908080648306,-0.450032555076902,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5436952.36489868,11798.5741555023
41,530330011002,530330011.002,WA,Urban Chic,Upscale Avenues,Suburban Periphery,41,5976317,2857375,1769230,7388,0,802204,450262,89858,4633993,1342324,47.8116371671717,29.60401866233,0.123621287157291,0.0,13.4230496809323,7.53410503492368,1.50356816748509,77.539277116659,22.460722883341,2857375,1769230,5976317,97246,1866476,47.8116371671717,29.60401866233,31.2312081169724,1.62718945464238,229140,276378,2628235,2904613,2857375,-47238,-1.6263095978707,48.6020570863293,47.8116371671717,-0.7904199191576,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5976318.39627075,10895.0737038074
