OBJECTID,SampleDate,Location,Ph,Temperature,DissolvedOxygen,Conductivity,BiologicalOxygenDemand,TotalSuspendedSolids,EColi,Ammonia,Nitrate,Weather,R_Humidity,WindSpeed,WindGust,FrozenOver,Comments,LocationID,GlobalID
114126,2020/11/05 14:37:10+00,Skunk Creek @ Marion Road,8.58,6.2,11.55,,6.27,41.0,,0.05,0.63,,,,,No,,26D,{8DEBC3FF-79CB-4BA9-969A-2DE2051C8986}
114127,2020/11/05 14:54:44+00,Big Sioux River @ Falls Park,8.83,7.7,11.49,,5.79,56.0,,0.04,0.77,,,,,No,,26E,{6A3DA0FA-3F05-4469-9E14-1B267DCBEBA3}
114128,2020/11/05 15:12:18+00,Big Sioux River @ Bahnson,9.05,6.8,12.51,,7.8,32.0,,0.02,3.1,,,,,No,,26A,{C0E5963B-11D6-409B-A530-04E8D210B427}
114129,2020/11/05 15:22:16+00,Big Sioux River @ Timberline,9.03,7.2,11.77,,6.29,34.0,,0.02,6.5,,,,,No,,26B,{0871C9EF-8F14-4BC4-9CD7-DA21673DE675}
114525,2020/11/12 14:43:53+00,Big Sioux River @ I-90,8.9,2.3,13.29,,7.19,42.0,,0.04,1.4,,,,,No,,26C,{ED7734B1-1244-4CAD-A0FE-267D11AB300E}
114526,2020/11/12 15:06:54+00,Skunk Creek @ Marion Road,8.8,0.9,13.48,,4.62,19.0,,0.09,0.36,,,,,No,,26D,{D8E58C2B-A929-4C8C-8205-9725D3D945AA}
114527,2020/11/12 15:27:39+00,Big Sioux River @ Falls Park,8.95,1.4,14.05,,7.22,18.0,,0.08,0.46,,,,,No,,26E,{29D0DB8E-A500-4866-91E3-78541E0B3C23}
114528,2020/11/12 15:48:10+00,Big Sioux River @ Bahnson,9.27,3.2,13.66,,9.62,42.0,,0.04,2.5,,,,,No,,26A,{FED3629C-18AA-4D31-8964-BDBA318B392F}
114529,2020/11/12 15:59:57+00,Big Sioux River @ Timberline,9.21,4.1,13.06,,7.22,36.0,,0.03,5.3,,,,,No,,26B,{1B55CBC9-E7A0-42B2-A9C2-C3EA3752FE13}
114925,2020/11/19 14:34:50+00,Big Sioux River @ I-90,8.72,2.7,18.79,,3.35,30.0,,0.02,2.3,,,,,No,,26C,{6D6590F8-79B0-471C-8EF6-11EC0327B0D6}
114926,2020/11/19 14:58:23+00,Skunk Creek @ Marion Road,8.82,5.0,17.19,,3.83,22.0,,0.02,0.92,,,,,No,,26D,{6933D8F8-2D1D-4791-A6B7-DD5A81FEA137}
115326,2020/11/19 15:44:06+00,Big Sioux River @ Falls Park,9.32,5.3,18.35,,4.7,44.0,,0.02,0.86,,,,,No,,26E,{6D9DE76D-4D28-44B8-A036-C4F60B3CDEAF}
115327,2020/11/19 16:07:17+00,Big Sioux River @ Bahnson,9.16,4.4,18.95,,6.41,24.0,,0.02,3.9,,,,,No,,26A,{B7C0034C-0C77-4B37-846E-E7C53F858460}
115328,2020/11/19 16:31:42+00,Big Sioux River @ Timberline,9.17,4.5,18.71,,4.93,38.0,,0.02,4.0,,,,,No,,26B,{FDCA476C-0778-408E-8D54-9208B8FD3AC7}
115726,2020/11/27 14:53:10+00,Big Sioux River @ I-90,9.21,0.1,13.72,,5.86,26.0,,0.02,2.2,,,,,No,,26C,{D8EAADCC-6530-4641-A10E-299FA9C76098}
115727,2020/11/27 15:15:20+00,Skunk Creek @ Marion Road,8.86,0.3,13.63,,5.74,20.0,,0.04,0.68,,,,,No,,26D,{F98DA870-32E8-4152-88A2-FEE19CE38FF9}
115728,2020/11/27 15:36:46+00,Big Sioux River @ Falls Park,9.05,0.7,13.73,,5.44,12.0,,0.04,0.78,,,,,No,,26E,{8A9355A5-411C-48CA-8084-870C5281D767}
115729,2020/11/27 15:47:38+00,Big Sioux River @ Bahnson,9.26,1.1,13.66,,7.44,30.0,,0.03,3.3,,,,,No,,26A,{CE913E3E-112F-41FD-A113-6C61E3F3A78C}
115730,2020/11/27 15:59:03+00,Big Sioux River @ Timberline,9.27,1.5,13.22,,6.16,20.0,,0.02,5.0,,,,,No,,26B,{D4781581-0D87-417A-8BB5-9E61D00EEE20}
116126,2020/12/03 14:40:04+00,Skunk Creek @ Marion Road,8.54,0.0,13.32,,4.29,5.0,,0.06,1.1,,,,,No,,26D,{05D11E1F-CF9B-4B7A-8566-18BAD0A464A6}
116127,2020/12/03 15:01:29+00,Big Sioux River @ Falls Park,8.97,-0.1,13.64,,4.43,10.0,,0.07,0.95,,,,,No,,26E,{3F21663E-7BC5-4C18-B601-6CDC7A232D40}
116128,2020/12/03 15:21:40+00,Big Sioux River @ Bahnson,9.17,0.2,13.3,,6.04,22.0,,0.06,5.3,,,,,No,,26A,{306400F8-75A1-4E09-88EA-F68899292DB9}
116129,2020/12/03 15:36:00+00,Big Sioux River @ Timberline,9.22,0.9,12.89,,4.74,10.0,,0.04,7.0,,,,,No,,26B,{4B7E8125-6403-4EBD-A6AA-0BD2EA5E8571}
116130,2020/12/03 15:53:18+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{4B1C716C-70AC-4D05-977B-90DD1E84680A}
116528,2020/12/10 14:56:54+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{4E5C55E2-DAC6-4718-9895-BC7A76190F71}
116529,2020/12/10 14:58:32+00,Skunk Creek @ Marion Road,8.81,1.1,12.98,,5.38,9.0,,0.04,1.2,,,,,No,,26D,{1277CEF0-B0C5-40BF-87E0-C3F5794C8D22}
116530,2020/12/10 15:17:25+00,Big Sioux River @ Falls Park,9.07,2.2,13.15,,4.38,20.0,,0.05,1.2,,,,,No,,26E,{41E1644C-8017-4DCB-910F-DF875225F10A}
116531,2020/12/10 15:42:25+00,Big Sioux River @ Bahnson,9.32,1.2,13.56,,7.23,22.0,,0.08,4.8,,,,,No,,26A,{BF658C13-C7D4-42BE-9530-4683B64FFF53}
116532,2020/12/10 15:54:01+00,Big Sioux River @ Timberline,9.31,2.0,13.1,,6.42,14.0,,0.03,7.7,,,,,No,,26B,{5C9A1086-DE67-4981-B2B6-13622A0E5EF2}
116928,2020/12/17 14:35:49+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{960E4936-B3B8-4C57-894D-D2C41B8866F3}
116929,2020/12/17 14:42:20+00,Skunk Creek @ Marion Road,8.5,0.2,13.89,,5.04,5.0,,0.06,1.1,,,,,No,,26D,{ECF102C5-79CB-4E5F-985F-518734E4A325}
116930,2020/12/17 15:03:09+00,Big Sioux River @ Falls Park,8.82,-0.1,13.69,,4.46,10.0,,0.08,1.1,,,,,No,,26E,{DC0ABAD6-EF9D-4636-8284-DA1FCF58D140}
116931,2020/12/17 15:22:46+00,Big Sioux River @ Bahnson,9.03,0.1,13.48,,8.89,12.0,,0.07,4.6,,,,,No,,26A,{4B2BDD80-7E22-4A3D-A250-F0E218C1662E}
116932,2020/12/17 15:35:21+00,Big Sioux River @ Timberline,9.05,0.7,12.96,,5.69,13.0,,0.05,8.3,,,,,No,,26B,{D954BBE6-D59A-4261-904B-4DD5D8F6E933}
117328,2020/12/21 14:36:03+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{D9A0358A-C2E2-4BE0-B93E-F43DD5C09A72}
117329,2020/12/21 14:36:51+00,Skunk Creek @ Marion Road,8.55,0.5,14.3,,5.18,11.0,,0.03,1.3,,,,,No,,26D,{3799B524-19CD-4530-B284-24E3C71FE886}
117330,2020/12/21 15:04:58+00,Big Sioux River @ Falls Park,8.87,0.2,14.25,,4.06,6.0,,0.03,1.2,,,,,No,,26E,{9DD68DF5-A890-4D07-8D0B-CE48DD514896}
117331,2020/12/21 15:28:31+00,Big Sioux River @ Bahnson,9.09,0.4,13.96,,9.85,13.0,,0.04,4.5,,,,,No,,26A,{22EB51D2-DCA2-4A9D-ABFF-14E82612F408}
117332,2020/12/21 15:41:43+00,Big Sioux River @ Timberline,9.11,1.4,13.3,,6.71,13.0,,0.03,7.6,,,,,No,,26B,{C0A15B7A-5D40-4697-A735-9CC0B361CBEE}
117728,2020/12/30 13:55:43+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{45F23D29-19C2-4F49-B610-C41B5B577FD7}
117729,2020/12/30 14:38:47+00,Skunk Creek @ Marion Road,8.26,0.0,10.78,,3.93,9.0,,0.2,0.93,,,,,No,,26D,{43EE0517-2EBE-42EB-A897-179814C1462B}
117730,2020/12/30 00:00:00+00,Big Sioux River @ Falls Park,,,,,,,,,,,,,,Yes,,26E,{141B28C5-27E1-46F8-86E2-E9B902F95842}
117731,2020/12/30 15:22:31+00,Big Sioux River @ Bahnson,9.38,0.0,13.74,,6.38,8.0,,0.03,6.4,,,,,No,,26A,{80D09EA6-A280-421C-96D2-733F9434B59F}
117732,2020/12/30 15:41:30+00,Big Sioux River @ Timberline,,,,,,,,,,,,,,No,Sample point not accessible.,26B,{76499BB6-0910-4D8E-B8DE-844F71D81213}
118128,2021/01/07 14:40:44+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{5E581413-BAB8-4930-8C26-826B1C491CE5}
118129,2021/01/07 14:48:25+00,Skunk Creek @ Marion Road,8.01,0.4,11.27,,3.74,5.3,,0.41,1.7,,,,,No,,26D,{93173B04-F5D7-40B7-A66A-F23A23C4667C}
118130,2021/01/07 15:08:15+00,Big Sioux River @ Falls Park,8.56,0.0,13.76,,7.75,22.7,,0.85,1.1,,,,,No,,26E,{E05E0515-8FD7-4A26-80BA-4F3267303F3C}
118131,2021/01/07 15:25:25+00,Big Sioux River @ Bahnson,8.58,0.6,12.98,,11.97,13.3,,0.45,5.2,,,,,No,,26A,{52B3B543-9743-415B-8206-F0BC8E058E37}
118528,2021/01/14 14:22:24+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{602851AA-C98E-4AC1-A760-6ED53ED11EAB}
118529,2021/01/14 14:22:47+00,Skunk Creek @ Marion Road,8.38,0.5,13.35,,4.12,22.0,,0.25,1.3,,,,,No,,26D,{1092C170-AA8B-4D0B-8E52-3638CC96DE05}
118530,2021/01/14 14:53:52+00,Big Sioux River @ Falls Park,8.76,0.4,13.88,,4.14,48.0,,0.46,1.9,,,,,No,,26E,{C037933D-AB2B-46E3-A052-E3D2EA1C4067}
118531,2021/01/14 15:18:03+00,Big Sioux River @ Bahnson,8.77,0.7,13.08,,8.82,42.0,,0.34,4.2,,,,,No,,26A,{F3C1F781-B957-4C05-B8ED-A66B83D94936}
118532,2021/01/14 15:35:44+00,Big Sioux River @ Timberline,,,,,,,,,,,,,,No,Sample point not accessible.,26B,{D4F13DF2-4AFE-409C-B2EE-9882F68BB7F2}
118930,2021/01/21 14:07:01+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{CD4C70FA-9200-480D-BE16-57B62FAFB0B0}
118931,2021/01/21 14:07:36+00,Skunk Creek @ Marion Road,8.37,0.2,89.1,,2.82,4.7,,0.17,2.0,,,,,No,,26D,{998DC6B6-8DD2-4BB8-BE05-3686883F77A1}
118932,2021/01/21 14:28:45+00,Big Sioux River @ Falls Park,8.89,-0.2,12.93,,3.92,5.3,,0.21,1.4,,,,,No,,26E,{30FB17CB-DC89-422D-9218-C2A850DC690C}
118933,2021/01/21 14:50:29+00,Big Sioux River @ Bahnson,8.94,0.2,12.4,,5.04,4.0,,0.11,5.7,,,,,No,,26A,{413AAD2F-3CBE-4A75-A2CD-A15DF77FB97E}
119330,2021/01/28 19:11:23+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{DB2304F6-399C-449B-8BF8-E94CACE040CE}
119331,2021/01/28 19:12:12+00,Skunk Creek @ Marion Road,8.45,0.1,12.18,,3.19,2.7,,0.16,2.1,,,,,No,,26D,{6EE70AFB-205A-47B1-A096-E37F692A8768}
119332,2021/01/28 19:12:55+00,Big Sioux River @ Falls Park,8.94,-0.1,13.45,,3.33,0.7,,0.16,1.7,,,,,No,,26E,{0D4F630D-53CC-490D-A568-47174AB82087}
119333,2021/01/28 19:13:36+00,Big Sioux River @ Bahnson,8.92,0.1,12.91,,4.03,2.7,,0.29,6.9,,,,,No,,26A,{FE58EF2B-3289-4C97-ACEB-FF7A73A0F410}
119334,2021/01/28 19:14:11+00,Big Sioux River @ Timberline,8.99,0.0,12.88,,3.74,2.7,,0.24,8.0,,,,,No,,26B,{9CCF21D9-8B59-40D9-96D8-C112848C82A9}
119730,2021/02/03 14:16:45+00,Big Sioux River @ I-90,,,,,,,,0.19,,,,,,Yes,,26C,{0AB2FC8A-057A-41FE-BA01-84EC01214F1F}
119731,2021/02/03 14:17:14+00,Skunk Creek @ Marion Road,8.29,0.4,12.52,,6.08,2.0,,0.17,0.63,,,,,No,,26D,{F5761D9B-1FF4-4044-A478-2E1D33566A4E}
119732,2021/02/03 14:41:27+00,Big Sioux River @ Falls Park,8.79,-0.1,13.54,,5.65,0.0,,0.19,1.5,,,,,No,,26E,{FDBA04EC-CB12-431B-89B8-F49EF7259136}
119733,2021/02/03 15:02:42+00,Big Sioux River @ Bahnson,8.78,0.4,12.81,,5.12,5.3,,0.25,7.6,,,,,No,,26A,{70001973-5E61-497C-993F-AA89F9EC02A9}
119734,2021/02/03 15:15:11+00,Big Sioux River @ Timberline,8.86,0.7,12.88,,4.12,3.3,,0.28,8.9,,,,,No,,26B,{31FDA331-34CD-4484-93CC-725D5788BCDF}
120130,2021/02/11 14:41:28+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{C163F9C7-3D4A-4F86-99B0-6D3E06AB4FDB}
120131,2021/02/11 14:42:04+00,Skunk Creek @ Marion Road,8.2,0.1,11.02,,3.49,5.5,,0.13,2.1,,,,,No,,26D,{E9D11B3C-CAEC-4839-9607-AFF98C626413}
120132,2021/02/11 15:06:07+00,Big Sioux River @ Falls Park,8.61,-0.1,8.86,,4.35,4.0,,0.16,1.6,,,,,No,,26E,{3F6306DD-53CB-4689-B5E3-33CA441728B3}
120133,2021/02/11 15:30:16+00,Big Sioux River @ Bahnson,8.39,0.0,13.49,,6.19,6.0,,0.08,8.6,,,,,No,,26A,{1F991C54-B86E-4E77-BC9C-CCD269823325}
120134,2021/02/11 15:42:40+00,Big Sioux River @ Timberline,,,,,,,,,,,,,,Yes,Sample point not accessible due to ice along bank.,26B,{214643B2-696E-4B07-B28B-E8A2ADEE02D0}
120530,2021/02/18 14:31:49+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{282A3039-2BDB-4660-91E7-1944F55D57D4}
120531,2021/02/18 14:32:24+00,Skunk Creek @ Marion Road,7.98,0.0,8.57,,6.54,5.5,,0.77,1.7,,,,,No,,26D,{9F4D8DBC-5E3C-43C0-8422-F2EC390BFEBD}
120930,2021/02/18 15:17:55+00,Big Sioux River @ Falls Park,,,,,,,,,,,,,,Yes,,26E,{1DCD6D7C-839E-4971-A843-A5CFC89A4C0C}
120931,2021/02/18 15:18:18+00,Big Sioux River @ Bahnson,,,,,,,,,,,,,,Yes,,26A,{D66A72BC-25E8-487B-8693-3B81A554AE31}
120932,2021/02/18 15:18:43+00,Big Sioux River @ Timberline,,,,,,,,,,,,,,Yes,Sample point not accessible due to ice along bank.,26B,{04E30FA3-E8C3-471B-B1AC-017839EEB81E}
121330,2019/08/25 14:45:56+00,Skunk Creek @ Marion Road,7.87,0.6,12.18,,,,,,,,,,,No,,26D,{1FADAD5D-467D-422A-B6D6-79993123ADEF}
121331,2021/02/25 15:50:45+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{830B08FB-6383-4FA9-9E3D-D1B37B65BD99}
121332,2021/02/25 16:07:49+00,Big Sioux River @ Timberline,8.44,1.6,12.51,,8.67,14.0,,0.38,8.9,,,,,No,,26B,{EC565241-8D26-47F1-B0BB-75F177444BCF}
121333,2021/02/25 16:20:07+00,Big Sioux River @ Bahnson,8.57,1.1,12.88,,9.43,13.5,,0.33,7.4,,,,,No,,26A,{8E4E91F6-ACDC-4E19-9CC0-B3CD0447207D}
121334,2021/02/25 16:36:09+00,Big Sioux River @ Falls Park,8.72,0.1,14.11,,9.67,16.0,,0.51,0.99,,,,,No,,26E,{C7FA9DC2-1B20-4525-AB50-66A894684CA3}
121730,2021/03/04 14:28:45+00,Big Sioux River @ I-90,,,,,,,,,,,,,,Yes,,26C,{540D5417-B9ED-4B6F-B64C-33AD7AE988A8}
121731,2021/03/04 14:35:35+00,Skunk Creek @ Marion Road,9.29,0.7,12.82,,8.51,19.3,,0.32,2.9,,,,,No,,26D,{5759BBDD-ED57-4B62-94D3-120F4195B20E}
121732,2021/03/04 14:55:25+00,Big Sioux River @ Falls Park,9.28,0.4,14.22,,7.49,12.0,,0.26,1.6,,,,,No,,26E,{876366DF-30F2-41D6-ADFF-5FFC1C920A8B}
121733,2021/03/04 15:12:26+00,Big Sioux River @ Bahnson,9.09,1.0,13.52,,10.18,12.7,,0.38,5.5,,,,,No,,26A,{FB02764D-5E8A-4236-8976-A63C5748201D}
121734,2021/03/04 15:24:35+00,Big Sioux River @ Timberline,9.08,0.7,13.32,,7.03,13.3,,0.3,5.8,,,,,No,,26B,{EA02367F-B729-4E4C-85E1-F904D1D3500A}
122130,2021/03/11 15:20:13+00,Big Sioux River @ I-90,8.38,1.0,12.53,,9.12,251.0,,0.48,1.6,,,,,No,,26C,{7D167994-0EFE-4213-8A9C-5D57547A3743}
122131,2021/03/11 15:21:09+00,Skunk Creek @ Marion Road,8.76,1.8,12.29,,5.87,31.0,,0.13,2.1,,,,,No,,26D,{E85DFCD3-6EC0-473D-AA3F-07CFEE88C810}
122132,2021/03/11 15:26:11+00,Big Sioux River @ Falls Park,8.83,2.8,13.0,,6.97,25.0,,0.25,1.6,,,,,No,,26E,{BAA72DED-CE8C-4183-94F4-2A081AC95AA1}
122133,2021/03/11 15:47:17+00,Big Sioux River @ Bahnson,8.76,1.5,13.5,,12.15,348.0,,0.66,7.5,,,,,No,,26A,{2789A624-9397-4694-A510-DC9EAC531BC3}
122134,2021/03/11 16:06:39+00,Big Sioux River @ Timberline,,,,,,,,,,,,,,No,Sample point not accessible,26B,{20C2D358-51B0-4904-A32D-18D2D0FF3E62}
122530,2019/04/18 13:52:36+00,Big Sioux River @ I-90,8.68,2.6,9.65,,,,,,,,,,,No,,26C,{EECCD9B1-665A-4EA0-8456-16250CA6AB11}
122531,2021/03/18 14:16:01+00,Skunk Creek @ Marion Road,8.94,2.6,12.34,,3.85,17.0,,0.04,1.8,,,,,No,,26D,{EB072041-2C8E-4196-8EBC-990882E7A8A6}
122532,2021/03/18 14:43:51+00,Big Sioux River @ Falls Park,9.05,3.0,12.96,,4.07,31.0,,0.04,1.6,,,,,No,,26E,{BCB833E7-8DAE-4FC4-BD71-50B15D049B74}
122533,2021/03/18 14:57:55+00,Big Sioux River @ Bahnson,9.04,3.3,12.61,,5.17,38.0,,0.15,3.4,,,,,No,,26A,{A7361D96-C7C6-4DEC-B301-C8F14F621FB8}
122534,2021/03/18 14:59:43+00,Big Sioux River @ Timberline,,,,,,,,,,,,,,No,Sample point not accessible ,26B,{8DBF8919-88C3-4297-A8B4-54F226BE302E}
122930,2021/03/25 15:42:58+00,Big Sioux River @ I-90,8.6,5.4,11.64,,5.47,108.0,,0.14,2.9,,,,,No,,26C,{6B26C96F-55D9-4487-AD1F-6AAB8B528142}
122931,2021/03/25 15:54:19+00,Skunk Creek @ Marion Road,8.78,4.0,11.68,,5.65,128.0,,0.13,3.0,,,,,No,,26D,{2E0CF850-14FD-456F-A281-54D215765CAA}
122932,2021/03/25 15:55:13+00,Big Sioux River @ Falls Park,8.98,4.9,13.09,,4.93,61.0,,0.09,2.6,,,,,No,,26E,{8F0E9ABA-E3DC-40C5-9939-392BCFF57003}
122933,2021/03/25 15:55:50+00,Big Sioux River @ Bahnson,9.01,5.4,12.69,,7.85,105.0,,0.13,3.3,,,,,No,,26A,{F561F7F1-ED79-4E6D-A6DF-9AF3D0743D49}
122934,2021/03/25 15:56:30+00,Big Sioux River @ Timberline,,,,,,,,,,,,,,No,Sample point not accessible ,26B,{77F2BF4A-F40B-4A5F-9EBF-80D4EF6A31D2}
123330,2021/04/01 13:19:34+00,Big Sioux River @ I-90,8.66,4.5,11.41,,4.44,74.0,,0.04,2.6,,,,,No,,26C,{E80CCB1D-50CF-4EC1-BFEB-A31319E485A8}
123331,2021/04/01 13:43:13+00,Skunk Creek @ Marion Road,8.91,2.2,12.04,,5.62,20.0,,0.04,2.3,,,,,No,,26D,{9920CAEE-8AA4-4C65-B601-A101EEF64A92}
123332,2021/04/01 14:04:49+00,Big Sioux River @ Falls Park,9.05,3.0,12.67,,3.77,14.0,,0.04,170.0,,,,,No,,26E,{1821A8E8-7367-4D14-A4BC-84B94661F620}
123333,2021/04/01 14:23:29+00,Big Sioux River @ Bahnson,9.1,4.4,12.15,,6.32,74.0,,0.04,3.0,,,,,No,,26A,{DFDAC66C-BE8E-491C-BFA2-590E0AA812D3}
123334,2021/04/01 14:43:10+00,Big Sioux River @ Timberline,,,,,,,,,,,,,,No,Sample point not accessible ,26B,{C211402C-3DFB-4BE7-AC4A-D57A063E3F69}
123730,2021/02/25 16:23:04+00,Skunk Creek @ Marion Road,,,,,6.05,19.0,,0.26,1.7,,,,,No,,26D,{4AC30F5A-0CB9-4E84-BEA6-B95C25E01186}
124130,2021/04/06 13:46:16+00,Big Sioux River @ I-90,8.61,12.1,9.52,,4.72,89.7,,0.02,1.9,,,,,No,,26C,{0312A2D2-456C-4950-B025-052E4C5ECC40}
124131,2021/04/06 14:09:16+00,Skunk Creek @ Marion Road,8.58,13.5,8.97,,6.77,42.0,,0.03,1.2,,,,,No,,26D,{742FCF8F-2391-4659-A926-2CDA1981EEFC}
124132,2021/04/06 14:26:39+00,Big Sioux River @ Falls Park,8.75,14.3,9.92,,8.13,32.0,,0.02,0.64,,,,,No,,26E,{E8D158DF-2492-4712-B4A4-0E319156FEC5}
124133,2021/04/06 14:43:21+00,Big Sioux River @ Bahnson,8.91,13.3,10.42,,6.3,70.7,,0.03,2.6,,,,,No,,26A,{6EB3790D-EDA7-4789-B1BB-F09AC6D3BCE1}
124134,2021/04/06 14:57:48+00,Big Sioux River @ Timberline,8.93,13.3,9.91,,5.15,76.7,,0.02,3.6,,,,,No,,26B,{4269D67C-7DE1-4563-A330-3FB6B38D390C}
124530,2021/04/15 13:18:26+00,Big Sioux River @ I-90,8.33,5.6,13.96,,3.98,146.0,,0.07,2.7,,,,,No,,26C,{E5C6FF71-BCFB-45CD-B55D-E5D37D8E85C3}
124531,2021/04/15 13:41:22+00,Skunk Creek @ Marion Road,8.57,5.9,13.32,,3.03,31.0,,0.03,2.7,,,,,No,,26D,{1448599E-427A-4EB1-A9BA-6E3E95C11F79}
124532,2021/04/15 14:01:30+00,Big Sioux River @ Falls Park,8.67,6.3,14.57,,3.98,19.0,,0.02,2.3,,,,,No,,26E,{DE5E37F2-9EE6-4C19-B885-438E99FE1E79}
124533,2021/04/15 14:21:53+00,Big Sioux River @ Bahnson,8.71,5.9,14.68,,5.29,132.0,,0.6,3.1,,,,,No,,26A,{D74579CC-01F2-4C33-B0AB-AC12FED96478}
124534,2021/04/15 14:38:06+00,Big Sioux River @ Timberline,,,,,,,,,,,,,,No,Sample point not accessible ,26B,{933D9D3C-6F18-4774-8643-F6FFD491F736}
124930,2021/04/21 18:10:16+00,Big Sioux River @ I-90,8.59,7.7,10.95,,3.59,88.0,,0.04,1.7,,,,,No,,26C,{7566DE63-4697-448A-8580-BFB818C830A6}
124931,2021/04/21 18:28:42+00,Skunk Creek @ Marion Road,8.89,7.6,14.24,,4.11,13.0,,0.03,1.6,,,,,No,,26D,{338A9C96-CC8B-42D1-BF57-DC0D0F6DA14B}
124932,2021/04/21 18:47:47+00,Big Sioux River @ Falls Park,8.85,7.5,91.1,,4.21,12.0,,0.03,1.2,,,,,No,,26E,{5197392F-BC42-472C-96CD-11734F91E10B}
124933,2021/04/21 19:04:10+00,Big Sioux River @ Bahnson,8.91,7.9,11.05,,6.08,78.0,,0.12,2.5,,,,,No,,26A,{B22B97D8-95B1-4493-ACC4-3265E5100A81}
124934,2021/04/21 19:16:42+00,Big Sioux River @ Timberline,8.91,8.5,11.1,,4.84,78.0,,0.04,3.1,,,,,No,,26B,{3590196C-2AFE-4EC7-BA02-D5C1A0A23519}
125330,2021/03/18 18:40:38+00,Big Sioux River @ I-90,,,,,,,,,,,,,,No,No Field Data,26C,{3F3CF22E-8D58-40D4-AD8F-E4B840BBC29F}
125331,2021/04/29 18:44:44+00,Big Sioux River @ I-90,,,,,4.65,70.0,,0.06,1.2,,,,,No,No Field Data,26C,{73220FF8-DD9E-4B5E-B6FA-3CB9A5F09A2F}
125332,2021/04/29 18:45:22+00,Skunk Creek @ Marion Road,,,,,5.97,37.0,,0.06,1.0,,,,,No,No Field Data,26D,{A0123D28-D686-44B4-966D-96EBE7441167}
125333,2021/04/29 18:45:51+00,Big Sioux River @ Falls Park,,,,,5.93,35.0,,0.06,0.79,,,,,No,No Field Data,26E,{D331DE87-C34C-4AC7-A0EE-6CF7C3E21D82}
125334,2021/04/29 18:46:33+00,Big Sioux River @ Bahnson,,,,,6.77,59.0,,0.05,2.3,,,,,No,No Field Data,26A,{2D1E2C4E-C55D-4A97-9479-95C513B02287}
125335,2021/04/29 18:47:08+00,Big Sioux River @ Timberline,,,,,4.67,65.0,,0.05,2.5,,,,,No,No Field Data,26B,{9FE8406C-4A4F-4CA9-B396-4409269E2B55}
125336,2021/05/03 18:51:35+00,Big Sioux River @ Bahnson,8.89,16.2,10.78,,8.81,72.0,20.0,0.05,1.6,,,,,No,,26A,{B0CCF7B7-D3CE-4714-A36B-DCA3FB2F3196}
125337,2021/05/03 18:52:42+00,Big Sioux River @ Falls Park,8.68,15.4,9.02,,9.44,48.0,33.0,0.03,0.32,,,,,No,,26E,{13DDEED7-C302-4E5D-B6D7-4EACC24D7EB2}
125338,2021/05/03 18:54:02+00,Skunk Creek @ Marion Road,8.54,15.5,9.9,,9.04,44.0,29.0,0.02,0.42,,,,,No,,26D,{FA3048B4-7B05-4314-962F-03E2851BC400}
125339,2021/05/03 18:55:29+00,Big Sioux River @ I-90,8.55,15.8,11.04,,6.24,89.0,46.0,0.04,0.53,,,,,No,,26C,{7DE1D2BF-4402-4BC3-BA2D-6EB5FC942B82}
125340,2021/05/03 18:56:32+00,Big Sioux River @ Timberline,8.95,16.5,11.73,,7.56,72.0,20.0,0.03,2.3,,,,,No,,26B,{31A01621-29A9-4B7E-8ED3-E1636603F8C8}
125730,2021/05/13 14:14:24+00,Big Sioux River @ I-90,8.57,13.4,10.05,,11.31,62.0,29.0,0.06,0.05,,,,,No,,26C,{F6B63D15-31D3-4B5B-A247-4DB873F3260B}
125731,2021/05/13 14:35:37+00,Skunk Creek @ Marion Road,8.49,13.5,8.79,,7.28,32.0,69.0,0.5,1.0,,,,,No,,26D,{3B9D8224-67AF-4352-8FC3-784CAB4272FD}
126130,2021/05/13 15:12:03+00,Big Sioux River @ Falls Park,8.15,13.7,9.77,,10.86,52.0,79.0,0.07,0.01,,,,,No,,26E,{CA4855E8-D303-4119-AC6A-F2D3E45F94C4}
126131,2021/05/13 15:27:57+00,Big Sioux River @ Bahnson,8.71,14.4,11.33,,13.11,49.3,31.0,0.2,0.79,,,,,No,,26A,{358BB8B8-DF3F-4D41-B9B9-3439668D8FF8}
126132,2021/05/13 15:48:02+00,Big Sioux River @ Timberline,8.82,14.5,11.1,,11.13,56.0,56.0,0.13,2.2,,,,,No,,26B,{3D78EF46-3E76-41A0-87BC-2F339D6479C0}
