OBJECTID,ALLOT_NO,ALLOT_NAME,GIS_ACRES,ADMIN_ST,ADM_OFC_CD,ADM_UNIT_CD,ST_ALLOT,ACTIVE_DT,GlobalID,Shape__Length,Shape__Area
1042,4833.0,Diamond Butte,2023.08174562,AZ,A01000,AZA01000,AZ04833,9999/09/09 00:00:00+00,{8ED91A61-AA29-4181-8300-9212E036883E},17689.0812036411,8187121.35530369
1043,4803.0,Hidden Spring,19284.09546345,AZ,A03000,AZA03000,AZ04803,9999/09/09 00:00:00+00,{0EB65C3F-7005-46DF-9438-9D65FBAF5E84},49887.7733152541,78039965.5764544
1044,4853.0,Little Tank,5865.57102549,AZ,A01000,AZA01000,AZ04853,9999/09/09 00:00:00+00,{C37073EE-0FED-4100-84BB-99CFE910F8A3},24394.2996589024,23737123.7755619
1045,4836.0,Mosby-Nay,34955.80886293,AZ,A03000,AZA03000,AZ04836,9999/09/09 00:00:00+00,{25FFA7D5-548C-4C07-8735-043A7B79ADA6},65742.6075865561,141461139.597137
1046,4825.0,Hidden Hills,47808.05517506,AZ,A03000,AZA03000,AZ04825,9999/09/09 00:00:00+00,{A1268B1E-2904-4080-8DB9-7C152A0D258E},95099.5175597409,193472335.127667
1047,5236.0,Scotties Seep,1580.89688813,AZ,A01000,AZA01000,AZ05236,9999/09/09 00:00:00+00,{AA473ABC-85EB-42DF-B3AC-AD14E3789244},11689.1528306603,6397662.72489166
1048,4818.0,Dripping Spring,11576.88401197,AZ,A03000,AZA03000,AZ04818,9999/09/09 00:00:00+00,{9721B8EA-0EFA-4042-A831-29844CF908F7},64823.6499661766,46849987.4152285
1049,4851.0,Tassi,62204.02540629,AZ,A03000,AZA03000,AZ04851,9999/09/09 00:00:00+00,{0781095D-B797-44A6-B2E2-1538115C5C73},174964.18545017,251730759.714595
1050,4848.0,Pa's Pocket,8654.37129031,AZ,A03000,AZA03000,AZ04848,9999/09/09 00:00:00+00,{71CB75E4-0E60-49ED-9B88-2793A3D47ED0},33410.4099280604,35022998.0380288
1051,0.0,Ryan,575.35536191,AZ,A01000,AZA01000,AZ00000,9999/09/09 00:00:00+00,{589B3F91-CE6C-4215-98CA-F071C55F7FE5},8255.53287375119,2328380.54149621
1052,5220.0,Tuweep,41378.18414227,AZ,A03000,AZA03000,AZ05220,9999/09/09 00:00:00+00,{874E2D53-31BF-4546-B93D-8503D361683B},86661.6451134813,167451570.243408
1053,4802.0,Pakoon,48270.4141777,AZ,A03000,AZA03000,AZ04802,9999/09/09 00:00:00+00,{0CF82EA0-911E-4561-82FB-7F04AB088731},108003.943839417,195343435.626941
1054,4822.0,Belnap West,3525.94002415,AZ,A03000,AZA03000,AZ04822,9999/09/09 00:00:00+00,{D8FE2092-DF43-4659-8440-A44B2F579093},23297.5880678289,14268973.0317313
1055,0.0,Private or State,1934.06756001,AZ,A01000,AZA01000,AZ00000,9999/09/09 00:00:00+00,{068A760A-C273-482A-AEA1-ED1FCE89904F},13791.9860841526,7826893.72659802
1056,5218.0,Mt. Logan,5569.3183383,AZ,A01000,AZA01000,AZ05218,9999/09/09 00:00:00+00,{82D3620D-A4E8-497F-B7A5-D39CC8AE4133},21523.9589943343,22538231.6857211
1057,119.0,Big Warren,9701.88555731,AZ,A01000,AZA01000,AZ00119,9999/09/09 00:00:00+00,{06940B0D-173F-4744-8F2C-495380A8E3E8},26557.7570813231,39262137.8769836
1058,5233.0,Grama Point,22729.25121398,AZ,A01000,AZA01000,AZ05233,9999/09/09 00:00:00+00,{15B9D107-7CD1-416C-8E47-31ED88A5F7A5},71902.3985893543,91982016.2516343
1060,4802.0,Pakoon,7806.86535678,AZ,A03000,AZA03000,AZ04802,9999/09/09 00:00:00+00,{58B88A2D-539C-40FF-8867-B3B47BBE18CA},49376.6795895349,31593263.2079013
1061,4819.0,Link Spring,27932.73690323,AZ,A03000,AZA03000,AZ04819,9999/09/09 00:00:00+00,{6CB4F5BD-C5CD-4429-85FD-3C94EE01C92B},82841.890162909,113039775.732032
1062,4804.0,Whiterock-Soapstone,18433.23459025,AZ,A03000,AZA03000,AZ04804,9999/09/09 00:00:00+00,{2A4F9410-57F4-4AAC-8382-21C8E42DEAF3},44320.9989388328,74596653.7871584
1063,5237.0,Moonshine,3374.41539576,AZ,A01000,AZA01000,AZ05237,9999/09/09 00:00:00+00,{5BE1F0F5-2DA8-4EA8-8AAD-6AA48F7D21D3},20769.8011295983,13655774.6161671
1064,5257.0,Lamb Tank,1697.86400113,AZ,A01000,AZA01000,AZ05257,9999/09/09 00:00:00+00,{1F7E0587-881C-47DA-A0DC-DD7325A76AD8},15389.5499702257,6871011.83734409
1065,5242.0,Pipe Valley,4552.42044823,AZ,A01000,AZA01000,AZ05242,9999/09/09 00:00:00+00,{AD351F19-6D0C-439D-BA94-67C940F4E9D7},21088.621720552,18422991.9283779
1066,4828.0,Beaver Dam Slope,6592.3978482,AZ,A01000,AZA01000,AZ04828,9999/09/09 00:00:00+00,{AE32D88C-C1A8-4271-BE7C-CBC8F9AAB3A9},28247.9946681447,26678487.5709987
1067,5257.0,Lamb Tank,3088.58342738,AZ,A01000,AZA01000,AZ05257,9999/09/09 00:00:00+00,{A852D853-9576-49F6-B39D-1347F04E3F95},17229.4772017493,12499053.6792002
1068,4829.0,Parashant,585.78765944,AZ,A03000,AZA03000,AZ04829,9999/09/09 00:00:00+00,{63F405FC-2899-476B-971A-49715E60B811},9841.1456882063,2370598.55175442
1069,4826.0,Mt. Trumbull,16964.5972439,AZ,A03000,AZA03000,AZ04826,9999/09/09 00:00:00+00,{7BD878F1-C573-4EDC-BD80-6E27AF8E4768},58117.080170335,68653289.3099099
1070,2012.0,Lime Spring,3398.69449991,AZ,A01000,AZA01000,AZ02012,9999/09/09 00:00:00+00,{332E9805-BA36-4CE3-A42F-8B86A35E7A25},21167.9104531107,13754028.6647449
1071,5225.0,Gramma Spring,5310.79808652,AZ,A01000,AZA01000,AZ05225,9999/09/09 00:00:00+00,{3796C65D-CF1A-4AC5-84ED-23874E746E28},64010.989639164,21492037.3444984
1072,4800.0,Pakoon Springs,4055.38118696,AZ,A03000,AZA03000,AZ04800,9999/09/09 00:00:00+00,{F9D1F9C2-7E22-4A2E-A9E7-1A8AD265E5F6},19684.4144115343,16411545.4017105
1073,4833.0,Diamond Butte,3461.91121774,AZ,A01000,AZA01000,AZ04833,9999/09/09 00:00:00+00,{CA081E9E-88FB-4608-B9D6-E313A4408CBB},19296.3192010314,14009857.6452985
1074,4858.0,Ivanpah,14473.5733637,AZ,A01000,AZA01000,AZ04858,9999/09/09 00:00:00+00,{E71E4790-8771-48EB-8145-9AFF1A0F685B},45944.6520634539,58572473.3219486
1076,5224.0,Kanab Gulch,3820.77647485,AZ,A01000,AZA01000,AZ05224,9999/09/09 00:00:00+00,{6A41D9B3-7FFB-4900-8A10-08B6CB44D5E5},30862.156327719,15462133.8158183
1077,4815.0,Last Chance,9740.04465785,AZ,A03000,AZA03000,AZ04815,9999/09/09 00:00:00+00,{E90ABFCE-C3B3-4195-8F67-4D6BE6EB9BDF},31123.0987529744,39416562.2780953
1078,5318.0,Cedar Knoll,17602.18918667,AZ,A01000,AZA01000,AZ05318,9999/09/09 00:00:00+00,{B4E903E4-627F-4FBF-86BD-937AE2AB06EB},51903.9920421927,71233532.3583807
1079,4829.0,Parashant,3.42647619,AZ,A03000,AZA03000,AZ04829,9999/09/09 00:00:00+00,{F4D109C8-61B5-4C7A-A14E-54AF749B9188},580.924894811273,13866.45715787
1080,5219.0,Crosby Tank,12687.26614933,AZ,A01000,AZA01000,AZ05219,9999/09/09 00:00:00+00,{993B90D5-7828-4E36-A465-E55B2950BF8A},38529.6211599589,51343544.499131
1081,0.0,Private or State,640.08881358,AZ,A03000,AZA03000,AZ00000,9999/09/09 00:00:00+00,{EEA502B6-58A1-4809-A29C-01007491ABF5},6437.82240484763,2590347.52613815
1083,5217.0,Fern Tank,52829.50687211,AZ,A01000,AZA01000,AZ05217,9999/09/09 00:00:00+00,{16714435-4F67-4EED-8EF9-16BB2E91C62D},80300.9227188176,213793429.177622
1084,5247.0,Sunshine Tank,7144.91544307,AZ,A01000,AZA01000,AZ05247,9999/09/09 00:00:00+00,{7DA95900-AFF4-4696-A2B5-A8F3445E5D46},35458.3575041948,28914446.9482891
1085,4811.0,Wolfhole Canyon Sp,15678.38264262,AZ,A01000,AZA01000,AZ04811,9999/09/09 00:00:00+00,{EF6BDF18-84C4-4BDE-A46A-48DE7132E1F8},41739.2347637311,63448163.4901122
1086,5320.0,Gunsight,5713.33461912,AZ,A01000,AZA01000,AZ05320,9999/09/09 00:00:00+00,{FFC6D427-5A80-420B-B3D4-B8DCEFB868D6},38395.4620178555,23121044.8966862
1087,2010.0,Gold Butte,511.36629865,NV,S01000,NVS01000,NV02010,9999/09/09 00:00:00+00,{A8267083-061A-41D8-BABD-90A0EB5AC88D},10061.6101532295,2069425.98991135
1088,5232.0,Head of Hacks,5260.44148837,AZ,A01000,AZA01000,AZ05232,9999/09/09 00:00:00+00,{AB59F5A3-A295-4D8A-93AA-ACD37C2096DA},22356.6453143992,21288251.421891
1089,4854.0,Wildcat,91489.8190361,AZ,A03000,AZA03000,AZ04854,9999/09/09 00:00:00+00,{43442AC9-75A8-4FD9-9D89-18BF24B9BC5C},177971.668545267,370246161.750429
1090,5256.0,Black Canyon,2792.17056861,AZ,A01000,AZA01000,AZ05256,9999/09/09 00:00:00+00,{2290F8DF-9D7D-42AD-A71B-C37CCBA7C1A6},17283.5098091415,11299513.3980177
1091,5350.0,Signature Rock,4855.79810431,AZ,A02000,AZA02000,AZ05350,9999/09/09 00:00:00+00,{3AEBBA05-7756-4B07-8A54-06E2F1A411FF},25410.5242861574,19650717.7443152
1092,0.0,Private or State,7602.1247619,AZ,A01000,AZA01000,AZ00000,9999/09/09 00:00:00+00,{F9FEA096-3F1E-40E6-B71E-6B031F2D8B42},34099.7454119505,30764707.4165613
1094,5216.0,Temple Trail,22822.43730206,AZ,A01000,AZA01000,AZ05216,9999/09/09 00:00:00+00,{E804906B-F43D-4A3D-B99D-D077930CF819},56973.9933342132,92359126.9706468
1095,4826.0,Mt. Trumbull,1931.31955077,AZ,A03000,AZA03000,AZ04826,9999/09/09 00:00:00+00,{17C8FAA9-4D39-45CA-8110-6CDB5C81893D},14943.8957610799,7815772.92774814
1097,4851.0,Tassi,53061.25210294,AZ,A03000,AZA03000,AZ04851,9999/09/09 00:00:00+00,{A3069392-5D4E-4AE4-B545-897767629DED},125177.341743804,214731268.853379
1098,5232.0,Head of Hacks,26612.96089079,AZ,A01000,AZA01000,AZ05232,9999/09/09 00:00:00+00,{308368FA-B1F6-4D86-B9D5-189E733E90BB},84243.1974785549,107698831.699996
1099,4814.0,Little Wolf,7692.15796688,AZ,A01000,AZA01000,AZ04814,9999/09/09 00:00:00+00,{66DA47D8-75D5-4353-93F4-0B603F92DCF2},26012.8290800305,31129058.8703759
1100,4820.0,Duncan Tank,4380.78720375,AZ,A01000,AZA01000,AZ04820,9999/09/09 00:00:00+00,{55F3A98A-D182-40AD-876F-55C45D4F3B5A},24664.3375687575,17728416.8306551
1101,5220.0,Tuweep,2545.83932633,AZ,A03000,AZA03000,AZ05220,9999/09/09 00:00:00+00,{0249D64D-2A88-4AF1-BFDA-0906AE57AAE0},17665.3808193811,10302646.2281577
1102,5215.0,Clayhole,115944.76166298,AZ,A01000,AZA01000,AZ05215,9999/09/09 00:00:00+00,{62D3B9B6-4FEB-4C4D-8067-45C74007A22E},132922.139872553,469211803.379462
1103,4870.0,Big Spring Pipeline,57600.44561145,AZ,A03000,AZA03000,AZ04870,9999/09/09 00:00:00+00,{7BC22F45-A85A-4539-AC1A-76034B620318},95439.3854196524,233100733.255795
1104,5334.0,Beanhole Well,20801.62040467,AZ,A01000,AZA01000,AZ05334,9999/09/09 00:00:00+00,{2E63A46A-B00C-4EF9-ADC2-81D0D46FAB4D},37482.1936552721,84181171.1309775
1105,5336.0,Ferry Swale,3885.18634199,AZ,A01000,AZA01000,AZ05336,9999/09/09 00:00:00+00,{8BB1A975-7ABE-4F29-8030-BE4BA39DF495},22609.0444650929,15722791.3002936
1106,0.0,Ryan,281.26493911,AZ,A01000,AZA01000,AZ00000,9999/09/09 00:00:00+00,{BEAC733C-E1D1-4A48-BD82-5F03FD9E597A},8189.11818598843,1138238.82521669
1107,5341.0,Badger Creek,2740.28969639,AZ,A02000,AZA02000,AZ05341,9999/09/09 00:00:00+00,{25273CD1-2797-482F-BB7A-289744B720A0},17610.6537155901,11089558.9570602
1108,5345.0,Rock Reservoir,1074.98830204,AZ,A01000,AZA01000,AZ05345,9999/09/09 00:00:00+00,{6BD88F60-E381-41C5-813B-EDB865F86320},8210.21513956062,4350323.31409802
1109,5332.0,Soap Creek,2424.14479225,AZ,A02000,AZA02000,AZ05332,9999/09/09 00:00:00+00,{306E4F43-FFEA-43B9-B603-D000A6449C9E},25305.341248972,9810165.9213594
1110,5340.0,Wahweep,1916.55194588,AZ,A02000,AZA02000,AZ05340,9999/09/09 00:00:00+00,{44BAADF9-4225-4157-890F-C93000033CFD},13630.6853606744,7756010.55104228
1111,5332.0,Soap Creek,26631.75575138,AZ,A01000,AZA01000,AZ05332,9999/09/09 00:00:00+00,{81E63EFC-A6D2-439C-9471-C912450A0D86},84644.0340229941,107774891.802266
1112,0.0,Ryan,474.05778971,AZ,A01000,AZA01000,AZ00000,9999/09/09 00:00:00+00,{2FB5C725-801C-49E1-A8D7-CF0E087EEA7B},6209.1509329657,1918443.81087977
1113,0.0,Private or State,1270.35190128,AZ,A01000,AZA01000,AZ00000,9999/09/09 00:00:00+00,{1A18ACCE-8A58-4CB4-A03A-C7CA4543A561},9665.65575386027,5140931.7504065
1114,5332.0,Soap Creek,79582.8406887,AZ,A01000,AZA01000,AZ05332,9999/09/09 00:00:00+00,{FBB881A1-5B19-45D5-B72D-1763A4D839C0},188784.700696857,322060329.953914
1115,5331.0,House Rock,10190.3103519,AZ,A02000,AZA02000,AZ05331,9999/09/09 00:00:00+00,{5D371224-9463-4C64-A477-464B35320860},30999.9743979193,41238722.8938287
1116,4828.0,Beaver Dam Slope,5719.51482347,AZ,A01000,AZA01000,AZ04828,9999/09/09 00:00:00+00,{E076FF38-0150-4A8C-8022-57C3A4C3C5D2},23891.1573641394,23146055.2963818
1117,14015.0,Curly Hollow,340.16714428,UT,C03000,UTC03000,UT14015,9999/09/09 00:00:00+00,{A25912DE-6412-42CA-8A4B-A26CBAB21618},5405.03740529243,1376607.59252753
1118,4829.0,Parashant,19236.30698878,AZ,A03000,AZA03000,AZ04829,9999/09/09 00:00:00+00,{07721113-B809-4622-950A-A59C98054C2F},167308.136638863,77846572.4808226
1119,5322.0,Pigeon Tank,7076.893631,AZ,A01000,AZA01000,AZ05322,9999/09/09 00:00:00+00,{8D655294-2D1A-44AA-90CC-3C25652C7DD6},36068.1625227892,28639172.4412396
1120,0.0,Private or State,147.20998198,AZ,A01000,AZA01000,AZ00000,9999/09/09 00:00:00+00,{55043213-A9A8-4884-AABE-11913496A680},3402.91271985748,595737.66101999
1121,5325.0,Franks Reservoir,7330.48601686,AZ,A01000,AZA01000,AZ05325,9999/09/09 00:00:00+00,{1AF92B29-D246-47D5-89AE-AAFED98DDC93},23837.2768102065,29665424.4166609
1123,5205.0,Canaan Gap,5983.95074333,AZ,A01000,AZA01000,AZ05205,9999/09/09 00:00:00+00,{AA828ADB-8267-402E-81B4-7CB1F5DA0739},46647.7734085422,24216189.4969806
1124,4830.0,Jackson Tank,7909.27297673,AZ,A01000,AZA01000,AZ04830,9999/09/09 00:00:00+00,{DCA38408-4762-46E6-BCEC-744DB15968E5},27483.8965542875,32007692.1423781
1125,4829.0,Parashant,54079.94337368,AZ,A03000,AZA03000,AZ04829,9999/09/09 00:00:00+00,{24FAB557-FDFB-4099-A9DD-F8A46657E758},200028.125547763,218853766.1648
1126,5348.0,Navajo Well,8051.16000551,AZ,A01000,AZA01000,AZ05348,9999/09/09 00:00:00+00,{8038F0F4-C043-426E-9D2C-DC5EC437C0F3},27273.6302423682,32581888.576055
1127,4852.0,Penns Well,5356.66692463,AZ,A03000,AZA03000,AZ04852,9999/09/09 00:00:00+00,{B2270E55-3F43-48E1-A32A-32AB640FEBBC},23820.7482044033,21677661.9466179
1128,5341.0,Badger Creek,3929.72210512,AZ,A02000,AZA02000,AZ05341,9999/09/09 00:00:00+00,{CF8CDD67-94BD-4716-A5CD-C047848565B2},31331.9767148627,15903021.1393442
1129,4831.0,Purgatory,4905.59615688,AZ,A01000,AZA01000,AZ04831,9999/09/09 00:00:00+00,{AE89B6C9-931D-444F-89DE-D39DBC2D5FC4},26152.081281108,19852243.3131665
1130,4808.0,Mainstreet,190753.31036606,AZ,A01000,AZA01000,AZ04808,9999/09/09 00:00:00+00,{0B5B1334-A58B-445B-85F3-7F28E630B650},215919.300035884,771951259.148936
1131,4806.0,Red Pond,67460.60201793,AZ,A03000,AZA03000,AZ04806,9999/09/09 00:00:00+00,{7E245590-6415-40B8-AD71-7D85355EFE4B},136798.199195262,273003370.535216
1132,5241.0,Point of Rock,9200.8071046,AZ,A01000,AZA01000,AZ05241,9999/09/09 00:00:00+00,{2DC5CFA0-6456-4460-8B42-FBF1D9688038},37455.868711746,37234345.3224916
1133,4821.0,Mule Canyon,16410.71107633,AZ,A03000,AZA03000,AZ04821,9999/09/09 00:00:00+00,{6BD4EC04-2100-4514-9B51-0A05850CC51D},67022.0261667375,66411791.515411
1134,4845.0,Clay Spring,12924.97544225,AZ,A01000,AZA01000,AZ04845,9999/09/09 00:00:00+00,{24887ECF-552F-4D3F-9B13-E032AD865846},43410.9341040021,52305519.8778468
1135,4841.0,Black Rock,40527.29944074,AZ,A01000,AZA01000,AZ04841,9999/09/09 00:00:00+00,{4CC4C5B7-F060-45A5-815D-93DA0B6B3C1B},88778.6377861497,164008162.024266
1136,3070.0,Wagner,28632.9832387,AZ,C03000,AZC03000,AZ03070,9999/09/09 00:00:00+00,{F06809DB-C2FD-4B27-A11C-94C0EAFC1802},53402.1517001202,115873572.111999
1137,95.0,Lower Bo Nine,33673.0180741,AZ,P01000,AZP01000,AZ00095,9999/09/09 00:00:00+00,{FD7194F9-0C40-41AA-9509-11872CFA72A5},58229.373843924,136269869.454753
1138,6095.0,Bo Nine,24314.29548207,AZ,P01000,AZP01000,AZ06095,9999/09/09 00:00:00+00,{7622DFDF-58CE-4309-84D7-249B5DD918E6},45958.1803170912,98396462.8277598
1139,5025.0,Christopherson,15612.60182975,AZ,P01000,AZP01000,AZ05025,9999/09/09 00:00:00+00,{E473AC31-0B2C-43FE-BC19-DF7F35D14237},37541.2921147933,63181957.9851091
1140,101.0,C.O. Bar,166148.98883665,AZ,P01000,AZP01000,AZ00101,9999/09/09 00:00:00+00,{C8E62270-F1AD-4F84-9E4E-8EFEFC7208C6},155302.507831134,672381102.548864
1141,104.0,Globe Ranch ,9458.15950888,AZ,P01000,AZP01000,AZ00104,9999/09/09 00:00:00+00,{CF708E00-23CF-4975-9D54-FAA54A17A941},27410.0055074709,38275813.5525888
1436,52910.0,Jackson,638.27898262,AZ,G01000,AZG01000,AZ52910,1899/12/30 00:00:00+00,{207352C4-72BF-493D-9C87-C4B2E0CC3B87},6296.60028887531,2583023.40008349
1437,6007.0,Washboard Wash,34917.6184264,AZ,G01000,AZG01000,AZ06007,1899/12/30 00:00:00+00,{87B3917A-90DC-4406-A5E1-692EAB8C98F8},121724.616368424,141306588.383811
1438,6069.0,Scraper Knoll,7463.60757529,AZ,G01000,AZG01000,AZ06069,1899/12/30 00:00:00+00,{21AC8033-8427-4E01-AC2B-5BFC486AE028},24454.7468403692,30204148.2503425
1439,45180.0,Painted Cave,21858.47774799,AZ,G01000,AZG01000,AZ45180,1899/12/30 00:00:00+00,{F02497C1-72A2-4E97-B62F-CE003936880D},53271.6795638253,88458121.0583603
1440,52250.0,Mud Springs,15746.88548061,AZ,G01000,AZG01000,AZ52250,1899/12/30 00:00:00+00,{078C76ED-4BB0-4001-8FFE-E875A58BF163},46886.8993275941,63725384.6400182
1441,52280.0,Twist,17094.14557392,AZ,G01000,AZG01000,AZ52280,1899/12/30 00:00:00+00,{D3F9E4AF-41C7-4298-8A52-B82BC94F75E1},40826.3776217475,69177552.8012638
1442,46140.0,Sanchez,3098.0126152,AZ,G01000,AZG01000,AZ46140,1899/12/30 00:00:00+00,{5DA1CDA6-B1D1-4592-A83E-348ED768A60B},15023.9305106914,12537212.2484943
1443,6156.0,Cedar Lake Wash,48809.19674417,AZ,G01000,AZG01000,AZ06156,1899/12/30 00:00:00+00,{8B481A4B-817C-4D05-B567-AF5081017ECE},76541.6443877168,197523811.316349
1444,51300.0,Cement Canyon,5584.5891917,AZ,G01000,AZG01000,AZ51300,1899/12/30 00:00:00+00,{831AAD88-0CEA-4EA1-8BBC-AA6C2FCF2322},23346.5384116578,22600030.6368847
1445,51520.0,Brushy Canyon,6593.9550611,AZ,G01000,AZG01000,AZ51520,1899/12/30 00:00:00+00,{A60EDDB8-3CB5-4FF1-8A28-0DBCC467EA57},25998.4096302476,26684789.390038
1448,46030.0,Ft.Thomas,549.18819908,AZ,G01000,AZG01000,AZ46030,1899/12/30 00:00:00+00,{47AE2AC1-4C8D-4B8F-BDC1-1AA23A8327B1},6537.88546534956,2222485.79056076
1449,51540.0,Haystack,6340.19655385,AZ,G01000,AZG01000,AZ51540,1899/12/30 00:00:00+00,{717714AC-240B-49F0-8FDF-C3CA99ED6494},32591.1673219119,25657865.143244
1450,6164.0,Black Ridge,2755.99090362,AZ,G01000,AZG01000,AZ06164,1899/12/30 00:00:00+00,{F524CD23-CA93-44BC-9728-0693E087CE71},16206.2876312571,11153099.4883748
1452,6172.0,Mesa Wash,5127.32824838,AZ,G01000,AZG01000,AZ06172,1899/12/30 00:00:00+00,{043978FE-2EFB-41E8-A141-D8DD60D5B51B},27329.9162585878,20749561.2516978
1453,52220.0,D'Amico,7824.98068227,AZ,G01000,AZG01000,AZ52220,1899/12/30 00:00:00+00,{9D3E76D8-B119-428E-AFFB-366D624189F2},27465.3331115059,31666573.3291843
1454,6205.0,Crazy Creek,16231.03603416,AZ,G01000,AZG01000,AZ06205,1899/12/30 00:00:00+00,{5AEAC37F-429C-481F-B40D-6DB0259A2F71},57877.6612002407,65684672.4170375
1455,50460.0,Sand Wash,2320.7597462,AZ,G01000,AZG01000,AZ50460,1899/12/30 00:00:00+00,{904D1567-5E15-4441-9B8D-2B2080C540B6},14074.3751550571,9391781.48377226
1456,52300.0,Owens,12041.96116677,AZ,G01000,AZG01000,AZ52300,1899/12/30 00:00:00+00,{0069D771-B9E8-481D-8F32-D5294C27009C},44398.9835291408,48732087.8860255
1458,40030.0,Morenci,33651.78490169,AZ,G01000,AZG01000,AZ40030,1899/12/30 00:00:00+00,{FD39DB1D-6075-452D-BB29-75508BDF6474},85179.202472181,136183941.854636
1459,46270.0,Goodwin Wash,324.60654676,AZ,G01000,AZG01000,AZ46270,1899/12/30 00:00:00+00,{50D4DF14-F2E5-4139-A704-9FF1FA0A449E},5214.86485914041,1313636.08850494
1460,51350.0,Shop,161.9518353,AZ,G01000,AZG01000,AZ51350,1899/12/30 00:00:00+00,{EF2DA9AC-6AEE-4728-BA81-84326675CF32},3248.01839376146,655395.824783325
1461,6033.0,St Johns,15185.13448512,AZ,G01000,AZG01000,AZ06033,1899/12/30 00:00:00+00,{396DD028-B405-4345-A028-801AD0CF14CE},48557.0522004875,61452059.0160982
1462,51070.0,Stockton Pass,20436.29332205,AZ,G01000,AZG01000,AZ51070,1899/12/30 00:00:00+00,{9BD3E06C-06A0-41F7-BEBB-B41FC41C9200},73798.8912579175,82702744.8803752
1463,6254.0,Porter Canyon,12248.38707247,AZ,G01000,AZG01000,AZ06254,1899/12/30 00:00:00+00,{9698517F-B8E8-4BB9-9E4A-B16135580804},43767.9840420223,49567463.8882633
1464,46020.0,Tom Springs,17506.09812027,AZ,G01000,AZG01000,AZ46020,1899/12/30 00:00:00+00,{5315536E-1AD4-4350-B89E-8A935B2B6CED},36820.3373972006,70844665.6091892
1465,46090.0,Kimball Community,1514.08795179,AZ,G01000,AZG01000,AZ46090,1899/12/30 00:00:00+00,{ED7556C1-0808-4CFE-8892-86855DD95F49},13202.9735200599,6127296.55178048
1466,51130.0,Slickrock,26709.53184091,AZ,G01000,AZG01000,AZ51130,1899/12/30 00:00:00+00,{307A7133-031E-400C-9DE3-C9C0D18C7419},45502.635523082,108089640.469681
1467,6019.0,Tucker Flat,14254.09418215,AZ,G01000,AZG01000,AZ06019,1899/12/30 00:00:00+00,{CDCAADB5-9C6F-4B5B-80AD-CD8E939AA6A6},52804.0005862767,57684272.5865223
1468,6255.0,St Johns Ranch,14614.94735923,AZ,G01000,AZG01000,AZ06255,1899/12/30 00:00:00+00,{1CFFBC84-4433-44A6-8C80-4B463F44738B},43775.6398314768,59144593.5837542
1469,52440.0,"Guadalupe West, AZ",8942.69261002,AZ,G01000,AZG01000,AZ52440,1899/12/30 00:00:00+00,{FE429B5E-CB97-408A-8DCA-A461954F02FE},30050.7774987976,33619391.3206011
1470,51760.0,Royce,116.53184056,AZ,G01000,AZG01000,AZ51760,1899/12/30 00:00:00+00,{09114386-00D1-42EA-9055-EE3CE70C116E},3136.14343183951,471587.627376685
1471,46370.0,Pima,1765.34000908,AZ,G01000,AZG01000,AZ46370,1899/12/30 00:00:00+00,{9C0EB8AB-1277-4E34-BF03-C32305EA3580},11734.3095731963,7144077.55345459
1472,50160.0,Willis,8905.3597906,AZ,G01000,AZG01000,AZ50160,1899/12/30 00:00:00+00,{C1E91995-64BF-49DF-BD70-CE9AE6409C70},30431.6916380542,36038712.4623839
1473,51290.0,East Canyon,1778.66749546,AZ,G01000,AZG01000,AZ51290,1899/12/30 00:00:00+00,{6205BB83-5A63-42AC-A142-D8CBF59EA001},10823.99423992,7198011.97732016
1474,51050.0,Ash Peak,13520.91066602,AZ,G01000,AZG01000,AZ51050,1899/12/30 00:00:00+00,{FD9CAE3E-1C0D-4799-AA2D-ED7B2C90EAC4},35870.0088733736,54717184.1654904
1475,6087.0,Potato Wash,75426.73157414,AZ,G01000,AZG01000,AZ06087,1899/12/30 00:00:00+00,{3B8032FE-4A9B-4392-BE3D-34C21D87C656},147930.867164302,305241153.091444
1477,50610.0,Little Doubtful,2874.99077292,AZ,G01000,AZG01000,AZ50610,1899/12/30 00:00:00+00,{BA038E9E-AB5F-406F-9F50-08C10D6699D1},17764.8116842254,11634674.8737171
1478,52070.0,Boss,8442.8210897,AZ,G01000,AZG01000,AZ52070,1899/12/30 00:00:00+00,{C0D5E074-C6BB-4B05-9B87-21EC25A36452},29107.3554572284,34166884.7500166
1479,46400.0,West Spear Ranch,18839.80384195,AZ,G01000,AZG01000,AZ46400,1899/12/30 00:00:00+00,{C8CFE464-7CE0-4DF5-98FD-F85D20408A45},40161.403570014,76241981.1745696
1481,51310.0,Rough Mtn,18192.96613556,AZ,G01000,AZG01000,AZ51310,1899/12/30 00:00:00+00,{E8B5DEB8-A8EB-439A-AA32-A491E10DA9F5},53038.0691186006,73624321.8481927
1482,6179.0,Monument Hill,15761.84920614,AZ,G01000,AZG01000,AZ06179,1899/12/30 00:00:00+00,{34E14E87-E61D-49D9-B7DE-481478179393},42628.1091325744,63785940.6887757
1484,51570.0,Midway,6128.35738212,AZ,G01000,AZG01000,AZ51570,1899/12/30 00:00:00+00,{E510A0D3-77F0-46D9-8D7C-C83356C7B132},25390.4571447535,24800582.5714905
1485,54040.0,Starlight,11172.94439663,AZ,G01000,AZG01000,AZ54040,1899/12/30 00:00:00+00,{FDBD953F-000C-425E-A91D-0CE45C52DFAE},38425.3751677037,45215301.7886306
