OBJECTID,ALLOT_NO,ALLOT_NAME,GIS_ACRES,ADMIN_ST,ADM_OFC_CD,ADM_UNIT_CD,ST_ALLOT,ACTIVE_DT,GlobalID,Shape__Length,Shape__Area
1486,51160.0,Midway Canyon,5919.36735417,AZ,G01000,AZG01000,AZ51160,1899/12/30 00:00:00+00,{646A767F-F996-4AB1-BFF4-8BFD27B5EB5D},23565.296088767,23954829.793759
1487,46170.0,Bullgap Community,8659.05211617,AZ,G01000,AZG01000,AZ46170,1899/12/30 00:00:00+00,{D8DAC04B-1A69-4383-8429-89D6431D3CB3},33387.682832915,35041940.6681996
1488,46110.0,Skinner Community,1347.42945713,AZ,G01000,AZG01000,AZ46110,1899/12/30 00:00:00+00,{47332AE5-5061-428E-AE89-D9F0E499246F},11136.2525772872,5452853.5523154
1489,46190.0,Geronimo,1341.72753509,AZ,G01000,AZG01000,AZ46190,1899/12/30 00:00:00+00,{7FEBA53D-DBB1-4616-91FA-EDCA430E307F},16367.9351941628,5429778.69250294
1490,6241.0,Lithodendron Wash,38236.36886914,AZ,G01000,AZG01000,AZ06241,1899/12/30 00:00:00+00,{6514BE89-F05D-4ADE-AF02-5CD2AFB20BF3},70931.0143626315,154737094.927346
1491,46250.0,South Fort Thomas,537.07903634,AZ,G01000,AZG01000,AZ46250,1899/12/30 00:00:00+00,{4D734F94-D936-45CD-AAAE-499FB9C4798D},7395.09824952325,2173481.74753446
1492,51690.0,Gripe,975.12673955,AZ,G01000,AZG01000,AZ51690,1899/12/30 00:00:00+00,{92E88C90-BB05-4435-9F47-B6555854E837},9884.14895133679,3946197.90861377
1493,51410.0,Siphon Canyon,1277.33636968,AZ,G01000,AZG01000,AZ51410,1899/12/30 00:00:00+00,{8A7F4E2E-5881-44C1-8ED1-1F2CDB20A718},9278.06775185032,5169196.89122062
1494,40340.0,Guthrie Peak,5678.3712468,AZ,G01000,AZG01000,AZ40340,1899/12/30 00:00:00+00,{40AC7635-339E-4EA7-B6CE-C78F60771F55},33415.0611308162,22979553.1488931
1495,6176.0,Puerco Ridge,10640.49291867,AZ,G01000,AZG01000,AZ06176,1899/12/30 00:00:00+00,{7FD5AAA4-3216-46EA-983D-3236E1AA365B},30102.8613229164,43060547.105412
1496,46310.0,Spenazuma,6040.90744123,AZ,G01000,AZG01000,AZ46310,1899/12/30 00:00:00+00,{4554BAA9-2DFA-44FF-9928-8D31E6C8AB33},21448.3318865329,24446685.0756725
1497,46360.0,Bear Spring,3101.83544543,AZ,G01000,AZG01000,AZ46360,1899/12/30 00:00:00+00,{FCC78B7D-B212-4B04-A995-F359DC818588},17121.5060386601,12552682.6935853
1498,1781.0,Long H Ranch,24044.86526114,AZ,G01000,AZG01000,AZ01781,1899/12/30 00:00:00+00,{302CC2B5-211E-4D79-88A9-FDCAE85571B9},44912.2046808164,97306117.4077923
1500,6049.0,Milky Wash,6064.84238077,AZ,G01000,AZG01000,AZ06049,1899/12/30 00:00:00+00,{BEEAC381-7FB3-46B1-AC2D-7D8846032193},21630.8119118573,24543546.33946
1501,52750.0,George Rogers Allot.,7186.81530174,AZ,G01000,AZG01000,AZ52750,1899/12/30 00:00:00+00,{91B64CE8-0EFD-44F4-9B84-CE9EB8FDCA88},30322.3956424449,29084009.6604411
1502,45300.0,Brandenburg Mtn,2825.75686909,AZ,G01000,AZG01000,AZ45300,1899/12/30 00:00:00+00,{D46BC009-EBAF-4C05-8BBC-721FE1AA3E0E},19841.5953748669,11435432.3338013
1503,40110.0,Zorilla,15785.47543594,AZ,G01000,AZG01000,AZ40110,1899/12/30 00:00:00+00,{13B6EF26-B0E6-4441-AD7E-1F1795695F07},48140.2606704734,63881552.6485719
1504,51510.0,Clayton,3832.72252139,AZ,G01000,AZG01000,AZ51510,1899/12/30 00:00:00+00,{9E1AC14B-27E4-4E62-A3C7-6940E9EFC4EF},16153.7153844581,15510477.7509548
1505,6079.0,Cottonwood Wash,39994.42542724,AZ,G01000,AZG01000,AZ06079,1899/12/30 00:00:00+00,{C8349CFC-8DBC-4BE4-A366-A820F9CFDBAE},97000.4961819823,161851697.400417
1506,40140.0,Gila,3490.69131305,AZ,G01000,AZG01000,AZ40140,1899/12/30 00:00:00+00,{B92B1632-4A20-4A30-9093-6CD5389C2FE8},17313.5001738251,14126326.5588191
1507,6106.0,Black Mesa,52004.12511722,AZ,G01000,AZG01000,AZ06106,1899/12/30 00:00:00+00,{520D53CB-12BF-48D7-B2E4-9AD050FE598B},70074.5092303473,210453227.721915
1508,51090.0,Van Gausig,10504.39672216,AZ,G01000,AZG01000,AZ51090,1899/12/30 00:00:00+00,{E83CD179-7801-4F13-ACF7-171479845CF5},41616.1254761559,42509785.3384942
1509,51790.0,Willow,6294.19277074,AZ,G01000,AZG01000,AZ51790,1899/12/30 00:00:00+00,{6EB840AF-BF11-4814-B500-4FFCE51C9087},24239.3141730871,25471694.4380976
1510,46290.0,Cobre Grande,670.57172198,AZ,G01000,AZG01000,AZ46290,1899/12/30 00:00:00+00,{8E899BB3-3766-47EA-8FCE-483D2AE901CD},9088.88828457678,2713707.47977244
1511,6070.0,Big Hollow Wash,14058.5255143,AZ,G01000,AZG01000,AZ06070,1899/12/30 00:00:00+00,{8D1C500F-4CF2-49B4-A6C6-8F86595DD766},34110.8950865577,56892834.2670119
1513,46350.0,Oso Largo,2070.8229459,AZ,G01000,AZG01000,AZ46350,1899/12/30 00:00:00+00,{FBCF3B29-450E-4242-86CA-1E18C0A8E490},12375.8711654787,8380323.13826398
1514,50430.0,China Camp,7858.73705498,AZ,G01000,AZG01000,AZ50430,1899/12/30 00:00:00+00,{067B3316-1E60-4319-9258-44B9ED0D017F},39260.3725950047,31803180.5228982
1515,45250.0,Laurel Canyon,5167.52434777,AZ,G01000,AZG01000,AZ45250,1899/12/30 00:00:00+00,{575E595A-812B-40BE-8485-1A4B449CFB12},20234.3643127441,20912229.0946654
1516,6250.0,New Lake,3972.33051534,AZ,G01000,AZG01000,AZ06250,1899/12/30 00:00:00+00,{ABA0B0B6-B33A-4FBE-9038-EC98A450C4CA},17184.4381835482,16075451.2578811
1517,6047.0,F Bar,4904.10233645,AZ,G01000,AZG01000,AZ06047,1899/12/30 00:00:00+00,{040C1BC4-39BA-41DB-BB45-70AD103CD059},47425.3953372148,19846198.0363824
1518,52930.0,Towens,2159.12387217,AZ,G01000,AZG01000,AZ52930,1899/12/30 00:00:00+00,{93F2A136-533D-422C-AC4A-C9DD48EA9210},16490.5947111274,8737664.30883924
1519,46280.0,White Spring,1670.84085453,AZ,G01000,AZG01000,AZ46280,1899/12/30 00:00:00+00,{66C0B600-423D-411A-BCD1-76A2E0379157},12575.5683141886,6761653.04294689
1520,46230.0,Benchmark,355.14267172,AZ,G01000,AZG01000,AZ46230,1899/12/30 00:00:00+00,{9C4A58E1-D768-4874-A9D8-1A3DEEF034D7},5671.96535916636,1437211.40193587
1521,6052.0,The Divide,11091.44367391,AZ,G01000,AZG01000,AZ06052,1899/12/30 00:00:00+00,{0F411806-B97F-42EF-B285-272D59618A32},49781.2953143645,44885480.0654412
1522,6091.0,Leroux Wash,35970.14563894,AZ,G01000,AZG01000,AZ06091,1899/12/30 00:00:00+00,{7E0E3373-FE8C-4A3F-9488-1FEAB40E14F7},59650.4449567847,145566014.893598
1524,50350.0,Sheldon Mtn.,16446.3165325,AZ,G01000,AZG01000,AZ50350,1899/12/30 00:00:00+00,{519CDDDA-603A-487D-A389-61B10AB0E4BC},37516.4278423247,66555881.6843545
1525,6037.0,Dry Lake,19498.1927918,AZ,G01000,AZG01000,AZ06037,1899/12/30 00:00:00+00,{7D485EC9-95CF-45FC-B15C-350AA3587968},45305.6279102573,78906386.724702
1526,6242.0,Silver Creek,21809.92532947,AZ,G01000,AZG01000,AZ06242,1899/12/30 00:00:00+00,{2E9D8C87-EB4C-465A-BDF6-10DDC615CC76},39484.4200987522,88261636.391645
1528,40100.0,Smuggler Peak,9238.33764396,AZ,G01000,AZG01000,AZ40100,1899/12/30 00:00:00+00,{D24A5A79-CFCC-41A8-BD6F-A65A3C3EB244},35560.7738445964,37386226.0267592
1529,51350.0,Shop,155.37710354,AZ,G01000,AZG01000,AZ51350,1899/12/30 00:00:00+00,{0A043979-7241-4468-9CCC-FC6279233B30},3168.30666681233,628788.829343075
1530,52380.0,Buckhorn Ranch,717.5601945,AZ,G01000,AZG01000,AZ52380,1899/12/30 00:00:00+00,{397BE7D2-1E67-4D6B-899E-7642C394F70C},6928.38309343993,2903863.08156505
1531,6228.0,Flint Knoll,24819.74612236,AZ,G01000,AZG01000,AZ06228,1899/12/30 00:00:00+00,{3883257F-9E7C-4212-B017-9058056C384C},89116.316797153,100441948.997632
1532,51080.0,Tanque,68886.41815711,AZ,G01000,AZG01000,AZ51080,1899/12/30 00:00:00+00,{016F35B6-F235-40B1-BF9D-788838C4DDA9},93716.4107133427,278773443.735231
1533,6189.0,Seven Springs Ranch,14254.89986617,AZ,G01000,AZG01000,AZ06189,1899/12/30 00:00:00+00,{90B31E27-CFCF-4C17-99DF-B25B024B14B6},36513.4459835107,57687533.0740671
1534,40320.0,Yuma Wash,14959.5701693,AZ,G01000,AZG01000,AZ40320,1899/12/30 00:00:00+00,{60842742-6135-4797-B741-A4A4C0478E10},59980.2878384466,60539232.6159715
1535,51280.0,Simmons Peak,5295.61792864,AZ,G01000,AZG01000,AZ51280,1899/12/30 00:00:00+00,{D187F3D6-484C-4D3E-B905-91CC3DBAF3D4},21828.053816812,18548438.883451
1536,6058.0,Pink Cliffs,58506.74253764,AZ,G01000,AZG01000,AZ06058,1899/12/30 00:00:00+00,{97D55799-2DDC-4E21-8435-7B4F2B92C694},122908.77428668,236768386.792159
1537,6008.0,Ramsey Slide,99888.42984626,AZ,G01000,AZG01000,AZ06008,1899/12/30 00:00:00+00,{A027F8DF-A7F9-4102-AAF0-20C3DB97621D},187749.636162004,404234133.846778
1538,1800.0,Goodwater,24906.31812244,AZ,G01000,AZG01000,AZ01800,1899/12/30 00:00:00+00,{3C261C7E-A10A-43F0-8642-E95F0D386D46},63192.06438251,100792293.45212
1539,6140.0,Cerro Hueco,9262.37022924,AZ,G01000,AZG01000,AZ06140,1899/12/30 00:00:00+00,{C78D3D40-FCB1-4D1B-8379-BE8614DC3F9C},33636.1665703055,37483482.4488617
1541,51730.0,Dankworth,174.7752628,AZ,G01000,AZG01000,AZ51730,1899/12/30 00:00:00+00,{05DD343C-F702-446A-8A69-2D62BBE985E9},3769.41981961109,707290.394747085
1542,40230.0,Buck Canyon,7110.81141618,AZ,G01000,AZG01000,AZ40230,1899/12/30 00:00:00+00,{FE24B664-F426-4443-AD85-85AFCC5AC3E1},41384.3693022586,28776432.8480537
1543,51100.0,Badger Den,49046.97725576,AZ,G01000,AZG01000,AZ51100,1899/12/30 00:00:00+00,{66041A87-7DB3-4814-8192-6215B4D6CACE},85522.1061261248,198486074.906785
1544,6064.0,Lost Tank Canyon,67948.06272889,AZ,G01000,AZG01000,AZ06064,1899/12/30 00:00:00+00,{55C0F9A7-5805-4DE6-9EC6-AC274A0F722C},104929.728053479,274976054.044059
1545,45210.0,Aravaipa South,11651.64210935,AZ,G01000,AZG01000,AZ45210,1899/12/30 00:00:00+00,{8A2E4D32-8BA7-48F3-9752-F0CB3F4C4629},40304.6139777097,47152522.7017296
1546,46200.0,Cup,4987.14193929,AZ,G01000,AZG01000,AZ46200,1899/12/30 00:00:00+00,{E5AD455B-D383-49B8-B58A-224901FE7A11},26866.1827501775,20182247.3864363
1547,40010.0,Metcalf,33496.5378876,AZ,G01000,AZG01000,AZ40010,1899/12/30 00:00:00+00,{03F8C947-598B-4191-80C3-64E8199EB15E},74025.1269368336,135555679.478613
1548,6114.0,Chevelon Creek North,14392.0428039,AZ,G01000,AZG01000,AZ06114,1899/12/30 00:00:00+00,{5E34C401-5F3E-4D7D-9BCC-2BE8AAA67678},46300.9353129172,58242530.8524267
1549,51620.0,Red Mountain,4202.5497615,AZ,G01000,AZG01000,AZ51620,1899/12/30 00:00:00+00,{4851C9DE-3C34-431F-9123-A86A7B4DCCC4},25275.8070047716,17007115.4927887
1550,6237.0,Aztec,6274.51914923,AZ,G01000,AZG01000,AZ06237,1899/12/30 00:00:00+00,{D92624E1-9F26-4A8A-AE5F-7A92BD40C448},23499.7552608964,25392078.1165163
1551,40220.0,County Line,8923.60966021,AZ,G01000,AZG01000,AZ40220,1899/12/30 00:00:00+00,{8BD47A2B-0E9F-4CDB-B577-D6182A02C5A9},34120.6087598338,36112567.064422
1552,45370.0,Copper Creek,18635.78085414,AZ,G01000,AZG01000,AZ45370,1899/12/30 00:00:00+00,{778703F7-5356-4B0D-8838-38CD6FE56C25},46183.888742194,75416329.4360049
1554,6157.0,St Johns Wash,19477.88470043,AZ,G01000,AZG01000,AZ06157,1899/12/30 00:00:00+00,{11CA88C5-25FD-486F-AEA8-90B6B705DA47},44794.8908460743,78824202.7946934
1555,6178.0,Bar A,15177.43076174,AZ,G01000,AZG01000,AZ06178,1899/12/30 00:00:00+00,{223EABC9-8001-4EF9-BB5D-D7E9A6D850DE},37343.1516773084,61420883.1536884
1556,46180.0,Turtle Mountain,19772.71206458,AZ,G01000,AZG01000,AZ46180,1899/12/30 00:00:00+00,{9B6A40CC-A98C-4774-86C0-A26733975ADD},47903.2965620025,80017326.8068132
1557,51610.0,Rodeo River,671.48003327,AZ,G01000,AZG01000,AZ51610,1899/12/30 00:00:00+00,{6C62A2E5-6455-477B-B10E-B821FEC72CA5},9323.95330143238,2717383.28516258
1558,50370.0,Willow Mountain,9284.61171898,AZ,G01000,AZG01000,AZ50370,1899/12/30 00:00:00+00,{77A3C10B-D1CF-4071-A5DA-057E8DAEF4BC},28828.2894049256,37573490.5644439
1559,51810.0,Hackberry,79420.75079765,AZ,G01000,AZG01000,AZ51810,1899/12/30 00:00:00+00,{4E411767-F3AF-427E-95DC-B0958AE28359},81398.8739053915,321404375.437292
1560,50440.0,Saddleback Mt,29209.06241048,AZ,G01000,AZG01000,AZ50440,1899/12/30 00:00:00+00,{AB851DA4-0E12-4B69-84BE-8CC7E23A8A36},87547.3858023709,118204881.808133
1561,51360.0,Oil Well,9497.26920896,AZ,G01000,AZG01000,AZ51360,1899/12/30 00:00:00+00,{BC5710E2-5E00-4EC5-A582-968DC965B023},39778.831530581,38434084.8935451
1562,6231.0,Lyman Lake South,4125.69221866,AZ,G01000,AZG01000,AZ06231,1899/12/30 00:00:00+00,{B223AA7A-599E-4C42-8B21-62C926047071},24091.6918379793,16696084.0519184
1563,51600.0,Cave Creek,10727.24956418,AZ,G01000,AZG01000,AZ51600,1899/12/30 00:00:00+00,{A790ED6B-BFEB-4A41-BB67-828DF38E159D},30451.753692905,43411638.793493
1564,46240.0,North Ft. Thomas Com,1701.52983208,AZ,G01000,AZG01000,AZ46240,1899/12/30 00:00:00+00,{DD59E038-93D0-4BD3-931B-23E88A2610F1},13194.9935699771,6885846.92885192
1565,6159.0,Little Reservoir,31358.51302583,AZ,G01000,AZG01000,AZ06159,1899/12/30 00:00:00+00,{5F55E448-95E1-42CF-AB62-1EE929F10676},85656.812187189,126903399.835473
1566,6073.0,Apache Butte,23101.10743172,AZ,G01000,AZG01000,AZ06073,1899/12/30 00:00:00+00,{02D151A4-87B9-4B75-851F-8C9CE418EE87},64398.5726257281,93486864.9745903
1567,6096.0,Zion,3433.14918034,AZ,G01000,AZG01000,AZ06096,1899/12/30 00:00:00+00,{61B4B575-B68D-4323-8940-BDD700AF35DC},17754.5995188507,13893461.8095042
1568,46070.0,Billingsley Creek,542.06329039,AZ,G01000,AZG01000,AZ46070,1899/12/30 00:00:00+00,{79F5C695-091A-4165-A227-2DB467B20C20},8291.90070321059,2193652.30804224
1569,52490.0,Swiss Helm,11995.82324861,AZ,G01000,AZG01000,AZ52490,1899/12/30 00:00:00+00,{BEFD054B-B164-48F6-88A8-A07C90FF6B49},38716.775636475,48545374.3555986
1570,52730.0,Roger Riggs Allot.,6027.59216675,AZ,G01000,AZG01000,AZ52730,1899/12/30 00:00:00+00,{CFCD7C59-8630-4176-A268-C55A1EC2AB2F},26108.355277568,24392800.0716245
1571,46120.0,Rest Haven,2279.24067877,AZ,G01000,AZG01000,AZ46120,1899/12/30 00:00:00+00,{1920D688-5D89-4C2E-A6F0-2D81280F5FE9},15238.2099042233,9223759.77909097
1572,6170.0,Zuni Concho,14562.86355715,AZ,G01000,AZG01000,AZ06170,1899/12/30 00:00:00+00,{EB0C4BAA-2A36-4670-8EBF-82AE4F978CD8},36335.8515803002,58933817.914783
1573,6195.0,Surprise Valley,44709.66265482,AZ,G01000,AZG01000,AZ06195,1899/12/30 00:00:00+00,{62D7F0FD-5C6A-4844-AD64-3C9C5B5E31B4},69718.8274291981,180933585.458012
1574,46210.0,Alkali,3818.0277011,AZ,G01000,AZG01000,AZ46210,1899/12/30 00:00:00+00,{C76796A0-FC8D-444D-9D3D-DE3731474A99},19131.2829334364,15451009.9231174
1575,52370.0,Glen,6925.65641794,AZ,G01000,AZG01000,AZ52370,1899/12/30 00:00:00+00,{A14AAC50-FC43-4503-AE85-49052DDB4B6C},24218.7653772002,28027137.1542751
1576,51380.0,Vanar,20594.95193091,AZ,G01000,AZG01000,AZ51380,1899/12/30 00:00:00+00,{599EC836-6100-4242-9393-FAC8104F9821},52609.4452198365,83344813.4906157
1577,52790.0,Ronald Searle Allot.,9063.55360912,AZ,G01000,AZG01000,AZ52790,1899/12/30 00:00:00+00,{57AD1C65-16A6-4EBB-9D95-DAD9EBCFD53D},33552.6566727639,36678900.1328341
1578,46160.0,Bonita Creek,25630.59928361,AZ,G01000,AZG01000,AZ46160,1899/12/30 00:00:00+00,{6D89041A-08C6-4751-A5BA-70B749DD75F2},76909.0759860041,103723355.320838
1579,52100.0,Adams Ranch,3534.01802713,AZ,G01000,AZG01000,AZ52100,1899/12/30 00:00:00+00,{579C19F1-58A4-4678-BE3F-480E51FFE204},22571.0505434863,14301663.5499485
1580,52090.0,Silver Creek,16673.77787124,AZ,G01000,AZG01000,AZ52090,1899/12/30 00:00:00+00,{B5B62BDB-3CFB-4B0F-AAD7-DB48796B09AC},61887.1525811181,67476385.0639009
1581,6214.0,Phoenix Park Wash,5607.35184987,AZ,G01000,AZG01000,AZ06214,1899/12/30 00:00:00+00,{FAB566EC-42DD-465B-B179-6171EB90802A},22589.9160008476,22692147.8463207
1582,6214.0,Phoenix Park Wash,4296.84143787,AZ,G01000,AZG01000,AZ06214,1899/12/30 00:00:00+00,{85A81170-29DF-4B43-AFA0-6744A5C365D4},25195.0476588042,17388700.3688738
1583,51230.0,Saltbush,518.63672921,AZ,G01000,AZG01000,AZ51230,1899/12/30 00:00:00+00,{87EBA15B-B661-44E0-A507-DE80179CCAA8},8367.07494394112,2098848.3785028
1584,46130.0,Lone Star,30359.44045244,AZ,G01000,AZG01000,AZ46130,1899/12/30 00:00:00+00,{410F3DE5-798C-43D1-9271-298F484423D0},62092.8274832269,122860296.575413
1585,54120.0,Mcgoffin,1283.93544437,AZ,G01000,AZG01000,AZ54120,1899/12/30 00:00:00+00,{4A426079-96F2-4085-9F3B-CC6AA8FE231C},11608.3283885577,5195902.39900197
1586,51140.0,Fan,8923.0835021,AZ,G01000,AZG01000,AZ51140,1899/12/30 00:00:00+00,{EB8C0F52-881E-4DCC-97AA-AE4640781D4A},25288.5178788351,36110437.7780681
1588,52760.0,Myrl Roll Allotment,3702.79115179,AZ,G01000,AZG01000,AZ52760,1899/12/30 00:00:00+00,{8909B4CE-4DC9-4599-9EA8-DCAC277B5727},31375.1080082545,14984663.9332285
1589,6092.0,Digger Wash,63790.46913177,AZ,G01000,AZG01000,AZ06092,1899/12/30 00:00:00+00,{95CC0568-A890-4ABC-8F9B-007754677672},126697.705609962,258150869.693806
1590,46390.0,Mud Hollow,290.06950615,AZ,G01000,AZG01000,AZ46390,1899/12/30 00:00:00+00,{D7E63095-189F-4359-B15C-76C3D08ABEBE},4903.02989935222,1173869.64391668
1591,6081.0,Zuni Wash,20689.06370376,AZ,G01000,AZG01000,AZ06081,1899/12/30 00:00:00+00,{FB2306E2-A27C-4C1C-ACB9-AFA3FFDF9417},54864.552974884,83725670.3230019
1592,51150.0,Joy Valley,54540.8411473,AZ,G01000,AZG01000,AZ51150,1899/12/30 00:00:00+00,{B6D43677-E473-4F7B-B1B2-16285EA7D84F},90665.0318479041,220718953.280056
1593,44090.0,C-Spear Ranch,9966.30412361,AZ,G01000,AZG01000,AZ44090,1899/12/30 00:00:00+00,{C2896986-B1DC-41BD-B470-6BA2E7A6B8AF},40847.7082299176,40332201.8502154
1595,51190.0,Flying W,5488.2709432,AZ,G01000,AZG01000,AZ51190,1899/12/30 00:00:00+00,{323B40F5-7883-47B3-B2D3-278C07D63CAD},25452.8220121613,22210244.5143731
1596,46150.0,Johnny Creek,23426.18100968,AZ,G01000,AZG01000,AZ46150,1899/12/30 00:00:00+00,{C3C183F0-BF2C-4658-8DBD-9D5DFB77EE87},43615.2884765219,94802391.071333
1597,6071.0,Wildcat Creek,31055.29514796,AZ,G01000,AZG01000,AZ06071,1899/12/30 00:00:00+00,{1E9968DB-0DB2-436D-8802-48C2C1878564},79623.2657040592,125676320.619049
1598,52860.0,Wiegand,1846.99587188,AZ,G01000,AZG01000,AZ52860,1899/12/30 00:00:00+00,{3A46E971-D0C6-4194-A487-F21C9D937502},13069.1557135865,7474527.10626778
1599,40210.0,Twin C.,11424.60702684,AZ,G01000,AZG01000,AZ40210,1899/12/30 00:00:00+00,{D1D3EDDB-134F-4C3E-AF84-4FB9A9DA0361},46490.9164392683,46233744.3199575
1600,44020.0,Soza Mesa,7023.3952621,AZ,G01000,AZG01000,AZ44020,1899/12/30 00:00:00+00,{69AB5BB8-BA2C-491D-8211-3B99909EBA15},32686.4448711738,28422672.2235022
1601,46380.0,Mesa,721.74762966,AZ,G01000,AZG01000,AZ46380,1899/12/30 00:00:00+00,{3C4164BC-787B-41DC-A522-466057206E7A},7019.8104451409,2920809.03045814
1602,51180.0,Murchison,53090.81511139,AZ,G01000,AZG01000,AZ51180,1899/12/30 00:00:00+00,{998E405D-30DD-4B39-850C-E942AE217FBE},70585.6105180776,214850906.10399
1603,6086.0,Woodruff Butte,9538.12547138,AZ,G01000,AZG01000,AZ06086,1899/12/30 00:00:00+00,{1B98F235-20CF-4C37-B004-D92622FB079D},34216.2915148027,38599424.321515
1604,51430.0,HYL,12137.42867218,AZ,G01000,AZG01000,AZ51430,1899/12/30 00:00:00+00,{EC574517-C653-4D48-AFF7-A584540A29A6},50136.9689557071,49118431.1734406
1605,6232.0,Little Colorado Riv.,2897.65345197,AZ,G01000,AZG01000,AZ06232,1899/12/30 00:00:00+00,{1F2AE54A-ACAD-4145-9CA8-B8DCEDF49238},24489.0664011102,11726387.4819808
1606,52160.0,Pat Hills,2628.31804727,AZ,G01000,AZG01000,AZ52160,1899/12/30 00:00:00+00,{F0209F3A-08D4-4807-89B9-2C76521BA220},17959.5571967853,10636425.7697018
1607,6252.0,Mud Springs,7086.67207693,AZ,G01000,AZG01000,AZ06252,1899/12/30 00:00:00+00,{3C06907E-5534-4CA6-A87F-76306E5CBCA0},22841.1768043949,28678744.4079601
1608,6149.0,Pipeline,10387.97438898,AZ,G01000,AZG01000,AZ06149,1899/12/30 00:00:00+00,{7DAD57DA-F8A2-4F93-A525-17FE58BC80D2},41156.2830036083,42038640.8717834
1609,6160.0,Carrizo Wash East,2035.38780305,AZ,G01000,AZG01000,AZ06160,1899/12/30 00:00:00+00,{6622253C-E9DB-43BD-8C2B-0A8037661670},16447.7060399027,8236922.20286567
1610,51640.0,Red Wing Ranch,6724.58396168,AZ,G01000,AZG01000,AZ51640,1899/12/30 00:00:00+00,{23F3B07D-CDA0-49D7-B79E-A8CFAC19ED8D},27898.4187220173,27213425.7933042
1611,51400.0,Ivanhoe,6512.66913766,AZ,G01000,AZG01000,AZ51400,1899/12/30 00:00:00+00,{A04D07A6-2ECC-48A0-A616-ECAA68571656},28090.4021605987,26355836.9267107
1613,45200.0,Dry Camp,12753.22386791,AZ,G01000,AZG01000,AZ45200,1899/12/30 00:00:00+00,{4D13B2CC-14DF-424D-8BBA-60A4CBD8B088},35750.3311451463,51610465.9161419
1614,46340.0,White House,23189.65637053,AZ,G01000,AZG01000,AZ46340,1899/12/30 00:00:00+00,{F5FC369C-B463-47DD-BE9C-7B97A69F0A75},60628.0713571427,93845209.8163265
1615,46040.0,Day Mine,55611.49046085,AZ,G01000,AZG01000,AZ46040,1899/12/30 00:00:00+00,{F990BDF1-54AF-4FC9-AB5D-1841F8FFFA2E},72334.6510990952,225051717.330721
1616,45290.0,South Rim,41154.13579133,AZ,G01000,AZG01000,AZ45290,1899/12/30 00:00:00+00,{963803F7-357D-400E-8A77-9C7CE58491B7},80584.4601850858,166544878.735471
1617,52430.0,Husband,7350.20140795,AZ,G01000,AZG01000,AZ52430,1899/12/30 00:00:00+00,{BBF6D167-E6FD-493D-BBBB-7AE663082BBA},26114.2859445894,29745209.7737134
1618,52180.0,Bidigin,3686.3027003,AZ,G01000,AZG01000,AZ52180,1899/12/30 00:00:00+00,{E9B89DB8-119E-42DD-A0F7-AAE371E4265F},25667.5752127076,14917937.7576327
1619,46760.0,Amphitheatre,242.02954991,AZ,G01000,AZG01000,AZ46760,1899/12/30 00:00:00+00,{A258FD9B-8BD2-4731-8D1C-E2A9484C1725},4080.80241577925,979458.838456075
1620,46260.0,Red Knolls,1542.09346441,AZ,G01000,AZG01000,AZ46260,1899/12/30 00:00:00+00,{BDAD64C4-72FA-4736-BFD1-E04C836C8AEF},13954.3234364894,6240630.84038918
1621,51320.0,Happy Camp,2248.43733396,AZ,G01000,AZG01000,AZ51320,1899/12/30 00:00:00+00,{E6A53265-127D-41DE-8440-829012D01AF4},13317.1669529269,9099103.06528595
1623,40050.0,Red Hickey Hills,5495.70268243,AZ,G01000,AZG01000,AZ40050,1899/12/30 00:00:00+00,{F254455C-CA61-4D52-85C3-99202637E7EA},26239.019628636,22240319.6959908
1624,6190.0,Zuni Wash Bridge,10013.04440684,AZ,G01000,AZG01000,AZ06190,1899/12/30 00:00:00+00,{21B3892C-AFA9-4F1A-BEB7-24A83CA4DDAE},29864.6195531064,40521353.0655962
1627,51800.0,Muskhog,1432.2545908,AZ,G01000,AZG01000,AZ51800,1899/12/30 00:00:00+00,{86B1D9B7-3059-4EA8-87FC-BB16E26DED34},9691.20592828252,5796128.68928265
1628,51420.0,Nine Mile,1544.47222026,AZ,G01000,AZG01000,AZ51420,1899/12/30 00:00:00+00,{BCB75AA4-5A95-4F39-AC8C-BA55CD296106},12387.8345958234,6250257.32377523
1630,6158.0,Little Electric,66171.13570887,AZ,G01000,AZG01000,AZ06158,1899/12/30 00:00:00+00,{E78E950A-7941-4CB9-8F1B-2CAE26204730},114283.221971818,267785085.520942
1631,6074.0,Flying Butte,49900.3705976,AZ,G01000,AZG01000,AZ06074,1899/12/30 00:00:00+00,{A1F870CE-410F-47E9-9135-36B559C67538},68661.786866435,201939635.233051
1632,51240.0,San Simon,1362.2441184,AZ,G01000,AZG01000,AZ51240,1899/12/30 00:00:00+00,{BED34DC7-4F45-4941-984F-99848570EFAF},12856.2357337532,5512806.35944355
1633,40310.0,San Jose Community,3845.09650076,AZ,G01000,AZG01000,AZ40310,1899/12/30 00:00:00+00,{F199D45B-6B4D-45F8-B4D0-C7CA7C47893D},17308.6088310825,15560553.4688331
1634,46300.0,Black Rock,3537.91512883,AZ,G01000,AZG01000,AZ46300,1899/12/30 00:00:00+00,{798308CE-A582-4020-A973-FE773E358186},17222.3900698465,14317434.5610026
