X,Y,OBJECTID,RIPS_num,RIPS_name,allot_num,allot_name,NEPA_num,improve_subtype,improve_type,admin_st_code,admin_unit_code,maint_respone,est_year,last_insp_date,GlobalID,COORD_SRC_TYPE,ACCURACY_FT,created_date,last_edited_date,TempPurpose,RIPS_num_legacy,Old_GUID,Comment_cnt
441884.7855,4149348.5218,6,254546,Sixmile Rd. Cattle Guard,14117,Tobin Creek,,0.0,,CO,COF03000,BLM,,,{8300A8BD-DE25-4886-9889-990A32B3FEB2},IMG,200.0,2014/09/08 17:07:44+00,2022/09/07 17:22:49+00,,254546,{0D0E11C0-5C6A-42A5-8AE7-495E6DFA9040},
300838.4098,4235888.0689,267,234982,Thomas AMP Spring #2,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{691FA958-C5D5-461C-A9D6-AB3A0AD0D29B},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234982,{ABFD739C-B5C8-4A2F-9D2D-2B4217E3F415},
301687.2162,4235708.115,268,234983,Thomas AMP Spring #3,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{8CE2037D-9926-4DD8-9BAB-EE10B6F1A9E9},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234983,{75D4BCDB-9594-403F-9B30-0FD736EBC3F0},
300992.7397,4235622.675,269,234984,Thomas AMP Spring #4,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{19FAA6B1-36CD-4352-A490-EBA71449729A},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234984,{C9A2D0C5-81E3-4ABE-9317-B7EF86992BF7},
300617.6043,4235210.7848,270,234985,Thomas AMP Spring #5,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{D9D4E0B9-DBD9-4507-8A14-6E769ECF0404},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234985,{972977B6-258C-4FD2-9399-B6DD4DD83DD4},
301035.3859,4235179.7053,271,234986,Thomas AMP Spring #6,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{5699B977-B902-4544-8085-DE6C3169F186},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234986,{26263AFE-721F-4ECD-8742-9C78BE70E65A},
300167.7349,4234453.6853,272,234987,Thomas AMP Spring #7,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{C326B72E-FC37-46AB-B1E8-755436DCC3AC},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234987,{17694F7A-8040-4A2B-8B65-460E2F519F87},
300841.6158,4234008.7774,273,234988,Thomas AMP Spring #8,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{429B03E3-6D54-458D-8EB1-BCA7D428B3FD},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234988,{09B58110-C8BB-49E8-A836-BF03342B32CF},
300667.2641,4233471.5892,274,234989,Thomas AMP Spring #9,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{7E022174-47CD-4496-B826-F48AB060BC36},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234989,{4F811C0F-AD19-4579-9014-FF217AB689AD},
300149.6393,4233513.9355,275,234990,Thomas AMP Spring #10,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{1826D39E-93E3-48D6-8F91-B1D9FE08F726},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234990,{FE51B325-D1A6-4887-8690-3C34F6124AB6},
300466.5968,4232928.9356,276,234994,Thomas AMP Spring #14,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{498C59AF-1358-4833-969D-34DC245E947F},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234994,{A74C2533-B879-4E05-ACD7-F0DBFE0F7F72},
300736.3116,4232837.8736,277,234993,Thomas AMP Spring #13,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{BFB7C12F-0A92-41E1-843E-EC2C29EC2D66},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234993,{40BDA262-06FB-4D2E-A855-A9ABFA298F73},
300835.333,4233094.0423,278,234992,Thomas AMP Spring #12,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{95E86309-0005-49E1-A131-4D83412681BC},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234992,{769DD78D-7A37-4D6A-901D-8B1764476316},
301119.7762,4232979.0964,279,234991,Thomas AMP Spring #11,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{F84AE379-F0E1-4355-851A-B59F16F8EBA2},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234991,{E38CB914-932F-425A-9A6B-0AC6998690D7},
302925.1885,4232928.9326,280,220558,Valley Forge Check Dam,06105,Yeager Gulch,,6.0,OTHER,CO,COS06000,,,,{CB565D7D-C322-4DDA-B71C-F4865672A43B},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230558,{AB1E8860-6C5E-4942-AE04-8EF27DE279A7},78.0
302792.7213,4233032.4323,281,220558,Valley Forge Check Dam,06105,Yeager Gulch,,6.0,OTHER,CO,COS06000,,,,{A967A047-1C9B-4C69-9112-5EA08469347D},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230558,{7CFB8D82-6A4C-49EE-BCF6-C1CAE570B12C},78.0
302756.9093,4232899.9305,282,220558,Valley Forge Check Dam,06105,Yeager Gulch,,6.0,OTHER,CO,COS06000,,,,{277667F2-6C2B-4C90-AF6B-6DCCF6586F8C},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230558,{8C3C6C60-C8EC-4682-A83F-7D75CF620EF6},78.0
302635.1921,4232803.4281,283,220558,Valley Forge Check Dam,06105,Yeager Gulch,,6.0,OTHER,CO,COS06000,,,,{C5EB3D31-056C-4379-9594-1FE174E758AE},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230558,{83D40A42-EAC6-460A-97DC-723A4C6D98E1},78.0
302567.1617,4232724.9265,284,234930,,06105,Yeager Gulch,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{767F43E6-44D6-40D2-92AB-726604FD3A9B},UNK,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234930,{04E4EC17-3A8D-4663-8E63-46A7098194DD},
302585.0678,4232649.4258,285,220558,Valley Forge Check Dam,06105,Yeager Gulch,,6.0,OTHER,CO,COS06000,,,,{EE7616AD-EAF0-4B81-B57C-1E6B07AB2FC6},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230558,{7B90D68E-0CD4-48DA-9355-4B1D0D356EDD},78.0
300709.3802,4232243.1289,286,234995,Thomas AMP Spring #15,06103,Indian Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{20B73758-EB8A-40F6-B296-EDD047F2F47D},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234995,{AD73F449-89C0-47B5-8336-934917BFF3E4},
301378.4893,4231517.9008,287,234915,Lake Fork Spring #8,06105,Yeager Gulch,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{73C856CE-2B1D-4E77-A1BF-1D619C9B58F0},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234915,{5E2CE48E-7E36-4ED2-A7A9-096190E92B2E},30.0
301339.0836,4231385.3989,288,234916,Lake Fork Spring #9,06105,Yeager Gulch,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{F4A9E765-2696-4014-83EE-B12D6B1C5ACF},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234916,{2574AA20-23ED-4A67-8A23-8590B3B3F7C2},30.0
300956.0792,4231325.9462,289,234917,Lake Fork Spring #10,06105,Yeager Gulch,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{76F5CCA5-3411-4DA1-B789-3CDA1443C468},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234917,{C676F2BE-8843-4DD7-BCD7-28D0A0A52D6D},
314720.0328,4263283.0795,290,225100,Sapinero Spring #27,06202,Stevens Cr Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{2FE0A75B-C42F-4D37-AEAF-3DFBC500B873},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,235100,{137B50DE-BD10-42BF-8834-16FF8FF8E848},30.0
316411.8539,4262670.0443,291,235101,,06202,Stevens Cr Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{69F87F1F-B6C6-4B1E-A3DB-8B5BC6AF70AB},UNK,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,235101,{8E3B029C-C9B5-4F1D-94B8-AD668EC5B889},
320626.1493,4263087.473,292,235102,Sapinero Spring #29,06204,Stueben Cr,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{060DDBD2-9174-4791-9DE7-1C7ACC63C1E5},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,235102,{371768BB-203D-431D-AB41-5776EE1674D3},30.0
321649.6394,4263187.005,293,235103,Sapinero Spring #30,,,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{C6807E52-611F-404A-83D4-CAD53E1A9387},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,235103,{7992988B-3212-46FC-B720-649F2BE9B007},30.0
324434.981,4260088.5222,294,210566,Sam Little Spring #2,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{7B132A01-D7AF-404B-9E13-FB73B7F22772},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230566,{937290C9-E2BE-45EA-84A8-0C0B95925F6D},37.0
324097.0233,4260032.8914,295,234853,Powderhorn Spring Dev #7,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{67838ABE-962C-4FCE-B218-C128AE0E607C},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234853,{F59B7D44-EB07-432C-A8A9-B57C49647F2E},30.0
322624.6465,4261163.4242,296,234856,Powderhorn Spring Dev #10,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{A108FD9B-7346-4024-A8DD-713BFE30A8AE},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234856,{F33E83DE-4FAD-44DB-BF12-C74EFA4DD293},30.0
322588.9603,4261306.4258,297,230461,Willow Spring,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{2045C8A1-CB4D-4CB2-940C-B9CEDA1DBAE0},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230461,{7345258F-58BA-4B37-BF6E-8742475821E0},30.0
322589.8047,4260798.689,298,234857,Powderhorn Spring Dev #11,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{93D43551-7C78-476A-9629-7B7F614667B7},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234857,{52253EFA-C9F6-4B13-8563-5B7F94352CA1},
321989.7287,4260702.432,299,220544,I-P Retention Dam #4,06125,Iola,,8.0,MANMADE POND OR RESERVOIR,CO,COS06000,,,,{FF068B05-8836-49A7-A340-5D53F3653330},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230544,{8109D6CC-C5E1-406D-A9A0-7ED3804948CA},30.0
322655.4395,4258862.3578,300,234858,Powderhorn Spring Dev #12,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{F701D8E3-9D16-444A-9D77-EFCAEFF1A1AF},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234858,{B0CD84BF-7DAE-4F9B-9FBB-75F073164E43},34.0
322906.687,4258980.9045,301,230572,Spring #77,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{7304A201-3998-40F8-8466-8691C5577083},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230572,{143F46A2-1F62-4E65-809B-EC2C06C0C4B5},30.0
323009.8383,4259148.5148,302,234695,I-P Spring #9,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{8642B105-5DBD-44AA-B98E-97980F33AB5A},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234695,{BCD17796-5A46-4478-A3CC-CE3B7F368699},
323530.6393,4259736.899,303,230577,Spring Water #76,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{3814C6DB-12BF-4B2D-AA06-AEE0AD65C26A},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230577,{69DF57E6-979A-4345-9CC9-6901DA6AF110},30.0
323670.2339,4259685.8963,304,220568,Spring Water #75,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{17F16981-5AF0-48CA-940F-0D84183F780F},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230568,{98C92B8E-83C6-40A3-9CD4-F5A1F11641C0},
323573.0738,4259427.3963,305,234694,I-P Spring #8,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{FC07F029-2DDF-426D-A9DE-0F1A5AA57B0A},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234694,{535BD4E4-E2C3-4827-8AC9-B8C9ED72312B},
324164.2066,4259591.8873,306,230464,Sam Liittle Spring,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{17F03B8B-F654-4A93-A0C3-6CE1D1746072},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230464,{53EE9E14-49A5-4952-80F3-DE82DD61378E},30.0
324722.9756,4257972.8675,307,234859,Powderhorn Spring Dev #13,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{9E479380-DE2E-4B6E-9575-EFB6C4431C8B},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234859,{D43E2579-278C-4C5B-A10F-08460B9F72BD},29.0
325131.2886,4257633.3586,308,234860,Powderhorn Spring Dev #14,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{814E8CE6-5381-49C4-9CD5-740848DF6370},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234860,{42EDDF21-306C-4CEC-9E3D-2DD70089ED9E},29.0
325174.4374,4257171.6341,309,234861,Powderhorn Spring Dev #15,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{0B53CF13-FA6A-4576-89B4-E5164E128D1B},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234861,{02F44F1C-1DBF-44B9-8A2F-6A54A713AE7F},53.0
324897.4374,4257178.3596,310,230573,Spring #78,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{EA7E3C6C-2B56-4092-948D-BF24A10E8E64},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230573,{17325F1D-C752-48C6-8B83-1933397941CB},53.0
324289.8321,4256715.8665,311,234863,Powderhorn Spring Dev #17,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{7F5F95F3-3877-4A7A-9E4D-824C1D0AE57C},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234863,{650FF04E-DFF2-4CBA-AF73-EA1B99A5E9AF},29.0
322764.1131,4258108.9009,312,230470,Pole Creek Spring,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{D9144817-1453-43E8-9A21-2C0B59F09722},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230470,{3CEA175D-6366-4A59-92B4-1855C16E50B2},63.0
322409.2182,4256685.3969,313,220546,I-P Retention Dam #5,06125,Iola,,8.0,MANMADE POND OR RESERVOIR,CO,COS06000,,,,{FD3CAA8A-0E43-49AC-BFC8-A66A4FA2F64D},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230546,{4E459EAC-7315-4ABB-B074-D8EE4D090F7C},
318556.5906,4256693.6855,314,231301,Highway 149 Spring #1,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{9C838C8E-A2BF-4220-BA46-122042B82176},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,231301,{BFC533F5-7750-43DF-A212-568E9DA5D41F},
318325.4004,4257224.9675,315,,,06125,Iola,,8.0,SPRING,CO,COS06000,,,,{3D627D11-B39E-40C0-8805-DCE586D9B1EB},UNK,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,,{1A9406A9-BBB7-43BD-B043-495BE69FD812},
316986.7992,4256319.5224,316,230686,Jim Blain Spring #4,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{45015C60-4097-4673-96FE-5923DDC32148},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230686,{3B3A2F94-A28C-426A-B115-759FE6839675},
316796.2254,4256444.1535,317,234757,Highway 149 Spring #2,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{F4D3EBEC-74AC-4384-AC43-4747A87D6EC2},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234757,{58248631-1674-46AC-BF15-69E52FD7B2C2},
316757.5626,4256506.4871,318,234198,Blaine Gulch Check Dam,06125,Iola,,6.0,OTHER,CO,COS06000,,,,{77275501-1A35-4D1E-B61C-D45775071D26},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234198,{7F8C4446-24ED-4593-B4E1-C2280CBC24F2},80.0
316683.0944,4256607.9891,319,234198,Blaine Gulch Check Dam,06125,Iola,,6.0,OTHER,CO,COS06000,,,,{19886625-6433-423D-8825-BF6DA696C9CC},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234198,{BF94E7F6-C520-4E49-B1B4-12AAD0328D9A},80.0
316603.4441,4256651.9408,320,234198,Blaine Gulch Check Dam,06125,Iola,,6.0,OTHER,CO,COS06000,,,,{4E5EBA24-36CD-446F-B69C-7D35E74702FE},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234198,{FE0E1255-CE64-45A1-B1CB-FD9EC2367321},80.0
316478.095,4256737.0008,321,234198,Blaine Gulch Check Dam,06125,Iola,,6.0,OTHER,CO,COS06000,,,,{A80A6229-50E6-4767-B409-7D74EC1EA974},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234198,{36772B01-BC7D-483D-A5C6-2D5CA11A2F89},80.0
316278.1964,4256838.8108,322,234691,I-P Spring #6,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{8A939D11-223A-45A0-A981-02AFF9F96F6B},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234691,{85275509-339F-4CA4-BCEA-CC861CB8E34A},
316253.5041,4257255.5016,323,231306,,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{C7FA7438-38A0-4410-A1CD-3EA966E1677B},UNK,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,231306,{5AB0E910-EFEB-4F68-8365-7C2299264E92},
315372.7777,4257388.5171,324,230681,Spring #177,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{968A35C2-4A3F-4D5C-A074-AB33877AC13A},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230681,{730AF842-6470-4621-9FD7-92FB24AE2475},
316380.1313,4254794.4788,325,230687,Spring #185,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{66FBAE38-4B4E-4ABB-A05D-706A5C5123AA},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230687,{0263D113-E523-422A-8D01-AA651F5AB306},29.0
315481.7403,4254152.4257,326,230691,Spring #190,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{443695E3-39DC-424D-AF64-8AB99CBD3E31},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230691,{12009DE4-35B0-46C2-9B30-E6B9D135CFF6},
320734.4575,4253433.0913,327,231079,Big Mesa Cattleguard,06125,Iola,,0.0,UNK,CO,COS06000,,,,{282835F4-8C94-418A-B10E-10CAEB8C61B4},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,231079,{2098D906-77D1-4B32-8AAA-E3676CD7252A},
324700.6364,4253825.682,328,234465,Lincoln Cattleguard,06125,Iola,,0.0,UNK,CO,COS06000,,,,{A367552A-ED8C-45AB-B8CA-D24348502FB2},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234465,{90417F85-53F5-4CFA-B06E-9D062443EF06},
323095.3955,4252908.9139,329,230589,Big Mesa Spring #2,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{36A965BE-8860-4C26-8C44-C4ADD23CA3DF},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230589,{D7D9540A-C933-4796-9687-56604D2B17AC},73.0
321472.1912,4252484.3819,330,234869,Powderhorn Spring Dev #23,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{9E838390-CC3F-4156-ACCA-DEA2794BBC0D},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234869,{9B6D7710-25C4-4CDC-BC9C-98E6A8514924},30.0
320404.5531,4252492.0921,331,234868,Powderhorn Spring Dev #22,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{475AC97B-E3B6-4BA4-A854-A086941EAC50},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234868,{CB06AC6A-CDDE-42BF-B183-6476451C334F},
323389.3245,4250512.8618,332,234864,Powderhorn Spring Dev #18,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{929CFB42-4D44-43E7-9BB0-D9D7624154BC},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234864,{F1F3E031-292C-4ADE-91AD-6493B8B9A443},70.0
320108.7247,4251341.4949,333,230697,Willow Creek Spring #1,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{FE2526B9-5217-45A7-9FB2-5E1EA59A34E4},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230697,{202D102F-0C9F-4728-BD3E-5A4355C41628},
319468.1952,4250549.0247,334,220050,Cow Camp Spring,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{9B8386DE-EED8-473F-AFE8-0015203D36F4},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230050,{D48F9AD6-CAEA-48D1-B4A8-A4C93CB39E48},30.0
319182.4505,4249503.2111,335,234871,Powderhorn Spring Development #25,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{0E6CAB9C-F0B8-4536-8D66-D10B90342C71},GPS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234871,{4BE632B6-335F-4205-B7AE-B1E0F02BF21E},
318488.9213,4249743.4008,336,234697,I-P Spring #11,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{3406D450-5BDD-4E87-9F47-89D8795345B4},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234697,{2929DAFC-C48D-4332-A688-E78B9EE0F622},
318463.1532,4249522.4042,337,230719,Roadside Spring,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{9247DB05-2CBF-4129-AD2F-291A3DA0AE67},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230719,{2010A169-D075-4535-91DA-7B89FC2CA3B6},30.0
316943.7919,4249535.4263,338,234421,Camp Spring #1,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{7EB3D6FD-D253-46F0-8551-20CA0A359560},UNK,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234421,{D6576417-E1DE-4510-81AE-420E22734187},
317355.4449,4250783.9207,339,230717,Spring #212,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{D404BE0D-6076-4DD4-92D8-E3D4BDED0829},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230717,{8A26CC50-3BDD-47F5-BD48-8FC22418B2EB},
317620.6396,4251193.2533,340,234759,Highway 149 Spring #4,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{145218A6-0F72-4397-89B4-827E8DDB07FC},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234759,{B2B3BC8E-FCC1-4777-8BDB-A8F9109CCA7C},
316846.0485,4250166.433,341,230712,Spring #208,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{9C1D3254-404D-4601-93B7-3518CFE09A71},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230712,{14778230-8BAB-4F2F-9C5F-934FEFB3B1D8},30.0
317615.6447,4251754.7617,342,234758,Highway 149 Spring #3,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{D25C6B40-FE64-4781-911B-ABA315FE5053},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234758,{8558B7FD-486C-410F-B422-71E94BDBD622},
316406.2544,4252083.4556,343,230702,3C Spring & Exclosure,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{A0C27019-7042-47F3-878F-BEE182088EA1},UNK,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230702,{B33DBE92-CEDE-4476-B732-05CD8318C02B},
315832.3879,4250763.4529,344,230709,Spring #207,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{B8659FC7-158A-4343-BC85-1D329B0F6D5A},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230709,{DE449F64-EAF3-49ED-9A2C-349FA45735AC},30.0
314860.1393,4250349.0795,345,230703,Spring Water #7,06107,Powderhorn Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{A0530822-0754-4A9F-9CE9-AAE48A59B904},IMG,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,230703,{76454322-7C7D-4C1E-8093-6FD1B0E04806},
324821.3089,4256931.8593,346,234862,Powderhorn Spring Dev #16,06125,Iola,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{A97BF391-E8D5-4393-B848-6368A6A11461},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,234862,{D3332786-8763-45F5-9134-FAE666728CFB},29.0
314099.5071,4261728.5767,347,235081,Sapinero Spring #8,06202,Stevens Cr Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{1224A99C-664F-44E9-B5CE-719E8CD1F24A},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,235081,{E770F21E-B44C-4883-9922-03E880E0888E},30.0
314158.3486,4261513.5738,348,235082,,06202,Stevens Cr Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{9FB4F473-737A-4C21-B2F5-6B6A3FFBF58C},UNK,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,235082,{3D808658-EB91-4ABB-8DB9-8A63B25B6C36},
313615.9685,4261531.5833,349,235083,Sapinero Spring #10,06202,Stevens Cr Com,,8.0,DEVELOPED SPRING,CO,COS06000,,,,{5DD72AEC-EAC3-492B-B4BC-3BE1F4B393C5},GIS,,2014/10/20 18:36:38+00,2022/09/09 13:52:51+00,,235083,{E3E01835-425C-4B52-B397-707265C73153},30.0
