OBJECTID,COMMENT,STEWARD1,STEWARD2,GlobalID,Shape_Length,Shape_Area
1,,,,{8E438716-2E3F-484C-8F03-2637EDEA7EAC},0.0117220852979945,5.05507262087662e-06
2,,,,{ABA7B9F8-BFEA-4588-B121-B0CE3BEB89BA},0.0165973049656951,1.54725424780351e-05
3,,,,{6D191D02-9065-4E92-80FF-CFDF26E77410},0.0170965463353753,8.36733212706952e-06
4,,,,{A01E565B-E3A5-44E7-9458-EBC4FA468A40},0.0166828889458602,6.07500236786302e-06
5,,,,{572E2807-3CEC-4255-95F0-F8669CC4785F},0.0170077446296895,1.80589256753247e-05
6,,,,{C9EA0881-F211-4287-80BD-7B6F537BDC2F},0.0150821371858632,4.92070074383498e-06
7,,,,{FFE6677C-769F-4ACC-B828-021598A147A4},0.0118785996853962,3.94692098403918e-06
8,,,,{B03A85F6-59BC-4479-AA5A-22B5C8A0E4B0},0.0166636351796482,1.69148019862312e-05
9,,,,{4FCED79A-DE4B-49AA-B2FF-B9B9DD6D6453},0.0103503625012067,6.90203452563423e-06
10,,,,{6CCCA336-0671-4A39-8630-3C24416C3BF6},0.0089095332149286,3.85548609720751e-06
11,,,,{3BA2D061-2B7C-42C1-9C7C-BE2C772A6B72},0.0170088760099366,1.72461661127491e-05
12,,,,{5462B1D9-89E1-47FD-84CF-71B080225C21},0.0034783261156547,1.78974060083223e-07
13,,,,{5EC965C3-50AC-46B0-B36A-AD67B36F9902},0.0137640157582855,5.12485035825416e-06
14,,,,{C366CFA1-89B8-40D5-8147-69B337552FE8},0.0154358135609685,5.56784177327798e-06
15,,,,{CB009DF4-228F-4966-A168-FF9895E95132},0.0125856652462702,5.14579642292437e-06
16,,,,{CEA72A7B-7AF6-46E0-995C-787EC0CACB94},0.0127943494952267,5.61240955437951e-06
17,,,,{8FFB151D-0250-48F0-95AA-22C17AFAD99B},0.0163145063016067,1.45202237153621e-05
18,,,,{1309AD58-FE20-414E-8AC6-BBBC297E7EB1},0.0158746959014994,1.62637070171681e-05
19,,,,{7392C89F-15FD-4065-A062-C5539641DC77},0.0133493518274738,6.62459904632371e-06
20,,,,{CA84470B-F5CD-4E7F-8A35-86C16E3F9D51},0.0052413609610231,1.17307554696536e-06
21,,,,{6F4B533D-94E3-4853-81F4-5C026409F2C8},0.0176807935212842,1.50920796990881e-05
22,,,,{41A710E0-B77A-4C01-A07F-0C8154FB3296},0.0127009713064982,5.63076587082626e-06
23,,,,{B63FE314-7929-492F-9565-BF93F9382DF5},0.0052419593183557,1.72130499068117e-06
24,,,,{54008851-408A-41AA-A286-E8B788297F5D},0.0042051166171251,2.43530190030518e-07
25,,,,{E051B72C-3F55-431C-BC7F-C46517B6141B},0.0113527299609952,5.66715517810282e-06
26,,,,{31E1248D-E56D-4584-B072-24253A8C3823},0.0168073843085225,1.36787509579623e-05
27,,,,{87D15596-F475-4649-93A9-9564B19B02B6},0.0173947591086759,9.48548850167018e-06
28,,,,{0D7036B4-94AE-4022-9447-B9D2EB355BF0},0.0156387562895636,1.48427637898289e-05
29,,,,{31E1C1D8-B576-49F4-BB85-948296586EDD},0.0170025737938857,1.75363877755392e-05
30,,,,{CEEA11F2-F159-45ED-875C-BBAF5AD7DF4F},0.0135082897557197,1.07455241360828e-05
31,,,,{D88952C9-4EFF-4226-AAE9-8F108C4127A0},0.0158571731692982,1.26135233138736e-05
32,,,,{B5DF1EAB-AFCC-4481-A16C-706466A54F34},0.020615295462259,2.63448527870085e-05
33,,,,{4B7166B1-3894-417B-87FD-3636A55B2812},0.0188823615412427,1.88979740747357e-05
34,,,,{010D282C-32F5-4539-8721-86E495E83818},0.0219374964702204,2.62025016267254e-05
35,,,,{6EA2BE26-7ACD-42DA-9A7E-4EC4C45C8E8C},0.0176841927062951,1.79667924054095e-05
36,,,,{EB72958A-02F7-4917-8B3E-DB1B45691343},0.0159282450836274,1.61500249592296e-05
37,,,,{7259E712-DE23-4B66-BD83-294AACF4CC61},0.0247943062799383,2.66573957897409e-05
38,,,,{2B771549-29E9-4118-B354-5F684119D4B0},0.0189611930160342,1.84525976759279e-05
39,,,,{48FB8D70-0100-4B69-AF9E-9CAFA1B71888},0.0184103670381144,1.29690082474249e-05
40,,,,{F96E7FB7-7176-4202-AACE-B938868E3962},0.0154754765280047,1.22577773384738e-05
41,,,,{A7932E13-5D89-4CA7-AAF0-4620AAAB51CB},0.0140619991656194,1.11710867304258e-05
42,,,,{B7773CA6-5ECF-493E-B2B8-4E8628E877A5},0.0169283909521526,1.80128626805133e-05
43,,,,{B0CAC97D-53C3-4627-A711-40FCCCC58B82},0.0205332542646267,2.34604806079056e-05
