OBJECTID,SUBJ_STATE,FEATURE,SHAPE_Length,SHAPE_Area
82,WASHINGTON,2,0.0091368263184698,2.09921816297004e-06
83,WASHINGTON,2,0.0120007468729683,8.23272150861662e-06
84,WASHINGTON,2,0.0006524126665543,2.55852165974174e-08
85,WASHINGTON,2,0.002033763289205,1.83072161431905e-07
86,WASHINGTON,2,0.0013393332159311,1.31265203750611e-07
87,WASHINGTON,2,0.0051278956353101,1.55501587140006e-06
88,WASHINGTON,2,0.0013546947259715,1.09691302407491e-07
89,WASHINGTON,2,0.0013850225382716,7.29443768630791e-08
90,WASHINGTON,2,0.0016265600507298,1.38366208982532e-07
91,WASHINGTON,2,0.0038454311547975,6.68694983136698e-07
92,WASHINGTON,2,0.0050571906916842,1.20278439474339e-06
93,WASHINGTON,2,0.0090794523977776,3.730642174976e-06
94,WASHINGTON,2,0.0005605075077346,2.28740738636441e-08
95,WASHINGTON,2,0.0019235883485077,1.51757777397398e-07
96,WASHINGTON,2,0.0009629945690853,4.09899289457915e-08
97,WASHINGTON,2,0.0013182125940151,8.06452522069975e-08
98,WASHINGTON,2,0.0003356547144566,6.665867612515911e-09
99,WASHINGTON,2,0.111137410824065,0.0005019360284594
100,WASHINGTON,2,0.0008108662567177,3.87151969421644e-08
101,WASHINGTON,2,0.000926081191825,6.14918017640037e-08
102,WASHINGTON,2,0.0037571348548315,1.01309885163815e-06
103,WASHINGTON,2,0.0048805491374718,1.366006923157e-06
104,WASHINGTON,2,0.0022029150101018,2.24439827326222e-07
105,WASHINGTON,2,1.33902678977441,0.0175063564484285
106,WASHINGTON,2,0.00331180186417,5.94188526669345e-07
107,WASHINGTON,2,0.0027314632585809,4.96832575442253e-07
108,WASHINGTON,2,0.201044294642233,0.0004831124154578
109,WASHINGTON,2,0.0581320835812686,9.52513625946768e-05
110,WASHINGTON,2,0.0030695004333334,5.42617243534991e-07
111,WASHINGTON,2,0.0242930589271376,1.76856504593981e-05
112,WASHINGTON,2,0.050729853181391,0.0001069919261476
113,WASHINGTON,2,0.0019081642845886,2.37940485132128e-07
114,WASHINGTON,2,0.0020020984149877,2.44321396297781e-07
115,WASHINGTON,2,0.0054048912705659,1.78588000919061e-06
116,WASHINGTON,2,0.0047691709913109,1.23880760876461e-06
117,WASHINGTON,2,0.0012480828869646,7.68544803742297e-08
118,WASHINGTON,2,0.0043343052508785,1.04403038876022e-06
119,WASHINGTON,2,0.0153011085123047,1.03962216812696e-05
120,WASHINGTON,2,0.312667247363575,0.0026431334230734
121,WASHINGTON,2,0.0022886130954034,2.93660892149029e-07
122,WASHINGTON,2,0.0012358536220412,8.85195221538771e-08
123,WASHINGTON,2,0.0142173333829536,9.21347440293688e-06
124,WASHINGTON,2,0.0059699801190911,2.39291528168407e-06
125,WASHINGTON,2,0.0055842544782065,1.54493891093537e-06
126,WASHINGTON,2,0.0013530418356548,8.90999250907511e-08
127,WASHINGTON,2,0.0005198944832975,1.55863984568103e-08
128,WASHINGTON,2,0.057183636897776,0.000115428629256
129,WASHINGTON,2,0.0012360724785343,1.07960301288889e-07
130,WASHINGTON,2,0.054135332030121,0.0001061629691225
131,WASHINGTON,2,0.0035591399099872,5.95138652091252e-07
132,WASHINGTON,2,0.0202107000121426,1.46801254762603e-05
133,WASHINGTON,2,0.0007623538987037,4.18095194269853e-08
134,WASHINGTON,2,0.0057004936461033,2.14963230903184e-06
135,WASHINGTON,2,0.0025141289574154,3.93834726385315e-07
136,WASHINGTON,2,0.0019837672965726,1.91738551069153e-07
137,WASHINGTON,2,0.0062673841344679,1.59191599695939e-06
138,WASHINGTON,2,0.471770916118326,0.0024084286174117
139,WASHINGTON,2,0.0008019211508983,4.37544977087548e-08
140,WASHINGTON,2,0.0010239868245003,4.61638076550065e-08
141,WASHINGTON,2,0.0012047804445804,1.0551654854142e-07
142,WASHINGTON,2,0.0127637004213864,5.78069353475691e-06
143,WASHINGTON,2,0.0014707703746706,1.20448490670716e-07
144,WASHINGTON,2,0.0075782396055744,3.14217847807116e-06
145,WASHINGTON,2,0.0023008151652896,3.02735064611333e-07
146,WASHINGTON,2,0.0061503676832698,1.7899338287494e-06
147,WASHINGTON,2,0.0018818102835147,1.81227283865312e-07
148,WASHINGTON,2,0.0005439371131459,1.92227380964014e-08
149,WASHINGTON,2,0.0025721004460623,3.57941314787003e-07
150,WASHINGTON,2,0.0145895485911737,7.05556059092716e-06
151,WASHINGTON,2,0.0008055645846607,4.09048757916699e-08
152,WASHINGTON,2,0.0009880282877106,6.1817095487793e-08
153,WASHINGTON,2,0.0009739821929299,5.8795160961276e-08
154,WASHINGTON,2,0.0027630696505224,4.80277456891856e-07
155,WASHINGTON,2,0.0024004123444973,3.81220701266865e-07
156,WASHINGTON,2,0.265422078828579,0.0025816138387096
157,WASHINGTON,2,0.0009485619146955,5.02815649840261e-08
158,WASHINGTON,2,0.221643141036128,0.002112930977313
159,WASHINGTON,2,0.001741777341537,2.23825697648279e-07
160,WASHINGTON,2,0.0010900894348728,8.65701068185658e-08
161,WASHINGTON,2,0.0010148298861913,6.86130624488778e-08
162,WASHINGTON,2,0.0045491717398682,1.16093901233431e-06
163,WASHINGTON,2,0.0028942432770171,4.87804730468958e-07
164,WASHINGTON,2,0.0010972513638633,9.16418569977391e-08
165,WASHINGTON,2,0.0129447343478399,9.85472739567068e-06
166,WASHINGTON,2,0.0008367792773038,4.5494141044414e-08
167,WASHINGTON,2,0.0028969916293216,4.98374271073312e-07
168,WASHINGTON,2,0.0018683028069056,2.48813708424145e-07
169,WASHINGTON,2,0.0007668525517825,3.77488828813713e-08
170,WASHINGTON,2,0.0019409663466883,2.1891568113696e-07
171,WASHINGTON,2,0.0020539215869712,2.55872663307119e-07
172,WASHINGTON,2,1.1826972918236,0.0092913150445442
173,WASHINGTON,2,0.0024989466848851,4.13530631365845e-07
174,WASHINGTON,2,0.014354788339242,9.29064910845542e-06
175,WASHINGTON,2,0.0118433985077855,5.54410179083862e-06
176,WASHINGTON,2,0.0024533231878862,3.60503654625018e-07
177,WASHINGTON,2,0.0018079482016181,2.37067916332094e-07
178,WASHINGTON,2,0.0212097284250893,2.28482021342582e-05
179,WASHINGTON,2,0.0010400473871282,4.98653676629096e-08
180,WASHINGTON,2,0.0006479398529522,2.97610142389172e-08
181,WASHINGTON,2,0.0007122913079538,3.42248816633764e-08
182,WASHINGTON,2,0.0004594489356022,1.44568902504764e-08
183,WASHINGTON,2,0.0051079237205722,1.58082675915069e-06
184,WASHINGTON,2,0.0272918746944182,3.41151949358486e-05
185,WASHINGTON,2,0.0086307658802126,4.88460663850489e-06
186,WASHINGTON,2,0.0008811942934852,5.02485809261621e-08
187,WASHINGTON,2,0.0295093353638448,2.97521534434482e-05
188,WASHINGTON,2,0.0017012756477,1.83456141763735e-07
189,WASHINGTON,2,0.0103251654794408,6.00983740043512e-06
190,WASHINGTON,2,0.0163164495913042,1.02337613003588e-05
191,WASHINGTON,2,0.0062198237944695,1.56601998858181e-06
192,WASHINGTON,2,0.0075530200910817,3.63666819629904e-06
193,WASHINGTON,2,0.0188620268274958,1.68972597796895e-05
194,WASHINGTON,2,0.0051170132698391,1.85130068727434e-06
195,WASHINGTON,2,0.0009600055453566,6.71772088396407e-08
196,WASHINGTON,2,0.0015182389986492,1.62254928370997e-07
197,WASHINGTON,2,0.000927573720737,6.15038491862337e-08
198,WASHINGTON,2,0.0009554614157707,6.10483346152724e-08
199,WASHINGTON,2,0.0097496269931797,2.6722271307027e-06
200,WASHINGTON,2,0.0279467289070796,5.39100923084379e-05
201,WASHINGTON,2,0.0016021385446426,1.38436267279032e-07
202,WASHINGTON,2,0.217579271698368,0.0010867991480798
203,WASHINGTON,2,1.17130580836292,0.0131345011265114
204,WASHINGTON,2,0.0010552038713087,7.56650177952364e-08
205,WASHINGTON,2,0.0006741437015228,2.2552165402412e-08
206,WASHINGTON,2,0.0008231436975422,4.99214866805254e-08
207,WASHINGTON,2,0.0013324134280551,9.31409574621167e-08
208,WASHINGTON,2,0.0013868521475942,1.1748003494195e-07
209,WASHINGTON,2,0.0013068750094597,1.00138280020588e-07
210,WASHINGTON,2,0.0441349799018882,5.72612380410346e-05
211,WASHINGTON,2,0.0010960031169038,4.98750668125969e-08
212,WASHINGTON,2,0.013028801592293,5.85859066771392e-06
213,WASHINGTON,2,0.0140904221826371,1.40837680759705e-05
214,WASHINGTON,2,0.0013752005216625,1.06200646887885e-07
215,WASHINGTON,2,0.0010641639738277,6.1811303778106e-08
216,WASHINGTON,2,0.0014006773751095,1.14782421366851e-07
217,WASHINGTON,2,0.0379096291856316,8.44775210696681e-05
218,WASHINGTON,2,0.0027229718185332,5.26853192575384e-07
219,WASHINGTON,2,0.074506322200681,0.0002314239782744
220,WASHINGTON,2,0.0008420905125257,4.90791549625393e-08
221,WASHINGTON,2,0.0011068156363842,7.75861542222391e-08
222,WASHINGTON,2,0.0026135841260673,3.91779963853536e-07
223,WASHINGTON,2,0.0035128293845965,5.94377757716687e-07
224,WASHINGTON,2,0.0032594491733632,6.63556187389059e-07
225,WASHINGTON,2,0.0013412102028349,1.16429041281032e-07
226,WASHINGTON,2,0.0009708998952195,6.87322441233711e-08
227,WASHINGTON,2,0.0107213303484568,7.96238261799773e-06
228,WASHINGTON,2,0.0021112660515361,2.89155318524991e-07
229,WASHINGTON,2,0.0014533066366104,1.33419516791196e-07
230,WASHINGTON,2,0.0020790922310746,2.2970619038738e-07
231,WASHINGTON,2,0.0030487968287749,5.5383406300872e-07
232,WASHINGTON,2,0.0009317511500473,6.0711905784643e-08
233,WASHINGTON,2,0.0031708168179406,5.58064147741677e-07
234,WASHINGTON,2,0.0011659403863315,1.01664754868784e-07
235,WASHINGTON,2,0.0135532892172765,4.50178843407243e-06
236,WASHINGTON,2,0.0026445564992928,4.79033577191484e-07
237,WASHINGTON,2,0.0009191731855015,4.16015681641457e-08
238,WASHINGTON,2,0.0019357449226606,2.70460793420251e-07
239,WASHINGTON,2,0.0086529866603957,3.37034760568776e-06
240,WASHINGTON,2,0.0028511457778823,2.9182351098379e-07
241,WASHINGTON,2,0.0005057106040229,1.69983480863756e-08
242,WASHINGTON,2,0.0004042797109159,1.12291135380866e-08
243,WASHINGTON,2,0.0010230761858662,7.81301349522727e-08
244,WASHINGTON,2,0.0009825705601897,7.08996205283405e-08
245,WASHINGTON,2,0.0566558296420217,0.0001389721754236
246,WASHINGTON,2,0.0007567892857125,3.39293729570221e-08
247,WASHINGTON,2,0.0068029628316591,1.34235740410988e-06
248,WASHINGTON,2,0.0006230495641907,2.53997224295823e-08
249,WASHINGTON,2,0.0004440698898561,1.38781937501086e-08
250,WASHINGTON,2,0.0010885111715627,8.4197967771339e-08
251,WASHINGTON,2,0.0083078346026486,2.96083498197595e-06
252,WASHINGTON,2,0.0396426168646605,6.26119931020506e-06
253,WASHINGTON,2,0.0016790475099982,1.82626144152112e-07
254,WASHINGTON,2,0.0011185832421649,7.58254074320751e-08
255,WASHINGTON,2,0.0043340010428093,1.11978551165315e-06
256,WASHINGTON,2,0.0172155348026692,8.46902981359039e-06
257,WASHINGTON,2,0.0011720216011959,6.65747806153077e-08
258,WASHINGTON,2,0.0004959257620397,1.59427847262993e-08
259,WASHINGTON,2,0.0024601978088423,2.86096229530121e-07
260,WASHINGTON,2,0.001358621564922,1.05401747418493e-07
261,WASHINGTON,2,0.0012861665575236,1.06585028345438e-07
262,WASHINGTON,2,0.0013021409995306,8.26858164089264e-08
263,WASHINGTON,2,0.006676958791268,1.32963600227334e-06
264,WASHINGTON,2,0.0044912093159484,1.41956579085249e-06
265,WASHINGTON,2,0.0004124156100571,9.805603430137031e-09
266,WASHINGTON,2,0.0004939780823418,1.24057275741153e-08
267,WASHINGTON,2,0.0003777948007927,9.02359265403597e-09
268,WASHINGTON,2,0.0005807790825643,2.41889726395859e-08
269,WASHINGTON,2,0.0010221778471728,6.72842525994812e-08
270,WASHINGTON,2,0.0024643377242576,4.50793296427618e-07
271,WASHINGTON,2,0.0006832211814567,2.69445768848791e-08
272,WASHINGTON,2,0.0028215216336257,3.62459841648073e-07
273,WASHINGTON,2,0.0005673540625345,2.37348524190403e-08
274,WASHINGTON,2,0.0022509299378663,2.77525159838992e-07
275,WASHINGTON,2,0.001689647416968,2.11323327215216e-07
276,WASHINGTON,2,0.0006685730091364,2.53439802198722e-08
277,WASHINGTON,2,0.0012925722883017,7.72459736356497e-08
278,WASHINGTON,2,0.0006407453344268,2.86367335164334e-08
279,WASHINGTON,2,0.0008879883033644,5.81872143653302e-08
280,WASHINGTON,2,0.0007580951825332,3.75211306733082e-08
281,WASHINGTON,2,0.0008348568735076,4.69810029630753e-08
282,WASHINGTON,2,0.0012710513669632,1.03247855666986e-07
283,WASHINGTON,2,0.0028359232093138,5.02917008460955e-07
284,WASHINGTON,2,0.000820872441452,4.16048538332601e-08
285,WASHINGTON,2,0.002626037727827,2.82640334085506e-07
286,WASHINGTON,2,0.0008082182579665,3.40393539095495e-08
287,WASHINGTON,2,0.0011882746257344,8.53906730645689e-08
288,WASHINGTON,2,0.0013800528465355,1.13306235195713e-07
289,WASHINGTON,2,0.0005875456158674,2.38717139195715e-08
290,WASHINGTON,2,0.0253296190549478,1.76908232404541e-05
291,WASHINGTON,2,0.0005179408468961,1.50623957208023e-08
292,WASHINGTON,2,0.000526631458016,1.59570306397607e-08
293,WASHINGTON,2,0.0002916529335619,5.6617981631454e-09
294,WASHINGTON,2,0.0279719680212683,2.83988555719047e-05
295,WASHINGTON,2,0.0084014894517132,3.84782047779286e-06
296,WASHINGTON,2,0.0004426428283946,1.37913399575508e-08
297,WASHINGTON,2,0.0006197560626256,2.5424865067609e-08
298,WASHINGTON,2,0.0010647217382068,8.33855254646383e-08
299,WASHINGTON,2,0.0005853037018773,2.56702537298418e-08
300,WASHINGTON,2,0.0008249504725092,4.02011165920674e-08
301,WASHINGTON,2,0.0008246170258062,4.45870908841524e-08
302,WASHINGTON,2,0.0030297791663982,4.33574577260894e-07
303,WASHINGTON,2,0.0010527676347414,7.11047732808232e-08
304,WASHINGTON,2,0.0039422730214996,5.61321608044056e-07
305,WASHINGTON,2,0.0024933713215098,2.88911209870908e-07
306,WASHINGTON,2,0.0028924466353998,3.77519986891805e-07
307,WASHINGTON,2,0.0028478681036866,3.59488626333173e-07
308,WASHINGTON,2,0.0055296643184983,1.24055027053803e-06
309,WASHINGTON,2,0.0011725713242405,8.46511509934864e-08
310,WASHINGTON,2,0.0076398457139866,3.30619359339706e-06
311,WASHINGTON,2,0.0011746808789699,8.31040645818582e-08
312,WASHINGTON,2,0.0008250728293945,4.59759297754463e-08
313,WASHINGTON,2,0.000953891791314,4.33909274518597e-08
314,WASHINGTON,2,0.0013463517649579,1.17835599316527e-07
315,WASHINGTON,2,0.0013363530890158,1.03413531234946e-07
316,WASHINGTON,2,0.0062296078088482,1.44471416116857e-06
317,WASHINGTON,2,0.0037435556392776,8.66254319825736e-07
318,WASHINGTON,2,0.0067134991277678,1.75890364373969e-06
319,WASHINGTON,2,0.001288417205711,1.07318997562177e-07
320,WASHINGTON,2,0.0007769803148982,4.27286486006092e-08
321,WASHINGTON,2,0.0091255112281233,3.94774946462946e-06
322,WASHINGTON,2,0.0016896926694338,1.76362642598935e-07
323,WASHINGTON,2,0.0014270910943951,1.13677154756463e-07
324,WASHINGTON,2,0.0042026260583135,1.14505925651473e-06
325,WASHINGTON,2,0.0012127715086216,1.11055999108609e-07
326,WASHINGTON,2,0.0034580961433962,7.20853678975225e-07
327,WASHINGTON,2,0.0003999643040595,1.07816446150673e-08
328,WASHINGTON,2,0.0006340240197303,1.82718097677963e-08
329,WASHINGTON,2,0.0009738043481178,4.79872943694085e-08
330,WASHINGTON,2,0.0010122534188197,7.09170452655948e-08
331,WASHINGTON,2,0.0037078941899883,6.39687603502852e-07
332,WASHINGTON,2,0.0020094145774867,1.62145425582918e-07
333,WASHINGTON,2,0.0020312239868564,1.9119000988397e-07
334,WASHINGTON,2,0.0018428362807492,2.34463527406602e-07
335,WASHINGTON,2,0.0131706834449255,5.46646102623326e-06
336,WASHINGTON,2,0.012999548103156,1.04476128346993e-05
337,WASHINGTON,2,2.72706538357028,0.0527584938653017
338,WASHINGTON,2,0.0104107834229352,4.61962095893354e-06
339,WASHINGTON,2,0.01247587120873,5.86661539486709e-06
340,WASHINGTON,2,0.0017413499494294,1.48048376443848e-07
341,WASHINGTON,2,0.0063451032504284,1.82919636382921e-06
342,WASHINGTON,2,0.0101651235611723,6.06214985584457e-06
343,WASHINGTON,2,0.0491558206140176,8.27245982290673e-05
344,WASHINGTON,2,0.0360705041523909,1.43071767507121e-05
345,WASHINGTON,2,0.0045927353850672,6.08077570274458e-07
346,WASHINGTON,2,0.0034879125542534,4.89581603634573e-07
347,WASHINGTON,2,0.0054708433015678,1.10945243583395e-06
348,WASHINGTON,2,0.0010615349946214,5.30752426551689e-08
349,WASHINGTON,2,0.0013356421561639,8.89417482148993e-08
350,WASHINGTON,2,0.0028232416765255,1.98766889369516e-07
351,WASHINGTON,2,0.0006601058872475,2.62522695559915e-08
352,WASHINGTON,2,0.0025066966831349,1.44590169228794e-07
353,WASHINGTON,2,0.0009770613251823,6.16058467071491e-08
354,WASHINGTON,2,0.0006459442888758,2.09902623590351e-08
355,WASHINGTON,2,0.0005041035888852,1.59978020630622e-08
356,WASHINGTON,2,0.0006078952748169,2.09542968624396e-08
357,WASHINGTON,2,0.0005278192854851,1.8290683709987e-08
358,WASHINGTON,2,0.0024074751145669,1.81541677565167e-07
359,WASHINGTON,2,0.0013341244207839,5.78092649878937e-08
360,WASHINGTON,2,0.0008070577164244,2.79339154449796e-08
361,WASHINGTON,2,0.0037095157749981,4.10215019337983e-07
362,WASHINGTON,2,0.0081590975449133,2.36068493630052e-06
363,WASHINGTON,2,0.0020961504392242,1.89963977934771e-07
364,WASHINGTON,2,0.0006974611429779,3.25291746842013e-08
365,WASHINGTON,2,0.0072049183498322,1.05674751114535e-06
366,WASHINGTON,2,0.0010877288454143,2.9105190729433e-08
367,WASHINGTON,2,0.0025735105370538,3.37012139806288e-07
368,WASHINGTON,2,0.0006878994504152,2.93132632742848e-08
369,WASHINGTON,2,0.0007441049748961,2.80778529457518e-08
370,WASHINGTON,2,0.0009944527811475,4.39927280947514e-08
371,WASHINGTON,2,0.0011765714123254,5.20829031827542e-08
372,WASHINGTON,2,0.0006838069819894,2.69810867728162e-08
373,WASHINGTON,2,0.0012501968790458,8.42773193743794e-08
374,WASHINGTON,2,0.0006941355479806,3.14292344509684e-08
375,WASHINGTON,2,0.0009387982854078,4.71462687536436e-08
376,WASHINGTON,2,0.0007462237150453,2.99631944305856e-08
377,WASHINGTON,2,0.0008825175810211,5.43461099724893e-08
378,WASHINGTON,2,0.0015796685839191,9.67877320469003e-08
379,WASHINGTON,2,0.001929847312061,1.98696627443994e-07
380,WASHINGTON,2,0.0010285324750441,5.53876960411019e-08
381,WASHINGTON,2,0.0012300988309462,8.39325292256694e-08
382,WASHINGTON,2,0.0057873940602172,1.83757991449104e-06
383,WASHINGTON,2,0.0018270617717492,1.60084464644717e-07
384,WASHINGTON,2,0.00112676318395,7.45185273139108e-08
385,WASHINGTON,2,0.0036657655873835,4.01883191054787e-07
386,WASHINGTON,2,0.0014372272378088,1.33058741862674e-07
387,WASHINGTON,2,0.001782061812407,1.77520388084695e-07
388,WASHINGTON,2,0.0006672878559152,3.15201743874942e-08
389,WASHINGTON,2,0.0019134691074119,1.98469588990244e-07
390,WASHINGTON,2,0.0010535912576943,5.97346302447657e-08
391,WASHINGTON,2,0.0009088657920971,4.79425252364703e-08
392,WASHINGTON,2,0.0009182587111043,5.39104073734001e-08
393,WASHINGTON,2,0.0007526575684589,4.15159701983397e-08
394,WASHINGTON,2,0.0007884208712164,4.41760365811029e-08
395,WASHINGTON,2,0.0009685781821824,5.9929032975593e-08
396,WASHINGTON,2,0.0008024236718628,4.14598297060501e-08
397,WASHINGTON,2,0.0017174801423657,1.84046184110053e-07
398,WASHINGTON,2,0.0011345662353169,8.83930104866948e-08
399,WASHINGTON,2,0.0009598506529947,5.08175449875893e-08
400,WASHINGTON,2,0.0025187264271553,2.85391247296717e-07
401,WASHINGTON,2,0.0015008767203229,8.44819692936009e-08
402,WASHINGTON,2,0.0014029165681532,9.13955235844178e-08
403,WASHINGTON,2,0.0009591373756272,6.69393685306191e-08
404,WASHINGTON,2,0.0143147837777041,8.86635095291593e-06
405,WASHINGTON,2,0.0025443902780737,4.59073266041795e-07
406,WASHINGTON,2,0.0024214440843193,2.9977729489401e-07
407,WASHINGTON,2,0.0019722504622141,1.59543695242409e-07
408,WASHINGTON,2,0.0178147558369419,5.65165803827523e-06
409,WASHINGTON,2,0.0020661526781424,2.42329694574427e-07
410,WASHINGTON,2,0.0014264065350973,1.27547816829708e-07
411,WASHINGTON,2,0.0020917326034167,1.66290936883385e-07
412,WASHINGTON,2,0.0137057675941544,3.4719907671541e-06
413,WASHINGTON,2,0.0005989058909857,2.37670195607656e-08
414,WASHINGTON,2,0.0013466716405306,6.6496553370398e-08
415,WASHINGTON,2,0.0119736346762297,1.69960457533518e-06
416,WASHINGTON,2,0.0181119663977338,6.9046325350543e-06
417,WASHINGTON,2,0.0033376481899093,5.33942109820516e-07
418,WASHINGTON,2,0.0346216261192552,5.75540787835122e-05
419,WASHINGTON,2,0.0048931810111318,4.16381250268736e-07
420,WASHINGTON,2,0.0147897200062679,6.81924667451128e-06
421,WASHINGTON,2,0.0017725183889124,1.39538439464481e-07
422,WASHINGTON,2,0.0318845198053724,3.44054095963125e-05
423,WASHINGTON,2,0.0029593335350882,4.43664467490731e-07
424,WASHINGTON,2,0.0070948939545708,1.96381724665135e-06
425,WASHINGTON,2,0.0058263958301404,1.81350388424781e-06
426,WASHINGTON,2,0.0083786269539651,6.45380502176824e-07
427,WASHINGTON,2,0.0213078504221537,2.19076668435892e-05
428,WASHINGTON,2,0.0024118018582612,2.00420257679104e-07
429,WASHINGTON,2,0.0028809771749867,4.78683310984208e-07
430,WASHINGTON,2,0.0027556313280237,4.24288200217752e-07
431,WASHINGTON,2,0.0007744163721376,3.79221699860806e-08
432,WASHINGTON,2,0.0014415505397136,1.02719819663329e-07
433,WASHINGTON,2,0.0030309491880337,4.37707045689855e-07
434,WASHINGTON,2,0.900089139247759,0.012275791389192
435,WASHINGTON,2,0.0009749649034923,4.96018936359662e-08
436,WASHINGTON,2,0.0054223554600785,1.24151436738415e-06
437,WASHINGTON,2,0.0015629065141259,1.5273576380467e-07
438,WASHINGTON,2,0.0011887868155076,8.53691105228726e-08
439,WASHINGTON,2,0.0041124036487765,9.10514662489203e-07
440,WASHINGTON,2,0.0013139452712508,1.29529748973008e-07
441,WASHINGTON,2,0.0072835588619431,1.63829049280795e-06
442,WASHINGTON,2,0.0013891923679685,1.18179230597325e-07
443,WASHINGTON,2,0.0009619015767683,5.47157880631567e-08
444,WASHINGTON,2,0.0015785596022666,1.69845764975823e-07
445,WASHINGTON,2,0.0009393807281639,4.95192675600741e-08
446,WASHINGTON,2,0.0009016099217262,5.06543664407618e-08
447,WASHINGTON,2,0.0011488002208803,9.43277365466774e-08
448,WASHINGTON,2,0.0019668808777944,2.32275858037988e-07
449,WASHINGTON,2,0.0011020249217494,8.05448425583767e-08
450,WASHINGTON,2,0.001206332519156,8.74220186810852e-08
451,WASHINGTON,2,0.0052143939146419,9.45850970132559e-07
452,WASHINGTON,2,0.0601581620239466,0.0001498285169742
453,WASHINGTON,2,0.0017812056318965,1.80113724435096e-07
454,WASHINGTON,2,0.0024547048351442,3.17631153121032e-07
455,WASHINGTON,2,0.0022387417749077,3.26204374763258e-07
456,WASHINGTON,2,0.0038860265825768,6.57262310357235e-07
457,WASHINGTON,2,0.0034613778552379,6.4921210571838e-07
458,WASHINGTON,2,0.0009659801019492,4.96528733221412e-08
459,WASHINGTON,2,0.0041982401607085,7.3460554019195e-07
460,WASHINGTON,2,0.0051565244284486,1.14647125326285e-06
461,WASHINGTON,2,0.0017837591654042,2.09692760100609e-07
462,WASHINGTON,2,0.0132169451181975,4.98383392565662e-06
463,WASHINGTON,2,0.001047765298162,6.38372646540417e-08
464,WASHINGTON,2,0.0120624650918832,3.48947324014698e-06
465,WASHINGTON,2,0.007317122097478,3.51461986674966e-06
466,WASHINGTON,2,0.0043250915050609,1.19465071593232e-06
467,WASHINGTON,2,0.0020896270237323,2.31618100368556e-07
468,WASHINGTON,2,0.0216346260155501,1.52913501249073e-05
469,WASHINGTON,2,0.0014211643741542,1.20158195845783e-07
470,WASHINGTON,2,0.0011103898016932,6.78630813117201e-08
471,WASHINGTON,2,0.0025076914977108,4.26517534226139e-07
472,WASHINGTON,2,0.001322916631091,8.07284348187333e-08
473,WASHINGTON,2,0.0924183870529334,0.0001652041706214
474,WASHINGTON,2,0.000571948498318,2.33869028660525e-08
475,WASHINGTON,2,0.0016410079753561,1.33907149606537e-07
476,WASHINGTON,2,0.0009683312446635,6.61321597854938e-08
477,WASHINGTON,2,0.0014610492656739,1.35724554448604e-07
478,WASHINGTON,2,0.0011672298102763,9.61360662822064e-08
479,WASHINGTON,2,0.002766818301585,5.48155079230789e-07
480,WASHINGTON,2,0.0032205632288507,6.92389709561874e-07
481,WASHINGTON,2,0.0018877161593151,1.8128823383566e-07
482,WASHINGTON,2,0.0012868230636225,8.18138009232183e-08
483,WASHINGTON,2,0.556439489943451,0.0031695855276369
484,WASHINGTON,2,0.0019427664477729,1.80469479769762e-07
485,WASHINGTON,2,0.0120837579154629,4.20627598198653e-06
486,WASHINGTON,2,0.0008088641627743,4.06573988068716e-08
487,WASHINGTON,2,0.0010230939344702,7.12143711984751e-08
488,WASHINGTON,2,0.0012734447422821,9.4417129535133e-08
489,WASHINGTON,2,0.00199335805864,2.37180809448312e-07
490,WASHINGTON,2,0.0096199696713385,1.60139147161288e-06
491,WASHINGTON,2,0.0031835916526021,6.49124027057815e-07
492,WASHINGTON,2,0.0015624487295608,6.92988374144149e-08
493,WASHINGTON,2,0.0023395357626874,2.83067694399767e-07
494,WASHINGTON,2,0.0011481318978575,8.77408176198256e-08
495,WASHINGTON,2,0.0014163541486847,1.30178515920209e-07
496,WASHINGTON,2,0.0009925134120646,6.07134277758761e-08
497,WASHINGTON,2,0.0813758804782208,0.0002086974827678
498,WASHINGTON,2,0.0008393384958494,5.13867189709916e-08
499,WASHINGTON,2,0.0012216666387313,9.74807203615722e-08
500,WASHINGTON,2,0.0574080857681538,5.10674539006674e-05
501,WASHINGTON,2,0.001481395678931,1.45138434738545e-07
502,WASHINGTON,2,0.000944719864421,6.15575012074864e-08
503,WASHINGTON,2,0.0008208882956369,4.78044269693547e-08
504,WASHINGTON,2,0.0012691506815037,1.05241984000456e-07
505,WASHINGTON,2,0.0008819010811117,5.7182786297164e-08
506,WASHINGTON,2,0.0012746494349434,1.19750713003228e-07
507,WASHINGTON,2,0.0010195098839567,7.61978808800468e-08
508,WASHINGTON,2,0.0019239137144274,1.97586759206215e-07
509,WASHINGTON,2,0.0080097940918152,3.09016945043294e-06
510,WASHINGTON,2,0.002708319652133,4.1726425186507e-07
511,WASHINGTON,2,0.0015275133719345,1.43385367149353e-07
512,WASHINGTON,2,0.00129263981544,1.21003355795851e-07
513,WASHINGTON,2,0.0010402429494067,6.93785124020771e-08
514,WASHINGTON,2,0.0139822718053884,5.07056008838419e-06
515,WASHINGTON,2,0.0013682811648604,1.01339042926136e-07
516,WASHINGTON,2,0.0031846996492473,6.58219196485071e-07
517,WASHINGTON,2,0.0019688695054688,2.34237228174311e-07
518,WASHINGTON,2,0.0011076970656232,6.31409886929204e-08
519,WASHINGTON,2,0.001411599921216,9.4611937057474e-08
520,WASHINGTON,2,0.0051938507443124,1.17754514053834e-06
