OBJECTID,LAND_CLASS,CT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
483,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,137.244083730145,-1283.34916602429
484,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,120.220364644505,-980.01325746643
485,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1118.12699610253,-25706.7220596749
486,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,205.47269518635,-2381.56258111576
487,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,188.234610558418,-1972.31017949242
488,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,4695.84232789197,-377849.336965581
489,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,285.716963110313,-5857.9217569188
490,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,977.803533477084,-48347.6095021127
491,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,293.484338906051,-4381.86797124918
492,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,613.956008218177,-17620.3502572185
493,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,177.461252920918,-2180.81366000398
494,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,321.929685161279,-6521.11381405208
495,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,281.129667780477,-3447.72289144182
496,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,200.294000578718,-2387.94080464608
497,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,2256.36510155565,-144841.920331204
498,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,690.067116253842,-18232.5875214766
499,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,6118.6495743626,-406452.390102654
500,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,17470.8089722781,-3390973.12076495
501,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,409.479904563689,-7493.32071168442
502,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,239.431395092448,-4203.44904823672
503,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1379.26476454318,-129006.578917649
504,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,651.334704821258,-20651.8981990795
505,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,93.2070892195104,-589.600034884922
506,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1386.33307126749,-43051.5797364333
507,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,193.854556625552,-1727.58180588378
508,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,167.02508842231,-1628.81765282023
509,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,128.004428104825,-1038.65132649368
510,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1654.30871455788,-81643.2464002336
511,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,408.703884433588,-9091.68176229498
512,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,268.412920519926,-4664.41943213383
513,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,559.006724041535,-17858.6666168909
514,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,743.770416886857,-24474.6176716703
515,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,573.964764781028,-19439.1930747194
516,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,323.662619786541,-6076.13517003411
517,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,202.144604611103,-2551.25787565913
518,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,251.102656074896,-3654.64465691882
519,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,343.745835353493,-6065.31344935189
520,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,109.607794950995,-804.485364458492
521,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,100.461745052945,-624.995203216198
522,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,126.834851968895,-1089.90083926792
523,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,205.448459379828,-1945.02967281572
524,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,131.350646759916,-1190.05327971468
525,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,268.252104858458,-4959.06303064824
526,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,473.354931902228,-6690.70896527686
527,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,129.578519904726,-1243.16974340735
528,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,153.399702471496,-1295.07352413777
529,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,98.070856679725,-673.991151657136
530,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,199.359997963474,-1920.78666920134
531,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,132.41255701206,-1233.396258176
532,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,184.537169258445,-2195.46765819829
533,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,254.156059743099,-3353.11050593547
534,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,386.135775635371,-5193.12906879643
535,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,196.232712627365,-2159.13601772079
536,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,185.551143438797,-2091.43453287471
537,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,289.18303923031,-4172.50290311935
538,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,335.792832106534,-4297.02281217713
539,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,274.257463830707,-3755.88882119922
540,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,146.918496581407,-1462.80404543385
541,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,141.659180460475,-1282.24888976116
542,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,947.306701794322,-33495.9081844082
543,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,197.186454961063,-2249.56288291437
544,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,837.005148345173,-35236.1273664851
545,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,170.332878740399,-1319.70909292999
546,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,272.924782168617,-4201.07955082109
547,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,591.605857580647,-18814.4311441832
548,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,164.33582176623,-1856.03889761733
549,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1194.80674533003,-65238.8661933268
550,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,155.848686963589,-1421.12272475557
551,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,2369.0921127414,-276537.688377166
552,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,4440.25819648193,-299038.809769012
553,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,167.438293969827,-1348.5847562422
554,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,712.009824698103,-26255.0905635583
555,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,410.450293674798,-9973.69778669537
556,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,181.233818718288,-2343.44590441776
557,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,397.357653080404,-10787.4711430099
558,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,173.521738447126,-1443.73619799687
559,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,131.265804578323,-1239.95859309857
560,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,104.404404404408,-743.783519058002
561,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,115.682292680021,-937.878044937178
562,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,668.817707086331,-30677.3139370866
563,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,539.117432011833,-19359.1333136293
564,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,109.754366288798,-848.988730166203
565,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,102.706603045452,-688.290169635028
566,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,136.975281341788,-974.895989078992
567,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,96.0389604398535,-582.893429672785
568,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,110.271792661318,-784.381330465665
569,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,83.6269850416354,-401.641478176926
570,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,158.142261221255,-1658.85160102407
571,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,101.208700960472,-666.956977924147
572,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,200.336588014146,-1998.02065927993
573,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,169.103079423609,-1598.64521103948
574,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,909.109535551423,-53175.1926731888
575,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,818.185519274007,-24003.3617568339
576,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,218.391708969136,-2812.67080476007
577,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,145.096142889887,-1487.01280860696
578,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,145.536277510133,-1502.44574688115
579,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,483.35272036436,-12153.6209333074
580,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,392.371141996268,-6578.75285865852
581,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,313.941477035333,-5216.43200311914
582,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,109.409805226623,-847.744686781021
583,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,279.621718691427,-4546.35742976985
584,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,408.315389924614,-7567.56744706528
585,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,214.792698996525,-2079.74293081188
586,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,125.326600032436,-1069.08133853257
587,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,161.159153777076,-1790.33905919746
588,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,177.971470403798,-1940.67088871844
589,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,922.10664961284,-43171.9291952473
590,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,204.925774248428,-2587.18410145292
591,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,2068.94208061662,-132849.623231095
592,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,154.040905347053,-1408.16822028598
593,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,156.485302436386,-1475.85442454499
594,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1673.70685740252,-161021.984705305
595,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,760.195757998323,-27556.437443748
596,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,220.607090932518,-3374.60206907362
597,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,402.896932225287,-7833.57771269734
598,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,366.09386388884,-9113.23612311108
599,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,233.573232339938,-2918.07104573127
600,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,223.909063089713,-2161.69819521757
601,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,171.377835507601,-1932.32376403486
602,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,181.958949881084,-1545.00274980505
603,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,164.966140732929,-1929.72269955341
604,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,144.657904057119,-1452.71275427863
605,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,8820.71865502361,-1757100.54630596
606,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,142.605094488101,-1391.26695564958
607,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1490.32498272624,-56148.8253676971
608,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,196.864002108742,-2793.88652426249
609,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,150.933132831136,-1495.251873403
610,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,302.567228256088,-4554.6527581584
611,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,258.772434520143,-3992.04567025492
612,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,315.040873877627,-6014.56032635361
613,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,200.318556030687,-2606.0489797797
614,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,258.029308624054,-4234.95721188476
615,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,239.102750672794,-3991.52704892508
616,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,292.634984435298,-5140.50206554398
617,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1440.02068587289,-105597.124576229
618,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,149.540348472057,-1402.67055518021
619,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,328.417613881995,-8085.16655519384
620,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,121.00564091143,-929.821176939696
621,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,4342.52144912702,-466073.621255946
622,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,174.712825286107,-2106.44822806889
623,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,452.861953211649,-12757.82046787
624,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,146.619000993709,-1453.98109497086
625,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,140.130536451888,-1117.65248779676
626,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,145.364772413318,-1466.90150451404
627,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,167.876890767265,-2005.49731431362
628,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,2666.46944622244,-220996.668970527
629,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,154.08263891907,-1656.79732758367
630,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,176.686220908548,-2258.20129519711
631,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,179.940489819682,-1985.0616804845
632,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,142.352525348569,-1185.70336436213
633,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,341.575368776237,-6914.00616748644
634,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,113.201221692329,-857.538031640259
635,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,263.429656856796,-4162.58793640496
636,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,170.496997104647,-2114.75393690276
637,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,278.734647698944,-3571.15020260134
638,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,3439.92601986137,-360002.274956046
639,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,107.272134933682,-738.3211671435
640,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,127.813126971665,-1030.32948271394
641,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,120.745930316575,-965.254243908505
642,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,149.472362357103,-1382.83780313635
643,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,674.884632408199,-21904.2879631539
644,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,674.43750908159,-26324.5866504408
645,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,380.30305871712,-5987.84957683049
646,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,100.650993163304,-640.00334522646
647,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,127.257940038437,-978.133851646567
648,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1825.31782630105,-110070.621526873
649,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,79.2812617077971,-403.943583480713
650,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,125.488749168194,-1102.65117282326
651,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,188.136986863344,-2133.95287882587
652,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,162.512442494964,-868.527838806203
653,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,631.355086068552,-19141.7150310894
654,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1311.81572181195,-81789.8622164585
655,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,440.063826009964,-12153.9395470624
656,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,161.791485085515,-1762.52455382688
657,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,131.318581506233,-1107.43102483988
658,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,205.84157295772,-1774.53056953229
659,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,287.122055364305,-5046.17491645604
660,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,177.903561633433,-1963.90421793546
661,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,901.71515315519,-39583.8531564697
662,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,269.246998160888,-4246.74697648211
663,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,325.120765632751,-5943.43404246425
664,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,3215.11051944653,-484428.008700409
665,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,277.839085710456,-4709.98895761054
666,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,131.798622975136,-1248.52445180023
667,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1041.13726425448,-41216.7530398698
668,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,338.329554774047,-5803.09462139755
669,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,513.203407892029,-12740.9448529454
670,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,2241.61666499206,-219679.817135024
671,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,235.123468456077,-3702.34182915112
672,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,211.312368120796,-2241.70867633417
673,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,236.675279595218,-3402.3875970666
674,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,False, , , ,153812.959606546,-277766222.657386
675,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,105.511751506587,-786.736948470894
676,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,468.0092869181,-16178.1057375949
677,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,220.206176206214,-3428.94399321486
678,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,2842.26740401292,-277495.87731602
679,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,509.333056390037,-13869.5854887185
680,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1149.64187300294,-31791.7246054568
681,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,896.303267025826,-47120.9291193242
682,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,1435.9033465303,-98551.04393022
683,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,False, , , ,919.79227609216,-51699.7523713489
684,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,383.419237170167,-8953.12959722711
685,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,5622.20045094504,-837339.033073787
686,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,145.986403907088,-1504.23381256455
687,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,136.698964372137,-763.92909277616
688,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,False, , , ,1011.8631652297,-44095.0018923124
689,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,False, , , ,812.899429201749,-40871.5134949691
690,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,False, , , ,1581.21320294282,-82659.0391756068
691,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,False, , , ,368.41422458458,-8265.78187294157
692,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,False, , , ,415.294480598624,-8969.31993821206
693,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,3163.93470977666,-653770.753746449
694,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,39121.7247197579,-36288467.4546269
695,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,18897.220772133,-6880261.80605389
696,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,479.638718155884,-11855.7214277233
697,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,200.223470407849,-1976.62954018516
698,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,220.631362915015,-2256.56135864015
699,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,140.051982728753,-1044.8054911992
700,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,16428.8866652192,-6477088.73601755
701,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1312.31416762131,-58645.4113997984
702,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,248.563154761297,-2458.09114658285
703,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,249.402532256631,-2710.29355414605
704,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,149.779286714899,-1254.45631390608
705,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,248.485756936434,-3747.81754784954
706,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,616.607783904539,-18928.6737882192
707,Land,Other States,RI,Rhode Island,CFIPS,9,Washington,False, , , ,290.97554338904,-5843.28016719708
708,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,22914.3487062319,-6294186.04812044
709,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,997.953660732831,-50260.0918678975
710,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,219.950186693424,-3212.78938121502
711,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,391.013403231245,-6094.57258153365
712,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1873.39617955143,-93305.6988242786
713,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1331.86113965297,-73116.1892788311
714,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,366.6382672142,-6923.99215263953
715,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,691.344356747438,-27472.0986154988
716,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1622.45574138802,-63543.2036619471
717,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1801.0284312553,-122183.088735887
718,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,356.788686131787,-4062.26654281421
719,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,257.367990998716,-4040.12407466902
720,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,371.060072118622,-7774.12862904553
721,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1462.46630355084,-75687.9543907679
722,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,2413.92979417459,-163041.42475391
723,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,496.576640433555,-13199.7118987591
724,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,249.669986203678,-4403.28741298527
725,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,False, , , ,1637.92788450026,-126237.80853788
726,Land,Connecticut,CT,Connecticut,CNTY_COD,1,Fairfield,False, , , ,395.316041692715,-7199.58884557328
