OBJECTID,LAND_CLASS,CT_LEGEND,STATE_COD,STATE_NAME,CNTY_FIELD,CNTY_COD,CNTY_NAME,LABEL_FLAG,MAP_LABEL,CT_LABEL_Y,CT_LABEL_N,SHAPE_Length,SHAPE_Area
467,Land,Connecticut,CT,Connecticut,CNTY_COD,6,New London,False, , , ,2266.97561100886,-234213.714739184
468,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,2505.65872838687,-115109.408565881
469,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,1021.89540418864,-71263.5551177829
470,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,1402.97786429286,-47481.965050243
471,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,1698.80893403763,-64562.2532003663
472,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,1332.71776011193,-46637.8779560098
473,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,444.062583652337,-10165.6159875298
474,Land,Other States,NY,New York,CNTYCODE,47,Suffolk,False, , , ,383.810709950489,-8556.12555304539
475,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,2288.84762548587,-111996.459703016
476,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,9283.11488220113,-2914987.22077678
477,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,557.656848038544,-19058.603473741
478,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,897.769221442088,-41492.49385788
479,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,178.690805290364,-1946.23855935081
480,Land,Connecticut,CT,Connecticut,CNTY_COD,5,New Haven,False, , , ,107.267568375266,-812.856574824104
481,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,417.805689716813,-10348.5012277625
482,Land,Connecticut,CT,Connecticut,CNTY_COD,4,Middlesex,False, , , ,175.678116059487,-2104.64103268854
