OBJECTID,ROUTE_ID,BEGIN_POINT,END_POINT,SASC_STE_ADSYS_CODE,STE_ADSYS_CODE_DESC,TOWN_NUMBER,TOWN_NAME,YEAR,GlobalID,Shape__Length
7509,111-N,4.91,11.7,2,State Secondary (State Maintained),84,MONROE,2022,0073258f-c8c0-4ed8-aac6-895bd0e497ab,35881.396792963
7510,113-N,0.0,0.09,2,State Secondary (State Maintained),15,BRIDGEPORT,2022,8be5622b-30f5-4428-bcee-ef1a916fdca2,454.359579766452
7511,117-N,0.0,3.71,2,State Secondary (State Maintained),58,GROTON,2022,2834076e-5b90-4533-9704-b1269e94591b,19614.9042362067
7512,12-N,2.66,8.25,1,State Primary (State Maintained),71,LEDYARD,2022,a940ea19-dc06-4f70-a9ad-773674aff877,29260.4683415719
7513,12-N,15.47,20.58,2,State Secondary (State Maintained),72,LISBON,2022,807a06e9-54bd-4d8f-80d1-8f4436512aea,26986.1981912016
7514,12-N,20.58,23.44,2,State Secondary (State Maintained),57,GRISWOLD,2022,e2708b67-20d5-4746-9e49-eee9e3209e6c,15103.1495615958
7515,12-N,23.58,33.51,2,State Secondary (State Maintained),108,PLAINFIELD,2022,742fa312-cac9-4da2-8f67-70375b2d5314,52368.8125917664
7516,12-N,46.95,54.44,2,State Secondary (State Maintained),141,THOMPSON,2022,5c22419f-3638-478c-8dc7-c10ec5f28a42,39631.1310509606
7517,121-N,0.0,1.88,2,State Secondary (State Maintained),83,MILFORD,2022,4e486fb5-475a-42d5-9c42-da629bcb0e1d,9960.99077896146
7518,122-N,3.39,3.51,1,State Primary (State Maintained),92,NEW HAVEN,2022,d4760b3b-2cfe-4cc8-bc10-2e1249a1f019,708.197187366594
7519,126N-W,0.0,2.0,J,State institution road,130,SOUTHBURY,2022,739dcc2f-e3ab-4726-a269-1077a3f33476,10498.2420804291
7520,127M-S,0.0,0.4,I,State Park and Forest,145,UNION,2022,7023981a-e44b-42db-8524-6a0d36ac6bfb,2147.19863953031
7521,132-N,3.14,9.72,2,State Secondary (State Maintained),10,BETHLEHEM,2022,29a30580-09db-47a6-b53a-a8def7df1d4a,34648.4693531606
7522,132-N,9.88,10.08,2,State Secondary (State Maintained),10,BETHLEHEM,2022,c5974efb-dc73-4fc5-9240-16fb573ca64a,1041.6575578269
7523,1-N,17.99,22.77,2,State Secondary (State Maintained),158,WESTPORT,2022,80710d9b-14e6-4f27-ba39-0d764a1580d6,25324.4114008851
7524,1-N,41.6,44.46,2,State Secondary (State Maintained),106,ORANGE,2022,4f67611e-c867-4ae4-a08e-2e6446ea6d17,15079.5736264708
7525,1-N,101.03,101.87,1,State Primary (State Maintained),94,NEW LONDON,2022,9b574d8a-4e0c-425e-aad0-7bc67fcd8ea7,4391.171788106
7526,10-N,17.27,21.6,1,State Primary (State Maintained),25,CHESHIRE,2022,5ab06fa4-5118-4eab-bbf2-3fa549287582,22890.4051009635
7527,10-N,28.26,31.37,1,State Primary (State Maintained),109,PLAINVILLE,2022,8d327c1a-c61d-4333-9209-9c1b7f09c717,16528.9493756923
7528,101-E,0.0,2.58,2,State Secondary (State Maintained),111,POMFRET,2022,7efb5c3f-2fc0-4178-9c0c-6c7379b9f06d,13588.0335159815
7529,106-N,1.28,4.32,2,State Secondary (State Maintained),35,DARIEN,2022,9202ee3d-d8a9-4c0e-8324-7f74f3f9493c,16094.8375812469
7530,107L-E,0.49,0.74,I,State Park and Forest,150,WASHINGTON,2022,9613691f-3da6-40c2-9909-beb5565137b7,1264.88573991497
7531,11-S-10,0.0,0.25,5,"Ramps, Turning Roadways or Connectors",120,SALEM,2022,4c6fbb82-fa55-4460-9d9e-fed2366b4449,1317.23703136782
7532,111-N,0.0,4.91,2,State Secondary (State Maintained),144,TRUMBULL,2022,5d3fd709-6092-4e7b-8b29-7eef70b1bf97,25941.1179517804
7533,159-N,10.49,16.82,2,State Secondary (State Maintained),139,SUFFIELD,2022,db6e49a0-76e1-4028-b52c-aa4d95353336,33361.7937722095
7534,160-E,1.05,6.09,2,State Secondary (State Maintained),118,ROCKY HILL,2022,828321cb-ce21-4789-ae36-23d61b13036f,26831.5375530088
7535,162-E,5.25,10.06,2,State Secondary (State Maintained),156,WEST HAVEN,2022,7b195397-a435-459b-8df5-25dbcea8c689,25385.5400842658
7536,164L-E,0.0,0.02,I,State Park and Forest,97,NORFOLK,2022,434da835-5f02-4a66-b927-6285f4f44653,88.6444108705125
7537,169-N,0.0,3.24,2,State Secondary (State Maintained),103,NORWICH,2022,b89fa700-7b02-434c-8e47-ab8a9248e57a,17051.0096593634
7538,169-N,9.54,17.83,2,State Secondary (State Maintained),22,CANTERBURY,2022,5106b259-4aca-4001-bed9-e77e93b37002,43707.7861731829
7539,169M-N,0.0,0.02,I,State Park and Forest,153,WATERTOWN,2022,8121872e-06ac-4e5e-bdc0-fdc71b0d2fc6,102.214553720974
7540,17-N,6.98,7.04,2,State Secondary (State Maintained),98,NORTH BRANFORD,2022,c8b1384d-dc40-4633-9de3-7617d201dfda,296.416274300777
7541,17-N-11,0.0,0.08,5,"Ramps, Turning Roadways or Connectors",82,MIDDLETOWN,2022,2cb49b1b-b224-4dfc-849d-8fa2ba51da54,453.637445506262
7542,17-N-6A,0.0,0.01,5,"Ramps, Turning Roadways or Connectors",53,GLASTONBURY,2022,882d5eb0-11aa-43ef-abab-a84ab53a6f8b,103.474777166022
7543,17-S-10,0.0,0.07,5,"Ramps, Turning Roadways or Connectors",82,MIDDLETOWN,2022,e665c14d-a6cd-4c46-95b2-3da5dac09bf6,338.586602907336
7544,175-E,1.01,3.84,2,State Secondary (State Maintained),93,NEWINGTON,2022,84be69a1-5ab6-4f57-9da4-cb0a353c4adc,14991.430804285
7545,176-N,0.0,4.14,2,State Secondary (State Maintained),93,NEWINGTON,2022,9369642d-9acf-40b3-8c42-1ef08b1eb31f,22174.4053999893
7546,180M-N,0.0,0.22,I,State Park and Forest,3,ASHFORD,2022,4200c175-ab4b-48d3-a02f-b49d8a6ae48b,1152.8703094733
7547,135-N,0.0,2.58,2,State Secondary (State Maintained),50,FAIRFIELD,2022,6bc8fa46-b927-4c40-823d-7a00ad8321f3,13772.2982108797
7548,138-E,2.59,5.93,2,State Secondary (State Maintained),72,LISBON,2022,56000f9e-9d17-4b1b-ab66-43e5d420f2d1,17831.8220226288
7549,138-E,5.93,12.67,2,State Secondary (State Maintained),57,GRISWOLD,2022,150ca6a1-e362-42cb-907b-9df6db64da79,35781.2275908353
7550,140-E,20.45,22.5,2,State Secondary (State Maintained),134,STAFFORD,2022,7bed61f1-c0e5-464d-8d37-703876dcf7b1,10874.0532399875
7551,143L-W,0.0,0.05,I,State Park and Forest,77,MANSFIELD,2022,6293def3-4fd7-4455-9e16-8c38a578d580,279.016679570909
7552,145-N,5.7,8.46,2,State Secondary (State Maintained),122,DEEP RIVER,2022,b9530e01-fc7c-4de2-81a4-6a2d1dacc2f9,14611.4739079675
7553,148-E,8.8,14.75,2,State Secondary (State Maintained),26,CHESTER,2022,873a6c51-a3bf-4f21-9059-39c2dbca92e8,31410.7587768001
7554,15-N,0.0,7.7,1,State Primary (State Maintained),56,GREENWICH,2022,5162c008-617c-423f-b2f5-fba3b9a23327,40632.098711935
7555,15-N,45.81,46.77,1,State Primary (State Maintained),92,NEW HAVEN,2022,d5d5a1dd-12b8-4b74-ad83-f846537131dc,5091.53588330222
7556,15-N-102,0.0,0.03,5,"Ramps, Turning Roadways or Connectors",106,ORANGE,2022,986199be-f1a3-4aac-91d7-ed0665ff0262,166.723548102925
7557,15-N-155,0.0,0.14,5,"Ramps, Turning Roadways or Connectors",159,WETHERSFIELD,2022,a4cdfb95-dcf9-4a6f-bc52-be30f1f39d8c,769.151417035554
7558,15-N-156,0.0,0.15,5,"Ramps, Turning Roadways or Connectors",159,WETHERSFIELD,2022,a5126662-2f19-4728-a5d4-d086256070f9,678.155815687413
7559,15-N-159,0.0,0.19,5,"Ramps, Turning Roadways or Connectors",159,WETHERSFIELD,2022,39783822-194a-4f1c-ac84-4afdb6fc7be5,988.543290423939
7560,15-N-75,0.0,0.14,5,"Ramps, Turning Roadways or Connectors",144,TRUMBULL,2022,04a96cbb-762c-4fca-9f67-c65cff7e7873,778.366126504984
7561,15-N-98,0.0,0.03,5,"Ramps, Turning Roadways or Connectors",83,MILFORD,2022,29e26942-aa7c-4b62-80a7-802797be5d9e,174.386509794172
7562,15-S-10,0.0,0.05,5,"Ramps, Turning Roadways or Connectors",56,GREENWICH,2022,def5372e-1165-41b6-ae21-92ef85525b58,320.90154489254
7563,15-S-106,0.0,0.18,5,"Ramps, Turning Roadways or Connectors",106,ORANGE,2022,0a5ff05c-b725-4491-85f5-1b72c1136acf,991.156267880535
7564,15-S-115,0.0,0.18,5,"Ramps, Turning Roadways or Connectors",92,NEW HAVEN,2022,2d312145-7f53-4710-9867-5c1e52cf8e58,976.878883779621
7565,15-S-131,0.0,0.06,5,"Ramps, Turning Roadways or Connectors",100,NORTH HAVEN,2022,52c62b54-1cee-43af-8e29-dfaa62211868,333.859051518896
7566,15-S-13A,0.0,0.01,5,"Ramps, Turning Roadways or Connectors",56,GREENWICH,2022,94d9b986-d2e5-4624-8fdc-4f747fa9a0b6,99.3956597342944
7567,15-S-161,0.0,0.2,5,"Ramps, Turning Roadways or Connectors",63,HARTFORD,2022,5c707ff9-3193-445c-bddc-786f350310c2,991.02791991203
7568,15-S-181,0.0,0.06,5,"Ramps, Turning Roadways or Connectors",144,TRUMBULL,2022,92dcdc90-1a0c-4274-85b2-3bff14e3bd32,350.568372637424
7569,15-S-190,0.0,0.17,5,"Ramps, Turning Roadways or Connectors",144,TRUMBULL,2022,e91f30d9-a1e5-4ef6-875d-5683c71d9cb7,994.345231988595
7570,15-S-194,0.0,0.07,5,"Ramps, Turning Roadways or Connectors",89,NEW CANAAN,2022,7ffe7d04-bd43-4c19-9a83-2079bcb02178,390.894765672494
7571,15-S-203,0.0,0.09,5,"Ramps, Turning Roadways or Connectors",102,NORWALK,2022,4ac8b575-a2bc-4b65-90c0-e29085d40ad2,490.145224977702
7572,15-S-209,0.0,0.17,5,"Ramps, Turning Roadways or Connectors",89,NEW CANAAN,2022,51697a08-613f-4429-8088-5b3ee7421186,929.563855818551
7573,15-S-210,0.0,0.15,5,"Ramps, Turning Roadways or Connectors",89,NEW CANAAN,2022,96b72750-3906-4070-b40d-7669680d2567,861.785846028074
7574,15-S-25,0.0,0.38,5,"Ramps, Turning Roadways or Connectors",135,STAMFORD,2022,19a1e8db-1d65-44f0-8836-2aefe525d6eb,1826.4724243186
7575,15-S-4,0.0,0.11,5,"Ramps, Turning Roadways or Connectors",56,GREENWICH,2022,80e00697-aca0-4c6a-9531-67f443c881ed,612.776241369185
7576,15-S-810,0.0,1.34,5,"Ramps, Turning Roadways or Connectors",144,TRUMBULL,2022,c4f4262a-99b4-4d22-9796-391a9a911846,6973.67701121377
7577,15-S-84,0.0,0.16,5,"Ramps, Turning Roadways or Connectors",50,FAIRFIELD,2022,c7a2faf9-3e45-4887-ae8c-9ebd87d5eeaf,798.82819982943
7578,154-N,0.0,9.43,2,State Secondary (State Maintained),105,OLD SAYBROOK,2022,27b66f98-94b8-45c4-8d1a-5e943fb97ccc,49942.6191376991
7579,154-N,15.21,18.0,2,State Secondary (State Maintained),26,CHESTER,2022,c465a57f-99fd-46e2-a0fa-97eafef055e3,14701.0897467395
7580,157-N,1.02,5.22,2,State Secondary (State Maintained),81,MIDDLEFIELD,2022,68aa3209-8cf0-4426-9f40-15c15b05dd27,22287.1003165786
7581,201-N,0.0,1.94,2,State Secondary (State Maintained),137,STONINGTON,2022,5bb7ba91-1867-448c-ac1a-0bc42339fa64,10314.5961800224
7582,201-N,4.13,4.91,1,State Primary (State Maintained),101,NORTH STONINGTON,2022,4cdf7686-0a1d-4074-a05b-139e9635cd19,4141.22180001054
7583,202-N,44.11,47.19,1,State Primary (State Maintained),143,TORRINGTON,2022,bfb95d61-42ab-40d8-a2f0-e862cbd3d8e5,16309.163272111
7584,21-N,0.0,0.88,2,State Secondary (State Maintained),68,KILLINGLY,2022,99b30c07-3c2d-4ab4-822d-20edf411f5c8,4660.99319621265
7585,21-N,4.12,5.67,2,State Secondary (State Maintained),141,THOMPSON,2022,33e02482-a1c1-425a-937d-88584fc3b01e,8223.95995600484
7586,218N-W,0.0,0.25,J,State institution road,77,MANSFIELD,2022,d39af079-3658-449e-ae63-0da65f4eaed2,1308.25245023388
7587,22-E,0.0,0.99,2,State Secondary (State Maintained),61,HAMDEN,2022,4b8bf008-19eb-481a-a91a-2fd30b0c31ba,5243.73749966967
7588,222-N,2.44,3.07,2,State Secondary (State Maintained),110,PLYMOUTH,2022,9605d2d3-e240-415f-8955-61321f8389b4,3302.82409085352
7589,222-N,3.07,3.1,2,State Secondary (State Maintained),140,THOMASTON,2022,1fb5deaa-a852-44b4-a941-21db8e754903,174.867953435745
7590,233N-W,0.0,0.1,J,State institution road,77,MANSFIELD,2022,f199482f-667e-4a22-8db9-b6cdd862a0d7,538.590773770772
7591,239N-N,0.0,0.62,J,State institution road,63,HARTFORD,2022,87f7e2c6-2475-41dd-b1d7-8d33ff0d397c,1509.47069876136
7592,242N-E,0.0,0.22,J,State institution road,107,OXFORD,2022,a473b5e4-48e3-4f47-9655-1e13db169f40,1165.67210490084
7593,244-E,2.06,5.72,2,State Secondary (State Maintained),111,POMFRET,2022,5365c4bb-f1ea-47aa-a1f5-922375b8a2c4,19407.3538866582
7594,25-N,0.0,0.21,7,"Ramp or TR Serving as mainline, state primary",15,BRIDGEPORT,2022,3ec01da7-7910-4785-b6c1-d9133168dc38,1148.01713361161
7595,25-N,10.75,15.2,1,State Primary (State Maintained),84,MONROE,2022,b4d9a3f4-1eb8-4dde-bd4b-a249c150abf9,23394.5341474535
7596,25-N-1,0.0,0.17,5,"Ramps, Turning Roadways or Connectors",144,TRUMBULL,2022,cc3abc7a-9800-431a-94f1-ad9b2783c66d,897.535224933302
7597,25-N-3,0.0,0.37,5,"Ramps, Turning Roadways or Connectors",144,TRUMBULL,2022,c24eb30b-fa84-4e08-acf9-f60101a6ab65,1947.96257156617
7598,25-S-8,0.0,0.23,5,"Ramps, Turning Roadways or Connectors",144,TRUMBULL,2022,a53ecc8a-1a04-4867-986b-6ecf0e569dff,1283.56820913911
7599,254-N,3.15,8.41,2,State Secondary (State Maintained),73,LITCHFIELD,2022,7518fc6a-ac85-4f38-af40-fc3c3234d13c,27777.7422378412
7600,291-E,6.02,6.4,7,"Ramp or TR Serving as mainline, state primary",76,MANCHESTER,2022,6ae5e37a-b353-4d2d-b48e-bf9f7dac610e,1991.66354249279
7601,183-N,12.8,18.5,2,State Secondary (State Maintained),29,COLEBROOK,2022,d45b545c-dc02-4f53-b318-a5e65c058c08,30085.1635756925
7602,184-E,6.43,10.44,2,State Secondary (State Maintained),137,STONINGTON,2022,0c80f409-c4de-4fef-b6e2-115cda752579,21156.4065575471
7603,186-N,0.0,3.57,2,State Secondary (State Maintained),129,SOMERS,2022,0feff01a-72c2-4ac2-9648-8fcba672c6dd,18900.9154197007
7604,188-N,1.34,7.06,2,State Secondary (State Maintained),107,OXFORD,2022,c17137d3-26e4-47eb-acb6-5807a5e2554b,30064.2029369371
7605,188M-W,0.0,0.02,I,State Park and Forest,31,CORNWALL,2022,b0b08acb-1687-486f-b44f-803ccc399884,93.3394804388017
7606,189-N-2,0.0,0.12,5,"Ramps, Turning Roadways or Connectors",11,BLOOMFIELD,2022,a6d3b7d6-f192-4a3b-8c05-0475a1960f0f,672.749018618071
7607,19-N,0.0,6.99,2,State Secondary (State Maintained),134,STAFFORD,2022,17f46690-2716-4c29-bf23-23b6f2f8b0a9,36865.6453110837
7608,190-W-3,0.0,0.12,5,"Ramps, Turning Roadways or Connectors",48,ENFIELD,2022,e55c2558-1da0-4ce1-a59f-04bb53f9f521,587.77414320438
7609,192M-S,0.0,1.27,I,State Park and Forest,54,GOSHEN,2022,88e8e170-fe8a-4093-b56d-38372a8a26fd,6667.31054077084
7610,197-E,0.89,9.97,2,State Secondary (State Maintained),169,WOODSTOCK,2022,5e9905d6-c91c-48b3-a29b-ade59880d64d,47933.95240243
7611,199-N,2.24,4.62,2,State Secondary (State Maintained),150,WASHINGTON,2022,86ef156a-26e7-4047-aca5-9731242b9a8f,12536.2373508309
7612,2-E,4.26,12.67,1,State Primary (State Maintained),53,GLASTONBURY,2022,05567569-9fe2-4e68-9092-6d7352332565,44404.5018312607
7613,2-E,41.28,46.39,1,State Primary (State Maintained),113,PRESTON,2022,1cfce151-e97d-4582-8a31-f25bea63a4ab,27063.6214929938
7614,2-E-5,0.0,0.11,5,"Ramps, Turning Roadways or Connectors",42,EAST HARTFORD,2022,b94c64d8-313f-4c41-ac13-2e7ebeace291,671.654944507779
7615,2-E-54,0.0,0.25,5,"Ramps, Turning Roadways or Connectors",28,COLCHESTER,2022,8d14d0bc-b091-4ad3-9c7e-77aee303ccf5,1311.11018921412
7616,2-E-80,0.0,0.36,5,"Ramps, Turning Roadways or Connectors",53,GLASTONBURY,2022,de23dde8-73c1-460d-9fef-99552d945fd4,1865.35218839084
7617,2-E-88,0.0,0.62,5,"Ramps, Turning Roadways or Connectors",71,LEDYARD,2022,f7346c14-74b4-48fe-8983-5697a19e6b61,3255.54835936363
7618,2-E-9,0.0,0.09,5,"Ramps, Turning Roadways or Connectors",42,EAST HARTFORD,2022,5f0cbc4a-1d96-4b2f-9fb1-09c6ad7245eb,477.777823725776
7619,2-W,54.34,54.36,2,State Secondary (State Maintained),101,NORTH STONINGTON,2022,1cb3e13c-8a62-4ed3-a2fd-a252f3155db7,101.094351338172
7620,2-W-14A,0.0,0.02,5,"Ramps, Turning Roadways or Connectors",53,GLASTONBURY,2022,134eab26-9406-4847-beb7-1c10777f500e,127.048615632922
7621,2-W-18A,0.0,0.01,5,"Ramps, Turning Roadways or Connectors",53,GLASTONBURY,2022,d5e44ba3-d889-42c2-bfaa-264952a97fb7,72.7597514769392
7622,2-W-28,0.0,0.1,5,"Ramps, Turning Roadways or Connectors",53,GLASTONBURY,2022,49d1a0a6-90ec-4c02-ba7c-84e980157a6d,558.611492366635
7623,2-W-31,0.0,0.17,5,"Ramps, Turning Roadways or Connectors",78,MARLBOROUGH,2022,7da44c71-aeb5-46e9-9922-1ef1476128ca,900.616415338386
7624,2-W-33,0.0,0.2,5,"Ramps, Turning Roadways or Connectors",78,MARLBOROUGH,2022,c40976e0-f13b-4f63-994b-ae93a5d961c6,1103.47455706066
7625,2-W-43,0.0,0.3,5,"Ramps, Turning Roadways or Connectors",28,COLCHESTER,2022,071913ef-f218-40ee-a8b1-c5c9453e3a9b,1534.86066774175
7626,2-W-53,0.0,0.44,5,"Ramps, Turning Roadways or Connectors",28,COLCHESTER,2022,11cffdb6-ceee-4793-a5ca-f06a8ba3946d,2272.72289657177
7627,20-E,16.43,23.02,2,State Secondary (State Maintained),55,GRANBY,2022,de0ef67a-4187-4ab9-9957-a9d3070a2776,34662.0205945286
7628,395-N-59,0.0,0.25,5,"Ramps, Turning Roadways or Connectors",68,KILLINGLY,2022,1979276b-ed52-47ea-b43f-9f1aab9daa73,1324.26584447831
7629,395-N-64,0.0,0.26,5,"Ramps, Turning Roadways or Connectors",115,PUTNAM,2022,02ef34ca-e085-4cc0-8835-0f0dfdfed13b,1282.9480716164
7630,395-N-806,0.0,0.3,5,"Ramps, Turning Roadways or Connectors",68,KILLINGLY,2022,cbe474a2-8684-4f7f-8dfa-42ee5e76442c,1576.31043297479
7631,395-S-39,0.0,0.16,5,"Ramps, Turning Roadways or Connectors",108,PLAINFIELD,2022,ccf6681a-673d-4d55-bf9f-2129ed605a65,896.058399430413
7632,395-S-57,0.0,0.26,5,"Ramps, Turning Roadways or Connectors",68,KILLINGLY,2022,f375bfb8-12d1-4e00-b159-cc494b7eea94,1376.3077271222
7633,39M-E,0.0,0.2,I,State Park and Forest,38,EASTFORD,2022,1ad870c0-60eb-4daa-80af-dfe04130b76c,1065.7795665917
7634,4-E,31.09,37.19,2,State Secondary (State Maintained),20,BURLINGTON,2022,cd7f6282-28c9-4fc0-8999-8cb77fb7c514,32296.7281428614
7635,4-E,45.84,46.72,2,State Secondary (State Maintained),155,WEST HARTFORD,2022,954baabf-fcc8-4fb4-b891-eebaadd1d338,4628.82163684234
7636,40-N,0.0,0.48,7,"Ramp or TR Serving as mainline, state primary",100,NORTH HAVEN,2022,48b18414-901a-4a52-9a10-937be696dcd2,2552.91770702881
7637,423-E,0.0,0.31,4,State Special Service (State Maintained),51,FARMINGTON,2022,a77ac505-695f-4023-932b-37d5dde43a6c,1486.90225022541
7638,44-E,8.83,16.13,1,State Primary (State Maintained),99,NORTH CANAAN,2022,ed2e61a4-c758-45dc-84fd-c7a81e0002b2,38612.6526729466
7639,44-E,21.82,23.6,1,State Primary (State Maintained),29,COLEBROOK,2022,797fe577-ad6e-4950-abcc-4bb12afab649,9485.88863415271
7640,44-E,85.52,89.4,1,State Primary (State Maintained),38,EASTFORD,2022,b6517a5c-7fc9-448c-b035-34510e986f8c,20466.7012186625
7641,440-S,0.0,0.07,4,State Special Service (State Maintained),82,MIDDLETOWN,2022,62e20af6-b6ba-4783-97e7-95448a34a658,373.61706306828
7642,449-N,0.69,1.07,9,"Ramp serving as mainline, state special service",44,EAST LYME,2022,194ede05-80aa-48e6-b395-bcfa7d6d562d,1915.90179001187
7643,45-N,0.0,1.71,2,State Secondary (State Maintained),150,WASHINGTON,2022,691ce379-f67d-487a-856b-e467ae268f46,9043.47441294849
7644,45-N,7.95,10.29,2,State Secondary (State Maintained),31,CORNWALL,2022,57a89b3a-aef9-4068-855b-27cebe5d7b44,12261.9946740254
7645,46M-N,0.0,0.23,I,State Park and Forest,47,ELLINGTON,2022,fcbfbebc-32f6-4b5f-8c25-a83791601505,1212.48612342436
7646,47-N,5.7,12.27,2,State Secondary (State Maintained),150,WASHINGTON,2022,d324db54-212a-46b1-abc5-f75563130b91,34761.2054913628
7647,479-N,0.0,0.25,4,State Special Service (State Maintained),150,WASHINGTON,2022,983bdc46-fc82-4289-a5ad-5f0e29d57ddf,1307.84996283024
7648,486-E,0.05,1.08,4,State Special Service (State Maintained),107,OXFORD,2022,67adea53-c0a6-40f4-8298-e3be918c7e51,5407.28266939521
7649,291-E-6,0.0,0.28,5,"Ramps, Turning Roadways or Connectors",132,SOUTH WINDSOR,2022,47c8610b-d548-40e1-bc53-fb589922b29d,1580.82561299252
7650,291-W-5,0.0,0.4,5,"Ramps, Turning Roadways or Connectors",132,SOUTH WINDSOR,2022,7af53605-5406-4428-aa99-7eb8b240d859,2124.37516688658
7651,29M-E,0.0,0.15,I,State Park and Forest,31,CORNWALL,2022,8ed5b2be-2c63-485e-bf5d-fcb6ad5dfc81,818.032341277213
7652,2A-E,3.9,4.37,7,"Ramp or TR Serving as mainline, state primary",85,MONTVILLE,2022,a697d64b-79a5-42a0-be17-b993c0066ca4,2459.12871698105
7653,2A-W-6,0.0,0.25,5,"Ramps, Turning Roadways or Connectors",85,MONTVILLE,2022,cafd2376-c064-4b5e-bf7b-30b2fafb6d5f,1312.83831204257
7654,3-N,11.28,11.86,1,State Primary (State Maintained),159,WETHERSFIELD,2022,74e566ef-e3a9-4fed-99fc-d6149ffb579c,2961.77559733618
7655,3-S-803,0.0,0.35,5,"Ramps, Turning Roadways or Connectors",159,WETHERSFIELD,2022,9263a7c2-30da-4611-b14d-be7ff31d928b,1791.7934274712
7656,304N-E,0.0,0.27,J,State institution road,68,KILLINGLY,2022,097fa4c0-68f9-4959-b957-f52794d4d77c,1443.83745478668
7657,305N-N,0.0,0.21,J,State institution road,68,KILLINGLY,2022,2eac20e9-0857-4a8d-b3c2-a5678d9ae7dc,1107.97434740628
7658,309-E,0.0,1.36,2,State Secondary (State Maintained),23,CANTON,2022,50bd6808-d85e-444b-a8a8-ed4b91060a94,7186.01771196249
7659,315N-W,0.0,0.36,J,State institution road,151,WATERBURY,2022,fa95fb94-3927-4ad9-ba7f-5d578e9e88d4,1904.52662735165
7660,318-E,0.0,3.14,2,State Secondary (State Maintained),5,BARKHAMSTED,2022,7e769fae-0bc2-4e00-af1f-dcdba1a77df3,16621.7602717322
7661,320-N,0.0,0.54,2,State Secondary (State Maintained),77,MANSFIELD,2022,9f41f008-6ff4-4cbc-acbe-3b34b84de1c9,2856.68718266124
7662,322-E,7.93,9.76,1,State Primary (State Maintained),131,SOUTHINGTON,2022,0fe61b11-eed2-4c48-bdc5-829ed192f96d,9683.34065840328
7663,334-E,0.0,2.71,2,State Secondary (State Maintained),124,SEYMOUR,2022,95cf64cf-9bf9-48d3-8d8a-240402113955,14264.1660173057
7664,336N-N,0.0,0.09,J,State institution road,76,MANCHESTER,2022,d1f60fa9-f4c0-4cfd-88c6-de0c39874bbe,471.319709988134
7665,34-E,5.76,7.02,1,State Primary (State Maintained),84,MONROE,2022,9c35ca05-a5e0-471e-9084-07a06cd57a7f,6627.55073440138
7666,34-E,21.88,22.21,1,State Primary (State Maintained),92,NEW HAVEN,2022,7e442c41-65fa-44cb-9eb4-70d450fe6959,1697.578759755
7667,34-E,23.24,23.32,7,"Ramp or TR Serving as mainline, state primary",92,NEW HAVEN,2022,919a9474-eb5b-4001-afda-b5db5eb70947,415.81080591762
7668,341-E,15.73,15.97,2,State Secondary (State Maintained),150,WASHINGTON,2022,0c01e393-2832-470a-8011-a9eb5ad1f632,1309.47978323442
7669,347N-W,0.0,0.1,J,State institution road,162,WINCHESTER,2022,3ebf5f34-4689-42d6-9132-cb5a54763182,555.127301375387
7670,349-S-2,0.0,0.26,5,"Ramps, Turning Roadways or Connectors",58,GROTON,2022,5faeceb6-e0a7-4408-9763-0d266fb0dc5f,1327.74260474016
7671,352N-S,0.0,0.29,J,State institution road,163,WINDHAM,2022,199d94b5-9b1c-4df4-a526-35365151cf37,1551.09421501653
7672,361-N,0.0,3.41,2,State Secondary (State Maintained),125,SHARON,2022,eb88ead7-91c4-4967-baa0-558902e08609,18065.9938222221
7673,366N-N,0.0,0.39,J,State institution road,130,SOUTHBURY,2022,c3c58404-1674-4fcd-b699-972007e563fb,2084.1933999377
7674,384-E-1,0.0,0.45,5,"Ramps, Turning Roadways or Connectors",42,EAST HARTFORD,2022,5da3aa8e-80f4-4c37-bc43-a3ac3ddaf858,2288.26927340724
7675,384-W-4,0.0,0.28,5,"Ramps, Turning Roadways or Connectors",76,MANCHESTER,2022,38b081d3-71f5-4a1f-9162-78df6edd9b1f,1417.74136862278
7676,384-W-701,0.0,0.94,5,"Ramps, Turning Roadways or Connectors",76,MANCHESTER,2022,ed02030e-0fab-40ad-8ff1-e8773174840c,4932.66630908598
7677,384-W-801,0.0,1.9,5,"Ramps, Turning Roadways or Connectors",76,MANCHESTER,2022,2f602a7d-69f4-4861-9d1e-68300319dc9e,10075.7970697016
7678,38L-E,0.0,0.11,I,State Park and Forest,9,BETHEL,2022,0fda0773-d8cc-4390-9e00-e2a8fcceb81c,575.152781356503
7679,39-N,4.69,14.51,2,State Secondary (State Maintained),90,NEW FAIRFIELD,2022,9c57be31-f13d-4ba8-883d-8c82c41c273b,51704.07231593
7680,395-N-15,0.0,0.17,5,"Ramps, Turning Roadways or Connectors",103,NORWICH,2022,c1d3db5a-2eb5-4e63-9dd1-cfca4a633092,939.301979859333
7681,395-N-22,0.0,0.28,5,"Ramps, Turning Roadways or Connectors",103,NORWICH,2022,a5ab2399-ac9b-486f-ad15-e8de6f0ecd65,1506.87249747807
7682,395-N-29,0.0,0.23,5,"Ramps, Turning Roadways or Connectors",72,LISBON,2022,d1e0327b-ca0a-4926-933d-b72bc9a8fd3e,1203.19098109873
