OBJECTID,RMA_DSG,RMA_NAME,RMZ_NAME,BLM_ORG_CD,PLANID,GIS_ACRES,WEB_DOC_PATH,GLOBALID,SHAPE_Length,SHAPE_Area
1,PLND,,,ORL05,Unknown,52.7898931,,{22C510BF-21F3-4D4D-ADC4-3F2323220334},2882.59137534419,386814.113103708
2,PLND,,,ORL04,Unknown,194.7396926,,{C7A46636-4905-4D0D-A4A2-F3259CE66C21},4798.58387600207,1428058.25184831
3,PLND,,,ORL04,Unknown,83.83475777,,{12D08E7D-CD30-4AEA-93EC-8BBB80F63389},4797.25080877546,614914.775587071
4,ERMA,,,ORV04,Unknown,190.71966233,,{4C468B47-2AF4-48ED-B111-70014E6D76DD},6439.37911268547,1399429.26827651
5,PLND,,,ORM06,Unknown,17.00463703,,{DFE6329A-4B19-4921-871A-824887252491},1547.43038942109,124813.158715679
6,PLND,,,ORL04,Unknown,135.75585483,,{16778A7B-7D86-4C40-9E29-4B9289AF71C1},5508.24424819444,996107.399303322
7,PLND,,,ORL04,Unknown,24.87529005,,{6E6ED385-2023-4716-A80F-24F689F9D7C4},1763.87751867142,182551.520618989
8,PLND,,,ORM06,Unknown,64.8911024,,{3337674F-3468-41D7-8FBA-C6A05CB3CD0B},3036.75698418113,476311.056971446
9,PLND,,,ORM07,Unknown,38.92975245,,{E80506CC-564B-4E5D-B9E7-73BAC055C2E4},2138.28420111414,285741.962770231
10,PLND,,,ORM07,Unknown,41.22718962,,{AC643928-6BCA-40CF-A2E5-DC2A219DF8BB},2200.9540147141,302606.745103704
11,PLND,,,ORL04,Unknown,168.07724915,,{F39B25D3-D091-4935-A17B-905ABF9D4C37},4776.656112232,1233572.35743732
12,PLND,,,ORL04,Unknown,39.84812222,,{05CC2E5A-48BA-476D-BD36-7C3A66256B63},2163.23828242573,292456.356435629
13,PLND,,,ORL04,Unknown,92.22521647,,{FE2ED24F-E10C-40B2-84F8-30F436F78FE4},5009.40079704099,676946.513438722
14,PLND,,,ORB06,Unknown,641.89345329,,{2A929FC2-9059-4B76-9158-4EE2777FB044},12715.7957008573,4709386.62708243
15,PLND,,,ORL04,Unknown,0.44883922,,{308FF600-D5EA-4A49-B10C-61FFF2007272},422.920998396987,3293.83394019827
16,PLND,,,ORL04,Unknown,200.8864536,,{4C1A04FC-E2AF-43EF-A936-6B94E8A12EA0},5793.07207804129,1474416.58068642
17,PLND,,,ORL04,Unknown,210.25863318,,{4FC5366D-6F1B-4AC3-9C3E-058DCF3C534C},6108.85264061787,1543205.41354277
18,PLND,,,ORL04,Unknown,212.85684577,,{B0DFF834-029C-4573-9F97-ACC4B0A05A05},6546.6176140105,1562350.20163355
19,PLND,,,ORM07,Unknown,80.87277506,,{365DA1DD-6CE0-4F98-840D-46F943B0B441},3273.77657964372,593704.401771599
20,PLND,,,ORL04,Unknown,80.53803618,,{0098D882-82FB-48A4-91E7-434E3C541B17},3264.28026982015,590899.681405036
21,PLND,,,ORL04,Unknown,80.81978299,,{C4D95B67-E3DE-4952-8471-A4915CED6AB1},3268.8741442007,593271.502770038
22,PLND,,,ORL04,Unknown,1.57651889,,{F32DA99D-8934-4D84-B8DA-7405357524AD},1156.02034949641,11573.5014516468
23,PLND,,,ORL04,Unknown,30.78537303,,{4FD2956B-5171-4FD1-B801-50A0D6E67AB1},1996.31376145923,226014.196255223
24,ERMA,Klamath River WSR,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,9.60844547,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=20,{E1369E83-FD8E-4BA9-959A-9667B00873EB},1318.77846857618,70539.5246870241
25,PLND,,,ORL04,Unknown,79.4957441,,{2FA7FB68-D236-41C7-8D2C-BBF2138CAD0C},3245.01757585305,583611.53328725
26,PLND,,,ORM07,Unknown,39.1271307,,{0946B1D5-0679-4E49-9F42-3E062E437648},2144.03224422883,287289.140164228
27,PLND,,,ORM07,Unknown,38.4497545,,{4598E078-5C2E-4F9F-88EA-80EE54B018D6},2125.46750879545,282312.343667645
28,PLND,,,ORL04,Unknown,121.65481345,,{139E8485-2B48-4E67-BE1A-0CBF57B809FC},4365.47543394024,893135.272115333
29,PLND,,,ORM06,Unknown,80.98412795,,{C9BDD3F8-93A2-479E-87B1-F291F77B3AA1},3277.00056870505,594695.488609445
30,PLND,,,ORL05,Unknown,41.24774477,,{A9D6D7F6-5A1B-42E6-ABB1-92C7FBFB19EE},2199.59342257031,302386.0294736
31,PLND,,,ORM07,Unknown,1147.49514961,,{0AE8D84B-6158-410B-86AD-503B790FE6D1},17876.4091044964,8424006.82804499
32,PLND,,,ORL04,Unknown,283.9314151,,{EF6DCBAE-EBCD-48F2-929D-0CB25B8F3969},7648.38722028719,2084530.53333974
33,PLND,,,ORL04,Unknown,652.63693088,,{0E38C8B6-092E-4298-87CC-7B13482A0C74},8755.79688196514,4791403.20678631
34,PLND,,,ORL04,Unknown,476.48133456,,{CA2BAFBD-1EAB-4B2F-ACB4-CF1BA04975C4},9699.6616284236,3497815.69287872
35,PLND,,,ORL04,Unknown,40.18154611,,{D8BD786A-9148-4046-B868-4F0A822695D7},2173.92625664389,295003.181948246
36,PLND,,,ORL04,Unknown,483.60678966,,{D67D1115-E7E9-48FE-9E62-0B7B4F414660},9198.6497230938,3550588.26794543
37,ERMA,Klamath River WSR,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,36.37831064,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=20,{C655C344-A089-4EC6-BA4E-1ADCDE7B5983},2377.49511159916,267018.906429086
38,PLND,,,ORL04,Unknown,39.82797407,,{EB6D8498-157D-4744-B465-C362FCB74D30},2163.19809800748,292459.166580186
39,PLND,,,ORL04,Unknown,79.023394,,{70AAB524-F0D7-4439-BC05-137D9ED371B4},3232.16474682452,580240.43471154
40,PLND,,,ORM06,Unknown,40.34217271,,{FAA54A0D-3F54-457D-A512-47C6854A4088},2177.5007867611,296282.009649826
41,PLND,,,ORM06,Unknown,39.50056594,,{25AE6BA8-83BB-4F08-BBAD-AFF1A85076EF},2154.80755525701,290132.118982522
42,PLND,,,ORM07,Unknown,81.61370304,,{918C4744-806B-402A-A4E0-6EBA7AA41977},3292.11515078492,599413.074609058
43,PLND,,,ORL04,Unknown,119.80504349,,{4AAAD50A-0772-4A54-998F-34B6CC5F033E},4336.99673097475,879385.530973535
44,PLND,,,ORM07,Unknown,199.72450893,,{FEDD4E30-229B-413F-9B92-692546E18643},5400.01885377595,1467210.85538603
45,PLND,,,ORM07,Unknown,81.05201839,,{0359D20E-AB4A-4F7B-A82B-998EB17A7B6C},3258.06048246656,595451.539579826
46,PLND,,,ORL04,Unknown,534.30060366,,{CD414863-C2EB-46D6-BB8C-9ADCA6133C14},10995.8694897311,3924514.64747113
47,PLND,,,ORL04,Unknown,537.27197057,,{55872A0E-815F-41BF-9718-E9B72ACE3119},8814.12455589819,3946172.26768996
48,PLND,,,ORL04,Unknown,652.70737207,,{5CB019DB-BC7E-4E09-8C7E-6B617EEDE256},8776.0767397196,4794156.63906128
49,PLND,,,ORL04,Unknown,977.01769366,,{580B4987-58B5-49D1-8A55-7CC7EF8A6062},19047.2419063728,7173055.30555259
50,PLND,,,ORM06,Unknown,964.14761875,,{BE0E1156-D1F1-4B2D-9F20-2B83C8566F51},27630.100190028,7079322.07555648
51,PLND,,,ORL04,Unknown,654.47305628,,{2F01ED18-6998-40F5-B82B-5DB2B1F73D6D},8773.12312244295,4807410.21429312
52,PLND,,,ORL04,Unknown,245.33364293,,{A9F21C43-569A-410D-8721-41277B0FA9A5},6579.67515407263,1802140.70160077
53,PLND,,,ORM06,Unknown,40.59159667,,{40A7DB4C-849E-4061-BEC8-0A003D1F2A43},2184.50038375272,298219.639271497
54,PLND,,,ORL04,Unknown,203.89743289,,{1B38E648-4C17-4945-96C8-42B8D0BBEF24},6572.46429403107,1497659.21964015
55,PLND,,,ORL04,Unknown,39.98099148,,{756D6500-E919-4F89-9DF9-1555C1CBC86A},2167.50832013106,293628.230620357
56,PLND,,,ORM06,Unknown,77.76589941,,{9527A374-CFDB-48CE-8AED-B1175AF465FE},3189.75132759578,571449.326974195
57,PLND,,,ORL04,Unknown,39.9563815,,{45D40A2A-0A90-448C-9BAB-46C90ACC618A},2166.79133625425,293423.271068436
58,PLND,,,ORL04,Unknown,40.46439163,,{7D3F2ADF-8C22-4C39-B717-18B3AE5C1B92},2181.30931646241,297309.644477397
59,PLND,,,ORM06,Unknown,1923.94557453,,{BDAD89B3-D140-428E-A11B-940890401EE4},23601.2586752418,14129601.1128348
60,PLND,,,ORM06,Unknown,156.45681076,,{7C8F13D3-713A-4E4B-ABE4-A12A72E77F74},4304.60459662371,1148597.97410002
61,PLND,,,ORL05,Unknown,77.59284737,,{B7C87167-37F4-4560-B44F-EE84EEBB440E},3212.67311650107,569559.102623595
62,PLND,,,ORM07,Unknown,40.77819094,,{3E3641E8-1A92-4B59-A1FC-B1FD4A95AFC8},2189.75338030577,299683.633595252
63,PLND,,,ORL04,Unknown,81.91386538,,{41CFF862-B551-4173-9790-87D79F86E5D1},3295.67499983174,601929.654318871
64,ERMA,,,ORV04,Unknown,122.1573772,,{5061D382-8C91-4A80-9527-90FBF53DA9AA},4374.24097122534,897748.976841517
65,PLND,,,ORL04,Unknown,122.0909933,,{314E3B5B-5CDA-4590-826D-9FD9EFCF00B8},4403.1818921574,897144.975627854
66,PLND,,,ORL04,Unknown,161.77298073,,{286B419D-9B5A-44EE-9FCE-81FE3A05FB7A},5447.39829712814,1188841.73243472
67,PLND,,,ORL04,Unknown,162.04660221,,{F09BA2E4-D16C-423B-B8AD-EBAF1ECBFC06},5458.24508697276,1190754.88237447
68,PLND,,,ORL04,Unknown,448.55220827,,{AC2722A8-301C-405E-82D5-100FDC2CF751},7667.40288035084,3296059.03707371
69,PLND,,,ORL04,Unknown,653.56701364,,{1897E761-BFC2-4605-8E33-D3E717D823D4},8743.90341764366,4802622.27966399
70,PLND,,,ORL04,Unknown,653.4332877,,{5DBF7853-BD01-412D-BD87-7A87707FF96D},8768.7882102785,4801903.0148465
71,PLND,,,ORM06,Unknown,0.20436924,,{8997D29E-323E-4628-97A1-C05A957E2ABB},1082.17330613591,1502.18063456687
72,PLND,,,ORL04,Unknown,323.21116863,,{1B4CCAD9-86B6-4E06-AAC6-ADBF02327053},9806.43838397755,2375131.39855883
73,PLND,,,ORL04,Unknown,597.74821697,,{502224F2-4EB7-4885-859A-1BB94B7BA35C},13833.4992327028,4392727.59801165
74,PLND,,,ORM06,Unknown,40.6752886,,{F51D8B80-62B9-4C70-AB9F-B20B5B2341B5},2187.31412865659,298998.007766506
75,PLND,,,ORM07,Unknown,284.56065693,,{7ACE445D-BCDA-4D08-8A2A-C112A84B96C2},7652.42114414595,2091187.47959526
76,PLND,,,ORL05,Unknown,123.09105479,,{054A5AE2-4482-4843-A888-C318618410CA},4387.33800930017,903268.097016178
77,PLND,,,ORL04,Unknown,39.90927567,,{0699FB02-A08A-43E5-B8F8-F546E1706C2F},2166.27117614815,293275.222955781
78,PLND,,,ORM06,Unknown,326.87093112,,{33C7F12C-7AB2-4F36-85FF-E8F743A04384},6596.10638211186,2402979.36055471
79,PLND,,,ORM06,Unknown,160.78822519,,{5C0C89C2-85CF-4301-A099-7FA497275751},4349.08281098221,1182133.03355045
80,PLND,,,ORL05,Unknown,155.32039926,,{891D8E53-3374-4A22-82AE-E57F1A14FD3E},5353.16203252815,1140581.44247474
81,PLND,,,ORL05,Unknown,40.55282637,,{4956210C-F1A6-4085-9333-0A63323EA80B},2183.02471371519,297780.713476403
82,PLND,,,ORL04,Unknown,40.13376072,,{44140830-F604-4025-98DF-B9BA19644DE0},2172.7174430416,295040.381913296
83,ERMA,Bryant Mountain,,ORL04,Southwestern Oregon RMP 2016,4145.31203785,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=5,{9792E2C1-FA50-43B1-A2F6-FAEE653B9F35},51848.1969468484,30436582.9143381
84,PLND,,,ORL04,Unknown,655.80881195,,{E2E28D7B-5979-4C55-837B-87EBFAD340C4},8758.53588261843,4821544.23523508
85,PLND,,,ORL04,Unknown,660.32226679,,{0AE38CF8-A9E0-4472-92FC-3D4E6D5A6E74},8823.71299439795,4854459.37479647
86,PLND,,,ORM06,Unknown,685.26780599,,{49959816-D018-4966-B330-B285352C307A},8987.56097725416,5038723.29499305
87,PLND,,,ORM07,Unknown,40.75541952,,{3D760817-B571-4187-B1D5-1A735CC5BCF2},2189.9346199348,299721.199100517
88,SRMA,Trout Creek/Oregon Canyon ,,ORB00,Andrews Management Unit RMP 2005,121.39828598,,{C9CB12BB-8521-4601-9AAC-083B5E331DB0},4363.83174946495,892524.566133414
89,PLND,,,ORL04,Unknown,201.1842014,,{A2E1CA7C-5803-4E64-ACB4-0A57ABBAA363},6548.67907833843,1479095.71575173
90,PLND,,,ORL04,Unknown,41.19123249,,{25090E91-7221-461C-9ACE-A329A1570B00},2201.41947414958,302889.389891263
91,PLND,,,ORL04,Unknown,161.97595613,,{918EBDB0-C1FA-400F-9575-5A10FF438215},5455.23079611909,1190650.89857374
92,PLND,,,ORL04,Unknown,40.89320743,,{07A981D6-CA8B-44DE-BE2A-C88A41998069},2193.51892062817,300657.646873122
93,PLND,,,ORL05,Unknown,17.68579092,,{D894A0BE-8FDD-41CD-883A-EB975A68FBF6},1582.97178864669,129888.237909638
94,PLND,,,ORL04,Unknown,325.7714803,,{07F7EB8F-4761-478A-BBB9-A4FC1B8EF226},6570.73749134445,2395924.44196995
95,PLND,,,ORL04,Unknown,365.90617902,,{2A481BD0-788B-417E-926E-19C7374FB128},8737.7713812619,2690294.31869035
96,PLND,,,ORL04,Unknown,40.23256189,,{9A301246-4FC2-4225-A29C-DAD5B1BAA37B},2175.86679371773,295893.294656954
97,PLND,,,ORM07,Unknown,40.6566332,,{195E55B4-A4D0-4AB1-9E49-619B4A5CE741},2187.63728749016,299097.961643452
98,PLND,,,ORM07,Unknown,104.57541861,,{62231A06-7D20-473D-B8D8-30A66036F7F5},4101.82543444826,768960.507929304
99,PLND,,,ORM07,Unknown,377.69262576,,{2605EA5D-3997-44C5-958E-A544D8A68796},12472.6518280344,2778043.52997647
100,ERMA,East Fork Illinois Trails,Waldo-Takilma,ORM07,Northwestern and Coastal Oregon RMP 2016,1440.76233694,https://eplanning.blm.gov/public_projects/lup/57902/88402/105784/Coos_Bay_RMA.pdf#page=19,{D66099E0-55F8-47F6-A50F-132112AB303E},18539.6994667356,10588867.9533319
101,ERMA,Rockydale,,ORM00,Southwestern Oregon RMP 2016,185.58870287,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=142,{AB3C25B7-62E9-4F2D-8985-91257BC5AF10},6182.63151636056,1365060.10996775
102,PLND,,,ORM07,Unknown,410.18945243,,{733A7ADF-9E75-48DA-9D64-A5B30429FBFA},11059.782197046,3017064.14233831
103,PLND,,,ORL04,Unknown,40.79384625,,{7E7E90FB-ED95-4FDE-ADCD-12BBAF49A40F},2190.69343761582,299919.829357205
104,PLND,,,ORL04,Unknown,283.28052747,,{534F470F-7F94-4AFD-A5F8-E0AC6A2A35D7},7641.97494521128,2082998.31196685
105,PLND,,,ORL04,Unknown,1296.36427992,,{78F59EA4-64D9-41E6-ACE3-849297E3E19D},16380.4311866445,9532258.23667094
106,PLND,,,ORL04,Unknown,645.53644508,,{8B3DC8D3-8C8E-49F9-B0DA-A31C3E5AFEAB},8711.63611508666,4747969.39157467
107,PLND,,,ORM06,Unknown,231.97215143,,{12937452-3F7F-455C-ABB8-05844962CCF0},6399.46972302493,1706300.23157752
108,PLND,,,ORM06,Unknown,26.09937765,,{A2B5E20C-E03F-43A5-9B5F-9E9930735AE3},1796.88268434111,192022.277863416
109,PLND,,,ORM06,Unknown,12.20004496,,{9B2B7238-836B-4D49-A9BB-77D7987E46F0},1838.06665136168,89761.9191810959
110,PLND,,,ORM07,Unknown,40.42515763,,{41066515-E250-471C-B26E-52A2F224D392},2181.54517417092,297434.158838067
111,PLND,,,ORL04,Unknown,39.73323843,,{2C54F28B-D54E-4267-85DA-F94079D429D8},2162.43005268977,292241.331938724
112,PLND,,,ORL04,Unknown,40.79647479,,{D762CB94-3CC6-4F1F-AC61-AB1BE9CBC3FA},2191.33122801155,300084.581035446
113,PLND,,,ORL04,Unknown,40.31429299,,{C47D9508-B37F-496E-9DEF-761FB36516AC},2178.36697387271,296500.338397334
114,ERMA,Lower Klamath Hills,,ORL04,Southwestern Oregon RMP 2016,1595.63151069,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=22,{025FDDE6-798E-420F-99FF-C27DB403F583},22583.4853327484,11734127.2751007
115,PLND,,,ORL04,Unknown,40.80645214,,{CFD62743-8789-4032-AA18-D71C02946353},2191.63628929762,300202.502030203
116,PLND,,,ORL05,Unknown,120.68618856,,{36D40AD2-8DE9-4F01-B256-B12CD243F0C8},4377.61122841432,887085.850302198
117,PLND,,,ORM07,Unknown,81.0551294,,{7FA65E7E-E4CC-4BB8-8D6C-608ECFCEF997},3278.94810039485,596409.45807634
118,PLND,,,ORL04,Unknown,40.33054233,,{66B0F539-D8EA-41DE-81E3-6B259B6F3E9A},2178.42701136261,296580.160954879
119,PLND,,,ORL04,Unknown,80.8282058,,{9EAB506E-04E9-4780-A7F0-378AA705BCC9},3278.88108847779,594562.183116487
120,PLND,,,ORL04,Unknown,80.79399335,,{22BB95E6-C5C3-4598-AC83-80C7F1616E30},3270.14416188715,594288.67852503
121,PLND,,,ORM06,Unknown,41.45071374,,{7D6430DA-A9A6-4D37-BB7D-DB9EEBD69149},2210.07461641974,305039.775102972
122,PLND,,,ORL04,Unknown,40.49634064,,{2003E02E-78F0-46FE-A89D-51CB4B2959EE},2182.97055927887,297830.923390355
123,PLND,,,ORL04,Unknown,803.12968675,,{5C06D18B-1A15-4326-B959-2086FF36379D},17416.9014895604,5907605.79734852
124,ERMA,,,ORV04,Unknown,39.91760312,,{F9BCFEB3-7DC4-4977-B04C-7089A91A2E50},2168.05057352373,293776.839431413
125,PLND,,,ORC04,Unknown,38.66787251,,{2E25BD57-F4BE-42B8-95EA-12089ABA05CD},2134.71566321519,284528.833008466
126,PLND,,,ORL04,Unknown,239.02492393,,{3C68000E-4E64-4BE6-8D9E-6EFAB4C6F4A8},6496.30584321927,1758510.19688976
127,PLND,,,ORM07,Unknown,397.66119121,,{98328076-321D-4551-9F3E-449773215E23},8662.435139526,2926331.04402551
128,PLND,,,ORL04,Unknown,485.27004976,,{778E8ADA-0220-4338-8DE7-E331BA1DD45E},8725.88337203013,3570571.31669306
129,PLND,,,ORL04,Unknown,1302.50455629,,{E3CA7BEA-A473-4DD9-8977-6C8CD3C574D7},17466.0042495303,9582043.07912248
130,PLND,,,ORL04,Unknown,121.4441498,,{7B8769E4-C2E6-45E7-B8D8-28F593F1E9CC},4378.75605767738,893505.531466038
131,ERMA,Bryant Mountain,,ORL04,Southwestern Oregon RMP 2016,1420.71648553,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=5,{AA70D0E0-B016-468D-8E5D-419FDD0A474A},20882.594660796,10448139.2815728
132,PLND,,,ORM06,Unknown,163.27884526,,{0BEE265D-9FFB-4686-97A0-21821653E21B},5519.00184015276,1201785.62418511
133,PLND,,,ORL04,Unknown,122.13810497,,{36A72E36-5D0F-4D0C-8BC6-06E39A7EFF32},4379.60952906384,898705.36771793
134,PLND,,,ORM06,Unknown,39.77437084,,{9F3A05B9-3F78-43CE-9397-FE1EF5C3C71A},2164.51479808713,292813.897421155
135,PLND,,,ORM07,Unknown,544.00679982,,{AFD152A0-5A6A-4671-A027-B6270E60CBD0},10903.1880795976,4003850.26831567
136,PLND,,,ORL04,Unknown,199.01980511,,{0D1920CE-6AD8-44EE-B0C0-913837D491E9},6496.2462635104,1464452.27636061
137,PLND,,,ORL04,Unknown,319.96111513,,{F1FF4657-679D-48EF-8CE7-51F67ED239B5},7592.2476472034,2354851.85177028
138,PLND,,,ORM06,Unknown,79.45501075,,{4F82349F-C688-4610-AF04-A958103D476E},3253.0873017289,585015.707549585
139,PLND,,,ORC04,Unknown,303.22327207,,{844DC04D-EE69-4062-847F-2521C553DE6F},7430.5334069293,2231806.78064459
140,PLND,,,ORC04,Unknown,163.61451713,,{F5B222B9-4FB8-4795-B93A-47F2ACEB81CC},5468.51613677942,1204325.36954137
141,PLND,,,ORC04,Unknown,39.68751036,,{43B231CD-7473-4B7D-8D6F-E49519218447},2163.9727808644,292174.71526076
142,ERMA,Logan Cut,,ORM00,Southwestern Oregon RMP 2016,364.87629398,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=112,{1EB4D646-98C1-428B-9334-07FFF8B9EE62},9835.9542142197,2686391.46222701
143,PLND,,,ORM07,Unknown,1241.44128487,,{35A74581-4F2E-45D7-80F6-09184A395E5F},21356.3583028043,9136191.05358496
144,PLND,,,ORM07,Unknown,40.21096797,,{24643B2D-7647-46FC-B7D2-2AFADEBE2031},2175.57447584583,295817.644526649
145,PLND,,,ORM07,Unknown,40.30707009,,{A973350E-2681-407F-BD4B-4D6E19FD74B3},2178.19527232797,296524.92543717
146,ERMA,Rough and Ready Trail,Rough and Ready,ORM00,Southwestern Oregon RMP 2016,2.06775732,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=153,{4BA92B79-E602-4715-9616-C2238A2FE952},824.549580810635,15219.0471943226
147,PLND,,,ORL04,Unknown,441.66900082,,{1B35E6AF-CFB3-41CE-A972-015EA9006FC9},9774.92813497202,3251262.49911831
148,PLND,,,ORL04,Unknown,488.6784342,,{FEB2D2C8-2916-4011-811F-E817FFAD0F1C},8736.70245387754,3597739.54129239
149,PLND,,,ORL04,Unknown,325.11253847,,{4BFEEAE8-AA63-4938-886B-2D0C42C250B5},6613.60420499907,2393593.30108954
150,PLND,,,ORL04,Unknown,22.68604161,,{35546992-6454-4CAE-8378-F2F572425A5E},1892.35729930714,166514.980973194
151,PLND,,,ORL04,Unknown,220.61080933,,{D764E7F0-E0E3-4AF6-89B1-14FFCD226879},5801.23931765932,1619353.88398348
152,PLND,,,ORL04,Unknown,150.3679476,,{3679FEEE-2F37-4163-8C18-20242AEFEC72},5297.36328885703,1103852.16207277
153,PLND,,,ORL04,Unknown,186.80225884,,{EAEF7F3D-DEE2-4536-A601-6CB3A4E17BB2},6249.15601372815,1371583.73466003
154,PLND,,,ORL04,Unknown,737.73382324,,{E516B0C8-E0F6-4D3D-8FE6-2B0EAB99002B},17358.4476167958,5420250.0255747
155,PLND,,,ORL04,Unknown,143.61281337,,{F653C7A9-CEFD-4816-AEBD-6531677C14A8},4971.9699574039,1056189.7231337
156,PLND,,,ORL04,Unknown,3321.82545651,,{08208959-FF30-4790-AFE2-BE1F6FC2AA04},52103.5697793948,24404754.6014502
157,PLND,,,ORL04,Unknown,379.66352706,,{9C3DD7FD-F877-43A3-9698-11A81E1ABA68},14550.5508311738,2793972.17595545
158,PLND,,,ORL04,Unknown,1162.27372102,,{A17BBA94-578E-465C-AC42-117B10D053F8},18751.6524357318,8555346.5094527
159,ERMA,Klamath River WSR,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,442.72626029,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=20,{778FF8DA-B1C1-4849-B25D-C9FCAB3EB4B8},9950.21438487436,3250723.09392959
160,ERMA,Klamath River WSR,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,590.7209121,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=20,{EA6EADD7-D880-41EC-A67A-6E419CC13725},16944.4992549695,4336561.29407848
161,ERMA,Klamath River WSR,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,1537.65326384,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=20,{ED8016C3-D5FD-46B2-87EF-A3842F520373},48462.0827545458,11304978.4726981
162,SRMA,Klamath River Campground,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,0.16727722,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=17,{6631CDD7-23EE-4AE8-955D-96623E15540A},257.703374593885,1229.78937700292
163,SRMA,Klamath River Campground,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,23.79999449,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=17,{62840B0E-308C-495F-BD9A-C1B79B048E13},2083.34456254456,174959.59878938
164,SRMA,Klamath River Campground,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,1.78900526,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=17,{8E3F2737-93B1-4549-B498-B535C6902CC0},986.070047821993,13151.5135278318
165,SRMA,Spring Island River Access,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,2.3255587,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=33,{A6E8C39C-EA00-4DB1-9791-106C8C9D5B11},1009.84692215392,17112.203438346
166,ERMA,Klamath River WSR,Upper Klamath River,ORL04,Southwestern Oregon RMP 2016,45.32804359,https://eplanning.blm.gov/public_projects/lup/57902/88402/105789/Klamath_Falls_RMA.pdf#page=20,{A6EFEAF1-35AC-429F-A6A7-6DE0A9FDDB6C},2646.63287223913,332875.84967959
167,PLND,,,ORC04,Unknown,84.54936591,,{99FB18A6-2BD9-4CFE-8ED1-AF5241A80424},3356.82410642355,622501.80808116
168,PLND,,,ORL04,Unknown,162.46774247,,{1E74595B-8C32-4F62-962A-301B406D4286},5459.45231021593,1195870.83433451
169,PLND,,,ORM07,Unknown,12.03099777,,{DB65B33C-FCDE-4298-8486-E0920E1038CA},1829.03872435172,88606.5708332306
170,PLND,,,ORM06,Unknown,40.44191417,,{11B00931-4400-485E-9681-FF70611D4D4A},2183.27230618233,297853.893463695
171,PLND,,,ORM06,Unknown,80.46118059,,{1E46168B-BC8F-4A32-8CE2-8B11E8D6775F},3256.83844731339,592579.280751681
172,PLND,,,ORL05,Unknown,1500.05849539,,{37E33689-B0A8-41C4-89B7-303E47789CEA},20508.0964947234,11028688.9880381
173,PLND,,,ORM07,Unknown,21.33313541,,{23413047-CBE6-4729-8108-7BA844464D73},2218.12876697537,157108.311819113
174,PLND,,,ORL04,Unknown,42.77989156,,{4728BFF4-C329-4A53-B613-ECE001EC3A4C},2442.10254776088,315033.156821958
175,ERMA,Logan Cut,,ORM00,Southwestern Oregon RMP 2016,161.40823424,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=112,{EFD37F72-00D7-4FEB-A970-AFA969E9ED35},4363.20561709491,1188722.3782151
176,PLND,,,ORM07,Unknown,233.31026856,,{6FF5FA50-35B8-4689-A40C-EBCF909CBD70},6572.21645643229,1718155.50430399
177,PLND,,,ORL04,Unknown,40.25346361,,{60FB7F84-90A0-44B0-AD2F-34188CAA633F},2177.68421224244,296369.071801013
178,PLND,,,ORL04,Unknown,306.92830399,,{0ED2E6AF-97AA-45A1-9A11-A41D02456ABA},8039.0130306245,2260290.4269158
179,PLND,,,ORL05,Unknown,39.38750511,,{003C3BF7-A174-4C8E-9509-9A1E0C363080},2153.94762919068,289771.843271495
180,PLND,,,ORL05,Unknown,39.69552327,,{29240606-F232-4930-9B05-6D25622ADA7F},2161.76542635206,292066.852018275
