OBJECTID,RMA_DSG,RMA_NAME,RMZ_NAME,BLM_ORG_CD,PLANID,GIS_ACRES,WEB_DOC_PATH,GLOBALID,SHAPE_Length,SHAPE_Area
2051,PLND,,,ORC04,Unknown,79.68500986,,{F445B674-2C6D-4603-B8E1-E4305A33CA7E},3286.90569171264,601802.188680178
2052,PLND,,,ORC04,Unknown,39.06800935,,{FB913913-C14B-4A88-96C0-64D86EC4A653},2173.00945586599,295064.488627265
2053,PLND,,,ORC04,Unknown,79.2448827,,{6F4F33DF-B9A6-4AF9-885E-A587FF8939D8},3303.51252602969,598541.323111775
2054,PLND,,,ORR05,Unknown,82.37852301,,{BC658D76-16FE-498C-A7CA-C5026306B1E0},3350.38161748463,622322.624929893
2055,PLND,,,ORR05,Unknown,785.92629124,,{34047890-4B00-4D26-82F7-75606F820585},14991.9177848787,5935688.37924183
2056,PLND,,,ORR05,Unknown,1.69988591,,{5BAFC174-00E0-448B-9083-2CF95F0D4A3C},834.372407762913,12840.4539237657
2057,PLND,,,ORR05,Unknown,0.01451352,,{6AD5D879-0C6C-41B4-8DC8-1FDD87381A6F},77.6584959084429,109.642930908494
2058,PLND,,,ORR05,Unknown,0.11578285,,{7F4E2F87-C841-4D34-AD10-10AD1A32688E},147.664539647351,874.655977943516
2059,ERMA,Cow Creek Backcountry Byway,,ORR05,Southwestern Oregon RMP 2016,0.23532067,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=43,{6A788A94-B40C-4F0D-9CC2-5A7D860AF0D9},230.155475692396,1777.66990509486
2060,SRMA,Island Creek Day Use Area,,ORR05,Southwestern Oregon RMP 2016,27.57518946,https://eplanning.blm.gov/public_projects/lup/57902/88402/105793/Roseburg_RMA.pdf#page=35,{C076058F-8D05-4F38-B044-FAD9482192AB},2125.24904152446,208301.357144005
2061,PLND,,,ORC04,Unknown,36.38771245,,{3F9E5E1A-B379-40B6-A9D9-E7C927786144},2097.74676801109,274846.934147058
2062,PLND,,,ORC04,Unknown,39.9205656,,{C74742F7-C5E3-4B7F-A49E-DD19D6E1EB7C},2196.47630153325,301527.607327173
2063,PLND,,,ORC04,Unknown,191.87392393,,{B1B9381B-EB13-4382-A838-249DC6C2A3E3},6459.79624486838,1449319.22454012
2064,PLND,,,ORL05,Unknown,44.28243823,,{FECFDA67-6924-4B3D-BF9A-DA03456E7F86},2316.56853762842,334303.912728239
2065,PLND,,,ORC04,Unknown,40.48507011,,{1F484BA6-7C1E-4FEF-956A-B514671B76A3},2212.14720879516,305829.386271312
2066,PLND,,,ORC04,Unknown,1462.09962406,,{DB41B722-C4BE-4F79-BFB8-6AAC2444AE19},23865.1607847759,11039441.9618136
2067,PLND,,,ORR05,Unknown,4.93702948,,{9DF1D264-7655-496A-8651-94F34C7D166C},1896.4718153158,-37292.4588529615
2068,PLND,,,ORB06,Unknown,60.21006212,,{C093239A-37D8-4AB3-9AF7-3B5043225132},2753.87115592985,454663.558878081
2069,PLND,,,ORC04,Unknown,41.25114311,,{4F51D237-8E83-40FA-8E7D-8D10D4FBD1C1},2241.02221511203,311630.232665152
2070,PLND,,,ORR05,Unknown,11.80916526,,{1C25127B-7638-41C9-A101-F12ED57A6335},2004.53706930953,89222.7156288041
2071,ERMA,Cow Creek Backcountry Byway,,ORR05,Southwestern Oregon RMP 2016,0.06540347,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=43,{1C9D5948-8624-4B02-9C99-C9A8A6658247},271.22955965759,494.164966730755
2072,PLND,,,ORR05,Unknown,40.56114169,,{05C29C20-2E9E-4FAE-B726-34119A5C0E47},2214.40017867735,306469.809232887
2073,PLND,,,ORR05,Unknown,41.22168014,,{AA2CA025-795E-4B54-9841-B5451F6BD599},2232.65539871774,311462.181594653
2074,PLND,,,ORC04,Unknown,39.71936189,,{6F6BE35B-2A35-421B-9A47-56E80811690A},2191.36841656392,300073.858486304
2075,PLND,,,ORR05,Unknown,636.88684592,,{252B86AC-89AE-4339-940C-0876144A93A3},8769.15905539073,4811471.1951071
2076,PLND,,,ORC04,Unknown,629.33236135,,{D75CA03D-06FD-4C3F-885D-001E0320F725},8745.97367324858,4754371.02182038
2077,PLND,,,ORR05,Unknown,39.354983,,{9E8E8479-E896-453F-9CA2-123376AA37AB},2182.59291494977,297393.70678008
2078,PLND,,,ORR05,Unknown,692.76207184,,{686E3EEA-EF05-4952-BC36-8A97282DFD1D},9972.87095702336,5233692.77954142
2079,PLND,,,ORR05,Unknown,0.01832652,,{3D0FB078-1D63-4936-B7B0-D436C7EE1170},58.0411809876083,138.459400708702
2080,PLND,,,ORR05,Unknown,78.80813554,,{E0150542-DD4D-4986-A286-644D2C6DC9FA},3229.35211940264,595473.522210003
2081,ERMA,Cow Creek Backcountry Byway,,ORR05,Southwestern Oregon RMP 2016,0.3750188,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=43,{037ED2A5-25FC-4C90-8F8A-87F9D7730038},259.211272292793,2833.33622792026
2082,PLND,,,ORR05,Unknown,618.28248181,,{334C6D61-7EE0-403A-8B67-A39FDC9C9F74},8622.91406562214,4671221.39867716
2083,PLND,,,ORC04,Unknown,39.90690894,,{FD07696A-321B-4787-A61B-9042D8AE64F8},2196.76108287432,301496.886908907
2084,PLND,,,ORM07,Unknown,2154.73898792,,{3D1E0CAF-AC70-4662-84EB-90FFDAF8C71F},27323.5322828427,16226378.4636545
2085,PLND,,,ORM07,Unknown,0.00124888,,{FE11A5C9-D1B4-4CE7-B6C9-68196193605F},15.0894748230928,9.4032013849713
2086,PLND,,,ORM07,Unknown,962.26670365,,{E6ABF0D3-7A3E-4EF6-BBEA-E9B4610AF3DD},15216.7987306235,7251404.71498354
2087,PLND,,,ORM07,Unknown,0.12584761,,{7FBA764A-800D-48B3-B285-18C4EB6DCDDC},678.807021739782,948.044431548931
2088,PLND,,,ORR05,Unknown,5736.57716403,,{CE6D8DAF-6FA0-481F-A627-5471B8F9125D},75199.0983581011,43294670.7617364
2089,PLND,,,ORR05,Unknown,2966.58963446,,{38E37C68-C2AC-4FEA-80A1-50D5FCD0FAA9},35622.0344197843,-22359851.7143561
2090,PLND,,,ORC04,Unknown,42.07247077,,{D6890DC9-A0F5-4DE1-828A-4C64DD9821B3},2256.87247041619,317879.540557386
2091,PLND,,,ORR05,Unknown,625.3419627,,{42761252-7CEB-4931-945E-AF365C962BC5},8694.06514973217,4724787.18979374
2092,PLND,,,ORR05,Unknown,7.86146531,,{52C1D46B-F450-41B4-B9F1-C1F9AA0212C0},1095.92890537985,59371.5347413101
2093,PLND,,,ORR05,Unknown,0.94111786,,{CD768268-F8EF-46BA-B500-E0913C521C98},448.711307049986,7111.08119026793
2094,PLND,,,ORR05,Unknown,1001.66382012,,{CE8885B1-B64D-43C6-B104-9EDF82CB00D1},18115.8388174163,7566272.68411251
2095,PLND,,,ORR05,Unknown,40.94243916,,{0ECC1300-298C-478E-B6E3-3A09612ED08C},2416.02348897805,309412.135010622
2096,ERMA,Cow Creek Backcountry Byway,,ORR05,Southwestern Oregon RMP 2016,1.43045254,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=43,{6D790F70-9B93-46B3-980D-59B8657E6B0F},694.395597640186,10808.3371004925
2097,ERMA,Cow Creek Backcountry Byway,,ORR05,Southwestern Oregon RMP 2016,2.82886152,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=43,{D92CC33B-5936-4F31-AAB6-80325C556A49},1127.33180821409,21363.8825678168
2098,ERMA,Cow Creek Backcountry Byway,,ORR05,Southwestern Oregon RMP 2016,3.9564917,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=43,{4B42F131-1717-431E-B102-CC96885C4D8F},1683.93012288828,29898.2589086775
2099,ERMA,Cow Creek Backcountry Byway,,ORR05,Southwestern Oregon RMP 2016,0.43253735,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=43,{1F77D39A-8DF5-423D-8595-D6BB352A2E7D},384.910893513353,3267.94191400844
2100,PLND,,,ORC04,Unknown,2.19143508,,{3E155AC3-D404-4CB0-AFF5-386408D8F3C0},884.003050473432,16555.8945919726
2101,PLND,,,ORR05,Unknown,1.12094153,,{6A26185B-6EA7-45CA-84BB-E080DB20A70C},437.831810140539,8471.88660420802
2102,PLND,,,ORR05,Unknown,74.79554269,,{F7F3A41A-41DE-4E9E-9F39-FAD4F879E906},3188.53320877303,565299.44948094
2103,PLND,,,ORC04,Unknown,40.66299478,,{5BCF1639-00C3-4B61-AF8D-04DECF6B8D4F},2219.94800320355,307251.463518578
2104,ERMA,,,ORV04,Unknown,639.87048404,,{3CD0923D-61CC-442B-BE82-38E0BF5DCA68},8808.45447320224,4835169.3001571
2105,ERMA,,,ORV04,Unknown,613.35922566,,{FDEC9A25-F3CE-4959-8040-7EB30A22C3F0},10012.0590946711,4634862.4350764
2106,PLND,,,ORC04,Unknown,84.66200214,,{9865FD6F-72A5-41DB-A74F-E09857A4BC53},3457.70631028871,639705.528171397
2107,PLND,,,ORR05,Unknown,1272.12208913,,{057DFD3C-7DBE-43AD-9675-58A4DFB8CA63},16285.8751354321,9610840.52295817
2108,PLND,,,ORR05,Unknown,1763.32317541,,{31EC419A-67F8-4033-B1BC-1898D95AA4F6},17534.8656383559,13321623.748382
2109,PLND,,,ORC04,Unknown,27.42228356,,{C998AEAD-83FD-43F6-8AB3-D8012D9D29BE},1887.69217981738,207202.006688409
2110,PLND,,,ORR05,Unknown,4641.90861495,,{BD65B7D8-4EDA-4F9D-9F5E-D7A9B8550D83},62548.3484123756,35062237.2055842
2111,PLND,,,ORR05,Unknown,2941.97613086,,{A3F294D5-A060-441E-8E51-9E30E2DD4121},40036.0713666207,22226661.3798519
2112,PLND,,,ORR05,Unknown,162.43328015,,{E905EAF6-C80C-4647-ABFC-56A85783725C},5529.52068760065,1227884.28660843
2113,PLND,,,ORC04,Unknown,273.35265476,,{6ECFEDE1-2175-43AF-B2D4-371DEEEDB616},6514.72443134513,2065764.93800932
2114,PLND,,,ORB05,Unknown,157.61469313,,{83CB82C0-168D-42DD-B3CE-498E951779D8},4333.68440991419,1190955.70829253
2115,PLND,,,ORB06,Unknown,1.75166923,,{1750E09C-4CCE-4EF2-B7FF-7450625FAD67},2440.67179528578,13226.6760764038
2116,PLND,,,ORC04,Unknown,41.78169627,,{91138D66-2A09-49C0-8CE8-822849F7196F},2248.70741623092,315814.762513462
2117,PLND,,,ORR05,Unknown,615.25318198,,{AF43206C-7215-460F-9BBE-80A5EAC85B3F},8770.26879453895,4650181.79185934
2118,PLND,,,ORR05,Unknown,649.32225632,,{E57AABBF-CCCF-4B14-A7D4-E0542DCF3251},8847.25996860082,4907689.85853455
2119,PLND,,,ORC04,Unknown,72.74610562,,{8A1B1662-B044-4E4E-9135-1E1CD590014A},3173.24447051123,549905.051591358
2120,PLND,,,ORR05,Unknown,278.25947326,,{699AFB66-4F72-4BF8-9493-7CED07737049},6565.15455572077,2103568.86658905
2121,PLND,,,ORR05,Unknown,626.63992991,,{C2755786-0339-4DB4-A156-42F49AC0B616},8697.18166761575,4736436.58051529
2122,PLND,,,ORB05,Unknown,39.85979457,,{C46FE5A3-9C1B-4CAD-A30B-B1693391A704},2195.40089410684,301234.536286995
2123,PLND,,,ORR05,Unknown,619.4937318,,{B7801873-CBB8-42BB-A619-77EE54F5F915},8711.63941400671,4682643.69466198
2124,PLND,,,ORR05,Unknown,629.59647309,,{B33BB712-8548-4FEB-9155-9E6696D88DCF},8723.08831861491,4759331.64376946
2125,PLND,,,ORC04,Unknown,78.3767189,,{1E280948-85DC-4666-A024-27D3F0FBEF01},3265.49776474505,592456.131685162
2126,PLND,,,ORC04,Unknown,303.00008422,,{0BBFBB3A-B3AB-46D6-9CDA-DB0B4A2FBFE7},9020.7444663556,2290016.66105506
2127,PLND,,,ORR05,Unknown,0.0481998,,{1CFDEEAE-D313-4F1D-955B-67D4DF86CC47},87.4597866573804,364.114107844477
2128,PLND,,,ORR05,Unknown,2796.98725272,,{0898AC56-B81B-474B-BFA1-EBE8BBB78BF0},42344.0947352402,21135318.8092683
2129,ERMA,Cow Creek Backcountry Byway,,ORR05,Southwestern Oregon RMP 2016,0.41415765,https://eplanning.blm.gov/public_projects/lup/57902/88402/105790/Medford_RMA.pdf#page=43,{110DD563-7D5A-431E-9958-8167E368BC7B},248.920663410216,3128.65729574333
2130,PLND,,,ORB06,Unknown,398.21836199,,{A0D3B8CC-5799-4221-BE9F-13CCECB43EF8},8773.60037915834,3009070.49258907
2131,PLND,,,ORR05,Unknown,152.7815618,,{D2E55DC1-299E-430D-8643-9F79EF27AEF1},5453.62643831856,1155263.35289656
2132,ERMA,,,ORV04,Unknown,638.30129511,,{23DF0A9F-4DDE-4E3E-9A64-B3BEF294BD1A},8786.85730501512,4825526.41448745
2133,ERMA,,,ORV04,Unknown,653.01032863,,{912F6C22-FF25-477F-9168-992E7C31CBD1},8887.65456748991,4936865.55812299
2134,PLND,,,ORC04,Unknown,39.66239937,,{88D8AC29-EC5D-46D3-87B6-F8EB01DBB42C},2190.63409731261,299885.632998135
2135,PLND,,,ORR05,Unknown,323.59377309,,{51C312B7-D145-4184-A760-ED94479DB0E0},7746.3985627133,2446807.74511535
2136,PLND,,,ORC04,Unknown,442.66227489,,{334E65AF-9DA4-4FE5-A35C-3E840DBBD467},8815.52481025477,3346317.01669245
2137,PLND,,,ORC04,Unknown,77.81491946,,{DD153864-5151-417F-94B4-BFD024983D78},3250.470680105,588345.308210596
2138,PLND,,,ORC04,Unknown,40.14025921,,{D5BE932B-6AEC-4897-82C1-40D6BE81F489},2204.29802032274,303515.495107098
2139,PLND,,,ORR05,Unknown,163.4213814,,{1F8EF095-E81F-4F92-A604-5EB2A06A2E06},4446.6239882584,1235813.5761694
2140,PLND,,,ORR05,Unknown,1738.19395446,,{FB7455C5-4E57-4626-A63E-F01C0FBBC325},23249.6202781222,-13140176.1413867
2141,PLND,,,ORR05,Unknown,641.59357259,,{9295107E-903E-4545-AF74-0626AE7B7FE6},8810.67833558306,4851560.55044124
2142,PLND,,,ORR05,Unknown,538.89099033,,{A0A6FCB0-4AD5-453C-8206-8C5C6EFF2DBD},12025.9244285217,4075035.43863357
2143,PLND,,,ORC04,Unknown,642.32410267,,{757FA51A-8310-480F-ABC5-432189BE7D27},8816.09989624224,4857053.7288868
2144,PLND,,,ORR05,Unknown,627.82090977,,{02D04145-4AB2-4F67-A417-B57F19CF245C},8711.40813564763,4747675.23315142
2145,PLND,,,ORC04,Unknown,84.29413983,,{DA09E99C-F0B5-46E9-A617-DEDFB4AE9BAF},3422.52860200433,637390.941865993
2146,PLND,,,ORR05,Unknown,624.50409577,,{8F616ACC-D06C-44E1-98B1-7DB36204D54E},8684.9150413123,4722797.20155067
2147,PLND,,,ORR05,Unknown,121.70979975,,{58D7C8A5-0A47-4C38-9E79-27C6646B3699},4402.83476178034,920642.758588727
2148,PLND,,,ORR05,Unknown,39.99820663,,{308203C0-62AD-4D89-89F9-FADC48D983F2},2202.37662874319,302554.07775641
2149,PLND,,,ORR05,Unknown,77.86342582,,{8EC3D87A-C054-4817-A6C0-19D511AAF23F},3280.4971327353,588982.190626209
2150,PLND,,,ORR05,Unknown,53.83947495,,{732F9DC3-D67A-4660-8888-73B69DF4B5B2},4389.49423481473,407253.982584726
2151,PLND,,,ORR05,Unknown,162.26582933,,{68CA73CA-4D63-46D9-BAFE-F8756B5201B9},5527.51633035655,1227399.01619593
2152,PLND,,,ORR05,Unknown,37.48341792,,{244B8EBA-D3CD-4201-95EE-396AF42682B5},2132.62404247571,283539.34006075
2153,PLND,,,ORC04,Unknown,437.79687745,,{21E04D81-71CD-44F5-B1E7-46C6CEE68FA1},8766.7664987654,3310375.29106153
2154,PLND,,,ORR05,Unknown,543.65002131,,{3357931D-6102-44AA-8AB8-6002F17BC5B1},10835.126352971,4111679.22012477
2155,PLND,,,ORC04,Unknown,632.97002578,,{DEF9D96F-C6C0-4616-A88C-A351FE2C8B2A},9855.53150743111,4786554.61868646
2156,PLND,,,ORC04,Unknown,77.5954309,,{4CC33422-11B8-4B0B-BEE0-D89792CC5304},3245.61337123845,586915.681254128
2157,ERMA,,,ORV04,Unknown,655.8276135,,{D04C0A28-46C3-4C04-9E57-F25F87169DE1},8909.10513629574,4960488.60262192
2158,ERMA,,,ORV04,Unknown,490.94659764,,{27590844-2540-46E1-AC39-B5DB53913496},8900.90104063213,3713248.57661074
2159,PLND,,,ORR05,Unknown,1286.39208008,,{9B9FC4D1-8BF4-4DBF-9544-90FE153DCA94},20958.7133891779,9726874.3579783
2160,PLND,,,ORR05,Unknown,28.26295571,,{92A7A251-62D4-4D8F-82C3-258E79855B80},2411.11652862315,213812.675206965
2161,PLND,,,ORR05,Unknown,313.00715282,,{910BB6BF-72DF-480A-B69E-9C8286D070F3},8733.77368006207,2367592.68002666
2162,PLND,,,ORR05,Unknown,524.35577656,,{7BBF632E-21CA-4B6B-A0F8-ADD3A407EE13},11036.131367501,3966220.42095198
2163,PLND,,,ORR05,Unknown,397.44732907,,{5CF5B40C-4D96-4FA5-896D-90B37D4DF624},9899.75023802599,3006129.48006748
2164,PLND,,,ORR05,Unknown,646.56808684,,{419EE8CF-3945-4402-9727-360E605ABC7E},8849.45228637254,4890782.83747137
2165,PLND,,,ORR05,Unknown,111.55248049,,{495A25F0-63FA-4FAC-9F8D-389B0E54946E},4066.11830249236,843930.269536265
2166,PLND,,,ORL05,Unknown,79.79200701,,{4B973D7C-B3D7-46ED-AE23-5DCCE64E1A28},3302.07283060948,603187.795407914
2167,PLND,,,ORC03,Unknown,19.99731473,,{39D4C6F3-CF0C-4E79-AA06-778B1D14C8BD},1631.60903158349,151266.774566034
2168,PLND,,,ORC03,Unknown,39.93022929,,{30E2BA54-E2C0-458D-8F82-E8AF0298719A},2198.41663576207,302043.352787502
2169,PLND,,,ORR05,Unknown,14.58671497,,{EDF9B6BE-272B-40B2-A817-1C3B7FDEE7D9},1602.74293107054,110367.441388742
2170,PLND,,,ORC04,Unknown,322.51472975,,{7B823109-FD51-4794-80D5-19A88DCF252E},7737.12034086155,2439818.92612285
2171,PLND,,,ORR05,Unknown,17.03029071,,{E90613E3-032C-4762-A3C9-4BC974A54E13},1532.53240774483,128863.104726587
2172,PLND,,,ORR05,Unknown,464.67880916,,{76ED9AF6-6179-415D-A675-72B72FA45EF3},7578.29533552807,3515598.9779475
2173,ERMA,,,ORV04,Unknown,162.64196153,,{2AD4268C-D79B-47A2-BE4C-7ACF189D1A85},4437.37837064078,1230634.15489406
2174,PLND,,,ORR05,Unknown,520.94093645,,{660E1E48-825B-496B-982D-E3E9A2484F46},11011.5870543227,3941085.33385841
2175,PLND,,,ORC04,Unknown,639.5954113,,{A38CC714-653F-4FEF-972E-257D82CA56E2},10998.6923908761,4838197.09993368
2176,PLND,,,ORC04,Unknown,39.92038326,,{09210F17-43D9-44F5-8B3D-9D6FA3C2E843},2198.13861934265,302046.373482416
2177,PLND,,,ORR05,Unknown,632.48013462,,{D06A8845-BDEE-4EF1-BD1C-61BD402CA7C9},8753.17665974406,4785014.31290669
2178,PLND,,,ORC04,Unknown,162.85655795,,{28AC96DC-D836-48F0-B1E5-61A5DCAE1D4C},5571.73241598966,1232264.05069329
2179,PLND,,,ORB06,Unknown,241.18309293,,{3EF8E606-31BD-4A57-BBC0-142499A4BB6F},5511.17531462315,1823930.49285345
2180,PLND,,,ORB06,Unknown,39.96441933,,{FA74B165-2907-4575-A19C-CB1288279949},2199.26997693888,302292.65262636
2181,PLND,,,ORR05,Unknown,261.44103471,,{14938D6E-C134-49D5-8E59-5396B721DB31},7420.82123221389,1978149.24338808
2182,PLND,,,ORR05,Unknown,619.72346676,,{B38E09E8-A798-4766-9B13-1C238BDD3BDB},8642.64876994655,4688706.70408804
2183,PLND,,,ORR05,Unknown,38.45340539,,{1FDE5BF6-56F0-4A14-B6FA-02075963FAF1},2158.18699751303,291002.394518016
2184,PLND,,,ORR05,Unknown,119.32778305,,{5D7A54A9-1BFC-4415-82A1-2747F7E920DA},4390.77481336196,903005.04161778
2185,PLND,,,ORR05,Unknown,609.02072191,,{5D3FF7E4-C520-4232-A7D9-14178C51AA1D},8643.83448344409,4608057.19928169
2186,PLND,,,ORR05,Unknown,502.07455028,,{054E0799-6AB5-49C3-A91E-8585A331C35A},9748.68879218994,3799144.841222
2187,PLND,,,ORR05,Unknown,645.88372937,,{4589559A-7F81-4C3B-B272-2272F56D1C6A},8857.26203992968,4887111.30427237
2188,PLND,,,ORC04,Unknown,39.26800617,,{D080046D-CE96-4C69-886A-3D811EAC4B93},2180.76265395256,297156.391077332
2189,PLND,,,ORR05,Unknown,462.68758354,,{8ADDDD85-A44C-49AA-B1A0-D8F5B152AC4E},10738.1077434609,3501346.54119421
2190,ERMA,,,ORV04,Unknown,642.95351019,,{432EC07D-6E95-4264-8DCF-86C7D3CB9793},8823.30530327697,4865387.59983912
2191,ERMA,,,ORV04,Unknown,648.46231681,,{AFBD1DB7-E9E0-49CF-A89D-AE04E8EE39A2},8862.41338133685,4907095.28359974
2192,ERMA,,,ORV04,Unknown,608.36512791,,{3C74BE46-D15B-4455-9E47-2C8CD7E6386F},8865.97812282905,4603630.99880378
2193,PLND,,,ORR05,Unknown,641.42070047,,{944C6BF3-8919-428B-8075-64DEA7ECF6F0},8813.62140874817,4854102.73101716
2194,PLND,,,ORC04,Unknown,38.79023318,,{AADE4E0E-F402-467C-B446-28A7E061A9B0},2167.29537779706,293562.85871179
2195,PLND,,,ORR05,Unknown,1748.35403719,,{859A85E3-30FA-4B50-8631-1BAD70EA652B},26555.3684862051,13225484.5063852
2196,PLND,,,ORR05,Unknown,654.62365245,,{673C6D56-4633-4831-AC41-51B4AB83EDBC},8885.35001916743,4954059.54796938
2197,PLND,,,ORR05,Unknown,635.00759825,,{89DB4167-4466-4623-8C49-A3BA7A4F676A},8767.76693103062,4805645.57246347
2198,PLND,,,ORR05,Unknown,73.85121642,,{5AF23331-45D4-4EC7-BEF6-EF5FF4533292},3177.55206148609,558975.508273454
2199,PLND,,,ORC04,Unknown,421.49440614,,{9DC9C168-378B-4F56-AE80-72A1A1CF4831},8699.06870034851,3189006.6939285
2200,ERMA,,,ORV04,Unknown,75.34338893,,{6A652E99-2E60-4AC0-BF44-23800A1D512F},3583.49833049386,570390.126395705
2201,PLND,,,ORR05,Unknown,195.69187857,,{4DA00EB7-95CF-4D96-BFD8-2E683BAD1B60},5454.37192961208,1481419.68782094
2202,PLND,,,ORR05,Unknown,658.41875861,,{8203DC69-2F6E-46FF-B411-1360968D7340},8922.03085353306,4983485.25708624
2203,PLND,,,ORC04,Unknown,558.32317488,,{692D8992-64FD-47FA-A779-4DAF6F5AFC9D},8790.70055196133,4225746.15838975
2204,PLND,,,ORC04,Unknown,276.8027825,,{D9F8FB53-0E18-4855-952C-424B105758CD},6581.33635733307,2094938.69617041
2205,PLND,,,ORC04,Unknown,649.94897839,,{0C1F0DD3-F115-4F22-82E5-55A11BCFEF76},8885.83361273169,4919292.08053841
2206,PLND,,,ORC04,Unknown,38.57572855,,{A71961AB-91AD-49A0-926F-CA2E4EA5AD23},2161.43463579704,292018.574007401
2207,PLND,,,ORR05,Unknown,629.3585353,,{B0CCCE96-0532-4D9E-AB6A-E2B92D01739B},8730.11509637336,4763707.47020687
2208,PLND,,,ORR05,Unknown,3.59751139,,{0C23CCF2-35A5-4116-9A0B-4C1889260F20},1145.10557360795,27238.4026616168
2209,PLND,,,ORR05,Unknown,916.51851618,,{76015ECD-37FC-4CEC-A15E-2E2B4C53E450},19351.1854117568,6936360.12797011
2210,PLND,,,ORL05,Unknown,277.99702594,,{3942265A-203D-459E-BDD9-1EC9A280041E},6557.94747233625,2102847.28321942
2211,PLND,,,ORR05,Unknown,579.97358999,,{A98F8150-C912-452E-823A-6D8E4866417D},8666.01708716714,4390129.07935208
2212,PLND,,,ORR05,Unknown,511.09683932,,{0F0900AF-2463-418F-A70B-2DDAD17930DC},8998.23278107281,3868741.1191212
2213,PLND,,,ORR05,Unknown,323.02705011,,{086D3FD6-DDDC-42A2-8DE1-284470D3AC0F},6644.96454781446,2445430.60815959
2214,PLND,,,ORC04,Unknown,244.68013133,,{EAEC26AC-BF23-4250-B5EF-69C995BEA025},6656.16064004925,1852114.13183808
2215,PLND,,,ORR05,Unknown,592.72127135,,{17784BA5-FBCC-4AF8-A187-5A220328C698},10956.6583261602,4486891.81093147
2216,PLND,,,ORR05,Unknown,607.5051563,,{E63E3630-6563-4EA1-A1CC-7661F2D957C0},9994.11419856435,4598815.76505846
2217,PLND,,,ORC04,Unknown,80.18145823,,{223BF350-64BB-4363-947F-92F8FD89CBE0},3303.09829822772,607051.2596968
2218,PLND,,,ORR05,Unknown,434.92987129,,{AE2D6891-95CA-4342-8077-7BFB5EA4E809},9898.13645572393,3292604.55664942
2219,PLND,,,ORC04,Unknown,78.44131663,,{DA33144F-4E11-4F2E-B30B-8D41865A547B},3274.01803278852,593876.029033246
2220,PLND,,,ORB06,Unknown,642.90663088,,{CB38E83F-7672-473D-98D8-25EABD5CA3D1},9860.39520574165,4864893.78755046
2221,PLND,,,ORB05,Unknown,0.66164169,,{C21627AA-6EC3-4D39-BAD2-DF54A653767B},346.481033214531,5007.93879446392
2222,PLND,,,ORB05,Unknown,70.81936699,,{21F64522-12FE-4EE7-B363-5DA0093AB281},5545.94661198272,535933.126826003
2223,PLND,,,ORB05,Unknown,0.10149359,,{C52F3533-7B8D-4A76-8AF7-47E23A259C27},192.818993852404,768.203783287364
2224,PLND,,,ORC04,Unknown,80.44600287,,{C191B735-D0A0-4AEC-9AB5-B4B061E6ABF4},3303.35643137292,608983.408267247
2225,ERMA,,,ORV04,Unknown,149.2864792,,{5546C06E-2AF8-46CE-B72D-667F4CFA05C5},5449.71161162887,1130238.17882687
2226,ERMA,,,ORV04,Unknown,39.87640599,,{2A7B0816-443F-4A17-886D-4CFD0F282B96},2198.05054665631,301956.337185884
2227,PLND,,,ORC03,Unknown,39.50076625,,{85C2F1B4-C1BC-4697-B850-5EE79DA7E67C},2188.13590558691,299044.747597838
2228,PLND,,,ORC04,Unknown,154.22848524,,{7D1DD4F8-D9B1-4402-84BD-896A15AEBBA2},5402.13785618685,1167673.14169279
2229,PLND,,,ORC04,Unknown,37.62552987,,{8FB3F53A-870E-48B1-9D25-66217B6F26BA},2136.3488239976,284830.338012277
2230,PLND,,,ORR05,Unknown,201.9411736,,{066F87F4-A68E-4CFB-AB34-BEDC5E2AD292},6744.98624781628,1528930.78272857
2231,PLND,,,ORC04,Unknown,39.82516018,,{9AD3B17F-4E6F-4445-85DB-E0D5CA309730},2196.77942603659,301513.246407161
2232,PLND,,,ORC04,Unknown,117.00330475,,{0CE46ADC-B14E-4402-86F4-09746A8EF5AF},4349.97573527735,885908.942933863
2233,PLND,,,ORC04,Unknown,41.07155963,,{80D40228-E9F3-4B1E-988A-4835A421EF74},2231.7076435894,310997.496241353
2234,PLND,,,ORC04,Unknown,240.32845663,,{942EF196-38AB-48C4-A60E-58A71859B941},5495.07775599605,1819667.06784677
2235,PLND,,,ORC04,Unknown,0.78360651,,{6BD9940C-95A9-4E1D-8FE0-549AE1588B52},397.936779857869,5933.52058705814
2236,PLND,,,ORR05,Unknown,731.35192416,,{4DA8D769-FE71-45A5-A7F3-DEE08E61BAC9},9995.77042763647,5537519.9167358
2237,PLND,,,ORR05,Unknown,265.74806841,,{D2A519FA-B732-49F4-AE98-FFE77B115E9C},7539.04125944506,2012432.15407731
