OBJECTID,Class,GIS_acres,CREATE_DATE,MODIFY_DATE,GlobalID,SHAPE_Length,SHAPE_Area
70,K,3.74971953,,,{FDAD972D-9826-4FFF-8D8A-101CD3C4D3B2},547.912495569557,15174.6372856961
71,K,16.63464264,,,{7E41C131-606D-4E59-82B0-8F055E393575},2104.119741009,67318.2796925216
72,K,27.48400186,,,{1D11AF2F-E18F-4D88-A330-29F9C862E4B3},1347.46172994963,111224.254343293
73,K,71.88141339,,,{4F284E16-6EA7-4CFE-95FC-FCA74AF71131},2745.59272839601,290894.923025129
74,K,345.55544256,,,{46619327-476A-47F3-A8F9-F792E711FC20},12163.6254795712,1398418.85569371
75,K,114.55856632,,,{4CD34EDC-2903-495F-9FDF-1B077D9AB13E},4930.28020194224,463603.92427911
76,K,4494.35331405,,,{017BECD9-A40E-4BE9-BC3E-ED0E0CDF56D0},41365.4522828404,18188075.3257179
77,K,120.26784399,,,{86A9657B-47E5-4E72-9722-931D8A73944E},3020.27642064053,486708.643720802
78,K,19.83091611,,,{44E80272-6BC6-4D9D-89ED-50D7304747B7},1730.63795759146,80253.1912685377
79,K,3572.42711522,,,{BA156204-398B-46C4-9AC7-E46DC2577C2C},105141.4388319,14457157.4433414
80,K,54179.4981124,,,{CA5C1A25-5247-41D4-8175-8E969B7508A8},114691.416303209,219257526.927842
81,K,31.22080628,,,{F693C38D-629D-4EFE-BA11-B2B45C32344F},1667.5355926744,126346.62579675
82,K,1.54672806,,,{5DC54338-BC53-4E7F-B3F9-5A4984EBD80E},2156.81299611719,6259.41143096836
83,K,2393.3460148,,,{2F2F12B7-9887-4464-8758-6DD7BB671A12},26212.5845805682,9685566.4332333
84,K,11.74306875,,,{334EC491-A727-4EEC-8384-4A7E7BA6ED0A},1016.12224296069,47522.7033028786
85,K,45983.567026,,,{6C6EDEEC-2696-4347-A4C9-A9F337317EA8},271183.480980139,186089637.90189
86,K,362.36992385,,,{341F46C1-99AA-4F6C-A19D-3608F17F8666},14246.4125862804,1466464.91950193
87,K,6580.29943489,,,{AC40230C-0994-418D-9CF6-4DA3BD58BED5},79452.1331885464,26629633.5478435
88,K,907.6316813,,,{D9C56BB3-117B-4C65-A198-165C05781081},11328.2549006252,3673069.79092207
89,K,2.47720713,,,{36895F9A-1FE1-41C7-B778-A22E4556AC37},504.411501055168,10024.9416887907
90,K,26384.0097115,,,{F0B5E44F-C241-42BD-8B18-C3AB0E5E103B},211516.913220094,106772726.240183
91,K,5.87848925,,,{2B29AF6B-DF95-4C83-BA24-85F7DD9DDFFB},806.856280511962,23789.4971452522
92,K,31.78266808,,,{F4B15E27-0B75-439F-A339-FDA1CC5C4D6A},2186.21546509938,128620.408955187
93,K,14.96588935,,,{244B55BD-464A-407D-A80E-FA40977C97DA},2617.03500596654,60565.0477248494
94,K,1062.10675996,,,{B236165A-0A23-451B-AB12-A8498CE79DE9},21760.9281775294,4298210.75564307
95,K,137.97619325,,,{7D7097E9-3A04-47F7-8366-584D042907B8},8171.86491030424,558372.077289051
96,K,1.18982919,,,{27C87C2B-1D40-4361-8171-35F4B941265D},448.628398624995,4815.08717943645
97,K,0.37082466,,,{1F5C77D6-5F57-4443-83FF-7F522860462B},338.469953218496,1500.68017215896
98,K,1.16833434,,,{E47E5080-3BDC-40BB-9C8B-141C1DBBFDCF},340.497170547603,4728.10026654766
99,K,1.76928913,,,{4B4987E4-E06D-4034-9419-6BA277BD3652},873.032140094149,7160.08773780236
100,K,54004.8954444,,,{87741E51-CD03-4515-852F-04B209074D35},243806.739444597,218550932.173205
101,K,8.35759842,,,{CFD2D6CF-9F6F-4C0C-B7CD-8DB5E9536D8E},1328.86871268998,33822.1361489749
102,K,3.97305432,,,{D5C52E66-F440-472F-914F-46E059B770FE},832.912292363367,16078.4447436145
103,K,3.30519884,,,{DE768573-F8E3-4AF4-A930-E445F57A5F2D},907.542666061898,13375.7186871049
104,K,1.57675758,,,{561DD9DB-3060-4E76-946D-B7C45EC07110},433.563580018227,6380.93706736246
105,K,1.06873742,,,{6CD47CFE-CD3A-4E65-8848-D7F9A2AE4880},360.201257254406,4325.04422446287
106,K,819.44832829,,,{A48B8633-4807-4FE0-B8C0-D314898529FE},19364.7995997017,3316202.99496688
107,K,206.96678777,,,{8B503C5E-300D-4AE5-B68F-C7F40D9C858A},7222.3122302569,837568.224608697
108,K,3273.27921125,,,{151184E6-2E54-4699-B47A-EE45725657E0},21280.8781504776,13246543.9844889
109,K,57.47969505,,,{2CDCE443-E800-497F-977C-F6B7038F1033},1978.86761050841,232613.003544482
110,K,15715.6918272,,,{0D1AEB9C-8526-444C-80BE-1307191F3D4B},38016.7371365516,63599402.8005802
111,K,152.38632101,,,{9DBA88B9-0C7E-4212-9A51-A6008A6A3672},4779.62565923284,616688.028638378
112,K,9.82669612,,,{C5AC98FD-EF20-449F-A71F-A39FA08B8548},1079.41673003958,39767.3873780945
113,K,2.54569093,,,{F6F59774-789F-411C-A467-76EDD4ACCB44},560.455688558996,10302.086910463
114,K,693.10484829,,,{5E229B0E-0843-4875-BE53-837B9E3E7DD6},8604.24260365254,2804907.02631483
115,K,9.90894122,,,{9BD3B93C-13F0-4AD7-A7A6-11E65A666D3C},885.404982234426,40100.2228483596
116,K,1.59671728,,,{1A5BCF3B-E9EB-4DAB-815A-88F11FB2CB0C},526.34563699393,6461.71144731343
117,K,2742.30904626,,,{DC1BECFA-471D-4553-BB42-D5E575020CA7},21316.4144902031,11097775.3671041
118,K,248.32785975,,,{CC9AE455-7ADF-46F6-A40E-8D361F8536A6},4247.07757229538,1004951.21390118
119,K,2.09513754,,,{902A170D-F3C4-499C-839E-C52847ED331A},972.519881239256,8478.75474916509
120,K,72.03678341,,,{B2D5BF4B-6FF0-44B4-AAAD-64D196FFD34D},4075.53943658143,291523.68572302
121,K,78217.3635304,,,{91937034-FA23-4B5A-82B8-6FD60DAF6619},97867.2515587402,316535706.087872
122,K,304.95404154,,,{C5A236E9-9524-4BFC-9025-3B8CA0EA4A2D},5058.00930567317,1234110.15798934
123,K,30.11623964,,,{FC343BA0-7121-4B8A-8FD7-033A64C87861},1451.00412333835,121876.585315207
124,K,1122.65504687,,,{91C5FE52-D8B3-4E32-9B83-C15AC6383E5B},15512.9796012635,4543241.95951313
125,K,87.89596543,,,{59F6CA07-71BD-4854-816B-4A4AE4286A05},3393.53660625067,355703.77501998
126,K,30046.8379924,,,{C0CB1C1D-A4F7-4752-908A-8C5CC80117C4},50467.4119290757,121595725.684955
127,K,2168.1183521,,,{3367D98A-60FE-4F59-B17D-833C217A2B0A},38529.477613816,8774098.77406414
128,K,319.26173322,,,{7A869B24-CC3B-42AA-93E7-064D4B622B66},6048.45574521318,1292011.56358372
129,K,4699.27938379,,,{21AB9531-6DEC-4D37-BED8-F8C84A686ACF},31643.5602273737,19017385.0244089
130,K,335.07963013,,,{7E14690C-5123-416C-AEF3-5887C9A9087F},8746.24729666237,1356024.57732163
131,K,11.00524772,,,{E80F9598-5F91-4B85-A2F4-EBAD327681AE},1225.44534928871,44536.8355986839
132,K,8.51179332,,,{6AFA413C-8BEC-4664-9CF5-4B1C239F0372},1106.32295217674,34446.1432658874
133,K,3316.31371558,,,{39193DB2-659D-4340-853B-8C2F43C8F42B},30049.5460836129,13420699.1413471
134,K,122.82728022,,,{0C6F2D2B-D733-42FF-B229-543702A19A78},3238.37905333162,497066.356075066
135,K,247167.252085,,,{9458F378-408F-462F-A70E-EC516B76F3A8},631301.035216154,1000254382.51954
136,K,13.15734333,,,{2E40AF35-4039-4375-BE44-3A1D493444BE},1025.85191827827,53246.0923442322
137,K,37.41390293,,,{5F1300BD-59A2-4C0A-AAF4-6830AB58E5FB},1917.17905058558,151409.299030144
138,K,8.25830056,,,{574C0630-FB09-4D07-B65B-39FC3125E097},905.434927887222,33420.2903497109
139,K,0.89963009,,,{0C286A95-42A9-4ABE-8208-3833BE5998E6},253.355331099308,3640.68840289942
140,K,7260.98770897,,,{A6289CAD-0100-4C27-BFBB-BA6E20515450},58004.6984849961,29384292.2800794
141,K,9.70427509,,,{5DBB892E-6755-44FD-84EE-4F568FD82B77},1148.14950225753,39271.9650653159
142,K,2.92913054,,,{9C906007-37DB-4EC3-85EE-0C83F8570670},475.137828783182,11853.8181771326
143,K,6153.3932701,,,{A4FFF5D4-31B2-4230-9015-CA4A1EB1ED35},21944.622859892,24901998.6825674
144,K,111.73942793,,,{1833002A-E826-47F5-9652-17A9F218750D},3343.37160997659,452195.230360205
145,K,100.94280271,,,{9C4114E8-8157-4C1E-AF2E-DD03343DDEDA},6806.10262296078,408502.663454484
146,K,1.94189815,,,{89A167E0-0BFE-4558-879E-70DE04A18D18},411.439700186915,7858.61443538136
147,K,6316.46622642,,,{FADB7981-B0B0-441E-AF60-2B96803DFE2D},39361.9653544483,25561934.1628764
148,K,23454.7600319,,,{6C89910C-1CC1-406C-A74E-AD24F06C1596},45322.9544322431,94918425.9443838
149,R1,95.42200347,,,{2EFA7012-701E-4F6C-90A8-99798548C5A9},3554.89416150838,386160.692258917
150,K,446.39161873,,,{ED869EB7-F943-4B6F-8169-ED341949C1CB},6896.72558673412,1806490.01512901
151,K,9.11389495,,,{35D30921-18F9-4F99-BD68-5CDDFAD9A911},1200.54418746084,36882.7718458141
152,K,13113.687171,,,{75A9CC06-9BD2-427B-8FDE-B1A88A679875},154875.300972902,53069421.4268144
153,K,89.7566793,,,{734A9533-8A32-4A2A-B428-23A651790353},3156.66430374282,363233.847018074
154,K,5.38370653,,,{D47667CE-E223-487D-BDF8-A00B947A58CA},749.628659746354,21787.1745185577
155,K,8.52323158,,,{34A4FBED-6EF5-4238-8FD6-4660A3F76FA8},1049.44961061059,34492.4324419016
156,K,1.42556369,,,{BCCE1B37-A923-4727-86EC-F75B4991B23D},408.548783945672,5769.07465616604
157,K,393.62771042,,,{3C4F2C97-8E74-4966-8638-645F4B598F71},8076.50263852957,1592961.19981852
158,K,277.70335225,,,{C78067BA-2BE3-41A3-93D0-D7E87DC5CD8E},6051.04466721341,1123830.08992424
159,K,201.19087458,,,{DD8FAC38-427C-47AB-8D2F-40A20DC866DF},6461.89292549324,814193.839698488
160,K,187.87990124,,,{659277F6-5BD7-423F-BAA6-2F4570385E2E},6055.81073769024,760326.026279254
161,K,5267.6198663,,,{AB0F1D89-EBB5-4755-8130-7BB1A1F3B8A5},42952.2758216884,21317386.5561511
162,K,132.27424919,,,{385A8894-C924-4F53-862A-F27D0D58676E},4705.58141306063,535297.036048621
163,K,1850.28180721,,,{2347B8D2-2702-417F-A0C0-B9F4FF761E8E},23635.0812505873,7487854.76615072
164,K,1.34865732,,,{B3D0700C-1A9E-4840-B33A-EF877F742D7D},325.226604481109,5457.84437094041
165,K,0.16310768,,,{E40857DC-7947-4654-B4FB-190A3224D41E},720.575365496708,660.076042420226
166,K,0.07661232,,,{0C7E4E60-E50C-4268-85C9-A916605BE789},283.904433033685,310.040338196696
167,K,10.05442195,,,{EC1BCA72-9BB3-4C82-8EDB-60F2BBC945C2},792.153780973334,40688.9648239112
168,K,1433.35944421,,,{3D00093C-17BF-4A33-86E2-31CB1F3493F5},20726.3727509052,5800623.07489514
169,K,52.07821624,,,{16916965-AE32-45D1-8680-CCC249968F36},2664.73483674341,210753.906902475
170,K,52.0022721,,,{9DA34B60-6D94-4CF9-ACCD-1C6B8355A0C8},2307.47641876591,210446.570633406
171,K,72.33736305,,,{4E5327C8-C598-4EBF-8793-D09FA781BB7F},3531.86192961971,292740.093210971
172,K,0.16948077,,,{6C10A879-E3BC-4E03-8A1B-C3CC3A382D10},1108.0662855134,685.867094953192
173,K,1.44929074,,,{ED476BDF-5878-40FD-8953-3C91A71B4D7C},313.040412101577,5865.09503497214
174,K,3.95253349,,,{79226416-0953-4B57-980A-2FC92F26C8B3},681.97144702061,15995.399524983
175,K,163.53223347,,,{52A783F6-1F83-46B5-B36A-4D63DEA4A3EE},5104.40890704778,661794.116477267
176,K,17.97884774,,,{8198E5AE-3BD2-4627-943C-05CFE85ACE5F},1075.87426537956,72758.1064836731
177,K,0.13680016,,,{FD37B581-7B26-432D-BBA9-9A38A26D47D4},984.246012821211,553.612833718793
178,K,839.50266456,,,{A44DEF88-1401-487E-A612-4F143885F467},7938.22135845481,3397360.3391283
179,K,30.44733141,,,{A7719C86-604F-4F65-BE0B-FB68765917D8},1747.60470386999,123216.47153902
180,K,6539.55467021,,,{C7164F12-5A72-4036-8441-396C70392645},54348.0634683978,26464744.675648
181,K,5.56939007,,,{01E6F34F-AA10-4471-ADA1-1D6435BD5914},673.123928456288,22538.6121316164
182,K,10931.4895843,,,{69F0F672-8B1E-411A-B1C4-D6D07AD14794},31665.429725317,44238345.7840007
183,K,3271.1751466,,,{A0595811-30F4-4DD1-97EF-4EEA2E40F596},37346.3017821036,13238029.1028889
184,K,7345.50285811,,,{42A34AC9-5E7F-4CA7-AE4A-4C4C3359B22E},27579.7384008041,29726314.3222254
185,K,186.19953092,,,{EDCD559F-FA86-4F49-B8BC-DFBD1690B73B},4236.17385482664,753525.781689229
186,K,16535.4513045,,,{3E6BD934-FB7D-4C25-8B95-3E84D49572B8},52473.4439997044,66916864.9761297
187,K,13770.8060505,,,{1C026B3D-247B-4845-8B0C-697B0DD93AC4},42702.4052865181,55728697.8216661
188,K,1523820.22123,,,{250A27B5-9995-40B1-A658-6386EBCDD17E},1352952.33572489,6166706327.88033
189,K,188.00110633,,,{C1CC54EA-0ACF-4822-B1A3-30DD744DA97B},3591.67296739637,760816.527864255
190,K,2264.18746129,,,{F8C6C147-B2A3-4B8A-83BF-F931AE92AC90},17861.3333729699,9162878.22072092
191,K,961.4680789,,,{3182B688-CCE9-4269-8BD6-0C2142A09645},11567.740185067,3890938.83377192
192,K,231.13427157,,,{789AD846-6C57-4E85-962A-463F4AC6E510},5264.61246126604,935370.952831462
193,K,23.32638157,,,{9BC63AA8-2B30-4D55-89A8-7CEC626BFAC1},1276.29753729536,94398.8946946293
194,K,2782.86778754,,,{F551E439-F06B-4217-BDAE-E9387526A094},13523.2515611481,11261911.426302
195,K,469.54249312,,,{0B1818E9-F97C-4862-9CD1-D0492C93BBE2},9458.34919933047,1900178.65460072
196,K,16164.6508615,,,{2144A505-E8D0-4CC7-A3E5-E4A812A69D15},70720.9039809778,65416282.819413
197,K,727.59466798,,,{59F261B7-3CF9-4A5E-9C25-CDCAA5694A47},8240.31011692052,2944482.9329413
198,K,203.51690393,,,{D3BC191E-2D45-4E5C-830F-D45F45E5CA50},6374.21113648168,823606.984163822
199,K,84445.3993897,,,{EB9B64BA-1777-4A2B-B3D2-86E22B36B9FA},234043.294031877,341739773.82014
200,K,166413.381125,,,{ACB6527C-8AA1-4661-A057-A031855F42DB},281780.238295435,673453753.990052
201,K,157.61451631,,,{E44159B4-185F-4B51-A337-6BDF0A377CC5},4678.74681653681,637845.869005944
202,K,4.36203569,,,{AFEC011D-432A-46E6-97B3-66C6C765377D},630.54033817803,17652.6027937807
203,K,1990.43136474,,,{1BB6E3D3-4590-486E-9904-FA79840DF544},16560.7438718217,8055022.17181487
204,K,6123.30928003,,,{7B161CC9-A4A8-4AA5-90B7-E0BC9B743FAC},41972.5965615405,24780252.6071506
205,K,825.12825392,,,{6CF56FC8-0CBC-4804-9600-686952023694},14902.5564525714,3339188.93042417
206,K,8.12408607,,,{F542B5C0-1565-4FF5-9942-7889C0C27207},839.039107220317,32877.1414305402
207,K,7.82466663,,,{DAF0D701-D4C7-44A6-A8AD-54B37FFFABA4},668.567492057417,31665.4290702818
208,K,552.63106634,,,{023A3924-42C0-414E-84F1-D58FCC43AFEA},7381.64552857332,2236427.52576
209,K,1034.15750576,,,{AA57FCBA-FEBF-4FF8-9462-0FCF88573FEC},11121.8635219364,4185103.68434733
210,K,1413.80554055,,,{2214E268-6F23-4EDF-B18A-92C30CCBBFBC},15024.7676547807,5721490.91774278
211,K,124.12830591,,,{9B224119-46A6-423D-9FBF-ECB4AF58E7E3},4417.68113466868,502331.441312218
212,K,1297.37890694,,,{B8A6830F-3DF4-4140-B4C9-617E3CD602B5},12236.4086108496,5250327.16310881
213,K,6203.84268474,,,{5E9680ED-7C8C-4999-9D29-1E116ACB582E},34980.8696085787,25106161.0368433
214,K,31243.4759529,,,{56B22175-93B8-454B-A8CA-4310298CB26A},154679.695427476,126438367.071146
215,K,10659.4081636,,,{9956C231-A44B-4C22-A0D6-86F9F0AA19C8},62656.2485728045,43137266.9348079
216,K,133.42276672,,,{C1F1D546-2276-400A-96B0-259E6A7C8F74},3178.96687900515,539944.940201886
217,K,121.41265197,,,{456013A7-47B6-4658-B59C-453B70D2CA90},6452.27926710796,491341.535770528
218,K,6.15779976,,,{682778D6-63F7-4232-83B9-4920643F9825},708.573043399668,24919.8311879227
219,K,7.15614777,,,{F162AB36-65A6-44FA-BA8A-B886EB22332D},759.112824865232,28960.0184164881
220,K,123.64705589,,,{2DB8D207-175D-4E75-9D33-5658B9C5BAF8},4058.12135997263,500383.883802327
221,K,2264.60613141,,,{56F1FB23-0767-4D61-B835-D4775F23E080},12497.617668918,9164572.52535254
222,K,2.01722534,,,{41426287-8C3B-456A-8F46-CD137FFDFB69},387.188545414236,8163.45399055374
223,K,11.686695,,,{6F55379A-FA55-46B7-B77A-2881452D48CA},1150.1191564694,47294.565918419
224,K,9.8252995,,,{D737DD60-74AA-4830-ADAE-EE8C2E5EE379},1613.75272606572,39761.7354575212
225,K,0.00060435,,,{41FC2D18-C62E-4203-8A74-DD0B7D0D139B},10.1292932881007,2.44575335815528
226,K,3.83782061,,,{915E9FFE-BD3F-4BC5-B192-3D66EB4896AE},529.609046459063,15531.1711117322
227,K,29.49290066,,,{43A4ADF3-BAC6-4C93-B212-5D17C4A45B98},2811.3015022597,119354.011882721
228,K,42086.970239,,,{99A92D81-D37C-486F-A472-3FDF967A1443},119261.240145715,170320607.092602
229,K,375.83071868,,,{4A7DCF30-762F-4674-ADC3-A187DEC3DCD2},15305.7752433845,1520939.0414047
230,K,1.52162216,,,{883125F4-0BB8-4F53-BF5E-2395F344AAA7},382.420822788241,6157.81107638312
231,K,0.00244539,,,{9FBD8990-856A-4178-B421-9EB597A6B48C},14.7550971159307,9.89618794685377
232,K,394263.106689,,,{5AA17DA3-AF97-4D1A-A8F7-1BBB8F6ADBDC},495267.847412679,1595532673.75308
233,K,19.04957338,,,{E42F0D9B-CF36-4B5F-BE31-D578E66830AD},1423.210428824,77091.1967570972
234,K,16.63619821,,,{A32D2836-5506-46D7-82F3-7FBF7E8E8C86},1791.80597332891,67324.5748834653
235,K,7.41008919,,,{D9502577-8F70-46DC-96FA-F99A59139918},1503.82711707118,29987.6870110531
236,K,7716.71932046,,,{C58570BC-8EA2-4B59-BE15-70990AE9D67F},33113.8579222118,31228580.0560731
237,K,126.11966639,,,{87007EF8-4213-4760-BE15-107FEC351EA6},3134.69512016439,510390.223482683
238,K,510.38886809,,,{B644EB14-6D70-488B-9E9B-8A02BA3DBF2C},7934.4553707173,2065478.73067895
239,K,561.20395364,,,{6865A3F7-ECE6-4BA6-AB96-CC4C55880ED6},14265.9550070512,2271120.908548
240,K,0.01434273,,,{E9352EBD-C047-4BE8-82D2-6F2BC66DE8D2},191.131117474537,58.0432215914444
241,K,9.15413745,,,{9548BB53-8911-418C-88F6-38DA460618ED},960.968616374247,37045.6281182666
242,K,0.31084635,,,{DBB51DCC-6BB2-4651-BDDC-AFC9913F052C},333.383331827953,1257.95560462768
243,K,0.87202118,,,{38355EDF-2719-41E6-B1AB-DCB6FE9831AA},482.685450869472,3528.95863911048
244,K,2389.6121454,,,{D29F96A0-9FD4-4495-977A-9A826D6AB5E9},26213.7543004175,9670455.9394349
245,K,1.8543595,,,{87CA0A04-03AE-4FF4-8507-9965989DE341},339.548005500364,7504.35670311912
