Year,Geo_Lvl,Geo_Cd,Geo_Desc,Plan_Type,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2021,State,10.0,Delaware,MC,76078.0,2748927.0,2.77,-2.66,0.06,11310.0,14.87,-1.5,-1.29
2021,State,11.0,District of Columbia,All,43363.0,1472218.0,2.95,-1.42,0.43,1796.0,4.14,-0.82,-0.24
2021,State,11.0,District of Columbia,FFS,5012.0,270834.0,1.85,-2.59,-0.74,440.0,8.78,0.31,2.03
2021,State,11.0,District of Columbia,MC,38351.0,1201384.0,3.19,-1.13,0.7,1356.0,3.54,1.04,0.64
2021,State,12.0,Florida,All,679646.0,27523221.0,2.47,-2.04,-0.13,51692.0,7.61,0.84,-0.27
2021,State,12.0,Florida,FFS,19047.0,1234008.0,1.54,-0.64,0.06,1093.0,5.74,-0.32,-2.68
2021,State,12.0,Florida,MC,660599.0,26289213.0,2.51,-2.24,-0.16,50599.0,7.66,0.86,-0.21
2021,State,13.0,Georgia,All,490478.0,15414140.0,3.18,-2.63,-0.38,25844.0,5.27,0.06,-0.29
2021,State,13.0,Georgia,FFS,282918.0,6748163.0,4.19,-2.4,-0.32,22123.0,7.82,-0.06,-0.14
2021,State,13.0,Georgia,MC,207560.0,8665977.0,2.4,-2.7,-0.33,3721.0,1.79,-0.22,-0.26
2021,State,15.0,Hawaii,All,74508.0,2001123.0,3.72,-2.44,-0.01,5120.0,6.87,-2.98,-0.99
2021,State,15.0,Hawaii,FFS,805.0,6114.0,13.17,-5.19,-0.06,0.0,0.0,,
2021,State,15.0,Hawaii,MC,73703.0,1995009.0,3.69,-2.42,-0.03,5120.0,6.95,,
2021,State,16.0,Idaho,All,140925.0,3925845.0,3.59,-2.53,-0.33,8956.0,6.36,-3.09,-0.22
2021,State,16.0,Idaho,FFS,140925.0,3925845.0,3.59,-2.53,-0.33,8956.0,6.36,-3.09,-0.22
2021,State,16.0,Idaho,MC,0.0,0.0,,,,0.0,,,
2021,State,17.0,Illinois,All,786283.0,25057780.0,3.14,-2.44,-0.02,21608.0,2.75,-1.03,-0.22
2021,State,17.0,Illinois,FFS,21470.0,1282929.0,1.67,-3.98,-0.29,716.0,3.33,-0.29,0.7
2021,State,17.0,Illinois,MC,764813.0,23774851.0,3.22,-2.34,-0.02,20892.0,2.73,-1.11,-0.25
2021,State,18.0,Indiana,All,584783.0,17483180.0,3.34,-3.06,-0.17,27841.0,4.76,-1.58,-0.63
2021,State,18.0,Indiana,FFS,42430.0,2050213.0,2.07,-0.59,-0.08,3693.0,8.7,2.89,0.11
2021,State,18.0,Indiana,MC,542353.0,15432967.0,3.51,-4.28,-0.21,24148.0,4.45,-1.96,-0.66
2021,State,19.0,Iowa,All,541375.0,7802164.0,6.94,2.29,0.5,346139.0,63.94,56.42,1.47
2021,State,19.0,Iowa,FFS,5624.0,120302.0,4.67,-0.73,-0.26,3084.0,54.84,47.18,-0.52
2021,State,19.0,Iowa,MC,535751.0,7681862.0,6.97,2.69,0.5,343055.0,64.03,56.6,1.46
2021,State,20.0,Kansas,All,91027.0,3418047.0,2.66,-3.39,-0.25,5711.0,6.27,-4.2,-0.77
2021,State,20.0,Kansas,FFS,47.0,11086.0,0.42,-2.14,-0.65,0.0,0.0,-10.61,0.0
2021,State,20.0,Kansas,MC,90980.0,3406961.0,2.67,-3.4,-0.25,5711.0,6.28,-4.19,-0.77
2021,State,21.0,Kentucky,All,556653.0,21835216.0,2.55,-1.83,-0.39,13467.0,2.42,-0.63,-0.34
2021,State,21.0,Kentucky,FFS,12153.0,808650.0,1.5,-1.11,-0.28,548.0,4.51,-4.75,0.7
2021,State,21.0,Kentucky,MC,544500.0,21026566.0,2.59,-1.87,-0.43,12919.0,2.37,-0.5,-0.34
2021,State,22.0,Louisiana,All,562767.0,20002392.0,2.81,-2.92,-0.17,11022.0,1.96,-1.14,-0.4
2021,State,22.0,Louisiana,FFS,4795.0,663306.0,0.72,-1.13,-0.13,373.0,7.78,-2.84,-0.47
2021,State,22.0,Louisiana,MC,557972.0,19339086.0,2.89,-3.15,-0.17,10649.0,1.91,-1.0,-0.39
2021,State,23.0,Maine,All,78226.0,2657803.0,2.94,-2.18,-0.15,10060.0,12.86,-2.75,-0.59
2021,State,23.0,Maine,FFS,78226.0,2657803.0,2.94,-2.18,-0.15,10060.0,12.86,-2.75,-0.59
2021,State,23.0,Maine,MC,0.0,0.0,,,,0.0,,,
2021,State,24.0,Maryland,All,446939.0,13926140.0,3.21,-2.91,-0.37,38557.0,8.63,-3.94,-1.11
2021,State,24.0,Maryland,FFS,18364.0,4895062.0,0.38,-0.82,-0.05,2158.0,11.75,-3.03,-0.89
2021,State,24.0,Maryland,MC,428575.0,9031078.0,4.75,-3.82,-0.56,36399.0,8.49,-3.92,-1.12
2021,State,25.0,Massachusetts,All,355272.0,16157629.0,2.2,-1.84,0.05,30493.0,8.58,-0.93,-0.62
2021,State,25.0,Massachusetts,FFS,174500.0,8019396.0,2.18,-1.13,0.08,16432.0,9.42,-1.55,-0.69
2021,State,25.0,Massachusetts,MC,180772.0,8138233.0,2.22,-2.28,0.03,14061.0,7.78,-1.04,-0.58
2021,State,26.0,Michigan,All,942031.0,27957775.0,3.37,-3.9,-0.17,41489.0,4.4,-1.65,-0.58
2021,State,26.0,Michigan,FFS,72334.0,8804632.0,0.82,-1.29,-0.03,5149.0,7.12,0.52,0.12
2021,State,26.0,Michigan,MC,869697.0,19153143.0,4.54,-5.03,-0.23,36340.0,4.18,-1.81,-0.63
2021,State,27.0,Minnesota,All,313000.0,11336665.0,2.76,-2.08,0.04,24086.0,7.7,-0.67,-0.46
2021,State,27.0,Minnesota,FFS,30911.0,1505912.0,2.05,-2.13,-0.11,2570.0,8.31,-0.69,-0.5
2021,State,27.0,Minnesota,MC,282089.0,9830753.0,2.87,-2.14,0.05,21516.0,7.63,-0.61,-0.44
2021,State,28.0,Mississippi,All,160639.0,5294168.0,3.03,-3.28,-0.27,6171.0,3.84,-0.22,-0.46
2021,State,28.0,Mississippi,FFS,32353.0,1183249.0,2.73,-2.29,0.11,1504.0,4.65,-2.01,-1.47
2021,State,28.0,Mississippi,MC,128286.0,4110919.0,3.12,-3.45,-0.34,4667.0,3.64,-0.03,-0.34
2021,State,29.0,Missouri,All,303768.0,11378235.0,2.67,-2.88,-0.24,18420.0,6.06,-3.01,-0.72
2021,State,29.0,Missouri,FFS,303768.0,11378235.0,2.67,-2.88,-0.24,18420.0,6.06,-3.01,-0.72
2021,State,29.0,Missouri,MC,0.0,0.0,,,,0.0,,,
2021,State,30.0,Montana,All,310163.0,2980056.0,10.41,2.78,0.66,204535.0,65.94,57.94,2.99
2021,State,30.0,Montana,FFS,310163.0,2980056.0,10.41,2.78,0.66,204535.0,65.94,57.94,2.99
2021,State,30.0,Montana,MC,0.0,0.0,,,,0.0,,,
2021,State,31.0,Nebraska,All,97671.0,3310993.0,2.95,-2.34,-0.16,8819.0,9.03,-1.5,-1.4
2021,State,31.0,Nebraska,FFS,13.0,2147.0,0.61,-5.06,-0.76,0.0,0.0,-10.85,
2021,State,31.0,Nebraska,MC,97658.0,3308846.0,2.95,0.83,-0.17,8819.0,9.03,5.7,
2021,State,32.0,Nevada,All,267451.0,6372498.0,4.2,-3.95,-0.5,20465.0,7.65,-1.31,-0.74
2021,State,32.0,Nevada,FFS,98819.0,1856551.0,5.32,-3.19,-0.27,10441.0,10.57,-1.24,-0.25
2021,State,32.0,Nevada,MC,168632.0,4515947.0,3.73,-4.21,-0.55,10024.0,5.94,-1.25,-0.96
2021,State,33.0,New Hampshire,All,41805.0,2084056.0,2.01,-2.49,-0.18,4132.0,9.88,-4.25,-2.92
2021,State,33.0,New Hampshire,FFS,533.0,30517.0,1.75,-4.01,-0.56,73.0,13.7,3.66,3.49
2021,State,33.0,New Hampshire,MC,41272.0,2053539.0,2.01,-2.33,-0.17,4059.0,9.83,-4.98,-3.01
2021,State,34.0,New Jersey,All,445006.0,19012396.0,2.34,-2.15,-0.19,32350.0,7.27,-1.73,-0.8
2021,State,34.0,New Jersey,FFS,4462.0,245452.0,1.82,-2.14,-0.31,873.0,19.57,-3.23,2.7
2021,State,34.0,New Jersey,MC,440544.0,18766944.0,2.35,-2.15,-0.19,31477.0,7.15,-1.54,-0.78
2021,State,35.0,New Mexico,All,158378.0,4769012.0,3.32,-3.11,-0.16,4559.0,2.88,-0.72,-0.21
2021,State,35.0,New Mexico,FFS,6242.0,294632.0,2.12,-7.64,-0.68,208.0,3.33,0.29,-0.57
2021,State,35.0,New Mexico,MC,152136.0,4474380.0,3.4,-2.94,-0.12,4351.0,2.86,-0.77,-0.19
2021,State,36.0,New York,All,986690.0,67156100.0,1.47,-1.39,-0.14,67699.0,6.86,-2.6,-0.58
2021,State,36.0,New York,FFS,37542.0,6431240.0,0.58,-1.1,-0.1,5077.0,13.52,-0.49,0.3
2021,State,36.0,New York,MC,949148.0,60724860.0,1.56,-1.44,-0.16,62622.0,6.6,-2.55,-0.57
2021,State,37.0,North Carolina,All,506796.0,15676150.0,3.23,-3.01,-0.07,49861.0,9.84,0.01,-1.45
2021,State,37.0,North Carolina,FFS,337332.0,10810035.0,3.12,-3.12,-0.18,33149.0,9.83,0.0,-1.46
2021,State,37.0,North Carolina,MC,169464.0,4866115.0,3.48,,,16712.0,9.86,,
2021,State,38.0,North Dakota,All,29381.0,1044301.0,2.81,-3.12,-0.12,648.0,2.21,-5.33,-0.78
2021,State,38.0,North Dakota,FFS,29357.0,956265.0,3.07,-1.72,-0.11,648.0,2.21,-4.84,-0.78
2021,State,38.0,North Dakota,MC,24.0,88036.0,0.03,-7.46,-0.01,0.0,0.0,-7.97,0.0
2021,State,39.0,Ohio,All,940091.0,39638415.0,2.37,-2.97,-0.07,41456.0,4.41,-0.73,-0.38
2021,State,39.0,Ohio,FFS,56888.0,2821678.0,2.02,-2.22,-0.14,4844.0,8.52,-0.16,-0.18
2021,State,39.0,Ohio,MC,883203.0,36816737.0,2.4,-3.07,-0.06,36612.0,4.15,-0.67,-0.35
2021,State,40.0,Oklahoma,All,293862.0,5776761.0,5.09,-2.09,0.83,78247.0,26.63,17.49,18.79
2021,State,40.0,Oklahoma,FFS,293862.0,5776761.0,5.09,-2.09,0.83,78247.0,26.63,17.49,18.79
2021,State,40.0,Oklahoma,MC,0.0,0.0,,,,0.0,,,
2021,State,41.0,Oregon,All,363484.0,9845328.0,3.69,-3.74,-0.25,47494.0,13.07,5.16,1.01
2021,State,41.0,Oregon,FFS,8422.0,2394937.0,0.35,-2.15,-0.15,220.0,2.61,-9.62,-0.63
2021,State,41.0,Oregon,MC,355062.0,7450391.0,4.77,-4.18,-0.22,47274.0,13.31,5.78,0.99
2021,State,42.0,Pennsylvania,All,455083.0,32695393.0,1.39,-4.07,-0.21,44975.0,9.88,1.3,0.11
2021,State,42.0,Pennsylvania,FFS,4481.0,412416.0,1.09,-1.15,-0.03,489.0,10.91,-4.55,-0.44
2021,State,42.0,Pennsylvania,MC,450602.0,32282977.0,1.4,-4.2,-0.2,44486.0,9.87,1.41,0.12
2021,State,44.0,Rhode Island,All,68584.0,3275571.0,2.09,-2.12,-0.02,5796.0,8.45,1.79,-0.16
2021,State,44.0,Rhode Island,FFS,1003.0,122998.0,0.82,-1.92,-0.37,73.0,7.28,-2.01,-2.82
2021,State,44.0,Rhode Island,MC,67581.0,3152573.0,2.14,-2.16,-0.02,5723.0,8.47,1.91,-0.1
2021,State,45.0,South Carolina,All,144556.0,6635919.0,2.18,-3.64,-0.18,12240.0,8.47,2.14,0.59
2021,State,45.0,South Carolina,FFS,20119.0,1018467.0,1.98,-1.74,-0.22,1730.0,8.6,0.26,-0.76
2021,State,45.0,South Carolina,MC,124437.0,5617452.0,2.22,-4.08,-0.17,10510.0,8.45,2.39,0.84
2021,State,46.0,South Dakota,All,26064.0,947559.0,2.75,-2.64,-0.12,2156.0,8.27,-1.06,-1.21
2021,State,46.0,South Dakota,FFS,26064.0,947559.0,2.75,-2.64,-0.12,2156.0,8.27,-1.06,-1.21
2021,State,46.0,South Dakota,MC,0.0,0.0,,,,0.0,,,
2021,State,47.0,Tennessee,All,694218.0,14161072.0,4.9,-2.15,1.03,443880.0,63.94,59.0,19.95
2021,State,47.0,Tennessee,FFS,248790.0,12648058.0,1.97,,-0.43,9710.0,3.9,,0.16
2021,State,47.0,Tennessee,MC,445428.0,1513014.0,29.44,,13.25,434170.0,97.47,,3.3
2021,State,48.0,Texas,All,576024.0,28375224.0,2.03,-1.71,-0.4,24379.0,4.23,-0.43,-0.17
2021,State,48.0,Texas,FFS,5628.0,595081.0,0.95,-0.84,-0.28,282.0,5.01,0.53,0.79
2021,State,48.0,Texas,MC,570396.0,27780143.0,2.05,-1.92,-0.41,24097.0,4.22,-0.45,-0.19
2021,State,49.0,Utah,All,123197.0,3383385.0,3.64,-3.56,-0.45,9259.0,7.52,-3.61,-1.36
2021,State,49.0,Utah,FFS,21255.0,1472772.0,1.44,-2.92,-0.27,1105.0,5.2,-3.9,-0.6
2021,State,49.0,Utah,MC,101942.0,1910613.0,5.34,-4.17,-0.57,8154.0,8.0,-3.89,-1.56
2021,State,50.0,Vermont,All,43511.0,1594969.0,2.73,-3.6,-0.21,5765.0,13.25,-0.84,-1.42
2021,State,50.0,Vermont,FFS,,1577673.0,,,,,,,
2021,State,50.0,Vermont,MC,,17296.0,,,,,,,
2021,State,51.0,Virginia,All,2797499.0,19305772.0,14.49,8.9,1.65,2461048.0,87.97,74.1,2.02
2021,State,51.0,Virginia,FFS,36579.0,317434.0,11.52,5.7,-2.77,33400.0,91.31,43.37,-0.39
2021,State,51.0,Virginia,MC,2760920.0,18988338.0,14.54,8.99,1.73,2427648.0,87.93,81.07,2.12
2021,State,53.0,Washington,All,510784.0,13531963.0,3.77,-3.49,-0.07,39970.0,7.83,-1.07,-0.07
2021,State,53.0,Washington,FFS,18383.0,586303.0,3.14,-6.58,-0.44,1107.0,6.02,0.15,0.46
2021,State,53.0,Washington,MC,492401.0,12945660.0,3.8,-3.21,-0.05,38863.0,7.89,-1.44,-0.11
2021,State,54.0,West Virginia,All,162857.0,8609004.0,1.89,-2.67,-0.08,7121.0,4.37,-0.43,0.18
2021,State,54.0,West Virginia,FFS,162696.0,8296735.0,1.96,-2.39,,,,,
2021,State,54.0,West Virginia,MC,161.0,312269.0,0.05,-4.62,,,,,
2021,State,55.0,Wisconsin,All,491604.0,11162438.0,4.4,-3.26,-0.17,103567.0,21.07,4.97,-1.69
2021,State,55.0,Wisconsin,FFS,491604.0,11162438.0,4.4,-3.27,-0.17,103567.0,21.07,5.02,-1.69
2021,State,55.0,Wisconsin,MC,0.0,0.0,,,,0.0,,,
2021,State,56.0,Wyoming,All,17713.0,446621.0,3.97,-2.44,-0.35,2010.0,11.35,2.13,-0.46
2021,State,56.0,Wyoming,FFS,17713.0,446621.0,3.97,-2.44,-0.35,2010.0,11.35,2.13,-0.46
2021,State,56.0,Wyoming,MC,0.0,0.0,,,,0.0,,,
2020,National,,National,All,21159978.0,653713145.0,3.24,-2.67,-0.01,4008483.0,18.94,11.34,4.8
2020,National,,National,FFS,5299680.0,179308208.0,2.96,-2.88,-0.23,712080.0,13.44,4.75,0.03
2020,National,,National,MC,15860298.0,474404937.0,3.34,-2.61,0.07,3296403.0,20.78,13.74,6.36
2020,State,1.0,Alabama,All,182750.0,6731532.0,2.71,-2.92,-0.39,8428.0,4.61,-0.17,0.01
2020,State,1.0,Alabama,FFS,182750.0,6731532.0,2.71,-2.92,-0.39,8428.0,4.61,-0.17,0.01
