oshpd_id9,BigLanguageGroup,LanguageGroup,PLS_DESCRIPTION,NumberofEncounters,AnnotationforNumberofEncounters
106014050,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,55,
106014050,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106014050,English Language,English Language,English,"39,460",
106014050,Other Languages,European Languages,French,1,1 indicates <30 encounters
106014050,Other Languages,European Languages,Russian,44,
106014050,Other Languages,European Languages,Albanian,1,1 indicates <30 encounters
106014050,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106014050,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106014050,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106014050,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106014050,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106014050,Other Languages,European Languages,German,1,1 indicates <30 encounters
106014050,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106014050,Other Languages,Latin American Languages,Portuguese,32,
106014050,Other Languages,Middle Eastern Languages,Persian,39,
106014050,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106014050,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106014050,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106014050,Other Languages,Middle Eastern Languages,Arabic,49,
106014050,Other Languages,Middle Eastern Languages,Farsi,192,
106014050,Other Languages,Sign Languages,Sign Language,1,1 indicates <30 encounters
106014050,Spanish Language,Spanish Language,Spanish,"1,930",
106014132,Other Languages,African Languages,Igbo,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Mandarin,767,
106014132,Other Languages,Asian/Pacfic Islander Languages,Korean,119,
106014132,Other Languages,Asian/Pacfic Islander Languages,Thai,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Urdu,37,
106014132,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Hindi,134,
106014132,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,171,
106014132,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Marathi,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Burmese,45,
106014132,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,266,
106014132,Other Languages,Asian/Pacfic Islander Languages,Lao,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Tagalog,163,
106014132,Other Languages,Asian/Pacfic Islander Languages,Malayalam,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Ilocano; Iloko,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,392,
106014132,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,1,1 indicates <30 encounters
106014132,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106014132,English Language,English Language,English,"39,930",
106014132,Other Languages,European Languages,Russian,1,1 indicates <30 encounters
106014132,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106014132,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106014132,Other Languages,European Languages,Romanian,42,
106014132,Other Languages,European Languages,French,1,1 indicates <30 encounters
106014132,Other Languages,European Languages,Czech,1,1 indicates <30 encounters
106014132,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106014132,Other Languages,European Languages,German,1,1 indicates <30 encounters
106014132,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106014132,Other Languages,Latin American Languages,Portuguese,59,
106014132,Other Languages,Middle Eastern Languages,Persian,88,
106014132,Other Languages,Middle Eastern Languages,Tigrinya,1,1 indicates <30 encounters
106014132,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106014132,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106014132,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106014132,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106014132,Other Languages,Sign Languages,Sign Language,185,
106014132,Spanish Language,Spanish Language,Spanish,"2,160",
106014207,Other Languages,Asian/Pacfic Islander Languages,Tagalog,1,1 indicates <30 encounters
106014207,Other Languages,Asian/Pacfic Islander Languages,Hindi,1,1 indicates <30 encounters
106014207,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106014207,Other Languages,Asian/Pacfic Islander Languages,Mandarin,1,1 indicates <30 encounters
106014207,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,1,1 indicates <30 encounters
106014207,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,1,1 indicates <30 encounters
106014207,English Language,English Language,English,"1,040",
106014207,Other Languages,European Languages,Dutch,1,1 indicates <30 encounters
106014207,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106014207,Other Languages,Middle Eastern Languages,Hebrew,1,1 indicates <30 encounters
106014207,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106014207,Spanish Language,Spanish Language,Spanish,20,
106014226,English Language,English Language,English,410,
106014226,Other Languages,Middle Eastern Languages,Arabic,1,1 indicates <30 encounters
106014226,Spanish Language,Spanish Language,Spanish,0,
106014233,Other Languages,African Languages,Igbo,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Japanese,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Ilocano; Iloko,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Chinese,51,
106014233,Other Languages,Asian/Pacfic Islander Languages,Hindi,45,
106014233,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Urdu,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Nepali,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Tagalog,122,
106014233,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Mandarin,202,
106014233,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,561,
106014233,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,85,
106014233,Other Languages,Asian/Pacfic Islander Languages,Korean,45,
106014233,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,208,
106014233,Other Languages,Asian/Pacfic Islander Languages,Filipino,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106014233,Other Languages,Asian/Pacfic Islander Languages,Fijian,1,1 indicates <30 encounters
106014233,English Language,English Language,English,"34,690",
106014233,Other Languages,European Languages,Bosnian,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,Lithuanian,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,Romanian,30,
106014233,Other Languages,European Languages,Russian,39,
106014233,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,German,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106014233,Other Languages,European Languages,French,1,1 indicates <30 encounters
106014233,Other Languages,Latin American Languages,Portuguese,36,
106014233,Other Languages,Latin American Languages,French Creole,1,1 indicates <30 encounters
106014233,Other Languages,Middle Eastern Languages,Armenian,1,1 indicates <30 encounters
106014233,Other Languages,Middle Eastern Languages,Amharic,1,1 indicates <30 encounters
106014233,Other Languages,Middle Eastern Languages,Farsi,105,
106014233,Other Languages,Middle Eastern Languages,Turkish,1,1 indicates <30 encounters
106014233,Other Languages,Middle Eastern Languages,Pashto,1,1 indicates <30 encounters
106014233,Other Languages,Middle Eastern Languages,Tigrinya,1,1 indicates <30 encounters
106014233,Other Languages,Middle Eastern Languages,Persian,1,1 indicates <30 encounters
106014233,Other Languages,Middle Eastern Languages,Arabic,136,
106014233,Other Languages,Sign Languages,Sign Language,40,
106014233,Spanish Language,Spanish Language,Spanish,"3,170",
106014326,Other Languages,African Languages,Yoruba,1,1 indicates <30 encounters
106014326,Other Languages,African Languages,Somali,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Mien; lu Mien,98,
106014326,Other Languages,Asian/Pacfic Islander Languages,Chinese,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Japanese,45,
106014326,Other Languages,Asian/Pacfic Islander Languages,Mandarin,496,
106014326,Other Languages,Asian/Pacfic Islander Languages,Korean,200,
106014326,Other Languages,Asian/Pacfic Islander Languages,Mongolian,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Gujarati,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Thai,35,
106014326,Other Languages,Asian/Pacfic Islander Languages,Indonesian,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Nepali,127,
106014326,Other Languages,Asian/Pacfic Islander Languages,Urdu,73,
106014326,Other Languages,Asian/Pacfic Islander Languages,Hindi,47,
106014326,Other Languages,Asian/Pacfic Islander Languages,Malayalam,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Ilocano; Iloko,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Bengali,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Lao,127,
106014326,Other Languages,Asian/Pacfic Islander Languages,Telugu,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Panjabi; Punjabi,160,
106014326,Other Languages,Asian/Pacfic Islander Languages,Mon-Khmer,39,
106014326,Other Languages,Asian/Pacfic Islander Languages,Sinhalese,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Burmese,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Tagalog,188,
106014326,Other Languages,Asian/Pacfic Islander Languages,Samoan,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Vietnamese,360,
106014326,Other Languages,Asian/Pacfic Islander Languages,Tonga,1,1 indicates <30 encounters
106014326,Other Languages,Asian/Pacfic Islander Languages,Cantonese; Yue Chinese,"1,348",
106014326,English Language,English Language,English,"127,910",
106014326,Other Languages,European Languages,Albanian,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Russian,32,
106014326,Other Languages,European Languages,Greek,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Bulgarian,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Catalan,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Polish,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Romanian,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Ukrainian,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Hungarian,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Bosnian,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Italian,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Serbian,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,French,53,
106014326,Other Languages,European Languages,Croatian,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,Finnish,1,1 indicates <30 encounters
106014326,Other Languages,European Languages,German,1,1 indicates <30 encounters
