OBJECTID,SMPOLY_COD,SURFM_POLY,DESCRIP,IMS_LEGEND,ACREAGE,AREA_SQMI,SHAPE_Length,SHAPE_Area
13142,T,Till,Till,Till,4.49736976,0.00702713,1786.02358838371,195905.449941147
13143,T,Till,Till,Till,0.03105339,4.852e-05,167.937373891985,1352.66388077793
13144,T,Till,Till,Till,0.60304498,0.00094225,712.143931650103,26268.6473563449
13145,T,Till,Till,Till,0.22908799,0.00035794,410.58556501948,9979.10604586974
13146,T,Till,Till,Till,1.19340002,0.00186467,927.821109530834,51984.3513848949
13147,T,Till,Till,Till,50.57989883,0.07903099,16551.0801083495,2203259.58696764
13148,T,Till,Till,Till,0.24746699,0.00038666,397.289864916663,10779.6592170544
13149,T,Till,Till,Till,0.085311,0.00013329,295.338778039306,3716.13714120109
13150,TT,Thick Till,Thick Till,Thick Till,46.24890136,0.07226379,5417.5976335811,2014600.05831454
13151,T,Till,Till,Till,0.0330668,5.166e-05,173.421091751119,1440.38289488239
13152,T,Till,Till,Till,0.70346301,0.00109916,668.459267099843,30642.7983403514
13153,T,Till,Till,Till,0.444402,0.00069437,539.143726587344,19358.1557331221
13154,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.84759098,0.00132436,1556.23939445385,36920.9003012072
13155,T,Till,Till,Till,0.02236589,3.494e-05,136.866341398752,974.260149104333
13156,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,9.51819038,0.01487219,4020.74600539379,414612.491973053
13157,T,Till,Till,Till,0.0381857,5.966e-05,158.23495417736,1663.35462887895
13158,T,Till,Till,Till,0.0459559,7.18e-05,200.45887309946,2001.83328227931
13159,T,Till,Till,Till,0.0366333,5.723e-05,168.974864189585,1595.72826868132
13160,T,Till,Till,Till,1.22054004,0.00190709,909.185197251704,53167.0362865081
13161,T,Till,Till,Till,0.551135,0.00086114,818.183268997444,24007.4140180808
13162,T,Till,Till,Till,0.0646639,0.00010103,218.512785149735,2816.76913710851
13163,SG,Sand+Gravel,Sand and Gravel,Coarse,1.75224995,0.00273788,1261.763305917,76327.8054074548
13164,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,16.26609992,0.02541569,4873.28274051841,708549.770964877
13165,T,Till,Till,Till,0.27894601,0.00043585,483.364841713053,12150.9205923403
13166,T,Till,Till,Till,0.15093,0.00023582,392.424206631613,6574.50388966395
13167,T,Till,Till,Till,0.11987199,0.0001873,313.910088038628,5221.6552325398
13168,T,Till,Till,Till,0.104262,0.0001629,279.384062552079,4541.64214417898
13169,T,Till,Till,Till,0.17380799,0.00027157,408.337981195378,7571.11076119645
13170,T,Till,Till,Till,0.04757359,7.433e-05,214.779835312008,2072.2753030858
13171,B,Beach,Beach,Natural Postglacial,0.50884902,0.00079507,1024.46003919208,22165.4966709382
13172,T,Till,Till,Till,0.99102699,0.00154848,922.210622753179,43169.118316902
13173,T,Till,Till,Till,23.07990074,0.0360623,5293.96433495029,1005359.7600305
13174,W,Water,Water,Water,29.57970046,0.04621829,11750.3510981833,1288492.62343883
13175,T,Till,Till,Till,3.04966998,0.00476511,2068.86348437814,132843.905056096
13176,T,Till,Till,Till,0.0323763,5.058e-05,154.233775128447,1410.31391225887
13177,T,Till,Till,Till,3.69710993,0.00577674,1673.76913240886,161046.377788609
13178,T,Till,Till,Till,0.63276201,0.00098869,760.351707676902,27563.0924815117
13179,T,Till,Till,Till,0.179798,0.00028093,402.860632692998,7832.03524200001
13180,S,Sand,Sand,Coarse,55.17229843,0.08620669,12196.757226319,2403303.737384
13181,B,Beach,Beach,Natural Postglacial,1.88028001,0.00293792,1266.94191006956,81904.9765239864
13182,B,Beach,Beach,Natural Postglacial,20.84250068,0.03256639,10887.7401265867,907898.074747346
13183,T,Till,Till,Till,0.209287,0.00032701,366.139747915963,9116.53546185405
13184,T,Till,Till,Till,0.067001,0.00010468,233.597782960861,2918.59134396494
13185,T,Till,Till,Till,3.36506009,0.00525791,2495.41934316515,146582.320110855
13186,T,Till,Till,Till,1.28920996,0.00201439,1490.07341427308,56158.1640986029
13187,S,Sand,Sand,Coarse,25.75769996,0.0402464,8397.78847372497,1122003.41865511
13188,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.20314002,0.00187991,1472.15181412438,52408.9621625139
13189,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,1.27232003,0.00198798,1526.29585746313,55422.2116008267
13190,TS,"Till, Sand+Gravel, Boulders","Sandy Till, Sand and Grave, some areas of dense surface bolders",End Moraine,11.23190021,0.0175499,5704.49759358495,489263.685464372
13191,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,16.15850067,0.0252477,3855.59870806151,703864.80306742
13192,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,48.26070022,0.07540729,11183.5884164174,2102234.17288468
13193,SW,Swamp,Swamp,Natural Postglacial,40.12680053,0.0626982,13061.0619090451,1747924.77749379
13194,T,Till,Till,Till,0.09170839,0.00014329,258.779031421997,3994.79887408504
13195,TT,Thick Till,Thick Till,Thick Till,593.45800781,0.92727798,27445.1508857585,25851021.8842117
13196,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,83.32949829,0.13020199,35784.3806245615,3629831.48009253
13197,T,Till,Till,Till,0.0597107,9.329e-05,200.106864096946,2600.99386143546
13198,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.09717679,0.00015183,257.979753326233,4233.05743990501
13199,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.118136,0.00018458,292.809652920669,5146.01068082795
13200,T,Till,Till,Till,45.25619888,0.07071279,8403.44907050626,1971359.51240764
13201,T,Till,Till,Till,2.44113993,0.00381428,1440.22245893056,106336.050618816
13202,SG,Sand+Gravel,Sand and Gravel,Coarse,0.042422,6.628e-05,182.469343340802,1847.91252998253
13203,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,0.216975,0.00033902,850.673854462932,9451.45693858347
13204,T,Till,Till,Till,3.4180901,0.00534076,1605.01805868071,148891.869352994
13205,T,Till,Till,Till,16.55260086,0.02586339,5387.8777246745,721030.596131895
13206,SG,Sand+Gravel,Sand and Gravel,Coarse,0.11229799,0.00017546,267.744528943509,4891.6830658932
13207,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.161109,0.00025173,349.744809821791,7017.86929389376
13208,T,Till,Till,Till,0.18557499,0.00028996,328.355746967829,8083.66546929064
13209,SG,Sand+Gravel,Sand and Gravel,Coarse,27.46369934,0.04291199,5995.36424190815,1196317.81892768
13210,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,109.37400054,0.17089599,21979.8862821348,4764313.20950401
13211,T,Till,Till,Till,10.72070026,0.016751,4352.34382427322,466991.985443931
13212,T,Till,Till,Till,0.29288199,0.00045762,452.887127996444,12757.981437707
13213,TT,Thick Till,Thick Till,Thick Till,60.2240982,0.09410019,7289.63060158942,2623362.33760094
13214,SG,Sand+Gravel,Sand and Gravel,Coarse,0.49949601,0.00078046,583.583278681337,21758.043272773
13215,SG,Sand+Gravel,Sand and Gravel,Coarse,0.03203089,5.004e-05,146.544662553381,1395.28846873959
13216,G,Gravel,Gravel,Coarse,101.82099914,0.159095,27299.1396156372,4435326.69891868
13217,TT,Thick Till,Thick Till,Thick Till,144.73800659,0.226153,13342.5660277528,6304774.35022382
13218,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,12.14249992,0.0189727,6228.4222961817,528928.266876068
13219,T,Till,Till,Till,5.05354022,0.00789615,2667.06816600864,220132.312060176
13220,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.29071798,0.00045424,703.473028352368,12663.6043906919
13221,SG,Sand+Gravel,Sand and Gravel,Coarse,42.13159942,0.0658306,9670.43175546747,1835251.37294387
13222,TT,Thick Till,Thick Till,Thick Till,195.40400695,0.30531901,18616.6891923895,8511791.51126844
13223,SG,Sand+Gravel,Sand and Gravel,Coarse,159.8789978,0.24981099,27634.8859049159,6964331.72195607
13224,T,Till,Till,Till,8.26531028,0.01291459,3444.2211797113,360037.054155726
13225,SG,Sand+Gravel,Sand and Gravel,Coarse,34.71170043,0.054237,5867.06990682918,1512041.52636199
13226,T,Till,Till,Till,1.92971003,0.00301517,1138.18795947926,84058.4209732443
13227,G,Gravel,Gravel,Coarse,445.3250122,0.69581997,90335.9151900187,19398353.5424149
13228,B,Beach,Beach,Natural Postglacial,2.3831501,0.00372367,2218.69239881162,103809.804671117
13229,S,Sand,Sand,Coarse,127.26399993,0.198851,12523.165578263,5543640.16526947
13230,TT,Thick Till,Thick Till,Thick Till,318.21099853,0.497204,16784.6022346086,13861245.0724366
13231,T,Till,Till,Till,0.50268197,0.00078543,674.715703685187,21896.7715677111
13232,T,Till,Till,Till,0.60410702,0.00094391,674.368545043027,26314.9038345346
13233,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,80.86340332,0.126349,24988.935440038,3522410.10339219
13234,T,Till,Till,Till,0.137617,0.00021502,380.250195947805,5994.60177063433
13235,B,Beach,Beach,Natural Postglacial,7.94490003,0.0124139,3096.03802924395,346079.73678051
13236,T,Till,Till,Till,0.0147368,2.302e-05,100.718429626869,641.935485700777
13237,SG,Sand+Gravel,Sand and Gravel,Coarse,13.56809997,0.0212002,3299.93003772041,591027.158198129
13238,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,12.0078001,0.01876219,4022.22118860956,523059.095653357
13239,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,3.63050007,0.00567264,6699.07071917706,158144.099151997
13240,T,Till,Till,Till,2.7344501,0.00427256,1613.65257113021,119112.486172624
13241,T,Till,Till,Till,2.52654004,0.00394771,1825.33485142085,110056.05581968
13242,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,16.23270034,0.02536359,9656.68847524088,707096.782739865
13243,T,Till,Till,Till,0.00927187,1.448e-05,79.2235534971288,403.894668978994
13244,T,Till,Till,Till,0.01989779,3.109e-05,162.722561065567,866.749137073876
13245,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,26.10849952,0.04079449,14811.1794886572,1137284.53989468
13246,SG,Sand+Gravel,Sand and Gravel,Coarse,4.35274982,0.00680118,3909.93380835376,189605.85090215
13247,T,Till,Till,Till,0.43937501,0.00068652,631.455578728437,19139.1413523998
13248,T,Till,Till,Till,1.87760996,0.00293376,1311.71150040395,81788.8595500015
13249,TT,Thick Till,Thick Till,Thick Till,41.67760086,0.0651213,5883.15666608438,1815476.80719652
13250,T,Till,Till,Till,32.44950103,0.0507024,7780.1955179684,1413500.75056482
13251,T,Till,Till,Till,0.278916,0.0004358,440.053013253295,12149.5806367126
13252,SG,Sand+Gravel,Sand and Gravel,Coarse,204.61000061,0.31970301,20106.1520546875,8912820.73083377
13253,SG,Sand+Gravel,Sand and Gravel,Coarse,157.33399963,0.245835,23929.2326631999,6853479.51199479
13254,S,Sand,Sand,Coarse,1059.81994628,1.65595996,94997.7763915939,46165595.4149145
13255,T,Till,Till,Till,0.115955,0.00018118,287.269339048684,5051.01659214493
13256,SW,Swamp,Swamp,Natural Postglacial,10.33920001,0.01615509,3928.93510982839,450377.696077551
13257,T,Till,Till,Till,0.90852099,0.00141956,901.629655170995,39575.0511503332
13258,T,Till,Till,Till,0.0974775,0.0001523,269.199796119001,4246.1012023965
13259,SG,Sand+Gravel,Sand and Gravel,Coarse,184.89500427,0.28889799,26352.6631715723,8054011.9268987
13260,TT,Thick Till,Thick Till,Thick Till,41.28829956,0.06451299,5835.06372197806,1798518.69073175
13261,SG,Sand+Gravel,Sand and Gravel,Coarse,3.80835008,0.00595055,2427.42134081027,165891.829420178
13262,T,Till,Till,Till,0.136371,0.00021307,325.133640892196,5940.35412454313
13263,B,Beach,Beach,Natural Postglacial,44.35680007,0.06930749,17764.9001784102,1932182.51530334
13264,T,Till,Till,Till,11.12059974,0.01737589,3215.00088911555,484413.584897542
13265,T,Till,Till,Till,0.108363,0.00016931,278.029708338103,4720.25940110331
13266,SG,Sand+Gravel,Sand and Gravel,Coarse,401.81100463,0.62782901,39647.627386179,17502884.076253
13267,SG,Sand+Gravel,Sand and Gravel,Coarse,48.98210144,0.0765345,8647.05151113984,2133659.61205026
13268,T,Till,Till,Till,0.94596898,0.00147808,1041.1786199022,41206.357436871
13269,G,Gravel,Gravel,Coarse,24.81240081,0.0387694,4941.52341248244,1080830.47772534
13270,SW,Swamp,Swamp,Natural Postglacial,22.93210029,0.03583149,6170.15920831032,998924.032005972
13271,T,Till,Till,Till,0.13325899,0.00020821,338.353367441934,5804.76889838328
13272,T,Till,Till,Till,0.29247298,0.00045698,513.151788268301,12740.1357175867
13273,TT,Thick Till,Thick Till,Thick Till,117.59200286,0.18373799,10604.3421365414,5122310.36306668
13274,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,4.6868,0.00732311,3914.02988811507,204156.831269711
13275,T,Till,Till,Till,5.04364013,0.00788068,2241.57940630645,219700.871192944
13276,SG,Sand+Gravel,Sand and Gravel,Coarse,62.18019866,0.09715659,9352.95286779697,2708570.26731845
13277,TT,Thick Till,Thick Till,Thick Till,15.07320022,0.02355189,4178.91456534772,656588.409184137
13278,T,Till,Till,Till,0.0514394,8.037e-05,211.32596142624,2240.70148289578
13279,T,Till,Till,Till,7.23486995,0.01130449,2438.33215439515,315150.755018196
13280,TT,Thick Till,Thick Till,Thick Till,27.77750015,0.04340239,4986.17118551713,1209989.81013853
13281,SW,Swamp,Swamp,Natural Postglacial,55.13499832,0.0861485,6842.88767721145,2401681.27737701
13282,TT,Thick Till,Thick Till,Thick Till,56.10789871,0.08766859,5858.28956478891,2444058.72173231
13283,B,Beach,Beach,Natural Postglacial,1.01662003,0.00158846,1949.64966144799,44284.0630243494
13284,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,7.30786991,0.01141849,3458.65664843491,318330.732303853
13285,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,35.77009963,0.05589079,7586.48848007265,1558147.13727301
13286,W,Water,Water,Water,47.39559936,0.07405559,34228.3578037261,2064553.50855529
13287,T,Till,Till,Till,1.61010003,0.00251578,1001.25600157618,70135.8067792392
13288,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,15.30119991,0.02390819,4815.48515401754,666522.389683694
13289,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.19290399,0.00030141,434.635115819884,8402.94148432631
13290,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.91241198,0.00142563,1063.90705807977,39744.6711685175
13291,S,Sand,Sand,Coarse,22.94490051,0.03585129,4965.59231104588,999477.939281703
13292,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,789.68597412,1.23388004,42391.7762686235,34398724.5232899
13293,T,Till,Till,Till,1.79955005,0.00281179,1069.23806765899,78388.5495873737
13294,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.207916,0.00032486,409.289430078426,9056.8449300505
13295,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,3.08631992,0.00482237,1905.86116491656,134440.377268649
13296,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.24759399,0.00038686,621.270413025993,10785.20582838
13297,TT,Thick Till,Thick Till,Thick Till,140.8769989,0.22012099,13652.8850291919,6136621.19561483
13298,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,5.7557702,0.00899339,3649.725941771,250721.268684992
13299,SG,Sand+Gravel,Sand and Gravel,Coarse,49.58649826,0.0774789,6790.87850361476,2159987.71236988
13300,S,Sand,Sand,Coarse,7.92493009,0.0123827,2932.41629007163,345209.813870955
13301,TT,Thick Till,Thick Till,Thick Till,183.36099243,0.286502,15597.6711328629,7987214.20701881
13302,T,Till,Till,Till,5.44464015,0.00850726,2010.01571238605,237168.696793482
13303,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.249916,0.00039049,796.607907863015,10886.358065189
13304,S,Sand,Sand,Coarse,64.05090332,0.10007999,17325.8115554793,2790058.35115861
13305,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,18.31920051,0.0286238,6329.6865167144,797986.295192545
13306,TT,Thick Till,Thick Till,Thick Till,382.08499145,0.59700798,22623.8824820136,16643614.9379745
13307,SW,Swamp,Swamp,Natural Postglacial,23.37599945,0.03652489,6117.7339655324,1018257.10667143
13308,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,7.97080993,0.01245439,2968.84803691809,347208.678714263
13309,T,Till,Till,Till,3.41044998,0.00532882,1558.2514828786,148559.179321517
13310,W,Water,Water,Water,11.29109954,0.01764239,3498.7102284273,491842.149335419
13311,SG,Sand+Gravel,Sand and Gravel,Coarse,13.16609954,0.02057209,3449.32901976084,573516.693610529
13312,TT,Thick Till,Thick Till,Thick Till,29.15730094,0.04555829,4943.70169721287,1270092.97745895
13313,SG,Sand+Gravel,Sand and Gravel,Coarse,8.23908042,0.0128736,2684.89971043595,358894.487399518
13314,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,2.63593006,0.00411863,2112.1598205787,114821.146040009
13315,W,Water,Water,Water,24.76899909,0.0387015,5434.48633758399,1078936.19586954
13316,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,21.00279998,0.0328169,7763.48003529196,914881.546993966
13317,S,Sand,Sand,Coarse,14.75599956,0.02305619,4088.35755434412,642770.574082796
13318,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,0.146675,0.00022918,389.037796703333,6389.15168591772
13319,S/F,Sand/Fines,Sand overlying Fines,Coarse over Fine,3.00673007,0.00469801,1626.68128003941,130973.274488848
13320,SG,Sand+Gravel,Sand and Gravel,Coarse,66.31970214,0.10362499,8579.3470050829,2888886.327938
13321,SG,Sand+Gravel,Sand and Gravel,Coarse,25.83939933,0.04037399,8245.41920357461,1125562.75187877
13322,SW,Swamp,Swamp,Natural Postglacial,20.19709968,0.03155799,4420.00832516029,879786.654884292
13323,SM,Salt Marsh,Salt Marsh and Estuarine Deposits,Natural Postglacial,115.44999694,0.18039,23972.1855916934,5028992.14216688
13324,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,2.88460993,0.00450719,2374.5797577309,125653.248665314
13325,SW,Swamp,Swamp,Natural Postglacial,107.46399688,0.167913,20196.5850064597,4681141.80435858
13326,TT,Thick Till,Thick Till,Thick Till,238.77999877,0.37309399,14500.4480222084,10401251.4234217
13327,TT,Thick Till,Thick Till,Thick Till,21.20429992,0.0331317,3926.29361234404,923658.433107378
13328,A/SG,Alluv/Sand+Gravel,Alluvium overlying Sand and Gravel,Natural Postglacial,7.83428001,0.01224109,6036.77473960342,341261.111588736
13329,TT,Thick Till,Thick Till,Thick Till,62.89519882,0.09827379,7955.45252228629,2739715.03168317
13330,T,Till,Till,Till,8.91294002,0.0139265,2489.31777934101,388247.763726851
13331,B,Beach,Beach,Natural Postglacial,0.33043199,0.00051629,1201.26232546098,14393.6661793956
13332,TT,Thick Till,Thick Till,Thick Till,562.68200683,0.87919098,38217.3365482304,24510434.1646128
