OBJECTID,COORD_SRC_TYPE,COORD_SRC2,DEF_FET_TYPE,DEF_FET2,ACCURACY_FT,GlobalID,ADMIN_ST,SHAPE_Length
1,UNK,UNK,UNK,UNK,-1,{7384346A-A482-42E4-A7D1-7B7A3FA36D7B},UT,348.23837530427
3,UNK,UNK,UNK,UNK,-1,{D226B485-9A0F-4417-A218-FDE90C50F84D},UT,782.089825425575
4,UNK,UNK,UNK,UNK,-1,{1C7D0CB7-F14F-4D82-80CD-7D5199A4A1EA},UT,5480.21835839475
5,UNK,UNK,UNK,UNK,-1,{57070448-7BA0-4D2D-A39E-D8A235E6A9B0},UT,3409.87059357319
6,MAP,MAP,UNK,UNK,-1,{35A6BC9E-37DB-4AA7-AE67-61E0B3639407},UT,18460.285100293
7,MAP,MAP,UNK,UNK,-1,{EC460861-09D1-465D-AA72-816A4472F8A5},UT,66497.4364084252
8,UNK,UNK,UNK,UNK,-1,{33984533-CEEF-4DEA-9646-C0BBA3D6AA42},UT,8334.31778963598
9,UNK,UNK,UNK,UNK,-1,{23ECD5ED-6646-4805-9BFD-139170E74096},UT,6051.25592574355
10,UNK,UNK,UNK,UNK,-1,{A38DFC78-AC18-4C6B-A036-627B342B3E16},UT,6697.43010394531
11,UNK,UNK,UNK,UNK,-1,{4D866D3A-2A5F-487C-B930-A3CD3B0237B6},UT,19356.2845011055
12,UNK,UNK,UNK,UNK,-1,{23E2CFD8-E073-4682-9D1F-3A5FB68A3EBC},UT,3777.53690900917
13,UNK,UNK,UNK,UNK,-1,{6619B77B-7EBB-467E-B658-E8E53BA87458},UT,8915.91598143656
14,UNK,UNK,UNK,UNK,-1,{98CF2EBD-39A6-4914-B0DC-68EFE8BECA92},UT,4465.13180078371
15,UNK,UNK,UNK,UNK,-1,{A78527FE-738C-4FD1-893C-84A769BAB753},UT,3049.95263260102
16,UNK,UNK,UNK,UNK,-1,{BA547C41-5083-4650-8CDC-C711F956FBB3},UT,2810.99843454687
17,UNK,UNK,UNK,UNK,-1,{3A16E3D1-6942-4421-9A63-41A9B42B987B},UT,2947.1776385839
18,UNK,UNK,UNK,UNK,-1,{0396FFF6-D4A7-412D-9D6C-30CD03BE67E9},UT,5521.73783723702
20,UNK,UNK,UNK,UNK,-1,{5730B94E-F68C-4047-A079-C43D7AC5387E},UT,2754.55684569777
21,UNK,UNK,UNK,UNK,-1,{ADB9BAA9-0708-4B03-89E8-E8EFD6CE4F4F},UT,3985.74141914044
22,UNK,UNK,UNK,UNK,-1,{5D999361-FEE8-4D5B-BC86-A394D80176EF},UT,4939.57984316928
23,UNK,UNK,UNK,UNK,-1,{7A80EB0C-E050-443F-835E-9B8FC783CE61},UT,1263.04653539805
24,MAP,MAP,UNK,UNK,-1,{2818BDC0-B1E3-424C-ADB1-D0DF021B0C76},UT,1879.66885524193
25,UNK,UNK,UNK,UNK,-1,{0DB8BEFF-87A6-4C6B-8467-61DC6A27A4D4},UT,1925.55972963507
26,UNK,UNK,UNK,UNK,-1,{8356F461-6582-4BF6-8219-3E625BB65C8A},UT,3977.16176558913
27,UNK,UNK,UNK,UNK,-1,{6FF7D5C2-85BA-43F6-87DF-8C35691500A1},UT,1712.8390768126
28,UNK,UNK,UNK,UNK,-1,{57BC5944-3345-4DAA-936B-5AA0D41C1634},UT,3756.72645855296
29,UNK,UNK,UNK,UNK,-1,{1BA18C0F-736F-4508-8091-F72828D2B6C5},UT,1271.05522390168
30,UNK,UNK,UNK,UNK,-1,{B285D745-7DFD-4FDA-BEDE-A4915003D0D8},UT,2424.2083656172
31,UNK,UNK,UNK,UNK,-1,{5D36BB6F-A643-4C38-9F70-AB20A96BDE76},UT,3845.36822132986
32,UNK,UNK,UNK,UNK,-1,{5FEF02B1-7AD3-40A5-BD8C-6F734E50C805},UT,94.0887251256531
33,UNK,UNK,UNK,UNK,-1,{C83C206F-4578-4902-BFF3-956B2F005F17},UT,2057.62348600692
34,UNK,UNK,UNK,UNK,-1,{DB8C29A3-ECA5-4156-B705-2E850774363E},UT,5262.74451645284
35,UNK,UNK,UNK,UNK,-1,{6E4BB7BC-AF46-4139-9531-BEB59F447FAD},UT,1852.52308788535
36,UNK,UNK,UNK,UNK,-1,{C476D6DC-343E-4C3E-BE35-830D255F8D0D},UT,1248.86244913796
37,MAP,MAP,UNK,UNK,-1,{DC7ACB50-9550-43E9-8214-D656AECD0948},UT,5012.16465890116
38,MAP,MAP,UNK,UNK,-1,{0C2B00F0-10C9-4F6B-B869-74360079480C},UT,27422.0391824849
39,UNK,UNK,UNK,UNK,-1,{DD3B0C9D-8B23-40F4-805C-2F9576D934A1},UT,5575.85941557745
40,UNK,UNK,UNK,UNK,-1,{119BEFA1-E217-4825-BAD4-AA3946376BC9},UT,1130.8207842763
41,MAP,MAP,UNK,UNK,-1,{03EBD61C-7105-43B9-B06C-F5C9E8B08C1F},UT,3634.02441990908
42,MAP,MAP,UNK,UNK,-1,{ACCED2FC-B8BA-4A46-A84E-0DC1E55D535C},UT,2905.10104379066
43,MAP,MAP,UNK,UNK,-1,{3AB7220C-F3FD-4206-B771-82F704FD7BD4},UT,5173.44184875259
44,MAP,MAP,UNK,UNK,-1,{B381AA5A-40AC-482D-AB0C-2E8B8CCF9526},UT,889.872947982282
45,MAP,MAP,UNK,UNK,-1,{4EDC2FCA-83DE-48D0-8BC0-717B37C914DD},UT,4017.21834004453
46,MAP,MAP,UNK,UNK,-1,{185C858B-3B60-4A7F-8FD7-6B2888EA3931},UT,1497.8109733784
47,MAP,MAP,UNK,UNK,-1,{2C1C758A-887A-4415-AC27-6862CFFAB1C2},UT,11170.3562687733
48,MAP,MAP,UNK,UNK,-1,{2AC7D6A0-F94C-4245-866B-3567CE4C2CDD},UT,293.766199570267
49,MAP,MAP,UNK,UNK,-1,{483B80E7-58A4-4BB5-AAB3-9930297EB0D6},UT,160.148409564308
50,MAP,MAP,UNK,UNK,-1,{09DDE762-B473-42C6-B0A1-CC6FC3062D64},UT,1625.75963973181
51,MAP,MAP,UNK,UNK,-1,{179AA74A-63BC-49B8-B1B9-52BA303EA671},UT,318.000702928903
52,MAP,MAP,UNK,UNK,-1,{62D65C89-A568-487D-926F-492D48DF6C5B},UT,2122.59776741028
53,MAP,MAP,UNK,UNK,-1,{9F1E8640-F948-4992-951E-4E7D5E1BD161},UT,19745.3713795732
54,MAP,MAP,UNK,UNK,-1,{0C2A50BA-DDA6-4716-A22F-57EAC7FEC6DD},UT,2741.67432911952
55,MAP,MAP,UNK,UNK,-1,{69151B5D-C2DB-4E21-B5DB-82D1114706B5},UT,859.411143323179
56,MAP,MAP,UNK,UNK,-1,{FBD06EB1-DA63-41CA-BFAB-7A6D36534E0F},UT,20160.7356038073
57,MAP,MAP,UNK,UNK,-1,{98223D1F-B7B6-4C3E-896D-677DAA487005},UT,2884.59202324138
59,MAP,MAP,UNK,UNK,-1,{93181642-B46F-471C-9EF6-B5E9B1C9B416},UT,33.0305085230549
60,MAP,MAP,UNK,UNK,-1,{FFEB7A00-8D21-4301-B799-D424669DE767},UT,17288.8845074078
61,MAP,MAP,UNK,UNK,-1,{E1428E25-E353-4556-8D21-7BAF0BF958E0},UT,3249.36234138543
62,MAP,MAP,UNK,UNK,-1,{7DC53AEE-7F42-47CF-B383-542B79B6870B},UT,25233.0751259072
63,MAP,MAP,UNK,UNK,-1,{DF0D9538-3BF2-4E57-8A03-96FAE4FD1E51},UT,6415.3422036007
64,MAP,MAP,UNK,UNK,-1,{B87DDFB3-B19A-41F6-A059-597A20BD023A},UT,12492.067487233
65,MAP,MAP,UNK,UNK,-1,{979D6A59-6C01-43DA-A5FC-6B44513E243E},UT,8522.57500022419
66,MAP,MAP,UNK,UNK,-1,{A8A8B4C4-BB0A-4CD6-940F-74CD00C01134},UT,12316.8494431191
67,MAP,MAP,UNK,UNK,-1,{700CDCB0-B21D-4B53-9A3F-40CE694160CE},UT,4581.50329881858
68,MAP,MAP,UNK,UNK,-1,{13E4FA85-C7DC-47D1-94E2-DCCA87A99450},UT,8234.13506604995
69,MAP,MAP,UNK,UNK,-1,{3F0ABF16-C890-4D50-BD23-B27C7A9624E3},UT,17921.1893485646
70,MAP,MAP,UNK,UNK,-1,{CA550397-9FFD-4F40-A5F3-806CD22A432E},UT,8018.64552065693
71,MAP,MAP,UNK,UNK,-1,{396382C9-C345-4503-9790-1C6C0AF1A45B},UT,2267.88131587438
72,MAP,MAP,UNK,UNK,-1,{83C46DC6-433C-4D5F-B684-23FCEFEA6FB9},UT,1620.24122676157
73,MAP,MAP,UNK,UNK,-1,{60EA8E86-7867-47B4-A706-BD4DFF8B800D},UT,40955.6452947887
74,MAP,MAP,UNK,UNK,-1,{1B919AEB-FE37-4F34-8BFB-42D27149706B},UT,4868.37754566138
75,MAP,MAP,UNK,UNK,-1,{3514779B-7D87-44AF-92E4-1BC85C6C728D},UT,17071.9363768326
76,MAP,MAP,UNK,UNK,-1,{D074D947-14F3-4195-9B13-10D31E9C14D2},UT,1600.34319908466
77,MAP,MAP,UNK,UNK,-1,{2F82F060-256F-4AA3-B584-A1BC070344EB},UT,6453.30101301263
78,MAP,MAP,UNK,UNK,-1,{E4636E81-1D11-4B0A-A620-D001E6D0C799},UT,33070.9030294973
79,MAP,MAP,UNK,UNK,-1,{B145CB1B-0318-4F69-B0E0-8EE2A8D3DCF7},UT,11298.7607462142
80,MAP,MAP,UNK,UNK,-1,{51D03CDB-FFFC-42A9-893A-75622D64D43C},UT,1611.70717055906
81,MAP,MAP,UNK,UNK,-1,{246354F6-EE27-4CC3-A928-D2111215384E},UT,13565.1165022155
82,MAP,MAP,UNK,UNK,-1,{518B004C-D40B-4661-A042-2C71ED19028A},UT,24698.2889921956
83,MAP,MAP,UNK,UNK,-1,{61C4757A-1F06-41A2-89DC-10D0850059B0},UT,2851.00382319394
84,MAP,MAP,UNK,UNK,-1,{5265B899-7036-4401-A55B-DB8484B62439},UT,19965.6959460458
85,MAP,MAP,UNK,UNK,-1,{C58A3F1A-9430-4133-965B-122ED659F7ED},UT,0.960168735119291
86,MAP,MAP,UNK,UNK,-1,{FCB2FC49-3D05-4E5F-9392-EBB2329FCC4D},UT,6871.1543889219
87,MAP,MAP,UNK,UNK,-1,{BB9FA38A-5FDA-4705-81D9-03AAB24DE6D7},UT,12833.5461757647
88,MAP,MAP,UNK,UNK,-1,{828625BE-DD51-4E7C-8E5B-DC16508F3401},UT,13904.4099610389
89,MAP,MAP,UNK,UNK,-1,{12C5A7DC-5575-4F6B-ACB3-1E25EC62DFB1},UT,2670.17326626455
90,MAP,MAP,UNK,UNK,-1,{D20296B7-7554-4D2D-9772-05BBC050FCAF},UT,31457.5047329433
91,MAP,MAP,UNK,UNK,-1,{DA57BFB8-2E07-4BED-8AC2-C36AB6E464D0},UT,3012.89942334868
92,MAP,MAP,UNK,UNK,-1,{1923CDCB-CDEE-4A86-8965-7A4D9030ADCF},UT,4865.04945740627
93,MAP,MAP,UNK,UNK,-1,{503C60D1-F6A7-45B7-BAF1-F9F543FB36FC},UT,2099.36946420267
94,MAP,MAP,UNK,UNK,-1,{05CFF181-87DB-4FF1-BC2D-7E024BA558C8},UT,23456.5721604486
95,MAP,MAP,UNK,UNK,-1,{A6EAA57E-54E2-4CAD-8728-8DE4DB23601C},UT,3128.24787565979
96,MAP,MAP,UNK,UNK,-1,{2BC1CCB2-CA63-4058-9CFC-75B9B5D937E3},UT,1259.67315475172
97,MAP,MAP,UNK,UNK,-1,{F5DC6262-74DC-46CF-A3F0-6271F4091D9A},UT,2840.34493337844
98,MAP,MAP,UNK,UNK,-1,{F87495FE-994B-46A3-A24A-2716C72C71B3},UT,3552.57789738048
99,MAP,MAP,UNK,UNK,-1,{4566F62D-C461-45FE-8E17-49B224A8FD07},UT,10154.1461918927
100,MAP,MAP,UNK,UNK,-1,{41A3037F-7179-425D-9CC4-5BA1585C2880},UT,35695.815713258
101,MAP,MAP,UNK,UNK,-1,{51FB73F2-11EF-474A-9D07-01A1ACE49870},UT,1908.82316710364
102,MAP,MAP,UNK,UNK,-1,{EA953D01-C1FA-4824-B026-EAA0F56D42A1},UT,3125.26537115308
103,MAP,MAP,UNK,UNK,-1,{943FF8CA-E010-4C37-B552-56A1C072CC2A},UT,14151.137837072
104,MAP,MAP,UNK,UNK,-1,{02AE76EE-708D-479B-B1F3-A6862684B4E6},UT,4920.02665987703
105,MAP,MAP,UNK,UNK,-1,{81B2CD7C-62ED-4AA3-A607-FA5A8B653AD8},UT,5286.40755981462
106,MAP,MAP,UNK,UNK,-1,{500FB7CD-A6F6-4C1C-AEAA-3F9CA86B9605},UT,6658.94640761647
107,MAP,MAP,UNK,UNK,-1,{9908FE52-24BB-4045-AB84-02F307CF9D62},UT,11354.2464475598
108,MAP,MAP,UNK,UNK,-1,{1C875A0C-FBFE-41B4-A3B3-3A32C9E7959C},UT,17447.348282868
109,MAP,MAP,UNK,UNK,-1,{7EE2F28D-3140-4B34-8BBF-FD4B265903CE},UT,6450.44734760749
110,MAP,MAP,UNK,UNK,-1,{37C0C71E-E0D3-4010-9F03-EA394CEB2246},UT,1120.7682897529
111,MAP,MAP,UNK,UNK,-1,{F08A88CA-51A1-44EF-BEF6-3AA93C8AAC2B},UT,4391.74640071365
112,MAP,MAP,UNK,UNK,-1,{E0672DD4-B59F-4F15-9B96-2DE5D342AD5E},UT,2681.5185761541
113,MAP,MAP,UNK,UNK,-1,{11FD716C-967A-45CC-9639-D02097568544},UT,13513.8942874708
114,MAP,MAP,UNK,UNK,-1,{7F90A249-F7FB-4690-9BC7-56CF7B5881F7},UT,1102.56458741387
115,MAP,MAP,UNK,UNK,-1,{71F98CB1-80C8-4D48-94B5-10947A49BC81},UT,5314.40917447668
116,MAP,MAP,UNK,UNK,-1,{2CD52EC0-5B30-467A-BEAA-1E4FED1E3695},UT,7215.29390795757
117,MAP,MAP,UNK,UNK,-1,{0C9FF00E-9F39-4F8C-B1F8-5B5F64B667D0},UT,9425.56765180162
118,MAP,MAP,UNK,UNK,-1,{E836D427-9EC0-4358-8292-A7CA77BE1665},UT,6632.31755554123
119,MAP,MAP,UNK,UNK,-1,{529EA7C9-3102-4E45-8BC8-E07FD50F8AFB},UT,638.032871129909
120,MAP,MAP,UNK,UNK,-1,{A984E354-867A-4334-9974-C5B2C4230E7B},UT,17912.9806413774
121,MAP,MAP,UNK,UNK,-1,{7D506432-D07C-4C82-9AF7-999855A1F19F},UT,5033.34558777868
122,MAP,MAP,UNK,UNK,-1,{026A8927-D414-40FB-999F-1B165AC70153},UT,5694.57371387894
123,MAP,MAP,UNK,UNK,-1,{44463C4B-75F2-4F83-9DCA-99C1E1D3BC14},UT,13116.0642906025
124,MAP,MAP,UNK,UNK,-1,{BA43457C-5077-4DC9-8EE8-32EC9E708ECE},UT,16170.9256307146
125,MAP,MAP,UNK,UNK,-1,{67B479FE-E5BB-4CC0-96BE-32944DF1FA19},UT,13296.2544901549
126,MAP,MAP,UNK,UNK,-1,{67D83EC2-AB7E-4B88-AFAD-C6E28ACBA333},UT,2974.07679444116
127,MAP,MAP,UNK,UNK,-1,{D8CD5892-20A6-45BA-8B0C-E35228F284A7},UT,5508.7504640673
128,MAP,MAP,UNK,UNK,-1,{A5F192F6-C08D-415C-A8B8-950C49754C48},UT,9298.87641533742
129,MAP,MAP,UNK,UNK,-1,{8542822F-39D3-4DCD-9E6C-8F6ED0BE2915},UT,9502.10770823262
130,MAP,MAP,UNK,UNK,-1,{4AAE9AB1-ADF3-4547-8285-D8032777F2F1},UT,2832.57601391627
131,MAP,MAP,UNK,UNK,-1,{E1786507-242B-4D72-A59E-48D8D2C284A7},UT,6046.2399958922
132,MAP,MAP,UNK,UNK,-1,{DE0353B7-6878-47DD-8C4A-760D70532C62},UT,11114.8815422859
133,MAP,MAP,UNK,UNK,-1,{02121BE3-3DFF-4A58-9EE3-8EF594CBBE26},UT,1214.91807338538
134,MAP,MAP,UNK,UNK,-1,{59119A64-8D7C-4F41-BCF9-3A50E13FED15},UT,5352.20141686424
135,MAP,MAP,UNK,UNK,-1,{F0C029E6-A8E1-4A97-9C03-F2EBE8CF2173},UT,1907.78302231005
136,MAP,MAP,UNK,UNK,-1,{AD62B0B4-A2D7-4F7E-B2B4-4FDA0E6793C9},UT,8213.24194632673
137,MAP,MAP,UNK,UNK,-1,{551C9A33-C4DE-4A71-B469-11522EC1EDA1},UT,10240.2008892353
138,MAP,MAP,UNK,UNK,-1,{61FDCC42-FD81-4065-961F-C728B0CCE5B7},UT,8448.40100063401
139,MAP,MAP,UNK,UNK,-1,{869F9965-C511-4482-8EC3-8EA4231820DC},UT,1925.56527598972
140,MAP,MAP,UNK,UNK,-1,{D4A9058F-E24A-40AF-AC42-5B8F13F8A37B},UT,4938.97140535693
141,MAP,MAP,UNK,UNK,-1,{432A0A8F-92FB-4772-8727-7001ECB0A306},UT,37370.6058919126
142,MAP,MAP,UNK,UNK,-1,{1BFA1546-4814-41C9-9373-A1CDE4B5D074},UT,21004.4563561523
143,MAP,MAP,UNK,UNK,-1,{6BB7EE92-D395-4BC1-9527-C99D73504837},UT,10683.0102608881
144,MAP,MAP,UNK,UNK,-1,{A0ED55CD-BFEA-460B-8181-67F5DF3460B3},UT,1356.78705491381
145,MAP,MAP,UNK,UNK,-1,{BEC78E7F-8BC1-47E5-A206-EFBAC198C7AA},UT,16334.7447968795
146,MAP,MAP,UNK,UNK,-1,{62AD3C02-1C4A-41FE-91A0-5E254B673CB2},UT,2473.18904110036
147,MAP,MAP,UNK,UNK,-1,{0EC0E7B5-8A59-40CD-98F6-0503B1A17CBA},UT,14535.598205587
148,MAP,MAP,UNK,UNK,-1,{84D02BC8-D542-4136-875C-771861B85769},UT,1653.87292530335
149,MAP,MAP,UNK,UNK,-1,{EA1AC8C4-008E-4908-B4E9-A6CB7041DE9F},UT,12348.6486050126
150,MAP,MAP,UNK,UNK,-1,{C6C6D7CB-A549-4CC5-9C74-1E2CBB88736E},UT,13733.5634957669
151,MAP,MAP,UNK,UNK,-1,{ACE48612-CC10-4E4F-8E11-95F47256635A},UT,1700.02898047026
152,MAP,MAP,UNK,UNK,-1,{F4004BC9-DDD1-40DE-9569-C76017A95D92},UT,5220.00080928029
153,MAP,MAP,UNK,UNK,-1,{4686B6B0-7FDF-43BF-8CFD-D898D0FBF1BC},UT,5754.59704566576
154,MAP,MAP,UNK,UNK,-1,{A83DBEB1-75F8-4830-96E7-36575A08469E},UT,34.9546062771855
155,MAP,MAP,UNK,UNK,-1,{7B645EEF-71FE-4B56-AAF4-7E2546184A8F},UT,17056.168720512
156,MAP,MAP,UNK,UNK,-1,{FC2D13A5-1628-4276-B4B5-570DB081D15B},UT,8030.51753908777
157,MAP,MAP,UNK,UNK,-1,{C27DAD37-B844-4516-8FEA-15FAC704FE71},UT,10121.6799176736
158,MAP,MAP,UNK,UNK,-1,{ED3B994B-36E9-4942-B17C-AA262319DE08},UT,5214.0549248845
159,MAP,MAP,UNK,UNK,-1,{40FDC88F-9663-4C31-976E-B52FD55BEEA4},UT,3647.12528457212
160,MAP,MAP,UNK,UNK,-1,{664F1196-4780-47C4-AA09-F35161F622EE},UT,10138.5522526625
161,MAP,MAP,UNK,UNK,-1,{F8CB6876-24C8-4F0F-A36F-315A53BB57ED},UT,1701.26390598304
162,MAP,MAP,UNK,UNK,-1,{74894B24-F9FA-40ED-AD49-7425AE2BEEA1},UT,5208.439240923
163,MAP,MAP,UNK,UNK,-1,{6E2CE713-ED6B-4FCE-AE4B-00CF4C96B903},UT,6573.19620097747
164,MAP,MAP,UNK,UNK,-1,{68A5E2AB-E825-4077-9729-1BFA540536EB},UT,2349.98391514968
165,MAP,MAP,UNK,UNK,-1,{3FC27FD0-5DB7-45EE-9ADF-4455B44A078D},UT,1561.87452694098
166,MAP,MAP,UNK,UNK,-1,{DF431DCB-9D81-4AF4-A676-F6005F2AF273},UT,20442.2172343997
167,MAP,MAP,UNK,UNK,-1,{CF407C16-042B-4393-96B2-54242FBE1B25},UT,1151.71970389647
168,MAP,MAP,UNK,UNK,-1,{8909FCC2-E56D-4C60-BF5E-9C2ACE662473},UT,2155.40376142647
169,MAP,MAP,UNK,UNK,-1,{F5C16DCC-E113-41E8-A874-00C362B91856},UT,25771.022000142
170,MAP,MAP,UNK,UNK,-1,{068D4114-B470-4930-BA97-60F86AF58D8D},UT,10629.9188154908
171,UNK,UNK,UNK,UNK,-1,{33EB65EA-1F16-45E9-8C4A-89E59FFED188},UT,9293.24555768622
172,MAP,MAP,UNK,UNK,-1,{6B7D1E06-5EF6-4814-A876-A08F6A7CEED3},UT,15293.5669904197
173,MAP,MAP,UNK,UNK,-1,{14DEE7BE-D13C-462F-9E37-A6AB78F1AC20},UT,3611.41505015703
174,MAP,MAP,UNK,UNK,-1,{39C2A129-DFC5-4EC4-9CA2-BD6E4335E69C},UT,16926.8038820694
175,MAP,MAP,UNK,UNK,-1,{CC8C039C-F6AC-4B77-8B51-3A1DB4B19D69},UT,3551.94534829716
176,MAP,MAP,UNK,UNK,-1,{7DD87B1B-9C3F-4381-B8D7-967DAEACDCBC},UT,13535.4591991055
177,MAP,MAP,UNK,UNK,-1,{BE1EBD35-C9A6-4DB1-8536-4A8526C773FD},UT,13352.7871899465
178,MAP,MAP,UNK,UNK,-1,{F8BD102E-B657-4FBE-A522-0C44FA29E1FC},UT,8817.78084771684
179,MAP,MAP,UNK,UNK,-1,{9BFE75F0-5048-46B6-83D3-8C234FED522A},UT,10713.110107581
180,MAP,MAP,UNK,UNK,-1,{E7AB82C6-EF06-475B-A1B5-90E328963CC1},UT,3192.24155406593
181,MAP,MAP,UNK,UNK,-1,{C8404BF8-8C6E-4CEF-9581-9C36B81C2DE0},UT,8355.68160898573
182,MAP,MAP,UNK,UNK,-1,{35BE1C53-3417-40A9-BE0C-B97FBD50AEAC},UT,4008.75454399215
183,MAP,MAP,UNK,UNK,-1,{EBE0DE0A-BD31-430A-B75B-F0F2127ADEA6},UT,4836.12620751655
184,MAP,MAP,UNK,UNK,-1,{6E4DD540-E2FC-41FF-B134-D7471FA511A2},UT,11356.5060371322
185,MAP,MAP,UNK,UNK,-1,{D3FB2F90-E522-4378-B0B1-B323143DE3CE},UT,2803.22253463097
186,MAP,MAP,UNK,UNK,-1,{F5EBBD8B-9954-41F8-A626-166AC1CE7562},UT,16404.0264972729
187,MAP,MAP,UNK,UNK,-1,{6DC35C27-E9D7-43F8-99A0-7CAEA0A53B97},UT,11430.8268521758
188,MAP,MAP,UNK,UNK,-1,{F382E78A-59D7-4DF0-8C7A-22A5F07B044D},UT,8583.00981483992
189,MAP,MAP,UNK,UNK,-1,{40282EAB-A3DA-4C8E-A60D-A5C51F8CC857},UT,22824.4406051006
190,MAP,MAP,UNK,UNK,-1,{ABD2A943-141B-4D02-93C2-D3CF3139A0FF},UT,4892.7921040946
191,MAP,MAP,UNK,UNK,-1,{613D58BC-7BE5-4D6B-AFB7-3EDD0580A408},UT,18019.1977305271
192,MAP,MAP,UNK,UNK,-1,{F5FAB157-B87A-463F-B91C-F4359BACF4F7},UT,5007.2182491132
193,MAP,MAP,UNK,UNK,-1,{DE0A5AA2-4466-4708-BE5B-D66FE63F1699},UT,25238.0151009264
194,MAP,MAP,UNK,UNK,-1,{51145DDC-3EF4-48D2-B8D0-A4782B2C342D},UT,25.0857989363275
196,MAP,MAP,UNK,UNK,-1,{2969BEDC-6F98-46D1-B98E-94575B7559EF},UT,60.9376274320248
197,MAP,MAP,UNK,UNK,-1,{D053EDDC-A3D5-4E2E-98E5-404B0713AFEC},UT,7815.2761447763
198,MAP,MAP,UNK,UNK,-1,{2520AC90-9D1F-4889-970A-7C8810A20C6B},UT,16004.6973149518
199,MAP,MAP,UNK,UNK,-1,{CF4DBB1B-C6B8-4FB4-B14F-E1EA07614EC6},UT,652.642196186149
200,MAP,MAP,UNK,UNK,-1,{CE6B2B78-2397-4824-B971-23F898040186},UT,6869.3529171489
201,MAP,MAP,UNK,UNK,-1,{0E5BDC6C-37CD-4F9F-AB09-9F3EBE0D9ECF},UT,22616.6636556971
202,MAP,MAP,UNK,UNK,-1,{8A649CB7-7BC7-4CD4-996F-5EF2C8AF9F29},UT,8419.71320580646
203,MAP,MAP,UNK,UNK,-1,{D797C783-807D-4E43-8609-3F49F0C3859C},UT,13519.7669073582
204,MAP,MAP,UNK,UNK,-1,{036D2175-3CB0-457F-9608-BE7851AE11D4},UT,8606.74946747385
205,MAP,MAP,UNK,UNK,-1,{C34213AF-5D69-4B1A-9009-007133A64822},UT,3243.64849065331
206,MAP,MAP,UNK,UNK,-1,{5144AE99-5A8C-42D7-A0BD-38332CD2D664},UT,8972.05140308699
207,MAP,MAP,UNK,UNK,-1,{099586F0-1C8F-4145-80D7-1B03393BD614},UT,5954.18869247088
208,MAP,MAP,UNK,UNK,-1,{7A69C70D-13C8-4DD3-9720-52BEEC6FF43C},UT,13581.2561511261
209,MAP,MAP,UNK,UNK,-1,{3DB2EC00-B3DC-4C96-B0FD-8A7F2DD2B55A},UT,5165.60753403065
210,MAP,MAP,UNK,UNK,-1,{0EB53275-FB08-4028-A02B-2DDC7411418E},UT,7935.07448220443
211,MAP,MAP,UNK,UNK,-1,{04DFF368-EC4C-4A9B-9F87-1C9E546778C0},UT,5314.96374166052
212,MAP,MAP,UNK,UNK,-1,{8F27F103-90E6-46AC-9963-29FE2349C3C1},UT,10786.9524064848
213,MAP,MAP,UNK,UNK,-1,{ECEB7684-C82F-4D69-A88B-81F330AC6216},UT,7478.63241445445
214,MAP,MAP,UNK,UNK,-1,{E15DF951-6BC3-422F-A029-B01C57C9802B},UT,7795.89529153279
215,MAP,MAP,UNK,UNK,-1,{0E4CC436-49D3-4513-A6E2-24C09E68FA37},UT,20223.4336094105
216,MAP,MAP,UNK,UNK,-1,{B6C58AC8-46B2-4580-ACE2-18C652FA270A},UT,823.418350024969
217,MAP,MAP,UNK,UNK,-1,{131B9E55-F552-4161-9DC7-CF86730A1574},UT,11287.3371623879
218,MAP,MAP,UNK,UNK,-1,{8F5B76FE-A241-4249-BA68-19764C127231},UT,2684.1258201639
219,MAP,MAP,UNK,UNK,-1,{591958EA-7111-4821-9185-0E68FF976B26},UT,1439.09028122121
220,MAP,MAP,UNK,UNK,-1,{2A1FD804-1869-4B3C-8394-FCB1CCC765E3},UT,12877.5226774815
221,MAP,MAP,UNK,UNK,-1,{4668A06F-3973-4E43-A5A3-6E2CFBFC913C},UT,6952.07235054804
222,MAP,MAP,UNK,UNK,-1,{E42197E9-AC79-495A-BD1E-2A99BF161145},UT,22708.9966361083
223,MAP,MAP,UNK,UNK,-1,{7DB33974-7E10-4C09-B823-C611B9EE1AC3},UT,3808.12436229871
224,MAP,MAP,UNK,UNK,-1,{34F5B046-B4AA-40AD-AB5F-92C405D4E767},UT,5582.56135648428
225,MAP,MAP,UNK,UNK,-1,{9DFF779A-96A1-40C5-ABFA-D6D04A581548},UT,16690.3508085428
226,MAP,MAP,UNK,UNK,-1,{8BE69C25-5B11-413A-8773-D1A16FCAE796},UT,5593.47681441455
227,MAP,MAP,UNK,UNK,-1,{94E802A8-9E2B-4E11-AFC1-02E5A5C25520},UT,1311.7326530125
228,MAP,MAP,UNK,UNK,-1,{E5C8A831-DE54-49D6-8AAB-FD72E5A6A4F2},UT,841.078862718078
229,MAP,MAP,UNK,UNK,-1,{BE919C2E-AB62-4E96-9A24-1A2AA87A973D},UT,9847.8609404793
230,MAP,MAP,UNK,UNK,-1,{8F8D4DB0-15DE-40D4-945E-1A34786A3F3B},UT,19316.9457038825
231,MAP,MAP,UNK,UNK,-1,{C38968BA-830D-4B24-814F-DFCC5B037482},UT,5411.1768634537
