X,Y,OBJECTID,FEATURE_TYPE,GlobalID
444606.5540625,233770.25828125,274,Quarry,{2C9CB436-EDF3-4505-8CE7-65D238029A9E}
444380.90265625,233518.7125,275,Quarry,{E3242F1D-E203-4D84-A5B0-F03F255E1BA2}
447680.5915625,237524.94921875,276,Quarry,{FF7E26C2-81BB-44DC-A182-8D0B2824E27C}
453288.583125,237373.281874999,277,Quarry,{7384AF89-7858-42BD-8A25-E463C272A5CA}
457871.895625,236836.897500001,278,Quarry,{4698FC07-26E6-4D85-BADC-C9E00E0F23D8}
455815.13875,238401.6603125,279,Quarry,{F01BF0B4-C93A-496B-A20E-E39C4EDBBE75}
455249.16078125,238098.325625001,280,Quarry,{32F42935-51E0-4ECC-BDA6-B7558DB4B570}
455023.509375,238675.401406251,281,Quarry,{1D4D4235-F58C-47A3-9D3E-EE601809709F}
443866.7134375,239393.04671875,282,Quarry,{48786C93-603E-481F-9856-EAE9981ECBFB}
443737.24125,238664.303750001,283,Quarry,{2DE1DD56-F8A4-4525-BAE7-CD824CBFC88C}
459488.44734375,239515.120468751,284,Quarry,{0D96D6F3-F415-42EA-A5DE-7DCAAD384B36}
456266.4415625,243661.926875001,285,Quarry,{50D1EB01-8029-44A3-90DA-E8E45C3DA456}
455208.46953125,244353.67796875,286,Quarry,{2031D74D-E838-45BB-919B-06F090CB8E60}
459902.758125,247853.123749999,287,Quarry,{865932C8-4A6B-4BA4-B55A-39FB590BDC19}
459932.35171875,247660.7653125,288,Quarry,{29354EA5-EB5F-44BF-8BB8-858D88F3C080}
460032.23015625,247327.837031251,289,Quarry,{A0CAAB1E-CEBB-4883-B903-835CD01B5ED7}
460032.23015625,247076.29125,290,Quarry,{21E5A480-9460-41EF-A4B3-D6A697D534EA}
459921.2540625,246717.4684375,291,Quarry,{E633D32C-4B1D-475C-997D-9AC73CB66742}
444739.7253125,247335.235468751,292,Quarry,{7D8A70FD-501B-4CA5-81BA-736AE391787B}
451531.461875,248781.623749999,293,Quarry,{6A971C62-7B0E-42AE-9B95-4A2CFC7D7C64}
459649.56390625,240334.344843751,294,Quarry,{E850CBBD-A463-49E1-A142-FBE1E260CF73}
454917.43953125,230664.97484375,295,Quarry,{FEAE2DF8-E4C2-4391-B9D5-E8BFC2D0B9E1}
466704.90328125,83033.9826562498,296,Quarry,{FF5A558A-EA28-4495-A7EC-04D6E2CE80D9}
466899.33234375,82971.7654687501,297,Quarry,{2457E600-10F5-4759-B9EF-141BCD8A164F}
467340.68609375,82864.8293750007,298,Quarry,{D0F253B1-1A84-4563-BC6F-2C38CFFA350A}
468637.52765625,82652.9018750004,299,Quarry,{785A4CB3-44DA-4B1B-8926-43084619FBB8}
469108.045625,82816.2221875004,300,Quarry,{F19EC9B1-A4D8-4365-95A0-5EA69AE158AC}
469489.1265625,82339.87109375,301,Quarry,{9D127321-5AFA-4A25-8F4C-77733D753C86}
470023.80625,81875.1857812498,302,Quarry,{15ECDE9B-2DDA-49F1-9F1C-102E0D648462}
469607.72828125,80928.3165624999,303,Quarry,{52BD54B3-EA9C-4DB9-A179-71BB1B238C42}
465069.00140625,71332.0590624996,304,Quarry,{B1E72798-259F-4511-B90E-EBEF6CC42834}
465112.74796875,71612.0368750002,305,Quarry,{6230AD19-C4AC-4D06-A586-FBC92EB999CF}
473339.9715625,78526.4898437504,306,Quarry,{5D559A8F-57BE-4A78-9E40-29E3ED6CCBE6}
476041.6075,80430.4509375002,307,Quarry,{6D3C87AA-50C4-4728-9E78-1ACF465CEE17}
475719.34140625,80539.8171874993,308,Quarry,{28377FCA-6939-4A40-AAD6-908331FC5F5F}
475987.76765625,82344.2715624999,309,Quarry,{076288C1-7114-422F-A7F8-24BFF5BA37A3}
476262.27703125,82570.6598437503,310,Quarry,{257A029C-9332-420D-A62D-FE8E17BC3A24}
476195.56375,82939.2243750002,311,Quarry,{A5AAC65B-FFC3-4601-8E23-479B51E313A3}
475340.296875,76075.6307812501,312,Quarry,{C1B4F8BD-7C4F-47DE-BB59-216ACBBA8729}
460176.63796875,62432.2121875007,313,Quarry,{6E330F2E-7975-40A8-858C-DBEC63754DE5}
467460.98125,61870.1787500009,314,Quarry,{89C959E7-E2A4-492F-A396-49FE7ECD6DEE}
469420.169375,67914.8548437506,315,Quarry,{6E9E35E9-FBC9-4CAC-9463-89462130B378}
469112.85015625,71041.5284375008,316,Quarry,{07B99212-ABB3-4DAD-B071-50DCDA50ED0A}
470222.918125,66425.1762499996,317,Quarry,{D5F81AA0-55A4-4703-BFB0-997D7AD003C2}
470320.25421875,63437.2887500003,318,Quarry,{DC21D843-0DBC-4E78-AE2B-CEBB390C45DC}
471588.5753125,59371.2679687496,319,Quarry,{8A97E092-BCBD-4A2D-8848-8386A40D6593}
471881.67703125,71633.6376562491,320,Quarry,{44F1FA1A-6216-4805-BC56-20F931F2CF5D}
472581.62140625,71783.0320312493,321,Quarry,{EB28853E-203A-4FFD-8BF7-7C704E1CB121}
474177.2759375,65593.8829687499,322,Quarry,{9CC4C6FE-2230-49DD-803F-B2C2930FCFC7}
476287.71765625,62485.9110937491,323,Quarry,{6934F4D1-27B0-4E20-A71C-D3AF85432B3C}
476082.1090625,62368.8890624996,324,Quarry,{4A26C9A2-0B0E-412A-BA1F-D77555C91222}
475874.31296875,73208.4031249993,325,Quarry,{5D566A9F-B357-44AD-8EAF-8FCE6064C01C}
501301.4984375,54956.3335937504,326,Quarry,{96120448-8395-46F3-A0B5-95CDA78EDD69}
502039.46484375,54593.2699999996,327,Quarry,{52A4D7F7-C9AC-4C01-951F-E6BF50F2B4AC}
438264.79625,49075.3885937501,328,Quarry,{4ED1F857-2C05-4F43-B22D-A044262F9A3C}
438213.070625,46430.6387499999,329,Quarry,{F0969474-EC6B-4CED-BA03-2255DBB50D3A}
438705.5878125,46331.6854687501,330,Quarry,{76048A8A-8125-4F90-84C7-9237B40B2D8C}
438446.96015625,46192.2514062505,331,Quarry,{5ADAE693-5F70-4CEF-981B-41E7E77B0DFC}
438750.5665625,45798.6873437501,332,Quarry,{DB15C73C-6897-424C-AA28-47315241CCA6}
437992.67484375,46223.7365624998,333,Quarry,{F9F9849C-534D-48F7-8856-039A16BBCB54}
473666.16125,27777.7915624995,334,Quarry,{3843A5C2-56E2-4EEA-B325-8C2B19013BD8}
439245.37375,100279.329531251,335,Quarry,{A0101218-583C-426F-839A-2A72264A4772}
447802.6075,65187.8654687498,336,Quarry,{D2483C4E-08FC-49EE-9445-A21F585EE9F6}
445457.2996875,63955.6648437493,337,Quarry,{4BD84209-CD63-49A7-B721-65EC0F962E1B}
445285.54796875,63596.5476562493,338,Quarry,{51D1C2D1-9156-4F63-8330-A0FA10BD1C9F}
446011.58953125,63424.7957812492,339,Quarry,{AAF6851E-D8AC-49A2-AC48-990859ED0D52}
446456.58265625,62519.1956249997,340,Quarry,{E4048FFF-7432-4AAF-A1F9-D872D8AAA1DA}
446581.493125,62714.3679687493,341,Quarry,{F5A1F67A-A41A-4158-90EB-F6DB82366D61}
441008.02625,74895.7973437496,342,Quarry,{6F9E4163-7962-4613-88E1-624F990F99D3}
445428.56375,74493.2126562502,343,Quarry,{13DFFCEF-803E-41EB-90A1-D5A82BB1D1A7}
445594.33390625,74714.2395312507,344,Quarry,{BF3C0759-13F0-4F92-B3AC-A792F264E10B}
445460.1390625,74872.1159374993,345,Quarry,{3EB5EE4F-2A93-475A-8AA1-59A6EF60804B}
439579.2453125,74160.8829687499,346,Quarry,{B69E69F0-C91C-460D-BC7C-349CEEBC5513}
443352.48984375,69914.0093750004,347,Quarry,{E87672E9-2F6E-4414-8DDF-01703800BA04}
442776.24125,70008.7351562493,348,Quarry,{A8E8AB54-289A-424C-870F-CF07B2164EEC}
443857.69421875,65469.7903125007,349,Quarry,{AD882475-1D41-4814-B5C5-5A64BC356C8A}
442002.6471875,67530.0765624996,350,Quarry,{3B7F4F34-42B7-4489-8C38-4BEDDB645101}
446462.65375,61648.3934374992,351,Quarry,{E77FF52E-D4A4-4833-A468-6423AF53791A}
446194.2640625,61119.5076562501,352,Quarry,{C1D065BB-443C-45EF-8C57-2BC32E9BDBE9}
444465.518125,57638.3343749996,353,Quarry,{DBA5A614-B5E2-41E5-B884-9DEA65331B99}
444094.50875,57310.7409374993,354,Quarry,{B2D231C1-59D1-48E7-AF69-97B98E91B23A}
444359.84375,58368.8823437504,355,Quarry,{1B158878-A144-4013-99C1-C4A7CBE45685}
451555.9584375,83132.6573437508,356,Quarry,{B3FF97EC-D116-492B-92B0-94EFE1130B9E}
452601.56953125,72038.2889062501,357,Quarry,{0C40402E-E6C1-4228-930B-3AC5AFFFC7EA}
451893.71828125,69199.1895312499,358,Quarry,{10E91F09-98A3-41BB-9F38-74995B1F4B5B}
450870.4115625,70330.2129687499,359,Quarry,{54DDAF16-A902-4AA9-8B7C-2F926B5949C4}
451347.44171875,68936.8229687493,360,Quarry,{8A6B6DE7-2189-48F6-968B-0DA2D0A07298}
450800.00453125,68056.2209374998,361,Quarry,{8F231243-C44B-4E65-BFE3-4132606856DB}
450142.81640625,68203.9982812498,362,Quarry,{A8899AB2-B2C5-4DFD-8F8E-C9F05198E8FF}
449852.4775,67908.8737499993,363,Quarry,{6019E41A-2EBE-4CB9-B7E5-291C4639D51F}
448162.110625,67535.7389062494,364,Quarry,{EA25390F-49E3-47A7-AA0D-6C8016B3914A}
448392.931875,67474.1865625009,365,Quarry,{D2F8CC78-DD61-4123-B8D2-222C86B0D264}
448731.469375,68005.0751562491,366,Quarry,{D4BDCA9B-48E1-4C10-BB7D-C66A90F00047}
447592.75203125,68320.5306250006,367,Quarry,{41603B40-40CA-42A0-AB47-0699BB24DB4D}
447985.1478125,60578.7912499998,368,Quarry,{0E2E9F08-A63C-4931-AF50-3E3F4BBBC8D0}
458298.2340625,81343.4565625004,369,Quarry,{BDE8B84B-ECCE-43A1-969E-F321B1CAD27D}
458044.3309375,80727.93359375,370,Quarry,{29C5B24B-9078-4E72-AFD5-B0D8CB0AA592}
458882.9809375,81782.0165624991,371,Quarry,{EBCCD0A4-58D1-4BE3-8C03-4BE880B87956}
458067.41296875,78263.5337499995,372,Quarry,{D404888B-69FD-4FDD-B973-22974B38A9DA}
457551.91265625,77871.1379687507,373,Quarry,{FF5A4259-66BA-45F0-B93C-F237A7C4C51B}
458298.2340625,77886.5259374995,374,Quarry,{471E4EBC-C7BC-4F52-8FD4-BF7533FF814B}
458098.18921875,76909.3832812496,375,Quarry,{888B2E33-FB50-4ABB-B6D6-66A8DE67128E}
457251.84515625,76455.4351562504,376,Quarry,{B0C72E63-D570-4DC8-A271-CDDC1DAD401A}
457721.18140625,76163.0618750006,377,Quarry,{7131148C-F0C9-455F-9CB0-A2E9E0479E7D}
457413.42,75809.1360937506,378,Quarry,{D6FFBDAA-788A-4396-963F-450728E91978}
457200.28203125,75523.2946875002,379,Quarry,{AF5FAC24-4B98-41F1-A87C-FC9C8F9DF289}
457182.9978125,75168.9689062499,380,Quarry,{20C279FF-3091-4298-8949-CDC1F81736FF}
457070.650625,75246.7478125002,381,Quarry,{E31D3B9B-6970-436D-8C38-0D0B8E7B5126}
456995.7525,75370.6176562496,382,Quarry,{BF7B9066-BCB6-45DF-B8EB-D28F920726AA}
456474.34625,74630.2784375008,383,Quarry,{4FA2A509-0B02-4961-9631-1DB492249E25}
454205.006875,74947.4040625002,384,Quarry,{866A63AD-6F0C-483B-92F2-BF53FA28A548}
457028.718125,76209.2259375006,385,Quarry,{4EA7E6EB-CD0D-463F-A6C7-B615384F9B59}
455935.6559375,75330.2879687492,386,Quarry,{00903333-9FD7-4A77-8500-B83B36010823}
454458.91,75209.0012500007,387,Quarry,{9DC0F3D8-451D-4B6F-8D7E-8F6B2ADA4C6B}
454682.03703125,76901.6893750001,388,Quarry,{37B30632-C45D-4CE8-A8CB-78808F19AFB8}
454657.8865625,77076.5151562504,389,Quarry,{A3DE2609-A1C7-47C4-B9EF-690C24C2AF39}
454864.2896875,77388.1868750006,390,Quarry,{E845B861-9066-408A-BFF6-BAF8E4ACD952}
454902.27875,77556.6743749995,391,Quarry,{90B7429E-C1FF-4E18-873C-4AEF5953D9FF}
453758.75265625,79094.4896875005,392,Quarry,{EB9E1371-8418-4657-AAD6-3885AE85C120}
455218.4821875,77990.1818749998,393,Quarry,{D651559F-5426-462A-A148-313562D1D8A4}
455420.66453125,78548.2131249998,394,Quarry,{C48F4CA7-D71C-4235-9161-6BAD8E78513C}
455558.51578125,77200.9020312503,395,Quarry,{17B9EDC6-4B5D-4A64-976D-3203446021B6}
454481.289375,73838.2792187501,396,Quarry,{CAA99CC5-8C90-4E98-A4AB-83E89DA16814}
454636.61046875,73752.1229687501,397,Quarry,{2CE7EA49-64C2-4FA2-881F-754129B2571D}
455026.16578125,73668.7398437504,398,Quarry,{58150393-C3E6-4A1A-9013-D305CEC8EC26}
454386.655625,73298.3770312499,399,Quarry,{8CFE08E5-F89B-4166-BD77-C334AAA05CFF}
453474.0734375,70429.4659375008,400,Quarry,{F99FF204-BAB1-43B4-9F68-C3E23C522F09}
454058.82015625,70998.8245312497,401,Quarry,{026FA4E4-1F9B-40A3-9DFC-14C58F7AC60A}
444590.61796875,61364.9229687508,402,Quarry,{8B7899B2-D661-456B-9FB3-DFCE87BAF562}
443707.0678125,56907.5734375007,403,Quarry,{E44335C2-1DF0-4C99-B858-5DB1A60C6800}
481668.47046875,26296.0106249992,404,Quarry,{BA7E40F7-EEFE-44E5-B504-87D092FEA583}
459644.67046875,135557.370468751,405,Quarry,{D6371CEC-E251-43FB-B743-1558FF17D2F2}
459519.9409375,135985.03546875,406,Quarry,{13795433-B87B-43C8-BA30-8280599C7CB3}
458163.944375,135599.481249999,407,Quarry,{A2E24ED6-16E2-4061-A28E-97D2CA49F755}
457964.6103125,135536.53359375,408,Quarry,{B5A4D558-119E-4380-925E-E47C1A8EC7CC}
457990.8384375,135762.0959375,409,Quarry,{06E99315-4E16-4D8C-9A96-F789A53FB8F5}
456439.49046875,137507.3865625,410,Quarry,{27DC8FA9-FC67-4A8B-9136-62BEC891CFDF}
443823.7171875,135466.446093749,411,Quarry,{231C9AD4-0F34-4D38-8FC4-EDF0E5B78491}
444070.84484375,135583.01578125,412,Quarry,{5E51E9F0-D794-45B4-8AD5-C6AF7AC8F466}
444271.3446875,135601.666874999,413,Quarry,{9752205F-F568-4A5C-91CC-FF61771F53BA}
444635.04203125,135251.957968749,414,Quarry,{64064F15-A711-4F54-B905-D954F39DB9A2}
444401.90265625,134258.784375001,415,Quarry,{A575FF78-A450-4FA4-B180-A6460E95E7EC}
452407.9071875,136105.24796875,416,Quarry,{F5FA3C2E-5AA8-47D4-BBBF-5AEF4850F6D8}
452044.20984375,134869.60953125,417,Quarry,{AFB9716C-A86C-40AA-BCE5-EB2CF65CAA39}
453070.02296875,135704.248125,418,Quarry,{FAC0C818-6496-4987-BDB6-414E84C17B08}
453289.17375,134310.075156249,419,Quarry,{F8DA1F39-F78D-4EB9-A2AF-5D9E8E2D3EDF}
455914.32265625,134123.563593751,420,Quarry,{5272DCE0-11EA-493E-92A0-5E01C936C173}
445485.45328125,131311.87265625,421,Quarry,{10D64BEA-2916-4B37-A004-779DBA9C44EF}
447881.52640625,126905.56984375,422,Quarry,{5B9F1913-9DF5-497E-99D7-BB03BB157F71}
446777.54765625,124747.044375001,423,Quarry,{6D7647C0-C364-440C-8BC1-195F64B2FA33}
453060.8890625,129574.891249999,424,Quarry,{F907855B-3B72-49C6-9E8A-7276AD484E75}
453545.59609375,128961.79875,425,Quarry,{7B19937D-EEC6-4E49-819A-DCE44AC55432}
453702.1303125,128039.07015625,426,Quarry,{DD27DD33-17DF-458E-B1EF-753C20E5FDD7}
454134.659375,129143.04890625,427,Quarry,{A9F5BB26-653A-42B3-AC9B-9F78999A993A}
454031.67625,129419.043593749,428,Quarry,{DECF0F8D-CDE8-4BF6-B156-B1C29ED2DA65}
457625.099375,129086.06484375,429,Quarry,{69852B71-E335-41E6-BA5C-DA856BBA84C7}
458042.5240625,129975.838749999,430,Quarry,{91D081EC-1862-40A7-9A7E-9976B9EF8216}
458207.29703125,130151.596562499,431,Quarry,{07F92A79-475C-4CC0-9A9C-5376552694E5}
457916.198125,130481.1425,432,Quarry,{9FD8A30E-260D-4802-BB2C-60C295B73130}
457504.2659375,129465.04265625,433,Quarry,{B8FCE1F0-ADBB-4A1A-BE62-8DD1891E6DB2}
458855.40390625,130530.574375,434,Quarry,{88AF9DBD-1DAC-4A49-88E5-CE9D6E0ACF2B}
453928.96703125,126223.514531249,435,Quarry,{A909A32E-AC4A-48BA-8993-2A0F757C75E4}
454107.8334375,125508.04890625,436,Quarry,{DD15BA3E-D158-4D7F-A2B3-EABF8BDA5759}
459614.1140625,122773.321249999,437,Quarry,{F8A4C0FA-93A5-4BCF-8923-50C60F66604E}
458481.29328125,123626.22484375,438,Quarry,{48D69AEB-BF62-4AC5-BBAC-E7E9DE396BC5}
453156.2171875,116462.72625,439,Quarry,{CC4F8D03-092F-4D00-8DE9-D49A0B5D005E}
453948.84109375,116666.14296875,440,Quarry,{5CC342EC-1070-4FA0-AB01-ABECF214B8A1}
454011.97046875,116904.631562499,441,Quarry,{D01078EB-69AD-4130-B976-0611996A163A}
457694.5146875,116638.08546875,442,Quarry,{029DC7BB-00D4-4227-997C-D352109E5418}
455447.578125,119049.85984375,443,Quarry,{D9FDF78F-5C6D-4087-9474-D706D156E16D}
455587.865625,118956.334843749,444,Quarry,{85A4081A-855B-4E9F-A3D2-402E479C51C1}
458034.71171875,112826.65203125,445,Quarry,{C6D3ED5E-7830-43D5-848C-3320BEAD88C3}
444848.86484375,112611.837031251,446,Quarry,{94AC7C2C-5337-417C-A27F-2F0C31387522}
445220.62640625,113516.690781251,447,Quarry,{3D07E614-EE1C-4F95-8C8F-805E371E3C73}
445199.58328125,113867.409375001,448,Quarry,{93017077-8EFE-44DA-A96C-978FF46CB8AA}
442096.89359375,113699.064375,449,Quarry,{5F413875-8768-493E-81F5-C2B9F4C048A9}
442447.61203125,113783.236874999,450,Quarry,{775922AA-8368-4597-993F-A4DEFB1A2B27}
446010.91203125,112498.7303125,451,Quarry,{B863B71F-F6F3-45BF-A3B2-B490C51228C3}
446200.30015625,112845.9415625,452,Quarry,{CED5CACD-5790-4D0B-9DAB-8778B44FC20A}
442087.54109375,119634.390625,453,Quarry,{B4692AA3-3E9F-4C5F-B388-B09FA1A4BF67}
442012.72109375,119989.78546875,454,Quarry,{E55AAB29-FA76-412C-B066-7D49BF722B6C}
453329.72546875,123225.260937501,455,Quarry,{9C5CD98C-2701-4589-856D-52A63BB39B4C}
448030.56359375,133716.71296875,456,Quarry,{A1BFC26E-71A4-44E9-B0CF-6B52CBAE4234}
455943.77109375,120719.841875,457,Quarry,{E0F13B73-65E4-450F-8409-C470CB553295}
441719.485,123966.171250001,458,Quarry,{0E404328-8E0A-4FCE-B592-B9C96EAC4CCB}
451217.82796875,195162.98203125,459,Quarry,{B2E4499B-7413-4EF0-90E6-5FC200A0AF61}
455055.63484375,199384.44953125,460,Quarry,{3D282474-51DD-41D1-AF15-F0C8347C1540}
455200.23046875,199191.655468751,461,Quarry,{ABB1EFD4-CB37-431E-88A8-C37E4F6CED25}
455529.58703125,198862.2990625,462,Quarry,{E39CFD3D-41CA-452C-AE61-FFC136327FF9}
454573.64984375,198942.629843749,463,Quarry,{3BCF3A4C-B2E5-415D-8C9E-8E946FCEEFC9}
454340.69015625,199994.964062501,464,Quarry,{23B853EA-5F07-4D34-A10E-7AB18662B1CC}
454458.50875,199858.401718751,465,Quarry,{09549AE3-C0A6-4371-B2BE-E60763884D21}
441196.55265625,200620.205937499,466,Quarry,{42FD1323-2F58-4599-A239-E686AA945105}
454116.43328125,201461.00234375,467,Quarry,{E389760C-A9E5-4AB1-B95E-4FB7F23B7358}
454239.6071875,201051.314999999,468,Quarry,{79BD6335-BCDF-4407-A615-BB19B33D419A}
454105.7225,202491.915156251,469,Quarry,{8102FBDC-262B-4A50-8124-ACF1985B0AF8}
457431.42015625,201000.438750001,470,Quarry,{C45F2A6F-A210-4A02-BFCB-FB1B0891F60D}
452142.97171875,205889.910625,471,Quarry,{11D02748-AB80-4C29-9D6A-53D84ECA2001}
445558.51859375,205865.811406249,472,Quarry,{BC407F50-A3C1-4E07-8D5A-0EED0B880E25}
445828.96578125,206061.283125,473,Quarry,{A0879F5C-05DD-484C-BFBE-8C82D5250A2E}
444848.929375,206203.2009375,474,Quarry,{1D50CDA2-8117-47A5-9160-6C56BB1D298F}
444214.31546875,206138.936406249,475,Quarry,{4A5104A7-21C4-4DD3-815D-55AC9E1DD27E}
444037.58765625,206106.804062501,476,Quarry,{BE612241-CB01-4034-BD7D-A8765CD1C0C5}
452014.44234375,206157.68015625,477,Quarry,{CD306838-C034-4768-84BA-5A03D2371D50}
459487.8903125,207705.388125001,478,Quarry,{0060C353-A967-4FBE-AFDE-303FDB3BFB22}
458930.9296875,208048.133125,479,Quarry,{688D6DB6-DC97-42A7-A886-C70124049AC4}
456650.87203125,211112.755625,480,Quarry,{A31912B7-7E45-4FF4-A203-4A1D3205191A}
456139.4321875,210405.8440625,481,Quarry,{CBBB566B-D377-4C5D-95B6-ABF4FA187261}
455132.61875,212440.89265625,482,Quarry,{8ADEBDCF-7BCC-4D7C-99CE-7D5CAD9EA3B5}
455512.85140625,212189.18921875,483,Quarry,{A7A693E0-50F7-4025-92BB-3847D747F564}
459352.66671875,214173.3615625,484,Quarry,{EF7E2A8D-A9C4-4E46-A1FA-D2D1A27B5723}
454205.888125,217655.439999999,485,Quarry,{5643C420-CB93-4911-9AD0-62A45D4AE5F5}
451827.8465625,213488.89625,486,Quarry,{85B5FA97-EDDA-45D2-8D44-7E873E357F09}
451364.6053125,213539.772500001,487,Quarry,{41CF75CC-DD29-42D1-B0F5-BC4E4E7E3AC3}
451110.22421875,213515.673281251,488,Quarry,{8291B08E-1751-47C4-BBA4-332A3CC067A2}
449720.5003125,213389.821562501,489,Quarry,{72A0EE8E-D396-41CC-9823-A359F0AD9458}
444536.481875,214568.00765625,490,Quarry,{606D0493-0651-4081-994D-55B38364E608}
443709.0740625,213561.194062499,491,Quarry,{BF12CC2A-B8DC-4E89-B340-F57E15334565}
453834.810625,215923.48625,492,Quarry,{4893CAFC-2B94-4278-B278-009264082C49}
449622.79578125,215532.5428125,493,Quarry,{CEEC54B1-2355-46B2-AF0A-1006EF699F8D}
444104.06546875,216236.776718751,494,Quarry,{D99C7F3D-EAAB-42DB-A3CC-9D0CCCAC8CDE}
443014.2434375,216317.1075,495,Quarry,{217A6013-B538-40B9-8BCF-EEA78F38E519}
445076.06890625,217489.938124999,496,Quarry,{92FF675D-F37F-4643-A3A3-C469B842C6D7}
450602.83234375,218108.485781251,497,Quarry,{CD94CFC1-0E3F-40C2-B0DE-A63386AA5CA2}
450519.82375,218360.18921875,498,Quarry,{C3CDB47F-247E-493A-979B-420A8ED58BBB}
450364.51734375,218708.28953125,499,Quarry,{5F25816E-A164-41DE-8857-4246F3EE4860}
450313.64125,219069.778437501,500,Quarry,{0D2B39B8-E5D7-49CB-AD98-DDFACE60CED7}
450407.360625,219409.84578125,501,Quarry,{2027DAB2-9979-454A-A39D-6214A06D7F37}
448337.50203125,219447.333437501,502,Quarry,{EEA034AF-1702-46AD-BED0-E23EA4906947}
446374.75125,220028.393437499,503,Quarry,{254FA47B-2330-4AC5-98DD-C114C150C967}
446042.71703125,220100.69125,504,Quarry,{B6173102-2368-461A-8366-B09ED8A196A5}
443951.436875,221343.141875001,505,Quarry,{453AEBC2-8811-44A0-B5EB-DEE5994B8C13}
444441.45515625,220890.61140625,506,Quarry,{6F1DC3D1-CC40-4E24-A05D-8B2FF2076263}
442912.4909375,221327.075625001,507,Quarry,{A8A47CDA-60E8-4BDA-97C1-5178DF0E4A03}
445633.02953125,220671.040468751,508,Quarry,{D286B2D0-0FA4-4142-B943-1BE472E7CEE7}
445793.69125,220657.651875,509,Quarry,{1E6EA588-6EC8-4BB1-B163-37779165D456}
447432.4409375,221013.78546875,510,Quarry,{7061BCB8-C04D-4082-8675-C3C49633191D}
447228.93609375,221332.431093751,511,Quarry,{7CA58242-83D3-4E64-B5B4-EC768A8031AF}
447330.6884375,221431.5059375,512,Quarry,{5CDA32AD-454F-42CD-AC7C-9FD5A6BDE9F1}
450198.5003125,220122.1128125,513,Quarry,{DC48D973-1739-4A01-BF9F-36FEC8BB77BC}
456137.62875,220547.866406251,514,Quarry,{DC8B69A1-FDED-49BE-915B-E577F55CDD65}
452520.06234375,221562.71296875,515,Quarry,{35EC7C85-464C-4F69-AD1B-2BF594714E3E}
452380.82203125,221849.22640625,516,Quarry,{622B3937-56FC-4B90-9114-0742C243A630}
446546.12375,221897.424843751,517,Quarry,{D8765354-46F2-4840-8060-01240AF7701B}
446323.875,222082.1859375,518,Quarry,{57A93698-1F7A-4FD1-9A25-72A259296007}
497646.5609375,55464.0854687504,519,Quarry,{CC3A9D26-4EEE-4F69-B878-BE41E46A9A56}
498242.49734375,53680.9684375003,520,Quarry,{50DED576-FB40-4229-B464-38CC9F89D452}
498918.20484375,52902.0279687494,521,Quarry,{73E3490D-23C9-4E21-AD8F-BC66E1C222C1}
497064.70171875,47210.1307812501,522,Quarry,{A0F9AC07-DD90-45DE-BC63-29A990759B46}
497210.1665625,46238.8012499996,523,Quarry,{1E62DAB1-8D42-4AE5-A2E6-13F9A969EF9D}
497285.24515625,46473.4220312499,524,Quarry,{06435182-5239-4B9D-97B4-85C4FDBFC4C1}
497102.24109375,46478.1143750008,525,Quarry,{6EB42024-9A6B-4DB9-828F-6FCF1949D341}
497350.93890625,45807.0993750002,526,Quarry,{DFC47845-23D9-4D6C-974D-B5D7FB8678C5}
496360.83984375,44023.9823437501,527,Quarry,{51541F43-52B3-48C1-A74C-A81F17C48359}
496079.295,43535.9714062493,528,Quarry,{4CFB918B-1511-402A-B9B8-2726566C12D9}
495915.06046875,43301.3506250009,529,Quarry,{57DBCAD7-19D4-4301-9E6C-520687D46AD5}
496107.44953125,35676.1793750003,530,Quarry,{F7BE61FE-8199-40C2-8D13-2AA33F80FCDE}
497383.78578125,31471.77734375,531,Quarry,{92E927F6-9FD3-4369-B3EE-6750E4533D2C}
483123.54234375,48387.9265624993,532,Quarry,{592EB4DF-E5F4-44CE-93AA-993948F65A16}
487510.94875,49420.2573437504,533,Quarry,{EFAE16A6-EACD-458F-8E0A-AE5D26D535AD}
488196.0409375,41893.6268750001,534,Quarry,{87E6F0D1-426D-4BC6-B939-5F2BA4CBB93E}
487914.49625,41752.8543749992,535,Quarry,{E300E3DD-291D-4B6B-8F77-39A190EF7E22}
488721.59125,39078.1789062507,536,Quarry,{B311D50E-330B-486B-A67E-C766D3A4934B}
488094.50234375,36932.3774999995,537,Quarry,{34D9EF93-5D24-485A-A2A4-C8410216F54F}
488625.918125,36643.7940625008,538,Quarry,{53555E67-B495-4316-9E55-7BA2C98F751F}
490240.8903125,35137.7901562508,539,Quarry,{627ABF91-2D00-403B-AC68-E9B35280D51E}
490040.2896875,34370.5806249995,540,Quarry,{FB7B7F4F-18DF-4704-9675-B37E31D8B854}
484904.70953125,35559.3779687509,541,Quarry,{04FF60C3-D377-40A9-A795-4AF4A12190FC}
496945.855625,51639.5999999996,542,Quarry,{E81A4ADC-6130-4F65-9D41-3942B51F93E7}
496792.53984375,48596.7587499991,543,Quarry,{23046E7E-9633-4746-B0AB-23A9130F4DC4}
489321.10734375,45594.5456249993,544,Quarry,{68B0D8B6-BBE3-4F1D-8C5E-94DA3AC3C30B}
560916.9140625,251444.676562499,545,Quarry,{1F664EF5-013C-4E60-A3F5-DB06B0B225DF}
