OBJECTID,OHIOCODE,ALT_OHIOCODE,NAME,OLD_NAME,Q100,SHAPE_Length,SHAPE_Area
1,D549116,49116D5,,,A149116,0.500027617039959,0.0156267261108608
2,D449116,49116D4,,,A149116,0.500024178028279,0.015626511158747
3,D349116,49116D3,,,A149116,0.500023320026881,0.0156264575318211
4,D649116,49116D6,,,A149116,0.500029011037658,0.0156268132397011
5,D249116,49116D2,,,A149116,0.500020092029473,0.0156262557700227
6,D749116,49116D7,,,A149116,0.500033372071362,0.0156270858211246
7,D149116,49116D1,,,A149116,0.500021149049584,0.0156263218380083
8,D849116,49116D8,,,A149116,0.500035777061108,0.0156272361405124
9,D149117,49117D1,,,A149117,0.500033247014189,0.015627077996047
10,D249117,49117D2,,,A149117,0.500033567023638,0.0156270979973149
11,D349117,49117D3,,,A149117,0.500032103038721,0.0156270064887009
12,D449117,49117D4,,,A149117,0.500031840067764,0.0156269900512122
13,D549117,49117D5,,,A149117,0.500035222160472,0.0156272014524445
14,D649117,49117D6,,,A149117,0.500036438163218,0.0156272774560336
15,D749117,49117D7,,,A149117,0.500038525126551,0.0156274079047009
16,D849117,49117D8,,,A149117,0.500036824118377,0.015627301586035
17,D149118,49118D1,,,A149118,0.500038064307675,0.0156273791013006
18,D249118,49118D2,,,A149118,0.500039475287162,0.0156274672910549
19,D349118,49118D3,,,A149118,0.500037686152408,0.0156273554602069
20,D449118,49118D4,,,A149118,0.500037870145578,0.0156273669596816
21,D549118,49118D5,,,A149118,0.500033897026445,0.0156271186185076
22,D349119,49119D3,,,A149119,0.500028760100632,0.0156267975523923
23,D249119,49119D2,,,A149119,0.500024273046907,0.0156265170868805
24,D149119,49119D1,,,A149119,0.50002569704115,0.0156266060890445
25,D849118,49118D8,,,A149118,0.500026955042477,0.0156266847136239
26,D649118,49118D6,,,A149118,0.500033355026319,0.0156270847423144
27,D749118,49118D7,,,A149118,0.500028829033185,0.0156268018415838
28,D449119,49119D4,,,A149119,0.500030524080801,0.0156269078043415
29,D549119,49119D5,,,A149119,0.500031292131471,0.0156269558080431
30,D649119,49119D6,,,A149119,0.500029696135518,0.015626856054854
31,D749119,49119D7,,,A149119,0.50003296649534,0.0156270604507841
32,D849119,49119D8,,,A149119,0.500033510528991,0.0156270944512252
33,D149120,49120D1,,,A149120,0.500032441485464,0.0156270276334145
34,D249120,49120D2,,,A149120,0.500031234521284,0.0156269521926833
35,D349120,49120D3,,,A149120,0.500028155346816,0.015626759742188
36,D449120,49120D4,,,A149120,0.500026818346428,0.0156266761754534
37,D549120,49120D5,,,A149120,0.5000221771879,0.015626386097017
38,D649120,49120D6,,,A149120,0.500020676190709,0.015626292281827
39,D749120,49120D7,,,A149120,0.500017394109907,0.015626087147716
40,D849120,49120D8,,,A149120,0.500016269109758,0.0156260168331036
41,D149121,49121D1,,,A149121,0.50001382206161,0.0156258638895376
42,D249121,49121D2,,,A149121,0.500013075059292,0.0156258172006103
43,D449121,49121D4,,,A149121,0.500011727073398,0.0156257329480822
44,D349121,49121D3,,,A149121,0.500012406014477,0.0156257753839761
45,D549121,49121D5,,,A149121,0.500008176025955,0.015625511005673
46,D649121,49121D6,,,A149121,0.500007549032804,0.015625471818007
47,D749121,49121D7,,,A149121,0.500008029046453,0.0156255018191805
48,D849121,49121D8,,,A149121,0.500006998055539,0.0156254373804834
49,D149122,49122D1,,,A149122,0.500009954097767,0.0156256221349775
50,D249122,49122D2,,,A149122,0.500010313091092,0.0156256445726228
51,D349122,49122D3,,,A149122,0.50001297911261,0.0156258112003318
52,D449122,49122D4,,,A149122,0.500013006108881,0.0156258128876567
53,D549122,49122D5,,,A149122,0.500014669111279,0.0156259168258947
54,D649122,49122D6,,,A149122,0.500014469108709,0.0156259043250587
55,D749122,49122D7,,,A149122,0.500017835075031,0.01562611470398
56,D849122,49122D8,,,A149122,0.500020217124663,0.015626263587685
57,D149123,49123D1,,,A149123,0.500014361079,0.0156258975755315
58,D249123,49123D2,,,A149123,0.500013069043419,0.0156258168220781
59,D349123,49123D3,,,A149123,0.50001055907969,0.015625659947624
60,D449123,49123D4,,,A149123,0.500009006093808,0.0156255628838286
61,D549123,49123D5,,,A149123,0.500008502088699,0.0156255313823793
62,D649123,49123D6,,,A149123,0.500008372100877,0.0156255232577601
63,D749123,49123D7,,,A149123,0.500009658103785,0.0156256036328124
64,D849123,49123D8,,,A149123,0.500010594086255,0.0156256621321847
65,D149124,49124D1,,,A149124,0.500011972147683,0.0156257482636185
66,D249124,49124D2,,,A149124,0.500010697101279,0.0156256685698617
67,D349124,49124D3,,,A149124,0.500012086079589,0.0156257553829735
68,D449124,49124D4,,,A149124,0.500012467112326,0.0156257791987707
69,D549124,49124D5,,,A149124,0.500010674092165,0.0156256671308708
70,D649124,49124D6,,,A149124,0.500010457094604,0.0156256535679171
71,D749124,49124D7,,,A149124,0.500010989081375,0.015625686818425
72,D849124,49124D8,,,A149124,0.500010926133722,0.0156256828853369
73,C549116,49116C5,,,A149116,0.500027777057511,0.0156267361128087
74,C449116,49116C4,,,A149116,0.500024067028199,0.0156265042216259
75,C349116,49116C3,,,A149116,0.500023229026972,0.0156264518447714
76,C249116,49116C2,,,A149116,0.500019148027795,0.0156261967669251
77,C149116,49116C1,,,A149116,0.500022611013729,0.0156264132193946
78,C649116,49116C6,,,A149116,0.50002917105515,0.0156268232416454
79,C749116,49116C7,,,A149116,0.500034457131708,0.0156271536406923
80,C849116,49116C8,,,A149116,0.500035131108169,0.0156271957659143
81,C149117,49117C1,,,A149117,0.500032536034965,0.015627033557976
82,C249117,49117C2,,,A149117,0.50003253202638,0.0156270333038973
83,C349117,49117C3,,,A149117,0.500030605037486,0.0156269128545387
84,C449117,49117C4,,,A149117,0.500030344066451,0.0156268965420489
85,C549117,49117C5,,,A149117,0.50003512119417,0.0156271951412841
86,C649117,49117C6,,,A149117,0.500036348196701,0.0156272718324092
87,C749117,49117C7,,,A149117,0.50003885710019,0.0156274286540379
88,C849117,49117C8,,,A149117,0.5000372741036,0.0156273297109693
89,C149118,49118C1,,,A149118,0.500039863360838,0.0156274915507164
90,C249118,49118C2,,,A149118,0.500040566354354,0.0156275354867236
91,C349118,49118C3,,,A149118,0.50003822215846,0.0156273889637666
92,C449118,49118C4,,,A149118,0.500038411151449,0.0156274007757691
93,C349119,49119C3,,,A149119,0.500030428148239,0.0156269018119064
94,C249119,49119C2,,,A149119,0.50002394306107,0.0156264964587317
95,C149119,49119C1,,,A149119,0.50002537805528,0.0156265861484528
96,C849118,49118C8,,,A149118,0.500026245069367,0.0156266403331195
97,C449119,49119C4,,,A149119,0.500032194128192,0.0156270121888592
98,C549118,49118C5,,,A149118,0.500033919021688,0.0156271199933106
99,C749118,49118C7,,,A149118,0.500028118060149,0.0156267573985536
100,C649118,49118C6,,,A149118,0.500033377021417,0.0156270861171105
101,C549119,49119C5,,,A149119,0.500030750086267,0.0156269219296401
102,C649119,49119C6,,,A149119,0.500029160090181,0.0156268225514661
103,C749119,49119C7,,,A149119,0.500033302482174,0.0156270814521794
104,C849119,49119C8,,,A149119,0.500032691518355,0.0156270432621742
105,C149120,49120C1,,,A149120,0.500031251438144,0.0156269532550845
106,C249120,49120C2,,,A149120,0.500031205471592,0.0156269503797184
107,C349120,49120C3,,,A149120,0.500028154280645,0.0156267596790974
108,C449120,49120C4,,,A149120,0.500026816280584,0.0156266760498845
109,C549120,49120C5,,,A149120,0.500021833135209,0.0156263645952061
110,C649120,49120C6,,,A149120,0.500020331138034,0.0156262707174942
111,C749120,49120C7,,,A149120,0.500017406081155,0.0156260878970651
112,C849120,49120C8,,,A149120,0.500016290081053,0.0156260181449724
113,C149121,49121C1,,,A149121,0.50001408504744,0.0156258803271244
114,C249121,49121C2,,,A149121,0.500013326045375,0.0156258328881928
115,C349121,49121C3,,,A149121,0.500010326018405,0.0156256453824145
116,C449121,49121C4,,,A149121,0.500009445019967,0.0156255903191495
117,C549121,49121C5,,,A149121,0.500007572020415,0.0156254732545537
118,C649121,49121C6,,,A149121,0.500006932027372,0.0156254332543803
119,C749121,49121C7,,,A149121,0.50000719904012,0.0156254499428334
120,C849121,49121C8,,,A149121,0.500005600051108,0.0156253500021249
121,C149122,49122C1,,,A149122,0.500009516130646,0.0156255947608964
122,C249122,49122C2,,,A149122,0.50001031408832,0.0156256446349243
123,C349122,49122C3,,,A149122,0.500013172113442,0.0156258232629956
124,C449122,49122C4,,,A149122,0.500013194109546,0.0156258246377831
125,C549122,49122C5,,,A149122,0.500014818106927,0.0156259261382526
126,C649122,49122C6,,,A149122,0.500014623104153,0.0156259139499234
127,C749122,49122C7,,,A149122,0.500017782104923,0.0156261113880438
128,C849122,49122C8,,,A149122,0.500016692118318,0.0156260432570994
129,C149123,49123C1,,,A149123,0.500010435039242,0.015625652190879
130,C249123,49123C2,,,A149123,0.500011228060863,0.0156257017565481
131,C349123,49123C3,,,A149123,0.500007377059617,0.0156254610679371
132,C449123,49123C4,,,A149123,0.500007188076475,0.0156254492564851
133,C549123,49123C5,,,A149123,0.500007925086732,0.0156254953195742
134,C649123,49123C6,,,A149123,0.500007794099018,0.0156254871324588
135,C749123,49123C7,,,A149123,0.500009559103184,0.0156255974452062
136,C849123,49123C8,,,A149123,0.500008542081836,0.0156255338781146
137,C149124,49124C1,,,A149124,0.500010074133287,0.0156256296328181
138,C249124,49124C2,,,A149124,0.500010767100705,0.0156256729448394
139,C349124,49124C3,,,A149124,0.500011166094908,0.0156256978817412
140,C449124,49124C4,,,A149124,0.500011104094217,0.0156256940065361
141,C549124,49124C5,,,A149124,0.500010583089546,0.0156256614430576
142,C649124,49124C6,,,A149124,0.50001036609178,0.0156256478801039
143,C749124,49124C7,,,A149124,0.500009263092307,0.0156255789414371
144,C849124,49124C8,,,A149124,0.500008799098626,0.0156255499405389
145,B349116,49116B3,,,A149116,0.500026732002802,0.0156266707900677
146,B249116,49116B2,,,A149116,0.500021782005357,0.0156263613953886
147,B149116,49116B1,,,A149116,0.500026795006717,0.0156266747274953
148,B449116,49116B4,,,A149116,0.500026835002145,0.0156266772277268
149,B549116,49116B5,,,A149116,0.500031263065461,0.0156269539952933
150,B649116,49116B6,,,A149116,0.500033303072888,0.0156270814994253
151,B749116,49116B7,,,A149116,0.500038029195082,0.0156273768932229
152,B849116,49116B8,,,A149116,0.500039040181297,0.015627440080748
153,B149117,49117B1,,,A149117,0.50003521102913,0.0156272007448506
154,B249117,49117B2,,,A149117,0.500033064016277,0.0156270665478928
155,B349117,49117B3,,,A149117,0.500033033039682,0.0156270646014349
156,B449117,49117B4,,,A149117,0.500036754060719,0.0156272971700341
157,B549117,49117B5,,,A149117,0.500044480173387,0.0156277801032237
158,B649117,49117B6,,,A149117,0.500044286166643,0.0156277679769401
159,B749117,49117B7,,,A149117,0.5000466060424,0.0156279129912803
160,B849117,49117B8,,,A149117,0.500045206042921,0.0156278254854023
161,B149118,49118B1,,,A149118,0.500046925302754,0.0156279329511659
162,B249118,49118B2,,,A149118,0.500044589323891,0.0156277869407391
163,B349118,49118B3,,,A149118,0.500039177140098,0.015627448655376
164,B349119,49119B3,,,A149119,0.500042543434533,0.0156276590335838
165,B249119,49119B2,,,A149119,0.500027479032781,0.0156267174667419
166,B149119,49119B1,,,A149119,0.500028807057887,0.0156268004678115
167,B449118,49118B4,,,A149118,0.500037645135979,0.0156273528996944
168,B849118,49118B8,,,A149118,0.500027996052617,0.0156267497727234
169,B449119,49119B4,,,A149119,0.500051955606524,0.0156282472984918
170,B749118,49118B7,,,A149118,0.50002784507524,0.0156267403349706
171,B549118,49118B5,,,A149118,0.500032726022003,0.0156270454298027
172,B649118,49118B6,,,A149118,0.500033024014532,0.0156270640550921
173,B549119,49119B5,,,A149119,0.50004884635165,0.015628052951638
174,B649119,49119B6,,,A149119,0.500046738283586,0.0156279211985126
175,B749119,49119B7,,,A149119,0.500046692454115,0.0156279183369597
176,B849119,49119B8,,,A149119,0.500041748415924,0.0156276093297481
177,B149120,49120B1,,,A149120,0.500035784313055,0.0156272365672021
178,B249120,49120B2,,,A149120,0.500031440351413,0.0156269650606534
179,B349120,49120B3,,,A149120,0.500027239200869,0.0156267024865645
180,B449120,49120B4,,,A149120,0.500024928204393,0.0156265580433605
181,B549120,49120B5,,,A149120,0.500018995094967,0.0156261872137844
182,B649120,49120B6,,,A149120,0.500017234104992,0.0156260771489341
183,B749120,49120B7,,,A149120,0.50001499007675,0.0156259368936627
184,B849120,49120B8,,,A149120,0.500014148074772,0.0156258842669245
185,B149121,49121B1,,,A149121,0.500012789049673,0.0156257993257424
186,B249121,49121B2,,,A149121,0.500012576041154,0.0156257860121604
187,B349121,49121B3,,,A149121,0.500009738011705,0.015625608631501
188,B449121,49121B4,,,A149121,0.500009308008551,0.0156255817558486
189,B549121,49121B5,,,A149121,0.5000074510059,0.0156254656909918
190,B649121,49121B6,,,A149121,0.500007183005545,0.0156254489407749
191,B749121,49121B7,,,A149121,0.500007389007814,0.0156254618162434
192,B149122,49122B1,,,A149122,0.500014011061393,0.0156258757009946
193,B849121,49121B8,,,A149121,0.500009104010658,0.015625569004971
194,B249122,49122B2,,,A149122,0.500012274037462,0.0156257671343043
195,B349122,49122B3,,,A149122,0.500015240065665,0.0156259525124336
196,B449122,49122B4,,,A149122,0.500015383065309,0.0156259614501636
197,B549122,49122B5,,,A149122,0.500016246055906,0.015626015388373
198,B649122,49122B6,,,A149122,0.500015497061047,0.0156259685747223
199,B749122,49122B7,,,A149122,0.50002026208275,0.0156262663894976
200,B849122,49122B8,,,A149122,0.500020210077868,0.0156262631367912
201,B149123,49123B1,,,A149123,0.500011160046738,0.015625697505275
202,B249123,49123B2,,,A149123,0.500010743050393,0.0156256714436687
203,B349123,49123B3,,,A149123,0.500006200058972,0.0156253875053436
204,B449123,49123B4,,,A149123,0.500005988091506,0.0156253742572522
205,B549123,49123B5,,,A149123,0.500007915111308,0.0156254946962016
206,B649123,49123B6,,,A149123,0.500007824117989,0.0156254890088228
207,B749123,49123B7,,,A149123,0.500010182115843,0.0156256363843703
208,B849123,49123B8,,,A149123,0.500011532099973,0.0156257207606071
209,B149124,49124B1,,,A149124,0.500013292125855,0.0156258307649675
210,B249124,49124B2,,,A149124,0.500011835092257,0.0156257396968721
211,B349124,49124B3,,,A149124,0.500012366083105,0.0156257728843091
212,B449124,49124B4,,,A149124,0.500012548080088,0.0156257842596601
213,B549124,49124B5,,,A149124,0.500012119071674,0.0156257574464157
214,B649124,49124B6,,,A149124,0.500012149072276,0.0156257593215275
215,B749124,49124B7,,,A149124,0.500010692069633,0.0156256682566508
216,B849124,49124B8,,,A149124,0.500009879080909,0.0156256174425992
217,A349116,49116A3,Hall Mountain OE N,,A149116,0.500026993003147,0.0156266871037562
218,A249116,49116A2,Eastport OE N,,A149116,0.500021760003154,0.0156263600206532
219,A149116,49116A1,Nelson,,A149116,0.500021294012085,0.0156263308993571
220,A449116,49116A4,Copeland OE N,,A149116,0.50002709700252,0.0156266936039225
221,A549116,49116A5,,,A149116,0.500032806119282,0.0156270504399119
222,A649116,49116A6,,,A149116,0.50003485112694,0.0156271782565351
223,A749116,49116A7,,,A149116,0.500037629263437,0.0156273518898807
224,A849116,49116A8,,,A149116,0.500038618271916,0.0156274137044816
225,A149117,49117A1,Colville OE N,,A149117,0.500031234022804,0.0156269521617259
226,A249117,49117A2,,,A149117,0.500031178019163,0.0156269486608296
227,A349117,49117A3,Boundary Dam OE N,,A149117,0.500031480112134,0.0156269675306136
228,A449117,49117A4,Abercrombie Mountain OE N,,A149117,0.500035200132913,0.0156272000367433
229,A549117,49117A5,Leadpoint,,A149117,0.500044845167531,0.0156278029185708
230,A649117,49117A6,Boundary OE N,,A149117,0.50004464616056,0.0156277904797048
231,A749117,49117A7,Northport OE N,,A149117,0.500045115042462,0.01562781979608
232,A849117,49117A8,Belshazzar Mountain OE N,,A149117,0.500044412051846,0.0156277758591524
233,A149118,49118A1,Churchill Mountain OE N,,A149118,0.500047364222377,0.015627960389332
234,A249118,49118A2,Laurier OE N,,A149118,0.500044898217392,0.015627806253024
235,A349119,49119A3,Mount Hull OE N,,A149119,0.500049344109202,0.0156280840719764
236,A249119,49119A2,Molson OE N,,A149119,0.500028057035557,0.0156267535948775
237,A349118,49118A3,Independent Mountain OE N,,A149118,0.500039469098747,0.0156274669059268
238,A149119,49119A1,Chesaw OE N,,A149119,0.500027172060231,0.0156266982803285
239,A449118,49118A4,Boundary Mountain OE N,,A149118,0.500037948094664,0.0156273718377849
240,A849118,49118A8,Buckhorn Mountain OE N,,A149118,0.500025725075658,0.0156266078323447
241,A749118,49118A7,Toroda OE N,,A149118,0.50002778809849,0.0156267367717835
242,A549118,49118A5,Curlew OE N,,A149118,0.500033548024412,0.0156270968098727
243,A449119,49119A4,Oroville OE N,,A149119,0.500058647270001,0.0156286655240262
244,A649118,49118A6,Vulcan Mountain OE N,,A149118,0.500033846017031,0.0156271154351632
245,A549119,49119A5,Bullfrog Mountain OE N,,A149119,0.500047291323315,0.0156279557557677
246,A649119,49119A6,Nighthawk OE N,,A149119,0.500045274254628,0.0156278296905406
247,A749119,49119A7,Hurley Peak OE N,,A149119,0.500043040224241,0.0156276900707795
248,A849119,49119A8,Horseshoe Basin OE N,,A149119,0.500035490174867,0.0156272181829484
249,A149120,49120A1,Hope,,A149120,0.500031239142744,0.0156269524904791
250,A249120,49120A2,Remmel Mountain OE N,,A149120,0.50002950319207,0.0156268439894729
251,A349120,49120A3,Ashnola Pass OE N,,A149120,0.500026673119896,0.0156266671086893
252,A449120,49120A4,Ashnola Mountain OE N,,A149120,0.500024349123343,0.0156265218529606
253,A549120,49120A5,Tatoosh Buttes OE N,,A149120,0.500018132056526,0.0156261332728914
254,A649120,49120A6,Frosty Creek OE N,,A149120,0.500016365066592,0.0156260228330188
255,A749120,49120A7,Castle Peak OE N,,A149120,0.500015109061491,0.0156259443305779
256,A849120,49120A8,Skagit Peak OE N,,A149120,0.500014274059712,0.0156258921413654
257,A149121,49121A1,Hozomeen Mountain OE N,,A149121,0.50001356004662,0.0156258475142623
258,A249121,49121A2,Mount Spickard OE N,,A149121,0.500010817031217,0.0156256760704027
259,A349121,49121A3,Mount Redoubt OE N,,A149121,0.500008721038841,0.0156255450689416
260,A449121,49121A4,Copper Mountain OE N,,A149121,0.500009818006295,0.0156256136313827
261,A549121,49121A5,Mount Sefrit OE N,,A149121,0.500007577004521,0.01562547356608
262,A649121,49121A6,Mount Larrabee OE N,,A149121,0.500007309004096,0.0156254568158631
263,A749121,49121A7,Bearpaw Mountain OE N,,A149121,0.500006897005783,0.0156254310656338
264,A849121,49121A8,Glacier OE N,,A149121,0.500006213013827,0.0156253883156612
265,A149122,49122A1,Maple Falls OE N,,A149122,0.500011937034754,0.0156257460712127
266,A249122,49122A2,Kendall OE N,,A149122,0.500010650020278,0.015625665629662
267,A349122,49122A3,Sumas OE N,,A149122,0.500012519120586,0.015625782443719
268,A449122,49122A4,Lyden OE N,,A149122,0.500015378080296,0.0156259611374378
269,A549122,49122A5,Bertrand Creek OE N,,A149122,0.500015347041531,0.0156259591998097
270,A649122,49122A6,Blaine OE N,,A149122,0.500013686035451,0.0156258553831003
271,A749122,49122A7,Birch Point OE N,,A149122,0.500020962107438,0.0156263101365844
272,A849122,49122A8,,,A149122,0.500021829076764,0.0156263643253963
273,A149123,49123A1,Point Roberts OE N,,A149123,0.500007664021917,0.0156254790008153
274,A249123,49123A2,,,A149123,0.500007257092047,0.0156254535648577
275,A349123,49123A3,,,A149123,0.500004229055509,0.0156252643168086
276,A449123,49123A4,,,A149123,0.500004011088046,0.0156252506937174
277,A549123,49123A5,,,A149123,0.500007359105523,0.0156254599450565
278,A649123,49123A6,,,A149123,0.500007275121512,0.0156254546961197
279,A749123,49123A7,,,A149123,0.500010498116296,0.0156256561345332
280,A849123,49123A8,,,A149123,0.500010235107986,0.0156256396964936
281,A149124,49124A1,,,A149124,0.500011960095065,0.0156257475088633
282,A249124,49124A2,,,A149124,0.500012101094337,0.0156257563221508
283,A349124,49124A3,,,A149124,0.500012513085692,0.0156257820721109
284,A449124,49124A4,,,A149124,0.500012697082374,0.0156257935724462
285,A549124,49124A5,,,A149124,0.500012074072041,0.0156257546339306
286,A649124,49124A6,,,A149124,0.500012115072627,0.0156257571965475
287,A749124,49124A7,,,A149124,0.500010200063959,0.0156256375053645
288,A849124,49124A8,,,A149124,0.500009399075308,0.015625587441324
289,H148116,48116H1,Canuck Peak,,E148116,0.500017155085274,0.015626072207359
290,H248116,48116H2,Eastport,,E148116,0.50001945105072,0.015626215709611
291,H348116,48116H3,Hall Mountain,,E148116,0.500025091022807,0.0156265682260265
292,H448116,48116H4,Copeland,,E148116,0.500025954015022,0.0156266221653591
293,H548116,48116H5,Smith Falls,,E148116,0.500029965145569,0.0156268728736193
294,H648116,48116H6,Shorty Peak,,E148116,0.50002882916606,0.0156268018727223
295,H748116,48116H7,Grass Mountain,,E148116,0.500025640342082,0.0156266025599098
296,H848116,48116H8,Continental Mountain,,E148116,0.500023241494716,0.015626452626225
297,H148117,48117H1,Salmo Mountain,,E148117,0.50001564628722,0.015625977897689
298,H248117,48117H2,Gypsy Peak,,E148117,0.50001531314951,0.0156259570822236
299,H348117,48117H3,Boundary Dam,,E148117,0.500012955183969,0.0156258097067301
300,H448117,48117H4,Abercrombie Mountain,,E148117,0.500012178144792,0.0156257611372329
301,H548117,48117H5,Leadpoint,,E148117,0.500018657092716,0.0156261660814173
302,H648117,48117H6,Boundary,,E148117,0.500016617096407,0.0156260385732575
303,H848117,48117H8,Belshazzar Mountain,,E148117,0.500019234128459,0.015626202153981
304,H748117,48117H7,Northport,,E148117,0.500016429025061,0.0156260268271275
305,H148118,48118H1,Churchill Mountain,,E148118,0.500022709279232,0.0156264193537109
306,H248118,48118H2,Laurier,,E148118,0.500020018379212,0.0156262511613672
307,H348119,48119H3,Mount Hull,,E148119,0.500044869064062,0.0156278043662855
308,H248119,48119H2,Molson,,E148119,0.500033126048924,0.0156270704260952
309,H148119,48119H1,Chesaw,,E148119,0.500029216023328,0.0156268260419411
310,H348118,48118H3,Independent Mountain,,E148118,0.500017824347088,0.0156261140303907
311,H848118,48118H8,Buckhorn Mountain,,E148118,0.500022577071065,0.0156264110833547
312,H448118,48118H4,Boundary Mountain,,E148118,0.500019366308036,0.0156262104095698
313,H748118,48118H7,Toroda,,E148118,0.500017851105482,0.0156261156986772
314,H548118,48118H5,Curlew,,E148118,0.500018338198991,0.0156261461525931
315,H648118,48118H6,Vulcan Mountain,,E148118,0.500020416126482,0.0156262760316525
316,H448119,48119H4,Oroville,,E148119,0.500034602097702,0.0156271626578626
317,H548119,48119H5,Bullfrog Mountain,,E148119,0.500014801125257,0.0156259250795899
318,H648119,48119H6,Nighthawk,,E148119,0.500015451082743,0.0156259657050046
319,H748119,48119H7,Hurley Peak,,E148119,0.500016183056815,0.0156260114558365
320,H848119,48119H8,Horseshoe Basin,,E148119,0.500015984053505,0.0156259990184764
321,H148120,48120H1,Bauerman Ridge,,E148120,0.500017075128483,0.0156260672122002
322,H248120,48120H2,Remmel Mountain,,E148120,0.500014168151525,0.0156258855190508
323,H348120,48120H3,Ashnola Pass,,E148120,0.500013304152015,0.0156258315160564
324,H448120,48120H4,Ashnola Mountain,,E148120,0.500012525183742,0.0156257828281588
325,H548120,48120H5,Tatoosh Buttes,,E148120,0.500008668154402,0.0156255417601362
326,H648120,48120H6,Frosty Creek,,E148120,0.500008976146849,0.0156255610104626
327,H748120,48120H7,Castle Peak,,E148120,0.500009806137026,0.0156256128857386
328,H848120,48120H8,Skagit Peak,,E148120,0.500009990128683,0.0156256243858473
329,H148121,48121H1,Hozomeen Mountain,,E148121,0.500010138120223,0.0156256336355815
330,H348121,48121H3,Mount Redoubt,,E148121,0.500011560080956,0.0156257225125945
331,H248121,48121H2,Mount Spickard,,E148121,0.500011725093457,0.0156257328229387
332,H448121,48121H4,Copper Mountain,,E148121,0.500010063026798,0.0156256289446774
333,H548121,48121H5,Mount Sefrit,,E148121,0.500009033009938,0.0156255645678002
334,H648121,48121H6,Mount Larrabee,,E148121,0.500010332013863,0.0156256457556306
335,H748121,48121H7,Bearpaw Mountain,,E148121,0.500011662048145,0.0156257288805506
336,H848121,48121H8,Glacier,,E148121,0.500013075116931,0.0156258171929905
337,H148122,48122H1,Maple Falls,,E148122,0.500018457179209,0.0156261535749987
338,H248122,48122H2,Kendall,,E148122,0.500020085146989,0.0156262553332556
339,H348122,48122H3,Sumas,,E148122,0.500021915239146,0.0156263697030151
340,H448122,48122H4,Lynden,,E148122,0.500020064178013,0.0156262540138815
341,H548122,48122H5,Bertrand Creek,,E148122,0.500019240129385,0.0156262025159763
342,H648122,48122H6,Blaine,,E148122,0.500018708169559,0.015626169265118
343,H748122,48122H7,Birch Point,,E148122,0.500021068176154,0.0156263167621834
344,H848122,48122H8,Strait of Georgia,,E148122,0.500016303083541,0.0156260189413517
345,H148123,48123H1,Point Roberts,,E148123,0.500008160147329,0.0156255100091468
346,H248123,48123H2,,,E148123,0.500010171157665,0.0156256357027724
347,H348123,48123H3,,,E148123,0.500002269123456,0.0156251418195027
348,H448123,48123H4,,,E148123,0.500002303174252,0.0156251439461942
349,H548123,48123H5,,,E148123,0.500008651178101,0.0156255406987829
350,H648123,48123H6,,,E148123,0.500008612151533,0.0156255382613127
351,H748123,48123H7,,,E148123,0.500011485121168,0.0156257178234624
352,H848123,48123H8,,,E148123,0.500011610100005,0.0156257256353768
353,H148124,48124H1,,,E148124,0.500012927087869,0.0156258079484505
354,H248124,48124H2,,,E148124,0.500013246080483,0.0156258278864362
355,H348124,48124H3,,,E148124,0.500013846072449,0.0156258653872608
356,H448124,48124H4,,,E148124,0.500014411067522,0.0156259007010112
357,H548124,48124H5,,,E148124,0.500014474053577,0.0156259046390325
358,H648124,48124H6,,,E148124,0.50001549204694,0.0156259682662249
359,H748124,48124H7,,,E148124,0.500012818025444,0.0156258011349784
360,H848124,48124H8,,,E148124,0.500011433039866,0.0156257145698159
361,G148116,48116G1,Line Point,,E148116,0.500018857117337,0.0156261785906066
362,G248116,48116G2,Meadow Creek,,E148116,0.500021155082981,0.015626322217888
363,G348116,48116G3,Ritz,,E148116,0.50002582802945,0.0156266142919956
364,G448116,48116G4,Farnham Peak,,E148116,0.500026710021748,0.0156266694188899
365,G548116,48116G5,Pyramid Peak,,E148116,0.500028457111536,0.015626778616827
366,G648116,48116G6,Smith Peak,,E148116,0.500027320131713,0.0156267075534161
367,G748116,48116G7,Caribou Creek,,E148116,0.500021451249848,0.0156263407294602
368,G848116,48116G8,Upper Priest Lake,,E148116,0.500019028402005,0.0156261892956763
369,G148117,48117G1,Helmer Mountain,,E148117,0.500019161283569,0.0156261975924574
370,G248117,48117G2,Pass Creek,,E148117,0.500018839145957,0.015626177464508
371,G348117,48117G3,Metaline Falls,,E148117,0.500015953159209,0.0156259970871143
372,G448117,48117G4,Metaline,,E148117,0.500015160120183,0.0156259475175993
373,G548117,48117G5,Deep Lake,,E148117,0.500019755046388,0.0156262347082793
374,G648117,48117G6,Spirit,,E148117,0.500017720050134,0.0156261075126362
375,G748117,48117G7,Onion Creek,,E148117,0.500009434030322,0.0156255896308833
376,G848117,48117G8,China Bend,,E148117,0.500009336136587,0.0156255835116784
377,G148118,48118G1,Bossburg,,E148118,0.500018320251833,0.0156261450250226
378,G248118,48118G2,Orient,,E148118,0.500018553341012,0.015626159593689
379,G348118,48118G3,Bulldog Mountain,,E148118,0.500018703389139,0.0156261689731963
380,G448118,48118G4,Mount Leona,,E148118,0.500020239349724,0.0156262649773465
381,G548118,48118G5,Malo,,E148118,0.500020566235525,0.0156262854112881
382,G348119,48119G3,Burge Mountain,,E148119,0.500038103360345,0.0156273815207233
