ObjectId,Source_Name,Road,From_,To_,Classification,District,Lane_Miles
474,FY 18-19,Blue Creek Dr,Dead end,Dead End,,24,0.394384072
475,FY 18-19,Bluegill Blvd,Park Lake Dr,Price Ln,Local,23,0.198368648
476,FY 18-19,Bluegrass Ave,Manslick Rd,Peachtree Ave,Primary Collector,15,2.828805406
477,FY 18-19,Bonita Ct,Bonita Pl,Dead End,Local,2,0.074296954
478,FY 18-19,Bonita Ln,Plantus Pl,Ilex Ave,Local,2,0.286103321
479,FY 17-18,N & S Floyd St,E Witherspoon St,E Chestnut St,Primary Collector,4,2.227551629
480,FY 18-19,Noblitt Dr,Hikes Ln,Briarbridge Ln,Local,26,0.182347901
481,FY 17-18,Glencony Ct,Black Iron Rd,Dead End,Local,22,0.095809335
482,FY 18-19,La Costa Rd,Stony Brook Dr,Cottagehill Rd,Local,11,0.114610111
483,FY 17-18,N 41st St,Duncan St,Bank St,Primary Collector,5,1.523357721
484,FY 18-19,Nolin Pl,E Southland Blvd,Dead End,Local,21,0.087236114
485,FY 17-18,Gordon Rd,Athens Dr,Dead End,Local,2,0.265485873
486,FY 18-19,Lake Buckhorn Ct,Lake Elkhorn Dr,Dead End,Local,22,0.094683337
487,FY 17-18,N Brook St,E Main St,E Witherspoon St,Primary Collector,4,0.179710201
488,FY 17-18,N Spring St,Mellwood Ave,Story Ave,Primary Collector,9,0.684889023
489,FY 17-18,Narragansett Dr,Wyandotte Ave,Wyandotte Ave,Local,3,0.489408209
490,FY 17-18,New Maple,Theiler,Dead End,Local,23,0.531500233
491,FY 17-18,Newton Ct,Newton Dr,Dead End,Local,23,0.223452418
492,FY 17-18,Newton Dr,Apple Valley Dr,Dead End,Local,23,0.255007264
493,FY 17-18,Northwestern Pkwy,Southwestern Pkwy,Bank St,Minor Arterial,5,1.257794015
494,FY 17-18,Oaklawn Ln,Oakdale Ln,Corinth Way,Local,2,0.144866905
495,FY 17-18,Old Altar Ct,Bohannon Station Rd,Dead End,Local,22,0.126933505
496,FY 17-18,Old Towne Rd,National Trnpk,York River Rd,Local,13,0.31974821
497,FY 17-18,Oneida Ave,Bruce Ave,Ticonderoga Dr,Local,25,0.497299515
498,FY 17-18,Paralee Dr,Dixie Hwy,Dead End,Local,25,0.21132599
499,FY 17-18,Parkwood Rd,Manslick Rd,Dead End,Local,12,0.246066184
500,FY 17-18,Patterson Park Ct,Dixon Park Blvd,Dead End,Local,20,0.100495538
501,FY 17-18,Pee Wee Reese Rd,Taylorsville Rd,Cannons Ln,Primary Collector,9,4.063737871
502,FY 17-18,Pina Way,Annella Way,Famous Way,Local,24,0.538465131
503,FY 17-18,Pomer Ct,Pomeroy Dr,Dead End,Pvmt Rehab,10,0.040862391
504,FY 17-18,Pomeroy Dr,Woodgate Ln,Graf Dr,Pvmt Rehab,10,1.549203508
505,FY 17-18,Pondoray Ct,Shady Hollow Dr,Dead End,Local,17,0.089637817
506,FY 17-18,Poplar Ln,Pope Lick Rd,S English Station Rd,Secondary Collector,20,2.106228596
507,FY 17-18,Portia Ct,Landside Dr,Dead End,Pvmt Rehab,10,0.115841636
508,FY 17-18,Puritan Ct,Old Towne Rd,Dead End,Local,13,0.037149102
509,FY 17-18,Ralph Ave,Cane Run Rd,Camp Ground Rd,Primary Collector,1,1.950266578
510,FY 17-18,Ranelle Ct,Bayberry Dr,Dead End,Local,1,0.138348381
511,FY 17-18,Red Fox Rd,Beargrass Rd,Dead End,Local,8,0.036468062
512,FY 17-18,Regal Rd,Lime Kiln Ln,Cliffwood Rd,Pvmt Rehab,16,0.782839093
513,FY 17-18,Rory Way,Annella Way,Famous Way,Local,24,0.483188045
514,FY 17-18,Roselawn Blvd,Manner Dale Dr,Vogue Ave,Local,26,0.368734433
515,FY 17-18,Rosshire Dr,Glengarry Dr,Dead End,Local,13,0.364648194
516,FY 17-18,Roy Dr,Roypom Dr,Gingerwood Dr,Local,26,0.110214949
517,FY 17-18,Roy Pom Dr,Manner Dale Dr,Graf Dr,Pvmt Rehab,10,0.481624896
518,FY 17-18,S 12th St,W Broadway,S 11th St,Primary Collector,6,5.14349834
519,FY 17-18,S 13th St,W Main St,W Chestnut St,Primary Collector,4,2.560902475
520,FY 17-18,S 42nd St,W Broadway,W Kentucky St,Local,1,0.79794326
521,FY 17-18,S 45th St,Greenwood Ave,Virginia Ave,Local,5,0.603128892
522,FY 17-18,S 6th St,Bluegrass Ave,Brookline Ave,Local,21,0.856028176
523,FY 17-18,S 6th St,Montana Ave,Central Ave,Local,6,1.159875726
524,FY 17-18,S 6th St,W Woodlawn Ave,Bluegrass Ave,Primary Collector,21,0.816942326
525,FY 17-18,S Pope Lick Rd,Tucker Station Rd,I-265 Overpass,Secondary Collector,20,1.683789954
526,FY 17-18,S Shelby St,E Chestnut St,E Gray St,Minor Arterial,4,0.279271093
527,FY 17-18,S Shelby St,Market St,E Muhammad Ali Blvd,Primary Collector,4,1.116765904
528,FY 17-18,S Watterson Trl,Stony Brook,Lochridge Pkwy,Primary Collector,11,0.657349393
529,FY 17-18,Sam Dr,National Trnpk,Old North Church Rd,Local,13,0.799865089
530,FY 18-19,Brownwood Pl,Brownwood Dr,Dead End,Local,11,0.058700761
531,FY 17-18,Scrim Ave,Valley Station Rd,Libby Ln,Local,25,0.937293742
532,FY 18-19,Nordic Dr,Stonestreet Rd,Holiday Dr,,25,0.846186804
533,FY 17-18,Grand Ave,Dixie Hwy,S 26th St,Local,6,1.679979374
534,FY 18-19,Buckeye Rd,Oboe Dr,Buckeye Ct,Pvmt Rehab,1,0.324485212
535,FY 17-18,Seneca Park Rd,Beargrass Rd,Pee Wee Reese Rd,Primary Collector,8,0.865526249
536,FY 18-19,Northridge Ct,Northridge Dr,Dead End,Local,25,0.15227435
537,FY 18-19,Lake Elkhorn Ct,Lake Elkhorn Dr,Dead End,Local,22,0.094724235
538,FY 17-18,Griffin Gate Rd,Dead end,Dead End,Local,10,0.56657651
539,FY 18-19,Buttonbush Meadow Ct,White Blossom Blvd,Dead End,Local,17,0.106885046
540,FY 17-18,Seville Dr,Libby Ln,Scrim Ave,Local,25,0.258907677
541,FY 18-19,Northridge Dr,Whitehall Ct,Dead End,Local,25,1.168875127
542,FY 18-19,Norton Ave,Norton Ct,Whitlock St,Local,21,0.514025214
543,FY 18-19,Norton Ct,Norton Ave,Dead End,Local,21,0.082281686
544,FY 18-19,Oakhurst Rd,Arnold Palmer Blvd,Aiken Rd,,19,1.271682117
545,FY 18-19,Oakview Ct,Cedar Hollow Dr,Dead End,Local,23,0.207925333
546,FY 18-19,Oboe Dr,Shanks Ln,Buckeye Rd,Pvmt Rehab,1,0.72360819
547,FY 18-19,Old Heady Rd,Echo Trl,Routt Rd,Secondary Collector,20,3.238125146
548,FY 18-19,Old Heady Rd,New Hopewell Rd,Dead End,,20,1.06826621
549,FY 18-19,Old Ironsides Dr,E Manslick Rd,William Penn Way,Local,23,0.579574667
550,FY 18-19,Old Nachand,Ridgehurst,Dead End,,26,0.048687388
551,FY 18-19,Old New Cut Rd,New Cut Rd,W Manslick Rd,Primary Collector,13,1.130018047
552,FY 18-19,Old South Park Rd,South Park Rd,South Park Rd,Local,24,0.385872867
553,FY 18-19,Old Towne Rd,York River Rd,Declaration Dr,,13,0.814264106
554,FY 18-19,Olde Colony Cove,York River Rd,Dead End,,13,0.108199605
555,FY 18-19,Olde Glouchester Cove,York River Rd,Dead End,,13,0.161901794
556,FY 18-19,Oleanda Ave,7th Street Rd,Southgate Ave,Local,3,1.25689738
557,FY 18-19,Olive Hill Ct,Rochelle Rd,Dead End,Local,23,0.070869362
558,FY 18-19,Orange Blossom Rd,Mile of Sunshine Dr,Dead End,Local,2,0.049482615
559,FY 18-19,Orange Blossom Rd,Mile of Sunshine Dr,Dead End to north,Local,2,0.424310587
560,FY 18-19,Orchard Hill Dr,New Cut Rd,W Kenwood Dr,Local,21,0.281753914
561,FY 18-19,Orion Rd,Lime Kiln,Dead End,Local,16,0.889810703
562,FY 18-19,Palm Tree Dr,Mile of Sunshine Dr,Dead End,Local,2,0.062173795
563,FY 18-19,Palm Tree Dr,Mile of Sunshine Dr,Sunday Dr,Local,2,0.148107034
564,FY 18-19,Papaya Ct,Mile of Sunshine Dr,Dead End,Local,2,0.071521773
565,FY 18-19,Park Blvd,Park Blvd,Lennox Ave,Primary Collector,15,1.218113726
566,FY 18-19,Parthenia Ave,Conn St,Dead End,Local,15,1.302403859
567,FY 18-19,Pennsylvania Run Rd,Applegate Ln,Vaughn Mill Rd,Local,23,0.453958285
568,FY 18-19,Phillips Ln,Preston Hwy,Crittenden Dr,Minor Arterial,21,3.356298201
569,FY 18-19,Phoenix Trl,The Meadow Dr,Cimmaron Trl,Local,7,0.223377736
570,FY 18-19,Pickwick Ln,Pinecroft Dr,Cutler Rd,Local,24,0.193865389
571,FY 18-19,Pinecroft Dr,William G Penny Ln,Briarcliff Rd,Local,24,1.06750409
572,FY 18-19,Plantus Pl,Ilex Ave,Kilmer Blvd,Local,2,0.348974968
573,FY 18-19,Pleasant Lawn Ct,Satatoga Ridge Dr,Dead End,,20,0.089227753
574,FY 18-19,Poinsettia Dr,Azalea Ln,Dead End,Pvmt Rehab,14,1.482758173
575,FY 18-19,Pomeroy Dr,Mamaroneck Rd,Roxbury Rd,Pvmt Rehab,10,0.461978396
576,FY 18-19,Powder Horn Ct,Powder Horn Dr,Dead End,Local,12,0.072592896
577,FY 18-19,Powder Horn Dr,Doyle Dr,Doe Run Rd,Local,12,0.160100361
578,FY 18-19,Prarie Dr,Stonestreet Rd,Nanka Rd,,25,0.135269793
579,FY 18-19,Richmont Rd,Oboe Dr,Cane Run Rd,Pvmt Rehab,1,0.618443432
580,FY 18-19,Ripple Creek Dr,Blue Lick Rd,Dead End,Local,13,0.594237361
581,FY 18-19,Ripple Creek Dr,Blue Lick Rd,Dead End,Local,24,0.594237361
582,FY 18-19,Riveroaks Cir,Riveroaks Ln,Riveroaks Ln,Local,17,0.912580172
583,FY 18-19,Riverwood Dr,Zorn Ave,Greenridge Ln,Local,9,0.453019916
584,FY 18-19,Riverwood Pl,Riverwood Dr,Greenridge Ln,Local,9,0.240726675
585,FY 18-19,Elliott Ave,S 31st St,Eastlawn Ave,Local,5,0.299500792
586,FY 18-19,Lake Elkhorn Dr,Longlake Dr,Blackhorse Dr,Local,22,0.32386104
587,FY 18-19,Elmer Ln,Kenny Blvd,Dead End,Local,13,0.635792371
588,FY 17-18,Hale Ave,I-264 Ramp,Southwestern Pkwy,Primary Collector,1,2.588548153
589,FY 17-18,Shady Hollow Dr,Dead end,Dead End,Local,17,0.477068415
590,FY 18-19,Lake Erie Dr,Lake Superior Dr,Dead End,Local,22,0.214981434
591,FY 18-19,Elmer Ln,Kenny Blvd,Scottsdale Blvd,Pvmt Rehab,13,0.635792371
592,FY 17-18,Hale Ave,S 26th St,S 32nd St,Local,1,1.60949175
593,FY 17-18,Shanks Ln,Cane Run Rd,Dead End,Local,1,0.952953119
594,FY 18-19,Lake Huron Ct,Lake Superior Dr,Dead End,Local,22,0.117709226
595,FY 18-19,Elmwood Ave,Trinity Hills Ln,N Hubbards Ln,Local,7,0.685680715
596,FY 18-19,Equator Ct,Mile of Sunshine Dr,Dead End,Local,2,0.061686921
597,FY 18-19,Euclid Ave,7th Street Rd,Taylor Blvd,Local,6,1.449537145
598,FY 18-19,Fairhill Dr,Jarvis Ln,Greenridge Ln (all),Local,9,0.656614344
599,FY 18-19,Fairway Pointe Dr,Indian Lake,Fairway Pointe Dr,Local,17,0.559969879
600,FY 18-19,Farnham Dr,The Meadow Dr,Dogoon Dr,Local,7,0.493868635
601,FY 18-19,Faywood Way,Oleanda Ave,Schneiter Ave,Local,3,0.544893018
602,FY 18-19,Feyhurst Dr (FY 19),Greenwood Rd,Dead End,Local,12,1.725529719
603,FY 18-19,Florence Ave,Warren Ave,5th St,Pvmt Rehab,15,0.939098569
604,FY 18-19,Fontendleau Way,Timberline,Glaser,,22,0.342353483
605,FY 18-19,Fordham Ln,Cove Dr,Cedar Hollow Dr,Local,23,0.343756329
606,FY 18-19,Gable Rd,Pinecroft Dr,Dead End,Local,24,0.112693776
607,FY 18-19,Garland Ave,Cecil Ave,Southwestern Pkwy,Primary Collector,1,0.739360832
608,FY 18-19,Garland Ave,Cecil Ave,Southwestern Pkwy,Primary Collector,5,0.739360832
609,FY 18-19,Gaywood Dr,Stonestreet Rd,Nanka Rd,,25,0.500084391
610,FY 18-19,Girard Dr,Norton Ave,Loretta St,Local,21,0.328704786
611,FY 18-19,Grassy Ct,Riveroaks Cir,Dead End,Local,17,0.063488354
612,FY 18-19,Greenridge Ln,Jarvis Ln,Riverwood Dr,Local,9,1.295912207
613,FY 18-19,Greenspur Ln,Greenridge Ln,Dead End,Local,9,0.081096959
614,FY 18-19,Harbortown Rd,River Rd,Dead End,Local,16,0.45638032
615,FY 18-19,Hartwell Ct,Dead end,Dead End,Local,21,0.403683363
616,FY 18-19,Henrietta Ave,Essex Rd,Dead End,,26,0.163054062
617,FY 18-19,Herrington Ct,Rochelle Rd,Dead End,Local,23,0.109759874
618,FY 18-19,Herron Ct,Leonard Way,New Maple Rd,Local,24,0.303096518
619,FY 18-19,Highcrest Ave,Nordic Dr,Dead End,,25,0.406783127
620,FY 18-19,Hornbeam Ln,Madrone Ave,Aspen Ave,Pvmt Rehab,14,0.347011244
621,FY 18-19,Howell Way,Cherry Ridge Dr,Dead End,Local,22,0.080534133
622,FY 18-19,Hubbard Ct,Dead end,Elmwood Ave,Local,7,0.115324193
623,FY 18-19,Hudson Ave,S 35th St,S 36th St,Local,1,0.226163953
624,FY 18-19,Hudson Lake Dr,Hudson Ln,Lake Superior Dr,Local,22,0.129270858
625,FY 18-19,Hudson Ln,Bardstown Rd,Hudson Lake Dr,Local,22,0.50416101
626,FY 18-19,Hudson View Ct,Saratoga Woods Dr,Dead End,Local,20,0.215827621
627,FY 18-19,Idlewylde Dr,Brownsboro Rd,Calvin Ave,Local,9,0.28091
628,FY 18-19,Ilex Ave,Shasta Trl,Kilmer Blvd,Local,2,0.475253824
629,FY 18-19,Independence Cove,Sam Dr,Dead End,,13,0.153235439
630,FY 18-19,Indian Lake Dr,Indian Legends,Westport Rd,Local,17,0.612065384
631,FY 18-19,Ivory Ct,Pinecroft Dr,Dead End,Local,24,0.108783205
632,FY 18-19,Jasper Ct,Jasper Dr,Dead End,,25,0.078922256
633,FY 18-19,Jasper Dr,Marseille Dr,Dead End,,25,0.131618239
634,FY 18-19,Jerry Ln,Madrone Ave,Aspen Ave,Pvmt Rehab,14,0.332648464
635,FY 18-19,Kenhurst Dr,Fenske Ln,Dead End,Local,12,0.552764145
636,FY 18-19,Camden Ave,Taylor Blvd,Parthenia Ave,Local,15,1.106262496
637,FY 18-19,Lake Superior Ct,Lake Superior Dr,Dead End,Local,22,0.061814482
638,FY 18-19,Cape Ct,Sunday Dr,Dead End,Local,2,0.106381943
639,FY 17-18,Halstead Ave,Park Brook Ln,Marigold Ave,Local,21,0.609896968
640,FY 17-18,Sheridan Rd,Arden,Dead End,Local,26,0.30766786
641,FY 18-19,Lake Superior Dr,Dead end,Dead End,Local,22,0.437071551
642,FY 18-19,Carlisle Ave,Taylor Blvd,Parthenia Ave,Local,15,1.020947262
643,FY 17-18,Hardwood Forest Dr,Section 1,,Local,25,2.026904317
644,FY 17-18,Silver Run Way,Hite Creek Rd,Silverton Ln,Pvmt Rehab,17,0.13760248
645,FY 18-19,Lakegreen Ct,Cedar Lake Dr,Dead End,Local,22,0.097747721
646,FY 18-19,Carnae Ct,Flintlock Dr,Donald Dr,Local,12,0.46600322
647,FY 17-18,Hathaway,Taylor Blvd,Warren Ave,Local,15,0.654252283
648,FY 17-18,Silver Wing Blvd,Ballardsville Rd,Silverton Ln,Pvmt Rehab,17,0.341736068
649,FY 18-19,Landmark Dr,Aiken Rd,Landmark Dr,Local,19,1.41048986
650,FY 18-19,Carpenter Dr,Dead end,Dead End,Local,24,0.350354444
651,FY 17-18,Hayward Rd,Brownsboro Rd,Maria Ave,Pvmt Rehab,7,0.86454766
652,FY 17-18,Heather Ln,Bardstwon Rd,Goldsmith Ln,Local,26,0.795584537
653,FY 17-18,High Pine Dr,Stephan Ln,Pikes Peak Blvd,Local,12,0.824333878
654,FY 17-18,High School Dr,Preston Highway,Final Dr,Local,24,0.611072569
655,FY 17-18,Hite Creek Rd,Silver Wing Blvd,Accomack Dr,Pvmt Rehab,17,0.764369941
656,FY 17-18,Hopedale Way,Wimstock Ave,Bessels Blvd,Local,14,0.441184101
657,FY 17-18,James R Rd,Fergusson Fife,Sinclair,Local,13,0.547020937
658,FY 17-18,Kaiser Ct,Virginia Ave,Dead End,Local,1,0.244655459
659,FY 17-18,Kemmons Dr,Goldsmith Ln,Dead End,Local,10,0.310473096
660,FY 17-18,Kemo Way,Regal Rd,Dead End,Pvmt Rehab,16,0.112906678
661,FY 17-18,Kensington Place Ln,Schuff Ln,Dead End,Local,10,0.694076899
662,FY 17-18,Kuhn Ln,Tangelo Dr,Dead End,Local,23,0.208674502
663,FY 17-18,Kurtz Ave,Blue Lick Rd,Normie Ln,Local,24,1.060152034
664,FY 17-18,Lake Forest Pkwy,Shelbyville Rd,Arnold Palmer Blvd,Local,19,5.406824019
665,FY 17-18,Lakeland Rd,Sawyer Park Entrance,Freys Hill Rd,Secondary Collector,17,0.563317248
666,FY 17-18,Lakeside Dr,Tyler Ln,Emerson Ave,Local,8,0.326023506
667,FY 17-18,Landside Dr,Woodgate Ln,Graf Dr,Pvmt Rehab,10,0.657706128
668,FY 17-18,Layman Dr,Fegenbush Ln,Dead End,Local,23,0.184428186
669,FY 17-18,Leemont Ct,Leemont Dr,Dead End,Local,14,0.078270937
670,FY 17-18,Leemont Dr,Deering,Vevia PL,Local,14,1.34469697
671,FY 17-18,Lexington Rd,Grinstead Dr,Payne St,Minor Arterial,"8,9",4.029566859
672,FY 17-18,Lexington Rd,Payne St,Cooper St,Minor Arterial,9,1.745942948
673,FY 17-18,Lidcomb Ave,Hopedale Way,Wimstock Ave,Local,14,0.21814355
674,FY 17-18,Long Barn Ct,Bohannon Station Rd,Dead End,Local,22,0.258426084
675,FY 17-18,Long Home Rd,Bardstown Rd,Dead End,Local,22,0.800142361
676,FY 17-18,Lorenzo Ln,Fegenbush Ln,Dead End,Local,23,0.712138076
677,FY 17-18,Mac Donald Rd,Gary Way,Rosshire Dr,Local,13,0.538527397
678,FY 17-18,Mae Ct,3rd Street Rd,Dead End,Local,25,0.166752283
679,FY 17-18,Manner Dale Dr,Pomeroy Dr,Breckenridge Ln,Pvmt Rehab,10,0.634858863
680,FY 17-18,Manner Gate Dr,Pomeroy Dr,Breckenridge Ln,Pvmt Rehab,10,0.467955454
681,FY 17-18,Maple Rd,New Maple,Dead End,Local,23,0.53386422
682,FY 17-18,Marigold Ave,Norton Ave,Loretta St,Local,21,0.288491724
683,FY 17-18,Marigold Ct,Marigold Ave,Dead End,Local,21,0.143689679
684,FY 17-18,Mary Sue Dr,Beulah Church Rd,La Fon Ave,Local,23,1.025731631
685,FY 17-18,Mayfair Ln,423 Mayfair,Basswood,Local,9,0.272883377
686,FY 17-18,Mid Dr,Valley Farms Blvd,Dead End,Local,25,0.884464184
687,FY 17-18,Silverton Ln,Silver Wing Blvd,Dead End,Pvmt Rehab,17,0.184075342
688,FY 18-19,Lantern Dr,Old Ironsides Dr,Dead End,Local,23,0.077899821
689,FY 18-19,Carriage View Way,Saratoga Hill Rd,Dead End,Local,20,0.133007452
690,FY 17-18,Silverton Ln,Silver Wing Blvd,Hite Creek Rd,Pvmt Rehab,17,0.37953378
691,FY 18-19,Leisure Ln,Morrison Rd,Lacewood,Local,23,0.789498455
692,FY 18-19,Castlewood Ave,Baxter Ave,Barret Ave,Minor Arterial,8,1.404063125
693,FY 17-18,Six Mile Ln,Gleeson,Green Garden,Primary Collector,11,0.085438071
694,FY 18-19,Lesane Dr,Kenny Blvd,Scottsdale Blvd,Pvmt Rehab,13,0.534863416
695,FY 18-19,Cedar Hollow Dr,Bleemel Dr,7505 Cedar Hollow Dr,Local,23,0.944865753
696,FY 17-18,Six Mile Ln,Lantern Lite,Raintree,Primary Collector,11,0.246714793
697,FY 18-19,Lime Kiln Ln,I-71 Overpass,Brownsboro Rd,Local,16,0.268997819
698,FY 18-19,Cedar Lake Dr,Longlake Dr,Blackhorse Dr,Local,22,0.316281063
699,FY 17-18,Six Mile Ln,Old Six Mile Ln,Lantern Lite,Primary Collector,11,0.087335253
700,FY 18-19,Lindsay Ave,Brownsboro Rd,N Hite,Local,9,0.915744852
701,FY 18-19,Cherry Ridge Dr,Howell Way,Dead End,Local,22,0.251261977
702,FY 17-18,Six Mile Ln,Raintree,Gleeson,Primary Collector,11,0.130111042
703,FY 18-19,Lindsay Ave,N Birchwood,Country Club,Local,9,0.110763808
704,FY 18-19,Littleridge Dr,Cinderella Ln,5504 Littleridge Dr,Local,24,0.881764301
705,FY 18-19,Longfield Ave,S 4th St,Taylor Blvd,Primary Collector,15,2.366044442
706,FY 18-19,Longlake Ct,Holly Lake Dr,Dead End,Local,22,0.03141505
707,FY 18-19,Lotus Ave,Alder Ave,Hindman Richardson Connector,Local,21,0.500376516
708,FY 18-19,Louis Coleman Jr Dr,W Kentucky St,Dumesnil St,Local,1,1.142696243
709,FY 18-19,Mackie Ln,Mackie Ct,Dead End,Local,13,1.68686609
710,FY 18-19,Madrone Ave,W Pages Ln,Maryman Rd,Pvmt Rehab,14,0.556334554
711,FY 18-19,Magazine St,S 29th St,S 31st St,Local,5,0.56304043
712,FY 18-19,Maiden Ct,Midnight Ln,Dead End,Local,24,0.156613695
713,FY 18-19,Maiden Pl,Maiden Ct,Dead End,Local,24,0.058947444
714,FY 18-19,Mamaroneck Rd,Six Mile Ln,Nepperhan Rd,Local,10,0.619806679
715,FY 18-19,Marseille Dr,Stonestreet Rd,Dead End,,25,0.347855158
716,FY 18-19,Mary Ellen Dr,Kenny Blvd,Scottsdale Blvd,Pvmt Rehab,13,0.475075303
717,FY 18-19,Mayfair Ave,River Rd,Transylvania Beach Rd,Local,16,1.300344869
718,FY 18-19,McAtee Ave,S 31st St,Dead End,Local,5,0.144183805
719,FY 18-19,McBroom Dr,Mackie Ln,Dead End,Local,13,0.055880463
720,FY 18-19,McCrea Ln,Kurtz Ave,Sirate Ln,Local,24,0.612389967
721,FY 18-19,McKeever Ln,Kenhurst Dr,Dead End,Local,12,0.188468879
722,FY 18-19,McNeely Lake Dr,Bluegill Blvd,Leisure Ln,Local,23,0.187900859
723,FY 18-19,Mediterranean Ct,Mile of Sunshine Dr,Dead End,Local,2,0.194019241
724,FY 18-19,Melon Ct,Mile of Sunshine Dr,Dead End,Local,2,0.087166654
725,FY 18-19,Midnight Ln,Cinderella Ln,Fairridge Dr,Local,24,0.940049596
726,FY 18-19,Mile of Sunshine Dr,Shepherdsville Rd,Dead End,Local,2,2.024935733
727,FY 18-19,Mix Ave,S 6th St,Davies Ave,Local,6,0.598238166
728,FY 18-19,Mockernut Ln,Poinsettia Dr,Maryman Rd,Pvmt Rehab,14,0.412333489
729,FY 18-19,Mullaney Ct,McCrea Ln,Dead End,Local,24,0.119040664
730,FY 18-19,Musket Dr,Old Ironsides Dr,William Penn Way,Local,23,0.474959103
731,FY 18-19,N 3rd St,W Main St,W River Rd,Minor Arterial,4,0.397813612
732,FY 18-19,N Charlton St,Pope St,Arlington Ave,Local,9,0.230469866
733,FY 18-19,N Clay St,E Main St,E Witherspoon St,Local,4,0.675180468
734,FY 18-19,N Preston St,E Main St,E Witherspoon St,Minor Arterial,4,0.631498143
735,FY 18-19,Nanka Rd,Iron Horse Way,Dead End,,25,1.86028018
736,FY 17-18,Smithton Rd,Santa Paula Ln,Miles Ln,Local,24,1.56181896
737,FY 17-18,South Park Rd,Fairdale Rd,National Turnpike,Secondary Collector,13,3.230544962
738,FY 17-18,Sparky Way,Tangelo Dr,End of Metro,Local,23,0.267929509
739,FY 17-18,Spring Dr,Cherokee Rd,Speed Ave,Primary Collector,8,0.524601105
740,FY 17-18,St. Gabriel Ln,Stonybrook,Cool Brook,Local,22,0.19391799
741,FY 17-18,Standing Oak Dr,E Pages Ln,Paralee Ln,Local,25,0.671561722
742,FY 17-18,Stephan Ln,Manslick Rd,Dead End,Local,12,0.359880915
743,FY 17-18,Stilger Cir,Dixon Park Blvd,Dixon Park Blvd,Local,20,0.58953339
744,FY 17-18,Sulgrave Rd,Cherokee Rd,Spring Valley Ln,Local,8,0.459264088
745,FY 17-18,Summit Ave,Barret Ave,Dead End,Local,8,0.677336291
746,FY 17-18,Tangelo Ct,Tangelo Dr,Dead End,Local,23,0.104712796
747,FY 17-18,Tangelo Dr,Fegenbush Ln,Dead End,Local,23,0.653436333
748,FY 17-18,Tarrence Rd,Billtown,End of metro ROW,Local,20,0.934581258
749,FY 17-18,Tawnywood Ct,Mary Sue Dr,Dead End,Local,23,0.047029693
750,FY 17-18,Terrier Ct,Terrier Ln,Dead End,Local,26,0.0967349
751,FY 17-18,Terrier Ln,Heather Ln,Downing Way,Local,26,1.494174515
752,FY 17-18,Theiler Ln,Smyrna,New Maple,Local,23,0.275948397
753,FY 17-18,Thompson Ave,Mellwood Ave,Dead End,Local,9,0.572511286
754,FY 17-18,Thornbird Ct,Thornwood Rd,Dead End,Local,11,0.103469412
755,FY 17-18,Thornwood Ct,Thornwood Rd,Dead End,Local,11,0.052748158
756,FY 17-18,Thornwood Rd,Summerfield Dr,Thornbird Ct,Local,11,0.463707062
757,FY 17-18,Top Hill Rd,Cross Hill Rd,Lexington Rd,Local,9,0.720319635
758,FY 17-18,Transylvania Ave,River Rd,Dead End,Local,16,0.426852428
759,FY 17-18,Valdosta Ave,Nachand Ln,Verona Way,Local,26,0.330450265
760,FY 17-18,Valley Farms Blvd,Renaissance Valley Way,Dead End,Local,25,0.6267026
761,FY 17-18,Verona Way,End,End,Local,26,0.297987365
762,FY 17-18,Virginia Ave,Dead end,S 45th St,Local,1,1.311262453
763,FY 17-18,Virginia Ave,S 45th St,Southwestern Pkwy,Local,5,0.402366127
764,FY 17-18,W Chestnut St,S 22nd St,S 30th St,Minor Arterial,"4, 5",2.260322618
765,FY 17-18,W Market St,S 22nd St,S 35th St,Minor Arterial,"4, 5",4.542584449
766,FY 17-18,W Muhammad Ali Blvd,S 15th St,Louis Coleman Jr Dr (S 34th St),Minor Arterial,"4, 5",4.999173023
767,FY 17-18,W Muhammad Ali Blvd,S 34th St,S 38th St,Minor Arterial,5,0.695579078
768,FY 17-18,W Muhammad Ali Blvd,S 38th St,Southwestern Pkwy,Primary Collector,5,1.836116192
769,FY 17-18,W Tenny Ave,S 3rd St,Southern Pkwy,Minor Arterial,21,0.623569168
770,FY 17-18,Wallingford Ct,Wallingford Ln,Dead End,Local,26,0.167114207
771,FY 17-18,Wenatchee Pl,Wyandotte Ave,Dead End,Local,3,0.162411789
772,FY 18-19,Chickering Way,Rochelle Rd,Dead End,Local,23,0.163300421
773,FY 18-19,Chippendale Ct,York River Rd,Dead End,,13,0.166981512
774,FY 18-19,Clearlake Pl,Arnold Palmer Blvd,Dead End,Local,19,0.112767781
775,FY 18-19,Cloverport Ct,Cloverport Dr,Dead End,Local,23,0.060843655
776,FY 18-19,Cloverport Dr,Rochelle Rd,Roseborough Rd,Local,23,0.367266495
777,FY 18-19,Club Vista Pl,Landmark Dr,Dead End,Local,19,0.430510114
778,FY 18-19,Combs Ln,Kenhurst Dr,McKeever Ln,Local,12,0.483611825
779,FY 18-19,Connelly Ct,Kenhurst Dr,Dead End,Local,12,0.068454468
780,FY 18-19,Copra Ln,Mile of Sunshine Dr,Acapolca Way,Local,2,0.535253564
