Day,Month,Year,ST_14316495 (mm),ST_06037000 (mm),ST_14338000 (mm)
19,12,1984,0.0,0.0,0.202333332
20,12,1984,0.0,0.494600001,0.242571421
21,12,1984,9.012199879,0.7948,6.91076189
22,12,1984,3.631800056,1.981650007,0.011285714
23,12,1984,0.1676,12.27969992,0.0
24,12,1984,0.334,6.726600051,0.0
25,12,1984,0.0,1.211199996,0.0
26,12,1984,0.0,0.0,0.056904763
27,12,1984,4.060800028,1.416949999,0.683666668
28,12,1984,20.6843998,7.205649924,7.612904753
29,12,1984,4.793000031,5.519700062,3.119190477
30,12,1984,24.65160027,5.903149951,16.15195233
31,12,1984,0.115600001,0.0351,0.120238094
1,1,1985,0.0,0.0004,0.0
2,1,1985,0.0,0.216500001,0.0
3,1,1985,0.0,0.0,0.0
4,1,1985,0.0,0.0,0.0
5,1,1985,0.0,0.0,0.0
6,1,1985,0.0,0.0,0.0
7,1,1985,0.130199999,1.036400009,0.040619046
8,1,1985,0.0,2.427099997,0.0
9,1,1985,3.067000006,0.03395,0.0
10,1,1985,0.0,0.0,0.0
11,1,1985,0.0,3.148750019,0.0
12,1,1985,0.0,0.0,0.0
13,1,1985,0.0,0.0,0.0
14,1,1985,0.0,0.891999996,0.0
15,1,1985,0.015199999,0.623250008,0.0
16,1,1985,0.0,1.897249985,0.0
17,1,1985,0.0,0.0,0.0
18,1,1985,0.0,7.940850043,0.0
19,1,1985,0.0,0.382499996,0.0
20,1,1985,0.300800008,4.524149966,0.0
21,1,1985,0.0,0.695799996,0.0
22,1,1985,0.0,0.857599991,0.0
23,1,1985,0.0,1.287849998,0.0
24,1,1985,0.0,0.0,0.0
25,1,1985,0.0,0.0,0.0
26,1,1985,0.0,0.0,0.0
27,1,1985,0.0,0.0,0.0
28,1,1985,3.156599998,0.274150002,6.632333347
29,1,1985,3.753999996,0.60585,2.699190463
30,1,1985,1.423799998,1.529200003,0.983190474
31,1,1985,7.04100008,0.090899999,4.065476213
1,2,1985,2.468599987,1.742499998,3.688476211
2,2,1985,17.88139954,0.0,13.03047621
3,2,1985,9.993000031,0.161399998,9.546952475
4,2,1985,0.0,0.0,0.719190468
5,2,1985,1.086600006,1.529900008,0.3162381
6,2,1985,3.835200071,1.773199987,1.829571415
7,2,1985,15.68880024,2.928149974,7.045428503
8,2,1985,27.93139992,8.097600031,19.44676199
9,2,1985,14.99779987,9.157500052,9.988095261
10,2,1985,8.334599972,3.047350001,5.351714259
11,2,1985,8.264400005,0.573699995,1.503619052
12,2,1985,30.85060043,4.207200027,19.12752369
13,2,1985,5.449600029,0.898800002,4.191523858
14,2,1985,0.0,0.0,0.0
15,2,1985,2.011999989,0.0,1.539904759
16,2,1985,1.329999995,0.0,0.0
17,2,1985,0.0,0.0,0.0
18,2,1985,0.0,0.0,0.0
19,2,1985,0.0,0.859849991,0.001
20,2,1985,17.97679977,1.955250013,10.17938105
21,2,1985,1.1102,0.423000001,0.583999996
22,2,1985,3.252399945,3.726100016,0.397095234
23,2,1985,0.357000003,1.118100001,0.0
24,2,1985,0.0,0.0405,0.0
25,2,1985,2.513600039,5.166050005,0.0
26,2,1985,0.0,0.45545,0.0
27,2,1985,0.0,0.0,0.0
28,2,1985,0.0,0.595200004,0.0
1,3,1985,1.532600021,2.123750013,0.818809525
2,3,1985,11.92299995,10.20355,5.885476203
3,3,1985,1.194400012,10.10534997,0.029761905
4,3,1985,9.136200142,0.494800001,8.057809512
5,3,1985,5.074599934,0.940400004,2.845333315
6,3,1985,2.101200008,2.295200002,4.561666648
7,3,1985,0.0068,3.983500004,0.388809526
8,3,1985,1.515200019,1.003099989,5.387095247
9,3,1985,0.0,0.00485,0.0
10,3,1985,0.0,0.0257,0.0
11,3,1985,0.0,0.987199992,0.13709524
12,3,1985,0.0,0.0,0.0
13,3,1985,0.0,0.0,0.0
14,3,1985,0.0,0.0046,0.0
15,3,1985,0.0,0.0,0.0
16,3,1985,0.0,0.0,0.0
17,3,1985,0.0,0.0,0.0
18,3,1985,0.0,0.0,0.0
19,3,1985,0.0,0.0,0.0
20,3,1985,0.367400005,0.0,2.382476194
21,3,1985,12.89619999,0.0,4.68766666
22,3,1985,4.949399948,1.263550002,1.267142852
23,3,1985,16.81519985,4.054149997,10.66680945
24,3,1985,24.12879982,0.422750001,10.9619523
25,3,1985,14.8593998,2.727450013,8.175190426
26,3,1985,5.943400097,7.463750029,8.747333277
27,3,1985,26.02659988,7.96929996,24.20338095
28,3,1985,11.2302,6.285450006,13.39652388
29,3,1985,9.141600037,0.125849998,12.90066669
30,3,1985,3.996999931,2.373799998,2.473952373
31,3,1985,3.63119998,5.213199973,2.697190478
1,4,1985,0.107799999,0.0,0.0
2,4,1985,0.0,0.05195,0.0
3,4,1985,0.0,0.0,0.0
4,4,1985,0.0,3.687150002,0.0
5,4,1985,0.0,1.473949993,0.0
6,4,1985,0.0,0.087499999,0.0
7,4,1985,0.0,0.0,0.0
8,4,1985,0.0,0.0,0.0
9,4,1985,0.0,1.252299994,0.0
10,4,1985,0.0,0.0101,0.0
11,4,1985,0.88980003,0.0,0.0
12,4,1985,0.0,5.273849964,0.0
13,4,1985,0.0,0.0,0.0
14,4,1985,0.0,0.0,0.0
15,4,1985,0.0,0.0,0.0
16,4,1985,1.081800008,0.0,0.0
17,4,1985,0.047,0.0,0.0
18,4,1985,0.0,0.0,0.0
19,4,1985,22.09959984,0.090649999,16.711238
20,4,1985,7.701200104,0.812950004,5.966000001
21,4,1985,6.97159996,4.96420002,6.10685713
22,4,1985,20.19379997,6.477950001,15.8465236
23,4,1985,12.61079998,3.395100009,7.619761864
24,4,1985,6.487999916,6.505399966,2.218904768
25,4,1985,9.581000042,0.517400002,1.77666665
26,4,1985,0.0,0.0204,0.0
27,4,1985,0.0,0.0,0.0
28,4,1985,0.0,0.0,0.0
29,4,1985,0.0,0.0,0.0
30,4,1985,0.0,0.0,0.0
1,5,1985,0.0,0.0,0.0
2,5,1985,0.0,0.0,0.0
3,5,1985,2.462599993,2.236749983,1.174952374
4,5,1985,6.104199982,3.241049969,3.656666642
5,5,1985,0.0,0.00285,0.0
6,5,1985,0.0,0.0,0.0
7,5,1985,0.479599988,0.0,0.74238095
8,5,1985,0.0,0.0,0.0
9,5,1985,0.0,0.0,0.0
10,5,1985,0.0,1.965549994,0.0
11,5,1985,7.500800037,8.007799959,2.627999993
12,5,1985,0.0,11.18559995,0.0
13,5,1985,0.0,0.0,0.0
14,5,1985,4.539199972,0.0,0.563190475
15,5,1985,0.017199999,0.0,0.0
16,5,1985,0.0,0.0,0.0
17,5,1985,0.033400001,0.0,0.750571421
18,5,1985,0.0,0.248499999,0.0
19,5,1985,0.0,0.0,0.0
20,5,1985,0.0,0.0,0.0
21,5,1985,0.0,0.0008,0.0
22,5,1985,0.0,0.0,0.0
23,5,1985,0.0,0.0,0.0
24,5,1985,5.525399971,0.0,2.27552381
25,5,1985,0.0,1.12785,0.017714286
26,5,1985,0.0,6.036849928,0.0
27,5,1985,0.0,6.529949975,0.0
28,5,1985,0.611399996,4.417449963,1.459333323
29,5,1985,10.40979996,7.500000024,12.72804764
30,5,1985,2.183999991,1.526150006,0.667952383
31,5,1985,8.934399986,3.253500009,11.21942861
1,6,1985,3.856999922,0.625749995,2.565761873
2,6,1985,6.178000069,2.777849993,5.289571376
3,6,1985,0.0,0.0155,0.0
4,6,1985,3.77579999,0.151899998,5.342761925
5,6,1985,4.162400007,0.874950005,0.163857143
6,6,1985,14.75200005,4.088999987,7.098476206
7,6,1985,13.44559994,0.173550002,1.455952378
8,6,1985,20.85419979,0.0075,8.876476152
9,6,1985,0.0,0.00055,0.0
10,6,1985,0.0,0.0625,0.0
11,6,1985,0.0,0.0,0.0
12,6,1985,0.0,0.0,0.0
13,6,1985,0.0,0.0,0.0
14,6,1985,0.0,0.0,0.0
15,6,1985,0.0,0.0,0.0
16,6,1985,0.0,0.0,0.0
17,6,1985,0.0,0.0,0.0
18,6,1985,0.0,0.0,0.0
19,6,1985,0.0,0.0,0.0
20,6,1985,0.0,0.0,0.0
21,6,1985,0.0,0.529749998,0.0
22,6,1985,0.0,0.0,0.0
23,6,1985,0.0,0.0,0.0
24,6,1985,0.0,3.775950003,0.0
25,6,1985,0.0,6.710949922,0.0
26,6,1985,0.0,6.514999986,0.0
27,6,1985,0.0,0.00055,0.0
28,6,1985,0.0,0.0,0.0
29,6,1985,0.0,0.0,0.0
30,6,1985,0.0,0.142699999,0.0
1,7,1985,0.0,0.0,0.0
2,7,1985,0.0,0.0122,0.0
3,7,1985,0.0,0.0,0.0
4,7,1985,0.0,0.0,0.0
5,7,1985,0.0,0.0,0.0
6,7,1985,0.0,0.0,0.0
7,7,1985,0.0,0.00015,0.0
8,7,1985,0.0,0.3596,0.0
9,7,1985,0.0,0.00675,0.0
10,7,1985,0.0,0.0,0.0
11,7,1985,0.0,0.500849997,0.0
12,7,1985,0.0,0.909999993,0.0
13,7,1985,0.0,4.436599982,0.0
14,7,1985,0.0,1.369999999,0.0
15,7,1985,0.0,0.0002,0.0
16,7,1985,0.0,0.0,0.0
17,7,1985,0.0,2.074200004,0.0
18,7,1985,0.0,8.41680007,0.0
19,7,1985,0.0,2.612700003,0.0
20,7,1985,0.0,0.0,0.0
21,7,1985,0.0,0.033250001,0.0
22,7,1985,0.0,0.0,0.0
23,7,1985,0.0,7.410200012,0.0
24,7,1985,0.0,10.44505005,0.0
25,7,1985,0.0,1.519599996,0.0
26,7,1985,0.0,0.0,0.0
27,7,1985,0.0,0.0,0.0
28,7,1985,0.0,0.456099999,0.0
29,7,1985,0.794000006,2.909899992,1.524523803
30,7,1985,3.694000006,6.522650027,2.307571422
31,7,1985,6.235599995,22.39205008,5.187095316
1,8,1985,19.59360027,3.037950021,4.204761928
2,8,1985,1.8898,0.0,0.63138095
3,8,1985,0.0,5.97305001,0.0
4,8,1985,0.0,0.260650003,0.0
5,8,1985,0.0,0.0,0.0
6,8,1985,0.0,1.376749984,0.0
7,8,1985,0.0,0.274799997,0.0
8,8,1985,3.509200048,0.0,0.0
9,8,1985,0.0,0.0,0.0
10,8,1985,0.0,0.0,0.0
11,8,1985,0.0,1.491899998,0.0
12,8,1985,0.0,1.003199996,0.0
13,8,1985,0.0,6.89374994,0.0
14,8,1985,0.0,0.0,0.0
15,8,1985,0.0,0.0,0.0
16,8,1985,0.0,0.0,0.0
17,8,1985,0.0,0.0,0.0
18,8,1985,0.634200007,0.0,4.486428562
19,8,1985,3.76079998,0.321949998,0.526714286
20,8,1985,0.0,1.738699997,0.0
21,8,1985,0.0,0.0,0.0
22,8,1985,0.0,0.0,0.0
23,8,1985,0.0,0.039299999,0.0
24,8,1985,0.0,0.0,0.0
25,8,1985,0.0,0.0,0.0
26,8,1985,0.0,0.0,0.0
27,8,1985,0.0,0.0,0.0
28,8,1985,0.0,0.0,0.0
29,8,1985,0.0,0.545800001,0.0
30,8,1985,0.0,0.913799991,0.0
31,8,1985,0.0,2.287000006,0.0
1,9,1985,0.0,2.972600007,0.0
2,9,1985,9.099800014,6.717900014,4.663952396
3,9,1985,3.745399952,3.32609998,1.463095248
4,9,1985,0.0,0.0,0.0
5,9,1985,0.594399983,0.0,0.0
6,9,1985,2.89380002,0.0,0.698761909
7,9,1985,7.155000114,0.04275,3.498904773
8,9,1985,2.232799983,0.0606,3.341761884
9,9,1985,2.582200015,7.531850028,6.084380979
10,9,1985,8.328199959,2.427049989,6.066999935
11,9,1985,0.499400003,0.0127,1.083428567
12,9,1985,0.763399994,12.72564998,0.795142855
13,9,1985,3.355800009,17.91985006,0.86909524
14,9,1985,11.47420006,0.086200001,9.448666709
15,9,1985,9.051000023,0.0,6.169857139
16,9,1985,3.099599981,0.0,0.603428576
17,9,1985,10.98179979,0.0,5.541952428
18,9,1985,7.966200066,7.991800046,1.550523812
19,9,1985,0.671800005,6.043399978,0.0
20,9,1985,0.0,3.869899976,0.0
21,9,1985,0.0,0.977199998,0.0
22,9,1985,0.0,1.23465,0.0
23,9,1985,0.0,0.4509,0.0
24,9,1985,0.0,0.254899999,0.0
25,9,1985,0.0,2.536749983,0.0
26,9,1985,0.0,0.871549994,0.0
27,9,1985,0.0,0.00115,0.0
28,9,1985,0.0,0.993099991,0.0
29,9,1985,0.0,0.02065,0.0
30,9,1985,0.0,0.0,0.0
1,10,1985,0.0,0.0,0.0
2,10,1985,0.0,0.0,0.0
3,10,1985,0.0,0.0011,0.0
4,10,1985,0.0,1.995000011,0.0
5,10,1985,0.0,0.0,0.0
6,10,1985,0.724799997,0.0,0.0
7,10,1985,1.458200026,6.206099987,0.492857144
8,10,1985,0.232400004,12.04020009,0.0
9,10,1985,0.0,2.882649982,0.0
10,10,1985,0.55600001,0.252400002,0.0
11,10,1985,5.046800041,5e-05,7.910380999
12,10,1985,10.579,0.27755,4.253190483
13,10,1985,0.381599996,0.662100001,0.0
14,10,1985,0.0,0.0,0.0
15,10,1985,0.0184,0.0,0.0
16,10,1985,0.0,0.0,0.049238094
17,10,1985,0.036199999,0.0981,0.0
18,10,1985,0.0,0.0,0.0
19,10,1985,0.0,0.0,0.0
20,10,1985,0.0,0.071399998,0.000380952
21,10,1985,13.85100002,0.0,15.96809514
22,10,1985,13.93839989,2.287599981,12.23180948
23,10,1985,61.64039917,5.097650003,51.74509503
24,10,1985,23.10419998,2.73655003,6.644952468
25,10,1985,7.947400093,1.383550015,4.776571444
26,10,1985,7.664600086,0.0,2.272380937
27,10,1985,0.779199988,0.0,0.0
28,10,1985,13.72140026,0.0,6.578000023
29,10,1985,0.546599985,0.0006,0.0
30,10,1985,0.0,0.243949999,0.0
31,10,1985,4.0546,0.0,2.608761929
1,11,1985,1.162200034,2.017699999,0.297142859
2,11,1985,0.684399992,3.645700026,0.0
3,11,1985,0.0,0.0,0.0
4,11,1985,0.2032,2.928249985,0.0
5,11,1985,9.535000038,1.766200006,4.474000011
6,11,1985,1.034999996,2.259050035,0.0
7,11,1985,1.256199995,2.572000003,0.02395238
8,11,1985,11.85380001,11.75150003,6.90400001
9,11,1985,18.28899994,11.7730001,15.06666676
10,11,1985,19.28939991,2.266650021,18.5732856
11,11,1985,3.027600002,5.759600067,2.703142881
12,11,1985,0.0,2.3463,0.042
13,11,1985,0.0,0.0,0.0
14,11,1985,0.0006,0.0,0.019190476
15,11,1985,3.396600008,0.0,2.426761917
16,11,1985,15.06920013,0.735000007,15.08028566
17,11,1985,12.49860001,1.057050005,8.35171427
18,11,1985,21.33040028,2.934750009,15.44999999
19,11,1985,3.736800051,2.48105002,1.865047619
20,11,1985,14.99519997,1.767250007,6.692809514
21,11,1985,14.0619997,2.732499987,7.458190464
22,11,1985,17.99700031,1.942650002,11.60114288
23,11,1985,4.878399992,1.191099997,1.508047628
24,11,1985,0.0,0.158299998,2.625809533
25,11,1985,0.240200002,17.79399977,2.268476214
26,11,1985,0.0,3.321199989,0.0
27,11,1985,0.0,0.0,0.060380951
28,11,1985,12.6328001,0.131650001,18.13452366
29,11,1985,11.31259995,6.077599978,13.55904765
30,11,1985,0.449200006,9.381299996,3.792999989
1,12,1985,6.992399979,2.06510002,7.039000023
2,12,1985,20.15680008,2.880600029,17.62819068
3,12,1985,32.10060005,7.73499999,19.45338113
4,12,1985,8.930800152,17.84844985,2.866380953
5,12,1985,3.59380002,0.00385,4.102428595
6,12,1985,11.87740002,0.0,9.10357146
7,12,1985,16.90939999,1.562400013,10.4273334
8,12,1985,10.85720015,0.00565,8.88585706
9,12,1985,1.940400028,0.0,3.479761924
10,12,1985,0.0,0.117749999,0.0
11,12,1985,0.0,0.0125,0.0
12,12,1985,0.0,1.917249995,0.0
13,12,1985,0.0,1.365649998,0.0
14,12,1985,0.0,1.599750012,0.0
15,12,1985,0.0,1.549049997,0.0
16,12,1985,0.0,1.811449999,0.0
17,12,1985,0.0,1.127950003,0.0
18,12,1985,0.0,0.041150001,0.0
19,12,1985,0.0,0.0,0.0
20,12,1985,0.0,0.0,0.0
21,12,1985,0.0,0.869699993,0.0
22,12,1985,0.0,0.566699993,0.0
23,12,1985,0.0,0.0,0.0
24,12,1985,0.0,0.01535,0.0
25,12,1985,0.0,0.0,0.0
26,12,1985,0.0,0.0,0.0
27,12,1985,0.0,0.0,0.0
28,12,1985,0.0,0.0,0.0
29,12,1985,0.0,0.0,0.0
30,12,1985,0.0,0.0,0.0
31,12,1985,0.0,0.0,0.0
1,1,1986,14.01599998,0.798099995,10.44219049
2,1,1986,11.61140003,8.277649999,7.488809529
3,1,1986,11.04540005,5.262350011,8.727809497
4,1,1986,0.0,1.884600031,0.51090476
5,1,1986,7.862000084,0.3044,4.564142874
6,1,1986,10.75620003,2.362549984,6.15361904
7,1,1986,0.77260001,0.570750005,1.110619058
8,1,1986,3.763000011,0.0,3.3856667
9,1,1986,19.10379982,0.687650008,9.934142907
10,1,1986,3.233799982,0.0,1.868380967
11,1,1986,2.500599957,0.0,0.024047619
12,1,1986,0.0,0.0,0.008428571
13,1,1986,0.0,0.0,0.336714286
14,1,1986,0.168800003,0.0,0.360761907
15,1,1986,2.936199999,0.0,2.844047645
16,1,1986,13.7960001,3.759500015,15.72571437
17,1,1986,42.78419952,6.834600067,36.65680967
18,1,1986,6.529399967,4.557149971,7.902142888
19,1,1986,7.06420002,2.321350026,4.759666642
20,1,1986,11.32740021,0.560900001,7.301666668
21,1,1986,4.562599981,8.317999935,0.0
22,1,1986,5.899000072,0.217349999,4.008857125
23,1,1986,18.27980042,1.897250009,14.82080946
24,1,1986,12.42979994,1.981950008,7.949904669
25,1,1986,0.102,0.0431,0.44738096
26,1,1986,0.0,0.0,0.0
27,1,1986,1.123800015,0.0,0.7032381
28,1,1986,2.871399975,0.58105,6.00814288
29,1,1986,3.710599995,0.0,4.876095238
30,1,1986,6.587399864,3.92105,7.485619068
31,1,1986,1.725600004,2.271999997,1.503428549
1,2,1986,4.538599968,0.822400006,4.776523772
2,2,1986,6.288000107,1.694649988,12.1682856
3,2,1986,11.63260002,2.967749989,10.93442844
4,2,1986,11.12660007,2.94345001,11.10780957
5,2,1986,12.65640011,0.153349999,12.21152392
6,2,1986,5.485200024,1.679100013,3.206047626
7,2,1986,0.0,0.024,0.0
8,2,1986,0.0,1.058500001,0.162952382
9,2,1986,0.543199995,0.0,0.003476191
10,2,1986,0.0,0.01225,0.0
11,2,1986,0.0,0.084950002,0.008047619
12,2,1986,3.686999989,0.427700001,4.459190494
13,2,1986,19.76380005,7.663350034,23.13761911
14,2,1986,18.16740017,8.143450046,8.582238084
15,2,1986,8.397000027,19.01120024,9.387285732
16,2,1986,15.40860023,10.41754997,13.35047613
17,2,1986,27.01919975,7.284650016,20.68590491
18,2,1986,55.92480011,11.97435002,53.70419003
19,2,1986,32.98919983,21.22185001,35.85414296
20,2,1986,10.13000011,10.54015002,24.13780939
21,2,1986,19.39599991,1.267100016,15.12114298
22,2,1986,38.90939941,5.877999949,30.13023812
23,2,1986,59.04660034,7.437450004,43.44557126
24,2,1986,32.04039993,3.790199995,5.26685717
25,2,1986,11.20539989,6.701350081,0.138047619
26,2,1986,1.4028,0.0073,3.880523801
27,2,1986,0.0,0.0,0.0
28,2,1986,0.0,0.0,0.356857144
1,3,1986,0.0,0.0,0.0
2,3,1986,0.0,0.0,0.0
3,3,1986,0.0,0.0,0.0
4,3,1986,0.0,0.0,0.478761904
5,3,1986,0.0,0.0,1.751619012
6,3,1986,0.0,0.0,2.47823807
7,3,1986,19.72000046,1.210500001,16.33619036
8,3,1986,33.81659966,10.28129997,34.33952377
9,3,1986,15.82680016,20.1107501,11.52499994
10,3,1986,5.710400057,1.949200012,4.89295238
11,3,1986,5.944799995,8.178299952,9.607380958
12,3,1986,12.95,4.060299957,10.94799995
13,3,1986,4.87059989,1.053449996,6.566857179
14,3,1986,8.454600048,0.059299999,7.95547617
15,3,1986,0.047399999,1.792799985,1.868571437
16,3,1986,1.099400008,0.0,0.028952381
17,3,1986,2.058800006,0.03675,1.728999989
18,3,1986,0.470599994,0.0,0.139857143
19,3,1986,0.0,0.246650002,0.0
20,3,1986,0.0004,0.0,0.0
21,3,1986,1.647799969,0.0,1.238047625
22,3,1986,3.203399968,0.0007,0.003380952
23,3,1986,2.581800008,0.0,1.506809535
24,3,1986,22.40419998,0.0,11.02471438
25,3,1986,1.60419997,4.582250023,0.629142855
26,3,1986,0.0,0.00025,0.245904762
27,3,1986,0.0,0.0,0.0
28,3,1986,0.0,0.0,0.0
29,3,1986,0.0,0.0,0.0
30,3,1986,0.0,0.0,0.0
31,3,1986,2.887799978,0.386149996,0.44061905
1,4,1986,1.563000005,2.590999985,0.287000004
2,4,1986,6.314599991,1.268849993,5.643380937
3,4,1986,0.883799997,0.0,0.006047619
4,4,1986,0.136999997,0.0,0.153238095
5,4,1986,0.159800001,0.0,0.000428571
6,4,1986,0.0,0.0,0.0
7,4,1986,0.0,0.0,0.0
8,4,1986,0.0,2.456650013,0.967142862
9,4,1986,0.0,0.4527,0.137857142
10,4,1986,0.0,1.100100002,0.0
11,4,1986,0.0,8.726300001,0.009095238
12,4,1986,7.804999828,1.3329,4.082619031
13,4,1986,14.83260002,21.19974995,10.00800003
14,4,1986,0.192,1.973900014,0.0
15,4,1986,1.452999997,1.937049994,0.822904763
16,4,1986,8.07680006,1.515750009,3.00914287
17,4,1986,12.50419998,3.988400018,12.79319041
18,4,1986,3.873199987,0.0,1.903095228
19,4,1986,0.0,0.0,4.76e-05
20,4,1986,0.0,0.0,0.0
21,4,1986,0.0,0.0,0.0
22,4,1986,0.055000001,0.0344,0.220000001
23,4,1986,3.234800005,0.29955,1.173000001
24,4,1986,0.0,0.0,0.0
25,4,1986,9.858799934,1.883749989,6.258142869
26,4,1986,10.6144001,8.214899969,6.816523813
27,4,1986,10.21339989,1.649850002,10.79314282
28,4,1986,12.91280003,11.55034995,7.867809568
29,4,1986,12.38980007,4.647500038,3.182190518
30,4,1986,0.911000001,20.99460001,0.959761899
1,5,1986,0.0,1.804049999,0.050761906
2,5,1986,5.42159996,0.05195,9.055285726
3,5,1986,14.13040009,0.0,10.51223814
4,5,1986,4.402200079,0.0,7.124428477
5,5,1986,5.559999943,3.19970001,6.888618991
6,5,1986,11.65,0.0,16.15190456
7,5,1986,2.542999935,3.228599983,2.549428577
8,5,1986,0.364199996,1.66430001,0.099809524
9,5,1986,0.656000005,2.743549997,0.0
10,5,1986,9.352000046,4.41784997,5.277666648
11,5,1986,10.99320011,11.34635005,5.34747621
12,5,1986,2.025200009,8.523449922,0.35928572
13,5,1986,0.0,0.15825,0.661333337
14,5,1986,0.802800012,8.848250055,0.246809523
15,5,1986,0.0,1.041299993,0.0
16,5,1986,0.0,0.068099999,0.0
17,5,1986,0.0,0.0291,0.0
18,5,1986,0.0,0.0,0.0
19,5,1986,0.0,0.0,0.0
20,5,1986,7.603999805,0.0,3.269190487
21,5,1986,11.83899994,1.100500001,7.779666742
22,5,1986,5.549800014,4.314949954,10.93161901
23,5,1986,0.0,3.079899985,0.0
24,5,1986,0.0,0.0,0.0
25,5,1986,0.0,0.0,0.0
26,5,1986,0.0,0.0,0.0
27,5,1986,0.0,0.0,0.0
28,5,1986,0.0,0.0,0.0
29,5,1986,0.0,0.0,0.0
30,5,1986,0.0,0.0,0.930999997
31,5,1986,0.0,0.0,0.274761907
1,6,1986,11.60159993,0.67335001,0.104809524
2,6,1986,0.0,0.0,0.0
3,6,1986,11.11720009,0.722550005,1.811523806
4,6,1986,0.0,1.018399996,0.0
5,6,1986,0.0,0.136400001,0.0
6,6,1986,0.0,1.033599998,0.0
7,6,1986,0.0,2.077099991,0.839190474
8,6,1986,0.621400006,1.248849998,0.0
9,6,1986,0.0,10.34849999,0.0
10,6,1986,0.0,3.588199997,0.0
11,6,1986,0.0,0.173850001,0.0
12,6,1986,0.0,0.1542,0.0
13,6,1986,0.0,0.33465,0.0
14,6,1986,0.373999998,0.0,0.0
15,6,1986,0.014,11.07489991,0.548285714
16,6,1986,0.0,0.0,0.0
17,6,1986,0.0,0.0,0.0
18,6,1986,15.47660007,0.0,7.138809533
19,6,1986,7.803000069,0.0,0.711333336
20,6,1986,0.0,0.0,0.0
21,6,1986,0.0,0.0,0.0
22,6,1986,0.0,0.0,0.0
23,6,1986,0.0,0.0,0.0
24,6,1986,0.0,0.0,0.0
25,6,1986,0.0,0.041649999,0.0
26,6,1986,0.0,3.26099999,0.0
27,6,1986,0.0,0.01405,0.0
28,6,1986,0.0,0.18955,0.0
29,6,1986,0.0,0.744349995,0.080238095
30,6,1986,0.0,0.651850005,0.0
1,7,1986,0.0,0.0,0.0
2,7,1986,0.0,0.0,0.0
3,7,1986,0.0,0.0,0.0
4,7,1986,7.885400009,1.763499999,1.681142882
5,7,1986,8.066600132,0.0,3.018142851
6,7,1986,0.375,1.147800004,0.0
7,7,1986,0.0,1.300800002,0.0
8,7,1986,0.0,0.23355,0.0
9,7,1986,0.0,6.204050016,0.0
10,7,1986,0.0,10.2273,0.0
11,7,1986,1.054199994,7.682350039,0.034428572
12,7,1986,0.0,4.942850065,0.0
13,7,1986,0.0,0.0,0.0
14,7,1986,0.0,0.092850001,0.0
15,7,1986,0.0,0.0,0.0
16,7,1986,0.0,1.2104,0.0
17,7,1986,1.140200007,6.681699967,0.0
18,7,1986,0.0,0.0,0.0
19,7,1986,0.0,0.595500002,0.0
20,7,1986,0.0,0.0,0.0
21,7,1986,0.0,0.0,0.0
22,7,1986,0.0,1.0312,0.0
23,7,1986,0.0,2.612600017,0.0
24,7,1986,0.0,1.007350002,0.117285715
25,7,1986,0.0,6.465499961,0.0
26,7,1986,0.0,9.79054997,0.0
27,7,1986,0.0,8.161200023,0.0
28,7,1986,0.0,2.42559998,0.0
29,7,1986,0.0,1.306200001,0.0
30,7,1986,0.0,1.083599997,0.0
31,7,1986,0.0,2.83295002,0.0
1,8,1986,0.0,0.1905,0.0
2,8,1986,6.625999975,0.0,0.126190473
3,8,1986,0.0,0.01395,0.0
4,8,1986,0.0,0.0405,0.0
5,8,1986,0.0,0.0,0.0
6,8,1986,0.0,0.0,0.0
7,8,1986,0.0,0.0,1.659666663
8,8,1986,0.0,0.0,0.0
9,8,1986,0.0,0.0,0.0
10,8,1986,0.0,0.0,0.0
11,8,1986,0.0,0.461450003,0.0
12,8,1986,0.0,0.185050001,0.0
13,8,1986,0.0,0.571499997,0.0
14,8,1986,0.0,0.0,0.0
15,8,1986,0.0,0.0,0.0
16,8,1986,0.0,1.834050018,0.0
17,8,1986,0.0,0.0,0.0
18,8,1986,0.0,0.0,0.0
19,8,1986,0.0,0.0,0.0
20,8,1986,0.0,1.46014998,0.0
21,8,1986,0.0,2.078499997,1.061952386
22,8,1986,0.0,26.17669983,0.0
23,8,1986,0.0,0.0935,0.0
24,8,1986,0.0,0.973099995,0.0
25,8,1986,0.0,0.99615,0.0
26,8,1986,0.0,7.389450026,0.0
27,8,1986,0.0,0.0,0.0
28,8,1986,0.0,0.0,0.0
29,8,1986,0.777599994,0.184449995,0.0
30,8,1986,0.0,0.3402,0.0
31,8,1986,0.0,6.197700024,0.0
1,9,1986,0.0,2.179799992,0.0
2,9,1986,0.0,0.558849996,0.0
3,9,1986,0.0,0.451999998,0.0
4,9,1986,0.0,0.0,0.0
5,9,1986,0.0,0.432349999,0.0
6,9,1986,0.0,0.0,0.0
7,9,1986,0.0,0.0,0.0
8,9,1986,0.0,0.0,0.0
9,9,1986,0.0,2.528999984,0.0
10,9,1986,0.062400001,0.172800001,0.0
11,9,1986,0.0,0.00075,0.0
12,9,1986,0.0,0.0,0.0
13,9,1986,0.0,0.00085,0.0
14,9,1986,0.0,1.589800006,0.0
15,9,1986,4.337199974,2.31589998,2.03866668
16,9,1986,4.063000059,0.052699999,3.066619056
17,9,1986,11.8882,2.182700002,12.94428567
