GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY,PLAYER_ID,PLAYER_NAME,START_POSITION,COMMENT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TOV,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,E_USG_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE
21900801,1610612756,PHX,Phoenix,1628969,Mikal Bridges,F,,3:33,115.7,111.1,219.1,212.5,-103.3,-101.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,0.222,0.231,110.87,114.93,95.77,9,-0.042
21900801,1610612756,PHX,Phoenix,1629661,Cameron Johnson,F,,3:39,128.6,128.6,122.0,125.0,6.6,3.6,0.5,0.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0.143,99.95,98.63,82.19,7,0.125
21900801,1610612756,PHX,Phoenix,1627767,Cheick Diallo,C,,7:12,121.5,118.8,169.2,168.8,-47.7,-50.0,0.25,0.0,33.3,0.0,0.2,0.111,0.0,1.0,1.0,0.125,0.128,105.33,106.67,88.89,16,0.125
21900801,1610612756,PHX,Phoenix,1626164,Devin Booker,G,,4:56,120.3,116.7,178.6,172.7,-58.3,-56.1,0.5,2.0,50.0,0.0,0.0,0.0,25.0,0.0,0.0,0.167,0.172,108.39,111.89,93.24,12,0.0
21900801,1610612756,PHX,Phoenix,201937,Ricky Rubio,G,,6:08,109.3,106.7,158.4,153.3,-49.1,-46.7,0.2,1.0,20.0,0.0,0.25,0.111,20.0,0.0,0.725,0.267,0.273,114.1,117.39,97.83,15,0.113
21900801,1610612756,PHX,Phoenix,1626162,Kelly Oubre Jr.,,,5:31,110.5,108.3,191.1,192.3,-80.6,-84.0,0.0,0.0,0.0,0.0,0.2,0.125,0.0,1.0,1.0,0.25,0.255,108.07,108.76,90.63,12,0.179
21900801,1610612756,PHX,Phoenix,1629059,Elie Okobo,,,3:21,58.1,66.7,80.0,80.0,-21.9,-13.3,0.0,0.0,0.0,0.0,0.143,0.083,0.0,0.0,0.0,0.0,0.0,85.03,78.73,65.61,6,0.25
21900801,1610612756,PHX,Phoenix,1628975,Jevon Carter,,,8:30,95.7,100.0,105.4,105.9,-9.7,-5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833,0.833,0.167,0.169,98.33,95.96,79.97,17,0.074
21900801,1610612756,PHX,Phoenix,1629660,Ty Jerome,,,6:49,79.3,84.6,112.7,114.3,-33.4,-29.7,0.0,0.0,0.0,0.0,0.167,0.1,25.0,0.0,0.0,0.286,0.288,98.82,95.01,79.18,13,-0.098
21900801,1610612756,PHX,Phoenix,1629665,Jalen Lecque,,,4:33,60.7,66.7,90.1,88.9,-29.4,-22.2,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.333,0.333,0.3,0.304,98.88,94.88,79.06,9,0.1
21900801,1610612756,PHX,Phoenix,1629745,Tariq Owens,,,4:33,60.7,66.7,90.1,88.9,-29.4,-22.2,0.0,0.0,0.0,0.0,0.111,0.063,0.0,0.0,0.532,0.2,0.202,98.88,94.88,79.06,9,0.1
21900801,1610612747,LAL,Los Angeles,2544,LeBron James,F,,4:25,127.5,130.0,133.2,130.0,-5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.7,1.5,1.5,0.273,0.268,108.46,108.68,90.57,10,0.0
21900801,1610612747,LAL,Los Angeles,203076,Anthony Davis,F,,3:33,219.1,212.5,115.7,111.1,103.3,101.4,0.4,0.0,50.0,0.5,0.5,0.5,0.0,1.0,0.798,0.2,0.205,110.87,114.93,95.77,8,0.271
21900801,1610612747,LAL,Los Angeles,202340,Avery Bradley,G,,2:47,243.1,233.3,102.0,100.0,141.0,133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.125,0.129,100.37,103.47,86.23,6,0.15
21900801,1610612747,LAL,Los Angeles,200765,Rajon Rondo,,,7:12,169.2,168.8,121.5,118.8,47.7,50.0,0.25,2.0,33.3,0.0,0.0,0.0,16.7,0.75,0.694,0.211,0.211,105.33,106.67,88.89,16,0.05
21900801,1610612747,LAL,Los Angeles,203484,Kentavious Caldwell-Pope,,,7:12,169.2,168.8,121.5,118.8,47.7,50.0,0.25,2.0,28.6,0.0,0.0,0.0,14.3,0.5,0.798,0.263,0.264,105.33,106.67,88.89,16,0.125
21900801,1610612747,LAL,Los Angeles,1628398,Kyle Kuzma,,,3:39,122.0,125.0,128.6,128.6,-6.6,-3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.694,0.111,0.109,99.95,98.63,82.19,8,0.094
21900801,1610612747,LAL,Los Angeles,2730,Dwight Howard,,,11:45,140.9,140.0,98.0,100.0,42.9,40.0,0.0,0.0,0.0,0.286,0.455,0.36,0.0,1.0,0.935,0.188,0.188,102.83,102.1,85.08,25,0.3
21900801,1610612747,LAL,Los Angeles,201162,Jared Dudley,,,4:33,90.1,88.9,60.7,66.7,29.4,22.2,0.0,0.0,0.0,0.111,0.143,0.125,0.0,0.0,0.0,0.154,0.155,98.88,94.88,79.06,9,-0.15
21900801,1610612747,LAL,Los Angeles,1627936,Alex Caruso,,,4:33,90.1,88.9,60.7,66.7,29.4,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.078,98.88,94.88,79.06,9,-0.1
21900801,1610612747,LAL,Los Angeles,1626188,Quinn Cook,,,4:33,90.1,88.9,60.7,66.7,29.4,22.2,0.333,0.0,33.3,0.111,0.0,0.063,0.0,0.0,0.0,0.154,0.155,98.88,94.88,79.06,9,-0.05
21900801,1610612747,LAL,Los Angeles,203584,Troy Daniels,,,4:33,90.1,88.9,60.7,66.7,29.4,22.2,0.0,0.0,0.0,0.0,0.286,0.125,0.0,0.3,0.3,0.385,0.388,98.88,94.88,79.06,9,0.1
