ID,Zip_Code,Tenant_Age,Tenant_Gender,Tenant_Race,Hispanic_Y_N,Month_s__Covered,Verified_Monthly_Income,F__in_house__hold,Amount_Paid,Date_Paid,Council_District,ObjectId
185,40203.0,55,Female,African American,Non-Hispanic,Deposit Only,0,1.0,100.0,3/24/2022,4.0,147
610,40202.0,43,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,40931.64,1.0,1861.78,3/24/2022,4.0,148
422,40219.0,59,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,1.0,1222.0,3/24/2022,21.0,149
518,40223.0,37,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,21120,3.0,4844.0,3/24/2022,18.0,150
525,40215.0,42,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,22636,1.0,1630.0,4/28/2022,3.0,151
495,40215.0,33,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,18000,4.0,2180.0,4/28/2022,3.0,152
570,40211.0,35,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,30000,2.0,2565.0,4/28/2022,5.0,153
549,40212.0,62,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,26400,1.0,2625.0,4/28/2022,5.0,154
520,40211.0,53,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,21600,6.0,2580.0,4/28/2022,4.0,155
198,40215.0,32,Female,African American,Non-Hispanic,Deposit Only,0,4.0,1200.0,4/28/2022,15.0,156
509,40210.0,52,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,19200,1.0,2625.0,4/28/2022,6.0,157
538,40212.0,51,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,24000,1.0,3600.0,4/28/2022,5.0,158
416,40210.0,40,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10042,1.0,2250.0,4/28/2022,6.0,159
528,40203.0,37,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,23000,1.0,1250.0,4/28/2022,5.0,160
391,40210.0,33,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,7840,4.0,1441.0,4/28/2022,4.0,161
398,40218.0,49,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,9108,1.0,2400.0,4/28/2022,6.0,162
461,40214.0,32,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,13200,3.0,2550.0,4/28/2022,21.0,163
613,40219.0,27,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,42996,1.0,3600.0,4/28/2022,24.0,164
571,40218.0,21,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,30000,1.0,1974.0,4/28/2022,10.0,165
427,40220.0,27,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,2.0,688.0,4/28/2022,26.0,166
559,40299.0,29,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,27600,4.0,4315.97,4/28/2022,11.0,167
205,0.0,59,Female,African American,Non-Hispanic,Deposit Only,0,1.0,500.0,4/28/2022,14.0,168
458,40258.0,47,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,12588,1.0,1256.0,4/21/2022,14.0,169
206,40216.0,43,Female,African American,Non-Hispanic,Deposit Only,0,1.0,650.0,4/21/2022,12.0,170
545,40211.0,42,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,25488,3.0,2508.0,4/21/2022,5.0,171
506,40206.0,49,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,19200,1.0,1950.0,4/21/2022,12.0,172
405,40211.0,48,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,9528,1.0,686.0,4/21/2022,5.0,173
417,40211.0,34,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10080,2.0,550.0,4/21/2022,1.0,174
178,40211.0,31,Female,African American,Non-Hispanic,Deposit Only,0,1.0,600.0,4/21/2022,4.0,175
504,40211.0,38,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,19200,4.0,1664.0,4/21/2022,5.0,176
602,40210.0,40,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,37632,1.0,2100.0,4/21/2022,4.0,177
447,40210.0,73,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,11124,1.0,1800.0,4/21/2022,4.0,178
180,40216.0,31,Female,African American,Non-Hispanic,Deposit Only,0,4.0,905.0,4/21/2022,4.0,179
390,40214.0,30,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,5892,4.0,1482.0,4/21/2022,25.0,180
411,40214.0,38,Female,White,Non-Hispanic,Deposit + 2 Months Rent,9864,1.0,1046.0,4/21/2022,21.0,181
564,40118.0,39,Female,White,Non-Hispanic,Deposit + 2 Months Rent,28800,2.0,2250.0,4/21/2022,13.0,182
434,40220.0,36,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10320,1.0,1024.0,4/21/2022,26.0,183
551,40241.0,53,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,26400,1.0,3400.0,4/21/2022,17.0,184
531,40212.0,43,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,23520,1.0,1900.0,4/21/2022,5.0,185
609,40212.0,38,Female,Others,Hispanic,Deposit + 2 Months Rent,40000,3.0,4350.0,4/14/2022,5.0,186
183,40211.0,35,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,0,1.0,1086.0,4/14/2022,1.0,187
200,40211.0,30,Female,African American,Non-Hispanic,Deposit Only,0,4.0,900.0,4/14/2022,1.0,188
548,40211.0,32,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,26400,2.0,2850.0,4/14/2022,4.0,189
421,40215.0,42,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,2.0,1780.0,4/14/2022,3.0,190
587,40212.0,35,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,33600,3.0,3400.0,4/14/2022,1.0,191
523,40211.0,35,Male,White,Non-Hispanic,Deposit + 2 Months Rent,22428,4.0,3300.0,4/14/2022,4.0,192
448,40212.0,33,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,11148,2.0,726.0,4/14/2022,5.0,193
453,40210.0,73,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,11976,1.0,2250.0,4/14/2022,6.0,194
481,40211.0,33,Female,White,Non-Hispanic,Deposit + 2 Months Rent,15600,1.0,2820.0,4/14/2022,4.0,195
431,40210.0,58,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,1.0,1534.0,4/14/2022,4.0,196
496,40212.0,31,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,18000,1.0,2250.0,4/14/2022,5.0,197
470,40212.0,51,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,14400,4.0,1114.0,4/14/2022,5.0,198
397,40228.0,54,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,9072,1.0,642.0,4/14/2022,2.0,199
395,40299.0,43,Female,White,Non-Hispanic,Deposit + 2 Months Rent,8300,3.0,696.0,4/14/2022,20.0,200
389,40211.0,39,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,5388,1.0,2250.0,2/2/2022,1.0,201
596,40219.0,28,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,36000,2.0,2850.0,3/18/2022,2.0,202
516,40258.0,64,Male,White,Non-Hispanic,Deposit + 2 Months Rent,20544,2.0,2435.0,3/16/2022,14.0,203
479,40212.0,64,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,15192,1.0,2065.0,2/2/2022,5.0,204
460,40212.0,31,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,13020,1.0,2175.0,3/16/2022,5.0,205
619,40203.0,29,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,48592,4.0,3285.0,2/2/2022,5.0,206
438,40214.0,39,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10332,1.0,800.0,3/16/2022,25.0,207
196,40210.0,33,Female,African American,Non-Hispanic,Deposit + 1 Month Rent,0,2.0,1550.0,2/2/2022,4.0,208
456,40215.0,67,Female,White,Non-Hispanic,Deposit + 2 Months Rent,12108,2.0,2250.0,3/16/2022,15.0,209
585,40229.0,28,Female,Others,Hispanic,Deposit + 1 Month Rent,33600,2.0,2600.0,2/2/2022,24.0,210
400,40210.0,34,Female,African American,Non-Hispanic,Deposit Only,9396,3.0,1100.0,3/16/2022,6.0,211
480,40299.0,40,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,15600,2.0,1514.0,2/2/2022,20.0,212
410,40215.0,65,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,9756,2.0,790.0,3/16/2022,15.0,213
589,40258.0,30,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,33621,2.0,2770.0,1/27/2022,12.0,214
557,40208.0,40,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,27000,1.0,2375.0,3/16/2022,3.0,215
569,40216.0,56,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,30000,3.0,3600.0,1/27/2022,3.0,216
443,40214.0,31,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10560,4.0,2092.0,3/16/2022,21.0,217
579,40203.0,33,Male,White,Non-Hispanic,Deposit + 2 Months Rent,31688,2.0,1859.67,1/27/2022,6.0,218
550,40214.0,43,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,26400,1.0,3600.0,3/16/2022,21.0,219
594,40217.0,34,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,35000,1.0,2250.0,1/27/2022,15.0,220
207,40203.0,44,Female,White,Non-Hispanic,Deposit Only,0,1.0,500.0,3/16/2022,4.0,221
210,40207.0,31,Female,African American,Non-Hispanic,Deposit Only,0,1.0,500.0,1/27/2022,9.0,222
535,40203.0,29,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,24000,1.0,1900.0,3/16/2022,4.0,223
326,40210.0,32,Male,African American,Non-Hispanic,Dep/Dec,1833,2.0,1600.0,12/22/2021,4.0,224
377,40202.0,44,Female,African American,Unknown,dep/Dec/Jan,3200,2.0,1578.8,12/22/2021,4.0,225
247,40272.0,52,Female,White,Non-Hispanic,dep/Dec/Jan,793,1.0,1950.0,12/21/2021,14.0,226
347,40216.0,24,Female,White,Non-Hispanic,dep/dec/jan,2400,1.0,2400.0,12/21/2021,3.0,227
258,40211.0,48,Male,African American,Non-Hispanic,dep/dec/jan,794,1.0,2700.0,12/21/2021,5.0,228
340,40210.0,33,Female,African American,Unknown,Dep/Dec/Jan,2250,2.0,1750.0,12/21/2021,1.0,229
283,40216.0,22,Female,White,Non-Hispanic,dep/dec,1000,1.0,1450.0,12/21/2021,3.0,230
339,40216.0,30,Female,Mixed Race,Non-Hispanic,dep/dec/jan,2240,1.0,2050.0,12/21/2021,3.0,231
264,40215.0,48,Female,African American,Non-Hispanic,Dep/Dec/Jan,813,3.0,675.32,12/21/2021,3.0,232
173,40210.0,37,Female,African American,Non-Hispanic,dep/Dec/Jan,0,2.0,2150.0,12/21/2021,1.0,233
246,40211.0,67,Male,African American,Non-Hispanic,dep/dec/jan,784,1.0,1950.0,12/21/2021,5.0,234
243,40211.0,72,Female,African American,Non-Hispanic,Deposit/Dec,739,2.0,1150.0,12/21/2021,4.0,235
301,40215.0,55,Male,White,Non-Hispanic,Dep/Dec/Jan,1250,1.0,900.0,12/21/2021,15.0,236
242,40215.0,53,Female,African American,Non-Hispanic,dep/Dec/Jan,717,1.0,1127.0,12/21/2021,3.0,237
334,40210.0,55,Female,African American,Non-Hispanic,Dep/Dec/Jan,2000,1.0,1314.0,12/21/2021,4.0,238
343,40215.0,27,Male,African American,Non-Hispanic,Dec deposit and Dec and Jan rent,2300,3.0,2475.0,12/21/2021,21.0,239
288,40208.0,60,Female,White,Non-Hispanic,Deposit,1056,5.0,1100.0,12/21/2021,3.0,240
337,40214.0,19,Female,Mixed Race,Non-Hispanic,dep/dec/jan,2128,1.0,2379.55,12/21/2021,21.0,241
315,40203.0,21,Male,African American,Unknown,dep/dec/jan,1600,1.0,1535.0,12/21/2021,6.0,242
232,40203.0,63,Female,White,Non-Hispanic,dep/dec/jan,528,1.0,356.0,12/21/2021,6.0,243
376,40202.0,70,Female,African American,Unknown,dep/Dec/Jan,3200,1.0,2307.8,12/21/2021,4.0,244
259,40208.0,53,Female,African American,Non-Hispanic,Deposit,794,1.0,1498.0,12/21/2021,6.0,245
284,40206.0,48,Female,African American,Non-Hispanic,Dep/Dec/Jan,1000,2.0,1059.27,12/21/2021,4.0,246
257,40204.0,39,Male,African American,Non-Hispanic,dep/dec/jan,794,2.0,2975.0,12/21/2021,8.0,247
241,40220.0,41,Female,Others,Unknown,Deposit,689,4.0,300.0,12/21/2021,26.0,248
333,40241.0,57,Male,White,Non-Hispanic,Nov/Dec,2000,2.0,2818.0,12/21/2021,17.0,249
324,40291.0,22,Female,African American,Non-Hispanic,dep/Dec/Jan,1800,1.0,3697.0,12/21/2021,22.0,250
338,,47,Female,African American,Non-Hispanic,Dep/Dec,2175,1.0,2049.5,12/21/2021,,251
44,40258.0,21,Female,African American,Non-Hispanic,deposit/Dec,,2.0,3600.0,12/20/2021,1.0,252
171,40272.0,24,Female,African American,Non-Hispanic,Dep/Jan/Feb,0,4.0,1409.0,12/20/2021,25.0,253
170,40216.0,25,Male,White,Non-Hispanic,deposit,0,1.0,937.5,12/20/2021,1.0,254
39,40216.0,34,Female,African American,Non-Hispanic,Dec deposit and portion of Dec rent,,4.0,1732.5,12/20/2021,12.0,255
378,40216.0,49,Female,White,Non-Hispanic,dep/november,3250,2.0,1900.0,12/20/2021,1.0,256
256,40216.0,29,Female,African American,Non-Hispanic,Deposit/Dec,794,3.0,2204.0,12/20/2021,12.0,257
169,40212.0,40,Female,African American,Non-Hispanic,Deposit,0,1.0,655.0,12/20/2021,5.0,258
273,40216.0,32,Female,African American,Non-Hispanic,dep/Dec,914,3.0,1984.0,12/20/2021,3.0,259
309,40212.0,29,Female,African American,Non-Hispanic,Dep/Dec/Jan,1400,3.0,1269.0,12/20/2021,5.0,260
360,40212.0,46,Female,African American,Non-Hispanic,dep/dec/jan,2720,1.0,2340.0,12/20/2021,5.0,261
368,40218.0,27,Female,African American,Unknown,Dep/Nov/Dec,3000,3.0,2400.0,12/20/2021,1.0,262
148,40215.0,47,Male,African American,Non-Hispanic,Dep and Dec rent,0,1.0,1074.07,12/10/2021,15.0,263
553,40218.0,21,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,26400,2.0,2880.0,3/3/2022,2.0,264
194,40203.0,44,Female,White,Non-Hispanic,Deposit + 2 Months Rent,0,1.0,742.0,3/16/2022,4.0,265
26,40214.0,48,Female,African American,Non-Hispanic,Dec deposit,,1.0,852.0,12/10/2021,21.0,266
425,40228.0,51,Female,Mixed Race,Non-Hispanic,Deposit Only,10092,1.0,350.0,3/3/2022,2.0,267
440,40218.0,32,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10356,1.0,1950.0,3/16/2022,10.0,268
628,40218.0,36,Female,African American,Non-Hispanic,deposit / december / january,2700,3.0,2130.0,12/10/2021,10.0,269
629,40210.0,28,Female,African American,Non-Hispanic,deposit / december / january,739,3.0,2356.0,12/10/2021 0:00,4.0,270
147,40211.0,20,Female,Mixed Race,Non-Hispanic,deposit,0,2.0,800.0,12/8/2021,5.0,271
23,40211.0,32,Female,African American,Non-Hispanic,deposit and dec rent,,4.0,2469.0,12/8/2021,5.0,272
627,40211.0,55,Male,Mixed Race,Non-Hispanic,deposit / december / january,1600,1.0,2625.0,12/8/2021,4.0,273
625,40211.0,54,Female,Mixed Race,Non-Hispanic,deposit / december / january,1300,1.0,2550.0,12/8/2021,5.0,274
626,40211.0,59,Male,Mixed Race,Non-Hispanic,deposit / december / january,1500,1.0,2625.0,12/8/2021,5.0,275
50,40210.0,39,Female,African American,Non-Hispanic,dep / nov,,3.0,1100.0,12/8/2021,6.0,276
483,40214.0,35,Female,African American,Non-Hispanic,deposit,16000,3.0,400.0,12/8/2021,25.0,277
263,40215.0,52,Female,White,Non-Hispanic,Deposit,811,2.0,1125.0,12/8/2021,21.0,278
493,40229.0,49,Female,African American,Non-Hispanic,deposit / december,18000,1.0,1350.0,12/8/2021,24.0,279
623,40299.0,40,Male,African American,Non-Hispanic,dec deposit and rent,,1.0,1361.48,12/8/2021,11.0,280
253,40211.0,38,Female,African American,Non-Hispanic,deposit,794,4.0,1000.0,12/7/2021,5.0,281
372,40215.0,46,Female,White,Non-Hispanic,deposit / december / january,3150,5.0,2325.0,12/7/2021,15.0,282
145,40215.0,23,Female,African American,Non-Hispanic,deposit and Dec rent,0,1.0,896.0,12/7/2021,3.0,283
146,40205.0,30,Female,White,Non-Hispanic,deposit + december and january rent,0,1.0,1900.0,12/7/2021,8.0,284
143,40211.0,29,Female,African American,Non-Hispanic,Dec deposit,0,3.0,300.0,12/6/2021,5.0,285
305,40216.0,57,Female,White,Non-Hispanic,dep / dec / jan,1300,1.0,2640.0,12/6/2021,3.0,286
142,40211.0,59,Female,White,Hispanic,deposit and dec/january rent,0,2.0,1001.0,12/6/2021,5.0,287
38,40212.0,52,Female,White,Non-Hispanic,Dec deposit,,1.0,936.0,12/6/2021,5.0,288
48,40215.0,27,Female,African American,Non-Hispanic,Dec deposit and rent,,2.0,856.86,12/6/2021,3.0,289
27,40210.0,30,Female,African American,Non-Hispanic,deposit / dec,,3.0,155.76,12/6/2021,6.0,290
267,40214.0,79,Female,African American,Unknown,deposit,829.2,1.0,760.0,12/6/2021,21.0,291
47,40203.0,39,Female,African American,Non-Hispanic,december,,1.0,809.43,12/6/2021,6.0,292
366,40213.0,35,Female,White,Non-Hispanic,Deposit / Dec / Jan,2979,1.0,1769.0,12/6/2021,21.0,293
327,40206.0,73,Male,White,Non-Hispanic,deposit/Nov,1885,2.0,1400.0,12/6/2021,4.0,294
388,40206.0,31,Male,African American,Non-Hispanic,dep / dec / jan,5300,4.0,3198.0,12/6/2021,4.0,295
369,40219.0,43,Female,African American,Non-Hispanic,dep / oct / nov,3040,1.0,2053.37,12/6/2021,24.0,296
144,40218.0,38,Male,White,Non-Hispanic,Dec deposit and rent,0,1.0,90.0,12/6/2021,10.0,297
15,40258.0,44,Female,White,Non-Hispanic,dep / dec,1917,2.0,1075.0,12/1/2021,14.0,298
25,40211.0,28,Female,African American,Non-Hispanic,Dec deposit,,3.0,1100.0,12/1/2021,1.0,299
533,40211.0,44,Male,African American,Non-Hispanic,deposit,24000,1.0,300.0,12/1/2021,5.0,300
141,40211.0,22,Female,African American,Non-Hispanic,Dec deposit,0,3.0,300.0,12/1/2021,4.0,301
56,40215.0,40,Female,White,Unknown,Nov and Dec rent,,1.0,1500.0,12/1/2021,3.0,302
282,40210.0,38,Female,African American,Non-Hispanic,dep / nov / dec,1000,4.0,1000.0,12/1/2021,6.0,303
19,40210.0,32,Female,African American,Non-Hispanic,Decdeposit and rent,,1.0,117.0,12/1/2021,6.0,304
37,40204.0,64,Male,White,Non-Hispanic,Dec deposit and rent,,1.0,1675.0,12/1/2021,8.0,305
138,40210.0,27,Female,White,Non-Hispanic,Dec deposit,0,2.0,100.0,11/30/2021,6.0,306
139,40210.0,32,Female,White,Non-Hispanic,Dec deposit,0,5.0,100.0,11/30/2021,6.0,307
134,40203.0,28,Female,African American,Non-Hispanic,deposit / december,0,4.0,104.0,11/30/2021,6.0,308
36,40204.0,19,Female,White,Non-Hispanic,Dec deposit and rent,,1.0,880.0,11/30/2021,6.0,309
136,40218.0,73,Female,African American,Non-Hispanic,Deposit and Nov/Dec rent,0,1.0,284.33,11/30/2021,10.0,310
49,40219.0,31,Female,African American,Non-Hispanic,deposit / prorate november,,3.0,1002.0,11/30/2021,24.0,311
137,40207.0,33,Female,White,Non-Hispanic,Dec deposit,0,1.0,500.0,11/30/2021,9.0,312
350,40299.0,29,Female,African American,Non-Hispanic,Deposit/Nov/Dec,2500,1.0,2008.0,11/30/2021,20.0,313
370,40216.0,30,Female,African American,Non-Hispanic,"Deposit, Oct/Nov",3041,2.0,2700.0,11/29/2021,1.0,314
351,40258.0,29,Female,African American,Non-Hispanic,Deposit,2500,4.0,930.0,11/29/2021,12.0,315
252,40215.0,49,Female,African American,Non-Hispanic,Deposit/Oct/Nov,794,1.0,676.0,11/29/2021,3.0,316
574,40220.0,20,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,31000,2.0,3705.0,2/28/2022,11.0,317
466,40211.0,66,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,13800,1.0,1041.0,2/25/2022,5.0,318
396,40219.0,63,Male,Others,Hispanic,Deposit + 2 Months Rent,8400,1.0,541.94,3/16/2022,21.0,319
567,40258.0,59,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,28800,1.0,1702.0,2/24/2022,14.0,320
576,40212.0,49,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,31200,4.0,2837.0,2/24/2022,5.0,321
583,40207.0,40,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,33540,1.0,2748.65,3/16/2022,9.0,322
192,40211.0,38,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,0,3.0,1580.0,2/24/2022,5.0,323
614,40253.0,46,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,43000,4.0,4000.0,3/10/2022,25.0,324
204,40258.0,44,Female,White,Non-Hispanic,Deposit Only,0,4.0,1200.0,2/24/2022,12.0,325
383,40216.0,45,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,3840,5.0,6300.0,3/10/2022,1.0,326
184,40211.0,35,Male,African American,Non-Hispanic,Deposit Only,0,1.0,700.0,2/24/2022,4.0,327
468,40216.0,42,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,14200,1.0,1578.34,3/10/2022,1.0,328
415,40211.0,65,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10032,1.0,723.0,2/24/2022,5.0,329
446,40216.0,50,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,11000,1.0,950.0,3/10/2022,3.0,330
201,40214.0,28,Female,African American,Non-Hispanic,Deposit Only,0,2.0,400.0,2/24/2022,25.0,331
521,40216.0,31,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,21650,2.0,1776.0,3/10/2022,12.0,332
530,40212.0,57,Female,White,Non-Hispanic,Deposit + 2 Months Rent,23376,1.0,2097.0,2/24/2022,5.0,333
424,40211.0,33,Female,White,Non-Hispanic,Deposit + 2 Months Rent,10092,3.0,1804.0,3/10/2022,1.0,334
181,40203.0,38,Female,Others,Non-Hispanic,Deposit Only,0,2.0,1500.0,2/24/2022,4.0,335
475,40211.0,58,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,14820,1.0,2250.0,3/10/2022,5.0,336
488,40203.0,22,Transgender,African American,Non-Hispanic,Deposit + 2 Months Rent,16800,1.0,1989.0,2/24/2022,6.0,337
554,40214.0,42,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,26424,2.0,2065.0,3/10/2022,12.0,338
399,40204.0,65,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,9371,1.0,1247.0,2/24/2022,4.0,339
618,40211.0,31,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,44100,3.0,3600.0,3/10/2022,1.0,340
441,40204.0,48,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10368,1.0,1075.0,2/24/2022,6.0,341
597,40210.0,66,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,36000,2.0,3400.0,3/10/2022,3.0,342
581,40219.0,28,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,32640,2.0,2302.0,2/24/2022,24.0,343
403,40208.0,43,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,9528,1.0,1034.0,3/10/2022,6.0,344
429,40203.0,58,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,1.0,726.0,3/10/2022,4.0,345
617,40229.0,27,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,44000,3.0,5100.0,2/24/2022,24.0,346
463,40214.0,25,Male,Mixed Race,Non-Hispanic,Deposit + 2 Months Rent,13478,1.0,722.0,3/10/2022,21.0,347
348,40228.0,38,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,2400,1.0,4790.0,2/24/2022,23.0,348
510,40203.0,37,Female,White,Non-Hispanic,Deposit + 2 Months Rent,19734,1.0,1722.0,3/10/2022,4.0,349
404,40203.0,51,Female,White,Non-Hispanic,Deposit + 2 Months Rent,9528,1.0,1062.0,2/24/2022,19.0,350
209,40204.0,37,Male,White,Non-Hispanic,Deposit Only,0,1.0,798.0,3/10/2022,8.0,351
604,40219.0,48,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,38000,3.0,4500.0,2/18/2022,2.0,352
566,40228.0,43,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,28800,2.0,3075.0,3/10/2022,23.0,353
590,40216.0,37,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,34000,2.0,2250.0,3/3/2022,1.0,354
586,40258.0,42,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,33600,1.0,2385.0,3/3/2022,14.0,355
498,40214.0,28,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,18000,2.0,2371.0,3/3/2022,12.0,356
199,40211.0,43,Female,African American,Non-Hispanic,Deposit Only,0,2.0,900.0,3/3/2022,1.0,357
419,40212.0,62,Male,White,Non-Hispanic,Deposit + 2 Months Rent,10080,1.0,1650.0,3/3/2022,5.0,358
539,40215.0,45,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,24207.95,2.0,1199.0,3/3/2022,3.0,359
491,40212.0,34,Female,Mixed Race,Non-Hispanic,Deposit + 2 Months Rent,17220,3.0,1817.43,3/3/2022,5.0,360
426,40210.0,31,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,4.0,1582.0,3/3/2022,4.0,361
467,40215.0,59,Female,White,Non-Hispanic,Deposit + 2 Months Rent,14100,1.0,1800.0,3/3/2022,15.0,362
500,40215.0,34,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,18828,2.0,1139.0,3/3/2022,3.0,363
187,40215.0,53,Female,African American,Non-Hispanic,Deposit Only,0,1.0,821.0,3/3/2022,3.0,364
607,40215.0,29,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,39000,1.0,2775.0,3/3/2022,21.0,365
515,40203.0,56,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,20424,1.0,1222.0,3/3/2022,4.0,366
445,40202.0,22,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,11000,1.0,1375.3,3/3/2022,4.0,367
203,40218.0,57,Male,White,Non-Hispanic,Deposit Only,0,1.0,725.0,3/3/2022,10.0,368
455,40218.0,40,Male,White,Non-Hispanic,Deposit + 2 Months Rent,12000,2.0,3996.0,3/3/2022,10.0,369
595,40219.0,30,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,35800,3.0,4400.0,3/3/2022,2.0,370
560,40219.0,49,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,27816,5.0,1762.0,3/3/2022,2.0,371
600,40258.0,56,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,36480,1.0,3600.0,2/17/2022,14.0,372
428,40216.0,22,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,10092,1.0,870.0,2/17/2022,12.0,373
499,40216.0,29,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,18432,1.0,1582.0,2/17/2022,3.0,374
459,40211.0,35,Female,African American,Non-Hispanic,Deposit + 2 Months Rent,13000,1.0,1350.0,2/17/2022,5.0,375
615,40214.0,26,Male,African American,Non-Hispanic,Deposit + 2 Months Rent,43400,1.0,1699.0,2/17/2022,12.0,376
513,40215.0,25,Female,White,Non-Hispanic,Deposit + 2 Months Rent,20000,4.0,1550.0,2/17/2022,3.0,377
186,40215.0,54,Male,African American,Non-Hispanic,Deposit Only,0,1.0,746.0,2/17/2022,3.0,378
616,40215.0,52,Female,White,Non-Hispanic,Deposit + 2 Months Rent,44000,2.0,3150.0,2/17/2022,15.0,379
