X,Y,OBJECTID,COMPKEY,UNITID,UNITDESC,CONDITION,CONDITION_ASSESSMENT_DATE,OWNERSHIP,CURRENT_STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITTYPE,CURRENT_STATUS_DATE,CATEGORY,INSTALL_DATE,INSTALLER,ELECTR_WIRE_LOC,CONTROL_PROTOCOL_TYPE,METERED,LAST_PM_DATE,SOLAR_INSTALL_DATE,HANSEN7ID,DISPHOUSINGCOND,MOUNT_TYPE,CROSSWALK_TUB,FLASHING,ATTACHMENT_CONDITION,POLE_CONDITION,SUPPORT_INSTALL_DATE,SPAN_CONDITION,CONTROL_CONDITION,CONTROL_TYPE,MODEM_TYPE,MODEL_TYPE,SIDE,SCHOOL_SPEED_CAMERA,OVERRIDECOMMENT,SHAPE_LNG,SHAPE_LAT
1285144.27870873,194237.830481812,3341,626755,BCN-390,S HENDERSON ST 0500 BLOCK N SIDE (   0) 304 FT W/O RAINIER AVE S (BCN-XWK)                                                                                                                                                                                     , ,, , ,DISTRICT2, ,N,16,20244,23.0,31.0,BCN,,BCN-XWK,2015/02/04 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,N,N,,-122.271308011486,47.5233937794813
1286775.79283413,194357.766265556,3342,754370,BCN-552,SEWARD PARK AVE S 0873 BLOCK W SIDE ( 228) 175 FT N/O S HENDERSON ST (BCN-SCHL)                                                                                                                                                                                , ,, , ,DISTRICT2, ,N,16,12814,241.0,-31.0,BCN,,BCN-SCHL,2019/09/03 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,W,N,,-122.264714968703,47.5238059052014
1285475.53493597,196204.637899891,3343,639960,BCN-405,RAINIER AVE S 0830 BLOCK W SIDE (  97) 300 FT N/O S THISTLE ST (BCN-SCHL)                                                                                                                                                                                      , ,, , ,DISTRICT2, ,N,16,12417,120.0,-32.0,BCN,,BCN-SCHL,1753/08/01 00:00:00+00, , , ,N,,,, ,TM-SHLDR,N,N, , ,, , , , ,BCN-TC3,W,N,,-122.270116163815,47.5288017870265
1281419.37211655,263120.732741982,3344,670560,BCN-438,NE 115TH ST 0340 BLOCK N SIDE (  70) 70 FT E/O 34TH AVE NE (BCN-SCHL)                                                                                                                                                                                          , ,, , ,DISTRICT5, ,N,16,16358,83.0,15.0,BCN,,BCN-SCHL,2017/03/20 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,N,N,,-122.291663836096,47.7120098433759
1254101.8588383,242514.358928561,3345,573382,BCN-213,W EMERSON ST 0340 BLOCK C SIDE (   0) 0 FT W/O 34TH AVE W (BCN-REG)                                                                                                                                                                                            , ,, ,INSVC,DISTRICT7, ,N,16,23294,0.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.400899438293,47.6540564882362
1275053.43340489,247394.146084979,3346,568636,BCN-120,11TH AVE NE 0520 BLOCK C SIDE ( 777) 0 FT S/O NE 55TH ST (BCN-REG)                                                                                                                                                                                             , ,, ,INSVC,DISTRICT4, ,N,16,1412,777.0,,BCN,2023/08/04 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,N, , ,, , , , , ,C,N,,-122.316286497335,47.6685700688977
1285419.11050814,191956.071593896,3347,573583,BCN-250,RENTON AVE S 0944 BLOCK C SIDE ( 392) 0 FT NW/O 51ST AVE S (BCN-REG)                                                                                                                                                                                           , ,, ,INSVC,DISTRICT2, ,N,16,12529,392.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.270023485526,47.5171535195802
1265960.55132823,198494.98830606,3348,626558,BCN-382,SW HOLDEN ST 0090 BLOCK C SIDE ( 545) 0 FT E/O 11TH AVE SW (BCN-XWK)                                                                                                                                                                                           , ,, ,INSVC,DISTRICT1, ,N,16,22362,545.0,,BCN,2023/08/14 00:00:00+00,BCN-XWK,2015/01/22 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.349274486972,47.5340533061999
1266669.2116563,236520.972949475,3349,618010,BCN-372,BOSTON ST 0040 BLOCK N SIDE (   3) 3 FT E/O 4TH AVE N (BCN-XWK)                                                                                                                                                                                                , ,, ,INSVC,DISTRICT7, ,N,16,9341,16.0,22.5,BCN,,BCN-XWK,2014/08/31 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,N,N,,-122.349438720575,47.6383192237815
1286409.92020631,196062.177554891,3350,573586,BCN-253,SEWARD PARK AVE S 0840 BLOCK C SIDE (   0) 0 FT SE/O S GRATTAN ST (BCN-REG)                                                                                                                                                                                    , ,, ,INSVC,DISTRICT2, ,N,16,12811,0.0,,BCN,2023/08/10 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.266323961217,47.5284590597661
1269379.93162856,254182.965512559,3351,671891,BCN-461,N 80TH ST 0140 BLOCK S SIDE (  84) 84 FT E/O GREEN LAKE DR N ( )                                                                                                                                                                                               , ,, , ,DISTRICT6, ,N,16,15897,150.0,-19.0,BCN,, ,2017/05/04 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , , ,S,N,,-122.339847880272,47.686875912903
1281558.35740289,255986.621354058,3352,670576,BCN-442,35TH AVE NE 0880 BLOCK E SIDE (  20) 20 FT N/O NE 88TH ST (BCN-SCHL)                                                                                                                                                                                           , ,, , ,DISTRICT5, ,N,16,5372,33.0,-26.0,BCN,,BCN-SCHL,2017/03/20 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,E,N,,-122.29055068533,47.6924625410657
1274832.46763948,215767.676857725,3353,573469,BCN-233,14TH AVE S 0230 BLOCK C SIDE ( 407) 0 FT N/O BEACON AVE S (BCN-REG)                                                                                                                                                                                            , ,, ,INSVC,DISTRICT2, ,N,16,1932,407.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,2014/01/06 00:00:00+00,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.314712443748,47.5818708833331
1279762.10016865,202657.958654642,3354,867745,BCN-591,S GRAHAM ST 0297 BLOCK C SIDE ( 252) 24 FT W/O 30TH AVE S (BCN-XWK)                                                                                                                                                                                            , ,, , ,DISTRICT2, ,N,16,20119,252.0,,BCN,,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.293734007006,47.546195557481
1274975.19602856,205981.193806052,3355,567280,BCN-44,15TH AVE S 0520 BLOCK E SIDE ( 196) 95 FT N/O S BENNETT ST (BCN-SCHL)                                                                                                                                                                                          , ,, ,INSVC,DISTRICT2, ,N,16,2167,209.0,22.0,BCN,,BCN-SCHL,2014/07/07 00:00:00+00,SDOT,AERIAL, ,N,,,SB63X1, ,TM-SHLDR,N,Y, , ,, , ,WEB, ,BCN-TC3,E,N,,-122.313371669209,47.5550538187838
1270786.70243706,221836.393066719,3356,567665,BCN-74,2ND AVE S 0040 BLOCK C SIDE ( 333) 0 FT N/O S KING ST (BCN-REG)                                                                                                                                                                                                ,FAIR,2011/05/12 00:00:00+00,SDOT,INSVC,DISTRICT2, ,N,16,2871,333.0,,BCN,2011/05/12 00:00:00+00,BCN-REG,1997/09/30 00:00:00+00,SDOT,AERIAL, ,N,2011/05/12 00:00:00+00,,,FAIR,TM-OVRHEAD,N,Y,FAIR,GOOD,,FAIR, , , , ,C,N,,-122.331580813773,47.5982903877908
1283461.31258647,194208.448322728,3357,573599,BCN-262,S HENDERSON ST 0430 BLOCK S SIDE ( 192) 192 FT E/O M L KING JR ER WAY S (BCN-WARNG)                                                                                                                                                                            , ,, ,INSVC,DISTRICT2, ,N,16,20239,215.0,-32.0,BCN,,BCN-WARNG,, , , ,N,,,,GOOD,TM-SHLDR,N,N, ,GOOD,, , , , , ,S,N,,-122.278116033689,47.5232268320711
1273856.7566644,203350.217440724,3358,573464,BCN-232,ELLIS AVE S 0620 BLOCK C SIDE (   0) 0 FT S/O S BAILEY ST (BCN-REG)                                                                                                                                                                                            , ,, ,INSVC,DISTRICT2, ,N,16,10225,0.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.317694727972,47.5477833050543
1260809.89758755,201636.054530472,3359,573910,BCN-301,SYLVAN WAY SW 0670 BLOCK NE SIDE ( 150) 150 FT SE/O HIGH POINT DR SW (BCN-SCHL)                                                                                                                                                                                ,GOOD,2014/06/30 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,13061,173.0,17.0,BCN,2014/06/30 00:00:00+00,BCN-SCHL,2014/06/30 00:00:00+00,SDOT, , ,N,2014/06/30 00:00:00+00,2014/06/30 00:00:00+00,, ,TM-SHLDR,N,Y, , ,, , ,WEB, ,BCN-TC3,NE,N,,-122.370374737567,47.5423827482247
1262551.78452373,237122.865774557,3360,573050,BCN-178,7TH AVE W 0240 BLOCK E SIDE (  40) 40 FT N/O W MCGRAW ST (BCN-SCHL)                                                                                                                                                                                            ,GOOD,2014/06/30 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,8257,55.0,-25.0,BCN,2014/06/30 00:00:00+00,BCN-SCHL,2014/06/30 00:00:00+00,SDOT, , ,N,,2014/06/30 00:00:00+00,,GOOD,TM-SHLDR,N,Y,GOOD,GOOD,, ,GOOD,WEB, ,GLANCE,E,N,,-122.366185282599,47.6397453887761
1275540.63288981,227107.72471565,3361,680235,BCN-472,E UNION ST 0150 BLOCK N SIDE (   0) 0 FT E/O 15TH AVE (BCN-XWK)                                                                                                                                                                                                , ,, , ,DISTRICT3, ,N,16,14893,13.0,29.0,BCN,,BCN-XWK,2017/08/04 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,N,N,,-122.312726840659,47.6129911069736
1274922.74108097,219683.572569221,3362,867762,BCN-601,15TH AVE S 0050 BLOCK C SIDE ( 121) 121 FT S/O GOLF DR S (BCN-XWK)                                                                                                                                                                                             , ,, , ,DISTRICT2, ,N,16,859535,121.0,,BCN,,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.314652130617,47.5926090506214
1280412.89512689,221973.649025813,3363,567927,BCN-88,31ST AVE S 0020 BLOCK C SIDE ( 616) 0 FT N/O S JACKSON ST (BCN-REG)                                                                                                                                                                                            ,FAIR,2011/05/13 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,4827,616.0,,BCN,2011/05/13 00:00:00+00,BCN-REG,,SDOT,AERIAL, ,N,2011/05/13 00:00:00+00,,,FAIR,TM-OVRHEAD,N,Y,FAIR,FAIR,,GOOD, ,HARDWIRE, , ,C,N,,-122.29258230639,47.5991736686035
1268334.07053131,232088.153403059,3364,568527,BCN-107,DEXTER AVE N 0070 BLOCK C SIDE ( 313) 0 FT S/O VALLEY ST (BCN-REG)                                                                                                                                                                                             ,GOOD,2011/05/12 00:00:00+00,SDOT,INSVC,DISTRICT7, ,N,16,10078,313.0,,BCN,2011/05/12 00:00:00+00,BCN-REG,,SDOT,AERIAL, ,N,2011/05/12 00:00:00+00,,,GOOD,TM-OVRHEAD,N,Y,GOOD,POOR,,GOOD, ,HARDWIRE, , ,C,N,,-122.342334411573,47.6262587501323
1254887.55542964,250439.293866053,3365,573285,BCN-206,32ND AVE NW 0640 BLOCK C SIDE ( 245) 0 FT S/O NW 65TH ST (BCN-REG)                                                                                                                                                                                             , ,, ,INSVC,DISTRICT6, ,N,16,4987,245.0,,BCN,2023/08/07 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.398366042157,47.6758219163562
1268504.63580698,225553.57690531,3366,758534,BCN-557,WESTERN AVE 0150 BLOCK C SIDE (   0) 0 FT NW/O PIKE ST (BCN-XWK)                                                                                                                                                                                               , ,, , ,DISTRICT7, ,N,16,13504,0.0,,BCN,,BCN-XWK,2019/10/05 00:00:00+00,SDOT, , ,N,,2019/10/05 00:00:00+00,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.341123685028,47.6083568853035
1265574.43136555,194386.307218969,3367,555264,BCN-33,SW HENDERSON ST 0110 BLOCK S SIDE ( 292) 15 FT E/O 12TH AVE SW (BCN-SCHL)                                                                                                                                                                                      ,GOOD,2014/07/18 00:00:00+00, ,INSVC,DISTRICT1, ,N,16,22293,305.0,24.0,BCN,2014/07/18 00:00:00+00,BCN-SCHL,2014/07/18 00:00:00+00,SDOT,AERIAL, ,N,,,SB84X1, ,TM-SHLDR,N,Y, , ,2005/03/02 00:00:00+00, , ,WEB, ,BCN-TC3,S,N,,-122.350509362224,47.5227707191731
1252788.54158306,214438.005960643,3368,573489,BCN-235,SW ADMIRAL WAY 0550 BLOCK S SIDE ( 351) 341 FT E/O 57TH AVE SW (BCN-WARNG)                                                                                                                                                                                     , ,, ,INSVC,DISTRICT1, ,N,16,21724,351.0,29.0,BCN,2023/08/09 00:00:00+00,BCN-WARNG,, ,UG, ,N,,,, ,TM-SHLDR,N,Y, , ,, , , , , ,S,N,,-122.403902315429,47.5770280653323
1257505.72243738,248569.424246222,3369,573246,BCN-199,24TH AVE NW 0570 BLOCK C SIDE ( 239) 27 FT S/O NW 58TH ST (BCN-XWK)                                                                                                                                                                                            ,GOOD,2013/08/31 00:00:00+00,SDOT,INSVC,DISTRICT6, ,N,16,3592,239.0,,BCN,2013/08/31 00:00:00+00,BCN-XWK,, , , ,N,,,, ,TM-SHLDR,Y,Y, , ,, , , , ,BCN-RRFB,C,N,,-122.387587365591,47.670842207724
1272053.86656938,195586.405868649,3370,754360,BCN-542,S CLOVERDALE ST 0070 BLOCK S SIDE ( 274) 0 FT W/O CLOVERDALE ST E ON RP ( )                                                                                                                                                                                    ,GOOD,, ,INSVC,DISTRICT1, ,N,16,19647,297.0,-23.0,BCN,2022/04/18 00:00:00+00, ,2019/09/03 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , , ,S,N,,-122.324384533928,47.5264073125552
1266540.90646672,194797.605280891,3371,555268,BCN-35,9TH AVE SW 0880 BLOCK E SIDE ( 240) 240 FT S/O SW TRENTON ST (BCN-SCHL)                                                                                                                                                                                        ,GOOD,2014/07/18 00:00:00+00, ,INSVC,DISTRICT1, ,N,16,8622,253.0,25.0,BCN,2014/07/18 00:00:00+00,BCN-SCHL,2014/07/18 00:00:00+00,SDOT,AERIAL, ,N,,,SB85X1, ,TM-SHLDR,N,Y, , ,2005/03/02 00:00:00+00, , ,WEB, ,BCN-TC3,E,N,,-122.346631289405,47.5239502365793
1265214.96686138,254311.763811395,3372,554762,BCN-10,N 80TH ST 0010 BLOCK N SIDE ( 285) 285 FT E/O 1ST AVE NW (BCN-SCHL)                                                                                                                                                                                            ,GOOD,,SDOT,INSVC,DISTRICT6, ,N,16,15890,298.0,23.0,BCN,2014/06/26 00:00:00+00,BCN-SCHL,2014/06/26 00:00:00+00,SDOT,AERIAL, ,N,2014/06/26 00:00:00+00,2014/06/26 00:00:00+00,SB26X2,GOOD,TM-SHLDR,N,Y,GOOD,GOOD,2009/09/30 00:00:00+00, ,GOOD,WEB, ,GLANCE,N,N,,-122.356764777434,47.6870041784635
1286635.59954497,187911.78604731,3373,867480,BCN-589,55TH AVE S 1050 BLOCK C SIDE ( 324) 0 FT N/O S BANGOR ST (BCN-XWK)                                                                                                                                                                                             , ,, ,INSVC,DISTRICT2, ,N,16,7719,324.0,,BCN,2023/08/04 00:00:00+00,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.264797027492,47.5061302135322
1277741.39981373,216104.017064303,3374,573556,BCN-238,23RD AVE S 0230 BLOCK C SIDE (   0) 0 FT S/O S COLLEGE ST (BCN-REG)                                                                                                                                                                                            , ,, ,INSVC,DISTRICT2, ,N,16,3458,0.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.302954096133,47.582945680332
1257017.57479164,214642.059686393,3375,725997,BCN-517,CALIFORNIA AVE SW 0270 BLOCK W SIDE ( 531) 288 FT N/O SW STEVENS ST (BCN-SCHL)                                                                                                                                                                                 , ,, , ,DISTRICT1, ,N,16,9541,544.0,-27.0,BCN,,BCN-SCHL,2018/09/19 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,W,N,,-122.386788732364,47.5778226701051
1262660.78430572,204676.098319143,3376,605869,BCN-347,DELRIDGE WAY SW 0560 BLOCK W SIDE ( 379) 235 FT N/O SW JUNEAU ST (BCN-SCHL)                                                                                                                                                                                    ,GOOD,2014/01/31 00:00:00+00,SDOT,INSVC,DISTRICT1, ,N,16,9969,402.0,-31.0,BCN,2023/08/14 00:00:00+00,BCN-SCHL,2013/10/10 00:00:00+00,SDOT, , ,N,,2013/10/10 00:00:00+00,, , ,N,N, ,GOOD,2013/10/09 00:00:00+00, ,GOOD, , ,BCN-TC3,W,Y,,-122.363127068547,47.5508164494852
1283854.78358431,204124.814972892,3377,659129,BCN-422,RAINIER AVE S 0570 BLOCK C SIDE ( 290) 0 FT N/O S MEAD ST (BCN-XWK)                                                                                                                                                                                            , ,, , ,DISTRICT2, ,N,16,12394,290.0,,BCN,,BCN-XWK,2016/08/16 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.277276825904,47.5504279262651
1276307.80622423,263249.581237555,3378,572583,BCN-155,15TH AVE NE 1140 BLOCK C SIDE ( 279) 25 FT S/O NE 115TH ST (BCN-XWK)                                                                                                                                                                                           ,GOOD,2011/12/12 00:00:00+00, ,INSVC,DISTRICT5, ,N,16,2081,279.0,,BCN,2011/12/12 00:00:00+00,BCN-XWK,,SDOT,AERIAL, ,N,,,,GOOD,TM-OVRHEAD,Y,N,GOOD, ,2011/12/12 00:00:00+00,GOOD, , , , ,C,N,,-122.312433187423,47.7120955888192
1268240.19211014,257432.962293386,3379,573324,BCN-211,AURORA AVE N 0920 BLOCK W SIDE (  10) 10 FT N/O N 92ND ST (BCN-WARNG)                                                                                                                                                                                          , ,, ,OUTSVC,DISTRICT5, ,N,16,8971,33.0,37.0,BCN,2023/08/09 00:00:00+00,BCN-WARNG,, , , ,N,2014/04/08 00:00:00+00,,, ,TM-SHLDR,N,N, , ,, , , , , ,W,N,,-122.344733488411,47.6957227451956
1256505.21164314,196671.960784137,3380,573609,BCN-270,CALIFORNIA AVE SW 0830 BLOCK C SIDE ( 273) 0 FT N/O SW THISTLE ST (BCN-REG)                                                                                                                                                                                    , ,, ,INSVC,DISTRICT1, ,N,16,9585,273.0,,BCN,2023/08/10 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.387394011922,47.528539476661
1286396.54162414,194179.388341472,3381,867385,BCN-582,S HENDERSON ST 0530 BLOCK C SIDE (23.6) 23.6 FT E/O 53RD AVE S (BCN-XWK)                                                                                                                                                                                       , ,, ,PLANNED,DISTRICT2, ,N,16,20246,23.6,,BCN,2023/08/09 00:00:00+00,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.26623621229,47.5232976213176
1269228.2222863,254251.315769553,3382,670587,BCN-451,GREEN LAKE DR N 0800 BLOCK NE SIDE (  20) 20 FT NW/O N 80TH ST (BCN-SCHL)                                                                                                                                                                                      , ,, , ,DISTRICT6, ,N,16,10682,33.0,-32.0,BCN,,BCN-SCHL,2017/03/20 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,NE,N,,-122.340469140065,47.6870551150265
1271166.10390922,249892.531508148,3383,568702,BCN-149,WOODLAWN AVE N 0640 BLOCK C SIDE (   0) 0 FT NE/O N 64TH ST (BCN-REG)                                                                                                                                                                                          , ,, ,INSVC,DISTRICT6, ,N,16,13698,0.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,N, , ,, , , , , ,C,N,,-122.332258089326,47.6752116133132
1269316.02985348,254184.456323221,3384,670600,BCN-452,N 80TH ST 0140 BLOCK S SIDE (  20) 20 FT E/O GREEN LAKE DR N (BCN-SCHL)                                                                                                                                                                                        , ,, , ,DISTRICT6, ,N,16,15897,86.0,-19.0,BCN,,BCN-SCHL,2017/03/21 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,S,N,,-122.340107390993,47.6868765696414
1286417.22629406,197203.771400303,3385,760788,BCN-559,SEWARD PARK AVE S 0790 BLOCK C SIDE (   0) 0 FT S/O S KENYON ST ( )                                                                                                                                                                                            , ,, , ,DISTRICT2, ,N,16,12808,0.0,,BCN,, ,2019/12/01 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , , ,C,N,,-122.266380434418,47.5315885603337
1284142.1412773,235146.165659726,3386,568358,BCN-98,42ND AVE E 0180 BLOCK C SIDE ( 334) 0 FT S/O E MADISON ST (BCN-XWK)                                                                                                                                                                                            ,GOOD,2011/05/13 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,6501,334.0,,BCN,2011/05/13 00:00:00+00,BCN-XWK,,SDOT,AERIAL, ,N,2011/05/13 00:00:00+00,,,GOOD,TM-OVRHEAD,Y,Y,GOOD,GOOD,,GOOD, ,HARDWIRE, , ,C,N,,-122.278472193115,47.6354724633743
1276279.43390563,264139.100783974,3387,645521,BCN-411,15TH AVE NE 1171 BLOCK W SIDE (   0) 0 FT N/O PINEHURST WAY NE (BCN-SCHL)                                                                                                                                                                                      , ,, , ,DISTRICT5, ,N,16,2084,23.0,27.0,BCN,,BCN-SCHL,2016/02/19 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , ,GLANCE,W,N,,-122.312617864241,47.7145322419966
1264489.2120793,196420.102692053,3388,698098,BCN-483,16TH AVE SW 0840 BLOCK C SIDE (   0) 0 FT S/O SW THISTLE ST (BCN-XWK)                                                                                                                                                                                          , ,, , ,DISTRICT1, ,N,16,2343,0.0,,BCN,,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.355063403369,47.5282865284874
1258196.26272297,248049.067019224,3389,573245,BCN-198,22ND AVE NW 0550 BLOCK C SIDE ( 283) 0 FT S/O NW 56TH ST (BCN-REG)                                                                                                                                                                                             , ,, ,INSVC,DISTRICT6, ,N,16,3280,283.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.384742614439,47.6694541429013
1275128.44112889,218158.435199559,3390,682151,BCN-474,15TH AVE S 0170 BLOCK E SIDE (   0) 0 FT S/O S MASSACHUSETTS ST ( )                                                                                                                                                                                            , ,, , ,DISTRICT2, ,N,16,2134,13.0,20.0,BCN,, ,, , , ,N,,,, , ,N,N, , ,, , , , , ,E,N,,-122.313699758945,47.588439524867
1273022.71994664,251247.833587557,3391,568705,BCN-152,WOODLAWN AVE NE 0699 BLOCK C SIDE ( 106) 0 FT SW/O NE RAVENNA WB BV (BCN-REG)                                                                                                                                                                                  , ,, ,INSVC,DISTRICT6, ,N,16,13709,106.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,N, , ,, , , , , ,C,N,,-122.324829903136,47.6790253375872
1264105.76304306,248428.902545646,3392,573149,BCN-189,3RD AVE NW 0560 BLOCK C SIDE ( 508) 22 FT S/O NW 58TH ST (BCN-XWK)                                                                                                                                                                                             , ,, ,INSVC,DISTRICT6, ,N,16,4457,508.0,,BCN,2023/08/09 00:00:00+00,BCN-XWK,, , , ,N,,,, ,TM-OVRHEAD,Y,Y, , ,, , , , , ,C,N,,-122.360793258057,47.6708193060231
1280543.08154631,226965.742388055,3393,573029,BCN-168,E UNION ST 0310 BLOCK S SIDE (   5) 5 FT E/O 31ST AVE (BCN-SCHL)                                                                                                                                                                                               ,GOOD,,SDOT,INSVC,DISTRICT3, ,N,16,14908,35.0,-24.0,BCN,2014/07/09 00:00:00+00,BCN-SCHL,2014/07/09 00:00:00+00,SDOT,AERIAL, ,N,,,SB52X1,GOOD,TM-SHLDR,N,Y, , ,2005/03/02 00:00:00+00, , ,WEB, ,GLANCE,S,N,,-122.292438344794,47.6128637484414
1273712.16837089,195594.501981065,3394,819385,BCN-565,S CLOVERDALE ST 0100 BLOCK N SIDE ( 622) 0 FT W/O 12TH AVE S ( )                                                                                                                                                                                               , ,, , ,DISTRICT1, ,N,16,19650,645.0,25.0,BCN,, ,2021/06/16 00:00:00+00, , , ,N,,,, , ,N,N, , ,, , , , , ,N,N,,-122.317674394593,47.5265173838533
1282038.43255822,210165.011553898,3395,605885,BCN-349,38TH AVE S 0400 BLOCK W SIDE ( 347) 230 FT N/O S DAKOTA ST (BCN-SCHL)                                                                                                                                                                                          , ,, ,INSVC,DISTRICT2, ,N,16,5898,377.0,-18.0,BCN,2023/08/14 00:00:00+00,BCN-SCHL,2013/09/25 00:00:00+00,SDOT, , ,N,,2013/09/25 00:00:00+00,, , ,N,N, , ,, , ,WEB, ,BCN-TC3,W,N,,-122.285092019239,47.5668904657369
1264836.36886531,237022.921420649,3396,573455,BCN-228,QUEEN ANNE AVE N 0220 BLOCK C SIDE ( 443) 0 FT S/O MCGRAW ST (BCN-REG)                                                                                                                                                                                         , ,, ,INSVC,DISTRICT7, ,N,16,12314,443.0,,BCN,2023/08/09 00:00:00+00,BCN-REG,, , , ,N,,,, ,TM-OVRHEAD,N,Y, , ,, , , , , ,C,N,,-122.356912009382,47.6395958126562
1284716.87142706,252464.292112648,3397,572949,BCN-160,NE 75TH ST 0470 BLOCK S SIDE (   0) 0 FT E/O 47TH AVE NE (BCN-SCHL)                                                                                                                                                                                            ,GOOD,2011/05/27 00:00:00+00,SDOT,INSVC,DISTRICT4, ,N,16,17546,2.0,-23.0,BCN,2014/07/21 00:00:00+00,BCN-SCHL,2014/07/21 00:00:00+00,SDOT,AERIAL, ,N,2011/05/27 00:00:00+00,,SB6X1,GOOD,TM-SHLDR,N,Y,GOOD,GOOD,2004/11/22 00:00:00+00, , ,WEB, ,GLANCE,S,N,,-122.277459546768,47.6829710694168
1280746.11394864,222869.090804473,3398,567994,BCN-91,32ND AVE S 0010 BLOCK C SIDE (   0) 0 FT S/O E YESLER WAY (BCN-REG)                                                                                                                                                                                            ,POOR,2011/05/13 00:00:00+00,SDOT,INSVC,DISTRICT3, ,N,16,5004,0.0,,BCN,2011/05/13 00:00:00+00,BCN-REG,,SDOT,AERIAL, ,N,2011/05/13 00:00:00+00,,,POOR,TM-OVRHEAD,N,Y,POOR,FAIR,,POOR, ,HARDWIRE, , ,C,N,,-122.29130070715,47.6016453861778
1287170.73397338,202467.596830636,3399,867441,BCN-585,WILSON AVE S 0620 BLOCK C SIDE ( 410) 0 FT N/O S GRAHAM ST (BCN-XWK)                                                                                                                                                                                           , ,, , ,DISTRICT2, ,N,16,13619,410.0,,BCN,,BCN-XWK,, , , ,N,,,, , ,N,N, , ,, , , , ,BCN-RRFB,C,N,,-122.263726838211,47.5460552265391
