OBJECTID,ParcelId,CreateUser,CreateDate,EditUser,EditDate,UsageClass,PlanYear,Shape__Area,Shape__Length
1100,RES_2354,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,42424.2286987305,3315.76442252751
1101,RES_2591,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,108830.436523438,2250.25561881559
1102,RES_1398,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,196442.203308105,2612.96635460423
1103,RES_1528,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,137104.127624512,3336.6396407997
1104,RES_2163,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,167095.526306152,2307.21368809009
1105,RES_2750,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,155539.690429688,3049.39072095093
1106,IND_229,,,LANDUSE,2020/07/25 00:52:05+00,3.0,0.0,611731.837280273,4835.73348216606
1107,RES_1445,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,77837.1854858398,1618.84474810454
1108,COMM_3511,,,WILLIADU,2020/10/20 21:17:21+00,2.0,0.0,128763.367797852,1466.61062067208
1109,RES_1474,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,63301.5861206055,1551.75982776789
1110,IND_260,,,LANDUSE,2020/07/25 00:52:05+00,3.0,0.0,327370.870605469,2277.27458315097
1111,COMM_46,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,291499.485107422,3019.74066273616
1112,IND_3455,,,LANDUSE,2020/07/25 00:52:05+00,3.0,0.0,6.3817138671875,12.3123176839638
1113,COMM_160,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,293992.406677246,2362.17858489798
1114,RES_1183,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,65669.4731445313,1470.68804621506
1115,RES_3286,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,74316.1997680664,1426.11548739551
1116,RES_1698,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,117987.249023438,2192.49504305777
1117,RES_2011,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,19819.5364990234,593.079155006016
1118,RES_1414,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,150542.379089355,2556.86208268733
1119,RES_2603,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,102534.224243164,2082.26024399765
1120,RES_1083,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,94890.399230957,1926.39117342458
1121,IND_3123,,,LANDUSE,2020/07/25 00:52:05+00,3.0,0.0,311518.77355957,2584.15565401091
1122,RES_1485,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,69220.6021118164,1464.06321032113
1123,RES_3027,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,79279.352355957,1843.09091201906
1124,MIXED USE_2457,,,LANDUSE,2020/07/25 00:52:05+00,2.0,0.0,154169.076538086,1994.21967248945
1125,COMM_3257,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,167081.354797363,1731.28377277428
1126,IND_266,,,LANDUSE,2020/07/25 00:52:05+00,3.0,0.0,426893.430053711,2611.19279144892
1127,RES_1562,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,105658.770446777,1911.51369414508
1128,MIXED USE_329,,,LANDUSE,2020/07/25 00:52:05+00,2.0,0.0,1135732.15118408,4226.1118125262
1129,RES_819,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,114554.705383301,2360.05025932498
1130,REC_3141,,,LANDUSE,2020/07/25 00:52:05+00,7.0,0.0,691595.937011719,3710.52769044051
1131,RES_2067,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,74294.6211547852,1173.83721880319
1132,RES_1196,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,95891.3282470703,1833.19272420317
1133,EDUC_2407,,,LANDUSE,2020/07/25 00:52:05+00,5.0,0.0,698.774291992188,1390.05907027069
1134,RES_1005,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,138565.807373047,2775.54979913355
1135,RES_2509,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,113456.081542969,1568.44949289998
1136,RES_442,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,9531.11608886719,373.952380751117
1137,COMM_3511,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,42299.2949829102,809.847661674913
1138,RES_988,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,60656.3792114258,1352.21724481523
1139,RES_1612,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,137845.91607666,2733.79477668071
1140,COMM_93,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,16191.3088989258,524.378786574297
1141,COMM_143,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,77627.9237670898,1433.67398822229
1142,RES_3034,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,46811.8121948242,1122.63779201217
1143,OS_3662,,,LANDUSE,2020/07/25 00:52:05+00,8.0,0.0,183902.284423828,9840.00191659755
1144,RES_1712,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,93086.1423339844,2052.43413232527
1145,COMM_108,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,72926.3518066406,1098.47426727215
1146,RES_1581,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,71025.7338256836,1196.02974870737
1147,RES_2650,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,89894.0223999023,1730.64276131824
1148,EDUC_184,,,LANDUSE,2020/07/25 00:52:05+00,5.0,0.0,220156.423950195,2334.77098149959
1149,OS_3655,,,LANDUSE,2020/07/25 00:52:05+00,8.0,0.0,3127380.60272217,15301.2994700824
1150,RES_853,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,377483.509460449,3944.99306319083
1151,RES_2356,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,855.145568847656,199.200496908395
1152,RES_3413,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,1207274.2243042,4416.17387352049
1153,RES_1152,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,147618.365539551,3008.05289460472
1154,RES_1408,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,136343.060913086,2250.7900489624
1155,RES_1583,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,56603.6787719727,1266.82745861406
1156,COMM_3247,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,615166.122253418,3549.97421860255
1157,RES_2987,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,110961.006286621,2309.93641646363
1158,COMM_41,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,74091.751953125,1082.41184986711
1159,COMM_2360,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,14526.8092651367,477.580132594534
1160,RES_2542,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,104132.192138672,2111.11959295221
1161,RES_1289,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,116266.75769043,2301.02344336823
1162,COMM_3511,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,30333.2094726563,814.345725592197
1163,RES_1687,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,199889.949645996,4120.25608621307
1164,RES_1423,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,76646.0026855469,1600.18266415185
1165,MIXED USE_3129,,,LANDUSE,2020/07/25 00:52:05+00,2.0,0.0,64144.2784423828,1156.32820838713
1166,COMM_102,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,741407.954162598,3671.36473178652
1167,RES_1324,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,48130.5704345703,1209.85042879832
1168,OS_3585,,,LANDUSE,2020/07/25 00:52:05+00,8.0,0.0,82662.0665283203,2939.63667874026
1169,COMM_123,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,54751.3137817383,930.838270027175
1170,RES_684,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,212214.918395996,1869.38783357045
1171,RES_459,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,23165.6219482422,668.211143181205
1172,COMM_2402,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,124760.081298828,1689.13082214744
1173,RES_1507,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,123243.749633789,2339.30841385764
1174,RES_3167,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,34614.857421875,898.790134143385
1175,CIVIC_3245,,,LANDUSE,2020/07/25 00:52:05+00,4.0,0.0,48315.0999145508,915.678706395132
1176,IND_3123,,,WILLIADU,2020/10/20 21:24:01+00,9.0,0.0,761794.485046387,3676.86283052884
1177,RES_1470,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,150071.252319336,2916.95616987974
1178,RES_1937,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,92324.6762084961,2111.85177174927
1179,RES_2209,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,87137.1968383789,4966.31076336349
1180,RES_709,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,92448.7545776367,2244.04645253259
1181,EDUC_3232,,,LANDUSE,2020/07/25 00:52:05+00,5.0,0.0,424727.594421387,3493.78589585089
1182,RES_1681,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,287729.651184082,4315.19346931812
1183,RES_478,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,172857.551147461,3216.44785118684
1184,MIXED USE_378,,,LANDUSE,2020/07/25 00:52:05+00,2.0,0.0,370.690368652344,1340.56503789324
1185,RES_1807,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,54781.9034423828,1048.09658817049
1186,OS_3678,,,LANDUSE,2020/07/25 00:52:05+00,8.0,0.0,47670.9259033203,3770.84630016173
1187,RES_2661,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,87396.4619750977,1277.90453637641
1188,RES_699,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,580453.760131836,4611.94773491385
1189,IND_210,,,LANDUSE,2020/07/25 00:52:05+00,3.0,0.0,524454.057617188,3601.32367556713
1190,RES_2544,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,36605.9584350586,874.041718735103
1191,IND_264,,,LANDUSE,2020/07/25 00:52:05+00,9.0,0.0,891680.945251465,4523.88378380424
1192,RES_1271,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,100751.76348877,2148.21783614162
1193,RES_1987,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,89404.1109619141,2009.04239005768
1194,RES_1627,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,57612.2844238281,1314.45216442256
1195,OS_3636,,,LANDUSE,2020/07/25 00:52:05+00,8.0,0.0,1577011.50793457,10749.433314442
1196,RES_3038,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,395443.141601563,3132.47429485971
1197,RES_1938,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,47506.7529296875,1205.0887607277
1198,RES_2831,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,109588.83795166,2554.88597696684
1199,RES_617,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,808445.859863281,6635.33957433034
1200,RES_1489,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,137057.033325195,2429.64852372633
1201,RES_3388,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,1868082.85827637,9276.56507738004
1202,RES_1726,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,91092.5047607422,1545.95773227745
1203,RES_718,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,92142.2752685547,2273.00157259492
1204,EDUC_2411,,,LANDUSE,2020/07/25 00:52:05+00,5.0,0.0,200648.333007813,1793.1620347693
1205,RES_1466,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,20634.099609375,599.650015586097
1206,RES_879,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,59526.0693969727,1269.6147692795
1207,COMM_3511,,,LANDUSE,2020/07/25 00:52:05+00,1.0,0.0,259931.924804688,2042.42147383973
1208,WATER_2288,,,JACOBPA,2022/11/07 20:41:27+00,6.0,0.0,19866.9567871094,2566.41731190557
1209,RES_2590,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,76021.9158325195,1580.80935361135
1210,OS_3659,,,LANDUSE,2020/07/25 00:52:05+00,8.0,0.0,456244.59173584,7308.02028627638
1211,MIXED USE_2461,,,LANDUSE,2020/07/25 00:52:05+00,2.0,0.0,875109.992614746,4901.50242209501
1212,RES_1734,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,97588.4127197266,1588.14985037262
1213,IND_211,,,LANDUSE,2020/07/25 00:52:05+00,3.0,0.0,1812825.62701416,8589.45902385293
1214,RES_453,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,106140.243103027,2557.82230224973
1215,RES_745,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,28506.3226318359,732.918367280144
1216,RES_1990,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,54235.310546875,1303.61759297983
1217,RES_2614,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,171192.437255859,2686.70852366983
1218,RES_2996,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,110807.333251953,1754.08185459509
1219,RES_1827,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,16029.8662719727,499.231605462872
1220,RES_3342,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,60435.3394165039,1426.81346475571
1221,RES_3238,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,394.911193847656,136.999497223415
1222,RES_2043,,,LANDUSE,2020/07/25 00:52:05+00,0.0,0.0,168540.283996582,2767.23482567733
1223,COMM_3249,,,LANDUSE,2020/07/25 00:52:06+00,2.0,0.0,503034.674865723,3272.65215953531
1224,IND_3263,,,LANDUSE,2020/07/25 00:52:06+00,3.0,0.0,879395.338806152,6453.4861609504
1225,RES_466,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,67587.1259155273,1380.25026305003
1226,RES_3014,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,81830.0341186523,1870.08020878736
1227,RES_2001,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,35819.8179931641,919.604876508159
1228,RES_1995,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,26872.8447265625,738.221833354522
1229,REC_496,,,LANDUSE,2020/07/25 00:52:06+00,7.0,0.0,879436.963928223,4064.36258394587
1230,RES_1291,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,158675.852783203,1900.43204232962
1231,RES_2482,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,101721.275817871,2287.08967230042
1232,RES_2850,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,68363.8155517578,1478.58056922902
1233,RES_2083,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,158549.57220459,2751.18636240832
1234,RES_927,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,137370.081481934,2827.62124132389
1235,COMM_3255,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,93217.9829101563,1321.21337390242
1236,RES_438,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,85667.5928344727,1675.78357614725
1237,RES_2908,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,64078.1916503906,1419.65410949096
1238,RES_3390,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,108898.236572266,2427.6939050182
1239,RES_2803,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,96407.0620117188,1967.51816051543
1240,RES_424,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,689.392944335938,163.765997345355
1241,COMM_150,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,98048.2849731445,1245.41137344707
1242,OS_3555,,,LANDUSE,2020/07/25 00:52:06+00,8.0,0.0,1.35614013671875,5.73310303548113
1243,IND_281,,,LANDUSE,2020/07/25 00:52:06+00,9.0,0.0,33414.9389648438,731.890034814995
1244,RES_1175,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,139182.955688477,2957.367483367
1245,OS_3583,,,LANDUSE,2020/07/25 00:52:06+00,8.0,0.0,0.46820068359375,48.4094851805872
1246,RES_1771,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,98040.0784301758,1517.97623546803
1247,RES_918,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,112832.649291992,1434.49108094666
1248,RES_969,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,625543.490234375,4597.03969793971
1249,RES_728,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,20701.6731567383,696.206491121804
1250,RES_3032,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,117944.182556152,1915.83219537603
1251,MIXED USE_2429,,,LANDUSE,2020/07/25 00:52:06+00,2.0,0.0,294.633361816406,1408.25225289208
1252,RES_1558,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,54616.3710327148,1224.0961181447
1253,IND_254,,,LANDUSE,2020/07/25 00:52:06+00,3.0,0.0,390987.475646973,2950.60542951175
1254,OS_3565,,,LANDUSE,2020/07/25 00:52:06+00,8.0,0.0,4499.22631835938,276.959072273976
1255,RES_2826,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,61370.8217163086,1386.80683607235
1256,RES_682,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,47490.6766967773,1051.28675721568
1257,WATER_3505,,,JACOBPA,2022/11/07 20:41:27+00,6.0,0.0,0.35223388671875,7.61713823217679
1258,RES_3291,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,94355.6093139648,1793.61583724745
1259,RES_2114,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,60922.5474243164,1365.82608376364
1260,RES_2675,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,85661.3762207031,1864.74639634915
1261,RES_1845,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,57489.2819824219,1267.09902130054
1262,RES_3154,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,78115.0434570313,1624.21540618128
1263,RES_3163,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,83803.732421875,1908.52297980773
1264,RES_712,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,46523.1033935547,1096.26361076473
1265,RES_2719,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,187549.418334961,3660.46648127883
1266,RES_1932,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,98570.6058959961,2172.82943202803
1267,RES_3043,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,508878.512939453,6670.14418624812
1268,COMM_3256,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,168512.650817871,1742.29970026063
1269,IND_3123,,,LANDUSE,2020/07/25 00:52:06+00,3.0,0.0,429582.18963623,2641.06681135795
1270,COMM_3511,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,565751.321533203,3125.38337654168
1271,RES_2143,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,53640.0968017578,1315.95622296012
1272,RES_587,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,72907.8991699219,1065.93481587112
1273,COMM_3476,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,175787.789611816,1794.00944918974
1274,RES_3178,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,414867.940551758,3567.22976935717
1275,RES_2020,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,88255.494140625,1309.1046444776
1276,RES_2788,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,395194.665405273,5212.57670496851
1277,COMM_94,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,487476.904174805,3741.8641764709
1278,RES_1125,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,135132.400024414,2710.91244237498
1279,COMM_117,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,363399.474121094,2397.45197861111
1280,RES_1068,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,272985.29296875,4072.19199560609
1281,COMM_164,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,118426.139587402,1628.8944650939
1282,RES_3048,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,72271.8858642578,1094.82603379357
1283,IND_3260,,,LANDUSE,2020/07/25 00:52:06+00,3.0,0.0,52340.0542602539,964.093150739731
1284,MIXED USE_320,,,LANDUSE,2020/07/25 00:52:06+00,2.0,0.0,357.995544433594,1717.00335791803
1285,RES_710,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,94970.5689086914,2263.14989034191
1286,MIXED USE_341,,,LANDUSE,2020/07/25 00:52:06+00,2.0,0.0,4022.67602539063,3032.89210296807
1287,RES_2164,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,38902.3731689453,1042.3942110166
1288,RES_479,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,54676.3023681641,1337.97835353138
1289,RES_3321,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,63567.8381347656,985.526825320454
1290,RES_2355,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,29173.5257568359,1817.57138697321
1291,RES_2487,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,119544.362731934,2430.2541889441
1292,RES_2003,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,29586.8530883789,698.132513998581
1293,IND_315,,,WILLIADU,2020/10/20 21:18:53+00,9.0,0.0,432868.172790527,2782.47824162961
1294,RES_960,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,708693.094299316,5573.08458677674
1295,RES_1500,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,152817.733825684,3113.52533291722
1296,MIXED USE_3438,,,LANDUSE,2020/07/25 00:52:06+00,2.0,0.0,145689.352722168,1672.58902798697
1297,RES_1165,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,55522.4672241211,1271.39360697963
1298,MIXED USE_327,,,LANDUSE,2020/07/25 00:52:06+00,2.0,0.0,731370.172485352,3371.57778315371
1299,RES_2636,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,62190.6148071289,1177.38304727631
1300,RES_1648,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,750777.435668945,3644.95046567517
1301,RES_2349,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,81811.4658813477,1288.0792866156
1302,MIXED USE_3271,,,LANDUSE,2020/07/25 00:52:06+00,2.0,0.0,835.055969238281,113.121285961459
1303,RES_2700,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,91468.3643188477,1972.03916391358
1304,RES_2673,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,130031.723510742,1441.73057531343
1305,RES_1988,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,118197.495483398,2462.03964323251
1306,RES_1882,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,102872.57800293,2072.81607237714
1307,MIXED USE_3274,,,LANDUSE,2020/07/25 00:52:06+00,2.0,0.0,62951.0986328125,1410.74335547249
1308,COMM_177,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,1804974.87719727,5389.70626086311
1309,RES_869,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,128661.800354004,2408.03598635386
1310,COMM_159,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,327592.242675781,2416.38631576188
1311,RES_3183,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,47742.9478759766,1346.31584265217
1312,RES_1923,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,103557.16796875,2239.17115464134
1313,RES_771,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,51052.6107177734,1131.92431273776
1314,RES_1812,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,37952.7517700195,946.099128161875
1315,RES_2127,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,65051.4270629883,1448.17994306433
1316,RES_3403,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,117879.636291504,2687.49870166199
1317,RES_3198,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,17643.7520751953,1160.10062210111
1318,RES_1043,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,106575.563110352,2299.58165367746
1319,RES_2628,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,134143.028442383,2800.97390634005
1320,RES_1118,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,89623.8218994141,1950.83740630946
1321,RES_2151,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,116724.082275391,2658.3194573669
1322,EDUC_196,,,LANDUSE,2020/07/25 00:52:06+00,5.0,0.0,137086.23626709,1493.73213556011
1323,COMM_3092,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,25622.5752563477,761.360687608507
1324,IND_285,,,LANDUSE,2020/07/25 00:52:06+00,3.0,0.0,449274.491455078,3628.95811959008
1325,RES_955,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,57020.8087158203,1226.80239239382
1326,RES_1450,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,586438.92791748,3052.80260067767
1327,RES_2921,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,28728.0181884766,752.055225768502
1328,RES_1403,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,58250.6538696289,1304.27958568595
1329,RES_1778,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,70623.229309082,1173.71548260829
1330,RES_1437,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,58696.8701782227,1318.68191664644
1331,RES_1459,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,104716.541442871,2194.4943007411
1332,RES_1278,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,75001.7600708008,1605.89163952005
1333,RES_1265,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,78078.6096801758,1134.35347366517
1334,COMM_107,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,1237758.0168457,5056.37630925645
1335,RES_1467,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,51852.4464111328,1150.72643348778
1336,RES_1880,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,147483.717651367,2870.93780773147
1337,EDUC_183,,,LANDUSE,2020/07/25 00:52:06+00,5.0,0.0,281102.525512695,2711.10889456691
1338,RES_826,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,64171.1565551758,979.853156883222
1339,RES_3363,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,83326.14453125,1917.43376782319
1340,RES_656,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,246934.581787109,3395.06041448465
1341,EDUC_185,,,LANDUSE,2020/07/25 00:52:06+00,5.0,0.0,532197.041625977,3206.43720449983
1342,RES_1111,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,19121.5187988281,543.304310982731
1343,COMM_133,,,LANDUSE,2020/07/25 00:52:06+00,1.0,0.0,507470.088745117,2931.40736883804
1344,RES_2985,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,88047.7604980469,1795.23746092742
1345,RES_1177,,,LANDUSE,2020/07/25 00:52:06+00,0.0,0.0,21929.6208496094,620.907202908493
