OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
423,12299,QUEEN ANNE AVE N,1156,N,2017/07/26 09:00:00+00,788.0,673.0,10661.0,10442.0,10700,Study,,317.782211849976
424,"11205,11204,11202,11207,11203,11206",LAKE WASHINGTON BLVD E,1122,N,2018/01/09 11:15:00+00,640.0,564.0,5743.0,5126.0,5700,Study,,3038.1107835828
425,"11307,11306,11309,11305,11303,11304,11311,11308,11310",LATONA AVE NE,1635,N,2018/01/05 11:30:00+00,465.0,453.0,4306.0,3957.0,4300,Study,,2392.12946101475
426,"10822,21812,21813","HARBOR AVE SW,SW AVALON WAY",407,N,,,,6000.0,,6000,Estimate,,248.127349985505
427,"2315,2314,1955","16TH AVE S,14TH AVE S",137,N,2018/10/01 00:00:00+00,,,15261.0,12686.0,21400,Study(Normalized),,2912.56278336941
428,"18624,18623,18622,18620,18621",NW 65TH ST,1654,N,2015/11/04 00:00:00+00,,,13632.0,13178.0,13600,Study - 13-15,,1416.88967161272
429,16840,NE 45TH ST,1457,N,2017/12/14 09:45:00+00,1403.0,1539.0,23009.0,22854.0,23000,Study,,263.98457388889
430,8718,ALASKAN WAY,632,Y,2018/07/17 00:00:00+00,1070.0,969.0,13732.0,13382.0,13300,Study(Normalized),,304.246307318998
431,2350,16TH AVE SW,85,N,2018/01/24 11:15:00+00,296.0,336.0,4283.0,4052.0,4300,Study,,669.467653707884
432,"11156,11153,11152,11155,11157,11154",LAKE CITY WAY NE,1796,N,,,,40000.0,,40000,Estimate,,1923.13271324038
433,"3726,3725,3727",25TH AVE NE,1620,N,2014/10/22 00:00:00+00,,,15323.0,14746.0,15300,Study - 13-15,,2644.00853745914
434,23206,W DENNY WAY,1074,B,,,,27000.0,,27000,Estimate,,149.163593410222
435,9663,CHERRY ST,671,Y,2018/06/05 00:00:00+00,729.0,808.0,9871.0,9643.0,9600,Study(Normalized),,321.411777873046
436,"167624,167594,167428,167611,167427,167625,167613,167595,167612",BEACON AVE S,216,N,2017/10/16 11:00:00+00,595.0,703.0,7886.0,7263.0,7900,Study,Combined,2982.41970151624
437,"7341,7339,7340",5TH AVE NE,1924,N,2015/05/20 00:00:00+00,,,6990.0,6563.0,7000,Study - 13-15,,3988.297273481
438,"23326,1364,1366,1365,1360,1367,1363,1361,1362","W FULTON ST,10TH AVE W",1277,N,,,,2000.0,,2000,Estimate,,2424.66561835803
439,"21967,21971,21968,21966,21969,21970",SW CHARLESTOWN ST,363,N,2018/06/06 00:00:00+00,397.0,341.0,3659.0,3535.0,3600,Study(Normalized),,1975.35347699578
440,10685,GREEN LAKE WAY N,1464,N,,,,8500.0,,8500,Estimate,,343.172777951192
442,"23164,23166,23170,23168,23163,23165,23167,23169,6403,3217,3218","W COMMODORE WAY,40TH AVE W,21ST AVE W",1536,N,2014/02/20 00:00:00+00,,,6292.0,5150.0,6300,Study - 13-15,,8832.82788067907
443,"16928,16929,16927",NE 50TH ST,1513,N,2013/10/01 00:00:00+00,,,18203.0,18244.0,18200,Study - 13-15,,812.961396761518
444,"15894,15896,15895",N 80TH ST,1745,N,2018/02/01 08:00:00+00,924.0,1098.0,13987.0,13649.0,14000,Study,,1664.71295962083
445,"4827,4826",31ST AVE S,588,N,,,,2500.0,,2500,Estimate,,903.55798979558
446,11941,MYERS WAY S,94,N,2015/05/06 00:00:00+00,,,6196.0,5719.0,6200,Study - 13-15,,2781.79481847115
447,"18968,18967,18961,18966,18969,18965,18964,18962,18963",NW 85TH ST,1783,N,2014/11/20 00:00:00+00,,,12801.0,12830.0,12800,Study - 13-15,,2663.17270576276
448,"3375,3370,3374,3373,3376,3372,3371",23RD AVE E,1167,N,,,,17500.0,,17500,Estimate,,2390.11539023516
449,"20107,20108","S GENESEE ST,S GENESEE WAY",313,N,2018/10/25 00:00:00+00,206.0,346.0,3934.0,3964.0,3900,Study(Normalized),,878.191856197897
450,"22219,22217,22218,22222,22225,22223,22220,22221,22224,22216,7727,7728,7729,7730","SW GENESEE ST,55TH AVE SW",371,N,2015/06/03 00:00:00+00,,,1951.0,1883.0,2000,Study - 13-15,,4978.97283210868
451,"15010,15011",N 105TH ST,1833,N,,,,22000.0,,22000,Estimate,,662.256254966544
452,2898,2ND AVE SW,178,N,2018/06/07 00:00:00+00,1456.0,2052.0,22764.0,20849.0,22200,Study(Normalized),,969.880355644718
453,"8171,8172",7TH AVE NE,1451,N,2018/01/23 08:45:00+00,395.0,581.0,7056.0,6933.0,7100,Study,,1126.95584412604
454,10461,FLORENTIA ST,1282,N,2017/10/25 13:15:00+00,245.0,361.0,3683.0,3742.0,3700,Study,,394.244681549938
455,"13760,13759",YESLER WAY,615,Y,2018/10/16 00:00:00+00,457.0,573.0,6585.0,6787.0,6600,Study(Normalized),,338.190527870946
456,16826,NE 44TH ST,1425,N,,,,5500.0,,5500,Estimate,,241.814168560514
457,7227,5TH AVE,678,Y,2018/06/19 00:00:00+00,549.0,855.0,9210.0,8941.0,9000,Study(Normalized),,305.902137325092
458,12776,SENECA ST,776,Y,2015/03/05 00:00:00+00,,,5595.0,4968.0,5600,Study - 13-15,,395.922308155093
459,6137,4TH AVE,916,Y,2018/08/16 00:00:00+00,1330.0,1330.0,19247.0,19196.0,19300,Study(Normalized),,425.973347739586
460,12490,RAYE ST,1266,N,2018/10/11 00:00:00+00,544.0,521.0,7523.0,7237.0,7500,Study(Normalized),,602.340419654428
461,5449,35TH AVE SW,336,N,2017/10/09 12:45:00+00,1150.0,1497.0,18362.0,17717.0,18400,Study,,350.876950682664
462,"9007,9006",AURORA AVE N,1993,N,2015/06/09 00:00:00+00,,,21202.0,19931.0,21200,Study - 13-15,,858.732499201136
463,"20504,20502,20503",S JACKSON ST,555,N,2015/09/21 00:00:00+00,,,10610.0,9845.0,10600,Study - 13-15,,1189.1435136593
464,"13389,13390",WALLINGFORD AVE N,1790,N,2017/12/01 11:30:00+00,761.0,1005.0,10677.0,9740.0,10700,Study,,1327.4180707847
465,4384,3RD AVE,815,Y,2017/08/30 09:45:00+00,600.0,624.0,8471.0,8179.0,8500,Study,,426.01049240675
466,"11595,11594,11593,11592",MADISON ST,817,B,2015/07/20 00:00:00+00,,,21591.0,20647.0,21600,Study - 13-15,,1269.95727161444
467,"11239,11237,11238",LAKE WASHINGTON BLVD S,342,N,2018/10/17 00:00:00+00,756.0,556.0,5288.0,4787.0,5300,Study(Normalized),,2233.97253226315
468,"21738,21736,21735,21737",SW ALASKA ST,301,N,2017/10/09 12:30:00+00,844.0,1056.0,13405.0,13393.0,13400,Study,,1317.60159142374
469,"16117,16115,16113,16118,16111,16116,16114,16112",N NORTHGATE WAY,1848,N,2015/12/14 00:00:00+00,,,24872.0,24458.0,24900,Study - 13-15,,3267.02597576148
470,9995,W SEATTLE BR EB ON RP,390,N,2015/09/03 00:00:00+00,,,17568.0,15833.0,17600,Study - 13-15,,704.821077141103
471,"9725,9724",COLUMBIA ST,628,Y,2018/10/16 00:00:00+00,67.0,77.0,775.0,769.0,800,Study(Normalized),,319.232072226345
472,"7256,7334,7260,7261,7335,7258,7259,7257",5TH AVE NE,1878,N,2015/07/20 00:00:00+00,,,14169.0,13581.0,14200,Study - 13-15,,3973.67981732203
473,9394,BOYLSTON AVE E,1274,N,2018/04/12 00:00:00+00,967.0,881.0,11684.0,11462.0,12000,Study(Normalized),,477.600067978182
474,"2084,2086,2085",15TH AVE NE,2085,N,,,,15900.0,,15900,Estimate,,1803.20714436095
475,"22380,22374,22378,22382,22376,22383,22375,22373,22377,22379,22372,22381",SW HOLDEN ST,152,N,2015/04/23 00:00:00+00,,,6157.0,5596.0,6200,Study - 13-15,,4000.47390881984
476,"12511,12513,12521,12512,12518,12514,12522,12520,12516,12515,12519,12517",RENTON AVE S,160,N,2015/07/22 00:00:00+00,,,7612.0,7447.0,7600,Study - 13-15,,3581.63699943864
477,20314,S HOLGATE BR,483,N,2018/07/25 00:00:00+00,1011.0,1491.0,14975.0,13599.0,14500,Study(Normalized),,1133.73907311925
478,"10183,10181,10178,10179,10182,10180,10177",EASTLAKE AVE E,1964,N,2014/10/22 00:00:00+00,,,14036.0,12771.0,14000,Study - 13-15,,4165.60071648715
479,"15544,15543,15545,15547,15542,15546",N 45TH ST,1462,N,2014/08/19 00:00:00+00,,,21558.0,21217.0,21600,Study - 13-15,,1441.85526739472
480,"10647,10649,10648,10650,23449,1488","GILMAN DR W,W HOWE ST,11TH AVE W",1261,N,2017/11/13 10:45:00+00,1125.0,828.0,9567.0,9211.0,9600,Study,,2996.3294331699
481,"17423,17431,17414,17418,17416,17424,17429,17415,17422,17421,17420,17430,17427,17428,17419,17432,17417,17425,17426",NE 70TH ST,1671,N,2018/02/12 06:15:00+00,584.0,485.0,5150.0,4725.0,5200,Study,,3953.79162948379
482,"11213,11212",LAKE WASHINGTON BLVD E,1251,N,,,,16000.0,,16000,Estimate,,2906.49572950963
483,"12907,12906",STEWART ST,1002,Y,2014/03/05 00:00:00+00,,,12410.0,11254.0,12400,Study - 13-15,,643.731476805377
484,"13518,13517,13516,13515",WESTERN AVE,1024,Y,2018/07/30 00:00:00+00,989.0,1134.0,16268.0,15490.0,15800,Study(Normalized),,1307.60798505791
485,8322,8TH AVE NE,1648,N,2018/08/30 00:00:00+00,492.0,651.0,8206.0,7758.0,8200,Study(Normalized),,288.281322352231
486,1010,1ST AVE,805,Y,,,,17000.0,,17000,Estimate,,197.528634580487
487,13221,UNIVERSITY WAY NE,1443,N,,,,7500.0,,7500,Estimate,,537.838836747016
488,"9246,9247",BELMONT AVE E,1189,N,,,,11000.0,,11000,Estimate,,514.750293032907
489,"19651,19650,19649",S CLOVERDALE ST,29,N,2015/01/29 00:00:00+00,,,11048.0,9766.0,11000,Study - 13-15,,1977.81987709379
490,"11143,11141,11140,11142,12624","LAKE CITY WAY NE,ROOSEVELT WAY NE",1715,N,2018/03/23 00:00:00+00,348.0,307.0,3975.0,3830.0,3900,Study(Normalized),,1466.39895693854
491,"2156,2157,2155,2154",15TH AVE S,347,N,2015/05/07 00:00:00+00,,,20958.0,20555.0,21000,Study - 13-15,,1763.85739815774
492,"1026,1028,1025,1027,1029",1ST AVE N,1135,N,2015/01/06 00:00:00+00,,,7879.0,7847.0,7900,Study - 13-15,,2179.93668388099
493,"8727,8725,8726,269161",ALASKAN WAY,800,Y,2018/07/17 00:00:00+00,684.0,825.0,9821.0,9713.0,9500,Study(Normalized),,1245.14494107763
494,1852,14TH AVE,954,N,2018/05/08 00:00:00+00,363.0,414.0,5131.0,5070.0,4700,Study(Normalized),,423.098274317198
495,"3457,3456",23RD AVE S,476,N,2018/10/09 00:00:00+00,727.0,676.0,8203.0,7976.0,8200,Study(Normalized),,582.368686560952
496,20298,S HOLDEN ST,149,N,,,,21500.0,,21500,Estimate,WSDOT,327.231628438285
497,"13532,13535,13533,13534",WESTLAKE AVE N,1114,N,,,,9000.0,,9000,Estimate,,1705.26284046795
498,8654,AIRPORT WAY S,531,N,2017/10/03 10:15:00+00,1133.0,1159.0,12222.0,11705.0,12200,Study,,350.383437840561
499,"5368,5366,5367,5364,5363,5365",35TH AVE NE,1764,N,2015/07/20 00:00:00+00,,,13753.0,12660.0,13800,Study - 13-15,,2610.46189106223
500,"8685,8688,8687,8710,8686,8689,8684",AIRPORT WAY S,324,N,2014/06/03 00:00:00+00,,,17156.0,14265.0,17200,Study - 13-15,,4176.0668781259
501,"11762,11764,11766,11763,11765",MERCER ST,1136,N,,,,21000.0,,21000,Estimate,,1931.59746922708
502,"12616,12619,12617,12618,12615",ROOSEVELT WAY NE,25,N,2017/11/28 10:30:00+00,943.0,942.0,11330.0,10823.0,11300,Study,,1328.13164449962
503,"12691,12690,338277",ROY ST,1150,N,2018/10/31 00:00:00+00,237.0,393.0,3192.0,3014.0,3200,Study(Normalized),,642.865136279045
504,"16837,16836,16835,5353,5354,5352","NE 45TH PL,35TH AVE NE",1547,N,,,,8500.0,,8500,Estimate,,2984.30540987533
505,"15793,15794,15792,15789,15791,15790",N 65TH ST,1643,N,2015/09/02 00:00:00+00,,,7912.0,7290.0,7900,Study - 13-15,,1491.99876057595
506,8284,8TH AVE,997,Y,2018/03/13 00:00:00+00,541.0,590.0,5927.0,5131.0,5800,Study(Normalized),,425.718185409309
507,10184,EASTLAKE AVE E,1963,N,,,,26000.0,,26000,Estimate,,435.906258898525
508,9661,CHERRY ST,648,Y,2018/07/24 00:00:00+00,249.0,461.0,4050.0,3908.0,3900,Study(Normalized),,322.062677792867
509,12204,PIKE ST,854,Y,2018/09/13 00:00:00+00,456.0,842.0,8919.0,8652.0,9400,Study(Normalized),,322.081672724847
510,16734,NE 40TH ST,1367,N,2018/05/24 00:00:00+00,140.0,183.0,2070.0,1883.0,1900,Study(Normalized),,285.017424278208
511,"7980,7981,7982",6TH AVE S,602,Y,,,,6000.0,,6000,Estimate,,918.195235187375
512,11067,JEFFERSON ST,706,B,2018/09/25 00:00:00+00,406.0,407.0,6019.0,5443.0,6300,Study(Normalized),,321.638585803144
513,7235,5TH AVE,813,Y,2015/07/08 00:00:00+00,,,8285.0,8120.0,8300,Study - 13-15,,425.76049770273
514,"11161,11160,615986,11162",LAKE CITY WAY NE,1828,N,,,,35500.0,,35500,Estimate,,1653.83714247394
515,7893,6TH AVE,1027,Y,2018/03/13 00:00:00+00,183.0,318.0,3153.0,2846.0,3100,Study(Normalized),,306.918633432399
516,"269147,269638,269430,269433,269431,269432",BEACON AVE S,125,N,2017/12/20 09:00:00+00,144.0,206.0,2366.0,2262.0,2400,Study,Combined,2039.61376665784
517,"9351,9357,9352,9359,9358,9356,9355,9353,9354",BOYER AVE E,1227,N,2017/11/29 08:15:00+00,1566.0,1470.0,15006.0,13869.0,15000,Study,,2762.53983850896
518,"7697,7698,7696,17546,17550,17539,17544,17549,17542,17540,17538,17541,17543,17545,17547,17548","55TH AVE NE,NE 75TH ST",1698,N,2017/10/17 12:30:00+00,499.0,499.0,5559.0,5545.0,5600,Study,,5302.40631206768
519,"20595,20596,20594",S KING ST,549,N,,,,5000.0,,5000,Estimate,,644.034747257114
520,"21314,21315",S SPOKANE ST,395,N,2015/08/20 00:00:00+00,,,11433.0,10057.0,11400,Study - 13-15,,1257.75867750352
521,"19831,19829,19836,19835,19830,19833,19834,19832",S DEARBORN ST,538,N,2015/04/01 00:00:00+00,,,22372.0,21052.0,22400,Study - 13-15,,3020.20944159067
522,21060,S OTHELLO ST,172,N,2018/01/18 10:45:00+00,342.0,300.0,3692.0,3404.0,3700,Study,,742.13298098727
523,"1591,1590",12TH AVE NE,1716,N,2018/03/23 00:00:00+00,208.0,539.0,3982.0,3789.0,3900,Study(Normalized),,839.659952944192
524,"15898,15900,15899,15897",N 80TH ST,1743,N,2018/02/01 08:00:00+00,786.0,928.0,11258.0,10937.0,11300,Study,,997.612165888037
525,"8410,8408,8411,8407,8409",8TH AVE NW,1780,N,2018/05/23 00:00:00+00,959.0,1173.0,12855.0,11994.0,11800,Study(Normalized),,1356.58507272501
526,"2344,2347,2346,2340,2345,2341,2343,2342",16TH AVE SW,144,N,2017/12/13 07:30:00+00,395.0,497.0,5695.0,5433.0,5700,Study,,3943.28036868908
527,1651,12TH AVE S,596,N,2018/10/04 00:00:00+00,1668.0,2162.0,26343.0,23388.0,26300,Study(Normalized),,309.902351694414
528,"13812,13813,13814",E ALOHA ST,1179,N,2015/07/20 00:00:00+00,,,8392.0,7927.0,8400,Study - 13-15,,870.3606592182
529,10075,DEXTER AVE N,1129,N,2014/01/23 00:00:00+00,,,14445.0,13037.0,14400,Study - 13-15,,483.678633995739
530,"13948,13949,13950,13947,13951",E DENNY WAY,1045,B,,,,9500.0,,9500,Estimate,,1203.2153728885
531,12479,RAVENNA AVE NE,1810,N,2018/10/11 00:00:00+00,72.0,56.0,615.0,560.0,600,Study(Normalized),,1402.36272834162
532,13315,VIRGINIA ST,944,Y,,,,8000.0,,8000,Estimate,,213.453983542827
533,12219,PINE ST,859,Y,,,,10000.0,,10000,Estimate,,322.030508944151
534,11667,MARION ST,713,Y,2018/09/13 00:00:00+00,842.0,981.0,12526.0,11623.0,13200,Study(Normalized),,321.121353006107
535,"9836,9835,9834,9833",CORSON AVE S,231,N,2015/07/29 00:00:00+00,,,8283.0,7008.0,8300,Study - 13-15,,2609.23123046448
536,14415,EAST MARGINAL WAY S,188,N,2015/10/01 00:00:00+00,,,20907.0,16711.0,20900,Study - 13-15,,424.442746284961
537,2897,2ND AVE SW,186,N,,,,13000.0,,13000,Estimate,,629.355412409088
538,"2187,2188,2186,2189,2184,2185,2190",15TH AVE W,14,N,2015/06/16 00:00:00+00,,,43705.0,20732.0,43700,Study - 13-15,,3264.98528884187
539,7877,6TH AVE,746,Y,2018/07/26 00:00:00+00,1003.0,933.0,14446.0,13495.0,14000,Study(Normalized),,306.058689616366
540,6230,4TH AVE S,550,N,2015/03/12 00:00:00+00,,,26803.0,24103.0,26800,Study - 13-15,,706.793118742346
541,"21309,21308",S SPOKANE ST,2019,N,2015/04/03 00:00:00+00,,,6830.0,5509.0,6800,Study - 13-15,,1118.4713545555
542,12710,SAND POINT WAY NE,1542,N,,,,19000.0,,19000,Estimate,,391.478180781751
543,"18980,18983,18985,18981,18984,18982",NW 85TH ST,1786,N,2017/10/24 13:30:00+00,257.0,428.0,4251.0,4227.0,4300,Study,,1330.49612488067
544,21220,S ROYAL BROUGHAM WAY,523,N,2017/09/20 09:15:00+00,486.0,362.0,4488.0,3873.0,4500,Study,,312.926756533026
545,"1221,1225,1224,1222,1223",1ST AVE S,271,N,2015/08/18 00:00:00+00,,,29707.0,25519.0,29700,Study - 13-15,,1881.08324343105
546,"12049,12050,12051",OLIVE WAY,998,B,2018/09/13 00:00:00+00,646.0,1065.0,11948.0,11465.0,12600,Study(Normalized),,826.323277171793
547,10897,HIGHLAND PARK WAY SW,197,N,,,,25000.0,,25000,Estimate,,1275.83694390621
548,"18960,18959",NW 85TH ST,1781,N,,,,17500.0,,17500,Estimate,,1316.56047274296
549,"19667,19664,19665,19662,19663,19666",S CLOVERDALE ST,121,N,2018/01/18 12:00:00+00,364.0,382.0,4206.0,4034.0,4200,Study,,1720.22267286733
550,2478,17TH AVE S,445,N,2018/03/29 00:00:00+00,365.0,375.0,3667.0,3324.0,3600,Study(Normalized),,326.50822700886
551,13327,WEST SEATTLE BR EB,2027,N,,,,35000.0,,35000,Estimate,,1423.83898639756
552,"20507,20509,20508,20506,20505",S JACKSON ST,553,N,,,,6500.0,,6500,Estimate,,1192.44597358509
553,"16861,16860",NE 45TH ST,1435,N,,,,18000.0,,18000,Estimate,,1770.44659076307
554,"3600,3604,3602,3605,3601,3603",24TH AVE NW,1756,N,2013/01/31 00:00:00+00,,,11960.0,11349.0,12000,Study - 13-15,,3959.42982338338
555,9659,CHERRY ST,630,Y,2018/06/05 00:00:00+00,138.0,270.0,2382.0,2276.0,2300,Study(Normalized),,321.690514825524
556,11166,LAKE CITY WAY NE,1857,N,,,,45000.0,,45000,Estimate,,637.939380114678
557,12044,OLIVE WAY,898,Y,,,,12500.0,,12500,Estimate,,321.963324157501
558,"13171,13172,13170,13169,3615,3614,3616,4164,4173,4166,4169,4171,4174,4165,4167,4172,4170,4168,19245","TRITON DR NW,24TH AVE NW,28TH AVE NW,NW NEPTUNE PL",1818,N,2017/12/12 13:00:00+00,88.0,100.0,1079.0,1043.0,1100,Study,,5673.41568900708
559,7230,5TH AVE,735,Y,2018/05/17 00:00:00+00,679.0,983.0,12077.0,11520.0,11100,Study(Normalized),,306.117798024349
560,21128,S PRENTICE ST,47,N,,,,400.0,,400,Estimate,,151.364787138426
561,8648,SW ADMIRAL WY OFF RP,5,N,2015/04/07 00:00:00+00,,,8535.0,8164.0,8500,Study - 13-15,,1137.08140384123
562,"10206,10205,10207,10208",ELLIOTT AVE,980,Y,,,,15000.0,,15000,Estimate,,1231.17570248973
563,23422,W HARRISON ST,1105,N,2018/10/31 00:00:00+00,230.0,225.0,2597.0,2379.0,2600,Study(Normalized),,322.030855694935
564,"13848,13849",E BLAINE ST,1208,N,2018/04/05 00:00:00+00,80.0,87.0,1034.0,990.0,1100,Study(Normalized),,672.090340320192
565,"10023,13945","DENNY WAY,E DENNY WAY",1035,B,2015/07/31 00:00:00+00,,,22541.0,22292.0,22500,Study - 13-15,,987.542205533887
566,8276,8TH AVE,770,Y,2018/08/08 00:00:00+00,322.0,326.0,4158.0,3976.0,4200,Study(Normalized),,306.076154744133
567,"19644,1235","S CLOVERDALE ST,1ST AVE S",1938,N,2018/04/18 00:00:00+00,1296.0,1418.0,17614.0,16370.0,18100,Study(Normalized),,1293.05107319372
568,"13391,16035","WALLINGFORD AVE N,N 92ND ST",1799,N,2018/05/24 00:00:00+00,704.0,979.0,10345.0,9413.0,9500,Study(Normalized),,1027.06383813276
569,"18120,18142,18113,18112,18114","NW 100TH ST,NW 103RD ST,NW 100TH PL",1827,N,2018/01/08 09:30:00+00,586.0,807.0,7477.0,6981.0,7500,Study,,1563.54560690001
570,511164,3RD AVE NE,1822,N,2018/10/11 00:00:00+00,218.0,283.0,3418.0,3138.0,3400,Study(Normalized),,662.412620191468
571,"21460,21458,21459",S WALKER ST,473,N,2017/11/15 10:30:00+00,158.0,197.0,2398.0,2344.0,2400,Study,,1000.518303031
572,"8974,8978,8979,8984,8982,8983,8969,8971,8973,8977,8975,8976,8980,8981,8970,8972",AURORA AVE N,1829,N,2015/11/18 00:00:00+00,,,37401.0,35129.0,37400,Study - 13-15,,3963.51199977935
573,"5481,5482",35TH AVE SW,117,N,2018/02/27 10:00:00+00,1372.0,1525.0,18193.0,17530.0,18200,Study,,1306.99491460755
574,"19682,19681",S COLLEGE ST,467,N,2018/10/09 00:00:00+00,358.0,503.0,5054.0,4934.0,5100,Study(Normalized),,300.364916181008
575,17383,NE 70TH ST,1945,N,,,,3500.0,,3500,Estimate,,430.11334399872
576,"12559,12560",REPUBLICAN ST,1119,N,2018/10/10 00:00:00+00,215.0,280.0,2523.0,2406.0,2500,Study(Normalized),,643.649303976415
577,"9054,9053,9056,9055,17504,17505","BANNER WAY NE,NE 75TH ST",1714,N,2015/07/15 00:00:00+00,,,18100.0,17156.0,18100,Study - 13-15,,1393.28890938402
578,"10642,336163,10640,10643,10644,10641,10638,10639,23388,23386,23385,23384,23387,23383","GILMAN AVE W,W GOVERNMENT WAY",1466,N,2015/07/30 00:00:00+00,,,10843.0,10490.0,10800,Study - 13-15,,4107.47146181747
579,"21329,21328",S SPOKANE ST,380,N,2014/09/25 00:00:00+00,,,9617.0,8377.0,9600,Study - 13-15,,1262.99014567107
580,"15012,15018,15016,15017,15014,15013,15015",N 105TH ST,1830,N,2015/09/01 00:00:00+00,,,22508.0,21479.0,22500,Study - 13-15,,1986.74418428808
581,"1280,1278,1277,1279,12882","1ST AV S BR SB,SR509 SB",20,N,2015/09/03 00:00:00+00,,,30110.0,29141.0,30100,Study - 13-15,WSDOT,4874.30706229602
582,"14518,14517",EAST MONTLAKE PL E,1270,N,,,,24500.0,,24500,Estimate,,390.583616669332
583,7883,6TH AVE,845,Y,2014/07/09 00:00:00+00,,,7820.0,7452.0,7800,Study - 13-15,,426.368988516556
584,1737,13TH AVE,884,N,2018/10/30 00:00:00+00,504.0,269.0,4151.0,4021.0,4200,Study(Normalized),,163.003518472361
585,"11579,11578",MADISON ST,657,Y,2018/10/16 00:00:00+00,260.0,289.0,3884.0,4006.0,3900,Study(Normalized),,311.774330437425
586,"4830,4832,4835,4841,4831,4842,4845,4834,4843,4838,4840,4833,4829,4828,4836,4837,4847,4839,4846,4844",31ST AVE S,551,N,2015/03/09 00:00:00+00,,,4975.0,4522.0,5000,Study - 13-15,,7702.37029502384
587,8717,ALASKAN WAY,622,Y,2018/07/17 00:00:00+00,1022.0,1033.0,14054.0,13584.0,13600,Study(Normalized),,268.841476751072
588,"4456,4455,4454",3RD AVE NW,1581,N,2018/02/01 12:00:00+00,662.0,545.0,5722.0,5528.0,5700,Study,,914.643311808217
589,13506,WESTERN AVE,827,Y,,,,9000.0,,9000,Estimate,,424.559161972417
590,9994,DELRIDGE WAY SW,79,N,2018/01/24 10:45:00+00,426.0,497.0,6530.0,6307.0,6500,Study,,632.63970716939
591,11519,M L KING JR WAY S,435,N,2013/05/21 00:00:00+00,,,9795.0,9069.0,9800,Study - 13-15,,741.752249135072
592,12046,OLIVE WAY,936,Y,,,,9000.0,,9000,Estimate,,322.075873864386
593,"7246,7245,7244",5TH AVE,1005,Y,2015/03/03 00:00:00+00,,,9433.0,8680.0,9400,Study - 13-15,,1278.37618559952
594,"11774,11773,11775",MERCER ST,1125,N,2018/12/01 00:00:00+00,,,60627.0,59244.0,58700,Study(Normalized),,1026.73867925385
595,13316,VIRGINIA ST,960,Y,,,,7000.0,,7000,Estimate,,108.889549245182
596,10238,EMERSON NICKERSON RP,1358,N,2018/07/19 00:00:00+00,849.0,522.0,7625.0,7232.0,7400,Study(Normalized),,283.420335833399
597,"21819,21815,21817,21816,21818",SW AVALON WAY,364,N,2015/05/28 00:00:00+00,,,14767.0,14012.0,14800,Study - 13-15,,2296.26858693572
598,8281,8TH AVE,923,Y,2018/09/13 00:00:00+00,547.0,734.0,7248.0,6779.0,7600,Study(Normalized),,425.767214160037
599,"2012,2010,2008,2011,2009,2013,2005,2004,2007,2006",15TH AVE E,1175,N,2017/08/31 09:00:00+00,609.0,753.0,9334.0,8762.0,9300,Study,,2325.81919498367
600,13062,SYLVAN WAY SW,179,N,2017/10/26 11:00:00+00,431.0,409.0,4862.0,4718.0,4900,Study,,443.207592049771
601,"2961,2960",20TH AVE NE,1497,N,2018/01/31 11:15:00+00,149.0,283.0,3090.0,3102.0,3100,Study,,1312.14582618787
602,14341,E MADISON ST,865,N,2018/02/13 09:00:00+00,1383.0,1450.0,20452.0,19394.0,20500,Study,,404.219181488868
603,"9969,9965,9971,9964,9967,9977,9975,9973,9976,9970,9972,9966,9968,9963",DELRIDGE WAY SW,310,N,2015/08/10 00:00:00+00,,,19876.0,18890.0,19900,Study - 13-15,,9225.01224903596
604,16119,N NORTHGATE WAY,1950,N,2018/10/20 00:00:00+00,2362.0,2535.0,37318.0,36394.0,37300,Study(Normalized),,659.697231343987
605,3369,23RD AVE E,1087,N,,,,15500.0,,15500,Estimate,,378.269400913491
606,1536,12TH AVE,911,N,2018/10/30 00:00:00+00,832.0,882.0,12182.0,12100.0,12200,Study(Normalized),,443.739713346989
607,17506,NE 75TH ST,1712,N,2015/07/21 00:00:00+00,,,24222.0,24160.0,24200,Study - 13-15,,269.1511471662
608,"11591,11590",MADISON ST,782,Y,2015/10/19 00:00:00+00,,,21090.0,20281.0,21100,Study - 13-15,,644.444747011005
609,"23570,23571",W MCGRAW ST,1248,N,,,,6000.0,,6000,Estimate,,656.496947445425
610,490707,EAST MARGINAL WAY S,350,N,,,,15000.0,,15000,Estimate,,890.923926486594
611,"17269,17270,17266,17268,17267",NE 65TH ST,1624,N,2017/11/03 14:00:00+00,1338.0,1510.0,17759.0,17584.0,17800,Study,,1333.03776026346
612,"10405,10401,10400,10409,10408,10402,274463,10407,10403,10410,10406,10404",FAUNTLEROY WAY SW,211,N,2017/10/26 11:30:00+00,658.0,879.0,10467.0,10390.0,10500,Study,,3878.65766514109
613,"2194,2195",15TH AVE W,1986,N,,,,51500.0,,51500,Estimate,,762.676521269282
614,"19225,19224,19223",NW MARKET ST,1562,N,2014/01/08 00:00:00+00,,,20373.0,20277.0,20400,Study - 13-15,,1825.89583585213
615,10335,FAIRVIEW AVE,1040,B,2018/06/21 00:00:00+00,1044.0,915.0,13335.0,12292.0,13000,Study(Normalized),,242.852135173566
