OBJECTID,COMPKEY,STNAME_ORD,FLOWSEGID,DOWNTOWN,START_DATE,AMPK,PMPK,AWDT,ADT,AWDT_ROUNDED,DATAQUALITY,FLAGS,SHAPE_Length
1,12221,PINE ST,894,Y,,,,8000.0,,8000,Estimate,,322.037238488557
2,2203,15TH AVE W ON RP,1345,N,2015/03/13 00:00:00+00,,,11129.0,10139.0,11100,Study - 13-15,,173.612268661763
3,"17275,17277,17276,17272,17273,17274,17271",NE 65TH ST,1622,N,2015/02/27 00:00:00+00,,,20487.0,19740.0,20500,Study - 13-15,,1445.41638879353
4,"23302,23303,23304",W EMERSON ST,1371,N,2018/03/22 00:00:00+00,82.0,99.0,1007.0,1090.0,1000,Study(Normalized),,999.190937477553
5,"19659,19656,19658,19655,19657,19654",S CLOVERDALE ST,126,N,2014/03/25 00:00:00+00,,,4868.0,4615.0,4900,Study - 13-15,,2077.43484437516
6,8173,7TH AVE NE,1959,N,2015/01/06 00:00:00+00,,,31969.0,30344.0,32000,Study - 13-15,,259.931362047804
7,"22522,503975",KLICKITAT AVE SW,416,N,2018/08/29 00:00:00+00,503.0,448.0,4204.0,3249.0,4200,Study(Normalized),,1217.66296844123
8,16751,NE 40TH ST,1380,N,,,,12000.0,,12000,Estimate,,166.752652907876
9,"21699,21697,21694,21700,21693,351697,21696,21702,21692,21691,21698,21701,21703",SW ADMIRAL WAY,460,N,2015/04/07 00:00:00+00,,,25222.0,23875.0,25200,Study - 13-15,,5797.16372341431
10,10022,DENNY WAY,1039,B,,,,23500.0,,23500,Estimate,,165.93300045024
11,"11650,11651,11652,11649",MARINE VIEW DR SW,52,N,,,,2000.0,,2000,Estimate,,2031.93562948363
12,"10947,10933,10934","HOLMAN RD NW,HOLMAN RD N",1831,N,,,,33500.0,,33500,Estimate,,1629.42234000444
13,"2153,2151,2152",15TH AVE S,375,N,2017/12/13 11:15:00+00,912.0,1002.0,10835.0,9557.0,10800,Study,,898.373909279396
14,"167707,167708,269077,269079,269145,9157,269075,269146,268935,268934,269078,167709",BEACON AVE S,158,N,2015/11/05 00:00:00+00,,,3202.0,2970.0,7500,Study - 13-15,Combined,5403.54564281165
15,"12747,12743,12742,12746,12745,12744,16506,16504,16505,16507,16508","SAND POINT WAY NE,NE 125TH ST",1870,N,2015/11/03 00:00:00+00,,,10842.0,4953.0,10800,Study - 13-15,,5313.54967883649
16,2757,2ND AVE,789,Y,2014/12/08 00:00:00+00,,,15481.0,14677.0,15500,Study - 13-15,,425.90556816893
17,"10499,10502,10501,10500",FREMONT AVE N,1525,N,2018/02/01 11:30:00+00,349.0,337.0,4170.0,4122.0,4200,Study,,1059.7404428415
18,"15076,15075",N 115TH ST,1861,N,2018/01/17 08:30:00+00,745.0,741.0,9513.0,8321.0,9500,Study,,2648.27260462724
19,"23358,11606,11607","W GALER ST,MAGNOLIA BLVD W",1219,N,2018/01/25 09:30:00+00,787.0,787.0,9620.0,9023.0,9600,Study,,2097.67343878273
20,"10372,10382,10371",FAUNTLEROY WAY SW,335,N,,,,37000.0,,37000,Estimate,,515.000656259121
21,"17265,17264,17263",NE 65TH ST,1626,N,2015/02/27 00:00:00+00,,,17084.0,16160.0,17100,Study - 13-15,,918.568838404348
22,"2047,2046,2045",15TH AVE NE,1623,N,2014/10/22 00:00:00+00,,,11603.0,10828.0,11600,Study - 13-15,,1341.5951415554
23,13497,WESTERN AVE,641,Y,2018/07/18 00:00:00+00,541.0,581.0,7103.0,6344.0,6900,Study(Normalized),,305.947518742177
24,12886,SR509 SB,112,N,2015/05/06 00:00:00+00,,,32333.0,29296.0,32300,Study - 13-15,WSDOT,3868.65814176298
25,"11164,11163",LAKE CITY WAY NE,1837,N,2018/10/20 00:00:00+00,1347.0,3083.0,27506.0,25860.0,27500,Study(Normalized),,1420.20382815314
26,13202,UNIVERSITY ST,761,Y,,,,7691.0,8123.0,7700,Estimate,,321.930179933255
27,"17987,17986",NE CAMPUS PKWY,1395,N,2018/06/15 00:00:00+00,44.0,56.0,608.0,591.0,600,Study(Normalized),,708.679715452618
28,8524,9TH AVE,992,Y,2018/03/13 00:00:00+00,379.0,573.0,4861.0,4062.0,4700,Study(Normalized),,425.895755142112
29,"10187,10186,1407,1406","EASTLAKE AVE NE,11TH AVE NE",1419,N,,,,10000.0,,10000,Estimate,,1470.2444384957
30,"14362,14363,14364,14361",E MADISON ST,1147,N,2015/07/27 00:00:00+00,,,15524.0,0.0,15500,Study - 13-15,,1391.27660152005
31,"21634,21633,21630,21632,21631",SW 106TH ST,53,N,2015/09/17 00:00:00+00,,,3270.0,3056.0,3300,Study - 13-15,,1555.31401375101
32,"2657,2659,2660,2658,2656",19TH AVE E,1173,N,2017/11/30 11:45:00+00,649.0,613.0,6736.0,6361.0,6700,Study,,2321.87814098426
33,"11489,11488,11486,11487",M L KING JR WAY,850,N,2017/11/30 11:00:00+00,1267.0,1388.0,15115.0,14071.0,15100,Study,,1803.44891865018
34,"9559,9556,9558,9557,9561,9562,9560,9555",CALIFORNIA AVE SW,287,N,2015/08/10 00:00:00+00,,,13156.0,12616.0,13200,Study - 13-15,,4612.24913457435
35,21820,SW AVALON WAY,330,N,2018/06/01 00:00:00+00,1765.0,1655.0,20746.0,19856.0,20200,Study(Normalized),,984.368302613656
36,"14321,14320,14728,14729,9953,9955,9954","E LYNN ST,E ROANOKE ST,DELMAR DR E",1260,N,2017/11/29 08:30:00+00,730.0,651.0,7141.0,6659.0,7100,Study,,2911.17413409628
37,9729,COLUMBIA ST,655,Y,,,,7500.0,,7500,Estimate,,322.020597375229
38,"12909,12908",STEWART ST,1029,B,2018/07/31 00:00:00+00,3696.0,709.0,19007.0,16218.0,18400,Study(Normalized),,643.91992569975
39,2750,2ND AVE,645,Y,,,,14000.0,,14000,Estimate,,305.964327921227
40,6262,4TH AVE S,207,N,,,,9500.0,,9500,Estimate,,527.70903220478
41,"20697,20696,20695,20698",S LUCILE ST,268,N,2018/06/28 00:00:00+00,763.0,1087.0,11443.0,10308.0,11200,Study(Normalized),,1449.81157981301
42,"17507,17508,17509",NE 75TH ST,28,N,,,,19500.0,,19500,Estimate,,544.402822865801
43,21739,SW ALASKA ST,302,N,2018/06/01 00:00:00+00,326.0,384.0,4947.0,4872.0,4800,Study(Normalized),,334.18283262795
44,"2134,2133,2138,2141,2139,2142,2135,2137,2132,2140,2136",15TH AVE S,36,N,2017/10/23 11:15:00+00,974.0,999.0,11923.0,11667.0,11900,Study,,4550.71139203131
45,13537,WESTLAKE AVE N,1159,N,,,,18000.0,,18000,Estimate,,412.934866965968
46,7242,5TH AVE,906,Y,,,,13000.0,,13000,Estimate,,425.995785439631
47,"15264,15260,15262,15261,15263",N 145TH ST,1936,N,2015/12/16 00:00:00+00,,,13624.0,12874.0,13600,Study - 13-15,,1911.99493686134
48,17895,NE 95TH ST,1806,N,,,,10000.0,,10000,Estimate,,141.831805394262
49,"3723,3724",25TH AVE NE,1549,N,2017/11/02 14:00:00+00,1173.0,1532.0,18210.0,17455.0,18200,Study,,824.026345772566
50,484894,M L KING JR WAY S,309,N,,,,20000.0,,32000,Estimate,Combined,828.008934614292
51,"9993,9989,9992,9991,9990",DELRIDGE WAY SW,109,N,2015/05/05 00:00:00+00,,,14195.0,13673.0,14200,Study - 13-15,,1715.31954846403
52,6122,4TH AVE,649,Y,2018/08/14 00:00:00+00,2093.0,1874.0,23819.0,22548.0,23900,Study(Normalized),,306.999844549162
53,"2962,2963",20TH AVE NE,1543,N,2018/10/04 00:00:00+00,420.0,584.0,6037.0,5759.0,6000,Study(Normalized),,1149.73283288962
54,"12855,12854",SPOKANE ST - W SEA B RP,393,N,2015/04/03 00:00:00+00,,,7636.0,6158.0,7600,Study - 13-15,,1022.57680405918
55,13180,UNION ST,773,Y,2018/07/16 00:00:00+00,632.0,528.0,8174.0,8516.0,7900,Study(Normalized),,322.067022835648
56,8152,7TH AVE,682,Y,2018/06/05 00:00:00+00,796.0,745.0,10611.0,10585.0,10400,Study(Normalized),,306.666897781291
57,"4626,4627,12481,12483,12482,12480","30TH AVE NE,RAVENNA AVE NE",1835,N,2018/03/12 00:00:00+00,440.0,268.0,2310.0,2004.0,2300,Study(Normalized),,3352.75150595927
58,"20799,20800",S MCCLELLAN ST,443,N,2018/03/29 00:00:00+00,480.0,630.0,6434.0,6040.0,6300,Study(Normalized),,433.521766784441
59,12561,REPUBLICAN ST,1117,N,,,,2300.0,,2300,Estimate,,321.821115443341
60,"6876,6877,11643","45TH AVE SW,MARINE VIEW DR SW",86,N,2015/06/05 00:00:00+00,,,4801.0,4672.0,4800,Study - 13-15,,1892.88721113958
61,8159,7TH AVE,899,Y,,,,7500.0,,7500,Estimate,,426.806495453536
62,"15902,15901",N 80TH ST,1741,N,2018/02/01 07:45:00+00,973.0,1187.0,13836.0,13290.0,13800,Study,,453.926648731684
63,15161,N 130TH ST,1906,N,2018/05/01 00:00:00+00,1027.0,1124.0,13776.0,13339.0,12700,Study(Normalized),,792.158531001916
64,"22518,1509","SW KLICKITAT WAY,11TH AVE SW",385,N,2015/04/03 00:00:00+00,,,1142.0,917.0,1100,Study - 13-15,,582.472651816478
65,13710,WOODLAWN AVE NE,1681,N,2018/10/25 00:00:00+00,315.0,331.0,3659.0,3628.0,3700,Study(Normalized),,290.110524914909
66,"12731,12725,567746,12730,12724,12726,12727,12734,12728,12732,12729,12733",SAND POINT WAY NE,1800,N,2015/10/28 00:00:00+00,,,12607.0,11672.0,12600,Study - 13-15,,7866.7856402508
67,"503971,22519,11134",KLICKITAT AVE SW,417,N,2018/08/29 00:00:00+00,396.0,151.0,2501.0,2004.0,2500,Study(Normalized),,1191.68498583745
68,"4465,4463,4466,4464,4461,4462,4468,4469,4467,4471,4470",3RD AVE NW,1750,N,2015/11/16 00:00:00+00,,,8854.0,8401.0,8900,Study - 13-15,,4007.2334229653
69,"12620,12621,12622",ROOSEVELT WAY NE,1944,N,2017/07/27 10:30:00+00,1247.0,1242.0,13474.0,12708.0,13500,Study,,760.142181659774
70,"12779,12780",SENECA ST,810,Y,2015/09/22 00:00:00+00,,,6597.0,5714.0,6600,Study - 13-15,,644.305936862357
71,"3181,20803,20806,20807,20805,20802,20804","21ST AVE S,S MCCLELLAN ST",446,N,2018/03/29 00:00:00+00,368.0,446.0,4719.0,4402.0,4600,Study(Normalized),,1966.22717701324
72,"12736,12740,12741,12737,12735,12738,12739",SAND POINT WAY NE,1840,N,2013/11/20 00:00:00+00,,,9773.0,9055.0,9800,Study - 13-15,,4324.39721018508
73,2035,15TH AVE NE,1478,N,2017/08/31 09:45:00+00,757.0,852.0,9327.0,8205.0,9300,Study,,664.526423487553
74,8706,AIRPORT WAY S,524,N,2018/06/18 00:00:00+00,1705.0,936.0,12949.0,10505.0,12600,Study(Normalized),,492.377607199095
75,"9818,9819,9817",CORNELL AVE S,42,N,2018/01/18 10:00:00+00,397.0,368.0,4108.0,3947.0,4100,Study,,1337.402249259
76,13204,UNIVERSITY ST,780,Y,2015/12/01 00:00:00+00,,,9607.0,9238.0,9600,Study - 13-15,,323.982200371844
77,"7871,7872",6TH AVE,653,Y,2018/08/14 00:00:00+00,1476.0,1443.0,20781.0,20455.0,20800,Study(Normalized),,370.748762966719
78,"20771,20768,20770,20769,20767",S MASSACHUSETTS ST,498,N,2018/03/27 00:00:00+00,292.0,315.0,3534.0,3306.0,3400,Study(Normalized),,1164.18166455358
79,"6312,6310,6313,6311",40TH AVE NE,1546,N,2015/10/22 00:00:00+00,,,4445.0,4080.0,4400,Study - 13-15,,1999.76503728687
80,13768,YESLER WAY,601,Y,2018/09/25 00:00:00+00,705.0,642.0,9471.0,9125.0,10000,Study(Normalized),,421.748561907008
81,"15294,15291,15292,15290,15293",N 34TH ST,1290,N,2017/10/17 11:00:00+00,993.0,984.0,12413.0,12170.0,12400,Study,,1602.42452136332
82,12198,PIKE ST,794,Y,,,,7500.0,,7500,Estimate,,322.168975944562
83,"3613,3609,3610,3612,603613,3611",24TH AVE NW,1808,N,2018/02/05 10:00:00+00,297.0,229.0,2396.0,2228.0,2400,Study,,3065.24836217698
84,"9815,9816",CORNELL AVE S,54,N,,,,1500.0,,1500,Estimate,,761.673910772369
85,"14071,14073,14076,14074,14072,14075",EAST GREEN LAKE WAY N,1618,N,2013/01/22 00:00:00+00,,,17040.0,16928.0,17000,Study - 13-15,,2861.63486427417
86,"10963,10964",HOWELL ST,1010,B,2018/09/13 00:00:00+00,817.0,1460.0,15729.0,14482.0,16600,Study(Normalized),,645.234065753032
87,18037,NE PACIFIC PL,1311,N,2018/03/12 00:00:00+00,720.0,728.0,9355.0,8677.0,9100,Study(Normalized),,958.722888872438
88,"10860,10859,10862,10861",HARVARD AVE E,1308,N,2014/10/22 00:00:00+00,,,8688.0,8053.0,8700,Study - 13-15,,1787.0804688263
89,"2763,2764,2762",2ND AVE,951,Y,2015/03/03 00:00:00+00,,,11274.0,10690.0,11300,Study - 13-15,,1278.3859316166
90,"21821,21822",SW AVALON WAY,327,N,2018/06/01 00:00:00+00,889.0,809.0,11405.0,10838.0,11100,Study(Normalized),,373.872400017583
91,"5394,5393,5391,5392,5395",35TH AVE NE,1869,N,2017/10/31 11:45:00+00,1003.0,1246.0,12045.0,11606.0,12000,Study,,2720.235703954
92,"16491,16488,16492,16487,16495,16484,16499,16496,16493,16486,16490,16485,16494,16498,16489",NE 125TH ST,1876,N,2015/07/28 00:00:00+00,,,17719.0,17780.0,17700,Study - 13-15,,4028.4790207767
93,"19309,19307,19306,19308,19305,19310",S ALASKA ST,291,N,2017/10/19 10:45:00+00,819.0,1020.0,12706.0,12402.0,12700,Study,,1534.43141262142
94,9411,BROAD ST,993,Y,2014/08/18 00:00:00+00,,,7502.0,6989.0,7500,Study - 13-15,,322.037795016974
95,7888,6TH AVE,935,Y,2018/07/26 00:00:00+00,892.0,695.0,10968.0,10535.0,10600,Study(Normalized),,246.180113696916
96,"4437,4448,4451,4435,4444,4442,4445,4449,4441,4453,4436,4438,4446,4443,4447,4439,4440,4450,4452",3RD AVE NW,1534,N,2015/07/17 00:00:00+00,,,3210.0,2923.0,3200,Study - 13-15,,4370.76233826641
97,"20242,20243,20241,20244",S HENDERSON ST,101,N,2015/07/22 00:00:00+00,,,9392.0,9151.0,9400,Study - 13-15,,1585.56311506731
98,12901,STEWART ST,891,Y,,,,9500.0,,9500,Estimate,,165.807692010595
99,"12453,12455",RAVENNA AVE NE,1555,N,2018/01/31 11:45:00+00,336.0,398.0,4159.0,4009.0,4200,Study,,532.470793113387
100,"13328,13329,531032",WEST SEATTLE BR EB,13,N,2014/10/30 00:00:00+00,,,95580.0,89725.0,95600,Study - 13-15,,3185.98029367778
101,"8961,8962",AURORA AVE N,1951,N,,,,38500.0,,38500,Estimate,,528.848750740929
102,"20911,13047,13042,13043,13045,13046,13044,13049,13048","S MYRTLE ST,SWIFT AVE S",224,N,2013/04/15 00:00:00+00,,,11444.0,11146.0,11400,Study - 13-15,,4305.09832542809
103,16539,NE 130TH ST,1940,N,,,,25000.0,,25000,Estimate,,472.336604187749
104,"336463,1232","2ND AVE SW,1ST AVE S",163,N,2018/06/07 00:00:00+00,713.0,690.0,8907.0,8722.0,8700,Study(Normalized),,376.439595973623
105,"11456,11458,11457,11459,11460,11453,11455",LINDEN AVE N,1913,N,2014/06/19 00:00:00+00,,,4443.0,4189.0,4400,Study - 13-15,,3985.46295904506
106,"23475,4758,4759,4907","W JAMESON ST,30TH AVE W,31ST AVE W",1439,N,2018/01/22 10:00:00+00,49.0,65.0,622.0,597.0,600,Study,,2434.46336200597
107,"10090,10091",DEXTER AVE N,1249,N,2018/01/18 09:00:00+00,567.0,833.0,7995.0,7407.0,8000,Study,,1022.87133258716
108,"1211,1210",1ST AVE S,421,N,2015/12/14 00:00:00+00,,,22200.0,18460.0,22200,Study - 13-15,,684.13840656175
109,"20774,20773,20772",S MASSACHUSETTS ST,496,N,2018/03/27 00:00:00+00,807.0,823.0,11316.0,10861.0,11000,Study(Normalized),,798.142853950062
110,"16841,16842",NE 45TH ST,1455,N,,,,27000.0,,27000,Estimate,,530.174984009843
111,9403,BRIDGE WAY N,1329,N,,,,6000.0,,6000,Estimate,,239.435838621837
112,"1921,1922,1920",14TH AVE S,594,N,,,,10000.0,,10000,Estimate,,904.234697430563
113,21868,SW BRACE POINT DR,87,N,2015/10/23 00:00:00+00,,,1141.0,1092.0,1100,Study - 13-15,,357.224636921798
114,19226,NW MARKET ST,1564,N,2017/09/21 12:00:00+00,1845.0,2114.0,28649.0,27509.0,28600,Study,,647.013700318604
115,"6236,6235",4TH AVE S,500,N,,,,29000.0,,29000,Estimate,,1155.57656224948
116,"20909,20908",S MYRTLE ST,189,N,2018/08/29 00:00:00+00,135.0,163.0,2000.0,1819.0,2000,Study(Normalized),,374.870516775452
117,23400,WEST GREEN LAKE WAY N,1639,N,2018/05/24 00:00:00+00,284.0,358.0,4175.0,4106.0,3800,Study(Normalized),,752.216371324974
118,"12437,12432,12436,12435,12430,12431,12434,12433",RAINIER AVE S,84,N,,,,19000.0,,19000,Estimate,,5167.44020859662
119,"1234,1233",1ST AVE S,38,N,2018/06/07 00:00:00+00,459.0,445.0,5772.0,5329.0,5600,Study(Normalized),,2952.37484175813
120,4489,3RD AVE NW,1826,N,2018/04/11 00:00:00+00,554.0,800.0,8231.0,7851.0,8400,Study(Normalized),,396.265876478519
121,"13706,13708,13707",WOODLAWN AVE NE,1668,N,2018/10/25 00:00:00+00,475.0,516.0,5395.0,5182.0,5400,Study(Normalized),,725.031165221075
122,"14940,14943,14941,14946,14942,14944,14945,14939,14938",E YESLER WAY,595,N,2015/07/20 00:00:00+00,,,8300.0,8637.0,8300,Study - 13-15,,2916.86730570511
123,"20985,20987,613379,20984,20988,20983,164794,20982,20989,20986",S ORCAS ST,258,N,2018/04/10 00:00:00+00,336.0,373.0,4403.0,4318.0,4500,Study(Normalized),,3380.27308364745
124,12218,PINE ST,844,Y,2015/12/01 00:00:00+00,,,8717.0,8666.0,8700,Study - 13-15,,322.141724595657
125,"10352,10350,662321",FAIRVIEW AVE N,1161,N,,,,13492.0,,13500,Estimate,,465.535575596774
126,"4635,4637,4640,4638,4641,4639,4633,4636,4634",30TH AVE NE,1919,N,2015/06/18 00:00:00+00,,,6591.0,5961.0,6600,Study - 13-15,,5293.74189738629
127,18080,NE RAVENNA BLVD,1677,N,2018/10/25 00:00:00+00,86.0,96.0,996.0,966.0,1000,Study(Normalized),,350.050853140834
128,16752,NE 41ST ST,1408,N,,,,2000.0,,2000,Estimate,,158.412018741095
129,"18888,18887",NW 80TH ST,1753,N,2018/02/01 08:30:00+00,1099.0,1207.0,14631.0,14027.0,14600,Study,,1318.1566225126
130,"11188,11189,11190",LAKE CITY WAY NE,1917,N,2015/05/20 00:00:00+00,,,49254.0,44597.0,49300,Study - 13-15,,1993.79220908552
131,"12295,12296,12294",QUEEN ANNE AVE N,1103,N,,,,10000.0,,10000,Estimate,,1277.16825155794
132,2755,2ND AVE,737,Y,,,,16500.0,,16500,Estimate,,305.954501482463
133,"13153,13154,13156,13159,13155,13158,13152,13150,13151,13157",THORNDYKE AVE W,1271,N,2018/02/21 08:15:00+00,343.0,422.0,4687.0,4566.0,4700,Study,,3219.75245831474
134,"19227,19229,19230,19231",NW MARKET ST,1567,N,2017/09/21 12:00:00+00,1322.0,1470.0,20404.0,19803.0,20400,Study,,1457.53265879872
135,"9547,9543,9545,9546,9544",CALIFORNIA AVE SW,425,N,2018/02/14 13:15:00+00,1007.0,1370.0,15261.0,14370.0,15300,Study,,1982.45729740201
136,"13125,13126,13127,16777,2799","THACKERAY PL NE,NE 42ND ST,2ND AVE NE",1456,N,2017/11/16 10:15:00+00,165.0,180.0,2212.0,2199.0,2200,Study,,2257.23891274466
137,6141,4TH AVE,1001,Y,2018/02/05 08:45:00+00,285.0,293.0,3505.0,3344.0,3500,Study,,306.504026261993
138,"22367,22365,22366,22362,22364,22363",SW HOLDEN ST,157,N,2018/01/24 12:15:00+00,1196.0,1418.0,16123.0,14892.0,16100,Study,,2036.58572828636
139,12197,PIKE ST,788,Y,,,,4500.0,,4500,Estimate,,321.873555081785
140,"4935,4938,4936,4937",32ND AVE E,1121,N,2018/04/05 00:00:00+00,248.0,290.0,3050.0,2807.0,3100,Study(Normalized),,1750.16169758231
141,"12356,12353,12357,12358,12354,12355,573625",RAINIER AVE S,495,N,,,,36000.0,,36000,Estimate,,1585.01646186323
142,13149,THORNDYKE AVE W,1215,N,2018/06/27 00:00:00+00,213.0,299.0,3250.0,3123.0,3200,Study(Normalized),,388.960174036452
143,"2143,2144",15TH AVE S,456,N,2017/11/15 10:45:00+00,757.0,713.0,9910.0,9227.0,9900,Study,,715.15233867408
144,"13309,13308,337306",VIRGINIA ST,823,Y,,,,2500.0,,2500,Estimate,,372.729354308943
145,"14589,14588,14587,14586,14585,14590,14591",E OLIVE WAY,1086,B,2017/10/25 11:30:00+00,1059.0,1236.0,18764.0,18695.0,18800,Study,,1385.28603941008
146,"8526,8525",9TH AVE,1023,Y,2014/03/05 00:00:00+00,,,4031.0,3566.0,4000,Study - 13-15,,830.913525585887
147,12600,ROOSEVELT WAY NE,1510,N,,,,12000.0,,12000,Estimate,,663.745198338029
148,9332,BOREN AVE S,598,N,,,,13500.0,,13500,Estimate,,222.544563392976
149,10008,DENNY WAY,1058,B,,,,25000.0,,25000,Estimate,,306.794056271647
150,9959,DELRIDGE WAY SW,356,N,,,,17000.0,,17000,Estimate,,637.988355687254
151,12609,ROOSEVELT WAY NE,1599,N,2013/10/02 00:00:00+00,,,10775.0,10349.0,10800,Study - 13-15,,92.6814562128502
152,"14346,14347",E MADISON ST,943,N,2017/09/14 09:15:00+00,1199.0,1177.0,15903.0,15053.0,15900,Study,,464.823009844648
153,7887,6TH AVE,920,Y,,,,7500.0,,7500,Estimate,,179.809022503934
154,22840,SW SPOKANE ST,400,N,,,,19500.0,,19500,Estimate,,552.218859505529
155,"9960,9961",DELRIDGE WAY SW,348,N,2015/04/08 00:00:00+00,,,13965.0,12877.0,14000,Study - 13-15,,1320.06450651864
156,"7528,7527,7526,7525",51ST AVE S,80,N,2018/01/18 12:30:00+00,740.0,789.0,9865.0,9437.0,9900,Study,,1110.68073321262
157,"20811,20808,20809,20810,20812",S MCCLELLAN ST,440,N,2018/10/09 00:00:00+00,640.0,787.0,9046.0,8691.0,9000,Study(Normalized),,1277.13588027623
158,"5326,5327,5324,5325",34TH AVE W,1360,N,2015/07/30 00:00:00+00,,,4664.0,4518.0,4700,Study - 13-15,,2638.64275672335
159,"9436,9435",BROADWAY,707,N,,,,9500.0,,9500,Estimate,,613.486319756952
160,"10073,10072,10071,10074",DEXTER AVE N,1118,N,2014/01/23 00:00:00+00,,,11860.0,10840.0,11900,Study - 13-15,,1704.79112370651
161,13522,WESTERN AVE W,1098,N,,,,35000.0,,35000,Estimate,,203.426443433819
162,"11482,11481,11484,11485,11483",M L KING JR WAY,740,N,2015/05/12 00:00:00+00,,,17269.0,15958.0,17300,Study - 13-15,,2326.59205968738
163,"13544,13542,13543",WESTLAKE AVE N,1279,N,,,,25000.0,,25000,Estimate,,2037.81298243268
164,"10015,10017,10016",DENNY WAY,1046,B,2015/02/03 00:00:00+00,,,33282.0,32655.0,33300,Study - 13-15,,780.323346853143
165,11369,LENORA ST,915,Y,2017/10/18 13:00:00+00,418.0,561.0,6904.0,6632.0,6900,Study,,321.985359927464
166,23611,W NICKERSON ST,1320,N,,,,18000.0,,18000,Estimate,,463.948189161778
167,12314,QUEEN ANNE AVE N,1231,N,2018/01/24 08:00:00+00,690.0,776.0,10341.0,10078.0,10300,Study,,442.573230383265
168,"16786,16785,16787",NE 42ND ST,1411,N,2018/01/23 08:45:00+00,286.0,380.0,3741.0,3398.0,3700,Study,,750.181051166244
169,"18038,18039,18040,18041,15295,15297,15296,16140,16138,16141,16139,16137,16135,16136","NE PACIFIC ST,N 34TH ST,N PACIFIC ST",1374,N,2015/10/20 00:00:00+00,,,11227.0,10181.0,11200,Study - 13-15,,4571.34994793659
170,8280,8TH AVE,882,Y,2018/09/13 00:00:00+00,625.0,898.0,9082.0,8627.0,9600,Study(Normalized),,426.045107701774
171,12041,OLIVE WAY,846,Y,,,,1500.0,,1500,Estimate,,328.00078322095
172,"10665,10662,10664,10666,10663,12764,5003","GOLDEN GARDENS DR NW,SEAVIEW PL NW,32ND AVE NW",1793,N,2014/05/22 00:00:00+00,,,2997.0,3101.0,3000,Study - 13-15,,5464.80953205573
173,"9565,9563,9564",CALIFORNIA AVE SW,234,N,,,,13000.0,,13000,Estimate,,660.508284060165
174,"17253,17251,17255,17252,17254",NE 65TH ST,1636,N,2018/10/25 00:00:00+00,885.0,1050.0,11363.0,11002.0,11400,Study(Normalized),,765.269453764268
175,7880,6TH AVE,798,Y,2018/05/17 00:00:00+00,1152.0,288.0,8055.0,8129.0,7400,Study(Normalized),,425.843350412456
176,"8939,8938,8940",AURORA AVE N,1976,N,,,,50000.0,,50000,Estimate,,1303.55186359261
177,8158,7TH AVE,860,Y,2014/07/09 00:00:00+00,,,8618.0,7525.0,8600,Study - 13-15,,426.276249275907
178,"1846,1849,1848,1847",14TH AVE,863,N,2015/01/05 00:00:00+00,,,8996.0,0.0,9000,Study - 13-15,,1776.30687159066
179,17988,NE CAMPUS PKWY,1392,N,2018/06/15 00:00:00+00,195.0,227.0,2715.0,2496.0,2600,Study(Normalized),,285.006099650058
180,"16844,16846,16847,337051,16845",NE 45TH ST,1452,N,2014/10/21 00:00:00+00,,,33596.0,33189.0,33600,Study - 13-15,,761.415471196247
181,7233,5TH AVE,791,Y,2018/06/07 00:00:00+00,1351.0,1149.0,18043.0,18191.0,17600,Study(Normalized),,425.913180108147
182,7996,6TH AVE S,448,N,,,,13300.0,,13300,Estimate,,760.257107098485
183,1845,14TH AVE,747,N,2018/04/05 00:00:00+00,494.0,663.0,7822.0,7353.0,8000,Study(Normalized),,677.017196652605
184,"20818,20817,20820,20819,20821",S MCCLELLAN ST,434,N,2015/06/17 00:00:00+00,,,9153.0,8697.0,9200,Study - 13-15,,1158.30396142701
185,"14628,14629,14630,14632,14631,14633",E PINE ST,963,B,2015/07/27 00:00:00+00,,,9813.0,9836.0,9800,Study - 13-15,,1481.28217536934
186,"23138,23139",W BLAINE ST,1217,N,2018/06/27 00:00:00+00,109.0,130.0,1523.0,1460.0,1500,Study(Normalized),,606.506890938956
187,"23558,23557,23559",W MCGRAW ST,1239,N,2015/01/13 00:00:00+00,,,6051.0,5674.0,6100,Study - 13-15,,991.187955951033
188,"5896,5898,5895,5899,5897,11930,11931,336724,11929,11928,20822,20823,10977,275662,275661,275663,10975,10976","38TH AVE S,MOUNT RAINIER DR S,S MCCLELLAN ST,HUNTER BLVD S",361,N,2015/06/04 00:00:00+00,,,3297.0,3163.0,3300,Study - 13-15,,6926.96332023622
189,"18019,18021,18022,18023,18020",NE NORTHGATE WAY,1851,N,,,,17500.0,,17500,Estimate,,2193.81862300962
190,10668,GOLF DR S,2005,N,2017/11/15 09:45:00+00,1153.0,1329.0,15793.0,13916.0,15800,Study,,668.573312454364
191,14640,E PINE ST,955,N,2018/01/23 12:00:00+00,468.0,528.0,6589.0,6352.0,6600,Study,,364.081532601616
192,19416,S BAILEY ST,232,N,,,,28000.0,,28000,Estimate,,324.511630746416
193,13362,WALLINGFORD AVE N,1299,N,2018/04/18 00:00:00+00,262.0,273.0,2882.0,2659.0,3000,Study(Normalized),,419.699948180508
194,"21364,7383,12037","S SULLIVAN ST,5TH AVE S,OCCIDENTAL AVE S",140,N,2018/08/29 00:00:00+00,35.0,39.0,387.0,345.0,400,Study(Normalized),,3027.39717825492
